signal,pair,n_consec,dist_mult,tp,n_is3,wf_pass,oos_pd,oos_wr,tpd,n_oos
exhaust_cont,AUD_JPY,2,2.0,8.0,3,1,1.843,100.0,0.233,100
exhaust_cont,AUD_JPY,2,2.0,10.0,3,1,1.715,98.7,0.177,76
exhaust_cont,AUD_JPY,2,2.0,15.0,3,1,2.386,98.5,0.156,67
exhaust_cont,AUD_JPY,2,2.0,20.0,3,1,2.135,100.0,0.109,47
exhaust_cont,AUD_JPY,2,2.5,5.0,3,1,1.906,100.0,0.352,151
exhaust_cont,AUD_JPY,2,2.5,8.0,3,1,1.812,100.0,0.228,98
exhaust_cont,AUD_JPY,2,2.5,10.0,3,1,1.523,98.6,0.161,69
exhaust_cont,AUD_JPY,2,2.5,15.0,3,1,2.627,100.0,0.17,73
exhaust_cont,AUD_JPY,2,2.5,20.0,3,1,3.343,100.0,0.172,74
exhaust_cont,AUD_JPY,3,0.5,5.0,3,1,1.232,99.1,0.27,116
exhaust_cont,AUD_JPY,3,0.5,8.0,3,1,2.086,98.3,0.275,118
exhaust_cont,AUD_JPY,3,0.5,10.0,3,1,2.977,99.3,0.321,138
exhaust_cont,AUD_JPY,3,0.5,15.0,3,1,4.12,97.5,0.277,119
exhaust_cont,AUD_JPY,3,0.5,20.0,3,1,3.706,100.0,0.186,80
exhaust_cont,AUD_JPY,3,1.0,5.0,3,1,1.367,98.5,0.312,134
exhaust_cont,AUD_JPY,3,1.0,8.0,3,1,2.264,97.7,0.303,130
exhaust_cont,AUD_JPY,3,1.0,10.0,3,1,3.059,99.3,0.331,142
exhaust_cont,AUD_JPY,3,1.0,15.0,3,1,3.506,98.0,0.235,101
exhaust_cont,AUD_JPY,3,1.0,20.0,3,1,3.633,100.0,0.184,79
exhaust_cont,AUD_JPY,3,1.5,5.0,3,1,1.301,99.1,0.254,109
exhaust_cont,AUD_JPY,3,1.5,8.0,3,1,2.869,98.8,0.382,164
exhaust_cont,AUD_JPY,3,1.5,10.0,3,1,2.832,99.2,0.298,128
exhaust_cont,AUD_JPY,3,1.5,15.0,3,1,4.111,97.4,0.273,117
exhaust_cont,AUD_JPY,3,1.5,20.0,3,1,4.3,100.0,0.214,92
exhaust_cont,AUD_JPY,3,2.0,5.0,3,1,1.035,100.0,0.226,97
exhaust_cont,AUD_JPY,3,2.0,8.0,3,1,3.101,98.9,0.422,181
exhaust_cont,AUD_JPY,3,2.0,10.0,3,1,2.79,99.2,0.3,129
exhaust_cont,AUD_JPY,3,2.0,15.0,3,1,4.151,97.4,0.273,117
exhaust_cont,AUD_JPY,3,2.0,20.0,3,1,4.189,100.0,0.21,90
exhaust_cont,AUD_JPY,3,2.5,5.0,3,1,2.078,98.5,0.478,205
exhaust_cont,AUD_JPY,3,2.5,8.0,3,1,1.964,98.3,0.268,115
exhaust_cont,AUD_JPY,3,2.5,10.0,3,1,2.678,99.2,0.287,123
exhaust_cont,AUD_JPY,3,2.5,15.0,3,1,4.116,97.4,0.27,116
exhaust_cont,AUD_JPY,3,2.5,20.0,3,1,3.499,98.7,0.179,77
exhaust_cont,AUD_JPY,4,0.5,5.0,3,1,1.603,98.9,0.419,180
exhaust_cont,AUD_JPY,4,0.5,8.0,3,1,1.176,100.0,0.151,65
exhaust_cont,AUD_JPY,4,0.5,10.0,3,1,1.296,100.0,0.137,59
exhaust_cont,AUD_JPY,4,0.5,15.0,3,1,1.95,100.0,0.123,53
exhaust_cont,AUD_JPY,4,0.5,20.0,3,1,2.6,100.0,0.128,55
exhaust_cont,AUD_JPY,4,1.0,5.0,3,1,1.556,98.9,0.408,175
exhaust_cont,AUD_JPY,4,1.0,8.0,3,1,1.541,100.0,0.203,87
exhaust_cont,AUD_JPY,4,1.0,10.0,3,1,1.556,100.0,0.165,71
exhaust_cont,AUD_JPY,4,1.0,15.0,3,1,2.369,100.0,0.151,65
exhaust_cont,AUD_JPY,4,1.0,20.0,3,1,2.524,100.0,0.123,53
exhaust_cont,AUD_JPY,4,1.5,5.0,3,1,1.599,99.4,0.394,169
exhaust_cont,AUD_JPY,4,1.5,8.0,3,1,1.229,100.0,0.161,69
exhaust_cont,AUD_JPY,4,1.5,10.0,3,1,1.16,100.0,0.123,53
exhaust_cont,AUD_JPY,4,1.5,15.0,3,1,1.655,98.0,0.116,50
exhaust_cont,AUD_JPY,4,1.5,20.0,3,1,1.654,97.3,0.086,37
exhaust_cont,AUD_JPY,4,2.0,5.0,3,1,1.606,99.4,0.389,167
exhaust_cont,AUD_JPY,4,2.0,8.0,3,1,1.16,100.0,0.149,64
exhaust_cont,AUD_JPY,4,2.0,10.0,3,1,1.105,100.0,0.121,52
exhaust_cont,AUD_JPY,4,2.0,15.0,3,1,1.591,97.9,0.112,48
exhaust_cont,AUD_JPY,4,2.0,20.0,3,1,1.55,97.1,0.082,35
exhaust_cont,AUD_JPY,4,2.5,5.0,3,1,1.566,99.4,0.373,160
exhaust_cont,AUD_JPY,4,2.5,8.0,3,1,1.266,100.0,0.163,70
exhaust_cont,AUD_JPY,4,2.5,10.0,3,1,1.244,100.0,0.135,58
exhaust_cont,AUD_JPY,4,2.5,15.0,3,1,1.633,97.9,0.112,48
exhaust_cont,AUD_JPY,4,2.5,20.0,3,1,1.55,97.1,0.082,35
exhaust_cont,EUR_USD,2,0.5,5.0,3,1,0.711,100.0,0.084,36
exhaust_cont,EUR_USD,2,0.5,8.0,3,1,0.945,100.0,0.072,31
exhaust_cont,EUR_USD,2,0.5,10.0,3,1,3.167,100.0,0.273,117
exhaust_cont,EUR_USD,2,0.5,15.0,3,1,1.463,100.0,0.079,34
exhaust_cont,EUR_USD,2,0.5,20.0,3,1,1.572,100.0,0.068,29
exhaust_cont,EUR_USD,2,1.0,5.0,3,1,0.711,100.0,0.084,36
exhaust_cont,EUR_USD,2,1.0,8.0,3,1,0.945,100.0,0.072,31
exhaust_cont,EUR_USD,2,1.0,10.0,3,1,3.089,100.0,0.266,114
exhaust_cont,EUR_USD,2,1.0,15.0,3,1,1.907,100.0,0.11,47
exhaust_cont,EUR_USD,2,1.0,20.0,3,1,1.572,100.0,0.068,29
exhaust_cont,EUR_USD,2,1.5,5.0,3,1,0.711,100.0,0.084,36
exhaust_cont,EUR_USD,2,1.5,8.0,3,1,0.945,100.0,0.072,31
exhaust_cont,EUR_USD,2,1.5,10.0,3,1,3.079,100.0,0.263,113
exhaust_cont,EUR_USD,2,1.5,15.0,3,1,1.79,100.0,0.1,43
exhaust_cont,EUR_USD,2,1.5,20.0,3,1,1.572,100.0,0.068,29
exhaust_cont,EUR_USD,2,2.0,5.0,3,1,0.697,100.0,0.082,35
exhaust_cont,EUR_USD,2,2.0,8.0,3,1,0.944,100.0,0.072,31
exhaust_cont,EUR_USD,2,2.0,10.0,3,1,3.058,100.0,0.263,113
exhaust_cont,EUR_USD,2,2.0,15.0,3,1,1.754,100.0,0.098,42
exhaust_cont,EUR_USD,2,2.0,20.0,3,1,1.57,100.0,0.068,29
exhaust_cont,EUR_USD,2,2.5,5.0,3,1,1.505,100.0,0.17,73
exhaust_cont,EUR_USD,2,2.5,8.0,3,1,1.79,100.0,0.14,60
exhaust_cont,EUR_USD,2,2.5,10.0,3,1,4.062,100.0,0.322,138
exhaust_cont,EUR_USD,2,2.5,15.0,3,1,2.934,100.0,0.161,69
exhaust_cont,EUR_USD,2,2.5,20.0,3,1,2.973,100.0,0.126,54
exhaust_cont,EUR_USD,3,0.5,5.0,3,1,1.892,100.0,0.263,113
exhaust_cont,EUR_USD,3,0.5,8.0,3,1,2.485,100.0,0.242,104
exhaust_cont,EUR_USD,3,0.5,10.0,3,1,1.718,100.0,0.159,68
exhaust_cont,EUR_USD,3,0.5,15.0,3,1,3.203,100.0,0.193,83
exhaust_cont,EUR_USD,3,0.5,20.0,3,1,2.675,100.0,0.124,53
exhaust_cont,EUR_USD,3,1.0,5.0,3,1,1.85,100.0,0.259,111
exhaust_cont,EUR_USD,3,1.0,8.0,3,1,2.465,100.0,0.24,103
exhaust_cont,EUR_USD,3,1.0,10.0,3,1,1.702,100.0,0.159,68
exhaust_cont,EUR_USD,3,1.0,15.0,3,1,3.176,100.0,0.191,82
exhaust_cont,EUR_USD,3,1.0,20.0,3,1,2.675,100.0,0.124,53
exhaust_cont,EUR_USD,3,1.5,5.0,3,1,2.56,99.4,0.403,173
exhaust_cont,EUR_USD,3,1.5,8.0,3,1,2.433,100.0,0.238,102
exhaust_cont,EUR_USD,3,1.5,10.0,3,1,1.696,100.0,0.159,68
exhaust_cont,EUR_USD,3,1.5,15.0,3,1,3.278,100.0,0.193,83
exhaust_cont,EUR_USD,3,1.5,20.0,3,1,2.675,100.0,0.124,53
exhaust_cont,EUR_USD,3,2.0,5.0,3,1,2.47,99.4,0.396,170
exhaust_cont,EUR_USD,3,2.0,8.0,3,1,2.516,100.0,0.252,108
exhaust_cont,EUR_USD,3,2.0,10.0,3,1,2.155,100.0,0.196,84
exhaust_cont,EUR_USD,3,2.0,15.0,2,0,5.15,100.0,0.315,135
exhaust_cont,EUR_USD,3,2.0,20.0,2,0,2.567,100.0,0.119,51
exhaust_cont,EUR_USD,3,2.5,5.0,3,1,1.578,100.0,0.233,100
exhaust_cont,EUR_USD,3,2.5,8.0,3,1,2.516,100.0,0.242,104
exhaust_cont,EUR_USD,3,2.5,10.0,3,1,0.717,100.0,0.054,23
exhaust_cont,EUR_USD,3,2.5,15.0,2,0,2.602,100.0,0.149,64
exhaust_cont,EUR_USD,3,2.5,20.0,2,0,2.381,100.0,0.11,47
exhaust_cont,EUR_USD,4,0.5,5.0,3,1,3.539,100.0,0.594,255
exhaust_cont,EUR_USD,4,0.5,8.0,3,1,1.389,100.0,0.147,63
exhaust_cont,EUR_USD,4,0.5,10.0,3,1,5.095,100.0,0.469,201
exhaust_cont,EUR_USD,4,0.5,15.0,3,1,1.376,100.0,0.082,35
exhaust_cont,EUR_USD,4,0.5,20.0,2,0,1.478,100.0,0.068,29
exhaust_cont,EUR_USD,4,1.0,5.0,3,1,3.238,100.0,0.576,247
exhaust_cont,EUR_USD,4,1.0,8.0,3,1,1.287,100.0,0.135,58
exhaust_cont,EUR_USD,4,1.0,10.0,3,1,1.379,100.0,0.124,53
exhaust_cont,EUR_USD,4,1.0,15.0,3,1,1.322,100.0,0.077,33
exhaust_cont,EUR_USD,4,1.0,20.0,2,0,1.414,100.0,0.065,28
exhaust_cont,EUR_USD,4,1.5,5.0,3,1,3.868,100.0,0.671,288
exhaust_cont,EUR_USD,4,1.5,8.0,3,1,1.284,100.0,0.135,58
exhaust_cont,EUR_USD,4,1.5,10.0,3,1,1.378,100.0,0.124,53
exhaust_cont,EUR_USD,4,1.5,15.0,3,1,1.322,100.0,0.077,33
exhaust_cont,EUR_USD,4,1.5,20.0,2,0,1.414,100.0,0.065,28
exhaust_cont,EUR_USD,4,2.0,5.0,3,1,1.161,100.0,0.18,77
exhaust_cont,EUR_USD,4,2.0,8.0,3,1,1.433,100.0,0.152,65
exhaust_cont,EUR_USD,4,2.0,10.0,3,1,4.516,100.0,0.406,174
exhaust_cont,EUR_USD,4,2.0,15.0,3,1,1.466,100.0,0.086,37
exhaust_cont,EUR_USD,4,2.0,20.0,2,0,1.584,100.0,0.075,32
exhaust_cont,EUR_USD,4,2.5,5.0,3,1,1.113,100.0,0.168,72
exhaust_cont,EUR_USD,4,2.5,8.0,3,1,1.384,100.0,0.147,63
exhaust_cont,EUR_USD,4,2.5,10.0,3,1,4.817,100.0,0.424,182
exhaust_cont,EUR_USD,4,2.5,15.0,3,1,1.567,100.0,0.093,40
exhaust_cont,EUR_USD,4,2.5,20.0,2,0,2.298,100.0,0.107,46
exhaust_cont,EUR_GBP,2,0.5,5.0,3,1,0.833,100.0,0.182,78
exhaust_cont,EUR_GBP,2,0.5,8.0,3,1,0.276,100.0,0.04,17
exhaust_cont,EUR_GBP,2,0.5,10.0,3,1,1.609,100.0,0.17,73
exhaust_cont,EUR_GBP,2,0.5,15.0,3,1,0.294,100.0,0.021,9
exhaust_cont,EUR_GBP,2,0.5,20.0,3,1,0.305,100.0,0.016,7
exhaust_cont,EUR_GBP,2,1.0,5.0,3,1,0.471,100.0,0.093,40
exhaust_cont,EUR_GBP,2,1.0,8.0,3,1,0.74,100.0,0.093,40
exhaust_cont,EUR_GBP,2,1.0,10.0,3,1,0.773,100.0,0.079,34
exhaust_cont,EUR_GBP,2,1.0,15.0,3,1,0.986,100.0,0.065,28
exhaust_cont,EUR_GBP,2,1.0,20.0,3,1,1.023,100.0,0.049,21
exhaust_cont,EUR_GBP,2,1.5,5.0,3,1,0.342,100.0,0.063,27
exhaust_cont,EUR_GBP,2,1.5,8.0,3,1,0.238,100.0,0.033,14
exhaust_cont,EUR_GBP,2,1.5,10.0,3,1,0.235,100.0,0.026,11
exhaust_cont,EUR_GBP,2,1.5,15.0,3,1,0.269,100.0,0.019,8
exhaust_cont,EUR_GBP,2,1.5,20.0,3,1,0.307,100.0,0.016,7
exhaust_cont,EUR_GBP,2,2.0,5.0,3,1,0.449,97.9,0.11,47
exhaust_cont,EUR_GBP,2,2.0,8.0,3,1,0.223,100.0,0.03,13
exhaust_cont,EUR_GBP,2,2.0,10.0,3,1,0.21,100.0,0.023,10
exhaust_cont,EUR_GBP,2,2.0,15.0,3,1,0.268,100.0,0.019,8
exhaust_cont,EUR_GBP,2,2.0,20.0,3,1,0.256,100.0,0.014,6
exhaust_cont,EUR_GBP,2,2.5,5.0,3,1,0.585,98.4,0.145,62
exhaust_cont,EUR_GBP,2,2.5,8.0,3,1,0.838,100.0,0.11,47
exhaust_cont,EUR_GBP,2,2.5,10.0,3,1,1.287,100.0,0.135,58
exhaust_cont,EUR_GBP,2,2.5,15.0,3,1,1.199,100.0,0.079,34
exhaust_cont,EUR_GBP,2,2.5,20.0,3,1,1.269,100.0,0.061,26
exhaust_cont,EUR_GBP,3,0.5,5.0,3,1,0.652,100.0,0.133,57
exhaust_cont,EUR_GBP,3,0.5,8.0,3,1,0.308,100.0,0.042,18
exhaust_cont,EUR_GBP,3,0.5,10.0,3,1,0.24,100.0,0.026,11
exhaust_cont,EUR_GBP,3,0.5,15.0,3,1,1.237,100.0,0.084,36
exhaust_cont,EUR_GBP,3,0.5,20.0,3,1,1.67,100.0,0.089,38
exhaust_cont,EUR_GBP,3,1.0,5.0,3,1,0.487,100.0,0.103,44
exhaust_cont,EUR_GBP,3,1.0,8.0,3,1,0.566,100.0,0.068,29
exhaust_cont,EUR_GBP,3,1.0,10.0,3,1,1.293,100.0,0.14,60
exhaust_cont,EUR_GBP,3,1.0,15.0,3,1,1.102,100.0,0.075,32
exhaust_cont,EUR_GBP,3,1.0,20.0,3,1,1.742,100.0,0.086,37
exhaust_cont,EUR_GBP,3,1.5,5.0,3,1,0.599,100.0,0.126,54
exhaust_cont,EUR_GBP,3,1.5,8.0,3,1,0.286,100.0,0.04,17
exhaust_cont,EUR_GBP,3,1.5,10.0,3,1,1.101,100.0,0.119,51
exhaust_cont,EUR_GBP,3,1.5,15.0,3,1,0.266,100.0,0.019,8
exhaust_cont,EUR_GBP,3,1.5,20.0,3,1,0.849,100.0,0.044,19
exhaust_cont,EUR_GBP,3,2.0,5.0,3,1,0.78,100.0,0.175,75
exhaust_cont,EUR_GBP,3,2.0,8.0,3,1,0.22,100.0,0.03,13
exhaust_cont,EUR_GBP,3,2.0,10.0,3,1,0.202,100.0,0.021,9
exhaust_cont,EUR_GBP,3,2.0,15.0,3,1,0.266,100.0,0.019,8
exhaust_cont,EUR_GBP,3,2.0,20.0,3,1,0.256,100.0,0.014,6
exhaust_cont,EUR_GBP,3,2.5,5.0,3,1,0.792,100.0,0.175,75
exhaust_cont,EUR_GBP,3,2.5,8.0,3,1,1.352,100.0,0.173,74
exhaust_cont,EUR_GBP,3,2.5,10.0,3,1,0.991,100.0,0.103,44
exhaust_cont,EUR_GBP,3,2.5,15.0,3,1,1.698,98.1,0.121,52
exhaust_cont,EUR_GBP,3,2.5,20.0,3,1,1.07,100.0,0.054,23
exhaust_cont,EUR_GBP,4,0.5,5.0,3,1,0.176,100.0,0.04,17
exhaust_cont,EUR_GBP,4,0.5,8.0,3,1,0.861,96.5,0.133,57
exhaust_cont,EUR_GBP,4,0.5,10.0,3,1,0.211,100.0,0.023,10
exhaust_cont,EUR_GBP,4,0.5,15.0,3,1,0.51,100.0,0.035,15
exhaust_cont,EUR_GBP,4,0.5,20.0,3,1,2.513,98.3,0.135,58
exhaust_cont,EUR_GBP,4,1.0,5.0,3,1,0.893,96.3,0.249,107
exhaust_cont,EUR_GBP,4,1.0,8.0,3,1,0.654,95.5,0.103,44
exhaust_cont,EUR_GBP,4,1.0,10.0,3,1,0.647,97.0,0.077,33
exhaust_cont,EUR_GBP,4,1.0,15.0,3,1,0.383,100.0,0.026,11
exhaust_cont,EUR_GBP,4,1.0,20.0,3,1,1.257,100.0,0.065,28
exhaust_cont,EUR_GBP,4,1.5,5.0,3,1,1.636,96.8,0.436,187
exhaust_cont,EUR_GBP,4,1.5,8.0,3,1,0.291,100.0,0.04,17
exhaust_cont,EUR_GBP,4,1.5,10.0,3,1,0.174,100.0,0.019,8
exhaust_cont,EUR_GBP,4,1.5,15.0,3,1,0.507,100.0,0.035,15
exhaust_cont,EUR_GBP,4,1.5,20.0,3,1,1.288,100.0,0.068,29
exhaust_cont,EUR_GBP,4,2.0,5.0,3,1,1.125,97.4,0.27,116
exhaust_cont,EUR_GBP,4,2.0,8.0,3,1,0.284,100.0,0.037,16
exhaust_cont,EUR_GBP,4,2.0,10.0,3,1,0.174,100.0,0.019,8
exhaust_cont,EUR_GBP,4,2.0,15.0,3,1,1.547,100.0,0.1,43
exhaust_cont,EUR_GBP,4,2.0,20.0,3,1,0.257,100.0,0.014,6
exhaust_cont,EUR_GBP,4,2.5,5.0,3,1,0.434,95.6,0.105,45
exhaust_cont,EUR_GBP,4,2.5,8.0,3,1,0.399,100.0,0.054,23
exhaust_cont,EUR_GBP,4,2.5,10.0,3,1,0.941,95.8,0.112,48
exhaust_cont,EUR_GBP,4,2.5,15.0,3,1,0.796,100.0,0.054,23
exhaust_cont,EUR_GBP,4,2.5,20.0,3,1,0.861,100.0,0.044,19
exhaust_cont,AUD_USD,2,0.5,5.0,3,1,2.182,100.0,0.42,180
exhaust_cont,AUD_USD,2,0.5,8.0,3,1,1.324,100.0,0.154,66
exhaust_cont,AUD_USD,2,0.5,10.0,3,1,0.932,100.0,0.086,37
exhaust_cont,AUD_USD,2,0.5,15.0,3,1,1.367,100.0,0.091,39
exhaust_cont,AUD_USD,2,0.5,20.0,3,1,0.868,100.0,0.042,18
exhaust_cont,AUD_USD,2,1.0,5.0,3,1,2.181,100.0,0.422,181
exhaust_cont,AUD_USD,2,1.0,8.0,3,1,1.324,100.0,0.154,66
exhaust_cont,AUD_USD,2,1.0,10.0,3,1,0.932,100.0,0.086,37
exhaust_cont,AUD_USD,2,1.0,15.0,3,1,1.359,100.0,0.089,38
exhaust_cont,AUD_USD,2,1.0,20.0,3,1,0.868,100.0,0.042,18
exhaust_cont,AUD_USD,2,1.5,5.0,3,1,2.173,100.0,0.406,174
exhaust_cont,AUD_USD,2,1.5,8.0,3,1,2.496,100.0,0.273,117
exhaust_cont,AUD_USD,2,1.5,10.0,3,1,0.929,100.0,0.086,37
exhaust_cont,AUD_USD,2,1.5,15.0,3,1,1.359,100.0,0.089,38
exhaust_cont,AUD_USD,2,1.5,20.0,3,1,0.868,100.0,0.042,18
exhaust_cont,AUD_USD,2,2.0,5.0,3,1,0.574,100.0,0.121,52
exhaust_cont,AUD_USD,2,2.0,8.0,3,1,2.479,100.0,0.273,117
exhaust_cont,AUD_USD,2,2.0,10.0,3,1,0.937,100.0,0.086,37
exhaust_cont,AUD_USD,2,2.0,15.0,3,1,1.308,100.0,0.089,38
exhaust_cont,AUD_USD,2,2.0,20.0,3,1,0.868,100.0,0.042,18
exhaust_cont,AUD_USD,2,2.5,5.0,3,1,1.136,100.0,0.191,82
exhaust_cont,AUD_USD,2,2.5,8.0,3,1,1.89,100.0,0.229,98
exhaust_cont,AUD_USD,2,2.5,10.0,3,1,0.916,100.0,0.084,36
exhaust_cont,AUD_USD,2,2.5,15.0,3,1,1.327,100.0,0.086,37
exhaust_cont,AUD_USD,2,2.5,20.0,3,1,0.854,100.0,0.042,18
exhaust_cont,AUD_USD,3,0.5,5.0,3,1,1.116,98.9,0.222,95
exhaust_cont,AUD_USD,3,0.5,8.0,3,1,1.077,100.0,0.131,56
exhaust_cont,AUD_USD,3,0.5,10.0,3,1,0.774,100.0,0.068,29
exhaust_cont,AUD_USD,3,0.5,15.0,3,1,0.963,100.0,0.063,27
exhaust_cont,AUD_USD,3,0.5,20.0,3,1,0.555,100.0,0.028,12
exhaust_cont,AUD_USD,3,1.0,5.0,3,1,1.108,98.9,0.222,95
exhaust_cont,AUD_USD,3,1.0,8.0,3,1,1.077,100.0,0.131,56
exhaust_cont,AUD_USD,3,1.0,10.0,3,1,2.107,100.0,0.201,86
exhaust_cont,AUD_USD,3,1.0,15.0,3,1,2.8,100.0,0.17,73
exhaust_cont,AUD_USD,3,1.0,20.0,3,1,0.555,100.0,0.028,12
exhaust_cont,AUD_USD,3,1.5,5.0,3,1,1.086,98.9,0.217,93
exhaust_cont,AUD_USD,3,1.5,8.0,3,1,1.078,100.0,0.131,56
exhaust_cont,AUD_USD,3,1.5,10.0,3,1,2.087,100.0,0.198,85
exhaust_cont,AUD_USD,3,1.5,15.0,3,1,2.504,100.0,0.156,67
exhaust_cont,AUD_USD,3,1.5,20.0,3,1,0.555,100.0,0.028,12
exhaust_cont,AUD_USD,3,2.0,5.0,3,1,1.068,98.9,0.215,92
exhaust_cont,AUD_USD,3,2.0,8.0,3,1,1.054,100.0,0.128,55
exhaust_cont,AUD_USD,3,2.0,10.0,3,1,2.19,100.0,0.208,89
exhaust_cont,AUD_USD,3,2.0,15.0,3,1,2.499,100.0,0.149,64
exhaust_cont,AUD_USD,3,2.0,20.0,3,1,1.364,100.0,0.068,29
exhaust_cont,AUD_USD,3,2.5,5.0,3,1,0.586,100.0,0.119,51
exhaust_cont,AUD_USD,3,2.5,8.0,3,1,1.676,100.0,0.208,89
exhaust_cont,AUD_USD,3,2.5,10.0,3,1,2.11,98.9,0.203,87
exhaust_cont,AUD_USD,3,2.5,15.0,3,1,0.966,100.0,0.063,27
exhaust_cont,AUD_USD,3,2.5,20.0,3,1,1.545,100.0,0.077,33
exhaust_cont,AUD_USD,4,0.5,5.0,3,1,0.532,100.0,0.107,46
exhaust_cont,AUD_USD,4,0.5,8.0,3,1,1.47,100.0,0.175,75
exhaust_cont,AUD_USD,4,0.5,10.0,3,1,1.431,100.0,0.138,59
exhaust_cont,AUD_USD,4,0.5,15.0,3,1,1.372,100.0,0.091,39
exhaust_cont,AUD_USD,4,0.5,20.0,3,1,1.756,100.0,0.089,38
exhaust_cont,AUD_USD,4,1.0,5.0,3,1,0.482,100.0,0.096,41
exhaust_cont,AUD_USD,4,1.0,8.0,3,1,1.273,100.0,0.163,70
exhaust_cont,AUD_USD,4,1.0,10.0,3,1,1.737,100.0,0.173,74
exhaust_cont,AUD_USD,4,1.0,15.0,3,1,1.372,100.0,0.091,39
exhaust_cont,AUD_USD,4,1.0,20.0,3,1,1.756,100.0,0.089,38
exhaust_cont,AUD_USD,4,1.5,5.0,3,1,0.465,100.0,0.091,39
exhaust_cont,AUD_USD,4,1.5,8.0,3,1,1.169,100.0,0.138,59
exhaust_cont,AUD_USD,4,1.5,10.0,3,1,1.893,100.0,0.189,81
exhaust_cont,AUD_USD,4,1.5,15.0,3,1,1.372,100.0,0.091,39
exhaust_cont,AUD_USD,4,1.5,20.0,3,1,1.756,100.0,0.089,38
exhaust_cont,AUD_USD,4,2.0,5.0,3,1,0.608,100.0,0.098,42
exhaust_cont,AUD_USD,4,2.0,8.0,3,1,1.326,100.0,0.145,62
exhaust_cont,AUD_USD,4,2.0,10.0,3,1,1.603,100.0,0.156,67
exhaust_cont,AUD_USD,4,2.0,15.0,3,1,1.239,100.0,0.082,35
exhaust_cont,AUD_USD,4,2.0,20.0,3,1,1.756,100.0,0.089,38
exhaust_cont,AUD_USD,4,2.5,5.0,3,1,0.606,100.0,0.093,40
exhaust_cont,AUD_USD,4,2.5,8.0,3,1,1.162,100.0,0.135,58
exhaust_cont,AUD_USD,4,2.5,10.0,3,1,1.587,100.0,0.156,67
exhaust_cont,AUD_USD,4,2.5,15.0,3,1,1.716,100.0,0.112,48
exhaust_cont,AUD_USD,4,2.5,20.0,3,1,1.901,100.0,0.096,41
exhaust_cont,NZD_JPY,2,0.5,5.0,3,1,0.42,96.7,0.142,61
exhaust_cont,NZD_JPY,2,0.5,8.0,3,1,1.375,96.9,0.228,98
exhaust_cont,NZD_JPY,2,0.5,10.0,3,1,0.44,100.0,0.054,23
exhaust_cont,NZD_JPY,2,0.5,15.0,3,1,1.347,97.7,0.103,44
exhaust_cont,NZD_JPY,2,0.5,20.0,3,1,0.835,100.0,0.047,20
exhaust_cont,NZD_JPY,2,1.0,5.0,3,1,0.364,95.1,0.142,61
exhaust_cont,NZD_JPY,2,1.0,8.0,3,1,1.239,97.8,0.21,90
exhaust_cont,NZD_JPY,2,1.0,10.0,3,1,1.164,96.8,0.147,63
exhaust_cont,NZD_JPY,2,1.0,15.0,3,1,1.348,97.7,0.103,44
exhaust_cont,NZD_JPY,2,1.0,20.0,2,0,1.522,100.0,0.082,35
exhaust_cont,NZD_JPY,2,1.5,5.0,3,1,0.104,91.3,0.054,23
exhaust_cont,NZD_JPY,2,1.5,8.0,2,0,0.139,91.7,0.028,12
exhaust_cont,NZD_JPY,2,1.5,10.0,2,0,0.218,100.0,0.028,12
exhaust_cont,NZD_JPY,2,1.5,15.0,2,0,0.275,100.0,0.021,9
exhaust_cont,NZD_JPY,2,1.5,20.0,2,0,2.519,96.8,0.147,63
exhaust_cont,NZD_JPY,2,2.0,5.0,3,1,0.569,94.6,0.214,92
exhaust_cont,NZD_JPY,2,2.0,8.0,3,1,0.888,97.1,0.161,69
exhaust_cont,NZD_JPY,2,2.0,10.0,2,0,0.287,100.0,0.035,15
exhaust_cont,NZD_JPY,2,2.0,15.0,2,0,1.597,98.0,0.114,49
exhaust_cont,NZD_JPY,2,2.0,20.0,2,0,1.491,100.0,0.082,35
exhaust_cont,NZD_JPY,2,2.5,5.0,3,1,0.219,100.0,0.082,35
exhaust_cont,NZD_JPY,2,2.5,8.0,3,1,1.247,97.6,0.191,82
exhaust_cont,NZD_JPY,2,2.5,10.0,2,0,0.268,100.0,0.033,14
exhaust_cont,NZD_JPY,2,2.5,15.0,2,0,1.404,97.8,0.107,46
exhaust_cont,NZD_JPY,2,2.5,20.0,2,0,1.488,100.0,0.082,35
exhaust_cont,NZD_JPY,3,0.5,5.0,2,0,0.985,99.1,0.247,106
exhaust_cont,NZD_JPY,3,0.5,8.0,2,0,0.216,94.7,0.044,19
exhaust_cont,NZD_JPY,3,0.5,10.0,2,0,0.383,100.0,0.049,21
exhaust_cont,NZD_JPY,3,0.5,15.0,2,0,0.835,100.0,0.061,26
exhaust_cont,NZD_JPY,3,0.5,20.0,2,0,0.695,100.0,0.04,17
exhaust_cont,NZD_JPY,3,1.0,5.0,2,0,0.95,99.0,0.24,103
exhaust_cont,NZD_JPY,3,1.0,8.0,2,0,0.163,93.8,0.037,16
exhaust_cont,NZD_JPY,3,1.0,10.0,2,0,0.357,100.0,0.047,20
exhaust_cont,NZD_JPY,3,1.0,15.0,2,0,2.637,100.0,0.2,86
exhaust_cont,NZD_JPY,3,1.0,20.0,2,0,2.318,100.0,0.126,54
exhaust_cont,NZD_JPY,3,1.5,5.0,2,0,0.893,97.1,0.242,104
