pair,b,rev,N,trail,sp_cost,wf,is_pd,is_n,is_wr,is_net,oos_pd,oos_n,oos_wr,oos_net
AUD_USD,10,3,8,2,1.5,False,-2.75,818,0.26,-2748.1,-2.97,282,0.252,-1273.4
AUD_USD,10,3,8,3,1.5,False,-10.93,818,0.174,-10928.1,-9.55,282,0.174,-4093.4
AUD_USD,10,3,12,1,1.5,True,4.24,663,0.413,4244.6,2.61,233,0.373,1120.2
AUD_USD,10,3,12,2,1.5,False,-2.39,663,0.261,-2385.4,-2.82,233,0.227,-1209.8
AUD_USD,10,3,12,3,1.5,False,-9.02,663,0.172,-9015.4,-8.26,233,0.155,-3539.8
AUD_USD,10,3,20,1,1.5,True,2.88,525,0.387,2881.8,1.81,170,0.382,774.8
AUD_USD,10,3,20,2,1.5,False,-2.37,525,0.251,-2368.2,-2.16,170,0.229,-925.2
AUD_USD,10,3,20,3,1.5,False,-7.62,525,0.166,-7618.2,-6.13,170,0.124,-2625.2
NZD_USD,5,1,1,1,1.88,False,-302.84,44273,0.001,-302781.6,-232.02,14493,0.0,-99420.7
NZD_USD,5,1,1,2,1.88,False,-249.98,28415,0.064,-249930.4,-170.17,8731,0.08,-72917.5
NZD_USD,5,1,1,3,1.88,False,-109.77,12270,0.151,-109745.9,-71.34,3617,0.166,-30569.7
NZD_USD,5,1,2,1,1.88,False,-302.83,44272,0.001,-302774.7,-232.02,14493,0.0,-99420.7
NZD_USD,5,1,2,2,1.88,False,-249.97,28414,0.064,-249918.5,-170.17,8731,0.08,-72917.5
NZD_USD,5,1,2,3,1.88,False,-109.79,12271,0.151,-109767.8,-71.34,3617,0.166,-30569.7
NZD_USD,5,1,3,1,1.88,False,-261.09,38171,0.001,-261040.6,-202.48,12647,0.0,-86763.0
NZD_USD,5,1,3,2,1.88,False,-214.3,24440,0.065,-214259.2,-148.37,7615,0.081,-63574.1
NZD_USD,5,1,3,3,1.88,False,-103.33,11712,0.153,-103314.2,-67.83,3494,0.169,-29064.0
NZD_USD,5,1,5,1,1.88,False,-230.68,33725,0.001,-230635.8,-181.01,11308,0.0,-77561.4
NZD_USD,5,1,5,2,1.88,False,-190.41,21656,0.065,-190377.0,-133.69,6835,0.08,-57286.0
NZD_USD,5,1,5,3,1.88,False,-98.29,11208,0.154,-98268.8,-66.01,3394,0.169,-28286.4
NZD_USD,5,1,8,1,1.88,False,-207.27,30301,0.001,-207233.1,-164.6,10284,0.0,-70530.6
NZD_USD,5,1,8,2,1.88,False,-172.88,19563,0.063,-172846.0,-122.16,6232,0.081,-52344.9
NZD_USD,5,1,8,3,1.88,False,-93.81,10696,0.155,-93788.4,-63.71,3282,0.171,-27301.3
NZD_USD,5,1,12,1,1.88,False,-175.81,25701,0.001,-175779.5,-141.88,8866,0.0,-60795.7
NZD_USD,5,1,12,2,1.88,False,-149.04,16733,0.062,-149012.5,-106.56,5406,0.082,-45660.5
NZD_USD,5,1,12,3,1.88,False,-85.3,9737,0.153,-85279.5,-58.46,3044,0.17,-25049.9
NZD_USD,5,1,20,1,1.88,False,-140.26,20514,0.001,-140229.8,-114.77,7171,0.001,-49176.3
NZD_USD,5,1,20,2,1.88,False,-122.21,13548,0.057,-122183.1,-87.09,4396,0.08,-37315.9
NZD_USD,5,1,20,3,1.88,False,-74.11,8308,0.148,-74099.0,-52.89,2689,0.163,-22664.0
NZD_USD,5,3,1,1,1.88,False,2.23,5765,0.344,2231.1,3.94,1636,0.372,1686.2
NZD_USD,5,3,1,2,1.88,False,-26.6,5765,0.215,-26593.9,-15.15,1636,0.238,-6493.8
NZD_USD,5,3,1,3,1.88,False,-55.43,5765,0.134,-55418.9,-34.25,1636,0.15,-14673.8
NZD_USD,5,3,2,1,1.88,False,2.23,5764,0.344,2233.0,3.94,1636,0.372,1686.2
NZD_USD,5,3,2,2,1.88,False,-26.59,5764,0.215,-26587.0,-15.15,1636,0.238,-6493.8
NZD_USD,5,3,2,3,1.88,False,-55.42,5764,0.134,-55407.0,-34.25,1636,0.15,-14673.8
NZD_USD,5,3,3,1,1.88,False,1.43,4462,0.34,1425.2,2.52,1277,0.366,1079.6
NZD_USD,5,3,3,2,1.88,False,-20.89,4462,0.214,-20884.8,-12.38,1277,0.226,-5305.4
NZD_USD,5,3,3,3,1.88,False,-43.2,4462,0.131,-43194.8,-27.28,1277,0.138,-11690.4
NZD_USD,5,3,5,1,1.88,False,1.16,3747,0.346,1161.4,1.51,1078,0.361,647.9
NZD_USD,5,3,5,2,1.88,False,-17.58,3747,0.212,-17573.6,-11.07,1078,0.217,-4742.1
NZD_USD,5,3,5,3,1.88,False,-36.32,3747,0.133,-36308.6,-23.65,1078,0.131,-10132.1
NZD_USD,5,3,8,1,1.88,False,1.18,3281,0.346,1175.6,1.44,945,0.363,617.4
NZD_USD,5,3,8,2,1.88,False,-15.23,3281,0.215,-15229.4,-9.59,945,0.217,-4107.6
NZD_USD,5,3,8,3,1.88,False,-31.64,3281,0.133,-31634.4,-20.61,945,0.135,-8832.6
NZD_USD,5,3,12,1,1.88,False,0.63,2742,0.338,631.6,1.65,770,0.366,705.6
NZD_USD,5,3,12,2,1.88,False,-13.08,2742,0.212,-13078.4,-7.34,770,0.223,-3144.4
NZD_USD,5,3,12,3,1.88,False,-26.79,2742,0.133,-26788.4,-16.32,770,0.143,-6994.4
NZD_USD,5,3,20,1,1.88,False,0.77,2100,0.346,770.9,1.34,601,0.368,572.7
NZD_USD,5,3,20,2,1.88,False,-9.73,2100,0.217,-9729.1,-5.68,601,0.231,-2432.3
NZD_USD,5,3,20,3,1.88,False,-20.23,2100,0.135,-20229.1,-12.69,601,0.148,-5437.3
NZD_USD,10,1,1,1,1.88,False,-172.56,14570,0.001,-172530.2,-125.33,4527,0.0,-53701.7
NZD_USD,10,1,1,2,1.88,False,-107.49,8034,0.098,-107470.1,-73.94,2437,0.104,-31681.3
NZD_USD,10,1,1,3,1.88,False,-43.76,3124,0.179,-43750.0,-28.96,927,0.174,-12408.9
NZD_USD,10,1,2,1,1.88,False,-172.55,14569,0.001,-172518.3,-125.33,4527,0.0,-53701.7
NZD_USD,10,1,2,2,1.88,False,-107.47,8033,0.098,-107448.2,-73.94,2437,0.104,-31681.3
NZD_USD,10,1,2,3,1.88,False,-43.72,3123,0.179,-43708.1,-28.96,927,0.174,-12408.9
NZD_USD,10,1,3,1,1.88,False,-157.45,13290,0.0,-157419.2,-115.43,4170,0.0,-49462.0
NZD_USD,10,1,3,2,1.88,False,-98.22,7332,0.098,-98203.3,-67.19,2233,0.107,-28788.6
NZD_USD,10,1,3,3,1.88,False,-42.89,3080,0.18,-42877.4,-28.5,918,0.175,-12212.0
NZD_USD,10,1,5,1,1.88,False,-144.35,12187,0.0,-144320.2,-107.09,3868,0.0,-45885.5
NZD_USD,10,1,5,2,1.88,False,-90.28,6733,0.099,-90259.7,-63.0,2081,0.106,-26993.5
NZD_USD,10,1,5,3,1.88,False,-41.64,3031,0.182,-41635.5,-28.28,911,0.176,-12118.8
NZD_USD,10,1,8,1,1.88,False,-133.93,11309,0.001,-133903.2,-100.24,3621,0.0,-42952.2
NZD_USD,10,1,8,2,1.88,False,-84.72,6277,0.099,-84704.3,-58.82,1947,0.105,-25202.2
NZD_USD,10,1,8,3,1.88,False,-41.09,2992,0.183,-41082.3,-27.89,902,0.176,-11952.0
NZD_USD,10,1,12,1,1.88,False,-118.21,9981,0.001,-118192.2,-90.12,3256,0.0,-38617.6
NZD_USD,10,1,12,2,1.88,False,-75.93,5575,0.098,-75917.5,-54.38,1770,0.106,-23300.1
NZD_USD,10,1,12,3,1.88,False,-39.96,2900,0.183,-39949.8,-26.88,878,0.175,-11516.9
NZD_USD,10,1,20,1,1.88,False,-98.66,8328,0.0,-98641.5,-75.68,2735,0.0,-32430.3
NZD_USD,10,1,20,2,1.88,False,-64.17,4674,0.096,-64157.4,-45.6,1486,0.11,-19537.4
NZD_USD,10,1,20,3,1.88,False,-37.56,2703,0.18,-37550.2,-24.8,820,0.176,-10628.1
NZD_USD,10,3,1,1,1.88,True,7.88,1317,0.41,7879.6,5.15,396,0.394,2207.2
NZD_USD,10,3,1,2,1.88,False,-5.29,1317,0.284,-5290.4,-4.09,396,0.263,-1752.8
NZD_USD,10,3,1,3,1.88,False,-18.46,1317,0.178,-18460.4,-13.33,396,0.154,-5712.8
NZD_USD,10,3,2,1,1.88,True,7.88,1316,0.41,7881.5,5.15,396,0.394,2207.2
NZD_USD,10,3,2,2,1.88,False,-5.28,1316,0.284,-5278.5,-4.09,396,0.263,-1752.8
NZD_USD,10,3,2,3,1.88,False,-18.44,1316,0.179,-18438.5,-13.33,396,0.154,-5712.8
NZD_USD,10,3,3,1,1.88,True,5.84,1018,0.416,5840.5,3.52,311,0.386,1506.6
NZD_USD,10,3,3,2,1.88,False,-4.34,1018,0.276,-4339.5,-3.74,311,0.248,-1603.4
NZD_USD,10,3,3,3,1.88,False,-14.52,1018,0.179,-14519.5,-11.0,311,0.148,-4713.4
NZD_USD,10,3,5,1,1.88,True,4.76,840,0.414,4754.3,2.98,258,0.376,1276.0
NZD_USD,10,3,5,2,1.88,False,-3.65,840,0.281,-3645.7,-3.04,258,0.24,-1304.0
NZD_USD,10,3,5,3,1.88,False,-12.05,840,0.181,-12045.7,-9.06,258,0.151,-3884.0
NZD_USD,10,3,8,1,1.88,True,3.87,730,0.421,3870.7,2.29,228,0.382,982.3
NZD_USD,10,3,8,2,1.88,False,-3.43,730,0.288,-3429.3,-3.03,228,0.237,-1297.7
NZD_USD,10,3,8,3,1.88,False,-10.73,730,0.174,-10729.3,-8.35,228,0.14,-3577.7
NZD_USD,10,3,12,1,1.88,True,2.95,595,0.422,2953.9,1.68,193,0.363,718.0
NZD_USD,10,3,12,2,1.88,False,-3.0,595,0.284,-2996.1,-2.83,193,0.233,-1212.0
NZD_USD,10,3,12,3,1.88,False,-8.95,595,0.165,-8946.1,-7.33,193,0.13,-3142.0
NZD_USD,10,3,20,1,1.88,True,2.43,465,0.424,2427.8,1.4,149,0.403,600.5
NZD_USD,10,3,20,2,1.88,False,-2.22,465,0.288,-2222.2,-2.08,149,0.235,-889.5
NZD_USD,10,3,20,3,1.88,False,-6.87,465,0.17,-6872.2,-5.55,149,0.128,-2379.5
EUR_JPY,5,1,1,1,2.27,False,-579.8,80941,0.004,-580388.8,-25.46,1528,0.006,-10924.3
EUR_JPY,5,1,1,2,2.27,False,-714.68,66030,0.024,-715407.7,-437.54,16439,0.013,-187710.4
EUR_JPY,5,1,1,3,2.27,False,-464.2,37806,0.085,-464668.4,-571.05,19525,0.08,-244986.9
EUR_JPY,5,1,2,1,2.27,False,-579.79,80940,0.004,-580381.5,-25.48,1529,0.006,-10931.5
EUR_JPY,5,1,2,2,2.27,False,-714.67,66029,0.024,-715395.4,-437.57,16440,0.013,-187722.6
EUR_JPY,5,1,2,3,2.27,False,-464.22,37807,0.085,-464690.7,-571.05,19525,0.08,-244986.9
EUR_JPY,5,1,3,1,2.27,False,-473.9,66085,0.003,-474382.4,-273.04,16384,0.004,-117135.7
EUR_JPY,5,1,3,2,2.27,False,-587.06,54089,0.024,-587660.1,-708.13,27426,0.018,-303795.0
EUR_JPY,5,1,3,3,2.27,False,-401.73,32969,0.088,-402142.0,-488.05,16864,0.084,-209378.9
EUR_JPY,5,1,5,1,2.27,False,-408.17,56909,0.003,-408588.6,-427.47,25560,0.003,-183389.4
EUR_JPY,5,1,5,2,2.27,False,-509.82,46825,0.023,-510336.3,-611.62,23625,0.017,-262392.4
EUR_JPY,5,1,5,3,2.27,False,-361.58,29653,0.088,-361944.0,-434.67,15030,0.084,-186475.9
EUR_JPY,5,1,8,1,2.27,False,-362.74,50570,0.003,-363106.9,-414.26,24756,0.003,-177721.6
EUR_JPY,5,1,8,2,2.27,False,-456.67,41813,0.023,-457138.1,-545.36,21040,0.017,-233966.7
EUR_JPY,5,1,8,3,2.27,False,-332.51,27141,0.087,-332843.9,-393.19,13620,0.083,-168684.2
EUR_JPY,5,1,12,1,2.27,False,-302.2,42144,0.004,-302503.5,-345.67,20642,0.003,-148294.4
EUR_JPY,5,1,12,2,2.27,False,-384.77,35084,0.022,-385162.2,-458.46,17629,0.017,-196683.3
EUR_JPY,5,1,12,3,2.27,False,-289.3,23429,0.085,-289593.0,-340.99,11704,0.082,-146290.2
EUR_JPY,5,1,20,1,2.27,False,-238.1,33214,0.004,-238337.5,-271.36,16208,0.003,-116416.6
EUR_JPY,5,1,20,2,2.27,False,-307.74,27916,0.021,-308055.9,-364.01,13942,0.016,-156164.2
EUR_JPY,5,1,20,3,2.27,False,-240.85,19182,0.08,-241099.3,-277.18,9419,0.079,-118914.7
EUR_JPY,5,3,1,1,2.27,False,-79.76,23341,0.196,-79843.5,-96.42,11956,0.195,-41366.5
EUR_JPY,5,3,1,2,2.27,False,-196.35,23341,0.114,-196548.5,-235.77,11956,0.112,-101146.5
EUR_JPY,5,3,1,3,2.27,False,-312.94,23341,0.064,-313253.5,-375.11,11956,0.062,-160926.5
EUR_JPY,5,3,2,1,2.27,False,-79.77,23340,0.196,-79846.3,-96.42,11956,0.195,-41366.5
EUR_JPY,5,3,2,2,2.27,False,-196.35,23340,0.114,-196546.3,-235.77,11956,0.112,-101146.5
EUR_JPY,5,3,2,3,2.27,False,-312.93,23340,0.064,-313246.3,-375.11,11956,0.062,-160926.5
EUR_JPY,5,3,3,1,2.27,False,-67.12,18567,0.187,-67189.9,-79.59,9464,0.189,-34146.7
EUR_JPY,5,3,3,2,2.27,False,-159.86,18567,0.108,-160024.9,-189.89,9464,0.108,-81466.7
EUR_JPY,5,3,3,3,2.27,False,-252.6,18567,0.061,-252859.9,-300.19,9464,0.057,-128786.7
EUR_JPY,5,3,5,1,2.27,False,-58.89,15807,0.183,-58947.5,-68.34,8042,0.189,-29317.8
EUR_JPY,5,3,5,2,2.27,False,-137.84,15807,0.105,-137982.5,-162.07,8042,0.108,-69527.8
EUR_JPY,5,3,5,3,2.27,False,-216.8,15807,0.058,-217017.5,-255.79,8042,0.057,-109737.8
EUR_JPY,5,3,8,1,2.27,False,-53.51,14084,0.179,-53561.1,-61.31,7127,0.185,-26303.3
EUR_JPY,5,3,8,2,2.27,False,-123.86,14084,0.102,-123981.1,-144.37,7127,0.105,-61938.3
EUR_JPY,5,3,8,3,2.27,False,-194.2,14084,0.056,-194401.1,-227.44,7127,0.056,-97573.3
EUR_JPY,5,3,12,1,2.27,False,-45.86,11772,0.174,-45904.4,-51.74,5931,0.182,-22196.7
EUR_JPY,5,3,12,2,2.27,False,-104.66,11772,0.098,-104764.4,-120.86,5931,0.103,-51851.7
EUR_JPY,5,3,12,3,2.27,False,-163.46,11772,0.055,-163624.4,-189.99,5931,0.055,-81506.7
EUR_JPY,5,3,20,1,2.27,False,-36.68,9285,0.172,-36720.9,-41.52,4679,0.18,-17813.2
EUR_JPY,5,3,20,2,2.27,False,-83.06,9285,0.097,-83145.9,-96.05,4679,0.102,-41208.2
EUR_JPY,5,3,20,3,2.27,False,-129.44,9285,0.053,-129570.9,-150.59,4679,0.056,-64603.2
EUR_JPY,10,1,1,1,2.27,False,-450.85,36975,0.001,-451309.4,-530.38,18639,0.001,-227538.2
EUR_JPY,10,1,1,2,2.27,False,-413.68,24720,0.055,-414105.0,-499.68,12596,0.051,-214367.5
EUR_JPY,10,1,1,3,2.27,False,-179.1,10639,0.146,-179280.7,-223.22,5445,0.138,-95764.9
EUR_JPY,10,1,2,1,2.27,False,-450.84,36974,0.001,-451297.1,-530.38,18639,0.001,-227538.2
EUR_JPY,10,1,2,2,2.27,False,-413.69,24720,0.055,-414115.0,-499.68,12596,0.051,-214367.5
EUR_JPY,10,1,2,3,2.27,False,-179.11,10639,0.146,-179290.7,-223.22,5445,0.138,-95764.9
EUR_JPY,10,1,3,1,2.27,False,-386.6,31694,0.001,-386996.4,-453.56,15936,0.001,-194580.0
EUR_JPY,10,1,3,2,2.27,False,-355.84,21217,0.054,-356203.0,-429.04,10798,0.05,-184061.1
EUR_JPY,10,1,3,3,2.27,False,-165.88,10018,0.149,-166052.7,-207.18,5135,0.141,-88882.0
EUR_JPY,10,1,5,1,2.27,False,-341.48,27995,0.001,-341830.0,-402.22,14134,0.001,-172554.5
EUR_JPY,10,1,5,2,2.27,False,-317.36,18831,0.053,-317683.5,-382.22,9600,0.051,-163975.0
EUR_JPY,10,1,5,3,2.27,False,-157.39,9528,0.15,-157551.8,-197.58,4897,0.142,-84762.4
EUR_JPY,10,1,8,1,2.27,False,-310.07,25405,0.001,-310388.0,-361.71,12710,0.001,-155176.0
EUR_JPY,10,1,8,2,2.27,False,-290.59,17155,0.052,-290883.7,-344.81,8643,0.05,-147925.3
EUR_JPY,10,1,8,3,2.27,False,-149.42,9067,0.15,-149576.6,-186.32,4642,0.142,-79934.3
EUR_JPY,10,1,12,1,2.27,False,-265.05,21717,0.001,-265316.6,-306.59,10771,0.001,-131529.9
EUR_JPY,10,1,12,2,2.27,False,-252.45,14783,0.05,-252705.9,-295.66,7371,0.048,-126841.5
EUR_JPY,10,1,12,3,2.27,False,-137.46,8293,0.149,-137601.8,-170.36,4220,0.141,-73087.5
EUR_JPY,10,1,20,1,2.27,False,-213.68,17515,0.001,-213899.9,-246.8,8671,0.001,-105878.8
EUR_JPY,10,1,20,2,2.27,False,-210.12,12118,0.048,-210333.8,-240.19,5961,0.049,-103044.7
EUR_JPY,10,1,20,3,2.27,False,-121.69,7157,0.145,-121816.3,-144.07,3580,0.14,-61806.5
EUR_JPY,10,3,1,1,2.27,False,3.78,5305,0.309,3782.5,3.67,2654,0.307,1572.9
EUR_JPY,10,3,1,2,2.27,False,-49.22,5305,0.194,-49267.5,-58.2,2654,0.193,-24967.1
EUR_JPY,10,3,1,3,2.27,False,-102.21,5305,0.122,-102317.5,-120.06,2654,0.119,-51507.1
EUR_JPY,10,3,2,1,2.27,False,3.79,5304,0.309,3794.8,3.67,2654,0.307,1572.9
EUR_JPY,10,3,2,2,2.27,False,-49.2,5304,0.194,-49245.2,-58.2,2654,0.193,-24967.1
EUR_JPY,10,3,2,3,2.27,False,-102.18,5304,0.122,-102285.2,-120.06,2654,0.119,-51507.1
EUR_JPY,10,3,3,1,2.27,False,2.69,4109,0.307,2694.1,1.99,2059,0.306,851.9
EUR_JPY,10,3,3,2,2.27,False,-38.36,4109,0.194,-38395.9,-46.01,2059,0.193,-19738.1
EUR_JPY,10,3,3,3,2.27,False,-79.41,4109,0.124,-79485.9,-94.0,2059,0.118,-40328.1
EUR_JPY,10,3,5,1,2.27,False,2.76,3465,0.311,2764.2,1.39,1743,0.301,598.3
EUR_JPY,10,3,5,2,2.27,False,-31.85,3465,0.195,-31885.8,-39.23,1743,0.191,-16831.7
EUR_JPY,10,3,5,3,2.27,False,-66.47,3465,0.123,-66535.8,-79.86,1743,0.118,-34261.7
EUR_JPY,10,3,8,1,2.27,False,2.79,3080,0.311,2797.0,0.2,1541,0.29,86.3
EUR_JPY,10,3,8,2,2.27,False,-27.97,3080,0.2,-28003.0,-35.72,1541,0.186,-15323.7
EUR_JPY,10,3,8,3,2.27,False,-58.74,3080,0.125,-58803.0,-71.64,1541,0.116,-30733.7
EUR_JPY,10,3,12,1,2.27,False,2.06,2597,0.31,2062.1,0.06,1273,0.289,23.9
EUR_JPY,10,3,12,2,2.27,False,-23.88,2597,0.199,-23907.9,-29.62,1273,0.181,-12706.1
EUR_JPY,10,3,12,3,2.27,False,-49.83,2597,0.123,-49877.9,-59.29,1273,0.115,-25436.1
EUR_JPY,10,3,20,1,2.27,False,1.85,2077,0.321,1851.0,-0.38,989,0.281,-162.3
EUR_JPY,10,3,20,2,2.27,False,-18.9,2077,0.198,-18919.0,-23.43,989,0.173,-10052.3
EUR_JPY,10,3,20,3,2.27,False,-39.65,2077,0.121,-39689.0,-46.48,989,0.116,-19942.3
GBP_JPY,5,1,1,1,3.44,False,-684.87,82514,0.005,-685942.5,0.0,0,0.0,0.0
GBP_JPY,5,1,1,2,3.44,False,-1020.85,82514,0.017,-1022442.5,0.0,0,0.0,0.0
GBP_JPY,5,1,1,3,3.44,False,-812.54,56388,0.064,-813804.7,-900.24,26126,0.056,-386422.8
GBP_JPY,5,1,2,1,3.44,False,-684.87,82514,0.005,-685942.5,0.0,0,0.0,0.0
GBP_JPY,5,1,2,2,3.44,False,-1020.85,82514,0.017,-1022442.5,0.0,0,0.0,0.0
GBP_JPY,5,1,2,3,3.44,False,-812.54,56388,0.064,-813804.7,-900.24,26126,0.056,-386422.8
GBP_JPY,5,1,3,1,3.44,False,-677.1,81512,0.005,-678154.1,-19.37,1002,0.007,-8313.4
GBP_JPY,5,1,3,2,3.44,False,-888.77,71470,0.016,-890159.5,-329.94,11044,0.01,-141623.0
GBP_JPY,5,1,3,3,3.44,False,-688.07,47844,0.065,-689145.4,-811.66,23769,0.059,-348401.2
GBP_JPY,5,1,5,1,3.44,False,-580.93,69907,0.005,-581840.4,-243.67,12607,0.006,-104592.1
GBP_JPY,5,1,5,2,3.44,False,-767.12,61528,0.016,-768314.0,-622.39,20986,0.011,-267158.5
GBP_JPY,5,1,5,3,3.44,False,-611.1,42349,0.064,-612054.4,-712.7,20866,0.059,-305920.5
GBP_JPY,5,1,8,1,3.44,False,-514.0,61823,0.004,-514799.2,-401.45,20691,0.004,-172318.2
GBP_JPY,5,1,8,2,3.44,False,-682.52,54611,0.015,-683584.1,-780.28,26501,0.012,-334928.4
GBP_JPY,5,1,8,3,3.44,False,-553.01,38204,0.063,-553869.3,-643.05,18758,0.059,-276025.8
GBP_JPY,5,1,12,1,3.44,False,-425.5,51197,0.004,-426164.8,-475.11,24474,0.004,-203937.4
GBP_JPY,5,1,12,2,3.44,False,-569.95,45477,0.015,-570839.4,-653.43,22145,0.011,-280482.2
GBP_JPY,5,1,12,3,3.44,False,-472.83,32459,0.062,-473572.9,-547.47,15882,0.058,-234998.0
GBP_JPY,5,1,20,1,3.44,False,-331.06,39848,0.004,-331582.1,-372.31,19185,0.004,-159810.3
GBP_JPY,5,1,20,2,3.44,False,-448.86,35677,0.014,-449562.6,-514.55,17422,0.011,-220867.9
GBP_JPY,5,1,20,3,3.44,False,-382.06,25929,0.058,-382654.8,-438.36,12634,0.056,-188165.0
GBP_JPY,5,3,1,1,3.44,False,-201.34,37560,0.162,-201653.0,-242.74,19031,0.155,-104195.3
GBP_JPY,5,3,1,2,3.44,False,-388.85,37560,0.089,-389453.0,-464.42,19031,0.085,-199350.3
GBP_JPY,5,3,1,3,3.44,False,-576.35,37560,0.048,-577253.0,-686.1,19031,0.045,-294505.3
GBP_JPY,5,3,2,1,3.44,False,-201.34,37560,0.162,-201653.0,-242.74,19031,0.155,-104195.3
GBP_JPY,5,3,2,2,3.44,False,-388.85,37560,0.089,-389453.0,-464.42,19031,0.085,-199350.3
GBP_JPY,5,3,2,3,3.44,False,-576.35,37560,0.048,-577253.0,-686.1,19031,0.045,-294505.3
GBP_JPY,5,3,3,1,3.44,False,-163.75,29788,0.156,-164010.6,-196.85,15204,0.151,-84494.7
GBP_JPY,5,3,3,2,3.44,False,-312.46,29788,0.085,-312950.6,-373.95,15204,0.082,-160514.7
GBP_JPY,5,3,3,3,3.44,False,-461.17,29788,0.044,-461890.6,-551.05,15204,0.043,-236534.7
GBP_JPY,5,3,5,1,3.44,False,-141.82,25376,0.151,-142036.7,-169.69,12968,0.148,-72839.5
GBP_JPY,5,3,5,2,3.44,False,-268.5,25376,0.083,-268916.7,-320.75,12968,0.079,-137679.5
GBP_JPY,5,3,5,3,3.44,False,-395.18,25376,0.043,-395796.7,-471.81,12968,0.042,-202519.5
GBP_JPY,5,3,8,1,3.44,False,-126.92,22454,0.147,-127115.6,-150.63,11462,0.146,-64656.5
GBP_JPY,5,3,8,2,3.44,False,-239.01,22454,0.081,-239385.6,-284.14,11462,0.079,-121966.5
GBP_JPY,5,3,8,3,3.44,False,-351.11,22454,0.043,-351655.6,-417.66,11462,0.042,-179276.5
GBP_JPY,5,3,12,1,3.44,False,-106.5,18745,0.146,-106666.0,-125.92,9519,0.144,-54049.7
GBP_JPY,5,3,12,2,3.44,False,-200.08,18745,0.081,-200391.0,-236.8,9519,0.078,-101644.7
GBP_JPY,5,3,12,3,3.44,False,-293.66,18745,0.043,-294116.0,-347.68,9519,0.042,-149239.7
GBP_JPY,5,3,20,1,3.44,False,-84.97,14814,0.143,-85102.5,-100.32,7453,0.138,-43059.5
GBP_JPY,5,3,20,2,3.44,False,-158.92,14814,0.08,-159172.5,-187.13,7453,0.076,-80324.5
GBP_JPY,5,3,20,3,3.44,False,-232.88,14814,0.042,-233242.5,-273.95,7453,0.041,-117589.5
GBP_JPY,10,1,1,1,3.44,False,-698.0,52371,0.002,-699095.1,-798.78,25646,0.001,-342870.9
GBP_JPY,10,1,1,2,3.44,False,-706.91,37459,0.041,-708015.4,-823.21,18505,0.039,-353355.1
GBP_JPY,10,1,1,3,3.44,False,-337.5,17185,0.127,-338032.3,-389.84,8449,0.127,-167337.3
GBP_JPY,10,1,2,1,3.44,False,-698.0,52371,0.002,-699095.1,-798.78,25646,0.001,-342870.9
GBP_JPY,10,1,2,2,3.44,False,-706.91,37459,0.041,-708015.4,-823.21,18505,0.039,-353355.1
GBP_JPY,10,1,2,3,3.44,False,-337.5,17185,0.127,-338032.3,-389.84,8449,0.127,-167337.3
GBP_JPY,10,1,3,1,3.44,False,-585.71,43928,0.002,-586628.5,-669.8,21487,0.001,-287507.6
GBP_JPY,10,1,3,2,3.44,False,-598.02,31546,0.04,-598955.8,-690.83,15509,0.037,-296534.3
GBP_JPY,10,1,3,3,3.44,False,-307.94,15881,0.13,-308424.6,-355.32,7822,0.13,-152519.5
GBP_JPY,10,1,5,1,3.44,False,-513.04,38466,0.001,-513841.0,-585.34,18784,0.001,-251255.3
GBP_JPY,10,1,5,2,3.44,False,-529.27,27786,0.039,-530095.7,-608.09,13616,0.038,-261019.6
GBP_JPY,10,1,5,3,3.44,False,-286.52,14860,0.131,-286970.8,-329.16,7288,0.133,-141291.7
GBP_JPY,10,1,8,1,3.44,False,-460.97,34551,0.001,-461687.5,-522.06,16755,0.001,-224092.4
GBP_JPY,10,1,8,2,3.44,False,-479.2,25066,0.039,-479944.8,-544.59,12172,0.036,-233760.0
GBP_JPY,10,1,8,3,3.44,False,-270.38,13968,0.132,-270801.0,-308.62,6823,0.13,-132471.4
GBP_JPY,10,1,12,1,3.44,False,-389.12,29170,0.001,-389728.7,-440.2,14123,0.0,-188954.4
GBP_JPY,10,1,12,2,3.44,False,-411.26,21355,0.037,-411903.4,-460.68,10279,0.036,-197745.2
GBP_JPY,10,1,12,3,3.44,False,-240.53,12428,0.132,-240901.0,-272.17,6034,0.131,-116826.0
GBP_JPY,10,1,20,1,3.44,False,-308.05,23101,0.001,-308532.2,-350.23,11234,0.0,-150331.9
GBP_JPY,10,1,20,2,3.44,False,-331.34,17081,0.036,-331854.4,-371.97,8236,0.035,-159664.2
GBP_JPY,10,1,20,3,3.44,False,-204.38,10389,0.13,-204703.8,-228.19,5003,0.124,-97947.9
GBP_JPY,10,3,1,1,3.44,False,-15.58,8969,0.286,-15606.9,-13.38,4281,0.293,-5743.1
GBP_JPY,10,3,1,2,3.44,False,-105.13,8969,0.177,-105296.9,-113.11,4281,0.179,-48553.1
GBP_JPY,10,3,1,3,3.44,False,-194.68,8969,0.108,-194986.9,-212.85,4281,0.108,-91363.1
GBP_JPY,10,3,2,1,3.44,False,-15.65,8968,0.286,-15673.4,-13.38,4281,0.293,-5743.1
GBP_JPY,10,3,2,2,3.44,False,-105.19,8968,0.177,-105353.4,-113.11,4281,0.179,-48553.1
GBP_JPY,10,3,2,3,3.44,False,-194.73,8968,0.108,-195033.4,-212.85,4281,0.108,-91363.1
