pair,b,rev,N,trail,sp_cost,wf,is_pd,is_n,is_wr,is_net,oos_pd,oos_n,oos_wr,oos_net
GBP_JPY,10,3,3,1,3.44,False,-14.91,7026,0.276,-14930.0,-11.81,3336,0.294,-5070.9
GBP_JPY,10,3,3,2,3.44,False,-85.06,7026,0.168,-85190.0,-89.53,3336,0.178,-38430.9
GBP_JPY,10,3,3,3,3.44,False,-155.21,7026,0.102,-155450.0,-167.25,3336,0.106,-71790.9
GBP_JPY,10,3,5,1,3.44,False,-13.1,5986,0.273,-13120.9,-10.19,2811,0.293,-4374.1
GBP_JPY,10,3,5,2,3.44,False,-72.87,5986,0.168,-72980.9,-75.68,2811,0.177,-32484.1
GBP_JPY,10,3,5,3,3.44,False,-132.63,5986,0.101,-132840.9,-141.16,2811,0.108,-60594.1
GBP_JPY,10,3,8,1,3.44,False,-11.28,5275,0.277,-11293.9,-9.81,2499,0.292,-4210.3
GBP_JPY,10,3,8,2,3.44,False,-63.94,5275,0.167,-64043.9,-68.03,2499,0.179,-29200.3
GBP_JPY,10,3,8,3,3.44,False,-116.61,5275,0.101,-116793.9,-126.25,2499,0.11,-54190.3
GBP_JPY,10,3,12,1,3.44,False,-9.33,4405,0.276,-9339.8,-8.07,2082,0.297,-3465.2
GBP_JPY,10,3,12,2,3.44,False,-53.31,4405,0.165,-53389.8,-56.58,2082,0.176,-24285.2
GBP_JPY,10,3,12,3,3.44,False,-97.29,4405,0.103,-97439.8,-105.08,2082,0.11,-45105.2
GBP_JPY,10,3,20,1,3.44,False,-6.66,3488,0.28,-6674.0,-7.67,1642,0.283,-3291.0
GBP_JPY,10,3,20,2,3.44,False,-41.49,3488,0.171,-41554.0,-45.92,1642,0.175,-19711.0
GBP_JPY,10,3,20,3,3.44,False,-76.31,3488,0.104,-76434.0,-84.17,1642,0.107,-36131.0
AUD_JPY,5,1,1,1,2.08,False,-486.76,69374,0.002,-487598.3,-215.16,13154,0.002,-92372.0
AUD_JPY,5,1,1,2,2.08,False,-534.51,52487,0.033,-535429.7,-602.28,25034,0.03,-258568.5
AUD_JPY,5,1,1,3,2.08,False,-275.88,25673,0.113,-276357.9,-316.65,12444,0.112,-135944.9
AUD_JPY,5,1,2,1,2.08,False,-486.75,69373,0.002,-487591.2,-215.18,13155,0.002,-92379.1
AUD_JPY,5,1,2,2,2.08,False,-534.49,52486,0.033,-535417.6,-602.28,25034,0.03,-258568.5
AUD_JPY,5,1,2,3,2.08,False,-275.9,25674,0.113,-276380.0,-316.65,12444,0.112,-135944.9
AUD_JPY,5,1,3,1,2.08,False,-402.95,57377,0.001,-403643.4,-412.25,25151,0.001,-176986.9
AUD_JPY,5,1,3,2,2.08,False,-444.15,43511,0.033,-444920.1,-497.53,20637,0.03,-213595.5
AUD_JPY,5,1,3,3,2.08,False,-248.32,23302,0.115,-248745.0,-280.57,11169,0.115,-120452.2
AUD_JPY,5,1,5,1,2.08,False,-349.22,49714,0.001,-349820.5,-379.19,23138,0.001,-162793.8
AUD_JPY,5,1,5,2,2.08,False,-387.78,37857,0.033,-388451.9,-432.78,17915,0.03,-185797.3
AUD_JPY,5,1,5,3,2.08,False,-227.2,21395,0.116,-227597.5,-255.53,10218,0.116,-109703.6
AUD_JPY,5,1,8,1,2.08,False,-310.45,44193,0.001,-310984.0,-338.1,20630,0.001,-145150.9
AUD_JPY,5,1,8,2,2.08,False,-347.14,33788,0.032,-347736.3,-388.7,16041,0.03,-166873.5
AUD_JPY,5,1,8,3,2.08,False,-210.58,19808,0.116,-210945.7,-235.26,9410,0.117,-101002.6
AUD_JPY,5,1,12,1,2.08,False,-261.11,37170,0.001,-261562.5,-284.89,17384,0.001,-122307.6
AUD_JPY,5,1,12,2,2.08,False,-295.44,28623,0.032,-295955.4,-329.94,13573,0.029,-141648.8
AUD_JPY,5,1,12,3,2.08,False,-186.0,17397,0.114,-186324.6,-206.75,8238,0.118,-88759.2
AUD_JPY,5,1,20,1,2.08,False,-205.82,29290,0.001,-206173.1,-226.71,13834,0.001,-97331.8
AUD_JPY,5,1,20,2,2.08,False,-236.97,22787,0.031,-237383.6,-266.31,10890,0.028,-114331.8
AUD_JPY,5,1,20,3,2.08,False,-154.62,14254,0.11,-154885.6,-173.18,6786,0.116,-74348.3
AUD_JPY,5,3,1,1,2.08,False,-25.28,13888,0.265,-25319.1,-31.81,6951,0.255,-13656.6
AUD_JPY,5,3,1,2,2.08,False,-94.6,13888,0.156,-94759.1,-112.76,6951,0.153,-48411.6
AUD_JPY,5,3,1,3,2.08,False,-163.92,13888,0.091,-164199.1,-193.72,6951,0.092,-83166.6
AUD_JPY,5,3,2,1,2.08,False,-25.27,13887,0.265,-25312.0,-31.81,6951,0.255,-13656.6
AUD_JPY,5,3,2,2,2.08,False,-94.58,13887,0.156,-94747.0,-112.76,6951,0.153,-48411.6
AUD_JPY,5,3,2,3,2.08,False,-163.9,13887,0.091,-164182.0,-193.72,6951,0.092,-83166.6
AUD_JPY,5,3,3,1,2.08,False,-21.5,10927,0.257,-21538.7,-26.77,5468,0.243,-11491.2
AUD_JPY,5,3,3,2,2.08,False,-76.04,10927,0.151,-76173.7,-90.45,5468,0.15,-38831.2
AUD_JPY,5,3,3,3,2.08,False,-130.58,10927,0.088,-130808.7,-154.13,5468,0.092,-66171.2
AUD_JPY,5,3,5,1,2.08,False,-18.72,9266,0.257,-18748.0,-23.82,4624,0.239,-10225.3
AUD_JPY,5,3,5,2,2.08,False,-64.97,9266,0.149,-65078.0,-77.67,4624,0.147,-33345.3
AUD_JPY,5,3,5,3,2.08,False,-111.22,9266,0.088,-111408.0,-131.52,4624,0.09,-56465.3
AUD_JPY,5,3,8,1,2.08,False,-16.45,8183,0.257,-16474.8,-21.18,4060,0.239,-9091.9
AUD_JPY,5,3,8,2,2.08,False,-57.29,8183,0.151,-57389.8,-68.46,4060,0.149,-29391.9
AUD_JPY,5,3,8,3,2.08,False,-98.14,8183,0.091,-98304.8,-115.75,4060,0.091,-49691.9
AUD_JPY,5,3,12,1,2.08,False,-13.65,6841,0.259,-13677.8,-17.91,3379,0.239,-7690.0
AUD_JPY,5,3,12,2,2.08,False,-47.8,6841,0.153,-47882.8,-57.27,3379,0.147,-24585.0
AUD_JPY,5,3,12,3,2.08,False,-81.95,6841,0.092,-82087.8,-96.62,3379,0.09,-41480.0
AUD_JPY,5,3,20,1,2.08,False,-11.45,5468,0.252,-11466.2,-13.66,2656,0.246,-5865.8
AUD_JPY,5,3,20,2,2.08,False,-38.74,5468,0.151,-38806.2,-44.6,2656,0.153,-19145.8
AUD_JPY,5,3,20,3,2.08,False,-66.03,5468,0.09,-66146.2,-75.53,2656,0.091,-32425.8
AUD_JPY,10,1,1,1,2.08,False,-329.79,27412,0.0,-330360.9,-366.69,13062,0.0,-157425.6
AUD_JPY,10,1,1,2,2.08,False,-253.11,16673,0.075,-253548.3,-285.96,8011,0.076,-122767.0
AUD_JPY,10,1,1,3,2.08,False,-99.35,6621,0.172,-99525.1,-115.95,3296,0.175,-49777.4
AUD_JPY,10,1,2,1,2.08,False,-329.79,27412,0.0,-330360.9,-366.69,13062,0.0,-157425.6
AUD_JPY,10,1,2,2,2.08,False,-253.11,16673,0.075,-253548.3,-285.96,8011,0.076,-122767.0
AUD_JPY,10,1,2,3,2.08,False,-99.35,6621,0.172,-99525.1,-115.95,3296,0.175,-49777.4
AUD_JPY,10,1,3,1,2.08,False,-289.28,24037,0.0,-289779.2,-321.5,11446,0.0,-138023.5
AUD_JPY,10,1,3,2,2.08,False,-222.91,14637,0.074,-223292.4,-248.93,6993,0.076,-106869.0
AUD_JPY,10,1,3,3,2.08,False,-94.31,6392,0.174,-94468.6,-110.05,3161,0.177,-47246.5
AUD_JPY,10,1,5,1,2.08,False,-260.46,21641,0.0,-260914.3,-289.09,10291,0.0,-124110.5
AUD_JPY,10,1,5,2,2.08,False,-201.71,13215,0.074,-202053.9,-223.83,6289,0.075,-96094.3
AUD_JPY,10,1,5,3,2.08,False,-91.03,6214,0.174,-91188.3,-106.1,3058,0.175,-45552.2
AUD_JPY,10,1,8,1,2.08,False,-236.69,19669,0.0,-237101.5,-264.64,9422,0.0,-113612.6
AUD_JPY,10,1,8,2,2.08,False,-183.43,12015,0.074,-183747.3,-205.37,5768,0.075,-88170.4
AUD_JPY,10,1,8,3,2.08,False,-88.37,6032,0.174,-88519.6,-101.53,2950,0.176,-43587.5
AUD_JPY,10,1,12,1,2.08,False,-204.77,17008,0.0,-205125.3,-229.15,8160,0.0,-98377.0
AUD_JPY,10,1,12,2,2.08,False,-160.74,10452,0.072,-161015.5,-178.62,5006,0.074,-76685.0
AUD_JPY,10,1,12,3,2.08,False,-83.19,5655,0.171,-83335.3,-94.42,2752,0.176,-40535.6
AUD_JPY,10,1,20,1,2.08,False,-167.96,13950,0.0,-168253.1,-186.63,6648,0.0,-80121.2
AUD_JPY,10,1,20,2,2.08,False,-132.87,8600,0.071,-133102.4,-149.49,4129,0.073,-64180.4
AUD_JPY,10,1,20,3,2.08,False,-73.59,5004,0.174,-73720.9,-86.07,2461,0.171,-36950.1
AUD_JPY,10,3,1,1,2.08,True,11.91,3020,0.365,11926.9,10.15,1554,0.362,4356.9
AUD_JPY,10,3,1,2,2.08,False,-18.24,3020,0.242,-18273.1,-26.05,1554,0.233,-11183.1
AUD_JPY,10,3,1,3,2.08,False,-48.39,3020,0.15,-48473.1,-62.25,1554,0.146,-26723.1
AUD_JPY,10,3,2,1,2.08,True,11.89,3019,0.365,11908.9,10.15,1554,0.362,4356.9
AUD_JPY,10,3,2,2,2.08,False,-18.25,3019,0.242,-18281.1,-26.05,1554,0.233,-11183.1
AUD_JPY,10,3,2,3,2.08,False,-48.39,3019,0.15,-48471.1,-62.25,1554,0.146,-26723.1
AUD_JPY,10,3,3,1,2.08,True,9.39,2337,0.368,9407.8,7.23,1218,0.358,3105.9
AUD_JPY,10,3,3,2,2.08,False,-13.94,2337,0.241,-13962.2,-21.14,1218,0.231,-9074.1
AUD_JPY,10,3,3,3,2.08,False,-37.27,2337,0.153,-37332.2,-49.51,1218,0.143,-21254.1
AUD_JPY,10,3,5,1,2.08,True,8.29,1986,0.366,8308.1,4.58,1030,0.347,1967.1
AUD_JPY,10,3,5,2,2.08,False,-11.53,1986,0.242,-11551.9,-19.41,1030,0.217,-8332.9
AUD_JPY,10,3,5,3,2.08,False,-31.36,1986,0.159,-31411.9,-43.4,1030,0.141,-18632.9
AUD_JPY,10,3,8,1,2.08,True,7.7,1751,0.368,7717.0,4.44,901,0.357,1905.5
AUD_JPY,10,3,8,2,2.08,False,-9.78,1751,0.248,-9793.0,-16.55,901,0.22,-7104.5
AUD_JPY,10,3,8,3,2.08,False,-27.26,1751,0.163,-27303.0,-37.54,901,0.143,-16114.5
AUD_JPY,10,3,12,1,2.08,True,6.36,1449,0.368,6375.3,3.36,748,0.345,1443.8
AUD_JPY,10,3,12,2,2.08,False,-8.1,1449,0.246,-8114.7,-14.06,748,0.218,-6036.2
AUD_JPY,10,3,12,3,2.08,False,-22.57,1449,0.155,-22604.7,-31.48,748,0.138,-13516.2
AUD_JPY,10,3,20,1,2.08,True,5.48,1109,0.379,5492.7,3.01,571,0.349,1292.0
AUD_JPY,10,3,20,2,2.08,False,-5.59,1109,0.261,-5597.3,-10.29,571,0.226,-4418.0
AUD_JPY,10,3,20,3,2.08,False,-16.66,1109,0.163,-16687.3,-23.59,571,0.149,-10128.0
NZD_JPY,5,1,1,1,2.69,False,-488.3,63969,0.002,-488785.1,-329.69,18498,0.001,-141436.6
NZD_JPY,5,1,1,2,2.69,False,-490.9,46565,0.039,-491391.2,-475.67,19476,0.041,-204061.7
NZD_JPY,5,1,1,3,2.69,False,-242.7,21965,0.121,-242943.2,-220.17,8867,0.137,-94451.5
NZD_JPY,5,1,2,1,2.69,False,-488.29,63968,0.002,-488777.4,-329.71,18499,0.001,-141444.3
NZD_JPY,5,1,2,2,2.69,False,-490.91,46565,0.039,-491396.2,-475.67,19476,0.041,-204061.7
NZD_JPY,5,1,2,3,2.69,False,-242.71,21965,0.121,-242948.2,-220.17,8867,0.137,-94451.5
NZD_JPY,5,1,3,1,2.69,False,-408.38,53472,0.002,-408786.6,-404.77,22696,0.001,-173647.8
NZD_JPY,5,1,3,2,2.69,False,-411.15,38969,0.039,-411564.3,-398.06,16307,0.042,-170768.1
NZD_JPY,5,1,3,3,2.69,False,-222.47,20290,0.124,-222690.0,-200.45,8191,0.139,-85995.1
NZD_JPY,5,1,5,1,2.69,False,-354.74,46444,0.002,-355095.1,-352.62,19774,0.001,-151274.7
NZD_JPY,5,1,5,2,2.69,False,-359.48,33979,0.039,-359834.1,-349.16,14262,0.041,-149788.0
NZD_JPY,5,1,5,3,2.69,False,-204.87,18794,0.125,-205079.1,-187.09,7664,0.139,-80260.1
NZD_JPY,5,1,8,1,2.69,False,-315.51,41299,0.002,-315827.3,-314.66,17653,0.001,-134989.8
NZD_JPY,5,1,8,2,2.69,False,-323.0,30401,0.037,-323323.4,-313.89,12787,0.04,-134658.7
NZD_JPY,5,1,8,3,2.69,False,-190.35,17482,0.126,-190539.0,-174.18,7155,0.14,-74723.7
NZD_JPY,5,1,12,1,2.69,False,-264.52,34617,0.002,-264783.1,-266.16,14926,0.001,-114182.1
NZD_JPY,5,1,12,2,2.69,False,-274.92,25712,0.036,-275189.2,-268.15,10878,0.04,-115035.0
NZD_JPY,5,1,12,3,2.69,False,-170.04,15496,0.123,-170212.9,-154.01,6330,0.141,-66070.7
NZD_JPY,5,1,20,1,2.69,False,-208.86,27344,0.002,-209071.5,-212.88,11940,0.001,-91326.5
NZD_JPY,5,1,20,2,2.69,False,-221.25,20546,0.036,-221469.8,-216.4,8749,0.04,-92833.6
NZD_JPY,5,1,20,3,2.69,False,-141.2,12735,0.12,-141338.6,-127.92,5242,0.143,-54879.2
NZD_JPY,5,3,1,1,2.69,False,-21.69,11178,0.285,-21708.3,-18.3,4621,0.289,-7851.0
NZD_JPY,5,3,1,2,2.69,False,-77.52,11178,0.173,-77598.3,-72.16,4621,0.185,-30956.0
NZD_JPY,5,3,1,3,2.69,False,-133.36,11178,0.102,-133488.3,-126.02,4621,0.109,-54061.0
NZD_JPY,5,3,2,1,2.69,False,-21.68,11177,0.285,-21700.7,-18.3,4621,0.289,-7851.0
NZD_JPY,5,3,2,2,2.69,False,-77.51,11177,0.173,-77585.7,-72.16,4621,0.185,-30956.0
NZD_JPY,5,3,2,3,2.69,False,-133.34,11177,0.102,-133470.7,-126.02,4621,0.109,-54061.0
NZD_JPY,5,3,3,1,2.69,False,-17.52,8687,0.283,-17536.5,-14.69,3584,0.29,-6301.8
NZD_JPY,5,3,3,2,2.69,False,-60.91,8687,0.171,-60971.5,-56.46,3584,0.184,-24221.8
NZD_JPY,5,3,3,3,2.69,False,-104.3,8687,0.101,-104406.5,-98.23,3584,0.105,-42141.8
NZD_JPY,5,3,5,1,2.69,False,-14.95,7353,0.281,-14962.2,-13.11,3034,0.282,-5624.9
NZD_JPY,5,3,5,2,2.69,False,-51.68,7353,0.168,-51727.2,-48.47,3034,0.179,-20794.9
NZD_JPY,5,3,5,3,2.69,False,-88.4,7353,0.103,-88492.2,-83.83,3034,0.107,-35964.9
NZD_JPY,5,3,8,1,2.69,False,-13.48,6508,0.276,-13495.4,-11.7,2683,0.281,-5019.2
NZD_JPY,5,3,8,2,2.69,False,-45.99,6508,0.167,-46035.4,-42.97,2683,0.177,-18434.2
NZD_JPY,5,3,8,3,2.69,False,-78.5,6508,0.105,-78575.4,-74.24,2683,0.108,-31849.2
NZD_JPY,5,3,12,1,2.69,False,-11.35,5471,0.277,-11361.2,-10.15,2219,0.276,-4353.9
NZD_JPY,5,3,12,2,2.69,False,-38.68,5471,0.167,-38716.2,-36.01,2219,0.172,-15448.9
NZD_JPY,5,3,12,3,2.69,False,-66.01,5471,0.104,-66071.2,-61.87,2219,0.108,-26543.9
NZD_JPY,5,3,20,1,2.69,False,-8.65,4322,0.278,-8660.3,-8.51,1737,0.275,-3650.2
NZD_JPY,5,3,20,2,2.69,False,-30.24,4322,0.173,-30270.3,-28.75,1737,0.169,-12335.2
NZD_JPY,5,3,20,3,2.69,False,-51.83,4322,0.109,-51880.3,-49.0,1737,0.098,-21020.2
NZD_JPY,10,1,1,1,2.69,False,-301.2,23819,0.0,-301498.6,-292.47,9917,0.0,-125470.7
NZD_JPY,10,1,1,2,2.69,False,-221.91,14251,0.079,-222128.3,-204.23,5787,0.085,-87612.7
NZD_JPY,10,1,1,3,2.69,False,-85.61,5482,0.169,-85690.9,-80.07,2298,0.179,-34351.8
NZD_JPY,10,1,2,1,2.69,False,-301.19,23818,0.0,-301486.0,-292.47,9917,0.0,-125470.7
NZD_JPY,10,1,2,2,2.69,False,-221.88,14250,0.079,-222105.6,-204.23,5787,0.085,-87612.7
NZD_JPY,10,1,2,3,2.69,False,-85.56,5481,0.169,-85648.2,-80.07,2298,0.179,-34351.8
NZD_JPY,10,1,3,1,2.69,False,-266.45,21069,0.0,-266719.0,-260.06,8816,0.0,-111564.1
NZD_JPY,10,1,3,2,2.69,False,-196.81,12622,0.078,-197009.1,-180.9,5135,0.084,-77605.9
NZD_JPY,10,1,3,3,2.69,False,-81.77,5322,0.171,-81849.8,-76.67,2239,0.181,-32892.8
NZD_JPY,10,1,5,1,2.69,False,-241.44,19087,0.0,-241678.6,-237.39,8042,0.0,-101838.6
NZD_JPY,10,1,5,2,2.69,False,-178.68,11446,0.078,-178860.5,-163.8,4666,0.085,-70272.2
NZD_JPY,10,1,5,3,2.69,False,-79.67,5203,0.173,-79749.1,-74.58,2188,0.182,-31995.4
NZD_JPY,10,1,8,1,2.69,False,-220.99,17471,0.001,-221214.4,-218.8,7413,0.0,-93863.8
NZD_JPY,10,1,8,2,2.69,False,-163.72,10485,0.078,-163881.1,-150.86,4298,0.087,-64720.7
NZD_JPY,10,1,8,3,2.69,False,-77.64,5079,0.173,-77715.0,-72.42,2129,0.185,-31066.4
NZD_JPY,10,1,12,1,2.69,False,-190.97,15099,0.001,-191163.2,-192.48,6522,0.0,-82573.1
NZD_JPY,10,1,12,2,2.69,False,-142.4,9082,0.076,-142540.8,-134.21,3802,0.085,-57574.2
NZD_JPY,10,1,12,3,2.69,False,-73.62,4815,0.172,-73693.7,-69.89,2042,0.185,-29982.0
NZD_JPY,10,1,20,1,2.69,False,-156.09,12342,0.001,-156244.7,-157.1,5325,0.0,-67397.8
NZD_JPY,10,1,20,2,2.69,False,-117.39,7452,0.075,-117508.9,-111.81,3135,0.082,-47967.0
NZD_JPY,10,1,20,3,2.69,False,-65.26,4301,0.173,-65328.7,-63.61,1844,0.182,-27288.5
NZD_JPY,10,3,1,1,2.69,True,10.47,2378,0.386,10482.6,8.78,1018,0.391,3767.1
NZD_JPY,10,3,1,2,2.69,False,-13.28,2378,0.252,-13297.4,-14.95,1018,0.249,-6412.9
NZD_JPY,10,3,1,3,2.69,False,-37.04,2378,0.169,-37077.4,-38.68,1018,0.164,-16592.9
NZD_JPY,10,3,2,1,2.69,True,10.45,2377,0.386,10465.3,8.78,1018,0.391,3767.1
NZD_JPY,10,3,2,2,2.69,False,-13.29,2377,0.252,-13304.7,-14.95,1018,0.249,-6412.9
NZD_JPY,10,3,2,3,2.69,False,-37.04,2377,0.169,-37074.7,-38.68,1018,0.164,-16592.9
NZD_JPY,10,3,3,1,2.69,True,7.72,1863,0.377,7730.3,5.61,785,0.383,2404.9
NZD_JPY,10,3,3,2,2.69,False,-10.89,1863,0.25,-10899.7,-12.69,785,0.243,-5445.1
NZD_JPY,10,3,3,3,2.69,False,-29.5,1863,0.169,-29529.7,-30.99,785,0.155,-13295.1
NZD_JPY,10,3,5,1,2.69,True,6.57,1543,0.378,6572.5,4.65,652,0.396,1993.2
NZD_JPY,10,3,5,2,2.69,False,-8.85,1543,0.252,-8857.5,-10.55,652,0.239,-4526.8
NZD_JPY,10,3,5,3,2.69,False,-24.26,1543,0.169,-24287.5,-25.75,652,0.153,-11046.8
NZD_JPY,10,3,8,1,2.69,True,5.76,1363,0.373,5767.5,3.9,581,0.382,1674.5
NZD_JPY,10,3,8,2,2.69,False,-7.85,1363,0.251,-7862.5,-9.64,581,0.229,-4135.5
NZD_JPY,10,3,8,3,2.69,False,-21.47,1363,0.172,-21492.5,-23.18,581,0.153,-9945.5
NZD_JPY,10,3,12,1,2.69,True,4.4,1140,0.358,4408.3,3.28,480,0.381,1406.7
NZD_JPY,10,3,12,2,2.69,False,-6.98,1140,0.24,-6991.7,-7.91,480,0.233,-3393.3
NZD_JPY,10,3,12,3,2.69,False,-18.37,1140,0.168,-18391.7,-19.1,480,0.152,-8193.3
NZD_JPY,10,3,20,1,2.69,True,3.0,892,0.359,3006.6,1.96,348,0.359,842.3
NZD_JPY,10,3,20,2,2.69,False,-5.91,892,0.229,-5913.4,-6.15,348,0.227,-2637.7
NZD_JPY,10,3,20,3,2.69,False,-14.82,892,0.159,-14833.4,-14.26,348,0.144,-6117.7
CHF_JPY,5,1,1,1,3.17,False,-649.34,80307,0.003,-648173.4,-36.31,1930,0.002,-15534.1
CHF_JPY,5,1,1,2,3.17,False,-773.9,65653,0.023,-772503.6,-471.66,16584,0.014,-201778.9
CHF_JPY,5,1,1,3,3.17,False,-489.97,36961,0.083,-489083.9,-640.22,20536,0.079,-273888.3
CHF_JPY,5,1,2,1,3.17,False,-649.33,80306,0.003,-648165.2,-36.33,1931,0.002,-15542.3
CHF_JPY,5,1,2,2,3.17,False,-773.9,65653,0.023,-772508.6,-471.66,16584,0.014,-201778.9
CHF_JPY,5,1,2,3,3.17,False,-489.97,36961,0.083,-489088.9,-640.22,20536,0.079,-273888.3
CHF_JPY,5,1,3,1,3.17,False,-528.61,65322,0.003,-527655.9,-319.09,16915,0.003,-136506.6
CHF_JPY,5,1,3,2,3.17,False,-632.16,53527,0.022,-631025.8,-803.59,28710,0.018,-343776.7
CHF_JPY,5,1,3,3,3.17,False,-423.33,32199,0.084,-422570.6,-548.82,17755,0.082,-234785.5
CHF_JPY,5,1,5,1,3.17,False,-455.49,56276,0.003,-454672.3,-489.35,25961,0.003,-209345.2
CHF_JPY,5,1,5,2,3.17,False,-547.37,46253,0.022,-546381.1,-694.22,24766,0.017,-296987.6
CHF_JPY,5,1,5,3,3.17,False,-379.26,28900,0.084,-378573.1,-486.95,15783,0.083,-208318.4
CHF_JPY,5,1,8,1,3.17,False,-403.06,49807,0.003,-402335.7,-488.53,25899,0.003,-208994.0
CHF_JPY,5,1,8,2,3.17,False,-486.95,41067,0.022,-486070.7,-618.97,22023,0.017,-264795.1
CHF_JPY,5,1,8,3,3.17,False,-346.09,26323,0.084,-345466.1,-440.38,14261,0.083,-188395.8
CHF_JPY,5,1,12,1,3.17,False,-336.36,41557,0.003,-335751.7,-406.55,21561,0.003,-173922.7
CHF_JPY,5,1,12,2,3.17,False,-411.96,34553,0.021,-411221.7,-518.58,18414,0.018,-221851.4
CHF_JPY,5,1,12,3,3.17,False,-301.26,22747,0.083,-300721.8,-375.19,12108,0.083,-160505.8
CHF_JPY,5,1,20,1,3.17,False,-262.9,32493,0.003,-262426.2,-319.34,16933,0.003,-136613.6
CHF_JPY,5,1,20,2,3.17,False,-327.62,27313,0.02,-327034.7,-411.1,14546,0.017,-175867.9
CHF_JPY,5,1,20,3,3.17,False,-248.47,18457,0.08,-248027.5,-301.91,9668,0.08,-129157.4
CHF_JPY,5,3,1,1,3.17,False,-93.48,21903,0.203,-93310.3,-118.84,12326,0.205,-50840.9
CHF_JPY,5,3,1,2,3.17,False,-203.19,21903,0.116,-202825.3,-262.9,12326,0.117,-112470.9
CHF_JPY,5,3,1,3,3.17,False,-312.9,21903,0.063,-312340.3,-406.97,12326,0.064,-174100.9
CHF_JPY,5,3,2,1,3.17,False,-93.48,21902,0.203,-93307.1,-118.84,12326,0.205,-50840.9
CHF_JPY,5,3,2,2,3.17,False,-203.18,21902,0.116,-202817.1,-262.9,12326,0.117,-112470.9
CHF_JPY,5,3,2,3,3.17,False,-312.89,21902,0.063,-312327.1,-406.97,12326,0.064,-174100.9
CHF_JPY,5,3,3,1,3.17,False,-76.87,17278,0.194,-76730.6,-94.08,9682,0.203,-40246.8
CHF_JPY,5,3,3,2,3.17,False,-163.41,17278,0.11,-163120.6,-207.24,9682,0.116,-88656.8
CHF_JPY,5,3,3,3,3.17,False,-249.96,17278,0.06,-249510.6,-320.4,9682,0.065,-137066.8
CHF_JPY,5,3,5,1,3.17,False,-66.61,14653,0.188,-66491.6,-81.05,8194,0.198,-34671.7
CHF_JPY,5,3,5,2,3.17,False,-140.01,14653,0.108,-139756.6,-176.81,8194,0.114,-75641.7
CHF_JPY,5,3,5,3,3.17,False,-213.41,14653,0.058,-213021.6,-272.58,8194,0.064,-116611.7
CHF_JPY,5,3,8,1,3.17,False,-59.05,12920,0.187,-58941.1,-71.79,7207,0.196,-30712.6
CHF_JPY,5,3,8,2,3.17,False,-123.76,12920,0.108,-123541.1,-156.02,7207,0.114,-66747.6
CHF_JPY,5,3,8,3,3.17,False,-188.48,12920,0.057,-188141.1,-240.26,7207,0.063,-102782.6
CHF_JPY,5,3,12,1,3.17,False,-50.37,10800,0.182,-50280.6,-59.81,5964,0.194,-25588.0
CHF_JPY,5,3,12,2,3.17,False,-104.47,10800,0.105,-104280.6,-129.52,5964,0.115,-55408.0
CHF_JPY,5,3,12,3,3.17,False,-158.57,10800,0.055,-158280.6,-199.22,5964,0.064,-85228.0
CHF_JPY,5,3,20,1,3.17,False,-39.79,8459,0.181,-39715.6,-47.18,4679,0.197,-20185.6
CHF_JPY,5,3,20,2,3.17,False,-82.16,8459,0.105,-82010.6,-101.87,4679,0.113,-43580.6
CHF_JPY,5,3,20,3,3.17,False,-124.53,8459,0.055,-124305.6,-156.56,4679,0.062,-66975.6
CHF_JPY,10,1,1,1,3.17,False,-470.95,35881,0.001,-470105.3,-602.86,19684,0.001,-257906.4
CHF_JPY,10,1,1,2,3.17,False,-426.1,23951,0.052,-425332.9,-546.05,13155,0.053,-233600.0
CHF_JPY,10,1,1,3,3.17,False,-187.54,10107,0.136,-187202.0,-238.32,5587,0.138,-101954.7
CHF_JPY,10,1,2,1,3.17,False,-470.94,35880,0.001,-470092.1,-602.86,19684,0.001,-257906.4
CHF_JPY,10,1,2,2,3.17,False,-426.11,23951,0.052,-425342.9,-546.05,13155,0.053,-233600.0
CHF_JPY,10,1,2,3,3.17,False,-187.55,10107,0.136,-187212.0,-238.32,5587,0.138,-101954.7
CHF_JPY,10,1,3,1,3.17,False,-402.78,30678,0.001,-402056.1,-514.46,16796,0.001,-220084.9
CHF_JPY,10,1,3,2,3.17,False,-365.28,20500,0.052,-364619.3,-465.12,11215,0.052,-198979.2
CHF_JPY,10,1,3,3,3.17,False,-176.43,9601,0.138,-176110.4,-220.43,5270,0.141,-94301.3
CHF_JPY,10,1,5,1,3.17,False,-355.83,27102,0.001,-355186.8,-452.9,14785,0.001,-193749.4
CHF_JPY,10,1,5,2,3.17,False,-324.23,18156,0.051,-323649.8,-411.03,9892,0.053,-175841.5
CHF_JPY,10,1,5,3,3.17,False,-167.75,9165,0.139,-167450.3,-206.39,4996,0.143,-88294.0
CHF_JPY,10,1,8,1,3.17,False,-320.95,24444,0.001,-320373.4,-406.72,13283,0.001,-173995.1
CHF_JPY,10,1,8,2,3.17,False,-295.37,16458,0.05,-294835.0,-372.3,8928,0.053,-159270.1
CHF_JPY,10,1,8,3,3.17,False,-159.24,8731,0.14,-158956.5,-195.83,4757,0.145,-83777.5
CHF_JPY,10,1,12,1,3.17,False,-273.08,20799,0.001,-272585.8,-344.17,11239,0.001,-147235.2
