combo,bits,pips,trades,wr,ppt,sharpe,maxdd
BASELINE,000,-141.78695678710938,9678,0.48346765860715024,-0.014650439841610805,-0.20802618723791128,850.9071350097656
BB_squeeze,100,-141.13616943359375,9678,0.48346765860715024,-0.01458319584972037,-0.20715084406982448,850.9071350097656
ER_ranging,010,372.6646423339844,4769,0.4810232753197735,0.0781431416091391,0.8057218790366186,239.20822143554688
BB_squeeze+ER_ranging,110,372.6646423339844,4769,0.4810232753197735,0.0781431416091391,0.8057218790366186,239.20822143554688
RangePos,001,85.72006225585938,5795,0.4786885245901639,0.014792072865549503,0.14163942032720947,910.3256225585938
BB_squeeze+RangePos,101,85.72006225585938,5795,0.4786885245901639,0.014792072865549503,0.14163942032720947,910.3256225585938
ER_ranging+RangePos,011,582.6950073242188,1325,0.49660377358490565,0.439769816848467,1.9700380474594963,120.85189819335938
BB_squeeze+ER_ranging+RangePos,111,582.6950073242188,1325,0.49660377358490565,0.439769816848467,1.9700380474594963,120.85189819335938
