combo,bits,pips,trades,wr,ppt,sharpe,maxdd
BASELINE,000,-469.08721923828125,9938,0.48148520829140673,-0.04720137042043482,-0.7361969975403758,961.0321044921875
BB_squeeze,100,-465.3861999511719,9936,0.48148148148148145,-0.04683838566336271,-0.7318345729648463,961.0321044921875
ER_ranging,010,280.0018310546875,4332,0.479455216989843,0.06463569507264254,0.6130366496495487,302.4101257324219
BB_squeeze+ER_ranging,110,280.0018310546875,4332,0.479455216989843,0.06463569507264254,0.6130366496495487,302.4101257324219
RangePos,001,26.15966796875,5928,0.483974358974359,0.004412899454917341,0.04649849757827613,475.6080627441406
BB_squeeze+RangePos,101,26.15966796875,5928,0.483974358974359,0.004412899454917341,0.04649849757827613,475.6080627441406
ER_ranging+RangePos,011,286.78741455078125,1217,0.485620377978636,0.2356511212413979,0.9782428060927331,175.86517333984375
BB_squeeze+ER_ranging+RangePos,111,286.78741455078125,1217,0.485620377978636,0.2356511212413979,0.9782428060927331,175.86517333984375
