tf_label,pair,sma,M_exit,tp_pips,trades,is_n,oos_n,is_net,oos_net,is_pd,oos_pd,oos_dd,oos_wr,days
S5/M2/M10,GBP_JPY,10/22/50,1,20.0,8,5,3,18.6,4.7,4.82,2.44,-14.9,66.7,5.8
S5/M2/M10,GBP_JPY,10/22/50,1,30.0,7,5,2,23.0,5.9,5.97,3.06,0.0,100.0,5.8
S5/M2/M10,EUR_USD,5/10/22,0,15.0,1,1,0,-52.1,0.0,-13.51,0.0,0.0,0.0,5.8
S5/M2/M10,EUR_USD,5/10/22,0,20.0,1,1,0,-52.1,0.0,-13.51,0.0,0.0,0.0,5.8
S5/M2/M10,EUR_USD,5/10/22,0,30.0,1,1,0,-52.1,0.0,-13.51,0.0,0.0,0.0,5.8
S5/M2/M10,EUR_USD,5/10/22,1,15.0,26,17,9,-35.0,-30.9,-9.07,-16.01,-17.5,33.3,5.8
S5/M2/M10,EUR_USD,5/10/22,1,20.0,24,17,7,-25.0,-28.3,-6.48,-14.69,-15.5,42.9,5.8
S5/M2/M10,EUR_USD,5/10/22,1,30.0,23,16,7,-44.7,-28.3,-11.59,-14.69,-15.5,42.9,5.8
S5/M2/M10,EUR_USD,5/15/35,0,15.0,1,1,0,-53.8,0.0,-13.95,0.0,0.0,0.0,5.8
S5/M2/M10,EUR_USD,5/15/35,0,20.0,1,1,0,-53.8,0.0,-13.95,0.0,0.0,0.0,5.8
S5/M2/M10,EUR_USD,5/15/35,0,30.0,1,1,0,-53.8,0.0,-13.95,0.0,0.0,0.0,5.8
S5/M2/M10,EUR_USD,5/15/35,1,15.0,23,15,8,16.5,-55.5,4.28,-28.78,-27.0,12.5,5.8
S5/M2/M10,EUR_USD,5/15/35,1,20.0,22,15,7,25.9,-53.7,6.71,-27.83,-25.2,14.3,5.8
S5/M2/M10,EUR_USD,5/15/35,1,30.0,21,14,7,8.7,-53.7,2.25,-27.83,-25.2,14.3,5.8
S5/M2/M10,EUR_USD,5/22/50,0,15.0,1,1,0,-53.8,0.0,-13.95,0.0,0.0,0.0,5.8
S5/M2/M10,EUR_USD,5/22/50,0,20.0,1,1,0,-53.8,0.0,-13.95,0.0,0.0,0.0,5.8
S5/M2/M10,EUR_USD,5/22/50,0,30.0,1,1,0,-53.8,0.0,-13.95,0.0,0.0,0.0,5.8
S5/M2/M10,EUR_USD,5/22/50,1,15.0,15,10,5,2.5,-21.8,0.64,-11.28,-7.9,60.0,5.8
S5/M2/M10,EUR_USD,5/22/50,1,20.0,15,10,5,5.0,-30.2,1.3,-15.66,-7.9,60.0,5.8
