tf_label,pair,sma,M_exit,tp_pips,trades,is_n,oos_n,is_net,oos_net,is_pd,oos_pd,oos_dd,oos_wr,days
S5/S30/M1,GBP_USD,5/22/50,1,30.0,4420,2918,1502,-4871.9,-2289.7,-25.51,-23.98,-2315.5,28.2,286.5
S5/S30/M1,GBP_USD,7/15/35,0,15.0,140,95,45,1288.2,384.3,6.75,4.02,-212.3,97.8,286.5
S5/S30/M1,GBP_USD,7/15/35,0,20.0,40,40,0,316.3,0.0,1.66,0.0,0.0,0.0,286.5
S5/S30/M1,GBP_USD,7/15/35,0,30.0,8,8,0,-322.7,0.0,-1.69,0.0,0.0,0.0,286.5
S5/S30/M1,GBP_USD,7/15/35,1,15.0,5405,3587,1818,-5938.2,-2919.1,-31.09,-30.57,-2917.4,28.2,286.5
S5/S30/M1,GBP_USD,7/15/35,1,20.0,5328,3538,1790,-5912.1,-2920.7,-30.96,-30.59,-2918.9,27.8,286.5
S5/S30/M1,GBP_USD,7/15/35,1,30.0,5268,3501,1767,-5899.2,-2888.2,-30.89,-30.25,-2886.4,27.9,286.5
S5/S30/M1,GBP_USD,7/22/50,0,15.0,22,22,0,-350.5,0.0,-1.84,0.0,0.0,0.0,286.5
S5/S30/M1,GBP_USD,7/22/50,0,20.0,41,41,0,107.2,0.0,0.56,0.0,0.0,0.0,286.5
S5/S30/M1,GBP_USD,7/22/50,0,30.0,104,60,44,1713.6,1110.4,8.97,11.63,-117.7,97.7,286.5
S5/S30/M1,GBP_USD,7/22/50,1,15.0,4402,2885,1517,-4627.7,-2335.2,-24.23,-24.46,-2340.9,30.2,286.5
S5/S30/M1,GBP_USD,7/22/50,1,20.0,4314,2824,1490,-4593.2,-2357.2,-24.05,-24.69,-2367.9,29.4,286.5
S5/S30/M1,GBP_USD,7/22/50,1,30.0,4237,2781,1456,-4568.7,-2458.4,-23.92,-25.75,-2484.8,28.9,286.5
S5/S30/M1,GBP_USD,10/22/50,0,15.0,23,23,0,-285.0,0.0,-1.49,0.0,0.0,0.0,286.5
S5/S30/M1,GBP_USD,10/22/50,0,20.0,50,50,0,504.5,0.0,2.64,0.0,0.0,0.0,286.5
S5/S30/M1,GBP_USD,10/22/50,0,30.0,11,11,0,-239.2,0.0,-1.25,0.0,0.0,0.0,286.5
S5/S30/M1,GBP_USD,10/22/50,1,15.0,4352,2880,1472,-4609.4,-1831.5,-24.14,-19.18,-1887.6,32.9,286.5
S5/S30/M1,GBP_USD,10/22/50,1,20.0,4255,2810,1445,-4493.8,-1877.2,-23.53,-19.66,-1938.8,31.4,286.5
S5/S30/M1,GBP_USD,10/22/50,1,30.0,4171,2765,1406,-4411.5,-1887.8,-23.1,-19.77,-1982.1,31.2,286.5
S5/S30/M1,USD_JPY,5/10/22,0,15.0,111,111,0,233.2,0.0,1.19,0.0,0.0,0.0,294.5
S5/S30/M1,USD_JPY,5/10/22,0,20.0,88,88,0,244.7,0.0,1.25,0.0,0.0,0.0,294.5
S5/S30/M1,USD_JPY,5/10/22,0,30.0,76,76,0,769.8,0.0,3.92,0.0,0.0,0.0,294.5
S5/S30/M1,USD_JPY,5/10/22,1,15.0,7566,5084,2482,-7625.3,-3284.6,-38.84,-33.46,-3283.7,28.3,294.5
S5/S30/M1,USD_JPY,5/10/22,1,20.0,7457,5000,2457,-7511.3,-3392.3,-38.26,-34.56,-3391.4,27.9,294.5
S5/S30/M1,USD_JPY,5/10/22,1,30.0,7379,4946,2433,-7586.1,-3359.8,-38.64,-34.23,-3358.9,27.8,294.5
S5/S30/M1,USD_JPY,5/15/35,0,15.0,187,141,46,1937.3,-19.7,9.87,-0.2,-638.0,97.8,294.5
S5/S30/M1,USD_JPY,5/15/35,0,20.0,83,83,0,535.6,0.0,2.73,0.0,0.0,0.0,294.5
S5/S30/M1,USD_JPY,5/15/35,0,30.0,31,31,0,-33.7,0.0,-0.17,0.0,0.0,0.0,294.5
S5/S30/M1,USD_JPY,5/15/35,1,15.0,5936,4031,1905,-6615.7,-2522.2,-33.7,-25.7,-2517.6,30.0,294.5
S5/S30/M1,USD_JPY,5/15/35,1,20.0,5802,3925,1877,-6419.5,-2640.4,-32.7,-26.9,-2635.7,29.5,294.5
S5/S30/M1,USD_JPY,5/15/35,1,30.0,5707,3856,1851,-6233.0,-2568.6,-31.75,-26.17,-2563.9,29.0,294.5
S5/S30/M1,USD_JPY,5/22/50,0,15.0,36,36,0,-520.2,0.0,-2.65,0.0,0.0,0.0,294.5
S5/S30/M1,USD_JPY,5/22/50,0,20.0,25,25,0,-551.4,0.0,-2.81,0.0,0.0,0.0,294.5
S5/S30/M1,USD_JPY,5/22/50,0,30.0,17,17,0,-541.3,0.0,-2.76,0.0,0.0,0.0,294.5
S5/S30/M1,USD_JPY,5/22/50,1,15.0,4954,3355,1599,-5029.1,-2711.2,-25.62,-27.62,-2706.7,28.6,294.5
S5/S30/M1,USD_JPY,5/22/50,1,20.0,4802,3241,1561,-4777.1,-2685.9,-24.33,-27.36,-2681.5,27.8,294.5
S5/S30/M1,USD_JPY,5/22/50,1,30.0,4692,3155,1537,-4540.4,-2528.9,-23.13,-25.76,-2524.5,27.2,294.5
S5/S30/M1,USD_JPY,7/15/35,0,15.0,133,133,0,779.4,0.0,3.97,0.0,0.0,0.0,294.5
S5/S30/M1,USD_JPY,7/15/35,0,20.0,39,23,16,431.0,-419.4,2.2,-4.27,-700.5,93.8,294.5
S5/S30/M1,USD_JPY,7/15/35,0,30.0,38,38,0,146.7,0.0,0.75,0.0,0.0,0.0,294.5
S5/S30/M1,USD_JPY,7/15/35,1,15.0,5588,3809,1779,-5806.9,-1787.7,-29.58,-18.21,-1785.5,32.0,294.5
S5/S30/M1,USD_JPY,7/15/35,1,20.0,5477,3731,1746,-5538.6,-1985.9,-28.21,-20.23,-1983.7,31.1,294.5
S5/S30/M1,USD_JPY,7/15/35,1,30.0,5360,3642,1718,-5271.8,-2130.7,-26.85,-21.71,-2128.6,30.4,294.5
S5/S30/M1,USD_JPY,7/22/50,0,15.0,42,42,0,-363.5,0.0,-1.85,0.0,0.0,0.0,294.5
S5/S30/M1,USD_JPY,7/22/50,0,20.0,29,29,0,-402.1,0.0,-2.05,0.0,0.0,0.0,294.5
S5/S30/M1,USD_JPY,7/22/50,0,30.0,45,45,0,337.7,0.0,1.72,0.0,0.0,0.0,294.5
