pair,af_start,af_max,activate,with_TP,trades,is_n,oos_n,is_net,oos_net,is_pd,oos_pd,oos_dd,oos_wr,wf_ok
NZD_USD,0.02,0.1,0.0,False,2062,1374,688,-1915.1,-809.5,-15.96,-13.49,-950.2,32.7,False
NZD_USD,0.02,0.1,10.0,True,29,29,0,16.8,0.0,0.14,0.0,0.0,0.0,False
NZD_USD,0.02,0.1,10.0,False,84,41,43,341.9,392.2,2.85,6.54,-45.9,69.8,True
NZD_USD,0.02,0.1,20.0,True,16,16,0,45.8,0.0,0.38,0.0,0.0,0.0,False
NZD_USD,0.02,0.1,20.0,False,18,17,1,364.2,-132.5,3.04,-2.21,0.0,0.0,True
NZD_USD,0.02,0.15,0.0,True,2687,1753,934,-2463.2,-1107.6,-20.53,-18.46,-1180.4,34.9,False
NZD_USD,0.02,0.15,0.0,False,2580,1702,878,-2327.8,-1019.6,-19.4,-16.99,-1113.0,33.9,False
NZD_USD,0.02,0.15,10.0,True,38,37,1,307.5,-146.2,2.56,-2.44,0.0,0.0,True
NZD_USD,0.02,0.15,10.0,False,33,31,2,287.6,-139.9,2.4,-2.33,-149.8,50.0,True
NZD_USD,0.02,0.15,20.0,True,16,16,0,45.8,0.0,0.38,0.0,0.0,0.0,False
NZD_USD,0.02,0.15,20.0,False,23,22,1,494.1,-138.8,4.12,-2.31,0.0,0.0,True
NZD_USD,0.02,0.2,0.0,True,2863,1886,977,-2609.5,-1158.6,-21.75,-19.31,-1231.7,34.6,False
NZD_USD,0.02,0.2,0.0,False,2755,1834,921,-2495.6,-1071.4,-20.8,-17.86,-1164.2,33.7,False
NZD_USD,0.02,0.2,10.0,True,86,53,33,350.0,262.4,2.92,4.37,-130.4,87.9,True
NZD_USD,0.02,0.2,10.0,False,87,43,44,325.3,419.5,2.71,6.99,-47.1,77.3,True
NZD_USD,0.02,0.2,20.0,True,16,16,0,45.8,0.0,0.38,0.0,0.0,0.0,False
NZD_USD,0.02,0.2,20.0,False,23,22,1,496.9,-138.8,4.14,-2.31,0.0,0.0,True
