signal_date,execution_date,next_execution_date,n_long,n_short,gated_flat,net_pips,variant
2022-08-31 21:00:00+00:00,2022-09-01 21:00:00+00:00,2022-10-02 21:00:00+00:00,3,3,False,-151.0447652189136,composite
2022-09-29 21:00:00+00:00,2022-10-02 21:00:00+00:00,2022-11-01 21:00:00+00:00,3,3,False,86.7704851498392,composite
2022-10-31 21:00:00+00:00,2022-11-01 21:00:00+00:00,2022-12-01 22:00:00+00:00,3,3,False,-192.0968452437162,composite
2022-11-30 22:00:00+00:00,2022-12-01 22:00:00+00:00,2023-01-01 22:00:00+00:00,3,3,False,-107.2783950206001,composite
2022-12-29 22:00:00+00:00,2023-01-01 22:00:00+00:00,2023-02-01 22:00:00+00:00,3,3,False,4.235131733561225,composite
2023-01-31 22:00:00+00:00,2023-02-01 22:00:00+00:00,2023-03-01 22:00:00+00:00,3,3,False,-192.8769087270257,composite
2023-02-28 22:00:00+00:00,2023-03-01 22:00:00+00:00,2023-04-02 21:00:00+00:00,3,3,False,56.45468359479835,composite
2023-03-30 21:00:00+00:00,2023-04-02 21:00:00+00:00,2023-05-01 21:00:00+00:00,3,3,False,-18.980964000899093,composite
2023-04-30 21:00:00+00:00,2023-05-01 21:00:00+00:00,2023-06-01 21:00:00+00:00,3,3,False,-105.2648277802557,composite
2023-05-31 21:00:00+00:00,2023-06-01 21:00:00+00:00,2023-07-02 21:00:00+00:00,3,3,False,-170.79010179020858,composite
2023-06-29 21:00:00+00:00,2023-07-02 21:00:00+00:00,2023-08-01 21:00:00+00:00,3,3,False,-18.446508060703067,composite
2023-07-31 21:00:00+00:00,2023-08-01 21:00:00+00:00,2023-09-03 21:00:00+00:00,3,3,False,-67.40446321185979,composite
2023-08-31 21:00:00+00:00,2023-09-03 21:00:00+00:00,2023-10-01 21:00:00+00:00,3,3,False,-151.03888445146507,composite
2023-09-28 21:00:00+00:00,2023-10-01 21:00:00+00:00,2023-11-01 21:00:00+00:00,3,3,False,-64.96308388498927,composite
2023-10-31 21:00:00+00:00,2023-11-01 21:00:00+00:00,2023-12-03 22:00:00+00:00,3,3,False,99.48070453509666,composite
2023-11-30 22:00:00+00:00,2023-12-03 22:00:00+00:00,2024-01-01 22:00:00+00:00,3,3,False,-57.56476397160766,composite
2023-12-28 22:00:00+00:00,2024-01-01 22:00:00+00:00,2024-02-01 22:00:00+00:00,3,3,False,-0.9451106685811013,composite
2024-01-31 22:00:00+00:00,2024-02-01 22:00:00+00:00,2024-03-03 22:00:00+00:00,3,3,False,34.48227359780169,composite
2024-02-29 22:00:00+00:00,2024-03-03 22:00:00+00:00,2024-04-01 21:00:00+00:00,3,3,False,-17.81553302286689,composite
2024-03-31 21:00:00+00:00,2024-04-01 21:00:00+00:00,2024-05-01 21:00:00+00:00,3,3,False,-5.060361899590816,composite
2024-04-30 21:00:00+00:00,2024-05-01 21:00:00+00:00,2024-06-02 21:00:00+00:00,3,3,False,46.497384647744525,composite
2024-05-30 21:00:00+00:00,2024-06-02 21:00:00+00:00,2024-07-01 21:00:00+00:00,3,3,False,-106.76999169867565,composite
2024-06-30 21:00:00+00:00,2024-07-01 21:00:00+00:00,2024-08-01 21:00:00+00:00,3,3,False,112.16963084247945,composite
