pair,reg_N,zw_mode,zw_val,atr_mult,tgt_frac,ta,wick_thresh,ppd,p5,p_pos,nc,skip_pct,l1_pct,l5p_pct,is_wf,oos_wf,perm_p,gate_pass
EUR_JPY,20,atr,0.0,4.0,0.5,6.0,0.15,-1.1802612358345672e+18,-2.695978924801726e+18,0.094,3239,95.8,78.5,4.5,3,1,0.875,False
EUR_JPY,20,atr,0.0,5.0,0.5,6.0,0.15,-4771172060181523.0,-5.288187866784502e+17,0.528,1544,98.4,80.7,4.7,3,1,0.46,False
EUR_JPY,20,atr,0.0,2.0,0.5,10.0,0.0,-4.5935115695257124e+18,-8.21649339649491e+18,0.016,11431,55.5,63.9,5.7,0,0,0.975,False
EUR_JPY,20,atr,0.0,3.0,0.5,10.0,0.0,-3.0524757214677325e+18,-6.62523438348237e+18,0.08,5510,84.2,67.2,5.1,1,1,0.925,False
EUR_JPY,20,atr,0.0,4.0,0.5,10.0,0.0,-1.4364468855533036e+18,-3.2839876489378227e+18,0.11,3062,94.8,69.3,5.7,3,1,0.905,False
EUR_JPY,20,atr,0.0,5.0,0.5,10.0,0.0,-1.2659124751266744e+17,-1.2491572483055168e+18,0.46,1624,98.1,73.5,6.1,2,2,0.585,False
EUR_JPY,20,atr,0.0,2.0,0.5,10.0,0.15,-7.538045253788052e+18,-1.0558384915646054e+19,0.0,10299,68.1,63.8,5.8,0,0,1.0,False
EUR_JPY,20,atr,0.0,3.0,0.5,10.0,0.15,-2.5627419868379085e+18,-5.032072825348884e+18,0.036,5009,87.9,67.3,4.9,0,1,0.965,False
EUR_JPY,20,atr,0.0,4.0,0.5,10.0,0.15,-1.2703568871157473e+18,-3.044992967585916e+18,0.106,2732,95.7,69.8,5.6,3,1,0.915,False
EUR_JPY,20,atr,0.0,5.0,0.5,10.0,0.15,-2.0573264729047715e+17,-8.488951363311112e+17,0.336,1376,98.4,73.1,5.8,2,2,0.67,False
EUR_JPY,20,atr,0.0,2.0,0.7,6.0,0.0,-1.4181424488198523e+18,-4.735185680495187e+18,0.274,11456,54.6,70.1,5.8,0,1,0.775,False
EUR_JPY,20,atr,0.0,3.0,0.7,6.0,0.0,-7.582856549708037e+17,-3.6885397639098593e+18,0.294,6091,84.9,75.8,5.0,2,1,0.635,False
EUR_JPY,20,atr,0.0,4.0,0.7,6.0,0.0,-1.04446015658241e+18,-2.4189818066263214e+18,0.078,2319,94.6,79.9,4.6,1,2,0.885,False
EUR_JPY,20,atr,0.0,5.0,0.7,6.0,0.0,-2.715468991401729e+17,-1.0726748976466796e+18,0.278,1780,98.0,83.5,3.3,2,1,0.635,False
EUR_JPY,20,atr,0.0,2.0,0.7,6.0,0.15,-3.17298344190136e+18,-6.356483808657074e+18,0.076,10163,68.9,69.5,6.1,1,1,0.92,False
EUR_JPY,20,atr,0.0,3.0,0.7,6.0,0.15,-4.551076225147848e+17,-2.2895535972818806e+18,0.32,3767,88.4,76.3,5.0,1,0,0.685,False
EUR_JPY,20,atr,0.0,4.0,0.7,6.0,0.15,-1.157689963634644e+18,-2.915696191224767e+18,0.078,2087,95.7,80.6,4.4,1,1,0.9,False
EUR_JPY,20,atr,0.0,5.0,0.7,6.0,0.15,-7.791763029003822e+17,-1.8849377379736463e+18,0.084,1478,98.4,83.1,3.0,3,0,0.84,False
EUR_JPY,20,atr,0.0,2.0,0.7,10.0,0.0,-2.0249714942128584e+18,-5.985227275825299e+18,0.186,8557,51.8,61.1,7.3,0,1,0.75,False
EUR_JPY,20,atr,0.0,3.0,0.7,10.0,0.0,3.378875827196014e+17,-2.1412721230415503e+18,0.544,4521,84.1,67.1,6.2,2,2,0.39,False
EUR_JPY,20,atr,0.0,4.0,0.7,10.0,0.0,-8.007323954211396e+17,-2.055294416240709e+18,0.086,1910,94.8,71.3,5.8,1,2,0.885,False
EUR_JPY,20,atr,0.0,5.0,0.7,10.0,0.0,-2.4271841981913517e+17,-1.1811119068483564e+18,0.322,1495,98.1,76.1,4.3,3,2,0.615,False
EUR_JPY,20,atr,0.0,2.0,0.7,10.0,0.15,-5.789858818321741e+17,-5.156484413723226e+18,0.344,7854,66.7,60.8,7.8,1,2,0.59,False
EUR_JPY,20,atr,0.0,3.0,0.7,10.0,0.15,-5.420739731687757e+17,-2.26798479181971e+18,0.378,2906,87.9,67.3,6.3,2,1,0.65,False
EUR_JPY,20,atr,0.0,4.0,0.7,10.0,0.15,-6.943914219244966e+17,-1.9783383363661133e+18,0.162,1764,95.6,71.3,5.3,1,1,0.86,False
EUR_JPY,20,atr,0.0,5.0,0.7,10.0,0.15,-6.411316274918555e+17,-1.590660411266068e+18,0.13,1275,98.5,75.1,4.3,3,1,0.75,False
EUR_JPY,20,atr,0.0,2.0,1.0,6.0,0.0,-3.251787739566281e+18,-6.634324799632231e+18,0.054,9279,54.4,71.1,7.4,0,0,0.955,False
EUR_JPY,20,atr,0.0,3.0,1.0,6.0,0.0,-7.825265315405322e+17,-2.059027162626707e+18,0.102,3594,85.4,78.2,6.0,2,1,0.83,False
EUR_JPY,20,atr,0.0,4.0,1.0,6.0,0.0,-6.01160964757044e+17,-1.4865252850315494e+18,0.102,2894,94.9,80.3,5.2,2,1,0.89,False
EUR_JPY,20,atr,0.0,5.0,1.0,6.0,0.0,2.0411801728760758e+17,2.163981880469029e+16,1.0,1657,98.0,85.6,2.7,1,3,0.0,False
EUR_JPY,20,atr,0.0,2.0,1.0,6.0,0.15,-5.989358339264181e+18,-8.956660035320756e+18,0.0,7425,69.0,69.4,7.7,0,0,1.0,False
EUR_JPY,20,atr,0.0,3.0,1.0,6.0,0.15,6.134245202571155e+16,-6.126954072687183e+17,0.568,3212,88.6,77.7,6.0,2,1,0.445,False
EUR_JPY,20,atr,0.0,4.0,1.0,6.0,0.15,-1.4532015400731704e+18,-2.872494674038097e+18,0.008,2637,95.8,81.3,5.0,1,0,0.98,False
EUR_JPY,20,atr,0.0,5.0,1.0,6.0,0.15,2.0145727513963696e+17,1.7288396148162572e+16,0.998,1385,98.4,84.9,3.0,2,3,0.02,False
EUR_JPY,20,atr,0.0,2.0,1.0,10.0,0.0,-2.4421044275307044e+18,-6.789672660126697e+18,0.2,6381,50.2,59.8,9.9,0,0,0.775,False
EUR_JPY,20,atr,0.0,3.0,1.0,10.0,0.0,-5.0278647305476744e+16,-1.8660724658024978e+18,0.46,3579,84.2,67.8,8.0,2,2,0.53,False
EUR_JPY,20,atr,0.0,4.0,1.0,10.0,0.0,-3.846102049163473e+17,-1.557945128256547e+18,0.302,2219,94.9,71.7,7.0,3,1,0.695,False
EUR_JPY,20,atr,0.0,5.0,1.0,10.0,0.0,1.9843395882899203e+17,1.8746797171082012e+16,1.0,1376,98.1,78.6,4.1,1,3,0.0,False
EUR_JPY,20,atr,0.0,2.0,1.0,10.0,0.15,-1.5173996889121997e+18,-5.494329260914442e+18,0.242,5887,65.9,58.5,10.5,1,2,0.67,False
EUR_JPY,20,atr,0.0,3.0,1.0,10.0,0.15,1.6018989887451494e+18,-3.2566369417507104e+17,0.886,3304,87.8,67.3,8.0,2,2,0.11,False
EUR_JPY,20,atr,0.0,4.0,1.0,10.0,0.15,-1.387126111075676e+18,-2.8782200055308273e+18,0.024,2065,95.8,72.0,6.9,2,0,0.955,False
EUR_JPY,20,atr,0.0,5.0,1.0,10.0,0.15,3.548780816162708e+16,6819150624770416.0,0.986,1172,98.5,77.7,4.7,2,3,0.06,False
EUR_JPY,30,fixed,30.0,0.0,0.5,6.0,0.0,3350903224205.1,634742497765.5,1.0,5509,91.0,83.4,1.6,3,3,0.0,True
EUR_JPY,30,fixed,50.0,0.0,0.5,6.0,0.0,713.4,257.0,1.0,1594,97.5,89.8,0.9,3,2,0.0,False
EUR_JPY,30,fixed,30.0,0.0,0.5,6.0,0.15,976550499368.7,194812231968.5,0.996,4804,92.9,83.1,1.6,3,3,0.02,True
EUR_JPY,30,fixed,50.0,0.0,0.5,6.0,0.15,752.8,301.6,1.0,1322,98.0,89.3,1.0,3,2,0.0,False
EUR_JPY,30,fixed,30.0,0.0,0.5,10.0,0.0,3018175842722.4,450412289808.3,1.0,4106,91.8,75.2,2.2,3,3,0.0,True
EUR_JPY,30,fixed,50.0,0.0,0.5,10.0,0.0,2963.6,336.2,1.0,1198,97.9,82.4,1.2,3,2,0.0,False
EUR_JPY,30,fixed,30.0,0.0,0.5,10.0,0.15,1173925367874.8,341153330861.2,1.0,3711,93.1,74.8,2.1,3,3,0.0,True
EUR_JPY,30,fixed,50.0,0.0,0.5,10.0,0.15,1901.7,291.2,1.0,1042,98.3,82.7,1.3,3,2,0.0,False
EUR_JPY,30,fixed,30.0,0.0,0.7,6.0,0.0,30504.2,5624.8,1.0,3948,88.9,83.4,2.2,3,3,0.0,True
EUR_JPY,30,fixed,50.0,0.0,0.7,6.0,0.0,322.2,199.9,1.0,1404,97.7,89.4,1.8,3,2,0.0,False
EUR_JPY,30,fixed,30.0,0.0,0.7,6.0,0.15,12337.2,2073.1,0.974,3460,91.5,83.2,2.2,3,3,0.01,True
EUR_JPY,30,fixed,50.0,0.0,0.7,6.0,0.15,288.5,176.5,1.0,1188,98.1,88.8,1.8,3,2,0.0,False
EUR_JPY,30,fixed,30.0,0.0,0.7,10.0,0.0,8605.2,2522.0,1.0,2902,89.9,75.6,2.8,3,3,0.0,True
EUR_JPY,30,fixed,50.0,0.0,0.7,10.0,0.0,-6822.3,-21129.7,0.394,1046,98.1,82.7,2.5,3,1,0.44,False
EUR_JPY,30,fixed,30.0,0.0,0.7,10.0,0.15,24798.9,775.5,0.96,2641,91.8,75.3,2.8,3,3,0.06,False
EUR_JPY,30,fixed,50.0,0.0,0.7,10.0,0.15,775.4,240.8,1.0,917,98.4,82.7,2.5,3,2,0.0,False
EUR_JPY,30,fixed,30.0,0.0,1.0,6.0,0.0,-2951.2,-13770.8,0.342,4074,91.2,83.3,3.4,2,2,0.49,False
EUR_JPY,30,fixed,50.0,0.0,1.0,6.0,0.0,206.6,-213.7,0.796,1219,97.8,89.1,2.9,3,2,0.21,False
EUR_JPY,30,fixed,30.0,0.0,1.0,6.0,0.15,-2488.0,-14096.3,0.364,3645,93.1,83.1,3.5,3,2,0.565,False
EUR_JPY,30,fixed,50.0,0.0,1.0,6.0,0.15,258.7,124.6,1.0,1099,98.1,89.2,2.6,3,2,0.0,False
EUR_JPY,30,fixed,30.0,0.0,1.0,10.0,0.0,1075.5,-2700.3,0.678,3019,91.7,75.3,4.7,1,2,0.335,False
EUR_JPY,30,fixed,50.0,0.0,1.0,10.0,0.0,-83.6,-590.5,0.386,923,98.2,82.9,3.8,3,1,0.61,False
EUR_JPY,30,fixed,30.0,0.0,1.0,10.0,0.15,-3530.7,-13431.1,0.346,2753,93.1,74.8,5.0,3,2,0.63,False
EUR_JPY,30,fixed,50.0,0.0,1.0,10.0,0.15,75.7,-287.1,0.672,842,98.4,83.7,3.7,3,1,0.42,False
EUR_JPY,30,atr,0.0,2.0,0.5,6.0,0.0,-4.667256483049092e+18,-7.840486245595134e+18,0.02,14260,48.1,69.5,4.7,0,0,0.99,False
EUR_JPY,30,atr,0.0,3.0,0.5,6.0,0.0,-1.0712068057867756e+18,-3.870192646995014e+18,0.254,7935,78.7,76.2,3.9,1,1,0.66,False
EUR_JPY,30,atr,0.0,4.0,0.5,6.0,0.0,5.990962377202025e+18,-9.988437819337696e+17,0.846,4790,90.9,79.4,3.5,1,2,0.25,False
EUR_JPY,30,atr,0.0,5.0,0.5,6.0,0.0,-3.070527674594334e+17,-1.370908734632649e+18,0.334,2927,96.0,82.4,3.7,2,1,0.6,False
EUR_JPY,30,atr,0.0,2.0,0.5,6.0,0.15,-6.882345455956721e+18,-9.822343100271436e+18,0.0,12357,65.3,69.0,5.0,0,0,1.0,False
EUR_JPY,30,atr,0.0,3.0,0.5,6.0,0.15,-2.373927811457893e+18,-4.286373522211605e+18,0.012,6991,84.2,75.9,4.0,1,0,0.98,False
EUR_JPY,30,atr,0.0,4.0,0.5,6.0,0.15,4.001533119919697e+17,-1.362442196740538e+18,0.636,4295,92.7,79.3,3.7,2,3,0.34,False
EUR_JPY,30,atr,0.0,5.0,0.5,6.0,0.15,4.1252267413071674e+17,-3.5996588604553056e+17,0.83,2575,96.7,82.6,3.6,3,3,0.185,False
EUR_JPY,30,atr,0.0,2.0,0.5,10.0,0.0,-5.863315299034268e+18,-9.153604197327533e+18,0.002,11626,49.3,63.9,5.5,0,0,1.0,False
EUR_JPY,30,atr,0.0,3.0,0.5,10.0,0.0,-2.044718583920719e+18,-5.215447397296937e+18,0.158,5893,78.4,67.7,5.2,2,1,0.865,False
EUR_JPY,30,atr,0.0,4.0,0.5,10.0,0.0,5.341373420299696e+18,-1.7172814154676728e+18,0.77,3676,90.8,71.6,4.4,1,2,0.4,False
EUR_JPY,30,atr,0.0,5.0,0.5,10.0,0.0,1.1929599879485852e+18,-1.1905631082684434e+18,0.72,2333,96.1,74.3,4.5,2,3,0.36,False
EUR_JPY,30,atr,0.0,2.0,0.5,10.0,0.15,-7.067441766210023e+18,-1.050466581875034e+19,0.0,10533,64.2,63.7,5.7,0,0,1.0,False
EUR_JPY,30,atr,0.0,3.0,0.5,10.0,0.15,-1.437249973720955e+18,-4.4577216431228047e+18,0.23,5393,83.6,67.7,5.2,1,1,0.75,False
EUR_JPY,30,atr,0.0,4.0,0.5,10.0,0.15,5.697067246580177e+18,-1.2003823959038154e+18,0.798,3349,92.5,71.2,4.7,3,1,0.315,False
EUR_JPY,30,atr,0.0,5.0,0.5,10.0,0.15,2.1511851977760968e+18,-742051704952948.2,0.948,2096,96.8,73.8,4.8,3,3,0.06,False
EUR_JPY,30,atr,0.0,2.0,0.7,6.0,0.0,-3.263767859799671e+18,-6.574325430356169e+18,0.072,11733,48.1,70.3,5.7,1,0,0.965,False
EUR_JPY,30,atr,0.0,3.0,0.7,6.0,0.0,-1.5698988014398098e+18,-3.31967787994464e+18,0.068,4633,78.8,77.4,4.7,2,2,0.94,False
EUR_JPY,30,atr,0.0,4.0,0.7,6.0,0.0,2.8416624112365692e+16,-8.431851676432279e+17,0.528,2927,90.8,81.2,3.8,3,2,0.475,False
EUR_JPY,30,atr,0.0,5.0,0.7,6.0,0.0,-9.393577661837541e+17,-1.8552496582690913e+18,0.026,2709,95.9,84.0,3.3,3,1,0.945,False
EUR_JPY,30,atr,0.0,2.0,0.7,6.0,0.15,-5.071663126943241e+18,-8.207922954667695e+18,0.006,10301,65.1,69.9,6.1,0,0,1.0,False
EUR_JPY,30,atr,0.0,3.0,0.7,6.0,0.15,-1.2935295827138442e+18,-2.945862368953253e+18,0.08,4265,84.2,77.3,4.5,3,1,0.88,False
EUR_JPY,30,atr,0.0,4.0,0.7,6.0,0.15,-7.519353133233989e+17,-2.162503071008005e+18,0.198,2630,92.7,81.4,3.7,3,1,0.865,False
EUR_JPY,30,atr,0.0,5.0,0.7,6.0,0.15,-1.0071642130114921e+18,-2.0902311997694653e+18,0.026,2409,96.6,84.2,2.9,3,0,0.96,False
EUR_JPY,30,atr,0.0,2.0,0.7,10.0,0.0,-2.499287510347912e+18,-6.156585770205531e+18,0.144,8711,46.4,61.0,7.4,0,2,0.875,False
EUR_JPY,30,atr,0.0,3.0,0.7,10.0,0.0,-2.7003163757142856e+18,-4.586326397161154e+18,0.0,3320,77.6,68.6,5.6,3,1,0.985,False
EUR_JPY,30,atr,0.0,4.0,0.7,10.0,0.0,-7.46227016657683e+17,-2.0785345322617487e+18,0.112,2167,90.9,73.3,4.9,2,1,0.81,False
EUR_JPY,30,atr,0.0,5.0,0.7,10.0,0.0,4.9685815083715194e+17,-4.008057271788602e+17,0.778,2077,96.1,76.5,4.7,3,2,0.285,False
EUR_JPY,30,atr,0.0,2.0,0.7,10.0,0.15,-4.4559276513700116e+18,-7.329493925309236e+18,0.01,8029,63.2,60.9,7.8,1,1,0.995,False
EUR_JPY,30,atr,0.0,3.0,0.7,10.0,0.15,-1.9386107010734817e+18,-3.4168658324198753e+18,0.012,3070,83.3,67.8,5.8,2,1,0.995,False
EUR_JPY,30,atr,0.0,4.0,0.7,10.0,0.15,-1.453779103816836e+18,-3.014944585748848e+18,0.02,2065,92.4,73.8,5.1,2,1,0.965,False
EUR_JPY,30,atr,0.0,5.0,0.7,10.0,0.15,-3.4719901195444824e+16,-1.187780982885744e+18,0.464,1892,96.7,75.4,4.7,3,1,0.56,False
EUR_JPY,30,atr,0.0,2.0,1.0,6.0,0.0,-3.1124121129422305e+18,-6.596319307511324e+18,0.074,9064,48.6,71.2,7.3,1,1,0.94,False
EUR_JPY,30,atr,0.0,3.0,1.0,6.0,0.0,-4.2507400959952006e+17,-1.823741757900326e+18,0.288,3760,79.2,78.6,5.0,1,2,0.71,False
EUR_JPY,30,atr,0.0,4.0,1.0,6.0,0.0,-1.8395070458430787e+17,-7.435216089497353e+17,0.366,2357,90.8,81.8,4.5,2,2,0.52,False
EUR_JPY,30,atr,0.0,5.0,1.0,6.0,0.0,2.5581280781454342e+17,328252490392196.4,0.998,1670,95.7,86.0,2.8,2,3,0.0,False
EUR_JPY,30,atr,0.0,2.0,1.0,6.0,0.15,-5.259091533772727e+18,-8.177287976741651e+18,0.0,8192,65.0,70.7,7.2,0,0,1.0,False
EUR_JPY,30,atr,0.0,3.0,1.0,6.0,0.15,-7.405132442673071e+17,-1.8803108405459776e+18,0.152,3535,84.4,78.3,5.3,2,2,0.845,False
EUR_JPY,30,atr,0.0,4.0,1.0,6.0,0.15,-4.2846901146109005e+17,-9.477514978397158e+17,0.05,2197,92.7,82.4,4.2,2,1,0.905,False
EUR_JPY,30,atr,0.0,5.0,1.0,6.0,0.15,2.5522912697943235e+17,204.2,0.964,1617,96.4,87.0,2.0,2,3,0.105,False
EUR_JPY,30,atr,0.0,2.0,1.0,10.0,0.0,-3.1752556142387886e+18,-5.423938473903181e+18,0.012,6349,45.1,59.5,9.9,0,0,0.99,False
EUR_JPY,30,atr,0.0,3.0,1.0,10.0,0.0,-4.740538272787857e+17,-1.7121687928596122e+18,0.238,2603,78.0,70.3,7.4,2,2,0.72,False
EUR_JPY,30,atr,0.0,4.0,1.0,10.0,0.0,-6.222410038325221e+16,-3.537270331128975e+17,0.368,1809,90.8,75.4,5.6,3,2,0.49,False
EUR_JPY,30,atr,0.0,5.0,1.0,10.0,0.0,2.5888859010436064e+17,2633924661984547.0,0.996,1290,95.8,79.8,3.5,2,2,0.005,False
EUR_JPY,30,atr,0.0,2.0,1.0,10.0,0.15,-5.362312329936696e+18,-7.516946428231503e+18,0.0,5934,62.4,59.3,10.1,1,0,1.0,False
EUR_JPY,30,atr,0.0,3.0,1.0,10.0,0.15,-7.260994547075539e+17,-1.9700749273866785e+18,0.13,2479,83.6,69.8,7.2,2,2,0.845,False
EUR_JPY,30,atr,0.0,4.0,1.0,10.0,0.15,-6.11055420956853e+16,-3.385200065346998e+17,0.392,1689,92.3,75.4,5.4,2,2,0.515,False
EUR_JPY,30,atr,0.0,5.0,1.0,10.0,0.15,2.5694048269395283e+17,1711355821172333.0,0.96,1228,96.5,79.2,2.9,1,2,0.095,False
GBP_USD,20,fixed,30.0,0.0,0.5,6.0,0.0,5.152385478175978e+17,-9.960159733028104e+17,0.712,1618,98.2,82.3,1.7,2,3,0.34,False
GBP_USD,20,fixed,50.0,0.0,0.5,6.0,0.0,49.7,25.7,1.0,379,99.7,90.8,1.3,3,3,0.0,True
GBP_USD,20,fixed,30.0,0.0,0.5,6.0,0.15,3.307145782709017e+17,-1.4072686629960074e+18,0.638,1339,98.6,81.3,1.8,2,3,0.32,False
GBP_USD,20,fixed,50.0,0.0,0.5,6.0,0.15,31.3,12.9,1.0,303,99.7,91.7,1.0,3,3,0.0,True
GBP_USD,20,fixed,30.0,0.0,0.5,10.0,0.0,1.8540868895217926e+17,-7.104375431093649e+17,0.646,1286,98.3,72.3,2.6,2,2,0.355,False
GBP_USD,20,fixed,50.0,0.0,0.5,10.0,0.0,73.3,43.2,1.0,326,99.7,83.1,2.1,3,3,0.0,True
GBP_USD,20,fixed,30.0,0.0,0.5,10.0,0.15,-5.916078626511252e+17,-1.9666229700392271e+18,0.258,1114,98.6,71.9,2.8,2,1,0.675,False
GBP_USD,20,fixed,50.0,0.0,0.5,10.0,0.15,47.0,23.3,1.0,278,99.7,85.3,1.4,3,3,0.0,True
GBP_USD,20,fixed,30.0,0.0,0.7,6.0,0.0,-3182.3,-10942.3,0.348,1508,98.2,83.0,1.8,2,2,0.55,False
GBP_USD,20,fixed,50.0,0.0,0.7,6.0,0.0,132.3,44.5,1.0,369,99.7,90.8,2.4,3,3,0.0,True
GBP_USD,20,fixed,30.0,0.0,0.7,6.0,0.15,-3356.2,-10962.0,0.374,1260,98.6,81.7,2.2,2,2,0.49,False
GBP_USD,20,fixed,50.0,0.0,0.7,6.0,0.15,70.0,26.9,1.0,292,99.7,91.4,2.4,3,3,0.0,True
GBP_USD,20,fixed,30.0,0.0,0.7,10.0,0.0,-3249.0,-11052.0,0.342,1190,98.4,73.5,2.8,2,2,0.5,False
GBP_USD,20,fixed,50.0,0.0,0.7,10.0,0.0,155.6,67.0,1.0,317,99.7,84.2,3.5,3,3,0.0,True
GBP_USD,20,fixed,30.0,0.0,0.7,10.0,0.15,-3384.2,-10975.2,0.354,1030,98.7,72.9,3.3,2,2,0.48,False
GBP_USD,20,fixed,50.0,0.0,0.7,10.0,0.15,90.9,38.5,1.0,270,99.7,85.9,3.3,3,3,0.0,True
GBP_USD,20,fixed,30.0,0.0,1.0,6.0,0.0,134.5,-920.8,0.614,1357,98.2,83.3,3.8,0,2,0.41,False
GBP_USD,20,fixed,50.0,0.0,1.0,6.0,0.0,-23.8,-164.1,0.398,345,99.7,90.4,3.5,3,2,0.405,False
GBP_USD,20,fixed,30.0,0.0,1.0,6.0,0.15,103.8,-836.0,0.58,1134,98.6,82.5,4.7,0,2,0.43,False
GBP_USD,20,fixed,50.0,0.0,1.0,6.0,0.15,48.7,24.7,1.0,283,99.7,91.2,2.8,3,3,0.0,True
GBP_USD,20,fixed,30.0,0.0,1.0,10.0,0.0,-386.5,-1562.6,0.294,1010,98.4,73.4,5.8,0,1,0.725,False
GBP_USD,20,fixed,50.0,0.0,1.0,10.0,0.0,-18.6,-181.1,0.42,298,99.7,84.6,4.7,3,2,0.485,False
GBP_USD,20,fixed,30.0,0.0,1.0,10.0,0.15,148.5,-872.6,0.626,893,98.7,72.6,6.5,1,2,0.38,False
GBP_USD,20,fixed,50.0,0.0,1.0,10.0,0.15,59.2,34.5,1.0,260,99.7,85.8,4.2,3,3,0.0,True
GBP_USD,20,atr,0.0,2.0,0.5,6.0,0.0,-3.5593983442912973e+18,-6.12465285452629e+18,0.026,11798,55.4,65.3,4.7,1,0,0.97,False
GBP_USD,20,atr,0.0,3.0,0.5,6.0,0.0,-2.6548081908679e+18,-4.613134331779079e+18,0.004,5960,83.0,69.9,4.6,2,0,0.99,False
GBP_USD,20,atr,0.0,4.0,0.5,6.0,0.0,-4.9870739960384704e+17,-1.674123445629026e+18,0.272,3262,94.2,71.4,5.0,2,1,0.69,False
GBP_USD,20,atr,0.0,5.0,0.5,6.0,0.0,-2.5039415311452144e+17,-1.3371658259182659e+18,0.38,1746,97.9,71.5,6.5,3,1,0.62,False
GBP_USD,20,atr,0.0,2.0,0.5,6.0,0.15,-4.870731566985618e+18,-7.701369007477629e+18,0.004,10588,69.3,65.6,4.8,1,0,0.995,False
GBP_USD,20,atr,0.0,3.0,0.5,6.0,0.15,-1.3374384704746092e+18,-3.522230525188104e+18,0.114,5409,86.9,69.6,4.5,2,0,0.855,False
GBP_USD,20,atr,0.0,4.0,0.5,6.0,0.15,-1.0166853476289293e+18,-2.3748134093594614e+18,0.094,2879,95.3,70.6,5.0,2,1,0.905,False
GBP_USD,20,atr,0.0,5.0,0.5,6.0,0.15,-1.3991478766837802e+17,-1.1826590730885112e+18,0.418,1492,98.3,72.6,6.2,3,1,0.59,False
GBP_USD,20,atr,0.0,2.0,0.5,10.0,0.0,-4.436260822210505e+18,-6.552033655833244e+18,0.0,10746,56.0,63.1,5.0,1,0,0.995,False
GBP_USD,20,atr,0.0,3.0,0.5,10.0,0.0,-1.968262857829101e+18,-4.086112785043505e+18,0.042,5098,82.6,64.8,5.1,2,0,0.915,False
GBP_USD,20,atr,0.0,4.0,0.5,10.0,0.0,-730163277502571.1,-1.0059589710261156e+18,0.526,2693,94.0,65.0,5.5,2,2,0.535,False
GBP_USD,20,atr,0.0,5.0,0.5,10.0,0.0,2.4306368645867872e+17,-7.922240314086808e+17,0.644,1537,97.8,64.2,7.2,3,2,0.355,False
GBP_USD,20,atr,0.0,2.0,0.5,10.0,0.15,-5.91265710403343e+18,-8.328168114157239e+18,0.0,9829,68.8,63.1,5.2,1,0,1.0,False
GBP_USD,20,atr,0.0,3.0,0.5,10.0,0.15,-1.0979742987149253e+18,-3.2212801553730954e+18,0.146,4697,86.3,64.3,4.9,2,0,0.81,False
GBP_USD,20,atr,0.0,4.0,0.5,10.0,0.15,-6.794105060557932e+17,-1.9870189264790095e+18,0.184,2457,95.1,64.4,5.7,2,1,0.785,False
GBP_USD,20,atr,0.0,5.0,0.5,10.0,0.15,6.219693544873259e+16,-9.072403496160558e+17,0.536,1343,98.3,65.4,6.5,3,1,0.48,False
GBP_USD,20,atr,0.0,2.0,0.7,6.0,0.0,-2.6520060342631926e+18,-5.52524046335586e+18,0.08,9148,52.7,63.0,6.5,2,1,0.93,False
GBP_USD,20,atr,0.0,3.0,0.7,6.0,0.0,-9.858961646043802e+17,-2.349392681591749e+18,0.088,4869,82.9,69.4,5.5,2,1,0.895,False
GBP_USD,20,atr,0.0,4.0,0.7,6.0,0.0,-9.559126238107942e+17,-2.3917976672419507e+18,0.122,2845,94.2,72.0,5.6,2,2,0.895,False
GBP_USD,20,atr,0.0,5.0,0.7,6.0,0.0,-8131154441836474.0,-6.481990377070765e+17,0.548,1609,97.9,73.0,6.0,3,2,0.515,False
GBP_USD,20,atr,0.0,2.0,0.7,6.0,0.15,-2.559275752021653e+18,-5.253193905260888e+18,0.094,8312,68.4,63.2,6.4,1,0,0.915,False
GBP_USD,20,atr,0.0,3.0,0.7,6.0,0.15,-7.638590066393457e+17,-2.387043964165895e+18,0.182,4462,86.8,69.3,5.8,3,1,0.775,False
GBP_USD,20,atr,0.0,4.0,0.7,6.0,0.15,-9.531591352498516e+17,-2.41264734676312e+18,0.116,2553,95.4,71.6,5.5,2,2,0.845,False
GBP_USD,20,atr,0.0,5.0,0.7,6.0,0.15,1.5883237165841626e+17,-3.972038045602114e+17,0.734,1423,98.3,74.3,5.5,3,2,0.325,False
GBP_USD,20,atr,0.0,2.0,0.7,10.0,0.0,-4.2111987492167137e+18,-6.352539139469494e+18,0.0,7692,51.3,57.3,7.3,1,0,1.0,False
GBP_USD,20,atr,0.0,3.0,0.7,10.0,0.0,-8.736418074288113e+17,-2.4327656803967923e+18,0.122,3897,81.4,62.2,6.3,3,1,0.87,False
GBP_USD,20,atr,0.0,4.0,0.7,10.0,0.0,7.64425194291678e+17,-6.394653284903594e+17,0.802,2246,94.0,64.6,6.0,3,2,0.195,False
GBP_USD,20,atr,0.0,5.0,0.7,10.0,0.0,1.7004906573640083e+17,-3.625256260313801e+17,0.718,1345,97.9,64.7,7.4,2,3,0.335,False
GBP_USD,20,atr,0.0,2.0,0.7,10.0,0.15,-4.3708326645596093e+18,-6.14953132084618e+18,0.0,7105,66.8,57.5,7.4,1,0,1.0,False
GBP_USD,20,atr,0.0,3.0,0.7,10.0,0.15,-8.204244939085482e+17,-2.0382294256939277e+18,0.14,3530,85.5,60.7,6.6,3,1,0.85,False
