half_zone_mult,target_mult,median_half_zone_pips,median_target_pips,median_ez_ratio,n_cycles,net_pnl_pips,mean_pnl_pips,win_rate,sharpe,sqn,profit_factor,max_dd_pips,avg_legs,max_legs_hit_pct
0.7000000000000002,1.5,8.90319748215356,108.44732904241155,6.090358506581145,17494,57624.67090211694,3.2939676976172936,0.8372584886246713,0.05548974997845578,7.339345440680374,1.3353579512135605,-2648.662607112019,3.808734423230822,0.3120498456613696
0.7000000000000002,1.25,8.90319748215356,90.37277420200962,5.075298755484288,17494,55544.361002920516,3.1750520751640856,0.8374871384474677,0.053907084824339535,7.130014414905404,1.3217089926059846,-2674.0269657774443,3.8083914484966273,0.3118783582942723
0.7000000000000002,1.0,8.90319748215356,72.2982193616077,4.06023900438743,17433,50896.192364464034,2.9195314842232567,0.8376642000803075,0.05075272454590513,6.701089623210343,1.292019202990433,-2809.0730049401427,3.7987150805942753,0.31056043136580047
0.9000000000000001,3.25,11.44696819134029,234.969212925225,10.263381927757118,14951,42494.00133938916,2.8422180014306173,0.8573339575948097,0.04788073482766619,5.854582465124653,1.3036775670234775,-2421.6129053822915,3.433549595344793,0.2703498093772992
0.9000000000000001,3.0,11.44696819134029,216.8946580848231,9.47389101023734,14951,42328.33019042515,2.831137060425734,0.8573339575948097,0.047653904179040675,5.826846910464193,1.3021359081620585,-2421.6129053822915,3.433549595344793,0.2703498093772992
0.9000000000000001,2.75,11.44696819134029,198.82010324442118,8.684400092717562,14951,42313.10918033672,2.8301190007582586,0.8574008427529931,0.047623763640634115,5.823161497776197,1.3019828736507852,-2421.6129053822915,3.433549595344793,0.2703498093772992
0.9000000000000001,2.5,11.44696819134029,180.74554840401925,7.894909175197783,14951,42164.023304455564,2.8201473683670364,0.85753461306936,0.047356465284092666,5.790477783192518,1.300360681878828,-2421.6129053822915,3.433549595344793,0.2703498093772992
0.9000000000000001,2.25,11.44696819134029,162.67099356361732,7.1054182576780045,14951,42067.111579524746,2.813665412315213,0.8576014982275433,0.04718897179833932,5.769997637508799,1.2993405410054046,-2421.6129053822915,3.433549595344793,0.2703498093772992
0.9000000000000001,2.0,11.44696819134029,144.5964387232154,6.315927340158226,14951,41874.07581453424,2.8007541846387696,0.8576014982275433,0.04684342801900143,5.7277465200452555,1.2973777158872788,-2440.1775677537225,3.433549595344793,0.2703498093772992
0.7000000000000002,3.25,8.90319748215356,234.969212925225,13.195776764259149,17203,46216.34038149498,2.686527953350868,0.8312503633087253,0.045974806729846725,6.030065184948319,1.2632520090470503,-2471.2507251351517,3.847410335406615,0.3163401732256002
