pair,pip,swing_w,cluster_tol,min_touches,wick_thresh,stop_atr_frac,range_bars,tgt_pips,ppd,p5,p_pos,nc,hit_pct,stop_pct,perm_p,is_wf,oos_wf,gate_pass
EUR_JPY,0.01,5,10,2,0.15,1.5,50,30,-2.0,-7.2,0.268,2990,39.7,60.3,0.73,2,1,False
EUR_JPY,0.01,5,10,2,0.15,1.5,100,15,-10.3,-15.1,0.0,5546,55.7,44.3,1.0,0,0,False
EUR_JPY,0.01,5,10,2,0.15,1.5,100,20,-4.7,-9.6,0.048,4322,49.2,50.8,0.965,2,1,False
EUR_JPY,0.01,5,10,2,0.15,1.5,100,25,-4.6,-9.7,0.054,3519,43.6,56.4,0.925,2,1,False
EUR_JPY,0.01,5,10,2,0.15,1.5,100,30,-1.9,-6.6,0.26,3003,39.7,60.3,0.715,2,1,False
EUR_JPY,0.01,5,10,2,0.25,0.5,0,15,-10.5,-14.6,0.0,7661,42.1,57.9,1.0,0,1,False
EUR_JPY,0.01,5,10,2,0.25,0.5,0,20,-4.9,-9.2,0.032,6147,35.7,64.3,0.965,2,1,False
EUR_JPY,0.01,5,10,2,0.25,0.5,0,25,-2.6,-7.3,0.208,5133,31.0,69.0,0.835,2,1,False
EUR_JPY,0.01,5,10,2,0.25,0.5,0,30,-0.1,-4.2,0.492,4473,27.7,72.3,0.48,2,1,False
EUR_JPY,0.01,5,10,2,0.25,0.5,50,15,-17.7,-22.2,0.0,7567,40.2,59.8,1.0,0,0,False
EUR_JPY,0.01,5,10,2,0.25,0.5,50,20,-10.4,-14.6,0.0,6095,34.3,65.7,1.0,0,0,False
EUR_JPY,0.01,5,10,2,0.25,0.5,50,25,-8.1,-12.6,0.002,5136,29.6,70.4,1.0,2,0,False
EUR_JPY,0.01,5,10,2,0.25,0.5,50,30,-5.5,-10.1,0.058,4526,26.3,73.7,0.985,1,1,False
EUR_JPY,0.01,5,10,2,0.25,0.5,100,15,-15.1,-18.8,0.0,7577,40.9,59.1,1.0,0,0,False
EUR_JPY,0.01,5,10,2,0.25,0.5,100,20,-8.0,-12.3,0.0,6105,34.9,65.1,1.0,0,1,False
EUR_JPY,0.01,5,10,2,0.25,0.5,100,25,-5.7,-10.5,0.018,5108,30.2,69.8,0.98,2,1,False
EUR_JPY,0.01,5,10,2,0.25,0.5,100,30,-3.1,-7.6,0.134,4495,27.0,73.0,0.85,1,1,False
EUR_JPY,0.01,5,10,2,0.25,1.0,0,15,-8.4,-12.4,0.0,6157,50.7,49.3,1.0,0,0,False
EUR_JPY,0.01,5,10,2,0.25,1.0,0,20,-4.3,-9.0,0.054,4810,43.9,56.1,0.955,2,1,False
EUR_JPY,0.01,5,10,2,0.25,1.0,0,25,-3.6,-8.1,0.102,4008,38.3,61.7,0.87,2,1,False
EUR_JPY,0.01,5,10,2,0.25,1.0,0,30,-1.2,-6.0,0.336,3489,34.6,65.4,0.695,2,1,False
EUR_JPY,0.01,5,10,2,0.25,1.0,50,15,-14.0,-18.4,0.0,6043,49.0,51.0,1.0,0,0,False
EUR_JPY,0.01,5,10,2,0.25,1.0,50,20,-9.4,-13.6,0.0,4745,42.3,57.7,1.0,0,0,False
EUR_JPY,0.01,5,10,2,0.25,1.0,50,25,-9.6,-14.7,0.0,3994,36.4,63.6,1.0,1,0,False
EUR_JPY,0.01,5,10,2,0.25,1.0,50,30,-7.0,-11.6,0.002,3456,32.9,67.1,0.99,1,0,False
EUR_JPY,0.01,5,10,2,0.25,1.0,100,15,-12.9,-16.9,0.0,6058,49.4,50.6,1.0,0,0,False
EUR_JPY,0.01,5,10,2,0.25,1.0,100,20,-7.1,-11.5,0.006,4784,43.0,57.0,1.0,0,0,False
EUR_JPY,0.01,5,10,2,0.25,1.0,100,25,-6.7,-11.1,0.008,4008,37.3,62.7,0.985,1,1,False
EUR_JPY,0.01,5,10,2,0.25,1.0,100,30,-3.8,-8.7,0.096,3488,33.7,66.3,0.895,1,1,False
EUR_JPY,0.01,5,10,2,0.25,1.5,0,15,-9.0,-13.6,0.0,5232,56.6,43.4,1.0,0,0,False
EUR_JPY,0.01,5,10,2,0.25,1.5,0,20,-6.5,-11.7,0.01,4029,49.4,50.6,0.99,2,0,False
EUR_JPY,0.01,5,10,2,0.25,1.5,0,25,-5.4,-10.1,0.034,3344,43.9,56.1,0.955,2,1,False
EUR_JPY,0.01,5,10,2,0.25,1.5,0,30,-5.5,-10.3,0.028,2858,39.1,60.9,0.98,2,1,False
EUR_JPY,0.01,5,10,2,0.25,1.5,50,15,-14.0,-18.0,0.0,5080,55.1,44.9,1.0,0,0,False
EUR_JPY,0.01,5,10,2,0.25,1.5,50,20,-10.5,-15.3,0.0,3964,48.1,51.9,1.0,0,0,False
EUR_JPY,0.01,5,10,2,0.25,1.5,50,25,-10.3,-15.1,0.002,3282,42.3,57.7,1.0,2,0,False
EUR_JPY,0.01,5,10,2,0.25,1.5,50,30,-10.2,-14.9,0.002,2853,37.5,62.5,1.0,1,0,False
EUR_JPY,0.01,5,10,2,0.25,1.5,100,15,-13.5,-17.4,0.0,5087,55.3,44.7,1.0,0,0,False
EUR_JPY,0.01,5,10,2,0.25,1.5,100,20,-8.7,-12.9,0.0,3992,48.7,51.3,1.0,0,0,False
EUR_JPY,0.01,5,10,2,0.25,1.5,100,25,-7.9,-13.0,0.004,3298,43.1,56.9,1.0,1,0,False
EUR_JPY,0.01,5,10,2,0.25,1.5,100,30,-7.8,-13.0,0.006,2863,38.2,61.8,0.995,1,1,False
EUR_JPY,0.01,5,10,2,0.35,0.5,0,15,-11.7,-15.6,0.0,6793,42.0,58.0,1.0,0,0,False
EUR_JPY,0.01,5,10,2,0.35,0.5,0,20,-6.6,-10.7,0.01,5588,35.7,64.3,0.995,2,1,False
EUR_JPY,0.01,5,10,2,0.35,0.5,0,25,-2.9,-7.7,0.152,4725,31.4,68.6,0.88,2,1,False
EUR_JPY,0.01,5,10,2,0.35,0.5,0,30,-0.7,-5.3,0.368,4161,28.0,72.0,0.56,2,1,False
EUR_JPY,0.01,5,10,2,0.35,0.5,50,15,-17.9,-21.7,0.0,6695,40.0,60.0,1.0,0,0,False
EUR_JPY,0.01,5,10,2,0.35,0.5,50,20,-12.1,-16.4,0.0,5569,34.0,66.0,1.0,0,0,False
EUR_JPY,0.01,5,10,2,0.35,0.5,50,25,-9.0,-13.2,0.0,4770,29.5,70.5,1.0,1,0,False
EUR_JPY,0.01,5,10,2,0.35,0.5,50,30,-5.5,-9.7,0.022,4211,26.5,73.5,0.98,0,1,False
EUR_JPY,0.01,5,10,2,0.35,0.5,100,15,-16.1,-19.7,0.0,6717,40.5,59.5,1.0,0,0,False
EUR_JPY,0.01,5,10,2,0.35,0.5,100,20,-10.6,-14.5,0.0,5563,34.4,65.6,1.0,0,0,False
EUR_JPY,0.01,5,10,2,0.35,0.5,100,25,-7.0,-11.0,0.0,4750,30.1,69.9,0.99,1,1,False
EUR_JPY,0.01,5,10,2,0.35,0.5,100,30,-4.2,-8.7,0.078,4192,26.9,73.1,0.965,0,1,False
EUR_JPY,0.01,5,10,2,0.35,1.0,0,15,-10.4,-14.8,0.0,5528,50.3,49.7,1.0,0,0,False
EUR_JPY,0.01,5,10,2,0.35,1.0,0,20,-6.7,-11.5,0.01,4458,43.3,56.7,1.0,0,0,False
EUR_JPY,0.01,5,10,2,0.35,1.0,0,25,-3.5,-8.0,0.102,3730,38.6,61.4,0.9,2,1,False
EUR_JPY,0.01,5,10,2,0.35,1.0,0,30,-1.3,-5.5,0.318,3303,34.8,65.2,0.645,2,1,False
EUR_JPY,0.01,5,10,2,0.35,1.0,50,15,-15.5,-19.7,0.0,5416,48.5,51.5,1.0,0,0,False
EUR_JPY,0.01,5,10,2,0.35,1.0,50,20,-12.3,-16.5,0.0,4410,41.5,58.5,1.0,0,0,False
EUR_JPY,0.01,5,10,2,0.35,1.0,50,25,-8.6,-12.6,0.002,3709,36.8,63.2,0.995,0,0,False
EUR_JPY,0.01,5,10,2,0.35,1.0,50,30,-5.5,-10.1,0.016,3290,33.4,66.6,0.985,0,1,False
EUR_JPY,0.01,5,10,2,0.35,1.0,100,15,-14.8,-18.5,0.0,5445,48.9,51.1,1.0,0,0,False
EUR_JPY,0.01,5,10,2,0.35,1.0,100,20,-11.3,-15.6,0.0,4423,41.8,58.2,1.0,0,0,False
EUR_JPY,0.01,5,10,2,0.35,1.0,100,25,-7.4,-12.0,0.002,3722,37.2,62.8,0.995,0,1,False
EUR_JPY,0.01,5,10,2,0.35,1.0,100,30,-5.3,-9.8,0.016,3284,33.5,66.5,0.97,0,1,False
EUR_JPY,0.01,5,10,2,0.35,1.5,0,15,-12.2,-16.8,0.0,4716,55.8,44.2,1.0,0,0,False
EUR_JPY,0.01,5,10,2,0.35,1.5,0,20,-7.9,-12.2,0.004,3741,49.1,50.9,1.0,2,0,False
EUR_JPY,0.01,5,10,2,0.35,1.5,0,25,-6.1,-10.8,0.024,3130,43.8,56.2,0.99,2,1,False
EUR_JPY,0.01,5,10,2,0.35,1.5,0,30,-3.3,-7.8,0.152,2737,39.9,60.1,0.89,2,1,False
EUR_JPY,0.01,5,10,2,0.35,1.5,50,15,-16.6,-20.6,0.0,4602,54.3,45.7,1.0,0,0,False
EUR_JPY,0.01,5,10,2,0.35,1.5,50,20,-12.2,-16.9,0.0,3698,47.6,52.4,1.0,0,0,False
EUR_JPY,0.01,5,10,2,0.35,1.5,50,25,-10.4,-15.3,0.0,3092,42.2,57.8,1.0,1,0,False
EUR_JPY,0.01,5,10,2,0.35,1.5,50,30,-8.0,-12.4,0.0,2711,38.2,61.8,0.995,1,0,False
EUR_JPY,0.01,5,10,2,0.35,1.5,100,15,-15.1,-19.5,0.0,4614,54.8,45.2,1.0,0,0,False
EUR_JPY,0.01,5,10,2,0.35,1.5,100,20,-10.5,-14.8,0.0,3699,48.1,51.9,1.0,0,0,False
EUR_JPY,0.01,5,10,2,0.35,1.5,100,25,-7.8,-12.1,0.004,3105,43.1,56.9,0.995,0,1,False
EUR_JPY,0.01,5,10,2,0.35,1.5,100,30,-5.9,-10.9,0.016,2725,38.9,61.1,0.975,0,1,False
GBP_USD,0.0001,5,10,2,0.0,0.5,0,15,2.0,-1.2,0.846,6943,34.6,65.4,0.145,3,2,False
GBP_USD,0.0001,5,10,2,0.0,0.5,0,20,5.0,1.6,0.992,5352,29.4,70.6,0.005,3,3,True
GBP_USD,0.0001,5,10,2,0.0,0.5,0,25,6.3,2.3,0.996,4376,25.4,74.6,0.0,3,3,True
GBP_USD,0.0001,5,10,2,0.0,0.5,0,30,9.3,6.0,1.0,3652,23.4,76.6,0.0,3,3,True
GBP_USD,0.0001,5,10,2,0.0,0.5,50,15,-1.0,-4.8,0.282,6949,33.5,66.5,0.65,3,1,False
GBP_USD,0.0001,5,10,2,0.0,0.5,50,20,3.2,-0.5,0.918,5340,28.7,71.3,0.065,3,3,False
GBP_USD,0.0001,5,10,2,0.0,0.5,50,25,5.2,2.1,0.994,4351,25.1,74.9,0.005,3,3,True
GBP_USD,0.0001,5,10,2,0.0,0.5,50,30,8.5,4.9,1.0,3670,23.2,76.8,0.0,3,3,True
GBP_USD,0.0001,5,10,2,0.0,0.5,100,15,-0.3,-3.5,0.406,6951,33.7,66.3,0.545,3,1,False
GBP_USD,0.0001,5,10,2,0.0,0.5,100,20,2.8,-0.6,0.91,5373,28.6,71.4,0.085,3,3,False
GBP_USD,0.0001,5,10,2,0.0,0.5,100,25,5.2,1.9,0.99,4375,25.0,75.0,0.005,3,3,True
GBP_USD,0.0001,5,10,2,0.0,0.5,100,30,8.2,4.5,1.0,3671,23.1,76.9,0.0,3,3,True
GBP_USD,0.0001,5,10,2,0.0,1.0,0,15,2.2,-1.2,0.848,5406,42.5,57.5,0.115,3,1,False
GBP_USD,0.0001,5,10,2,0.0,1.0,0,20,4.9,1.3,0.984,4078,36.9,63.1,0.015,3,3,True
GBP_USD,0.0001,5,10,2,0.0,1.0,0,25,4.3,0.7,0.982,3359,31.7,68.3,0.03,3,2,False
GBP_USD,0.0001,5,10,2,0.0,1.0,0,30,8.7,5.3,1.0,2805,29.8,70.2,0.0,3,3,True
GBP_USD,0.0001,5,10,2,0.0,1.0,50,15,0.5,-2.8,0.584,5332,41.9,58.1,0.39,3,1,False
GBP_USD,0.0001,5,10,2,0.0,1.0,50,20,3.9,0.1,0.952,4070,36.4,63.6,0.04,3,2,False
GBP_USD,0.0001,5,10,2,0.0,1.0,50,25,4.3,0.7,0.97,3339,31.7,68.3,0.025,3,3,True
GBP_USD,0.0001,5,10,2,0.0,1.0,50,30,8.6,5.0,1.0,2798,29.7,70.3,0.0,3,3,True
GBP_USD,0.0001,5,10,2,0.0,1.0,100,15,0.7,-2.8,0.68,5363,41.9,58.1,0.355,3,1,False
GBP_USD,0.0001,5,10,2,0.0,1.0,100,20,3.7,0.2,0.956,4062,36.4,63.6,0.06,3,2,False
GBP_USD,0.0001,5,10,2,0.0,1.0,100,25,4.6,1.1,0.99,3343,31.8,68.2,0.03,3,3,True
GBP_USD,0.0001,5,10,2,0.0,1.0,100,30,8.0,4.2,1.0,2804,29.6,70.4,0.0,3,3,True
GBP_USD,0.0001,5,10,2,0.0,1.5,0,15,3.5,-0.2,0.948,4431,49.2,50.8,0.055,3,2,False
GBP_USD,0.0001,5,10,2,0.0,1.5,0,20,4.4,0.6,0.972,3344,42.7,57.3,0.02,3,3,True
GBP_USD,0.0001,5,10,2,0.0,1.5,0,25,6.2,2.5,0.996,2696,38.1,61.9,0.0,3,3,True
GBP_USD,0.0001,5,10,2,0.0,1.5,0,30,6.8,3.2,0.996,2273,34.5,65.5,0.0,3,3,True
GBP_USD,0.0001,5,10,2,0.0,1.5,50,15,2.5,-1.1,0.864,4447,48.7,51.3,0.095,3,2,False
GBP_USD,0.0001,5,10,2,0.0,1.5,50,20,3.9,0.5,0.974,3322,42.4,57.6,0.03,3,2,False
GBP_USD,0.0001,5,10,2,0.0,1.5,50,25,5.3,1.6,0.998,2687,37.8,62.2,0.005,3,3,True
GBP_USD,0.0001,5,10,2,0.0,1.5,50,30,6.9,3.4,1.0,2273,34.4,65.6,0.0,3,3,True
GBP_USD,0.0001,5,10,2,0.0,1.5,100,15,1.9,-1.6,0.826,4450,48.5,51.5,0.135,3,2,False
GBP_USD,0.0001,5,10,2,0.0,1.5,100,20,4.0,0.9,0.974,3339,42.4,57.6,0.05,3,2,False
GBP_USD,0.0001,5,10,2,0.0,1.5,100,25,4.7,1.1,0.984,2705,37.5,62.5,0.025,3,3,True
GBP_USD,0.0001,5,10,2,0.0,1.5,100,30,6.1,2.0,0.998,2288,34.1,65.9,0.0,3,3,True
GBP_USD,0.0001,5,10,2,0.15,0.5,0,15,-1.6,-4.8,0.2,6430,34.0,66.0,0.785,1,1,False
GBP_USD,0.0001,5,10,2,0.15,0.5,0,20,1.4,-2.0,0.724,5075,28.4,71.6,0.255,3,2,False
GBP_USD,0.0001,5,10,2,0.15,0.5,0,25,2.5,-1.0,0.882,4217,24.2,75.8,0.125,3,2,False
GBP_USD,0.0001,5,10,2,0.15,0.5,0,30,4.0,0.7,0.972,3609,21.5,78.5,0.035,3,3,True
GBP_USD,0.0001,5,10,2,0.15,0.5,50,15,-5.2,-8.5,0.0,6436,32.7,67.3,1.0,1,0,False
GBP_USD,0.0001,5,10,2,0.15,0.5,50,20,-0.7,-4.0,0.348,5061,27.7,72.3,0.65,1,1,False
GBP_USD,0.0001,5,10,2,0.15,0.5,50,25,0.4,-3.0,0.584,4241,23.5,76.5,0.455,3,1,False
GBP_USD,0.0001,5,10,2,0.15,0.5,50,30,2.6,-0.9,0.868,3671,21.0,79.0,0.12,3,1,False
GBP_USD,0.0001,5,10,2,0.15,0.5,100,15,-4.9,-8.0,0.006,6429,32.9,67.1,1.0,1,0,False
GBP_USD,0.0001,5,10,2,0.15,0.5,100,20,-1.1,-4.2,0.302,5094,27.6,72.4,0.71,1,1,False
GBP_USD,0.0001,5,10,2,0.15,0.5,100,25,-0.4,-3.5,0.434,4269,23.3,76.7,0.63,3,1,False
GBP_USD,0.0001,5,10,2,0.15,0.5,100,30,2.6,-0.7,0.876,3667,21.0,79.0,0.135,3,2,False
GBP_USD,0.0001,5,10,2,0.15,1.0,0,15,-1.7,-5.2,0.204,5042,41.6,58.4,0.795,2,1,False
GBP_USD,0.0001,5,10,2,0.15,1.0,0,20,0.4,-2.8,0.56,3900,35.6,64.4,0.47,2,1,False
GBP_USD,0.0001,5,10,2,0.15,1.0,0,25,1.1,-2.2,0.698,3202,30.6,69.4,0.29,3,1,False
GBP_USD,0.0001,5,10,2,0.15,1.0,0,30,4.2,0.6,0.972,2729,28.0,72.0,0.04,3,2,False
GBP_USD,0.0001,5,10,2,0.15,1.0,50,15,-4.5,-8.0,0.012,5019,40.4,59.6,0.99,0,0,False
GBP_USD,0.0001,5,10,2,0.15,1.0,50,20,-0.2,-3.7,0.454,3868,35.3,64.7,0.52,1,2,False
GBP_USD,0.0001,5,10,2,0.15,1.0,50,25,-0.8,-3.9,0.354,3189,29.8,70.2,0.59,1,1,False
GBP_USD,0.0001,5,10,2,0.15,1.0,50,30,3.0,-0.6,0.904,2739,27.4,72.6,0.055,3,2,False
GBP_USD,0.0001,5,10,2,0.15,1.0,100,15,-3.7,-6.7,0.024,5012,40.7,59.3,0.975,1,0,False
GBP_USD,0.0001,5,10,2,0.15,1.0,100,20,-0.8,-4.2,0.35,3890,35.1,64.9,0.6,2,2,False
GBP_USD,0.0001,5,10,2,0.15,1.0,100,25,-1.1,-4.5,0.312,3200,29.7,70.3,0.7,2,2,False
GBP_USD,0.0001,5,10,2,0.15,1.0,100,30,2.8,-0.8,0.906,2737,27.4,72.6,0.13,3,2,False
GBP_USD,0.0001,5,10,2,0.15,1.5,0,15,0.0,-3.3,0.49,4140,48.2,51.8,0.51,2,1,False
GBP_USD,0.0001,5,10,2,0.15,1.5,0,20,0.6,-3.0,0.556,3226,41.3,58.7,0.395,2,1,False
GBP_USD,0.0001,5,10,2,0.15,1.5,0,25,2.8,-1.0,0.87,2572,36.9,63.1,0.085,3,2,False
GBP_USD,0.0001,5,10,2,0.15,1.5,0,30,4.5,0.4,0.966,2214,33.3,66.7,0.03,3,2,False
GBP_USD,0.0001,5,10,2,0.15,1.5,50,15,-2.5,-5.7,0.102,4124,46.9,53.1,0.865,1,1,False
GBP_USD,0.0001,5,10,2,0.15,1.5,50,20,0.6,-2.7,0.628,3210,41.2,58.8,0.41,1,1,False
GBP_USD,0.0001,5,10,2,0.15,1.5,50,25,0.9,-2.7,0.648,2568,35.9,64.1,0.36,2,2,False
GBP_USD,0.0001,5,10,2,0.15,1.5,50,30,2.8,-1.1,0.88,2214,32.5,67.5,0.13,2,2,False
GBP_USD,0.0001,5,10,2,0.15,1.5,100,15,-2.5,-5.7,0.118,4119,47.0,53.0,0.86,1,1,False
GBP_USD,0.0001,5,10,2,0.15,1.5,100,20,0.1,-3.5,0.552,3219,41.0,59.0,0.485,2,2,False
GBP_USD,0.0001,5,10,2,0.15,1.5,100,25,0.3,-3.3,0.556,2574,35.7,64.3,0.475,2,1,False
GBP_USD,0.0001,5,10,2,0.15,1.5,100,30,2.5,-0.7,0.902,2218,32.4,67.6,0.14,3,2,False
GBP_USD,0.0001,5,10,2,0.25,0.5,0,15,-4.4,-7.4,0.008,5946,33.5,66.5,0.995,1,1,False
GBP_USD,0.0001,5,10,2,0.25,0.5,0,20,-1.1,-4.4,0.268,4729,28.0,72.0,0.765,3,1,False
GBP_USD,0.0001,5,10,2,0.25,0.5,0,25,-0.3,-3.5,0.494,3948,23.8,76.2,0.515,3,2,False
GBP_USD,0.0001,5,10,2,0.25,0.5,0,30,1.1,-2.7,0.676,3372,21.1,78.9,0.32,3,2,False
GBP_USD,0.0001,5,10,2,0.25,0.5,50,15,-8.3,-11.1,0.0,5925,32.0,68.0,1.0,0,0,False
GBP_USD,0.0001,5,10,2,0.25,0.5,50,20,-3.7,-7.1,0.042,4725,27.0,73.0,0.975,1,0,False
GBP_USD,0.0001,5,10,2,0.25,0.5,50,25,-2.1,-5.4,0.102,3960,23.1,76.9,0.885,2,1,False
GBP_USD,0.0001,5,10,2,0.25,0.5,50,30,-1.2,-4.8,0.29,3422,20.2,79.8,0.71,3,1,False
GBP_USD,0.0001,5,10,2,0.25,0.5,100,15,-7.8,-10.7,0.0,5947,32.2,67.8,1.0,1,0,False
GBP_USD,0.0001,5,10,2,0.25,0.5,100,20,-3.4,-6.2,0.04,4744,27.2,72.8,0.97,1,0,False
GBP_USD,0.0001,5,10,2,0.25,0.5,100,25,-2.8,-6.0,0.064,4006,22.9,77.1,0.91,2,1,False
GBP_USD,0.0001,5,10,2,0.25,0.5,100,30,-0.8,-4.0,0.37,3444,20.4,79.6,0.65,3,2,False
GBP_USD,0.0001,5,10,2,0.25,1.0,0,15,-2.5,-5.4,0.116,4716,41.6,58.4,0.915,1,1,False
GBP_USD,0.0001,5,10,2,0.25,1.0,0,20,-0.8,-4.1,0.354,3669,35.4,64.6,0.725,2,1,False
GBP_USD,0.0001,5,10,2,0.25,1.0,0,25,0.8,-2.8,0.632,3012,30.8,69.2,0.315,3,1,False
GBP_USD,0.0001,5,10,2,0.25,1.0,0,30,0.7,-2.4,0.678,2605,26.9,73.1,0.35,3,1,False
GBP_USD,0.0001,5,10,2,0.25,1.0,50,15,-5.8,-8.9,0.0,4668,40.3,59.7,1.0,0,0,False
GBP_USD,0.0001,5,10,2,0.25,1.0,50,20,-3.3,-6.6,0.066,3669,34.3,65.7,0.955,1,1,False
GBP_USD,0.0001,5,10,2,0.25,1.0,50,25,-1.8,-5.4,0.206,3023,29.6,70.4,0.81,1,1,False
GBP_USD,0.0001,5,10,2,0.25,1.0,50,30,-2.3,-5.9,0.166,2617,25.6,74.4,0.9,3,1,False
GBP_USD,0.0001,5,10,2,0.25,1.0,100,15,-5.0,-7.9,0.006,4684,40.6,59.4,0.995,0,1,False
GBP_USD,0.0001,5,10,2,0.25,1.0,100,20,-2.8,-6.2,0.078,3680,34.5,65.5,0.93,1,1,False
GBP_USD,0.0001,5,10,2,0.25,1.0,100,25,-1.9,-5.4,0.184,3044,29.6,70.4,0.81,1,1,False
GBP_USD,0.0001,5,10,2,0.25,1.0,100,30,-2.4,-6.1,0.12,2626,25.6,74.4,0.87,3,1,False
GBP_USD,0.0001,5,10,2,0.25,1.5,0,15,-1.2,-4.5,0.248,3884,48.1,51.9,0.725,2,1,False
GBP_USD,0.0001,5,10,2,0.25,1.5,0,20,-1.2,-4.7,0.266,3077,40.7,59.3,0.745,2,1,False
GBP_USD,0.0001,5,10,2,0.25,1.5,0,25,0.8,-2.2,0.676,2463,36.2,63.8,0.295,3,1,False
GBP_USD,0.0001,5,10,2,0.25,1.5,0,30,0.0,-3.6,0.508,2118,31.7,68.3,0.49,3,1,False
GBP_USD,0.0001,5,10,2,0.25,1.5,50,15,-4.1,-7.5,0.022,3870,46.8,53.2,0.985,0,1,False
GBP_USD,0.0001,5,10,2,0.25,1.5,50,20,-3.2,-6.2,0.056,3074,39.7,60.3,0.915,2,1,False
GBP_USD,0.0001,5,10,2,0.25,1.5,50,25,-1.6,-5.4,0.22,2489,34.9,65.1,0.77,1,1,False
GBP_USD,0.0001,5,10,2,0.25,1.5,50,30,-2.0,-5.6,0.162,2127,30.6,69.4,0.815,3,1,False
GBP_USD,0.0001,5,10,2,0.25,1.5,100,15,-4.1,-7.3,0.02,3854,46.9,53.1,0.99,0,1,False
GBP_USD,0.0001,5,10,2,0.25,1.5,100,20,-3.2,-6.5,0.088,3080,39.7,60.3,0.935,2,1,False
GBP_USD,0.0001,5,10,2,0.25,1.5,100,25,-1.4,-5.2,0.24,2495,35.0,65.0,0.755,2,1,False
GBP_USD,0.0001,5,10,2,0.25,1.5,100,30,-2.3,-5.9,0.152,2126,30.4,69.6,0.875,3,1,False
GBP_USD,0.0001,5,10,2,0.35,0.5,0,15,-4.0,-7.0,0.008,5422,34.0,66.0,0.975,1,1,False
GBP_USD,0.0001,5,10,2,0.35,0.5,0,20,-0.6,-3.6,0.358,4403,28.5,71.5,0.595,2,1,False
GBP_USD,0.0001,5,10,2,0.35,0.5,0,25,-0.2,-3.6,0.434,3729,24.0,76.0,0.595,2,1,False
GBP_USD,0.0001,5,10,2,0.35,0.5,0,30,0.8,-2.4,0.664,3210,21.2,78.8,0.375,3,2,False
GBP_USD,0.0001,5,10,2,0.35,0.5,50,15,-7.7,-10.4,0.0,5387,32.4,67.6,1.0,0,0,False
GBP_USD,0.0001,5,10,2,0.35,0.5,50,20,-3.8,-6.8,0.028,4397,27.3,72.7,0.975,1,1,False
GBP_USD,0.0001,5,10,2,0.35,0.5,50,25,-3.6,-6.8,0.03,3749,22.8,77.2,0.955,1,1,False
GBP_USD,0.0001,5,10,2,0.35,0.5,50,30,-2.5,-5.7,0.106,3272,19.9,80.1,0.895,2,1,False
GBP_USD,0.0001,5,10,2,0.35,0.5,100,15,-7.6,-10.6,0.0,5375,32.5,67.5,1.0,0,0,False
GBP_USD,0.0001,5,10,2,0.35,0.5,100,20,-3.8,-6.7,0.028,4406,27.3,72.7,0.99,1,1,False
GBP_USD,0.0001,5,10,2,0.35,0.5,100,25,-3.0,-6.1,0.04,3747,23.0,77.0,0.895,2,1,False
GBP_USD,0.0001,5,10,2,0.35,0.5,100,30,-1.5,-4.9,0.21,3270,20.3,79.7,0.82,2,1,False
GBP_USD,0.0001,5,10,2,0.35,1.0,0,15,-3.0,-6.4,0.074,4318,41.8,58.2,0.95,1,1,False
GBP_USD,0.0001,5,10,2,0.35,1.0,0,20,-1.0,-4.3,0.31,3455,35.3,64.7,0.655,1,1,False
GBP_USD,0.0001,5,10,2,0.35,1.0,0,25,0.7,-2.5,0.632,2881,30.8,69.2,0.41,2,1,False
GBP_USD,0.0001,5,10,2,0.35,1.0,0,30,1.3,-1.9,0.766,2473,27.3,72.7,0.295,3,2,False
GBP_USD,0.0001,5,10,2,0.35,1.0,50,15,-6.3,-9.2,0.0,4278,40.2,59.8,1.0,0,0,False
GBP_USD,0.0001,5,10,2,0.35,1.0,50,20,-3.8,-6.9,0.02,3444,34.1,65.9,0.95,1,1,False
GBP_USD,0.0001,5,10,2,0.35,1.0,50,25,-2.1,-5.8,0.158,2870,29.6,70.4,0.84,1,1,False
GBP_USD,0.0001,5,10,2,0.35,1.0,50,30,-1.1,-4.4,0.3,2473,26.2,73.8,0.7,3,1,False
GBP_USD,0.0001,5,10,2,0.35,1.0,100,15,-6.2,-9.2,0.0,4278,40.4,59.6,1.0,0,0,False
GBP_USD,0.0001,5,10,2,0.35,1.0,100,20,-3.9,-7.1,0.016,3466,34.1,65.9,0.975,1,1,False
GBP_USD,0.0001,5,10,2,0.35,1.0,100,25,-1.5,-4.4,0.208,2883,29.9,70.1,0.75,2,1,False
GBP_USD,0.0001,5,10,2,0.35,1.0,100,30,-0.2,-3.4,0.482,2482,26.6,73.4,0.53,3,1,False
GBP_USD,0.0001,5,10,2,0.35,1.5,0,15,-2.3,-5.7,0.12,3648,47.8,52.2,0.85,1,1,False
GBP_USD,0.0001,5,10,2,0.35,1.5,0,20,-3.0,-6.1,0.068,2904,39.9,60.1,0.905,2,1,False
GBP_USD,0.0001,5,10,2,0.35,1.5,0,25,-1.5,-4.8,0.226,2396,35.0,65.0,0.745,2,1,False
GBP_USD,0.0001,5,10,2,0.35,1.5,0,30,0.8,-2.6,0.662,2026,32.2,67.8,0.35,3,1,False
GBP_USD,0.0001,5,10,2,0.35,1.5,50,15,-4.9,-8.0,0.008,3619,46.4,53.6,1.0,0,0,False
GBP_USD,0.0001,5,10,2,0.35,1.5,50,20,-4.2,-7.3,0.02,2901,39.3,60.7,0.975,2,1,False
