pair,zw,tgt,ta,td,body_thresh,wick_thresh,mom_bars,ppd,p5,p_pos,nc,skip_pct,l1_pct,l5p_pct,is_wf,oos_wf,perm_p,gate_pass
GBP_USD,30.0,21.0,6.0,1.0,0.6,0.2,2,4879.2,1443.8,1.0,3183,72.5,82.6,1.5,2,3,0.0,False
GBP_USD,30.0,21.0,6.0,1.0,0.6,0.2,3,2579.4,575.7,1.0,3440,65.8,83.8,1.3,2,3,0.0,False
GBP_USD,30.0,21.0,6.0,1.0,0.6,0.2,5,710.9,446.8,1.0,3529,56.7,83.3,1.3,2,3,0.0,False
GBP_USD,30.0,21.0,6.0,1.0,0.6,0.3,0,-5092.3,-16385.7,0.362,3591,63.0,84.3,0.9,1,2,0.535,False
GBP_USD,30.0,21.0,6.0,1.0,0.6,0.3,2,2473.8,374.5,1.0,3075,77.3,82.3,1.4,2,3,0.0,False
GBP_USD,30.0,21.0,6.0,1.0,0.6,0.3,3,1742.5,424.5,1.0,3428,72.2,84.3,1.3,1,3,0.0,False
GBP_USD,30.0,21.0,6.0,1.0,0.6,0.3,5,-5070.2,-16286.5,0.37,3395,66.6,83.5,1.2,1,2,0.54,False
GBP_USD,30.0,21.0,6.0,1.0,0.7,0.0,0,3463.9,1149.9,1.0,3949,28.1,84.8,1.1,3,3,0.0,True
GBP_USD,30.0,21.0,6.0,1.0,0.7,0.0,2,2281.9,615.3,1.0,3458,60.1,83.0,1.4,2,3,0.0,False
GBP_USD,30.0,21.0,6.0,1.0,0.7,0.0,3,2274.6,564.4,1.0,3734,48.6,83.8,1.3,2,3,0.0,False
GBP_USD,30.0,21.0,6.0,1.0,0.7,0.0,5,3901.5,1411.8,1.0,3785,33.1,84.3,1.2,3,3,0.0,True
GBP_USD,30.0,21.0,6.0,1.0,0.7,0.1,0,1518.9,512.3,1.0,3830,38.8,84.1,1.3,2,3,0.0,False
GBP_USD,30.0,21.0,6.0,1.0,0.7,0.1,2,2181.1,562.9,1.0,3333,65.5,82.6,1.5,2,3,0.0,False
GBP_USD,30.0,21.0,6.0,1.0,0.7,0.1,3,2424.9,786.1,1.0,3555,56.1,83.4,1.5,2,3,0.0,False
GBP_USD,30.0,21.0,6.0,1.0,0.7,0.1,5,1550.9,526.3,1.0,3748,43.3,83.9,1.2,2,3,0.0,False
GBP_USD,30.0,21.0,6.0,1.0,0.7,0.2,0,1636.8,601.9,1.0,3675,48.4,84.1,1.2,1,3,0.0,False
GBP_USD,30.0,21.0,6.0,1.0,0.7,0.2,2,3689.0,985.7,1.0,3251,70.3,83.0,1.5,2,3,0.0,False
GBP_USD,30.0,21.0,6.0,1.0,0.7,0.2,3,1757.5,635.7,1.0,3419,63.2,83.6,1.4,2,3,0.0,False
GBP_USD,30.0,21.0,6.0,1.0,0.7,0.2,5,1640.6,584.0,1.0,3589,52.6,83.8,1.3,2,3,0.0,False
GBP_USD,30.0,21.0,6.0,1.0,0.7,0.3,0,490.5,338.4,1.0,3595,61.3,84.4,1.0,1,3,0.0,False
GBP_USD,30.0,21.0,6.0,1.0,0.7,0.3,2,1292.7,353.5,1.0,3139,76.3,82.6,1.4,2,3,0.0,False
GBP_USD,30.0,21.0,6.0,1.0,0.7,0.3,3,510.4,341.1,1.0,3525,70.9,84.7,1.0,1,3,0.0,False
GBP_USD,30.0,21.0,6.0,1.0,0.7,0.3,5,488.9,331.3,1.0,3495,64.2,83.9,1.1,1,3,0.0,False
