pair,tf,metric,H,thr,dir,net_ppd,amddp5_ppd,n,wr
EUR_USD,2h,ma_rating,6,0.3,follow,-17.17229536348045,-46.44263308528928,4505,46.48168701442842
EUR_USD,2h,ma_rating,6,0.3,fade,-20.23400114481965,-49.752226674298754,4505,47.81354051054384
EUR_USD,2h,ma_rating,6,0.5,follow,-12.579736691471188,-36.59796222095029,3647,46.14751850836304
EUR_USD,2h,ma_rating,6,0.5,fade,-17.527189467658843,-41.859782484258716,3647,48.423361667123665
EUR_USD,4h,summary,1,0.1,follow,-9.803527204502826,-11.794378986866803,2466,43.47120843471208
EUR_USD,4h,summary,1,0.1,fade,-8.997523452157507,-10.968225140712853,2466,47.16139497161395
EUR_USD,4h,summary,1,0.3,follow,-7.945215759849932,-9.622041275797395,2025,43.20987654320987
EUR_USD,4h,summary,1,0.3,fade,-7.5088930581613464,-9.174810506566601,2025,47.80246913580247
EUR_USD,4h,summary,1,0.5,follow,-4.204052532833022,-5.234341463414636,1235,43.64372469635627
EUR_USD,4h,summary,1,0.5,fade,-5.323902439024369,-6.382187617260768,1235,46.963562753036435
EUR_USD,4h,summary,3,0.1,follow,-9.07069418386498,-17.49233020637906,2464,46.71266233766234
EUR_USD,4h,summary,3,0.1,fade,-9.715947467166842,-18.14966228893044,2464,48.37662337662338
EUR_USD,4h,summary,3,0.3,follow,-6.728330206379088,-13.852570356472897,2025,46.913580246913575
EUR_USD,4h,summary,3,0.3,fade,-8.72577861163219,-15.891759849906107,2025,48.54320987654321
EUR_USD,4h,summary,3,0.5,follow,-5.219662288930677,-9.639894934334057,1235,46.47773279352227
EUR_USD,4h,summary,3,0.5,fade,-4.308292682926715,-8.786318949343217,1235,49.23076923076923
EUR_USD,4h,summary,6,0.1,follow,-9.601801125703517,-32.02358724202624,2461,47.86672084518489
EUR_USD,4h,summary,6,0.1,fade,-9.164127579737302,-31.704990619136932,2461,49.248273059731815
EUR_USD,4h,summary,6,0.3,follow,-4.654108818011252,-23.45831144465291,2023,47.84972812654474
EUR_USD,4h,summary,6,0.3,fade,-10.786041275797386,-30.01709943714823,2023,49.18437963420663
EUR_USD,4h,summary,6,0.5,follow,-5.86964352720447,-17.84694934333956,1233,47.60746147607461
EUR_USD,4h,summary,6,0.5,fade,-3.64435272045028,-15.598637898686672,1233,49.63503649635037
EUR_USD,4h,osc_rating,1,0.1,follow,-6.9221763602250865,-8.169365853658483,1481,43.07900067521945
EUR_USD,4h,osc_rating,1,0.1,fade,-4.285778611632182,-5.467058161350756,1481,47.400405131667796
EUR_USD,4h,osc_rating,1,0.3,follow,-2.8633395872420873,-3.30389493433402,475,40.421052631578945
EUR_USD,4h,osc_rating,1,0.3,fade,-0.6321951219512415,-1.0169718574109032,475,52.0
EUR_USD,4h,osc_rating,3,0.1,follow,-9.28547842401504,-14.581744840525367,1480,46.013513513513516
EUR_USD,4h,osc_rating,3,0.1,fade,-1.9152720450279717,-6.838097560975439,1480,48.78378378378378
EUR_USD,4h,osc_rating,3,0.3,follow,-3.673621013133238,-5.462420262664196,475,42.31578947368421
EUR_USD,4h,osc_rating,3,0.3,fade,0.1780863039399093,-1.4505590994372048,475,52.0
EUR_USD,4h,osc_rating,6,0.1,follow,-6.4626641651030114,-20.39658911819871,1478,49.3234100135318
EUR_USD,4h,osc_rating,6,0.1,fade,-4.724127579737366,-18.063174484052567,1478,47.2936400541272
EUR_USD,4h,osc_rating,6,0.3,follow,0.41763602251408277,-3.9113921200750363,473,48.837209302325576
EUR_USD,4h,osc_rating,6,0.3,fade,-3.8992120075047745,-8.206300187617348,473,46.723044397463006
EUR_USD,4h,ma_rating,1,0.1,follow,-10.17658536585361,-12.205294559099386,2494,43.34402566158781
EUR_USD,4h,ma_rating,1,0.1,fade,-8.899136960600284,-10.895909943714729,2494,47.07297514033681
EUR_USD,4h,ma_rating,1,0.3,follow,-8.797373358348922,-10.652442776735413,2275,43.252747252747255
EUR_USD,4h,ma_rating,1,0.3,fade,-8.596547842401458,-10.446596622889261,2275,47.38461538461539
EUR_USD,4h,ma_rating,1,0.5,follow,-6.7112195121951315,-8.227789868667926,1815,43.1404958677686
EUR_USD,4h,ma_rating,1,0.5,fade,-7.183564727954956,-8.711943714821748,1815,47.878787878787875
EUR_USD,4h,ma_rating,3,0.1,follow,-9.747242026266436,-18.346908067542238,2492,46.3884430176565
EUR_USD,4h,ma_rating,3,0.1,fade,-9.314071294558948,-17.840926829268138,2492,48.75601926163724
EUR_USD,4h,ma_rating,3,0.3,follow,-8.050356472795535,-15.921095684803044,2273,46.63440387153542
EUR_USD,4h,ma_rating,3,0.3,fade,-9.329155722326332,-17.261257035647155,2273,48.702155741311046
EUR_USD,4h,ma_rating,3,0.5,follow,-4.590619136960676,-10.976690431519776,1815,47.21763085399449
EUR_USD,4h,ma_rating,3,0.5,fade,-9.30416510318941,-15.87386116322693,1815,48.044077134986225
EUR_USD,4h,ma_rating,6,0.1,follow,-9.635347091932385,-32.51878424015003,2489,47.770188830855766
EUR_USD,4h,ma_rating,6,0.1,fade,-9.405253283301994,-32.31248780487798,2489,49.41743672157493
EUR_USD,4h,ma_rating,6,0.3,follow,-7.623264540337655,-28.61212007504686,2270,47.62114537444934
EUR_USD,4h,ma_rating,6,0.3,fade,-9.73553470919321,-30.96862288930578,2270,49.60352422907489
EUR_USD,4h,ma_rating,6,0.5,follow,-5.342814258911827,-22.34070168855536,1813,47.71097628240486
EUR_USD,4h,ma_rating,6,0.5,fade,-8.538011257035622,-26.027560975609724,1813,49.14506343077772
EUR_USD,1d,summary,1,0.1,follow,-2.750386100386132,-3.5811969111969444,491,44.602851323828915
EUR_USD,1d,summary,1,0.1,fade,-1.267760617760599,-2.0615057915057724,491,49.69450101832994
EUR_USD,1d,summary,1,0.3,follow,-0.9768339768339765,-1.6341119691119692,397,45.34005037783375
EUR_USD,1d,summary,1,0.3,fade,-2.2486486486486124,-2.937722007721972,397,48.11083123425693
EUR_USD,1d,summary,1,0.5,follow,-1.8511583011583315,-2.289343629343661,243,43.62139917695473
EUR_USD,1d,summary,1,0.5,fade,-0.15463320463322322,-0.550405405405424,243,51.440329218106996
EUR_USD,1d,summary,3,0.1,follow,-5.3007722007722125,-8.910868725868744,489,46.012269938650306
EUR_USD,1d,summary,3,0.1,fade,1.2953667953667944,-2.1011679536679577,489,52.556237218813905
EUR_USD,1d,summary,3,0.3,follow,-2.70386100386101,-5.570723938223948,395,46.835443037974684
EUR_USD,1d,summary,3,0.3,fade,-0.5088803088802684,-3.3878667953667567,395,51.392405063291136
EUR_USD,1d,summary,3,0.5,follow,-4.629150579150614,-6.596660231660268,242,43.388429752066116
EUR_USD,1d,summary,3,0.5,fade,2.6299227799227642,1.0331660231660067,242,54.958677685950406
EUR_USD,1d,summary,6,0.1,follow,-7.0868725868726195,-16.6667760617761,486,46.2962962962963
EUR_USD,1d,summary,6,0.1,fade,3.1000000000000063,-5.486148648648646,486,52.2633744855967
EUR_USD,1d,summary,6,0.3,follow,-2.0650579150579156,-9.682393822393829,392,47.95918367346938
EUR_USD,1d,summary,6,0.3,fade,-1.129150579150552,-8.529034749034722,392,50.51020408163265
EUR_USD,1d,summary,6,0.5,follow,-2.9471042471042854,-7.974527027027071,240,47.5
EUR_USD,1d,summary,6,0.5,fade,0.96061776061775,-3.2383687258687353,240,51.24999999999999
EUR_USD,1d,osc_rating,1,0.1,follow,-1.0164092664092892,-1.538117760617785,298,47.31543624161073
EUR_USD,1d,osc_rating,1,0.1,fade,-1.3650579150579416,-1.895482625482653,298,48.65771812080537
EUR_USD,1d,osc_rating,1,0.3,follow,-1.3478764478764693,-1.5597297297297519,103,46.601941747572816
EUR_USD,1d,osc_rating,1,0.3,fade,0.501930501930511,0.3363223938224028,103,52.42718446601942
EUR_USD,1d,osc_rating,3,0.1,follow,-3.2054054054054135,-5.500000000000009,298,45.302013422818796
EUR_USD,1d,osc_rating,3,0.1,fade,0.8239382239381831,-1.3381853281853735,298,53.691275167785236
EUR_USD,1d,osc_rating,3,0.3,follow,-3.2185328185328435,-4.152799227799253,103,36.89320388349515
EUR_USD,1d,osc_rating,3,0.3,fade,2.3725868725868864,1.7110714285714437,103,60.19417475728155
EUR_USD,1d,osc_rating,6,0.1,follow,-0.990347490347485,-6.859604247104243,296,49.32432432432432
EUR_USD,1d,osc_rating,6,0.1,fade,-1.378378378378435,-6.90191119691126,296,50.0
EUR_USD,1d,osc_rating,6,0.3,follow,-1.4498069498069621,-3.6984749034749154,102,49.01960784313725
EUR_USD,1d,osc_rating,6,0.3,fade,0.6100386100386069,-1.1307239382239376,102,50.0
EUR_USD,1d,ma_rating,1,0.1,follow,-2.3837837837838145,-3.211727799227831,495,44.64646464646464
EUR_USD,1d,ma_rating,1,0.1,fade,-1.6301158301157923,-2.4392181467181095,495,49.696969696969695
EUR_USD,1d,ma_rating,1,0.3,follow,-2.5447876447876667,-3.3180598455598695,449,44.32071269487751
EUR_USD,1d,ma_rating,1,0.3,fade,-1.145945945945935,-1.8842471042470934,449,49.88864142538976
EUR_USD,1d,ma_rating,1,0.5,follow,-1.227799227799234,-1.8401737451737519,372,45.16129032258064
EUR_USD,1d,ma_rating,1,0.5,fade,-1.8498069498069245,-2.477731660231635,372,47.8494623655914
EUR_USD,1d,ma_rating,3,0.1,follow,-3.2121621621621754,-6.744198841698859,493,47.26166328600406
EUR_USD,1d,ma_rating,3,0.1,fade,-0.788996138996122,-4.29264478764477,493,51.115618661257614
EUR_USD,1d,ma_rating,3,0.3,follow,-4.731274131274159,-8.057442084942117,447,46.085011185682326
EUR_USD,1d,ma_rating,3,0.3,fade,1.0532818532818693,-2.0636293436293287,447,52.348993288590606
EUR_USD,1d,ma_rating,3,0.5,follow,-2.769305019305033,-5.464710424710443,370,46.75675675675676
EUR_USD,1d,ma_rating,3,0.5,fade,-0.2955598455598147,-2.9396428571428252,370,51.35135135135135
EUR_USD,1d,ma_rating,6,0.1,follow,-4.877220077220106,-14.250897683397724,490,47.755102040816325
EUR_USD,1d,ma_rating,6,0.1,fade,0.894594594594622,-7.994034749034724,490,50.816326530612244
EUR_USD,1d,ma_rating,6,0.3,follow,-5.896138996139038,-14.713030888030941,444,46.3963963963964
EUR_USD,1d,ma_rating,6,0.3,fade,2.2366795366795618,-5.698088803088787,444,52.02702702702703
EUR_USD,1d,ma_rating,6,0.5,follow,-2.5496138996139153,-9.722181467181493,367,47.956403269754766
EUR_USD,1d,ma_rating,6,0.5,fade,-0.49671814671812076,-7.349179536679512,367,50.40871934604905
USD_JPY,5m,summary,1,0.1,follow,-516.8662597743215,-540.0505884828971,114763,29.492955046487108
USD_JPY,5m,summary,1,0.1,fade,-500.3058751153493,-523.0761942074505,114763,30.498505615921506
USD_JPY,5m,summary,1,0.3,follow,-421.06542764169836,-440.4102653434582,94372,29.66028059170093
USD_JPY,5m,summary,1,0.3,fade,-405.3396363871852,-424.2913293075821,94372,30.854490738778452
USD_JPY,5m,summary,1,0.5,follow,-253.05478152471417,-265.2748375398674,58123,29.982967155859125
USD_JPY,5m,summary,1,0.5,fade,-244.48364713691416,-256.48942479237235,58123,31.54000997883798
USD_JPY,5m,summary,3,0.1,follow,-525.4234065631638,-622.506446923215,114761,36.9777189114769
USD_JPY,5m,summary,3,0.1,fade,-491.73474072754965,-586.8914672408491,114761,38.07303875009803
USD_JPY,5m,summary,3,0.3,follow,-429.3076203273498,-510.28990853017,94370,37.098654233336866
USD_JPY,5m,summary,3,0.3,fade,-397.0834561025764,-476.26450290598905,94370,38.406273180036024
USD_JPY,5m,summary,3,0.5,follow,-256.5381599184071,-307.64565267367266,58123,37.42408340932161
USD_JPY,5m,summary,3,0.5,fade,-241.00026874322128,-291.1984393465983,58123,39.05682776181546
USD_JPY,5m,summary,6,0.1,follow,-536.8002201751697,-792.252977383478,114759,40.234752829843416
USD_JPY,5m,summary,6,0.1,fade,-480.34347326328776,-730.042023668831,114759,41.45295793793951
USD_JPY,5m,summary,6,0.3,follow,-434.69541031909296,-647.844422930597,94368,40.34524415055951
USD_JPY,5m,summary,6,0.3,fade,-391.6812122585772,-599.918852498827,94368,41.819260766361474
USD_JPY,5m,summary,6,0.5,follow,-254.8496235975985,-389.3091252893858,58122,40.557792230136606
USD_JPY,5m,summary,6,0.5,fade,-242.68181126455107,-375.1599812203541,58122,42.340249819345516
USD_JPY,5m,osc_rating,1,0.1,follow,-313.563502727906,-327.78535899885094,69245,29.636796880641203
USD_JPY,5m,osc_rating,1,0.1,fade,-301.78734316566494,-315.71479544755385,69245,30.672250704021952
USD_JPY,5m,osc_rating,1,0.3,follow,-94.28107950590159,-98.89843254707112,20977,30.3046193449969
USD_JPY,5m,osc_rating,1,0.3,fade,-89.63113535916116,-94.1322397966622,20977,32.23530533441388
USD_JPY,5m,osc_rating,1,0.5,follow,-2.5900370736130203,-2.7437491298224463,535,31.588785046728972
USD_JPY,5m,osc_rating,1,0.5,fade,-2.164347812009311,-2.3074176366786445,535,36.822429906542055
USD_JPY,5m,osc_rating,3,0.1,follow,-317.59869190046925,-376.83001894154177,69245,37.18968878619395
USD_JPY,5m,osc_rating,3,0.1,fade,-297.7521539931016,-355.8238041736128,69245,37.942089681565456
USD_JPY,5m,osc_rating,3,0.3,follow,-94.53681944017293,-113.46572423060184,20977,37.98445916956667
USD_JPY,5m,osc_rating,3,0.3,fade,-89.37539542488983,-107.91975780731465,20977,38.80917195023121
USD_JPY,5m,osc_rating,3,0.5,follow,-2.826194369343903,-3.4535848079134106,535,35.51401869158878
USD_JPY,5m,osc_rating,3,0.5,fade,-1.9281905162784285,-2.4854098334116155,535,43.925233644859816
USD_JPY,5m,osc_rating,6,0.1,follow,-328.53093299227834,-484.20201071735084,69243,40.35787010961397
USD_JPY,5m,osc_rating,6,0.1,fade,-286.80545904903664,-438.5455319011143,69243,41.438123709255805
USD_JPY,5m,osc_rating,6,0.3,follow,-104.32557431721455,-154.13222036944148,20977,40.50626877055823
USD_JPY,5m,osc_rating,6,0.3,fade,-79.58664054784822,-127.7760986902821,20977,42.47032464127378
USD_JPY,5m,osc_rating,6,0.5,follow,-2.759053894348266,-4.360435817319332,535,38.13084112149533
USD_JPY,5m,osc_rating,6,0.5,fade,-1.995330991274065,-3.4736919814147496,535,44.85981308411215
USD_JPY,5m,ma_rating,1,0.1,follow,-520.5373051206925,-543.87947222717,115717,29.483135580770327
USD_JPY,5m,ma_rating,1,0.1,fade,-504.72945328562895,-527.6764240962298,115717,30.44582904845442
USD_JPY,5m,ma_rating,1,0.3,follow,-475.0873998283935,-496.64536709352654,106084,29.54922514234003
USD_JPY,5m,ma_rating,1,0.3,fade,-459.77004646343687,-480.94507989444594,106084,30.640812940688512
USD_JPY,5m,ma_rating,1,0.5,follow,-378.06055464715405,-395.7631549806547,86080,29.837360594795538
USD_JPY,5m,ma_rating,1,0.5,fade,-368.9527627126889,-386.4276682478279,86080,31.050185873605944
USD_JPY,5m,ma_rating,3,0.1,follow,-528.6610694685047,-626.3329294630003,115715,36.959771853260165
USD_JPY,5m,ma_rating,3,0.1,fade,-496.5917013388594,-592.4419912901294,115715,38.01840729378213
USD_JPY,5m,ma_rating,3,0.3,follow,-483.96649451990555,-574.2642671890438,106082,36.99213815727456
USD_JPY,5m,ma_rating,3,0.3,fade,-450.8769641729675,-539.3171603878973,106082,38.27605060236421
USD_JPY,5m,ma_rating,3,0.5,follow,-382.7284495458898,-456.7736812964443,86078,37.299890796719254
USD_JPY,5m,ma_rating,3,0.5,fade,-364.27088021499577,-437.27176285839283,86078,38.570831106670695
USD_JPY,5m,ma_rating,6,0.1,follow,-539.7788793731493,-796.8843063672726,115712,40.2516592920354
USD_JPY,5m,ma_rating,6,0.1,fade,-485.45291003577864,-736.9637170749082,115712,41.43044800884956
USD_JPY,5m,ma_rating,6,0.3,follow,-494.5446162314434,-732.1856581780509,106080,40.201734539969834
USD_JPY,5m,ma_rating,6,0.3,fade,-440.2843886091736,-672.3699059398733,106080,41.72039969834088
USD_JPY,5m,ma_rating,6,0.5,follow,-381.6770483575912,-576.2883077271778,86076,40.557182025187046
USD_JPY,5m,ma_rating,6,0.5,fade,-365.3078275510384,-557.4846968544105,86076,41.88043124680515
USD_JPY,15m,summary,1,0.1,follow,-173.77508169736845,-187.3291820580472,38414,36.76263862133597
USD_JPY,15m,summary,1,0.1,fade,-167.31714071312774,-180.70979254920047,38414,38.077263497683134
USD_JPY,15m,summary,1,0.3,follow,-141.5172133330104,-152.8212824671393,31292,36.85286974306532
USD_JPY,15m,summary,1,0.3,fade,-132.05455205635354,-143.12205465856604,31292,38.60731177297712
USD_JPY,15m,summary,1,0.5,follow,-80.6108590932199,-87.71983442666618,18905,37.65141496958477
USD_JPY,15m,summary,1,0.5,fade,-79.65855099126156,-86.74371862215891,18905,38.936789209203916
USD_JPY,15m,summary,3,0.1,follow,-172.79604947834753,-229.23915083149794,38412,41.450588357804854
USD_JPY,15m,summary,3,0.1,fade,-168.2817651472972,-224.24638861320213,38412,43.226075184838066
USD_JPY,15m,summary,3,0.3,follow,-141.8076928663068,-188.8415230810195,31290,41.473314157877915
USD_JPY,15m,summary,3,0.3,fade,-131.74966473820564,-178.0084607005401,31290,43.672099712368166
USD_JPY,15m,summary,3,0.5,follow,-75.84629759628181,-105.25180799302836,18905,42.4808251785242
USD_JPY,15m,summary,3,0.5,fade,-84.42311248819965,-114.00590835370757,18905,43.97249404919334
USD_JPY,15m,summary,6,0.1,follow,-162.6801578272132,-310.4656754859481,38409,43.81004452081543
USD_JPY,15m,summary,6,0.1,fade,-178.3772070392874,-326.1241257776379,38409,45.601291364003224
USD_JPY,15m,summary,6,0.3,follow,-128.6334003050037,-251.17134322577536,31287,43.94476939303864
USD_JPY,15m,summary,6,0.3,fade,-144.90350754036467,-267.02914381157564,31287,45.932815546393066
USD_JPY,15m,summary,6,0.5,follow,-72.17742489893763,-148.60881799036596,18902,44.50322717172786
USD_JPY,15m,summary,6,0.5,fade,-88.07153542639978,-165.64442013023165,18902,46.15384615384615
USD_JPY,15m,osc_rating,1,0.1,follow,-109.63720074556448,-118.10449323424788,22934,36.8143367925351
USD_JPY,15m,osc_rating,1,0.1,fade,-92.06853380455588,-100.09660961971406,22934,39.06427138745966
USD_JPY,15m,osc_rating,1,0.3,follow,-31.705724867468664,-34.47199632059252,6769,37.730831732899986
USD_JPY,15m,osc_rating,1,0.3,fade,-25.298443513834155,-27.904532933117153,6769,41.64573792288373
USD_JPY,15m,osc_rating,1,0.5,follow,-0.8133426932294656,-0.916160828834995,199,38.19095477386934
USD_JPY,15m,osc_rating,1,0.5,fade,-0.9049018421243287,-1.0100089564522297,199,40.20100502512563
USD_JPY,15m,osc_rating,3,0.1,follow,-111.23785916584066,-146.36774515262383,22934,41.25316124531263
USD_JPY,15m,osc_rating,3,0.1,fade,-90.4678753842797,-124.12881799036519,22934,43.960931368274174
USD_JPY,15m,osc_rating,3,0.3,follow,-28.918748033211703,-40.125076613977086,6769,41.58664499926134
USD_JPY,15m,osc_rating,3,0.3,fade,-28.08542034809112,-38.990254411657695,6769,45.250406263849904
USD_JPY,15m,osc_rating,3,0.5,follow,-0.5296022851056941,-0.921633463242271,199,45.22613065326633
USD_JPY,15m,osc_rating,3,0.5,fade,-1.1886422502481002,-1.6406051656943461,199,46.733668341708544
USD_JPY,15m,osc_rating,6,0.1,follow,-114.6294981966071,-206.7886964730952,22932,43.42403628117914
USD_JPY,15m,osc_rating,6,0.1,fade,-87.06322287042158,-175.5218280845291,22932,46.4111285539857
USD_JPY,15m,osc_rating,6,0.3,follow,-27.842347074629117,-56.70536951417304,6768,44.81382978723404
USD_JPY,15m,osc_rating,6,0.3,fade,-29.155779332381133,-57.64804531480709,6768,47.015366430260045
USD_JPY,15m,osc_rating,6,0.5,follow,-0.778485149233958,-1.8130686742031046,199,44.221105527638194
USD_JPY,15m,osc_rating,6,0.5,fade,-0.9397593861198363,-2.04663745733573,199,46.231155778894475
USD_JPY,15m,ma_rating,1,0.1,follow,-174.50662535402168,-188.13413570235505,38696,36.7428157949142
USD_JPY,15m,ma_rating,1,0.1,fade,-168.97543027280923,-182.46466074411225,38696,38.04786024395286
USD_JPY,15m,ma_rating,1,0.3,follow,-160.54060177676652,-173.16691050809712,35469,36.72502748879303
USD_JPY,15m,ma_rating,1,0.3,fade,-152.43180750889658,-164.85539638353046,35469,38.31232907609462
USD_JPY,15m,ma_rating,1,0.5,follow,-126.32559850887185,-136.576365616906,28471,36.869094868462646
USD_JPY,15m,ma_rating,1,0.5,fade,-122.37786545956327,-132.5299392413647,28471,38.40750237083348
USD_JPY,15m,ma_rating,3,0.1,follow,-171.9067173392078,-228.7019496018012,38694,41.593011836460434
USD_JPY,15m,ma_rating,3,0.1,fade,-171.56093050277164,-228.0913500036309,38694,43.11521166072259
USD_JPY,15m,ma_rating,3,0.3,follow,-158.62692261141135,-211.15811285129897,35467,41.52592550821891
USD_JPY,15m,ma_rating,3,0.3,fade,-154.3310788894003,-206.3429265812983,35467,43.288126991287676
USD_JPY,15m,ma_rating,3,0.5,follow,-122.15896008327108,-164.79387281837788,28470,41.756234632946956
USD_JPY,15m,ma_rating,3,0.5,fade,-126.53706760911165,-169.10167267797945,28470,43.4668071654373
USD_JPY,15m,ma_rating,6,0.1,follow,-159.71656943671192,-308.23578030064635,38691,43.92235920498307
USD_JPY,15m,ma_rating,6,0.1,fade,-183.73062864612345,-333.03336738398974,38691,45.42141583313949
USD_JPY,15m,ma_rating,6,0.3,follow,-144.1631333058996,-281.14360243034577,35464,43.99108955560568
USD_JPY,15m,ma_rating,6,0.3,fade,-168.7744184357679,-306.13147684636067,35464,45.53349875930521
USD_JPY,15m,ma_rating,6,0.5,follow,-110.02644332018141,-221.1107433855392,28467,44.07208346506481
USD_JPY,15m,ma_rating,6,0.5,fade,-138.64913461305727,-251.0404415288907,28467,45.751220711701265
USD_JPY,30m,summary,1,0.1,follow,-86.52382608695648,-96.14827826086952,19183,40.499400510869
USD_JPY,30m,summary,1,0.1,fade,-86.73947826087026,-96.36932173913112,19183,41.35432414116666
USD_JPY,30m,summary,1,0.3,follow,-68.73113043478283,-76.67354202898572,15654,40.628593330778074
USD_JPY,30m,summary,1,0.3,fade,-71.16405797101493,-79.16729275362361,15654,41.38239427622333
USD_JPY,30m,summary,1,0.5,follow,-40.77913043478234,-45.79308985507219,9395,41.06439595529537
USD_JPY,30m,summary,1,0.5,fade,-40.652985507246434,-45.66379130434788,9395,42.26716338477914
USD_JPY,30m,summary,3,0.1,follow,-70.96255072463788,-110.30186666666685,19181,44.246911005682705
USD_JPY,30m,summary,3,0.1,fade,-102.2873043478265,-142.78571594202944,19181,45.0914967937021
USD_JPY,30m,summary,3,0.3,follow,-60.282898550724944,-92.8823536231887,15652,44.07104523383593
USD_JPY,30m,summary,3,0.3,fade,-79.59884057971047,-113.02031304347858,15652,45.43828264758497
USD_JPY,30m,summary,3,0.5,follow,-33.98956521739124,-54.38926376811586,9394,44.762614434745586
USD_JPY,30m,summary,3,0.5,fade,-47.436521739130285,-68.29946666666652,9394,45.90163934426229
USD_JPY,30m,summary,6,0.1,follow,-55.724289855072314,-158.50747826086936,19178,45.63040984461362
USD_JPY,30m,summary,6,0.1,fade,-117.502376811595,-225.23564057971097,19178,46.75670038585879
USD_JPY,30m,summary,6,0.3,follow,-44.616347826086944,-129.55022608695649,15651,45.524247651907224
USD_JPY,30m,summary,6,0.3,fade,-95.25797101449338,-184.00607536231948,15651,46.9107405277618
USD_JPY,30m,summary,6,0.5,follow,-26.235594202898234,-78.61688115941995,9394,45.56099638066851
USD_JPY,30m,summary,6,0.5,fade,-55.190492753623275,-109.93631304347835,9394,47.2109857355759
USD_JPY,30m,osc_rating,1,0.1,follow,-51.75327536231892,-57.733449275362375,11464,40.25645498953245
USD_JPY,30m,osc_rating,1,0.1,fade,-49.77252173913125,-55.70317681159502,11464,42.4546406140963
USD_JPY,30m,osc_rating,1,0.3,follow,-15.630608695652414,-17.614608695652414,3458,39.67611336032389
USD_JPY,30m,osc_rating,1,0.3,fade,-13.715246376811784,-15.651362318840764,3458,44.534412955465584
USD_JPY,30m,osc_rating,1,0.5,follow,0.204985507246367,0.12506666666665686,128,53.125
USD_JPY,30m,osc_rating,1,0.5,fade,-1.3175652173913213,-1.4355478260869738,128,37.5
USD_JPY,30m,osc_rating,3,0.1,follow,-46.94028985507253,-71.39638260869567,11463,44.38628631248364
USD_JPY,30m,osc_rating,3,0.1,fade,-54.57808695652254,-79.16885797101531,11463,45.51164616592515
USD_JPY,30m,osc_rating,3,0.3,follow,-15.574724637681344,-23.650910144927717,3458,44.91035280508965
USD_JPY,30m,osc_rating,3,0.3,fade,-13.771130434782854,-21.704150724637923,3458,46.847888953152115
USD_JPY,30m,osc_rating,3,0.5,follow,0.9252173913043368,0.6043362318840487,128,53.125
USD_JPY,30m,osc_rating,3,0.5,fade,-2.037797101449291,-2.5088927536232033,128,38.28125
USD_JPY,30m,osc_rating,6,0.1,follow,-35.75884057971016,-98.79303188405792,11463,45.65994940242519
USD_JPY,30m,osc_rating,6,0.1,fade,-65.75953623188491,-130.5685913043487,11463,46.907441332984384
USD_JPY,30m,osc_rating,6,0.3,follow,-6.77889855072466,-26.956533333333354,3458,44.99710815500289
USD_JPY,30m,osc_rating,6,0.3,fade,-22.566956521739538,-43.373623188406214,3458,47.368421052631575
USD_JPY,30m,osc_rating,6,0.5,follow,1.506318840579719,0.738968115942039,128,53.125
USD_JPY,30m,osc_rating,6,0.5,fade,-2.618898550724673,-3.8319536231884412,128,40.625
USD_JPY,30m,ma_rating,1,0.1,follow,-86.46724637681172,-96.11647536231895,19295,40.606374708473695
USD_JPY,30m,ma_rating,1,0.1,fade,-87.82608695652236,-97.50928695652237,19295,41.23866286602747
USD_JPY,30m,ma_rating,1,0.3,follow,-76.97669565217404,-85.79246376811608,17675,40.78076379066478
USD_JPY,30m,ma_rating,1,0.3,fade,-82.59200000000041,-91.54815072463809,17675,41.04101838755304
USD_JPY,30m,ma_rating,1,0.5,follow,-62.42040579710151,-69.63922318840585,14270,40.49053959355291
USD_JPY,30m,ma_rating,1,0.5,fade,-65.76231884058014,-73.06468405797143,14270,41.30343377715487
USD_JPY,30m,ma_rating,3,0.1,follow,-70.07976811594236,-109.55576811594234,19293,44.368423780645834
USD_JPY,30m,ma_rating,3,0.1,fade,-104.2001159420294,-145.0250434782613,19293,44.907479396672365
USD_JPY,30m,ma_rating,3,0.3,follow,-62.167188405797354,-98.28499710144952,17673,44.3444802806541
USD_JPY,30m,ma_rating,3,0.3,fade,-97.38805797101477,-135.05266086956553,17673,44.98953205454648
USD_JPY,30m,ma_rating,3,0.5,follow,-53.61391304347846,-83.22285217391324,14268,44.09167367535745
USD_JPY,30m,ma_rating,3,0.5,fade,-74.55536231884084,-105.07268405797129,14268,45.33221194280908
USD_JPY,30m,ma_rating,6,0.1,follow,-55.34539130434782,-158.51674202898545,19290,45.71280456194919
USD_JPY,30m,ma_rating,6,0.1,fade,-118.91130434782683,-227.3822840579718,19290,46.62001036806635
USD_JPY,30m,ma_rating,6,0.3,follow,-46.418086956521705,-140.92143768115938,17671,45.7642465055741
USD_JPY,30m,ma_rating,6,0.3,fade,-113.1213913043484,-213.39939710144986,17671,46.5904589440326
USD_JPY,30m,ma_rating,6,0.5,follow,-44.67524637681157,-122.04265507246372,14267,45.16015980935025
USD_JPY,30m,ma_rating,6,0.5,fade,-83.48660869565266,-164.33392463768163,14267,47.150767505432114
USD_JPY,1h,summary,1,0.1,follow,-44.19934577640955,-50.97199153357715,9662,42.64127509832333
USD_JPY,1h,summary,1,0.1,fade,-46.3956898210506,-53.22324417933423,9662,43.54170979093355
