pair,tf,metric,H,thr,dir,net_ppd,amddp5_ppd,n,wr
EUR_USD,1h,ma_rating,1,0.3,follow,-37.81904945160659,-41.51650182797757,8974,37.76465344328059
EUR_USD,1h,ma_rating,1,0.3,fade,-37.51010198191279,-41.19983067154143,8974,39.87073768665032
EUR_USD,1h,ma_rating,1,0.5,follow,-31.062151241100675,-34.081039060996765,7175,37.407665505226475
EUR_USD,1h,ma_rating,1,0.5,fade,-29.105022128150853,-32.0749817202232,7175,40.51567944250871
EUR_USD,1h,ma_rating,3,0.1,follow,-43.936809697902525,-60.93650567635161,9775,41.75959079283887
EUR_USD,1h,ma_rating,3,0.1,fade,-38.08435635943828,-54.76715027900726,9775,44.9616368286445
EUR_USD,1h,ma_rating,3,0.3,follow,-37.8615355012506,-53.38136617279185,8972,41.61836825679893
EUR_USD,1h,ma_rating,3,0.3,fade,-37.45237637098342,-52.9438291321918,8972,45.01783325902809
EUR_USD,1h,ma_rating,3,0.5,follow,-32.75720608043099,-45.423001731768295,7173,41.0985640596682
EUR_USD,1h,ma_rating,3,0.5,fade,-27.394727727535187,-39.811448912834386,7173,45.49003206468702
EUR_USD,1h,ma_rating,6,0.1,follow,-39.696055416586454,-84.39071002501434,9772,44.59680720425706
EUR_USD,1h,ma_rating,6,0.1,fade,-42.304329420819776,-86.7420704252454,9772,47.30863692181744
EUR_USD,1h,ma_rating,6,0.3,follow,-34.24883586684621,-75.03896478737722,8969,44.419667744453115
EUR_USD,1h,ma_rating,6,0.3,fade,-41.04429478545325,-82.20221666345978,8969,47.50808339837217
EUR_USD,1h,ma_rating,6,0.5,follow,-29.464537233019072,-62.692507215701355,7173,43.45462149728147
EUR_USD,1h,ma_rating,6,0.5,fade,-30.68739657494709,-63.538499134115824,7173,48.32008922347693
EUR_USD,2h,summary,1,0.1,follow,-20.340698340011496,-23.17548941041791,4888,40.814238952536826
EUR_USD,2h,summary,1,0.1,fade,-20.281625643961227,-23.11493989696638,4888,43.59656301145663
EUR_USD,2h,summary,1,0.3,follow,-16.766342301087647,-19.110280480824343,3997,40.48036027020265
