tfs,lags,tp,ppd,tpd,n_is3,mean_h,p50_h,p90_h,short_hold,beats_baseline
M15+M5,"(1, 3, 20)",30,20.83,0.66,10,211.4,13.6,368.6,False,False
M15+M5,"(1, 5, 8)",5,14.94,2.497,12,46.4,0.8,24.1,False,False
M15+M5,"(1, 5, 8)",10,23.19,2.061,12,37.2,2.0,53.6,False,False
M15+M5,"(1, 5, 8)",15,27.69,1.767,11,66.0,4.5,91.6,False,False
M15+M5,"(1, 5, 8)",20,19.79,0.963,9,115.7,6.8,161.8,False,False
M15+M5,"(1, 5, 8)",30,21.21,0.669,8,199.4,14.0,317.2,False,False
M15+M5,"(1, 5, 10)",5,17.73,3.038,12,33.1,0.8,26.7,False,False
M15+M5,"(1, 5, 10)",10,23.26,2.1,12,36.3,1.8,48.0,False,False
M15+M5,"(1, 5, 10)",15,28.53,1.786,12,60.7,4.1,85.5,False,False
M15+M5,"(1, 5, 10)",20,19.82,0.963,9,117.8,7.5,185.6,False,False
M15+M5,"(1, 5, 10)",30,20.61,0.65,8,204.1,14.5,330.1,False,False
M15+M5,"(1, 5, 15)",5,14.91,2.469,12,42.6,0.7,20.6,False,False
M15+M5,"(1, 5, 15)",10,26.4,2.28,12,43.1,1.8,53.2,False,False
M15+M5,"(1, 5, 15)",15,22.61,1.443,12,86.4,4.4,87.9,False,False
M15+M5,"(1, 5, 15)",20,17.62,0.872,9,123.5,7.0,142.1,False,False
M15+M5,"(1, 5, 15)",30,22.24,0.688,8,174.0,10.4,299.2,False,False
M15+M5,"(1, 5, 20)",5,16.21,2.746,12,42.0,0.7,19.9,False,False
M15+M5,"(1, 5, 20)",10,21.93,2.07,12,64.8,2.1,58.7,False,False
M15+M5,"(1, 5, 20)",15,23.23,1.438,12,77.3,4.2,76.8,False,False
M15+M5,"(1, 5, 20)",20,17.94,0.879,11,138.7,7.8,199.5,False,False
M15+M5,"(1, 5, 20)",30,21.85,0.678,10,176.3,11.0,307.8,False,False
M15+M5,"(1, 8, 10)",5,13.4,2.413,11,43.5,0.7,21.8,False,False
M15+M5,"(1, 8, 10)",10,19.32,1.776,12,44.5,1.9,59.1,False,False
M15+M5,"(1, 8, 10)",15,22.69,1.438,12,65.6,4.0,82.2,False,False
M15+M5,"(1, 8, 10)",20,17.96,0.87,10,110.8,7.2,146.5,False,False
M15+M5,"(1, 8, 10)",30,24.42,0.774,9,166.0,13.5,290.0,False,False
M15+M5,"(1, 8, 15)",5,16.69,2.813,12,36.7,0.7,20.2,False,False
M15+M5,"(1, 8, 15)",10,22.25,1.998,12,50.9,2.1,60.7,False,False
M15+M5,"(1, 8, 15)",15,25.25,1.625,12,67.8,4.0,72.3,False,False
M15+M5,"(1, 8, 15)",20,18.31,0.872,9,116.9,6.4,124.3,False,False
M15+M5,"(1, 8, 15)",30,24.22,0.762,8,167.9,12.1,236.7,False,False
M15+M5,"(1, 8, 20)",5,14.59,2.483,12,47.2,0.8,24.4,False,False
M15+M5,"(1, 8, 20)",10,23.36,2.121,12,48.6,2.0,55.2,False,False
M15+M5,"(1, 8, 20)",15,23.61,1.494,12,75.9,4.0,77.8,False,False
M15+M5,"(1, 8, 20)",20,19.18,0.911,10,110.1,6.4,104.4,False,False
M15+M5,"(1, 8, 20)",30,21.49,0.692,9,200.9,14.0,333.2,False,False
M15+M5,"(1, 10, 15)",5,15.31,2.711,11,41.0,0.8,21.8,False,False
M15+M5,"(1, 10, 15)",10,22.15,1.993,12,53.8,2.2,62.7,False,False
M15+M5,"(1, 10, 15)",15,27.64,1.769,12,62.0,3.8,66.0,False,False
M15+M5,"(1, 10, 15)",20,19.13,0.914,10,114.7,6.4,97.0,False,False
M15+M5,"(1, 10, 15)",30,26.16,0.83,9,155.4,12.7,234.2,False,False
M15+M5,"(1, 10, 20)",5,14.25,2.371,11,45.4,0.8,21.7,False,False
M15+M5,"(1, 10, 20)",10,20.61,1.881,11,63.4,2.2,61.4,False,False
M15+M5,"(1, 10, 20)",15,22.08,1.417,11,84.7,4.9,88.9,False,False
M15+M5,"(1, 10, 20)",20,18.54,0.907,10,123.6,7.7,121.4,False,False
M15+M5,"(1, 10, 20)",30,23.63,0.746,9,181.9,12.0,289.1,False,False
M15+M5,"(1, 15, 20)",5,13.91,2.404,12,44.8,0.8,24.1,False,False
M15+M5,"(1, 15, 20)",10,25.09,2.282,12,45.6,2.0,53.2,False,False
M15+M5,"(1, 15, 20)",15,25.73,1.676,12,68.5,3.6,66.9,False,False
M15+M5,"(1, 15, 20)",20,21.65,1.061,10,98.6,5.7,105.9,False,False
M15+M5,"(1, 15, 20)",30,21.71,0.683,9,192.1,10.6,297.1,False,False
M15+M5,"(2, 3, 5)",5,19.5,3.714,12,45.7,1.2,30.9,False,False
M15+M5,"(2, 3, 5)",10,21.63,2.052,12,70.4,2.4,70.6,False,False
M15+M5,"(2, 3, 5)",15,26.43,1.647,12,94.9,5.1,149.1,False,False
M15+M5,"(2, 3, 5)",20,26.93,1.285,9,103.1,8.2,165.2,False,False
M15+M5,"(2, 3, 5)",30,24.91,0.804,9,212.0,17.1,401.4,False,False
M15+M5,"(2, 3, 8)",5,20.12,3.967,12,40.5,0.8,24.1,False,False
M15+M5,"(2, 3, 8)",10,25.17,2.347,12,55.1,1.7,62.6,False,False
M15+M5,"(2, 3, 8)",15,23.29,1.479,12,99.5,3.7,102.9,False,False
M15+M5,"(2, 3, 8)",20,27.92,1.322,10,102.2,7.1,153.8,False,False
M15+M5,"(2, 3, 8)",30,21.12,0.671,8,208.2,17.0,465.9,False,False
M15+M5,"(2, 3, 10)",5,20.22,3.672,11,43.4,0.9,24.2,False,False
M15+M5,"(2, 3, 10)",10,16.44,1.529,12,99.6,2.6,73.8,False,False
M15+M5,"(2, 3, 10)",15,27.91,1.801,12,84.8,4.5,103.9,False,False
M15+M5,"(2, 3, 10)",20,23.11,1.096,9,131.7,6.2,104.9,False,False
M15+M5,"(2, 3, 10)",30,18.12,0.576,8,256.6,17.1,468.9,False,False
M15+M5,"(2, 3, 15)",5,16.36,3.16,12,49.3,0.8,24.0,False,False
M15+M5,"(2, 3, 15)",10,18.17,1.786,12,91.7,2.3,69.5,False,False
M15+M5,"(2, 3, 15)",15,18.11,1.115,12,134.0,3.8,110.5,False,False
M15+M5,"(2, 3, 15)",20,22.99,1.077,10,139.6,6.0,157.4,False,False
M15+M5,"(2, 3, 15)",30,18.33,0.588,9,271.1,14.0,439.6,False,False
M15+M5,"(2, 3, 20)",5,18.23,3.378,12,46.6,0.8,23.7,False,False
M15+M5,"(2, 3, 20)",10,19.1,1.835,12,98.6,2.8,73.4,False,False
M15+M5,"(2, 3, 20)",15,19.96,1.297,12,138.3,4.5,123.0,False,False
M15+M5,"(2, 3, 20)",20,27.19,1.29,11,118.5,5.5,128.9,False,False
M15+M5,"(2, 3, 20)",30,18.37,0.588,10,271.9,14.6,439.6,False,False
M15+M5,"(2, 5, 8)",5,19.67,3.653,12,41.2,0.8,27.2,False,False
M15+M5,"(2, 5, 8)",10,18.62,1.749,12,86.2,2.8,96.6,False,False
M15+M5,"(2, 5, 8)",15,28.93,1.859,11,93.0,4.8,130.0,False,False
M15+M5,"(2, 5, 8)",20,26.75,1.292,9,110.6,7.8,186.0,False,False
M15+M5,"(2, 5, 8)",30,20.94,0.671,7,219.9,18.3,468.4,False,False
M15+M5,"(2, 5, 10)",5,18.82,3.525,11,42.2,0.9,24.2,False,False
M15+M5,"(2, 5, 10)",10,16.65,1.548,12,89.3,2.3,53.4,False,False
M15+M5,"(2, 5, 10)",15,26.06,1.682,12,90.9,4.4,105.0,False,False
M15+M5,"(2, 5, 10)",20,24.67,1.177,9,121.5,6.2,107.4,False,False
M15+M5,"(2, 5, 10)",30,18.29,0.602,8,257.5,16.0,468.4,False,False
M15+M5,"(2, 5, 15)",5,17.45,3.453,12,48.4,0.9,24.5,False,False
M15+M5,"(2, 5, 15)",10,20.15,1.9,12,85.5,2.2,61.5,False,False
M15+M5,"(2, 5, 15)",15,20.15,1.259,12,118.5,3.4,104.2,False,False
M15+M5,"(2, 5, 15)",20,24.2,1.149,10,127.8,5.5,155.2,False,False
M15+M5,"(2, 5, 15)",30,17.0,0.548,9,253.1,13.2,431.8,False,False
M15+M5,"(2, 5, 20)",5,16.97,3.17,12,45.2,0.8,22.8,False,False
M15+M5,"(2, 5, 20)",10,18.7,1.755,12,100.7,2.2,64.6,False,False
M15+M5,"(2, 5, 20)",15,25.58,1.628,12,108.5,4.4,109.8,False,False
M15+M5,"(2, 5, 20)",20,28.26,1.325,11,103.6,5.6,111.7,False,False
M15+M5,"(2, 5, 20)",30,17.08,0.546,10,257.6,14.0,434.4,False,False
M15+M5,"(2, 8, 10)",5,17.38,3.263,11,46.1,0.8,28.5,False,False
M15+M5,"(2, 8, 10)",10,18.73,1.711,12,82.2,3.2,101.7,False,False
M15+M5,"(2, 8, 10)",15,21.86,1.401,12,120.7,4.4,135.8,False,False
M15+M5,"(2, 8, 10)",20,23.21,1.122,9,114.8,6.5,147.5,False,False
M15+M5,"(2, 8, 10)",30,20.58,0.655,7,213.4,16.6,467.2,False,False
M15+M5,"(2, 8, 15)",5,14.22,2.938,12,54.6,0.9,29.4,False,False
M15+M5,"(2, 8, 15)",10,19.34,1.875,12,86.2,2.3,60.2,False,False
M15+M5,"(2, 8, 15)",15,24.99,1.609,12,102.0,4.3,104.2,False,False
M15+M5,"(2, 8, 15)",20,26.06,1.217,10,99.6,5.8,94.0,False,False
M15+M5,"(2, 8, 15)",30,22.63,0.732,8,193.5,12.6,292.3,False,False
M15+M5,"(2, 8, 20)",5,16.45,3.222,12,51.6,0.9,29.9,False,False
M15+M5,"(2, 8, 20)",10,19.59,1.859,12,89.9,2.6,61.6,False,False
M15+M5,"(2, 8, 20)",15,20.71,1.343,12,119.9,4.2,132.9,False,False
M15+M5,"(2, 8, 20)",20,25.46,1.199,10,110.4,5.5,94.3,False,False
M15+M5,"(2, 8, 20)",30,22.54,0.718,8,200.4,13.8,313.9,False,False
M15+M5,"(2, 10, 15)",5,17.75,3.49,11,45.6,0.8,27.5,False,False
M15+M5,"(2, 10, 15)",10,16.79,1.627,12,101.1,2.7,73.0,False,False
M15+M5,"(2, 10, 15)",15,21.67,1.441,12,112.6,4.3,101.4,False,False
M15+M5,"(2, 10, 15)",20,21.14,1.012,9,148.5,6.8,121.0,False,False
M15+M5,"(2, 10, 15)",30,20.53,0.662,7,246.7,14.2,327.6,False,False
M15+M5,"(2, 10, 20)",5,19.26,3.625,11,42.9,0.8,24.5,False,False
M15+M5,"(2, 10, 20)",10,16.35,1.581,12,104.5,2.6,75.2,False,False
M15+M5,"(2, 10, 20)",15,19.53,1.268,12,127.5,4.5,125.1,False,False
M15+M5,"(2, 10, 20)",20,25.61,1.213,10,124.6,5.8,119.4,False,False
M15+M5,"(2, 10, 20)",30,20.43,0.658,8,249.7,16.0,334.5,False,False
M15+M5,"(2, 15, 20)",5,15.36,3.071,12,49.9,0.8,24.0,False,False
M15+M5,"(2, 15, 20)",10,15.98,1.572,12,95.5,2.4,65.7,False,False
M15+M5,"(2, 15, 20)",15,19.11,1.196,12,123.6,3.9,106.1,False,False
M15+M5,"(2, 15, 20)",20,25.79,1.217,10,120.1,5.4,133.3,False,False
M15+M5,"(2, 15, 20)",30,20.18,0.627,8,248.1,12.6,338.8,False,False
M15+M5,"(3, 5, 8)",5,20.4,4.182,12,37.4,0.8,24.0,False,False
M15+M5,"(3, 5, 8)",10,25.39,2.499,12,66.4,1.8,58.1,False,False
M15+M5,"(3, 5, 8)",15,25.14,1.595,12,111.2,4.7,150.0,False,False
M15+M5,"(3, 5, 8)",20,22.68,1.105,10,159.4,7.0,184.8,False,False
M15+M5,"(3, 5, 8)",30,18.66,0.604,9,280.4,17.9,445.6,False,False
M15+M5,"(3, 5, 10)",5,21.65,4.164,11,39.7,0.8,26.4,False,False
M15+M5,"(3, 5, 10)",10,21.27,2.044,12,85.0,2.2,58.4,False,False
M15+M5,"(3, 5, 10)",15,23.96,1.499,12,102.2,4.6,146.9,False,False
M15+M5,"(3, 5, 10)",20,21.35,1.049,10,167.3,7.0,184.0,False,False
M15+M5,"(3, 5, 10)",30,23.32,0.744,10,246.5,17.0,369.7,False,False
M15+M5,"(3, 5, 15)",5,17.84,3.56,12,44.7,0.8,23.9,False,False
M15+M5,"(3, 5, 15)",10,18.43,1.737,12,93.3,2.1,58.8,False,False
M15+M5,"(3, 5, 15)",15,18.39,1.166,12,127.9,4.0,119.7,False,False
M15+M5,"(3, 5, 15)",20,18.85,0.926,10,179.1,6.1,191.7,False,False
M15+M5,"(3, 5, 15)",30,20.58,0.667,10,260.7,12.7,341.3,False,False
M15+M5,"(3, 5, 20)",5,18.97,3.73,12,35.9,0.8,23.9,False,False
M15+M5,"(3, 5, 20)",10,19.09,1.823,12,98.0,2.1,60.3,False,False
M15+M5,"(3, 5, 20)",15,24.4,1.546,12,117.5,4.7,130.0,False,False
M15+M5,"(3, 5, 20)",20,23.58,1.163,11,143.9,5.6,117.5,False,False
M15+M5,"(3, 5, 20)",30,23.38,0.751,11,211.8,12.6,252.3,False,False
M15+M5,"(3, 8, 10)",5,19.14,3.745,12,46.2,0.8,25.2,False,False
M15+M5,"(3, 8, 10)",10,25.81,2.656,12,68.1,1.6,49.1,False,False
M15+M5,"(3, 8, 10)",15,22.34,1.448,12,119.8,4.2,118.5,False,False
M15+M5,"(3, 8, 10)",20,23.97,1.185,9,141.7,5.4,124.7,False,False
M15+M5,"(3, 8, 10)",30,21.83,0.699,8,254.2,17.0,443.9,False,False
M15+M5,"(3, 8, 15)",5,16.85,3.36,12,48.4,0.8,24.2,False,False
M15+M5,"(3, 8, 15)",10,24.92,2.525,12,73.9,1.8,57.6,False,False
M15+M5,"(3, 8, 15)",15,25.33,1.611,12,96.4,3.7,95.0,False,False
M15+M5,"(3, 8, 15)",20,23.55,1.185,10,154.1,6.1,149.6,False,False
M15+M5,"(3, 8, 15)",30,20.89,0.681,9,255.2,12.0,339.9,False,False
M15+M5,"(3, 8, 20)",5,24.0,4.565,12,35.5,0.8,23.2,False,False
M15+M5,"(3, 8, 20)",10,24.93,2.516,12,74.9,1.8,56.8,False,False
M15+M5,"(3, 8, 20)",15,21.25,1.371,12,113.5,3.8,121.3,False,False
M15+M5,"(3, 8, 20)",20,23.35,1.187,10,159.5,5.8,156.1,False,False
M15+M5,"(3, 8, 20)",30,20.14,0.665,9,263.4,14.7,341.5,False,False
M15+M5,"(3, 10, 15)",5,16.16,3.264,12,48.6,0.8,27.2,False,False
M15+M5,"(3, 10, 15)",10,22.96,2.305,12,79.6,1.8,60.1,False,False
M15+M5,"(3, 10, 15)",15,24.16,1.548,12,96.9,3.9,95.9,False,False
M15+M5,"(3, 10, 15)",20,17.72,0.877,10,206.0,6.6,214.8,False,False
M15+M5,"(3, 10, 15)",30,23.29,0.769,9,224.4,12.7,304.2,False,False
M15+M5,"(3, 10, 20)",5,21.09,4.157,12,35.4,0.8,25.6,False,False
M15+M5,"(3, 10, 20)",10,23.65,2.338,12,77.1,1.8,58.1,False,False
M15+M5,"(3, 10, 20)",15,25.02,1.578,12,96.7,4.0,101.2,False,False
M15+M5,"(3, 10, 20)",20,22.23,1.103,10,156.2,5.4,121.4,False,False
M15+M5,"(3, 10, 20)",30,23.12,0.769,9,225.9,14.8,300.1,False,False
M15+M5,"(3, 15, 20)",5,18.68,3.659,12,45.9,0.9,31.3,False,False
M15+M5,"(3, 15, 20)",10,19.91,1.886,12,86.4,2.2,59.5,False,False
M15+M5,"(3, 15, 20)",15,22.45,1.42,12,104.7,3.9,101.6,False,False
M15+M5,"(3, 15, 20)",20,17.91,0.874,10,186.1,6.1,147.6,False,False
M15+M5,"(3, 15, 20)",30,19.76,0.644,9,247.2,15.5,312.4,False,False
M15+M5,"(5, 8, 10)",5,16.54,3.66,11,41.3,0.9,33.1,False,False
M15+M5,"(5, 8, 10)",10,17.18,1.618,12,90.4,2.2,52.1,False,False
M15+M5,"(5, 8, 10)",15,19.41,1.273,12,131.6,3.8,93.2,False,False
M15+M5,"(5, 8, 10)",20,21.63,1.042,10,156.5,6.3,126.2,False,False
M15+M5,"(5, 8, 10)",30,17.92,0.573,9,279.7,14.8,450.7,False,False
M15+M5,"(5, 8, 15)",5,13.72,3.019,12,54.5,0.8,29.4,False,False
M15+M5,"(5, 8, 15)",10,16.82,1.667,12,93.2,2.2,53.0,False,False
M15+M5,"(5, 8, 15)",15,26.1,1.711,12,102.4,3.8,86.1,False,False
M15+M5,"(5, 8, 15)",20,17.93,0.884,10,201.6,6.8,187.8,False,False
M15+M5,"(5, 8, 15)",30,17.81,0.585,9,275.9,11.5,290.2,False,False
M15+M5,"(5, 8, 20)",5,13.81,2.956,12,57.5,0.8,29.5,False,False
M15+M5,"(5, 8, 20)",10,16.96,1.527,12,115.5,1.9,62.4,False,False
M15+M5,"(5, 8, 20)",15,18.0,1.175,12,148.6,3.8,123.1,False,False
M15+M5,"(5, 8, 20)",20,21.96,1.1,10,168.9,6.4,151.8,False,False
M15+M5,"(5, 8, 20)",30,18.32,0.595,9,294.8,12.6,413.4,False,False
M15+M5,"(5, 10, 15)",5,19.4,3.951,11,50.7,0.8,33.9,False,False
M15+M5,"(5, 10, 15)",10,18.33,1.674,12,103.4,2.2,62.2,False,False
M15+M5,"(5, 10, 15)",15,20.15,1.331,12,132.9,4.0,118.3,False,False
M15+M5,"(5, 10, 15)",20,20.39,1.017,10,180.4,7.2,162.4,False,False
M15+M5,"(5, 10, 15)",30,19.14,0.62,9,279.2,12.8,320.0,False,False
M15+M5,"(5, 10, 20)",5,18.33,3.558,11,53.0,0.8,28.4,False,False
M15+M5,"(5, 10, 20)",10,17.38,1.581,12,109.0,2.1,61.3,False,False
M15+M5,"(5, 10, 20)",15,17.44,1.138,12,150.9,4.2,136.0,False,False
M15+M5,"(5, 10, 20)",20,21.83,1.091,10,156.7,5.8,120.6,False,False
M15+M5,"(5, 10, 20)",30,20.16,0.655,9,271.7,14.0,337.9,False,False
M15+M5,"(5, 15, 20)",5,17.69,3.502,12,53.8,0.8,25.6,False,False
M15+M5,"(5, 15, 20)",10,15.15,1.385,12,126.7,2.2,71.4,False,False
M15+M5,"(5, 15, 20)",15,16.26,1.047,12,166.4,4.3,155.3,False,False
M15+M5,"(5, 15, 20)",20,20.58,1.038,10,171.2,6.5,148.0,False,False
M15+M5,"(5, 15, 20)",30,19.0,0.611,9,280.6,11.3,339.9,False,False
M15+M5,"(8, 10, 15)",5,18.09,3.652,12,51.0,0.8,30.7,False,False
M15+M5,"(8, 10, 15)",10,18.44,1.672,12,98.7,1.8,58.5,False,False
M15+M5,"(8, 10, 15)",15,21.9,1.408,12,113.2,3.0,82.0,False,False
M15+M5,"(8, 10, 15)",20,19.34,0.951,10,186.8,6.6,164.9,False,False
M15+M5,"(8, 10, 15)",30,21.53,0.711,8,255.8,14.5,323.6,False,False
M15+M5,"(8, 10, 20)",5,14.12,2.839,12,58.7,0.9,33.6,False,False
M15+M5,"(8, 10, 20)",10,18.06,1.674,12,94.3,1.9,56.0,False,False
M15+M5,"(8, 10, 20)",15,22.82,1.476,12,111.5,3.5,85.2,False,False
M15+M5,"(8, 10, 20)",20,22.15,1.114,10,154.0,5.6,120.8,False,False
M15+M5,"(8, 10, 20)",30,18.93,0.618,8,284.2,14.0,401.6,False,False
M15+M5,"(8, 15, 20)",5,17.05,3.434,12,53.4,0.8,25.5,False,False
M15+M5,"(8, 15, 20)",10,18.98,1.714,12,102.3,1.9,62.0,False,False
M15+M5,"(8, 15, 20)",15,23.89,1.564,12,119.6,3.5,108.4,False,False
M15+M5,"(8, 15, 20)",20,22.52,1.138,10,161.4,6.2,136.7,False,False
M15+M5,"(8, 15, 20)",30,19.88,0.646,8,274.0,12.1,341.1,False,False
M15+M5,"(10, 15, 20)",5,17.19,3.481,12,54.2,0.8,32.5,False,False
M15+M5,"(10, 15, 20)",10,19.55,1.909,12,97.6,1.8,66.3,False,False
M15+M5,"(10, 15, 20)",15,20.65,1.361,12,135.4,3.5,106.1,False,False
M15+M5,"(10, 15, 20)",20,22.26,1.131,10,167.6,5.7,161.2,False,False
M15+M5,"(10, 15, 20)",30,22.49,0.739,8,231.9,12.8,287.2,False,False
