tfs,lags,tp,ppd,tpd,n_is3,mean_h,p50_h,p90_h,short_hold,beats_baseline
M30+M15,"(1, 2, 15)",30,17.8,0.569,8,171.7,15.2,412.2,False,False
M30+M15,"(1, 2, 20)",5,14.06,2.381,12,35.6,0.8,30.7,False,False
M30+M15,"(1, 2, 20)",10,12.89,1.152,12,77.4,2.5,64.0,False,False
M30+M15,"(1, 2, 20)",15,15.25,0.954,12,132.9,4.2,142.3,False,False
M30+M15,"(1, 2, 20)",20,21.27,1.014,11,94.2,6.8,135.7,False,False
M30+M15,"(1, 2, 20)",30,14.78,0.471,10,257.1,11.3,518.8,False,False
M30+M15,"(1, 3, 5)",5,12.64,2.152,12,44.7,0.7,29.5,False,False
M30+M15,"(1, 3, 5)",10,15.47,1.389,12,68.2,1.7,69.1,False,False
M30+M15,"(1, 3, 5)",15,18.07,1.124,11,84.9,4.0,116.2,False,False
M30+M15,"(1, 3, 5)",20,20.78,0.991,9,91.1,6.2,118.8,False,False
M30+M15,"(1, 3, 5)",30,17.57,0.564,8,201.7,19.1,498.4,False,False
M30+M15,"(1, 3, 8)",5,14.06,2.476,12,39.1,0.8,29.4,False,False
M30+M15,"(1, 3, 8)",10,13.42,1.271,12,77.6,2.5,57.1,False,False
M30+M15,"(1, 3, 8)",15,20.65,1.31,12,70.4,4.3,130.8,False,False
M30+M15,"(1, 3, 8)",20,19.27,0.932,9,120.5,7.2,185.3,False,False
M30+M15,"(1, 3, 8)",30,17.08,0.557,8,250.2,15.2,474.7,False,False
M30+M15,"(1, 3, 10)",5,14.24,2.555,11,41.2,0.8,29.1,False,False
M30+M15,"(1, 3, 10)",10,12.91,1.215,12,84.9,2.5,55.6,False,False
M30+M15,"(1, 3, 10)",15,19.53,1.243,12,81.0,4.6,137.1,False,False
M30+M15,"(1, 3, 10)",20,18.96,0.926,9,129.5,7.5,172.8,False,False
M30+M15,"(1, 3, 10)",30,16.42,0.541,8,220.9,14.8,435.3,False,False
M30+M15,"(1, 3, 15)",5,11.92,2.119,12,44.1,0.7,23.7,False,False
M30+M15,"(1, 3, 15)",10,14.72,1.403,12,62.9,2.3,47.5,False,False
M30+M15,"(1, 3, 15)",15,18.18,1.138,12,98.8,4.3,141.3,False,False
M30+M15,"(1, 3, 15)",20,20.9,1.003,9,95.5,5.4,134.3,False,False
M30+M15,"(1, 3, 15)",30,15.51,0.511,8,215.6,14.5,570.7,False,False
M30+M15,"(1, 3, 20)",5,14.08,2.289,12,49.3,0.8,29.3,False,False
M30+M15,"(1, 3, 20)",10,14.83,1.418,12,67.0,2.8,55.4,False,False
M30+M15,"(1, 3, 20)",15,14.08,0.895,12,146.3,4.1,156.6,False,False
M30+M15,"(1, 3, 20)",20,21.96,1.042,11,93.2,6.4,135.6,False,False
M30+M15,"(1, 3, 20)",30,14.0,0.457,10,283.4,13.0,672.7,False,False
M30+M15,"(1, 5, 8)",5,12.62,2.24,11,40.4,0.7,21.9,False,False
M30+M15,"(1, 5, 8)",10,15.72,1.478,12,68.3,2.5,67.2,False,False
M30+M15,"(1, 5, 8)",15,19.1,1.196,12,71.0,3.8,124.7,False,False
M30+M15,"(1, 5, 8)",20,21.35,1.014,9,91.2,6.6,173.2,False,False
M30+M15,"(1, 5, 8)",30,18.03,0.574,8,183.5,16.1,454.6,False,False
M30+M15,"(1, 5, 10)",5,14.26,2.558,11,37.6,0.8,28.7,False,False
M30+M15,"(1, 5, 10)",10,12.42,1.173,12,89.0,2.8,62.8,False,False
M30+M15,"(1, 5, 10)",15,20.24,1.289,12,83.6,4.1,131.0,False,False
M30+M15,"(1, 5, 10)",20,21.41,1.028,10,104.0,7.2,172.6,False,False
M30+M15,"(1, 5, 10)",30,16.93,0.555,9,219.0,15.2,481.4,False,False
M30+M15,"(1, 5, 15)",5,14.12,2.511,11,34.5,0.8,28.6,False,False
M30+M15,"(1, 5, 15)",10,15.38,1.411,12,59.2,2.2,59.4,False,False
M30+M15,"(1, 5, 15)",15,18.97,1.18,12,91.3,4.4,136.1,False,False
M30+M15,"(1, 5, 15)",20,22.02,1.061,9,85.7,5.6,133.0,False,False
M30+M15,"(1, 5, 15)",30,17.63,0.564,8,170.1,14.8,341.4,False,False
M30+M15,"(1, 5, 20)",5,12.42,2.126,11,57.6,0.7,25.7,False,False
M30+M15,"(1, 5, 20)",10,15.36,1.446,12,65.7,2.8,55.8,False,False
M30+M15,"(1, 5, 20)",15,13.9,0.879,12,149.0,3.8,182.8,False,False
M30+M15,"(1, 5, 20)",20,23.15,1.105,11,92.2,6.5,135.7,False,False
M30+M15,"(1, 5, 20)",30,15.57,0.506,10,259.1,12.6,510.9,False,False
M30+M15,"(1, 8, 10)",5,14.85,2.485,11,33.5,0.8,33.2,False,False
M30+M15,"(1, 8, 10)",10,17.25,1.515,11,47.3,1.7,54.1,False,False
M30+M15,"(1, 8, 10)",15,22.15,1.364,10,58.9,4.2,123.2,False,False
M30+M15,"(1, 8, 10)",20,20.26,0.97,8,92.6,7.2,154.2,False,False
M30+M15,"(1, 8, 10)",30,16.83,0.548,7,196.0,15.2,469.7,False,False
M30+M15,"(1, 8, 15)",5,15.04,2.653,12,32.8,0.8,34.0,False,False
M30+M15,"(1, 8, 15)",10,15.09,1.362,12,62.5,2.4,61.5,False,False
M30+M15,"(1, 8, 15)",15,20.62,1.28,12,74.7,4.1,108.5,False,False
M30+M15,"(1, 8, 15)",20,20.58,0.982,10,94.4,6.6,164.0,False,False
M30+M15,"(1, 8, 15)",30,17.37,0.557,9,175.9,13.7,447.8,False,False
M30+M15,"(1, 8, 20)",5,15.76,2.681,12,31.6,0.8,29.4,False,False
M30+M15,"(1, 8, 20)",10,14.72,1.303,11,69.4,2.4,65.4,False,False
M30+M15,"(1, 8, 20)",15,18.39,1.138,11,101.4,4.4,112.7,False,False
M30+M15,"(1, 8, 20)",20,23.99,1.143,9,82.3,6.5,135.5,False,False
M30+M15,"(1, 8, 20)",30,16.6,0.536,8,209.1,12.9,445.3,False,False
M30+M15,"(1, 10, 15)",5,15.24,2.733,11,35.1,0.8,29.4,False,False
M30+M15,"(1, 10, 15)",10,16.13,1.501,12,55.6,2.3,54.8,False,False
M30+M15,"(1, 10, 15)",15,19.46,1.226,12,82.3,4.4,125.7,False,False
M30+M15,"(1, 10, 15)",20,20.58,0.984,9,94.2,6.5,163.2,False,False
M30+M15,"(1, 10, 15)",30,17.06,0.56,8,185.2,14.8,381.0,False,False
M30+M15,"(1, 10, 20)",5,12.84,2.252,11,52.6,0.8,29.0,False,False
M30+M15,"(1, 10, 20)",10,15.65,1.448,11,61.3,2.6,59.4,False,False
M30+M15,"(1, 10, 20)",15,18.59,1.147,11,100.6,4.4,130.5,False,False
M30+M15,"(1, 10, 20)",20,23.45,1.112,9,84.8,6.8,141.3,False,False
M30+M15,"(1, 10, 20)",30,15.21,0.494,8,249.0,14.5,468.6,False,False
M30+M15,"(1, 15, 20)",5,16.23,2.83,12,31.9,0.8,28.6,False,False
M30+M15,"(1, 15, 20)",10,15.28,1.376,12,61.3,2.3,62.0,False,False
M30+M15,"(1, 15, 20)",15,18.08,1.138,12,94.5,4.4,127.4,False,False
M30+M15,"(1, 15, 20)",20,19.99,0.961,10,94.9,6.4,163.2,False,False
M30+M15,"(1, 15, 20)",30,17.29,0.564,9,187.3,15.1,442.8,False,False
M30+M15,"(2, 3, 5)",5,12.11,2.108,12,50.3,0.8,31.2,False,False
M30+M15,"(2, 3, 5)",10,15.68,1.441,12,77.9,1.9,64.1,False,False
M30+M15,"(2, 3, 5)",15,18.03,1.143,11,82.1,3.6,92.2,False,False
M30+M15,"(2, 3, 5)",20,23.12,1.096,9,78.2,4.8,91.5,False,False
M30+M15,"(2, 3, 5)",30,21.68,0.695,8,181.0,16.0,381.4,False,False
M30+M15,"(2, 3, 8)",5,13.88,2.46,12,42.2,0.8,28.7,False,False
M30+M15,"(2, 3, 8)",10,15.03,1.406,12,70.1,2.5,44.1,False,False
M30+M15,"(2, 3, 8)",15,21.46,1.348,12,64.8,4.0,106.0,False,False
M30+M15,"(2, 3, 8)",20,19.06,0.916,9,124.1,5.7,160.8,False,False
M30+M15,"(2, 3, 8)",30,18.3,0.602,8,227.9,14.7,450.0,False,False
M30+M15,"(2, 3, 10)",5,14.95,2.688,11,39.2,0.8,28.7,False,False
M30+M15,"(2, 3, 10)",10,14.05,1.285,12,81.4,2.4,55.3,False,False
M30+M15,"(2, 3, 10)",15,21.24,1.369,12,72.2,4.4,100.3,False,False
M30+M15,"(2, 3, 10)",20,25.13,1.163,9,96.1,5.6,137.8,False,False
M30+M15,"(2, 3, 10)",30,15.97,0.527,8,222.4,13.4,473.6,False,False
M30+M15,"(2, 3, 15)",5,12.41,2.243,12,41.7,0.7,23.6,False,False
M30+M15,"(2, 3, 15)",10,19.35,1.763,12,50.9,2.1,46.4,False,False
M30+M15,"(2, 3, 15)",15,19.72,1.257,12,88.1,4.0,78.2,False,False
M30+M15,"(2, 3, 15)",20,22.17,1.075,9,94.1,6.8,165.2,False,False
M30+M15,"(2, 3, 15)",30,15.38,0.508,8,212.1,14.8,582.2,False,False
M30+M15,"(2, 3, 20)",5,14.62,2.387,12,47.2,0.8,29.4,False,False
M30+M15,"(2, 3, 20)",10,15.41,1.418,12,78.1,2.5,55.2,False,False
M30+M15,"(2, 3, 20)",15,17.99,1.131,12,124.4,4.4,133.1,False,False
M30+M15,"(2, 3, 20)",20,22.7,1.087,11,105.7,6.6,207.7,False,False
M30+M15,"(2, 3, 20)",30,15.55,0.508,10,249.3,12.6,467.2,False,False
M30+M15,"(2, 5, 8)",5,12.69,2.24,11,44.1,0.7,21.5,False,False
M30+M15,"(2, 5, 8)",10,15.09,1.41,12,69.9,2.3,44.1,False,False
M30+M15,"(2, 5, 8)",15,19.91,1.266,12,71.5,3.8,118.8,False,False
M30+M15,"(2, 5, 8)",20,19.49,0.937,9,122.1,5.9,162.2,False,False
M30+M15,"(2, 5, 8)",30,19.21,0.632,8,220.2,15.2,372.2,False,False
M30+M15,"(2, 5, 10)",5,15.21,2.737,11,38.4,0.8,29.4,False,False
M30+M15,"(2, 5, 10)",10,14.18,1.322,12,82.5,2.6,48.5,False,False
M30+M15,"(2, 5, 10)",15,21.8,1.394,12,75.9,4.4,103.5,False,False
M30+M15,"(2, 5, 10)",20,22.0,1.049,10,122.3,5.9,149.7,False,False
M30+M15,"(2, 5, 10)",30,15.23,0.504,9,242.5,13.0,569.0,False,False
M30+M15,"(2, 5, 15)",5,14.04,2.497,11,44.4,0.8,27.4,False,False
M30+M15,"(2, 5, 15)",10,18.99,1.728,12,56.0,2.2,47.6,False,False
M30+M15,"(2, 5, 15)",15,19.77,1.257,12,88.1,4.2,78.2,False,False
M30+M15,"(2, 5, 15)",20,23.34,1.131,9,102.0,5.9,137.0,False,False
M30+M15,"(2, 5, 15)",30,15.64,0.513,8,210.1,14.5,559.3,False,False
M30+M15,"(2, 5, 20)",5,15.98,2.648,11,47.8,0.7,22.0,False,False
M30+M15,"(2, 5, 20)",10,17.51,1.592,12,69.4,2.4,52.9,False,False
M30+M15,"(2, 5, 20)",15,18.5,1.166,12,120.6,4.4,126.1,False,False
M30+M15,"(2, 5, 20)",20,24.08,1.147,11,109.0,6.6,211.1,False,False
M30+M15,"(2, 5, 20)",30,16.9,0.553,10,240.4,12.6,445.6,False,False
M30+M15,"(2, 8, 10)",5,14.09,2.537,11,36.5,0.8,31.5,False,False
M30+M15,"(2, 8, 10)",10,17.14,1.536,12,58.8,2.5,51.3,False,False
M30+M15,"(2, 8, 10)",15,20.11,1.278,12,65.6,4.4,104.7,False,False
M30+M15,"(2, 8, 10)",20,20.79,0.998,10,97.2,5.9,157.5,False,False
M30+M15,"(2, 8, 10)",30,15.97,0.518,9,202.1,15.6,501.3,False,False
M30+M15,"(2, 8, 15)",5,13.46,2.399,12,37.1,0.8,24.3,False,False
M30+M15,"(2, 8, 15)",10,18.33,1.667,12,51.8,2.4,55.3,False,False
M30+M15,"(2, 8, 15)",15,22.34,1.39,12,67.4,4.4,85.8,False,False
M30+M15,"(2, 8, 15)",20,22.41,1.099,10,97.7,6.8,138.8,False,False
M30+M15,"(2, 8, 15)",30,18.17,0.578,9,172.5,16.1,442.7,False,False
M30+M15,"(2, 8, 20)",5,12.75,2.189,12,46.6,0.7,22.2,False,False
M30+M15,"(2, 8, 20)",10,15.78,1.387,12,65.2,2.3,62.6,False,False
M30+M15,"(2, 8, 20)",15,19.4,1.222,12,98.6,5.0,105.0,False,False
M30+M15,"(2, 8, 20)",20,24.04,1.156,10,78.6,6.7,135.6,False,False
M30+M15,"(2, 8, 20)",30,17.96,0.569,9,197.8,12.4,356.1,False,False
M30+M15,"(2, 10, 15)",5,14.09,2.488,11,33.0,0.7,27.5,False,False
M30+M15,"(2, 10, 15)",10,18.62,1.721,12,50.2,2.5,48.4,False,False
M30+M15,"(2, 10, 15)",15,19.01,1.213,12,81.7,4.4,93.0,False,False
M30+M15,"(2, 10, 15)",20,21.8,1.064,9,101.0,6.9,152.2,False,False
M30+M15,"(2, 10, 15)",30,20.7,0.669,8,159.8,13.1,311.0,False,False
M30+M15,"(2, 10, 20)",5,11.94,2.068,11,49.3,0.7,27.5,False,False
M30+M15,"(2, 10, 20)",10,16.42,1.488,12,70.2,2.4,55.4,False,False
M30+M15,"(2, 10, 20)",15,19.76,1.25,12,96.4,5.0,109.4,False,False
M30+M15,"(2, 10, 20)",20,23.41,1.136,10,94.8,6.8,151.6,False,False
M30+M15,"(2, 10, 20)",30,18.17,0.588,9,210.9,14.8,294.8,False,False
M30+M15,"(2, 15, 20)",5,17.06,2.945,12,34.7,0.8,28.3,False,False
M30+M15,"(2, 15, 20)",10,18.27,1.632,12,53.4,2.3,58.0,False,False
M30+M15,"(2, 15, 20)",15,21.99,1.397,12,72.1,4.4,90.9,False,False
M30+M15,"(2, 15, 20)",20,22.99,1.119,10,82.5,6.5,137.6,False,False
M30+M15,"(2, 15, 20)",30,17.31,0.567,9,184.6,15.7,442.9,False,False
M30+M15,"(3, 5, 8)",5,16.44,3.168,11,41.4,0.8,21.5,False,False
M30+M15,"(3, 5, 8)",10,22.83,2.156,12,58.9,1.7,41.7,False,False
M30+M15,"(3, 5, 8)",15,22.37,1.394,12,85.2,4.0,92.4,False,False
M30+M15,"(3, 5, 8)",20,23.72,1.103,9,121.6,6.1,163.1,False,False
M30+M15,"(3, 5, 8)",30,25.32,0.828,8,178.4,11.9,256.4,False,False
M30+M15,"(3, 5, 10)",5,16.28,2.973,11,36.3,0.9,29.4,False,False
M30+M15,"(3, 5, 10)",10,19.07,1.807,12,73.2,2.3,48.7,False,False
M30+M15,"(3, 5, 10)",15,22.98,1.455,12,75.7,3.8,94.6,False,False
M30+M15,"(3, 5, 10)",20,22.24,1.056,10,125.4,5.6,158.7,False,False
M30+M15,"(3, 5, 10)",30,17.42,0.581,9,224.6,12.2,360.5,False,False
M30+M15,"(3, 5, 15)",5,15.65,2.927,11,38.4,0.9,27.2,False,False
M30+M15,"(3, 5, 15)",10,17.18,1.618,12,61.6,2.4,48.0,False,False
M30+M15,"(3, 5, 15)",15,24.52,1.506,12,80.8,3.7,86.8,False,False
M30+M15,"(3, 5, 15)",20,23.76,1.138,9,125.3,5.7,153.3,False,False
M30+M15,"(3, 5, 15)",30,17.49,0.578,8,201.8,13.0,449.6,False,False
M30+M15,"(3, 5, 20)",5,20.08,3.394,11,38.3,0.8,22.9,False,False
M30+M15,"(3, 5, 20)",10,20.84,1.91,12,62.4,1.9,48.3,False,False
M30+M15,"(3, 5, 20)",15,21.39,1.343,12,104.2,3.8,89.5,False,False
M30+M15,"(3, 5, 20)",20,24.91,1.175,11,138.9,6.4,212.9,False,False
M30+M15,"(3, 5, 20)",30,17.82,0.581,10,235.3,12.0,348.8,False,False
M30+M15,"(3, 8, 10)",5,17.4,3.218,11,33.5,1.0,31.4,False,False
M30+M15,"(3, 8, 10)",10,15.96,1.499,12,83.9,2.6,48.5,False,False
M30+M15,"(3, 8, 10)",15,22.52,1.406,12,76.8,3.9,92.1,False,False
M30+M15,"(3, 8, 10)",20,22.07,1.045,10,124.0,5.6,138.7,False,False
M30+M15,"(3, 8, 10)",30,17.77,0.595,9,213.8,12.9,369.3,False,False
M30+M15,"(3, 8, 15)",5,15.03,2.765,12,38.1,0.8,22.9,False,False
M30+M15,"(3, 8, 15)",10,19.6,1.858,12,57.3,2.5,43.3,False,False
M30+M15,"(3, 8, 15)",15,23.43,1.462,12,94.4,4.2,118.0,False,False
M30+M15,"(3, 8, 15)",20,28.78,1.357,10,127.5,6.7,153.5,False,False
M30+M15,"(3, 8, 15)",30,16.85,0.557,9,258.7,14.5,478.1,False,False
M30+M15,"(3, 8, 20)",5,21.79,3.879,12,33.7,0.7,18.7,False,False
M30+M15,"(3, 8, 20)",10,19.41,1.824,12,74.1,2.6,59.3,False,False
M30+M15,"(3, 8, 20)",15,23.94,1.476,12,101.3,4.4,94.2,False,False
M30+M15,"(3, 8, 20)",20,24.64,1.138,10,139.5,6.4,190.6,False,False
M30+M15,"(3, 8, 20)",30,22.6,0.718,9,228.6,12.5,446.6,False,False
M30+M15,"(3, 10, 15)",5,14.51,2.646,11,42.3,0.8,24.8,False,False
M30+M15,"(3, 10, 15)",10,16.54,1.572,12,66.7,2.4,45.8,False,False
M30+M15,"(3, 10, 15)",15,21.27,1.357,12,97.3,3.8,95.2,False,False
M30+M15,"(3, 10, 15)",20,27.66,1.299,9,109.4,6.7,134.7,False,False
M30+M15,"(3, 10, 15)",30,15.08,0.499,8,261.5,14.8,458.6,False,False
M30+M15,"(3, 10, 20)",5,16.4,2.98,11,36.0,0.7,26.0,False,False
M30+M15,"(3, 10, 20)",10,17.14,1.637,12,70.5,2.3,50.7,False,False
M30+M15,"(3, 10, 20)",15,21.06,1.338,12,91.0,4.3,94.4,False,False
M30+M15,"(3, 10, 20)",20,24.53,1.157,10,110.8,6.8,164.2,False,False
M30+M15,"(3, 10, 20)",30,17.57,0.567,9,229.5,15.7,353.4,False,False
M30+M15,"(3, 15, 20)",5,17.74,3.124,12,29.7,0.7,25.9,False,False
M30+M15,"(3, 15, 20)",10,18.87,1.744,12,53.9,2.2,47.0,False,False
M30+M15,"(3, 15, 20)",15,23.57,1.504,12,83.6,3.9,93.3,False,False
M30+M15,"(3, 15, 20)",20,25.34,1.22,10,120.4,7.2,174.4,False,False
M30+M15,"(3, 15, 20)",30,16.89,0.562,9,209.5,14.5,471.4,False,False
M30+M15,"(5, 8, 10)",5,14.71,2.895,11,52.4,0.8,29.6,False,False
M30+M15,"(5, 8, 10)",10,17.29,1.681,12,95.7,2.3,62.2,False,False
M30+M15,"(5, 8, 10)",15,20.71,1.357,12,123.1,4.5,148.4,False,False
M30+M15,"(5, 8, 10)",20,21.08,1.04,10,171.6,6.3,180.8,False,False
M30+M15,"(5, 8, 10)",30,18.44,0.59,8,267.5,20.7,462.9,False,False
M30+M15,"(5, 8, 15)",5,14.27,2.698,12,55.7,0.8,26.5,False,False
M30+M15,"(5, 8, 15)",10,18.41,1.809,12,95.6,2.2,56.8,False,False
M30+M15,"(5, 8, 15)",15,17.79,1.159,12,149.0,3.8,132.2,False,False
M30+M15,"(5, 8, 15)",20,17.39,0.847,10,223.1,7.6,225.8,False,False
M30+M15,"(5, 8, 15)",30,16.39,0.536,8,324.6,14.2,473.2,False,False
M30+M15,"(5, 8, 20)",5,17.67,3.537,11,48.0,0.8,27.9,False,False
M30+M15,"(5, 8, 20)",10,19.47,1.814,12,98.4,2.0,58.9,False,False
M30+M15,"(5, 8, 20)",15,23.95,1.506,12,115.8,3.8,80.7,False,False
M30+M15,"(5, 8, 20)",20,20.94,1.014,10,184.3,6.8,210.7,False,False
M30+M15,"(5, 8, 20)",30,23.86,0.751,7,253.3,14.2,321.0,False,False
M30+M15,"(5, 10, 15)",5,15.44,2.975,11,51.1,0.8,23.0,False,False
M30+M15,"(5, 10, 15)",10,18.75,1.846,12,92.9,2.4,58.2,False,False
M30+M15,"(5, 10, 15)",15,23.59,1.541,12,109.0,4.1,101.1,False,False
M30+M15,"(5, 10, 15)",20,19.1,0.942,10,197.3,6.6,194.7,False,False
M30+M15,"(5, 10, 15)",30,16.92,0.555,8,315.8,14.1,458.1,False,False
M30+M15,"(5, 10, 20)",5,16.84,3.119,11,47.8,0.8,28.4,False,False
M30+M15,"(5, 10, 20)",10,16.44,1.567,12,118.8,2.3,70.3,False,False
M30+M15,"(5, 10, 20)",15,22.45,1.408,12,128.3,4.2,111.4,False,False
M30+M15,"(5, 10, 20)",20,18.96,0.916,10,207.6,6.8,207.6,False,False
M30+M15,"(5, 10, 20)",30,19.67,0.632,8,301.0,14.4,333.6,False,False
M30+M15,"(5, 15, 20)",5,17.89,3.345,11,52.0,0.9,24.5,False,False
M30+M15,"(5, 15, 20)",10,18.3,1.723,12,94.6,2.2,58.8,False,False
M30+M15,"(5, 15, 20)",15,20.15,1.303,12,134.2,4.1,111.2,False,False
M30+M15,"(5, 15, 20)",20,19.17,0.94,10,194.7,6.5,207.6,False,False
M30+M15,"(5, 15, 20)",30,19.07,0.62,8,281.4,12.6,456.8,False,False
M30+M15,"(8, 10, 15)",5,17.85,3.522,11,49.3,0.8,24.4,False,False
M30+M15,"(8, 10, 15)",10,17.91,1.762,12,103.2,2.2,72.2,False,False
M30+M15,"(8, 10, 15)",15,21.64,1.406,12,125.4,4.0,111.6,False,False
M30+M15,"(8, 10, 15)",20,20.58,1.005,10,189.4,6.6,203.4,False,False
M30+M15,"(8, 10, 15)",30,20.79,0.681,8,275.5,16.1,359.6,False,False
M30+M15,"(8, 10, 20)",5,14.64,3.013,11,56.8,0.8,34.3,False,False
M30+M15,"(8, 10, 20)",10,17.15,1.648,11,107.0,2.2,61.4,False,False
M30+M15,"(8, 10, 20)",15,25.6,1.623,11,120.5,3.7,104.8,False,False
M30+M15,"(8, 10, 20)",20,19.19,0.928,9,205.1,6.5,205.0,False,False
M30+M15,"(8, 10, 20)",30,20.54,0.664,7,285.2,15.2,366.1,False,False
M30+M15,"(8, 15, 20)",5,20.43,4.216,12,41.6,0.9,31.9,False,False
M30+M15,"(8, 15, 20)",10,21.02,1.98,12,89.4,2.1,72.3,False,False
M30+M15,"(8, 15, 20)",15,22.28,1.474,12,122.4,3.8,107.7,False,False
M30+M15,"(8, 15, 20)",20,19.75,0.965,10,199.1,7.0,207.1,False,False
M30+M15,"(8, 15, 20)",30,21.09,0.683,8,284.9,15.0,310.5,False,False
M30+M15,"(10, 15, 20)",5,16.79,3.253,11,53.0,0.8,32.6,False,False
M30+M15,"(10, 15, 20)",10,18.12,1.711,12,103.0,2.1,62.0,False,False
M30+M15,"(10, 15, 20)",15,24.12,1.532,12,127.4,4.0,109.0,False,False
M30+M15,"(10, 15, 20)",20,24.52,1.229,10,151.5,5.3,182.4,False,False
M30+M15,"(10, 15, 20)",30,20.38,0.657,8,257.8,14.1,293.7,False,False
M15+M5,"(1, 2, 3)",5,18.16,3.082,12,32.3,0.7,21.9,False,False
M15+M5,"(1, 2, 3)",10,20.18,1.87,12,45.4,1.7,45.3,False,False
M15+M5,"(1, 2, 3)",15,21.3,1.347,12,67.5,4.0,87.9,False,False
M15+M5,"(1, 2, 3)",20,21.36,1.019,9,112.4,5.2,123.6,False,False
M15+M5,"(1, 2, 3)",30,22.73,0.72,8,189.6,15.1,286.1,False,False
M15+M5,"(1, 2, 5)",5,18.29,2.884,12,39.4,0.6,20.5,False,False
M15+M5,"(1, 2, 5)",10,20.84,1.905,12,45.6,1.9,43.9,False,False
M15+M5,"(1, 2, 5)",15,22.47,1.417,12,65.2,4.0,87.1,False,False
M15+M5,"(1, 2, 5)",20,19.56,0.935,9,113.2,5.2,116.8,False,False
M15+M5,"(1, 2, 5)",30,19.74,0.62,8,196.6,18.2,415.1,False,False
M15+M5,"(1, 2, 8)",5,16.79,2.896,12,38.2,0.8,27.9,False,False
M15+M5,"(1, 2, 8)",10,19.87,1.767,12,51.8,2.4,71.0,False,False
M15+M5,"(1, 2, 8)",15,21.38,1.401,11,79.8,5.2,102.4,False,False
M15+M5,"(1, 2, 8)",20,21.82,1.037,9,102.2,7.5,126.3,False,False
M15+M5,"(1, 2, 8)",30,21.65,0.695,8,200.8,16.0,418.1,False,False
M15+M5,"(1, 2, 10)",5,14.45,2.469,11,40.6,0.8,22.5,False,False
M15+M5,"(1, 2, 10)",10,18.83,1.725,12,50.3,2.0,56.3,False,False
M15+M5,"(1, 2, 10)",15,22.09,1.429,12,73.3,4.6,81.1,False,False
M15+M5,"(1, 2, 10)",20,20.53,0.97,9,101.2,6.8,119.0,False,False
M15+M5,"(1, 2, 10)",30,20.05,0.641,8,204.7,13.0,320.5,False,False
M15+M5,"(1, 2, 15)",5,13.54,2.282,12,51.6,0.7,28.6,False,False
M15+M5,"(1, 2, 15)",10,21.31,1.944,12,51.4,1.6,52.3,False,False
M15+M5,"(1, 2, 15)",15,25.93,1.63,12,75.3,3.8,76.2,False,False
M15+M5,"(1, 2, 15)",20,20.8,1.014,9,130.3,6.9,115.2,False,False
M15+M5,"(1, 2, 15)",30,27.37,0.867,8,140.8,10.2,137.2,False,False
M15+M5,"(1, 2, 20)",5,14.99,2.606,12,46.6,0.9,28.6,False,False
M15+M5,"(1, 2, 20)",10,20.46,1.86,12,58.2,2.4,60.0,False,False
M15+M5,"(1, 2, 20)",15,22.67,1.429,12,83.7,3.3,92.1,False,False
M15+M5,"(1, 2, 20)",20,23.18,1.075,11,98.9,5.0,98.3,False,False
M15+M5,"(1, 2, 20)",30,21.66,0.674,10,177.0,10.7,290.6,False,False
M15+M5,"(1, 3, 5)",5,17.45,2.886,12,42.5,0.6,21.8,False,False
M15+M5,"(1, 3, 5)",10,23.72,2.114,12,38.0,1.5,42.7,False,False
M15+M5,"(1, 3, 5)",15,23.48,1.497,12,62.7,4.6,103.3,False,False
M15+M5,"(1, 3, 5)",20,21.44,1.012,9,101.7,5.7,107.9,False,False
M15+M5,"(1, 3, 5)",30,19.82,0.62,8,213.6,18.4,391.4,False,False
M15+M5,"(1, 3, 8)",5,15.82,2.681,12,50.4,0.8,27.0,False,False
M15+M5,"(1, 3, 8)",10,30.36,2.678,12,38.3,2.2,49.2,False,True
M15+M5,"(1, 3, 8)",15,28.7,1.821,12,66.9,4.9,88.9,False,False
M15+M5,"(1, 3, 8)",20,21.12,1.014,10,117.1,9.1,190.8,False,False
M15+M5,"(1, 3, 8)",30,22.76,0.73,8,192.1,15.2,307.0,False,False
M15+M5,"(1, 3, 10)",5,15.29,2.555,11,49.7,0.8,18.5,False,False
M15+M5,"(1, 3, 10)",10,29.04,2.69,12,45.3,2.2,48.2,False,False
M15+M5,"(1, 3, 10)",15,26.6,1.692,12,74.9,5.4,88.3,False,False
M15+M5,"(1, 3, 10)",20,19.62,0.937,9,119.8,8.2,193.9,False,False
M15+M5,"(1, 3, 10)",30,21.74,0.695,8,203.7,13.0,285.7,False,False
M15+M5,"(1, 3, 15)",5,14.32,2.385,12,53.8,0.7,20.1,False,False
M15+M5,"(1, 3, 15)",10,22.24,2.051,12,59.8,2.1,55.5,False,False
M15+M5,"(1, 3, 15)",15,25.06,1.627,12,76.2,4.0,74.6,False,False
M15+M5,"(1, 3, 15)",20,18.97,0.942,9,136.1,7.8,168.3,False,False
M15+M5,"(1, 3, 15)",30,30.05,0.968,8,136.1,12.5,160.1,False,True
M15+M5,"(1, 3, 20)",5,14.53,2.518,12,51.8,0.8,21.7,False,False
M15+M5,"(1, 3, 20)",10,21.48,1.984,12,76.0,2.7,71.5,False,False
M15+M5,"(1, 3, 20)",15,20.46,1.308,12,103.8,4.5,125.8,False,False
M15+M5,"(1, 3, 20)",20,21.27,1.023,11,121.4,7.5,142.6,False,False
