pair,ta,td,zw,tgt,sp_med,gate,skip_pct,ppd,cday,ppc,trail_pct,wf,boot_p5,prob_pos
CAD_JPY,7,3,50.0,12.5,2.4,3.2,21.6,10.8,5.3,2.03,83.9,3,-246.5,0.57
CAD_JPY,8,1,50.0,12.5,2.4,3.2,21.1,26.1,5.1,5.09,83.5,1,,
CAD_JPY,8,2,50.0,12.5,2.4,3.2,22.1,19.1,5.1,3.76,83.7,1,,
CAD_JPY,8,3,50.0,12.5,2.4,3.2,21.8,9.6,5.4,1.76,84.7,1,,
CAD_JPY,10,1,50.0,12.5,2.4,3.2,25.3,-79.9,4.5,-17.89,81.2,2,,
CAD_JPY,10,2,50.0,12.5,2.4,3.2,25.2,-90.2,4.5,-20.19,80.7,2,,
CAD_JPY,10,3,50.0,12.5,2.4,3.2,25.2,-97.8,4.6,-21.45,80.4,2,,
CAD_JPY,10,5,50.0,12.5,2.4,3.2,27.9,20.1,4.4,4.59,74.4,2,,
CAD_JPY,14,1,50.0,12.5,2.4,3.2,24.5,46.4,3.2,14.72,37.3,2,,
CAD_JPY,14,2,50.0,12.5,2.4,3.2,24.5,45.2,3.2,14.34,37.3,2,,
CAD_JPY,14,3,50.0,12.5,2.4,3.2,24.6,45.3,3.1,14.49,37.6,2,,
CAD_JPY,14,5,50.0,12.5,2.4,3.2,20.1,114.3,3.0,38.56,31.1,2,,
CAD_JPY,14,7,50.0,12.5,2.4,3.2,21.1,103.1,3.0,34.78,23.6,2,,
CAD_JPY,20,1,50.0,12.5,2.4,3.2,25.6,-251.4,3.1,-80.12,6.0,2,,
CAD_JPY,20,2,50.0,12.5,2.4,3.2,25.6,-251.6,3.1,-80.18,6.0,2,,
CAD_JPY,20,3,50.0,12.5,2.4,3.2,25.6,-251.7,3.1,-80.24,6.0,2,,
CAD_JPY,20,5,50.0,12.5,2.4,3.2,25.6,-252.1,3.1,-80.36,6.0,2,,
CAD_JPY,20,7,50.0,12.5,2.4,3.2,25.6,-252.5,3.1,-80.48,6.0,2,,
CAD_JPY,30,1,50.0,12.5,2.4,3.2,26.1,-213.0,3.3,-64.34,1.2,3,-916.5,0.382
CAD_JPY,30,2,50.0,12.5,2.4,3.2,26.1,-213.1,3.3,-64.35,1.2,3,-911.0,0.356
CAD_JPY,30,3,50.0,12.5,2.4,3.2,26.1,-213.1,3.3,-64.36,1.2,3,-916.4,0.378
CAD_JPY,30,5,50.0,12.5,2.4,3.2,26.1,-213.2,3.3,-64.39,1.2,3,-918.2,0.358
CAD_JPY,30,7,50.0,12.5,2.4,3.2,26.1,-213.3,3.3,-64.41,1.2,3,-911.4,0.364
NZD_JPY,5,1,40.0,20.0,2.8,3.6,30.3,-347.6,7.1,-49.02,88.7,1,,
NZD_JPY,6,1,40.0,20.0,2.8,3.6,28.4,-1595.5,6.4,-250.01,88.0,3,-5046.9,0.35
NZD_JPY,6,2,40.0,20.0,2.8,3.6,28.5,-1601.4,6.4,-250.93,87.9,3,-5028.0,0.342
NZD_JPY,7,1,40.0,20.0,2.8,3.6,28.3,-217.7,5.3,-40.98,84.9,1,,
NZD_JPY,7,2,40.0,20.0,2.8,3.6,28.2,-220.3,5.3,-41.57,84.9,1,,
NZD_JPY,7,3,40.0,20.0,2.8,3.6,28.5,-226.1,5.5,-41.42,85.4,2,,
NZD_JPY,8,1,40.0,20.0,2.8,3.6,33.5,123.1,4.8,25.7,83.7,3,49.6,1.0
NZD_JPY,8,2,40.0,20.0,2.8,3.6,33.5,119.0,4.8,24.9,83.6,3,45.9,0.998
NZD_JPY,8,3,40.0,20.0,2.8,3.6,39.5,-9.4,5.2,-1.82,84.8,3,-280.8,0.503
NZD_JPY,10,1,40.0,20.0,2.8,3.6,40.4,101.3,3.6,28.32,77.6,2,,
NZD_JPY,10,2,40.0,20.0,2.8,3.6,40.4,98.5,3.6,27.55,77.6,2,,
NZD_JPY,10,3,40.0,20.0,2.8,3.6,41.5,-24.7,3.6,-6.9,77.4,2,,
NZD_JPY,10,5,40.0,20.0,2.8,3.6,36.1,-49.5,3.6,-13.91,76.5,1,,
NZD_JPY,14,1,40.0,20.0,2.8,3.6,40.9,63.6,2.9,21.88,72.2,1,,
NZD_JPY,14,2,40.0,20.0,2.8,3.6,40.9,61.5,2.9,21.16,72.2,1,,
NZD_JPY,14,3,40.0,20.0,2.8,3.6,42.3,24.3,2.9,8.28,72.9,1,,
NZD_JPY,14,5,40.0,20.0,2.8,3.6,45.7,59.1,2.9,20.07,74.4,1,,
NZD_JPY,14,7,40.0,20.0,2.8,3.6,32.5,7.5,2.8,2.66,67.1,2,,
NZD_JPY,20,1,40.0,20.0,2.8,3.6,44.7,59.6,2.1,28.49,68.1,1,,
NZD_JPY,20,2,40.0,20.0,2.8,3.6,44.7,58.2,2.1,27.81,68.1,2,,
NZD_JPY,20,3,40.0,20.0,2.8,3.6,44.3,119.0,2.1,56.53,65.4,2,,
NZD_JPY,20,5,40.0,20.0,2.8,3.6,44.8,94.7,2.1,44.99,50.5,3,-28.1,0.888
NZD_JPY,20,7,40.0,20.0,2.8,3.6,44.6,116.8,2.0,58.87,36.7,3,-12.6,0.924
NZD_JPY,30,1,40.0,20.0,2.8,3.6,34.4,190.2,2.0,93.95,2.0,3,50.2,0.994
NZD_JPY,30,2,40.0,20.0,2.8,3.6,34.3,189.7,2.0,93.71,1.7,3,45.5,0.992
NZD_JPY,30,3,40.0,20.0,2.8,3.6,34.3,189.7,2.0,93.7,1.7,3,42.9,0.991
NZD_JPY,30,5,40.0,20.0,2.8,3.6,34.1,189.5,2.0,93.58,1.3,3,39.1,0.992
NZD_JPY,30,7,40.0,20.0,2.8,3.6,34.1,189.4,2.0,93.55,1.3,3,46.0,0.99
EUR_JPY,5,1,50.0,25.0,2.3,3.1,30.0,590.5,11.3,52.25,91.8,3,124.2,1.0
EUR_JPY,6,1,50.0,25.0,2.3,3.1,31.1,195.7,9.7,20.15,90.6,3,104.1,1.0
EUR_JPY,6,2,50.0,25.0,2.3,3.1,31.1,186.8,9.7,19.21,90.5,3,94.1,1.0
EUR_JPY,7,1,50.0,25.0,2.3,3.1,31.2,140.1,8.2,17.19,89.2,2,,
EUR_JPY,7,2,50.0,25.0,2.3,3.1,31.2,132.5,8.2,16.26,89.1,2,,
EUR_JPY,7,3,50.0,25.0,2.3,3.1,30.2,130.2,8.2,15.98,89.4,2,,
EUR_JPY,8,1,50.0,25.0,2.3,3.1,34.9,126.4,7.5,16.92,88.3,2,,
EUR_JPY,8,2,50.0,25.0,2.3,3.1,34.8,119.8,7.5,16.04,88.3,2,,
EUR_JPY,8,3,50.0,25.0,2.3,3.1,34.6,113.5,7.5,15.12,88.3,2,,
EUR_JPY,10,1,50.0,25.0,2.3,3.1,35.3,-35.4,5.4,-6.57,83.1,1,,
EUR_JPY,10,2,50.0,25.0,2.3,3.1,35.3,-39.9,5.4,-7.4,83.1,1,,
EUR_JPY,10,3,50.0,25.0,2.3,3.1,36.2,-44.0,5.5,-8.07,83.4,1,,
EUR_JPY,10,5,50.0,25.0,2.3,3.1,38.9,-61.3,5.6,-11.01,83.3,0,,
EUR_JPY,14,1,50.0,25.0,2.3,3.1,32.3,107.4,4.2,25.65,78.6,3,26.8,0.982
EUR_JPY,14,2,50.0,25.0,2.3,3.1,32.2,104.2,4.2,24.9,78.6,3,28.6,0.986
EUR_JPY,14,3,50.0,25.0,2.3,3.1,33.3,96.7,4.1,23.33,78.6,3,22.0,0.982
EUR_JPY,14,5,50.0,25.0,2.3,3.1,37.8,54.7,4.1,13.32,77.7,3,-11.4,0.922
EUR_JPY,14,7,50.0,25.0,2.3,3.1,39.8,-324.6,4.0,-81.73,76.0,2,,
EUR_JPY,20,1,50.0,25.0,2.3,3.1,43.9,174.6,2.7,64.27,68.6,3,116.9,1.0
EUR_JPY,20,2,50.0,25.0,2.3,3.1,43.8,172.4,2.7,63.45,68.3,3,112.1,1.0
EUR_JPY,20,3,50.0,25.0,2.3,3.1,43.9,170.4,2.7,63.02,68.1,3,111.1,1.0
EUR_JPY,20,5,50.0,25.0,2.3,3.1,43.1,118.1,2.8,42.24,69.7,3,37.3,0.99
EUR_JPY,20,7,50.0,25.0,2.3,3.1,43.5,91.5,3.0,30.82,65.8,3,20.0,0.978
EUR_JPY,30,1,50.0,25.0,2.3,3.1,41.1,-153.7,2.6,-60.13,14.6,1,,
EUR_JPY,30,2,50.0,25.0,2.3,3.1,41.0,-154.2,2.6,-60.33,14.4,1,,
EUR_JPY,30,3,50.0,25.0,2.3,3.1,41.0,-154.6,2.6,-60.47,14.4,1,,
EUR_JPY,30,5,50.0,25.0,2.3,3.1,41.0,-155.3,2.6,-60.76,14.4,1,,
EUR_JPY,30,7,50.0,25.0,2.3,3.1,41.0,-156.1,2.6,-61.05,14.4,1,,
CHF_JPY,7,1,40.0,20.0,3.5,5.3,34.3,-8675.0,11.9,-728.48,83.2,0,,
CHF_JPY,8,1,40.0,20.0,3.5,5.3,33.2,-6926.7,11.5,-602.02,82.7,0,,
CHF_JPY,8,2,40.0,20.0,3.5,5.3,33.2,-6936.4,11.5,-602.86,82.7,0,,
CHF_JPY,10,1,40.0,20.0,3.5,5.3,36.2,-1204.7,8.9,-134.92,77.9,1,,
CHF_JPY,10,2,40.0,20.0,3.5,5.3,36.2,-1211.6,8.9,-135.68,77.9,1,,
CHF_JPY,10,3,40.0,20.0,3.5,5.3,38.2,-1336.9,8.9,-150.28,77.5,1,,
CHF_JPY,14,1,40.0,20.0,3.5,5.3,41.0,-858.1,7.0,-122.63,71.5,0,,
CHF_JPY,14,2,40.0,20.0,3.5,5.3,41.0,-863.1,7.0,-123.34,71.5,0,,
CHF_JPY,14,3,40.0,20.0,3.5,5.3,42.5,-1834.6,6.9,-265.23,71.2,0,,
CHF_JPY,14,5,40.0,20.0,3.5,5.3,38.7,-5576.1,7.3,-763.22,72.6,0,,
CHF_JPY,14,7,40.0,20.0,3.5,5.3,40.4,-9102.7,6.6,-1374.67,68.4,0,,
CHF_JPY,20,1,40.0,20.0,3.5,5.3,50.5,-2638.4,5.0,-526.47,58.6,0,,
CHF_JPY,20,2,40.0,20.0,3.5,5.3,50.5,-2641.4,5.0,-527.05,58.6,0,,
CHF_JPY,20,3,40.0,20.0,3.5,5.3,50.5,-2644.3,5.0,-527.63,58.2,0,,
CHF_JPY,20,5,40.0,20.0,3.5,5.3,52.2,-2720.8,4.9,-556.3,55.0,0,,
CHF_JPY,20,7,40.0,20.0,3.5,5.3,52.4,-2518.4,4.9,-517.76,46.9,0,,
CHF_JPY,30,1,40.0,20.0,3.5,5.3,50.1,-1556.9,4.7,-332.0,4.7,0,,
CHF_JPY,30,2,40.0,20.0,3.5,5.3,50.1,-1557.2,4.7,-332.05,4.7,0,,
CHF_JPY,30,3,40.0,20.0,3.5,5.3,50.1,-1557.4,4.7,-332.1,4.7,0,,
CHF_JPY,30,5,40.0,20.0,3.5,5.3,50.1,-1557.8,4.7,-332.19,4.7,0,,
CHF_JPY,30,7,40.0,20.0,3.5,5.3,50.1,-1558.3,4.7,-332.29,4.7,0,,
