pair,N,zw,tf,tp,ppd,cpd,ppc,ml,avgl,usd,wf,oos_days
AUD_USD,1,25.0,1.0,-104738.29999999666,-182.8565027151419,0.8799042696743642,-207.81408730158066,0.1984126984126984,2.0674603174603177,-10.473829999999666,2,572.7895833333333
AUD_USD,1,40.0,1.0,-161564.3999999994,-282.06588370511173,0.34567667737207164,-815.9818181818152,0.5050505050505051,2.0454545454545454,-16.156439999999943,2,572.7895833333333
AUD_USD,2,20.0,1.0,34937.39999999978,60.995173474843135,1.3757233422686488,44.336802030456575,0.0,1.9720812182741116,3.4937399999999785,3,572.7895833333333
AUD_USD,1,20.0,0.5,162914.60000000548,284.4231193101111,3.4847002425992675,81.62054108216708,0.0,1.497995991983968,16.291460000000548,3,572.7895833333333
AUD_USD,1,30.0,1.0,37332.5999999999,65.17681376596245,0.6267572079624935,103.99052924791057,0.0,1.966573816155989,3.73325999999999,3,572.7895833333333
AUD_USD,1,30.0,0.5,17358.399999996156,30.30502038633353,1.511899003051586,20.044341801381243,0.0,1.533487297921478,1.7358399999996157,3,572.7895833333333
AUD_USD,1,40.0,0.25,7469.400000000186,13.040390777590991,2.245152561113556,5.808242612752866,0.0,1.223950233281493,0.7469400000000186,2,572.7895833333333
AUD_USD,3,20.0,1.0,-95295.8999999981,-166.3715660564674,1.422861071001204,-116.92748466257436,0.1226993865030675,1.9300613496932515,-9.52958999999981,2,572.7895833333333
NZD_USD,2,25.0,1.0,40365.999999998574,70.48401569570642,0.6582885080830961,107.0716180371315,0.0,2.1485411140583555,4.036599999999858,3,572.6972222222222
NZD_USD,3,25.0,0.5,21374.19999999895,37.32198999859157,1.7426311168884083,21.41703406813522,0.0,1.506012024048096,2.137419999999895,3,572.6972222222222
NZD_USD,3,25.0,1.0,-117710.79999999689,-205.53757802988238,0.6792419884464838,-302.5984575835396,0.2570694087403599,2.0539845758354756,-11.771079999999689,2,572.6972222222222
NZD_USD,1,25.0,1.0,30600.599999998758,53.43242260065457,0.682734235173715,78.26240409206844,0.0,2.1074168797953963,3.060059999999876,3,572.6972222222222
NZD_USD,1,40.0,1.0,10183.600000000017,17.781821885716255,0.2741413680876554,64.86369426751602,0.0,2.0,1.0183600000000017,3,572.6972222222222
NZD_USD,2,20.0,1.0,-169824.6000000045,-296.5347017766884,1.0825964854416965,-273.91064516129757,0.3225806451612903,1.9838709677419355,-16.98246000000045,2,572.6972222222222
NZD_USD,1,20.0,0.5,12356.200000000154,21.575449505507834,2.7012528435133945,7.987201034259957,0.0,1.502262443438914,1.2356200000000155,3,572.6972222222222
NZD_USD,1,30.0,1.0,-136709.80000000118,-238.71217581522342,0.5028835287213042,-474.68680555555966,0.3472222222222222,2.0555555555555554,-13.67098000000012,2,572.6972222222222
NZD_USD,1,30.0,0.5,13460.79999999757,23.504217372953157,1.2607010685304918,18.643767313016024,0.0,1.5,1.346079999999757,3,572.6972222222222
NZD_USD,1,40.0,0.25,10335.400000000187,18.046883412313406,1.6204024814353135,11.137284482758822,0.0,1.2564655172413792,1.0335400000000188,3,572.6972222222222
NZD_USD,3,20.0,1.0,-70904.99999999879,-123.80887709716481,1.0354511546240743,-119.56998313659156,0.16863406408094433,2.0354131534569984,-7.09049999999988,2,572.6972222222222
EUR_GBP,2,25.0,1.0,11555.199999999671,20.15610316269108,0.34363337052151893,58.655837563450106,0.0,1.9238578680203047,1.4559551999999587,3,573.2854166666666
EUR_GBP,3,25.0,0.5,11855.299999999506,20.679577144891336,0.9593825065321594,21.555090909090012,0.0,1.4381818181818182,1.4937677999999377,3,573.2854166666666
EUR_GBP,3,25.0,1.0,15335.199999999548,26.749677480311885,0.34014470686140197,78.64205128204897,0.0,2.01025641025641,1.932235199999943,3,573.2854166666666
EUR_GBP,1,25.0,1.0,15795.999999999558,27.553465587602847,0.3575880251619867,77.05365853658321,0.0,2.024390243902439,1.9902959999999443,3,573.2854166666666
EUR_GBP,1,40.0,1.0,14830.800000000016,25.86983650523121,0.10814857346362525,239.20645161290346,0.0,2.225806451612903,1.868680800000002,3,573.2854166666666
EUR_GBP,2,20.0,1.0,3252.6000000000076,5.6736137104481985,0.5006232352267813,11.333101045296194,0.0,2.132404181184669,0.40982760000000096,2,573.2854166666666
EUR_GBP,1,20.0,0.5,21159.199999999786,36.90866605857284,1.4251191051577714,25.89865361077085,0.0,1.5361077111383108,2.666059199999973,3,573.2854166666666
EUR_GBP,1,30.0,1.0,14237.400000000021,24.83474999727452,0.21804147875730895,113.89920000000018,0.0,2.192,1.7939124000000026,3,573.2854166666666
EUR_GBP,1,30.0,0.5,-26087.20000000252,-45.50473331710575,0.6454027771216345,-70.50594594595275,0.0,1.5135135135135136,-3.286987200000317,2,573.2854166666666
EUR_GBP,1,40.0,0.25,6699.200000000046,11.685627795927793,0.9820588203229196,11.899111900532942,0.0,1.2238010657193605,0.8440992000000058,3,573.2854166666666
EUR_GBP,3,20.0,1.0,12523.200000000043,21.844616374188327,0.5302768763377754,41.19473684210541,0.0,2.0296052631578947,1.5779232000000054,3,573.2854166666666
NZD_JPY,2,25.0,1.0,-106159.39999999687,-185.16936986261,1.7041399476238122,-108.65854657113292,0.1023541453428864,2.072671443193449,-6.475723399999809,2,573.3097222222221
NZD_JPY,3,25.0,0.5,47304.0999999991,82.51054912629483,4.039701247386642,20.424913644213774,0.0,1.4835924006908463,2.885550099999945,3,573.3097222222221
NZD_JPY,3,25.0,1.0,-60503.200000000084,-105.53318329485484,1.7669332312619466,-59.72675222112545,0.09871668311944717,1.9565646594274433,-3.6906952000000053,2,573.3097222222221
NZD_JPY,1,25.0,1.0,-24733.300000001662,-43.14125339464367,1.8087954203540362,-23.85081967213275,0.09643201542912247,2.0376084860173576,-1.5087313000001012,2,573.3097222222221
NZD_JPY,1,40.0,1.0,-137425.2000000012,-239.70498785076148,0.7727062403248197,-310.21489841986727,0.2257336343115124,1.9232505643340858,-8.382937200000073,2,573.3097222222221
NZD_JPY,2,20.0,1.0,75310.20000000176,131.36040970679818,2.647783460074664,49.61146245059405,0.0,1.976943346508564,4.593922200000107,3,573.3097222222221
NZD_JPY,1,20.0,0.5,-1226.4000000351793,-2.139157862667138,6.779930375039671,-0.31551324930156405,0.0,1.4664265500385902,-0.07481040000214594,1,573.3097222222221
NZD_JPY,1,30.0,1.0,66845.59999999889,116.59596446558895,1.3186589564008209,88.42010582010434,0.0,1.970899470899471,4.077581599999932,3,573.3097222222221
NZD_JPY,1,30.0,0.5,46165.60000001409,80.52471153126497,3.0576840616013743,26.335196805484365,0.0,1.5276668568168854,2.8161016000008594,3,573.3097222222221
NZD_JPY,1,40.0,0.25,18851.399999990754,32.881702977092914,4.242035161331741,7.751398026311987,0.0,1.2286184210526316,1.149935399999436,3,573.3097222222221
NZD_JPY,3,20.0,1.0,66252.60000000098,115.56161954344222,2.5658033397693223,45.03915703603058,0.0,2.0013596193065943,4.04140860000006,3,573.3097222222221
