pair,ta,td,zw,tgt,sp_med,gate,ppd,cday,ppc,is_wf,oos_wf,boot_p5,prob_pos
NZD_USD,10,5,25.0,12.5,1.5,1.7,72.0,2.5,28.47,2,3,,
NZD_USD,10,7,25.0,12.5,1.5,1.7,124.2,2.7,46.65,2,3,,
NZD_USD,14,1,25.0,12.5,1.5,1.7,-70.2,2.1,-33.38,3,2,,
NZD_USD,14,2,25.0,12.5,1.5,1.7,-70.6,2.1,-33.59,3,2,,
NZD_USD,14,3,25.0,12.5,1.5,1.7,-71.1,2.1,-33.8,3,2,,
NZD_USD,14,5,25.0,12.5,1.5,1.7,91.4,2.2,42.13,3,3,49.8,1.0
NZD_USD,14,7,25.0,12.5,1.5,1.7,-1719.3,2.2,-773.47,3,2,,
NZD_USD,20,1,25.0,12.5,1.5,1.7,-1704.6,2.0,-834.52,3,2,,
NZD_USD,20,2,25.0,12.5,1.5,1.7,-1704.7,2.0,-834.56,3,2,,
NZD_USD,20,3,25.0,12.5,1.5,1.7,-1704.7,2.0,-834.59,3,2,,
NZD_USD,20,5,25.0,12.5,1.5,1.7,-1704.9,2.0,-834.66,3,2,,
NZD_USD,20,7,25.0,12.5,1.5,1.7,-1705.0,2.0,-834.74,3,2,,
NZD_USD,30,1,25.0,12.5,1.5,1.7,102.6,2.1,49.91,3,3,59.4,1.0
NZD_USD,30,2,25.0,12.5,1.5,1.7,102.6,2.1,49.9,3,3,59.3,1.0
NZD_USD,30,3,25.0,12.5,1.5,1.7,102.6,2.1,49.88,3,3,58.9,1.0
NZD_USD,30,5,25.0,12.5,1.5,1.7,102.5,2.1,49.85,3,3,59.3,1.0
NZD_USD,30,7,25.0,12.5,1.5,1.7,102.4,2.1,49.82,3,3,60.1,1.0
EUR_GBP,3,1,40.0,20.0,1.4,1.6,16.7,2.9,5.76,3,3,9.1,1.0
EUR_GBP,4,1,40.0,20.0,1.4,1.6,-37.4,1.8,-21.0,2,2,,
EUR_GBP,4,2,40.0,20.0,1.4,1.6,-355.8,1.8,-195.29,3,1,,
EUR_GBP,5,1,40.0,20.0,1.4,1.6,-743.6,1.6,-462.3,2,1,,
EUR_GBP,5,2,40.0,20.0,1.4,1.6,-623.7,1.7,-363.62,2,2,,
EUR_GBP,5,3,40.0,20.0,1.4,1.6,-366.5,1.1,-345.4,2,1,,
EUR_GBP,6,1,40.0,20.0,1.4,1.6,-287.8,1.1,-267.79,1,1,,
EUR_GBP,6,2,40.0,20.0,1.4,1.6,-312.9,1.1,-277.4,1,1,,
EUR_GBP,6,3,40.0,20.0,1.4,1.6,54.2,1.5,35.48,1,0,,
EUR_GBP,7,1,40.0,20.0,1.4,1.6,-908.3,1.2,-786.6,1,2,,
EUR_GBP,7,2,40.0,20.0,1.4,1.6,-912.1,1.1,-848.76,2,2,,
EUR_GBP,7,3,40.0,20.0,1.4,1.6,-599.8,0.8,-795.3,1,1,,
EUR_GBP,7,5,40.0,20.0,1.4,1.6,21.9,1.0,22.82,2,2,,
EUR_GBP,8,1,40.0,20.0,1.4,1.6,31.1,1.1,28.93,1,2,,
EUR_GBP,8,2,40.0,20.0,1.4,1.6,-652.3,1.1,-618.52,1,0,,
EUR_GBP,8,3,40.0,20.0,1.4,1.6,-630.2,1.0,-642.36,1,0,,
EUR_GBP,8,5,40.0,20.0,1.4,1.6,21.7,0.8,26.65,2,3,,
EUR_GBP,10,1,40.0,20.0,1.4,1.6,-648.8,0.8,-845.27,2,1,,
EUR_GBP,10,2,40.0,20.0,1.4,1.6,-908.0,0.9,-1000.27,2,1,,
EUR_GBP,10,3,40.0,20.0,1.4,1.6,-301.5,0.9,-339.69,2,1,,
EUR_GBP,10,5,40.0,20.0,1.4,1.6,-246.0,0.8,-302.09,2,2,,
EUR_GBP,10,7,40.0,20.0,1.4,1.6,-207.3,0.7,-304.45,2,1,,
EUR_GBP,14,1,40.0,20.0,1.4,1.6,-1096.2,0.5,-2249.76,1,2,,
EUR_GBP,14,2,40.0,20.0,1.4,1.6,-1508.5,0.4,-3830.66,1,2,,
EUR_GBP,14,3,40.0,20.0,1.4,1.6,-1070.7,0.5,-2197.42,1,2,,
EUR_GBP,14,5,40.0,20.0,1.4,1.6,-0.7,0.5,-1.36,2,3,,
EUR_GBP,14,7,40.0,20.0,1.4,1.6,19.4,0.6,33.85,2,2,,
EUR_GBP,20,1,40.0,20.0,1.4,1.6,-983.4,0.3,-3069.71,3,2,,
EUR_GBP,20,2,40.0,20.0,1.4,1.6,-983.1,0.3,-2832.62,2,2,,
EUR_GBP,20,3,40.0,20.0,1.4,1.6,-18.8,0.4,-48.51,2,2,,
EUR_GBP,20,5,40.0,20.0,1.4,1.6,1.4,0.4,3.99,1,2,,
EUR_GBP,20,7,40.0,20.0,1.4,1.6,1.3,0.4,3.72,2,2,,
