pair,tp,sl,n_rev,atr_mult,accel,is_pd,is_wr,is_n,wave_pct,tp_pct,wf1,wf2,wf3,wf_pass,oos_pd,oos_wr,oos_n,mc_p
EUR_JPY,30,10,1,0.5,True,-82.84,0.028,8687,1.0,0.0,-75.15,-85.93,-87.43,False,-83.81,0.016,3460,
EUR_JPY,30,10,1,1.0,False,-69.87,0.032,7307,0.999,0.0,-57.83,-71.87,-79.91,False,-65.94,0.023,2762,
EUR_JPY,30,10,1,1.0,True,-50.89,0.031,5302,1.0,0.0,-42.48,-52.76,-57.42,False,-49.08,0.021,2058,
EUR_JPY,30,10,1,2.0,False,-13.82,0.035,1438,0.996,0.001,-9.69,-14.45,-17.31,False,-12.48,0.037,539,
EUR_JPY,30,10,1,2.0,True,-12.48,0.033,1291,0.998,0.0,-8.57,-12.85,-16.03,False,-11.48,0.035,486,
EUR_JPY,30,10,2,0.0,False,-299.59,0.043,31339,0.999,0.0,-280.65,-306.63,-311.48,False,-303.55,0.026,12459,
EUR_JPY,30,10,2,0.0,True,-104.45,0.045,10881,1.0,0.0,-97.8,-107.16,-108.4,False,-107.55,0.024,4388,
EUR_JPY,30,10,2,0.5,False,-153.41,0.048,15911,0.999,0.0,-139.04,-158.95,-162.24,False,-151.32,0.029,6168,
EUR_JPY,30,10,2,0.5,True,-83.48,0.047,8674,1.0,0.0,-76.58,-85.96,-87.91,False,-84.8,0.026,3456,
EUR_JPY,30,10,2,1.0,False,-70.75,0.05,7295,0.999,0.0,-59.72,-71.83,-80.69,False,-67.04,0.033,2756,
EUR_JPY,30,10,2,1.0,True,-51.54,0.047,5297,0.999,0.0,-43.85,-52.77,-58.01,False,-49.64,0.03,2054,
EUR_JPY,30,10,2,2.0,False,-14.02,0.052,1437,0.995,0.001,-10.24,-14.32,-17.5,False,-12.65,0.046,539,
EUR_JPY,30,10,2,2.0,True,-12.66,0.049,1290,0.998,0.0,-9.2,-12.62,-16.15,False,-11.51,0.045,486,
EUR_JPY,30,10,3,0.0,False,-295.5,0.059,30716,0.999,0.0,-279.98,-302.36,-304.16,False,-297.96,0.04,12215,
EUR_JPY,30,10,3,0.0,True,-104.64,0.06,10817,0.999,0.0,-99.44,-107.36,-107.11,False,-107.26,0.039,4361,
EUR_JPY,30,10,3,0.5,False,-152.2,0.065,15728,0.999,0.0,-140.08,-157.71,-158.8,False,-149.46,0.044,6093,
EUR_JPY,30,10,3,0.5,True,-83.57,0.062,8627,0.999,0.0,-77.85,-86.06,-86.79,False,-84.73,0.04,3441,
EUR_JPY,30,10,3,1.0,False,-70.44,0.069,7263,0.998,0.001,-60.27,-71.77,-79.28,False,-66.76,0.048,2744,
EUR_JPY,30,10,3,1.0,True,-51.59,0.065,5284,0.998,0.0,-44.54,-52.93,-57.3,False,-49.97,0.042,2050,
EUR_JPY,30,10,3,2.0,False,-14.09,0.069,1434,0.992,0.003,-10.55,-14.42,-17.29,False,-12.66,0.067,539,
EUR_JPY,30,10,3,2.0,True,-12.67,0.065,1287,0.995,0.002,-9.41,-12.75,-15.87,False,-11.5,0.068,486,
EUR_JPY,30,20,1,0.0,False,-299.28,0.028,31530,1.0,0.0,-279.04,-307.06,-311.74,False,-302.04,0.016,12522,
EUR_JPY,30,20,1,0.0,True,-103.89,0.027,10897,1.0,0.0,-96.93,-106.92,-107.8,False,-106.39,0.015,4393,
EUR_JPY,30,20,1,0.5,False,-152.57,0.029,15971,1.0,0.0,-137.2,-159.06,-161.46,False,-149.14,0.018,6182,
EUR_JPY,30,20,1,0.5,True,-82.85,0.028,8687,1.0,0.0,-75.19,-85.93,-87.43,False,-83.82,0.016,3460,
EUR_JPY,30,20,1,1.0,False,-69.89,0.032,7307,1.0,0.0,-57.88,-71.87,-79.91,False,-65.99,0.023,2762,
EUR_JPY,30,20,1,1.0,True,-50.9,0.031,5302,1.0,0.0,-42.52,-52.76,-57.42,False,-49.09,0.021,2058,
EUR_JPY,30,20,1,2.0,False,-13.84,0.035,1438,0.999,0.001,-9.76,-14.45,-17.31,False,-12.53,0.037,539,
EUR_JPY,30,20,1,2.0,True,-12.49,0.033,1291,1.0,0.0,-8.61,-12.85,-16.03,False,-11.5,0.035,486,
EUR_JPY,30,20,2,0.0,False,-299.66,0.043,31339,1.0,0.0,-280.85,-306.65,-311.48,False,-303.6,0.026,12459,
EUR_JPY,30,20,2,0.0,True,-104.46,0.045,10881,1.0,0.0,-97.82,-107.16,-108.4,False,-107.57,0.024,4388,
EUR_JPY,30,20,2,0.5,False,-153.46,0.048,15911,1.0,0.0,-139.17,-158.97,-162.24,False,-151.36,0.029,6168,
EUR_JPY,30,20,2,0.5,True,-83.49,0.047,8674,1.0,0.0,-76.59,-85.96,-87.91,False,-84.81,0.026,3456,
EUR_JPY,30,20,2,1.0,False,-70.74,0.05,7295,1.0,0.0,-59.71,-71.83,-80.69,False,-67.09,0.033,2756,
EUR_JPY,30,20,2,1.0,True,-51.55,0.047,5297,1.0,0.0,-43.86,-52.77,-58.01,False,-49.65,0.03,2054,
EUR_JPY,30,20,2,2.0,False,-14.05,0.052,1437,0.999,0.001,-10.34,-14.32,-17.5,False,-12.7,0.046,539,
EUR_JPY,30,20,2,2.0,True,-12.66,0.049,1290,1.0,0.0,-9.21,-12.62,-16.15,False,-11.53,0.045,486,
EUR_JPY,30,20,3,0.0,False,-295.7,0.059,30716,1.0,0.0,-280.55,-302.38,-304.16,False,-298.03,0.04,12215,
EUR_JPY,30,20,3,0.0,True,-104.74,0.06,10817,1.0,0.0,-99.74,-107.36,-107.11,False,-107.27,0.039,4361,
EUR_JPY,30,20,3,0.5,False,-152.34,0.065,15728,0.999,0.0,-140.5,-157.73,-158.8,False,-149.51,0.044,6093,
EUR_JPY,30,20,3,0.5,True,-83.67,0.062,8627,0.999,0.0,-78.15,-86.06,-86.79,False,-84.74,0.04,3441,
EUR_JPY,30,20,3,1.0,False,-70.52,0.069,7263,0.999,0.001,-60.51,-71.77,-79.28,False,-66.81,0.048,2744,
EUR_JPY,30,20,3,1.0,True,-51.68,0.065,5284,0.999,0.0,-44.81,-52.93,-57.3,False,-49.98,0.042,2050,
EUR_JPY,30,20,3,2.0,False,-14.19,0.069,1434,0.996,0.003,-10.86,-14.42,-17.29,False,-12.71,0.067,539,
EUR_JPY,30,20,3,2.0,True,-12.75,0.065,1287,0.997,0.002,-9.64,-12.75,-15.87,False,-11.51,0.068,486,
GBP_JPY,5,0,1,0.0,False,-0.31,0.182,55,0.873,0.127,-0.92,0.0,0.0,False,0.0,0.0,0,
GBP_JPY,5,0,1,0.0,True,-0.04,0.25,16,0.75,0.25,-0.12,0.0,0.0,False,0.0,0.0,0,
GBP_JPY,5,0,1,0.5,False,-0.18,0.138,29,0.862,0.138,-0.54,0.0,0.0,False,0.0,0.0,0,
GBP_JPY,5,0,1,0.5,True,-0.04,0.231,13,0.769,0.231,-0.12,0.0,0.0,False,0.0,0.0,0,
GBP_JPY,5,0,1,1.0,False,-0.08,0.143,14,0.857,0.143,-0.25,0.0,0.0,False,0.0,0.0,0,
GBP_JPY,5,0,1,1.0,True,-0.04,0.222,9,0.778,0.222,-0.11,0.0,0.0,False,0.0,0.0,0,
GBP_JPY,5,0,1,2.0,False,0.01,0.4,5,0.6,0.4,0.02,0.0,0.0,False,0.0,0.0,0,
GBP_JPY,5,0,1,2.0,True,0.01,0.5,4,0.5,0.5,0.03,0.0,0.0,False,0.0,0.0,0,
GBP_JPY,5,0,2,0.0,False,-0.33,0.182,55,0.855,0.145,-0.99,0.0,0.0,False,0.0,0.0,0,
GBP_JPY,5,0,2,0.0,True,-0.04,0.25,16,0.75,0.25,-0.12,0.0,0.0,False,0.0,0.0,0,
GBP_JPY,5,0,2,0.5,False,-0.18,0.172,29,0.828,0.172,-0.53,0.0,0.0,False,0.0,0.0,0,
GBP_JPY,5,0,2,0.5,True,-0.04,0.231,13,0.769,0.231,-0.11,0.0,0.0,False,0.0,0.0,0,
GBP_JPY,5,0,2,1.0,False,-0.1,0.143,14,0.857,0.143,-0.31,0.0,0.0,False,0.0,0.0,0,
GBP_JPY,5,0,2,1.0,True,-0.04,0.222,9,0.778,0.222,-0.11,0.0,0.0,False,0.0,0.0,0,
GBP_JPY,5,0,2,2.0,False,0.0,0.4,5,0.6,0.4,0.01,0.0,0.0,False,0.0,0.0,0,
GBP_JPY,5,0,2,2.0,True,0.01,0.5,4,0.5,0.5,0.03,0.0,0.0,False,0.0,0.0,0,
GBP_JPY,5,0,3,0.0,False,-0.36,0.182,55,0.855,0.145,-1.09,0.0,0.0,False,0.0,0.0,0,
GBP_JPY,5,0,3,0.0,True,-0.06,0.25,16,0.75,0.25,-0.17,0.0,0.0,False,0.0,0.0,0,
GBP_JPY,5,0,3,0.5,False,-0.2,0.172,29,0.828,0.172,-0.61,0.0,0.0,False,0.0,0.0,0,
GBP_JPY,5,0,3,0.5,True,-0.05,0.231,13,0.769,0.231,-0.15,0.0,0.0,False,0.0,0.0,0,
GBP_JPY,5,0,3,1.0,False,-0.11,0.143,14,0.857,0.143,-0.34,0.0,0.0,False,0.0,0.0,0,
GBP_JPY,5,0,3,1.0,True,-0.04,0.222,9,0.778,0.222,-0.13,0.0,0.0,False,0.0,0.0,0,
GBP_JPY,5,0,3,2.0,False,-0.0,0.4,5,0.6,0.4,-0.01,0.0,0.0,False,0.0,0.0,0,
GBP_JPY,5,0,3,2.0,True,0.01,0.5,4,0.5,0.5,0.02,0.0,0.0,False,0.0,0.0,0,
GBP_JPY,10,0,1,0.0,False,-374.28,0.025,31393,0.999,0.001,-370.97,-382.06,-369.8,False,-331.06,0.017,10978,
GBP_JPY,10,0,1,0.0,True,-128.38,0.024,10673,0.999,0.001,-126.18,-130.66,-128.3,False,-114.91,0.016,3788,
GBP_JPY,10,0,1,0.5,False,-191.83,0.027,15958,0.998,0.002,-189.02,-192.66,-193.79,False,-166.68,0.019,5500,
GBP_JPY,10,0,1,0.5,True,-103.95,0.025,8644,0.998,0.002,-101.68,-104.51,-105.65,False,-92.86,0.015,3041,
GBP_JPY,10,0,1,1.0,False,-89.94,0.028,7414,0.998,0.002,-84.83,-87.82,-97.18,False,-81.32,0.019,2656,
GBP_JPY,10,0,1,1.0,True,-65.01,0.025,5359,0.998,0.002,-61.49,-64.32,-69.21,False,-59.68,0.018,1947,
GBP_JPY,10,0,1,2.0,False,-18.98,0.032,1545,0.997,0.003,-17.26,-17.7,-21.97,False,-16.97,0.024,544,
GBP_JPY,10,0,1,2.0,True,-16.83,0.029,1364,0.998,0.002,-15.51,-15.83,-19.14,False,-14.88,0.021,478,
GBP_JPY,10,0,2,0.0,False,-374.1,0.042,31223,0.997,0.003,-371.24,-381.85,-369.21,False,-330.87,0.031,10916,
GBP_JPY,10,0,2,0.0,True,-128.61,0.045,10663,0.996,0.004,-126.11,-131.34,-128.37,False,-116.12,0.033,3786,
GBP_JPY,10,0,2,0.5,False,-192.65,0.046,15917,0.996,0.004,-189.75,-194.09,-194.12,False,-167.45,0.034,5481,
GBP_JPY,10,0,2,0.5,True,-104.18,0.047,8637,0.997,0.003,-101.93,-105.08,-105.54,False,-94.02,0.032,3039,
GBP_JPY,10,0,2,1.0,False,-90.51,0.049,7404,0.996,0.004,-86.05,-88.72,-96.77,False,-81.51,0.039,2651,
GBP_JPY,10,0,2,1.0,True,-65.23,0.048,5355,0.996,0.004,-61.96,-64.73,-68.99,False,-60.28,0.035,1946,
GBP_JPY,10,0,2,2.0,False,-19.01,0.059,1544,0.995,0.005,-17.03,-18.08,-21.93,False,-17.06,0.042,544,
GBP_JPY,10,0,2,2.0,True,-16.83,0.053,1364,0.996,0.004,-15.48,-16.02,-18.99,False,-14.98,0.042,478,
GBP_JPY,10,0,3,0.0,False,-368.18,0.058,30579,0.993,0.007,-368.57,-374.99,-360.96,False,-328.1,0.043,10753,
GBP_JPY,10,0,3,0.0,True,-128.64,0.062,10605,0.993,0.007,-127.75,-131.04,-127.13,False,-117.04,0.04,3773,
GBP_JPY,10,0,3,0.5,False,-191.37,0.063,15741,0.993,0.007,-189.7,-192.68,-191.73,False,-167.55,0.048,5443,
GBP_JPY,10,0,3,0.5,True,-104.22,0.064,8592,0.993,0.007,-103.09,-105.04,-104.53,False,-94.86,0.04,3030,
GBP_JPY,10,0,3,1.0,False,-89.97,0.068,7362,0.991,0.009,-86.5,-88.16,-95.24,False,-81.7,0.054,2641,
GBP_JPY,10,0,3,1.0,True,-65.09,0.066,5335,0.993,0.007,-62.87,-64.53,-67.87,False,-60.71,0.047,1941,
GBP_JPY,10,0,3,2.0,False,-19.08,0.077,1542,0.991,0.009,-17.26,-18.09,-21.89,False,-17.18,0.05,543,
GBP_JPY,10,0,3,2.0,True,-16.88,0.072,1363,0.992,0.008,-15.87,-15.92,-18.85,False,-15.01,0.05,478,
GBP_JPY,10,5,1,0.0,False,-372.15,0.025,31393,0.989,0.001,-366.27,-381.38,-368.8,False,-329.92,0.017,10978,
GBP_JPY,10,5,1,0.0,True,-127.62,0.024,10673,0.988,0.001,-124.5,-130.49,-127.86,False,-114.24,0.016,3788,
GBP_JPY,10,5,1,0.5,False,-190.48,0.027,15958,0.987,0.002,-186.19,-192.25,-193.0,False,-165.89,0.019,5500,
GBP_JPY,10,5,1,0.5,True,-103.26,0.025,8644,0.987,0.002,-100.19,-104.34,-105.25,False,-92.33,0.015,3041,
GBP_JPY,10,5,1,1.0,False,-89.13,0.028,7414,0.984,0.002,-83.12,-87.57,-96.71,False,-80.65,0.019,2656,
GBP_JPY,10,5,1,1.0,True,-64.51,0.025,5359,0.986,0.002,-60.51,-64.2,-68.84,False,-59.21,0.018,1947,
GBP_JPY,10,5,1,2.0,False,-18.66,0.032,1545,0.972,0.003,-16.74,-17.53,-21.71,False,-16.57,0.024,544,
GBP_JPY,10,5,1,2.0,True,-16.57,0.029,1364,0.974,0.002,-15.07,-15.72,-18.92,False,-14.56,0.021,478,
GBP_JPY,10,5,2,0.0,False,-370.34,0.041,31223,0.98,0.003,-362.91,-380.69,-367.41,False,-328.74,0.031,10916,
GBP_JPY,10,5,2,0.0,True,-126.84,0.045,10663,0.975,0.004,-122.29,-130.99,-127.25,False,-115.0,0.032,3786,
GBP_JPY,10,5,2,0.5,False,-189.94,0.046,15917,0.973,0.004,-183.93,-193.28,-192.62,False,-165.86,0.034,5481,
GBP_JPY,10,5,2,0.5,True,-102.57,0.047,8637,0.972,0.003,-98.49,-104.73,-104.49,False,-93.05,0.032,3039,
GBP_JPY,10,5,2,1.0,False,-88.73,0.049,7404,0.965,0.004,-82.28,-88.14,-95.76,False,-80.24,0.039,2651,
GBP_JPY,10,5,2,1.0,True,-63.97,0.048,5355,0.967,0.004,-59.46,-64.43,-68.01,False,-59.47,0.035,1946,
GBP_JPY,10,5,2,2.0,False,-18.23,0.058,1544,0.935,0.005,-15.64,-17.73,-21.33,False,-16.44,0.04,544,
GBP_JPY,10,5,2,2.0,True,-16.19,0.052,1364,0.94,0.004,-14.29,-15.83,-18.46,False,-14.5,0.04,478,
GBP_JPY,10,5,3,0.0,False,-362.55,0.058,30581,0.966,0.006,-356.28,-372.97,-358.41,False,-324.71,0.043,10754,
GBP_JPY,10,5,3,0.0,True,-126.16,0.061,10605,0.959,0.006,-122.56,-130.3,-125.61,False,-115.36,0.039,3773,
GBP_JPY,10,5,3,0.5,False,-187.51,0.062,15742,0.956,0.007,-181.65,-191.18,-189.71,False,-165.0,0.047,5444,
GBP_JPY,10,5,3,0.5,True,-102.03,0.063,8592,0.955,0.006,-98.73,-104.31,-103.06,False,-93.42,0.04,3030,
GBP_JPY,10,5,3,1.0,False,-87.54,0.067,7363,0.944,0.008,-81.64,-87.2,-93.79,False,-79.8,0.053,2642,
GBP_JPY,10,5,3,1.0,True,-63.42,0.065,5335,0.947,0.007,-59.68,-63.97,-66.61,False,-59.44,0.046,1941,
GBP_JPY,10,5,3,2.0,False,-18.21,0.072,1542,0.904,0.007,-15.87,-17.54,-21.22,False,-16.49,0.046,544,
GBP_JPY,10,5,3,2.0,True,-16.12,0.068,1363,0.91,0.007,-14.48,-15.61,-18.28,False,-14.5,0.046,478,
GBP_JPY,20,0,1,0.0,False,-374.6,0.025,31393,1.0,0.0,-371.79,-382.1,-369.91,False,-331.15,0.016,10977,
GBP_JPY,20,0,1,0.0,True,-128.43,0.024,10673,1.0,0.0,-126.35,-130.66,-128.29,False,-115.15,0.016,3788,
GBP_JPY,20,0,1,0.5,False,-192.01,0.027,15958,1.0,0.0,-189.45,-192.7,-193.88,False,-166.76,0.018,5499,
GBP_JPY,20,0,1,0.5,True,-103.99,0.025,8644,1.0,0.0,-101.81,-104.52,-105.64,False,-93.08,0.015,3041,
GBP_JPY,20,0,1,1.0,False,-89.94,0.028,7414,1.0,0.0,-84.78,-87.86,-97.17,False,-81.27,0.019,2655,
GBP_JPY,20,0,1,1.0,True,-65.01,0.025,5359,1.0,0.0,-61.5,-64.33,-69.2,False,-59.71,0.018,1947,
GBP_JPY,20,0,1,2.0,False,-18.93,0.032,1545,0.999,0.001,-17.08,-17.7,-22.0,False,-16.93,0.024,544,
GBP_JPY,20,0,1,2.0,True,-16.81,0.029,1364,0.999,0.001,-15.44,-15.83,-19.17,False,-14.84,0.021,478,
GBP_JPY,20,0,2,0.0,False,-374.48,0.041,31213,1.0,0.0,-372.19,-381.81,-369.43,False,-330.84,0.031,10913,
GBP_JPY,20,0,2,0.0,True,-128.77,0.045,10663,1.0,0.0,-126.71,-131.37,-128.23,False,-116.21,0.032,3786,
GBP_JPY,20,0,2,0.5,False,-192.94,0.046,15913,0.999,0.001,-190.42,-194.2,-194.2,False,-167.33,0.034,5480,
GBP_JPY,20,0,2,0.5,True,-104.3,0.047,8637,1.0,0.0,-102.42,-105.12,-105.37,False,-94.08,0.032,3039,
GBP_JPY,20,0,2,1.0,False,-90.65,0.049,7402,0.999,0.001,-86.3,-88.82,-96.82,False,-81.28,0.039,2650,
GBP_JPY,20,0,2,1.0,True,-65.32,0.048,5355,1.0,0.0,-62.25,-64.77,-68.94,False,-60.16,0.035,1946,
GBP_JPY,20,0,2,2.0,False,-18.96,0.059,1544,0.998,0.002,-16.93,-18.08,-21.87,False,-16.75,0.042,544,
GBP_JPY,20,0,2,2.0,True,-16.79,0.053,1364,0.999,0.001,-15.43,-16.02,-18.93,False,-14.76,0.042,478,
GBP_JPY,20,0,3,0.0,False,-369.1,0.058,30556,0.999,0.001,-370.91,-374.82,-361.56,False,-328.1,0.043,10748,
GBP_JPY,20,0,3,0.0,True,-129.1,0.061,10605,0.999,0.001,-129.08,-130.87,-127.34,False,-117.22,0.039,3773,
GBP_JPY,20,0,3,0.5,False,-191.88,0.063,15733,0.999,0.001,-191.23,-192.45,-191.97,False,-167.5,0.047,5441,
GBP_JPY,20,0,3,0.5,True,-104.61,0.064,8592,0.999,0.001,-104.27,-104.86,-104.71,False,-95.02,0.04,3030,
GBP_JPY,20,0,3,1.0,False,-90.23,0.068,7359,0.999,0.001,-87.2,-87.96,-95.52,False,-81.62,0.054,2640,
GBP_JPY,20,0,3,1.0,True,-65.33,0.066,5335,0.999,0.001,-63.54,-64.35,-68.09,False,-60.68,0.046,1941,
GBP_JPY,20,0,3,2.0,False,-19.15,0.077,1542,0.998,0.002,-17.39,-18.09,-21.96,False,-16.76,0.05,543,
GBP_JPY,20,0,3,2.0,True,-16.94,0.072,1363,0.999,0.001,-15.99,-15.92,-18.92,False,-14.68,0.05,478,
GBP_JPY,20,5,1,0.0,False,-372.55,0.025,31393,0.99,0.0,-367.32,-381.42,-368.91,False,-329.98,0.016,10977,
GBP_JPY,20,5,1,0.0,True,-127.76,0.024,10673,0.99,0.0,-124.95,-130.49,-127.86,False,-114.41,0.016,3788,
GBP_JPY,20,5,1,0.5,False,-190.76,0.027,15958,0.988,0.0,-186.9,-192.28,-193.09,False,-165.94,0.018,5499,
GBP_JPY,20,5,1,0.5,True,-103.4,0.025,8644,0.989,0.0,-100.6,-104.34,-105.25,False,-92.49,0.015,3041,
GBP_JPY,20,5,1,1.0,False,-89.22,0.028,7414,0.986,0.0,-83.35,-87.6,-96.71,False,-80.62,0.019,2655,
GBP_JPY,20,5,1,1.0,True,-64.61,0.025,5359,0.987,0.0,-60.79,-64.2,-68.83,False,-59.23,0.018,1947,
GBP_JPY,20,5,1,2.0,False,-18.7,0.031,1545,0.973,0.001,-16.83,-17.53,-21.74,False,-16.53,0.024,544,
GBP_JPY,20,5,1,2.0,True,-16.65,0.028,1364,0.975,0.0,-15.28,-15.72,-18.95,False,-14.52,0.021,478,
GBP_JPY,20,5,2,0.0,False,-370.8,0.041,31213,0.983,0.0,-364.2,-380.65,-367.56,False,-328.77,0.031,10913,
GBP_JPY,20,5,2,0.0,True,-127.1,0.044,10663,0.978,0.0,-123.17,-131.02,-127.11,False,-115.1,0.032,3786,
GBP_JPY,20,5,2,0.5,False,-190.33,0.046,15913,0.976,0.0,-184.99,-193.39,-192.62,False,-165.8,0.034,5480,
GBP_JPY,20,5,2,0.5,True,-102.78,0.047,8637,0.975,0.0,-99.25,-104.77,-104.31,False,-93.14,0.032,3039,
GBP_JPY,20,5,2,1.0,False,-88.93,0.049,7402,0.968,0.0,-82.81,-88.24,-95.73,False,-80.13,0.039,2650,
GBP_JPY,20,5,2,1.0,True,-64.15,0.047,5355,0.97,0.0,-60.02,-64.47,-67.96,False,-59.44,0.035,1946,
GBP_JPY,20,5,2,2.0,False,-18.27,0.058,1544,0.938,0.001,-15.82,-17.73,-21.27,False,-16.22,0.04,544,
GBP_JPY,20,5,2,2.0,True,-16.24,0.051,1364,0.942,0.001,-14.51,-15.83,-18.4,False,-14.37,0.04,478,
GBP_JPY,20,5,3,0.0,False,-363.36,0.057,30558,0.972,0.001,-358.3,-372.81,-358.99,False,-324.83,0.042,10749,
GBP_JPY,20,5,3,0.0,True,-126.57,0.06,10605,0.964,0.001,-123.84,-130.13,-125.75,False,-115.64,0.039,3773,
GBP_JPY,20,5,3,0.5,False,-188.02,0.062,15734,0.962,0.001,-183.19,-190.95,-189.93,False,-165.08,0.047,5442,
GBP_JPY,20,5,3,0.5,True,-102.38,0.062,8592,0.96,0.001,-99.86,-104.13,-103.17,False,-93.67,0.039,3030,
GBP_JPY,20,5,3,1.0,False,-87.75,0.067,7360,0.951,0.001,-82.32,-87.0,-93.92,False,-79.91,0.053,2641,
GBP_JPY,20,5,3,1.0,True,-63.64,0.064,5335,0.953,0.001,-60.36,-63.79,-66.76,False,-59.57,0.045,1941,
GBP_JPY,20,5,3,2.0,False,-18.3,0.071,1542,0.909,0.001,-16.15,-17.54,-21.22,False,-16.25,0.046,544,
GBP_JPY,20,5,3,2.0,True,-16.23,0.067,1363,0.916,0.001,-14.8,-15.61,-18.27,False,-14.35,0.046,478,
GBP_JPY,20,10,1,0.0,False,-374.69,0.025,31393,1.0,0.0,-372.06,-382.1,-369.91,False,-331.05,0.016,10977,
GBP_JPY,20,10,1,0.0,True,-128.55,0.024,10673,1.0,0.0,-126.68,-130.66,-128.29,False,-115.05,0.016,3788,
GBP_JPY,20,10,1,0.5,False,-192.1,0.027,15958,1.0,0.0,-189.73,-192.7,-193.88,False,-166.66,0.018,5499,
GBP_JPY,20,10,1,0.5,True,-104.1,0.025,8644,1.0,0.0,-102.14,-104.52,-105.64,False,-92.98,0.015,3041,
GBP_JPY,20,10,1,1.0,False,-90.03,0.028,7414,0.999,0.0,-85.06,-87.86,-97.18,False,-81.19,0.019,2655,
GBP_JPY,20,10,1,1.0,True,-65.12,0.025,5359,1.0,0.0,-61.83,-64.33,-69.2,False,-59.63,0.018,1947,
GBP_JPY,20,10,1,2.0,False,-19.04,0.032,1545,0.998,0.001,-17.41,-17.7,-22.01,False,-16.85,0.024,544,
GBP_JPY,20,10,1,2.0,True,-16.92,0.029,1364,0.999,0.0,-15.78,-15.83,-19.17,False,-14.76,0.021,478,
GBP_JPY,20,10,2,0.0,False,-374.52,0.041,31213,0.999,0.0,-372.32,-381.81,-369.44,False,-330.99,0.031,10913,
GBP_JPY,20,10,2,0.0,True,-128.86,0.045,10663,0.999,0.0,-126.96,-131.37,-128.23,False,-116.39,0.032,3786,
GBP_JPY,20,10,2,0.5,False,-192.99,0.046,15913,0.999,0.001,-190.57,-194.2,-194.2,False,-167.49,0.034,5480,
GBP_JPY,20,10,2,0.5,True,-104.38,0.047,8637,0.999,0.0,-102.67,-105.12,-105.37,False,-94.27,0.032,3039,
GBP_JPY,20,10,2,1.0,False,-90.7,0.049,7402,0.998,0.0,-86.47,-88.82,-96.82,False,-81.46,0.039,2650,
GBP_JPY,20,10,2,1.0,True,-65.4,0.048,5355,0.999,0.0,-62.5,-64.77,-68.94,False,-60.37,0.035,1946,
GBP_JPY,20,10,2,2.0,False,-19.04,0.058,1544,0.995,0.001,-17.17,-18.08,-21.87,False,-16.93,0.04,544,
GBP_JPY,20,10,2,2.0,True,-16.88,0.052,1364,0.996,0.001,-15.67,-16.02,-18.93,False,-14.96,0.04,478,
GBP_JPY,20,10,3,0.0,False,-369.14,0.058,30556,0.998,0.001,-371.04,-374.82,-361.55,False,-328.2,0.043,10748,
GBP_JPY,20,10,3,0.0,True,-129.17,0.061,10605,0.998,0.001,-129.32,-130.87,-127.32,False,-117.35,0.039,3773,
GBP_JPY,20,10,3,0.5,False,-191.93,0.063,15733,0.998,0.001,-191.4,-192.45,-191.95,False,-167.59,0.047,5441,
GBP_JPY,20,10,3,0.5,True,-104.7,0.064,8592,0.998,0.001,-104.55,-104.86,-104.69,False,-95.15,0.039,3030,
GBP_JPY,20,10,3,1.0,False,-90.3,0.068,7359,0.997,0.001,-87.42,-87.96,-95.5,False,-81.74,0.053,2640,
GBP_JPY,20,10,3,1.0,True,-65.41,0.066,5335,0.998,0.001,-63.82,-64.35,-68.07,False,-60.83,0.046,1941,
GBP_JPY,20,10,3,2.0,False,-19.25,0.076,1542,0.995,0.001,-17.7,-18.09,-21.95,False,-16.87,0.048,543,
GBP_JPY,20,10,3,2.0,True,-17.04,0.071,1363,0.996,0.001,-16.31,-15.92,-18.9,False,-14.82,0.048,478,
GBP_JPY,30,0,1,0.0,False,-374.53,0.025,31393,1.0,0.0,-371.57,-382.1,-369.91,False,-331.08,0.016,10977,
GBP_JPY,30,0,1,0.0,True,-128.4,0.024,10673,1.0,0.0,-126.24,-130.66,-128.29,False,-115.06,0.016,3788,
GBP_JPY,30,0,1,0.5,False,-191.93,0.027,15958,1.0,0.0,-189.23,-192.7,-193.88,False,-166.69,0.018,5499,
GBP_JPY,30,0,1,0.5,True,-103.95,0.025,8644,1.0,0.0,-101.7,-104.52,-105.64,False,-92.99,0.015,3041,
GBP_JPY,30,0,1,1.0,False,-89.86,0.028,7414,1.0,0.0,-84.56,-87.86,-97.17,False,-81.18,0.019,2655,
GBP_JPY,30,0,1,1.0,True,-64.97,0.025,5359,1.0,0.0,-61.39,-64.33,-69.2,False,-59.62,0.018,1947,
GBP_JPY,30,0,1,2.0,False,-18.85,0.032,1545,0.999,0.001,-16.86,-17.7,-22.0,False,-16.84,0.024,544,
GBP_JPY,30,0,1,2.0,True,-16.78,0.029,1364,0.999,0.001,-15.33,-15.83,-19.17,False,-14.75,0.021,478,
GBP_JPY,30,0,2,0.0,False,-374.43,0.041,31213,1.0,0.0,-372.13,-381.83,-369.34,False,-331.05,0.031,10913,
GBP_JPY,30,0,2,0.0,True,-128.75,0.045,10663,1.0,0.0,-126.73,-131.37,-128.14,False,-116.41,0.032,3786,
GBP_JPY,30,0,2,0.5,False,-192.81,0.046,15913,1.0,0.0,-190.14,-194.2,-194.1,False,-167.54,0.034,5480,
GBP_JPY,30,0,2,0.5,True,-104.24,0.047,8637,1.0,0.0,-102.34,-105.12,-105.27,False,-94.28,0.032,3039,
