pair,thr,peak_bars,sd,tp,n_events,fill_rate,tp_rate,up_tp_pct,dn_tp_pct,total_pnl,ppd,ev_per_day
GBP_JPY,2.0,44,2,10,17864,99.96081504702194,73.19258554068023,71.27322156773094,75.06922139771014,17623.741699213853,46.20265756501397,46.8325222207624
GBP_JPY,2.0,44,2,15,17864,99.96081504702194,53.67642941143228,52.03896692341957,55.27743936204948,25015.577941886066,65.58120296846131,46.8325222207624
GBP_JPY,2.0,44,2,20,17864,99.96081504702194,38.158705269640016,37.38106026279595,38.91903865322418,28142.95782469573,73.77998755502921,46.8325222207624
GBP_JPY,2.0,44,3,5,17864,99.85445588893865,89.40464177597885,88.35072595280305,90.43449346042003,-16236.771850586152,-42.56655723723832,46.8325222207624
GBP_JPY,2.0,44,3,8,17864,99.85445588893865,77.8058078259851,76.23638838474633,79.33939259586795,-1335.1458740238872,-3.5002378422068365,46.8325222207624
GBP_JPY,2.0,44,3,10,17864,99.85445588893865,69.17815898642957,67.25272232304137,71.05963201063278,3179.7289428704685,8.3360236438078,46.8325222207624
GBP_JPY,2.0,44,3,15,17864,99.85445588893865,50.252270433902325,48.79764065335199,51.67368654399782,8910.65319824118,23.36029802441433,46.8325222207624
GBP_JPY,2.0,44,3,20,17864,99.85445588893865,35.49725305527326,35.027223230486044,35.95655065395301,11578.455993651036,30.354248634392167,46.8325222207624
GBP_JPY,2.0,44,5,5,17864,97.87841468875952,83.63168430082449,82.41630951001014,84.81699051060949,-32965.46356201498,-86.42273873633003,46.8325222207624
GBP_JPY,2.0,44,5,8,17864,97.87841468875952,70.57477838146579,68.67832734853832,72.42431089018612,-24660.152893072256,-64.6494154910549,46.8325222207624
GBP_JPY,2.0,44,5,10,17864,97.87841468875952,62.17901058049401,60.37298737402289,63.940352462713065,-23098.732299812207,-60.55597255387356,46.8325222207624
GBP_JPY,2.0,44,5,15,17864,97.87841468875952,44.63826136688335,43.42638711918876,45.82015363759084,-18079.133605968036,-47.39651961115261,46.8325222207624
GBP_JPY,2.0,44,5,20,17864,97.87841468875952,31.76436945953493,31.599675663149355,31.92498870311433,-14528.204345716687,-38.087351816421496,46.8325222207624
GBP_JPY,2.5,10,0,5,16125,99.98759689922481,96.56391490416817,96.18999237997254,96.92083888955062,2881.5020751953125,7.554187749986421,42.273534528089655
GBP_JPY,2.5,10,0,8,16125,99.98759689922481,85.33151398622556,84.16306832612595,86.44684204144909,15677.813781738281,41.1011846342495,42.273534528089655
GBP_JPY,2.5,10,0,10,16125,99.98759689922481,76.53042237796461,75.20955041909129,77.79124742392074,20224.6923828125,53.02134770634518,42.273534528089655
GBP_JPY,2.5,10,0,15,16125,99.98759689922481,56.242634745391285,54.41960883921077,57.9827857922102,26493.219299316406,69.45500904247463,42.273534528089655
GBP_JPY,2.5,10,0,20,16125,99.98759689922481,39.76307138869691,39.128778257551545,40.36852951872465,29300.250549316406,76.81396299399721,42.273534528089655
GBP_JPY,2.5,10,1,5,16125,99.98139534883721,93.25145763552331,92.82448564895951,93.65906886516808,-7608.727233885729,-19.947149980557178,42.273534528089655
GBP_JPY,2.5,10,1,8,16125,99.98139534883721,80.72819749410242,79.5021590043079,81.89864209504341,1263.801086428607,3.313199309381516,42.273534528089655
GBP_JPY,2.5,10,1,10,16125,99.98139534883721,72.29872224289342,70.65024130047362,73.87245392821606,6537.202209476718,17.138024391901894,42.273534528089655
GBP_JPY,2.5,10,1,15,16125,99.98139534883721,52.70437910928838,51.257302514598514,54.08583899126405,11580.711059577246,30.36016054802285,42.273534528089655
GBP_JPY,2.5,10,1,20,16125,99.98139534883721,37.29686143158186,36.67767335534205,37.88797284189647,14233.754516610756,37.31541786184787,42.273534528089655
GBP_JPY,2.5,10,2,5,16125,99.91937984496124,89.37437934458234,88.613546829319,90.1006914958037,-20312.71002197441,-53.252096029333835,42.273534528089655
GBP_JPY,2.5,10,2,8,16125,99.91937984496124,76.58267130088899,75.25733892488559,77.84787092077183,-11718.413146976516,-30.72116234313994,42.273534528089655
GBP_JPY,2.5,10,2,10,16125,99.91937984496124,67.78177755709609,66.03126191383072,69.45286910104701,-8504.008361821718,-22.294232006860994,42.273534528089655
GBP_JPY,2.5,10,2,15,16125,99.91937984496124,49.24900695133756,48.02389121870021,50.4185369404282,-3426.69134522321,-8.983463869730194,42.273534528089655
GBP_JPY,2.5,10,2,20,16125,99.91937984496124,34.880834160871714,34.68039140932333,35.072182457838764,-922.7374878037032,-2.4190620186686855,42.273534528089655
GBP_JPY,2.5,10,3,5,16125,99.64651162790697,85.62359970126427,84.44189602445407,86.7518248175077,-31420.693054199484,-82.37294590531528,42.273534528089655
GBP_JPY,2.5,10,3,8,16125,99.64651162790697,72.54169778441172,70.88430173291655,74.12408759123186,-24468.503845215346,-64.14698555977708,42.273534528089655
GBP_JPY,2.5,10,3,10,16125,99.64651162790697,64.17724670151455,62.37257900101142,65.9002433089944,-21716.424987793624,-56.93209559988606,42.273534528089655
GBP_JPY,2.5,10,3,15,16125,99.64651162790697,46.04804580532449,45.05606523954573,46.995133819945615,-17800.520202637705,-46.666102660723254,42.273534528089655
GBP_JPY,2.5,10,3,20,16125,99.64651162790697,32.48693054518095,32.32670744138222,32.63990267639505,-15973.833984376233,-41.87723550291477,42.273534528089655
GBP_JPY,2.5,10,5,5,16125,96.55193798449613,79.25364506390396,78.18853974120964,80.26266416509314,-47640.02349853882,-124.89377849826255,42.273534528089655
GBP_JPY,2.5,10,5,8,16125,96.55193798449613,66.23418331298952,64.62899392658244,67.75484677922854,-42482.6340332091,-111.37309126493406,42.273534528089655
GBP_JPY,2.5,10,5,10,16125,96.55193798449613,58.243946303548185,56.575125429092076,59.82489055659038,-41371.49658203864,-108.46011716214286,42.273534528089655
GBP_JPY,2.5,10,5,15,16125,96.55193798449613,41.17798188708066,40.67863744388161,41.651031894929126,-38564.46533204166,-101.1011632106282,42.273534528089655
GBP_JPY,2.5,10,5,20,16125,96.55193798449613,29.025627850213304,29.376815421173834,28.692933083173394,-35825.114746106316,-93.91964187239066,42.273534528089655
GBP_JPY,2.5,22,0,5,15910,99.99371464487744,97.35998491419339,97.17138103160153,97.54199604741878,5267.520446777344,13.809408216078157,41.70988740104846
GBP_JPY,2.5,22,0,8,15910,99.99371464487744,87.81193035388222,86.5608601049422,89.01926877469256,24637.479553222656,64.58997473353556,41.70988740104846
GBP_JPY,2.5,22,0,10,15910,99.99371464487744,79.62788358790121,78.2285933700143,80.97826086955521,31294.581298828125,82.04232949321673,41.70988740104846
GBP_JPY,2.5,22,0,15,15910,99.99371464487744,59.0231944182501,56.866760527318974,61.10424901185015,38068.910217285156,99.80200871424181,41.70988740104846
GBP_JPY,2.5,22,0,20,15910,99.99371464487744,42.271670123826624,41.123768078837685,43.379446640310846,41911.73400878906,109.87641145752893,41.70988740104846
GBP_JPY,2.5,22,1,5,15910,99.98742928975487,94.74478249936543,94.38115960577315,95.09573810993265,-2631.5648803703334,-6.898948764852305,41.70988740104846
GBP_JPY,2.5,22,1,8,15910,99.98742928975487,83.5680160925268,82.33713042364235,84.75602223593765,11717.159545900815,30.717875884327036,41.70988740104846
GBP_JPY,2.5,22,1,10,15910,99.98742928975487,75.23887352275112,73.60808908228931,76.81284743667982,17262.78741455436,45.25637456249522,41.70988740104846
GBP_JPY,2.5,22,1,15,15910,99.98742928975487,55.424943424688486,53.65416613336059,57.134033353915115,23370.489562994728,61.268415347573125,41.70988740104846
GBP_JPY,2.5,22,1,20,15910,99.98742928975487,39.564998742768445,38.67912453602474,40.42001235329951,26725.44213868062,70.06380781568853,41.70988740104846
GBP_JPY,2.5,22,2,5,15910,99.96228786926461,91.4927062374188,90.82063756240035,92.14135672802519,-11926.650024415447,-31.26707916970963,41.70988740104846
GBP_JPY,2.5,22,2,8,15910,99.96228786926461,79.65291750502517,78.24862373574724,81.00827875941171,-378.02136230799897,-0.9910263015121045,41.70988740104846
GBP_JPY,2.5,22,2,10,15910,99.96228786926461,70.74949698188689,68.96684163358482,72.47003583342735,3077.483764643678,8.06797619747596,41.70988740104846
GBP_JPY,2.5,22,2,15,15910,99.96228786926461,51.716549295771394,50.07041351938931,53.30532559000948,8357.908813468706,21.911215305971734,41.70988740104846
GBP_JPY,2.5,22,2,20,15910,99.96228786926461,36.990694164987616,36.282166175901125,37.67453354750553,11656.95568846631,30.5600445760491,41.70988740104846
GBP_JPY,2.5,22,3,5,15910,99.72344437460717,88.04991806377865,86.79414784393136,89.2618280901549,-21809.22955322287,-57.175393398400026,41.70988740104846
GBP_JPY,2.5,22,3,8,15910,99.72344437460717,75.4380436152732,73.80646817247512,77.0126331434138,-13284.721435547319,-34.82741893343643,41.70988740104846
GBP_JPY,2.5,22,3,10,15910,99.72344437460717,67.04903567376358,65.14373716631607,68.8877879613489,-10025.917724609968,-26.284091727571198,41.70988740104846
GBP_JPY,2.5,22,3,15,15910,99.72344437460717,48.48733140047595,47.00975359342312,49.913301956892504,-5690.716003418896,-14.91886384248565,41.70988740104846
GBP_JPY,2.5,22,3,20,15910,99.72344437460717,34.520357998233045,34.00924024640221,35.013623978197295,-2810.038330079306,-7.366837356394601,41.70988740104846
GBP_JPY,2.5,22,5,5,15910,97.35386549340038,81.78707469816761,80.50579557427811,83.01886792451778,-38188.13537597977,-100.11457112433135,41.70988740104846
GBP_JPY,2.5,22,5,8,15910,97.35386549340038,68.68099941893804,66.85985247628203,70.43180954792068,-33061.925292974265,-86.67562421318874,41.70988740104846
GBP_JPY,2.5,22,5,10,15910,97.35386549340038,60.62366840983533,58.52212855636743,62.644042041273565,-31413.806457526465,-82.35489190331603,41.70988740104846
GBP_JPY,2.5,22,5,15,15910,97.35386549340038,43.41790948414724,42.32086406743383,44.47258452576365,-27570.98266602559,-72.28048916003685,41.70988740104846
GBP_JPY,2.5,22,5,20,15910,97.35386549340038,30.95099748208206,30.874604847203518,31.02443966062669,-24467.625732434033,-64.14468348653799,41.70988740104846
GBP_JPY,2.5,44,0,5,15474,99.99353754685278,98.1774704323597,97.95006570300946,98.39755818388676,7847.1875,20.572300882458514,40.5668634596998
GBP_JPY,2.5,44,0,8,15474,99.99353754685278,90.1376591481878,89.02759526937068,91.21200559581696,31994.177795410156,83.87640184385182,40.5668634596998
GBP_JPY,2.5,44,0,10,15474,99.99353754685278,82.82815226523086,81.61629434952935,84.00101742336462,41339.97283935547,108.37747405983144,40.5668634596998
GBP_JPY,2.5,44,0,15,15474,99.99353754685278,62.560589413813574,61.02496714848081,64.04680147525575,51677.174377441406,135.4776319602406,40.5668634596998
GBP_JPY,2.5,44,0,20,15474,99.99353754685278,45.62786789891775,44.375821287773405,46.83962864046205,57014.178466796875,149.4691995042979,40.5668634596998
GBP_JPY,2.5,44,1,5,15474,99.99353754685278,96.03179732436527,95.53219448093357,96.5153249395782,1705.5803833013397,4.471374339468005,40.5668634596998
GBP_JPY,2.5,44,1,8,15474,99.99353754685278,86.5701544626067,85.47963206306366,87.6255881978777,21669.25585937689,56.808436326783145,40.5668634596998
GBP_JPY,2.5,44,1,10,15474,99.99353754685278,78.89226394363867,77.37187910642872,80.36372885666026,29149.96710205375,76.41997772287422,40.5668634596998
GBP_JPY,2.5,44,1,15,15474,99.99353754685278,59.167582240027194,57.88436268067571,60.40951290855139,38291.97619629481,100.38680172916936,40.5668634596998
GBP_JPY,2.5,44,1,20,15474,99.99353754685278,42.85529632262374,41.86596583442288,43.81279409893885,42513.958862312735,111.4552128925123,40.5668634596998
GBP_JPY,2.5,44,2,5,15474,99.96122528111671,93.23118696663477,92.36129371547563,94.0727550241549,-5582.830871583103,-14.636030611742832,40.5668634596998
GBP_JPY,2.5,44,2,8,15474,99.96122528111671,82.85492629945158,81.65921640808813,84.01170185702314,10571.070312497286,27.713271680881707,40.5668634596998
GBP_JPY,2.5,44,2,10,15474,99.96122528111671,74.30178432893236,72.57428346041644,75.97303485117324,15539.257507320151,40.73794349002014,40.5668634596998
GBP_JPY,2.5,44,2,15,15474,99.96122528111671,55.288337212305706,54.009992111483825,56.525057237336995,23433.372924797608,61.433271283474916,40.5668634596998
GBP_JPY,2.5,44,2,20,15474,99.96122528111671,40.115076286524435,39.31107020772557,40.89290256931558,28385.691284170207,74.41634112279459,40.5668634596998
GBP_JPY,2.5,44,3,5,15474,99.83843867131964,90.2776878762321,89.17993944977106,91.33978604176116,-13644.123168945483,-35.76963174498759,40.5668634596998
GBP_JPY,2.5,44,3,8,15474,99.83843867131964,79.01482296588264,77.50427800446525,80.47631176769224,-1015.3338623050563,-2.661814020818073,40.5668634596998
GBP_JPY,2.5,44,3,10,15474,99.83843867131964,70.44468897662823,68.84296432801516,71.99439633213551,3002.553588866668,7.871538158846178,40.5668634596998
GBP_JPY,2.5,44,3,15,15474,99.83843867131964,51.796232765871466,50.612083717250144,52.94192562403809,9904.454101561652,25.96566092677493,40.5668634596998
GBP_JPY,2.5,44,3,20,15474,99.83843867131964,37.47815392581801,36.77767539817865,38.155883851243225,14140.788696287964,37.07169731515964,40.5668634596998
GBP_JPY,2.5,44,5,5,15474,98.17112575933824,84.36574287406462,83.32438958947097,85.36900607469492,-29344.028015139418,-76.92873063511482,40.5668634596998
GBP_JPY,2.5,44,5,8,15474,98.17112575933824,71.641103284835,70.1636705124671,73.06449528239976,-22043.146301274428,-57.78863294726551,40.5668634596998
GBP_JPY,2.5,44,5,10,15474,98.17112575933824,63.72194062273295,62.30211966728436,65.08982809873787,-19006.826477057046,-49.828572734715024,40.5668634596998
GBP_JPY,2.5,44,5,15,15474,98.17112575933824,46.47488644591887,45.30453447812647,47.602429882377194,-13669.822387704557,-35.83700519066552,40.5668634596998
GBP_JPY,2.5,44,5,20,15474,98.17112575933824,33.651504180104425,33.32438958947768,33.966653741755984,-9176.818542491927,-24.058080962111372,40.5668634596998
GBP_JPY,3.0,10,0,5,12978,99.99229465248882,96.87138784001719,96.68842540995117,97.04301075267368,272.32330322265625,0.7139267325014814,34.02331355693318
GBP_JPY,3.0,10,0,8,12978,99.99229465248882,86.47607305231666,85.27304569334734,87.60454002388177,13011.340881347656,34.11072049639657,34.02331355693318
GBP_JPY,3.0,10,0,10,12978,99.99229465248882,78.12283270400877,76.72345167965662,79.43548387095586,17726.253967285156,46.47140521796684,34.02331355693318
GBP_JPY,3.0,10,0,15,12978,99.99229465248882,57.84079525313571,56.07387358699951,59.49820788529577,23505.79132080078,61.623124403717334,34.02331355693318
GBP_JPY,3.0,10,0,20,12978,99.99229465248882,41.812437389223874,40.53494666453741,43.01075268816562,27338.759155273438,71.67168862670256,34.02331355693318
GBP_JPY,3.0,10,1,5,12978,99.95376791493297,93.87141535614447,93.23140627486967,94.47183624681092,-7182.779846190683,-18.830480113836177,34.02331355693318
GBP_JPY,3.0,10,1,8,12978,99.95376791493297,82.13074313906243,80.82497212930708,83.3557448079959,2019.5572509786707,5.294500662369034,34.02331355693318
GBP_JPY,3.0,10,1,10,12978,99.95376791493297,73.99784150477382,72.54339863034359,75.36231884056845,7134.268371585099,18.70330172644097,34.02331355693318
GBP_JPY,3.0,10,1,15,12978,99.95376791493297,54.602220166508275,52.98614429048367,56.118332586275784,12309.588867192855,32.27099720954203,34.02331355693318
GBP_JPY,3.0,10,1,20,12978,99.95376791493297,39.22294172062602,38.17486860964514,40.2061855670043,15451.869750983733,40.50884647700806,34.02331355693318
GBP_JPY,3.0,10,2,5,12978,99.88441978733242,90.48831289052761,89.76892430277454,91.16327751194808,-15540.980163575481,-40.74245963071408,34.02331355693318
GBP_JPY,3.0,10,2,8,12978,99.88441978733242,78.20720512226504,76.79681274899174,79.53050239233261,-7704.549499514609,-20.19835902580507,34.02331355693318
GBP_JPY,3.0,10,2,10,12978,99.88441978733242,69.67522949933891,68.06374501990948,71.18720095692716,-4920.340148929803,-12.89923529771968,34.02331355693318
GBP_JPY,3.0,10,2,15,12978,99.88441978733242,51.091568309800884,49.3545816732989,52.72129186602083,121.68029784507553,0.31899883859485484,34.02331355693318
GBP_JPY,3.0,10,2,20,12978,99.88441978733242,36.66589524029648,35.84063745019349,37.44019138755421,3508.869018546287,9.198902053337088,34.02331355693318
GBP_JPY,3.0,10,3,5,12978,99.7149021420866,86.71663704504391,85.47717842322287,87.88014981272092,-24773.364135742384,-64.94621173142596,34.02331355693318
GBP_JPY,3.0,10,3,8,12978,99.7149021420866,74.1751023877541,72.69390360675507,75.56554307114972,-17828.638061523816,-46.739816848535845,34.02331355693318
GBP_JPY,3.0,10,3,10,12978,99.7149021420866,65.96862684490642,64.331311841675,67.50561797751797,-16225.534240723156,-42.537096555777445,34.02331355693318
GBP_JPY,3.0,10,3,15,12978,99.7149021420866,48.13383818869885,46.71241621448344,49.468164794000074,-10912.53717041092,-28.60846616201103,34.02331355693318
GBP_JPY,3.0,10,3,20,12978,99.7149021420866,34.116374314192555,33.43440791573038,34.756554307110896,-9019.024780274405,-23.64440654006985,34.02331355693318
GBP_JPY,3.0,10,5,5,12978,96.86392356295269,80.64593111128147,79.35122674130093,81.85595567865775,-37132.44476318636,-97.34695725946918,34.02331355693318
GBP_JPY,3.0,10,5,8,12978,96.86392356295269,67.91026966827874,66.37576156758334,69.34441366573263,-33299.527954106146,-87.29852680539491,34.02331355693318
GBP_JPY,3.0,10,5,10,12978,96.86392356295269,59.70885371091721,57.994401449027166,61.31117266850394,-31352.90740967373,-82.19523807372654,34.02331355693318
GBP_JPY,3.0,10,5,15,12978,96.86392356295269,43.16283509664759,41.92326691914343,44.32132963988237,-27519.939575203436,-72.1466738507475,34.02331355693318
GBP_JPY,3.0,10,5,20,12978,96.86392356295269,30.67377296953061,30.57796805532182,30.7633117882378,-24825.509338388812,-65.08291635310336,34.02331355693318
GBP_JPY,3.0,22,0,5,12815,99.98439328911431,97.76008741121535,97.67666989349827,97.83824640966017,2718.2781982421875,7.126277660176401,33.595990386199624
GBP_JPY,3.0,22,0,8,12815,99.98439328911431,88.86287364394842,87.94772507258986,89.72033257746187,19623.589599609375,51.44548790723398,33.595990386199624
GBP_JPY,3.0,22,0,10,12815,99.98439328911431,81.25341450089118,79.92900935784448,82.49433106574716,26527.58270263672,69.54509664041348,33.595990386199624
