n_events,fill_rate,tp_rate,total_pnl,ppd,ev_per_day,pair,thr,peak_bars,sd,tp
17864,100.0,60.05933721450627,-73890.26867675781,-193.7118030509608,46.8325222207624,GBP_JPY,2.0,44,0,8
17864,100.0,51.4330497089089,-74858.49334716797,-196.25011492913333,46.8325222207624,GBP_JPY,2.0,44,0,10
17864,100.0,34.93618450514806,-74786.36260986328,-196.06101593911868,46.8325222207624,GBP_JPY,2.0,44,0,15
17864,100.0,23.63412449619214,-74615.29327392578,-195.6125380799279,46.8325222207624,GBP_JPY,2.0,44,0,20
17864,99.99440214957457,95.44869282874683,2304.4392700202707,6.041351506920163,46.8325222207624,GBP_JPY,2.0,44,1,5
17864,99.99440214957457,85.53994289872443,24370.607788088288,63.89033983257556,46.8325222207624,GBP_JPY,2.0,44,1,8
17864,99.99440214957457,77.69691541174059,33517.35864258175,87.86959490651435,46.8325222207624,GBP_JPY,2.0,44,1,10
17864,99.99440214957457,57.39237530089809,41900.98089600301,109.84822094065169,46.8325222207624,GBP_JPY,2.0,44,1,15
17864,99.99440214957457,40.87219392039182,45224.74194336898,118.56184124446222,46.8325222207624,GBP_JPY,2.0,44,1,20
17864,99.96081504702194,92.56314050511885,-6826.3732299818275,-17.896119345070616,46.8325222207624,GBP_JPY,2.0,44,2,5
17864,99.96081504702194,81.88945511563634,12004.221740719346,31.470442309404266,46.8325222207624,GBP_JPY,2.0,44,2,8
17864,99.96081504702194,73.19258554068023,17623.741699213853,46.20265756501397,46.8325222207624,GBP_JPY,2.0,44,2,10
17864,99.96081504702194,53.67642941143228,25015.577941886066,65.58120296846131,46.8325222207624,GBP_JPY,2.0,44,2,15
17864,99.96081504702194,38.158705269640016,28142.95782469573,73.77998755502921,46.8325222207624,GBP_JPY,2.0,44,2,20
17864,99.85445588893865,89.40464177597885,-16236.771850586152,-42.56655723723832,46.8325222207624,GBP_JPY,2.0,44,3,5
17864,99.85445588893865,77.8058078259851,-1335.1458740238872,-3.5002378422068365,46.8325222207624,GBP_JPY,2.0,44,3,8
17864,99.85445588893865,69.17815898642957,3179.7289428704685,8.3360236438078,46.8325222207624,GBP_JPY,2.0,44,3,10
17864,99.85445588893865,50.252270433902325,8910.65319824118,23.36029802441433,46.8325222207624,GBP_JPY,2.0,44,3,15
17864,99.85445588893865,35.49725305527326,11578.455993651036,30.354248634392167,46.8325222207624,GBP_JPY,2.0,44,3,20
17864,97.87841468875952,83.63168430082449,-32965.46356201498,-86.42273873633003,46.8325222207624,GBP_JPY,2.0,44,5,5
17864,97.87841468875952,70.57477838146579,-24660.152893072256,-64.6494154910549,46.8325222207624,GBP_JPY,2.0,44,5,8
17864,97.87841468875952,62.17901058049401,-23098.732299812207,-60.55597255387356,46.8325222207624,GBP_JPY,2.0,44,5,10
17864,97.87841468875952,44.63826136688335,-18079.133605968036,-47.39651961115261,46.8325222207624,GBP_JPY,2.0,44,5,15
17864,97.87841468875952,31.76436945953493,-14528.204345716687,-38.087351816421496,46.8325222207624,GBP_JPY,2.0,44,5,20
16125,100.0,75.01395348836743,-68052.0053100586,-178.4061268949149,42.273534528089655,GBP_JPY,2.5,10,0,5
16125,100.0,61.39534883720549,-66643.30596923828,-174.71306021436516,42.273534528089655,GBP_JPY,2.5,10,0,8
16125,100.0,53.30232558139204,-66078.72772216797,-173.23295367040637,42.273534528089655,GBP_JPY,2.5,10,0,10
16125,100.0,36.81240310077291,-66206.16394042969,-173.56704231368178,42.273534528089655,GBP_JPY,2.5,10,0,15
16125,100.0,24.768992248060478,-66039.35729980469,-173.1297395985205,42.273534528089655,GBP_JPY,2.5,10,0,20
16125,99.98139534883721,93.25145763552331,-7608.727233885729,-19.947149980557178,42.273534528089655,GBP_JPY,2.5,10,1,5
16125,99.98139534883721,80.72819749410242,1263.801086428607,3.313199309381516,42.273534528089655,GBP_JPY,2.5,10,1,8
16125,99.98139534883721,72.29872224289342,6537.202209476718,17.138024391901894,42.273534528089655,GBP_JPY,2.5,10,1,10
16125,99.98139534883721,52.70437910928838,11580.711059577246,30.36016054802285,42.273534528089655,GBP_JPY,2.5,10,1,15
16125,99.98139534883721,37.29686143158186,14233.754516610756,37.31541786184787,42.273534528089655,GBP_JPY,2.5,10,1,20
16125,99.91937984496124,89.37437934458234,-20312.71002197441,-53.252096029333835,42.273534528089655,GBP_JPY,2.5,10,2,5
16125,99.91937984496124,76.58267130088899,-11718.413146976516,-30.72116234313994,42.273534528089655,GBP_JPY,2.5,10,2,8
16125,99.91937984496124,67.78177755709609,-8504.008361821718,-22.294232006860994,42.273534528089655,GBP_JPY,2.5,10,2,10
16125,99.91937984496124,49.24900695133756,-3426.69134522321,-8.983463869730194,42.273534528089655,GBP_JPY,2.5,10,2,15
16125,99.91937984496124,34.880834160871714,-922.7374878037032,-2.4190620186686855,42.273534528089655,GBP_JPY,2.5,10,2,20
16125,99.64651162790697,85.62359970126427,-31420.693054199484,-82.37294590531528,42.273534528089655,GBP_JPY,2.5,10,3,5
16125,99.64651162790697,72.54169778441172,-24468.503845215346,-64.14698555977708,42.273534528089655,GBP_JPY,2.5,10,3,8
16125,99.64651162790697,64.17724670151455,-21716.424987793624,-56.93209559988606,42.273534528089655,GBP_JPY,2.5,10,3,10
16125,99.64651162790697,46.04804580532449,-17800.520202637705,-46.666102660723254,42.273534528089655,GBP_JPY,2.5,10,3,15
16125,99.64651162790697,32.48693054518095,-15973.833984376233,-41.87723550291477,42.273534528089655,GBP_JPY,2.5,10,3,20
16125,96.55193798449613,79.25364506390396,-47640.02349853882,-124.89377849826255,42.273534528089655,GBP_JPY,2.5,10,5,5
16125,96.55193798449613,66.23418331298952,-42482.6340332091,-111.37309126493406,42.273534528089655,GBP_JPY,2.5,10,5,8
16125,96.55193798449613,58.243946303548185,-41371.49658203864,-108.46011716214286,42.273534528089655,GBP_JPY,2.5,10,5,10
16125,96.55193798449613,41.17798188708066,-38564.46533204166,-101.1011632106282,42.273534528089655,GBP_JPY,2.5,10,5,15
16125,96.55193798449613,29.025627850213304,-35825.114746106316,-93.91964187239066,42.273534528089655,GBP_JPY,2.5,10,5,20
15910,100.0,74.95285983657605,-66078.0258178711,-173.23111354789293,41.70988740104846,GBP_JPY,2.5,22,0,5
15910,100.0,61.137649277180316,-65938.13665771484,-172.86437809102654,41.70988740104846,GBP_JPY,2.5,22,0,8
15910,100.0,52.916404776866564,-66998.2553100586,-175.64360056877695,41.70988740104846,GBP_JPY,2.5,22,0,10
15910,100.0,36.14079195474317,-67625.71563720703,-177.28855968844925,41.70988740104846,GBP_JPY,2.5,22,0,15
15910,100.0,24.852294154618175,-66761.50695800781,-175.0229376456832,41.70988740104846,GBP_JPY,2.5,22,0,20
15910,99.98742928975487,94.74478249936543,-2631.5648803703334,-6.898948764852305,41.70988740104846,GBP_JPY,2.5,22,1,5
15910,99.98742928975487,83.5680160925268,11717.159545900815,30.717875884327036,41.70988740104846,GBP_JPY,2.5,22,1,8
15910,99.98742928975487,75.23887352275112,17262.78741455436,45.25637456249522,41.70988740104846,GBP_JPY,2.5,22,1,10
15910,99.98742928975487,55.424943424688486,23370.489562994728,61.268415347573125,41.70988740104846,GBP_JPY,2.5,22,1,15
15910,99.98742928975487,39.564998742768445,26725.44213868062,70.06380781568853,41.70988740104846,GBP_JPY,2.5,22,1,20
15910,99.96228786926461,91.4927062374188,-11926.650024415447,-31.26707916970963,41.70988740104846,GBP_JPY,2.5,22,2,5
15910,99.96228786926461,79.65291750502517,-378.02136230799897,-0.9910263015121045,41.70988740104846,GBP_JPY,2.5,22,2,8
15910,99.96228786926461,70.74949698188689,3077.483764643678,8.06797619747596,41.70988740104846,GBP_JPY,2.5,22,2,10
15910,99.96228786926461,51.716549295771394,8357.908813468706,21.911215305971734,41.70988740104846,GBP_JPY,2.5,22,2,15
15910,99.96228786926461,36.990694164987616,11656.95568846631,30.5600445760491,41.70988740104846,GBP_JPY,2.5,22,2,20
15910,99.72344437460717,88.04991806377865,-21809.22955322287,-57.175393398400026,41.70988740104846,GBP_JPY,2.5,22,3,5
15910,99.72344437460717,75.4380436152732,-13284.721435547319,-34.82741893343643,41.70988740104846,GBP_JPY,2.5,22,3,8
15910,99.72344437460717,67.04903567376358,-10025.917724609968,-26.284091727571198,41.70988740104846,GBP_JPY,2.5,22,3,10
15910,99.72344437460717,48.48733140047595,-5690.716003418896,-14.91886384248565,41.70988740104846,GBP_JPY,2.5,22,3,15
15910,99.72344437460717,34.520357998233045,-2810.038330079306,-7.366837356394601,41.70988740104846,GBP_JPY,2.5,22,3,20
15910,97.35386549340038,81.78707469816761,-38188.13537597977,-100.11457112433135,41.70988740104846,GBP_JPY,2.5,22,5,5
15910,97.35386549340038,68.68099941893804,-33061.925292974265,-86.67562421318874,41.70988740104846,GBP_JPY,2.5,22,5,8
15910,97.35386549340038,60.62366840983533,-31413.806457526465,-82.35489190331603,41.70988740104846,GBP_JPY,2.5,22,5,10
15910,97.35386549340038,43.41790948414724,-27570.98266602559,-72.28048916003685,41.70988740104846,GBP_JPY,2.5,22,5,15
15910,97.35386549340038,30.95099748208206,-24467.625732434033,-64.14468348653799,41.70988740104846,GBP_JPY,2.5,22,5,20
15474,100.0,74.42161044331948,-64541.441650390625,-169.2027821457657,40.5668634596998,GBP_JPY,2.5,44,0,5
15474,100.0,60.66951014604752,-64933.762451171875,-170.23129606315572,40.5668634596998,GBP_JPY,2.5,44,0,8
15474,100.0,52.38464521131883,-65828.6703491211,-172.5773996242978,40.5668634596998,GBP_JPY,2.5,44,0,10
15474,100.0,35.94416440480574,-65545.05187988281,-171.83386132028863,40.5668634596998,GBP_JPY,2.5,44,0,15
15474,100.0,24.718883288094563,-64588.5498046875,-169.32628156822918,40.5668634596998,GBP_JPY,2.5,44,0,20
15474,99.99353754685278,96.03179732436527,1705.5803833013397,4.471374339468005,40.5668634596998,GBP_JPY,2.5,44,1,5
15474,99.99353754685278,86.5701544626067,21669.25585937689,56.808436326783145,40.5668634596998,GBP_JPY,2.5,44,1,8
15474,99.99353754685278,78.89226394363867,29149.96710205375,76.41997772287422,40.5668634596998,GBP_JPY,2.5,44,1,10
15474,99.99353754685278,59.167582240027194,38291.97619629481,100.38680172916936,40.5668634596998,GBP_JPY,2.5,44,1,15
15474,99.99353754685278,42.85529632262374,42513.958862312735,111.4552128925123,40.5668634596998,GBP_JPY,2.5,44,1,20
15474,99.96122528111671,93.23118696663477,-5582.830871583103,-14.636030611742832,40.5668634596998,GBP_JPY,2.5,44,2,5
15474,99.96122528111671,82.85492629945158,10571.070312497286,27.713271680881707,40.5668634596998,GBP_JPY,2.5,44,2,8
15474,99.96122528111671,74.30178432893236,15539.257507320151,40.73794349002014,40.5668634596998,GBP_JPY,2.5,44,2,10
15474,99.96122528111671,55.288337212305706,23433.372924797608,61.433271283474916,40.5668634596998,GBP_JPY,2.5,44,2,15
15474,99.96122528111671,40.115076286524435,28385.691284170207,74.41634112279459,40.5668634596998,GBP_JPY,2.5,44,2,20
15474,99.83843867131964,90.2776878762321,-13644.123168945483,-35.76963174498759,40.5668634596998,GBP_JPY,2.5,44,3,5
15474,99.83843867131964,79.01482296588264,-1015.3338623050563,-2.661814020818073,40.5668634596998,GBP_JPY,2.5,44,3,8
15474,99.83843867131964,70.44468897662823,3002.553588866668,7.871538158846178,40.5668634596998,GBP_JPY,2.5,44,3,10
15474,99.83843867131964,51.796232765871466,9904.454101561652,25.96566092677493,40.5668634596998,GBP_JPY,2.5,44,3,15
15474,99.83843867131964,37.47815392581801,14140.788696287964,37.07169731515964,40.5668634596998,GBP_JPY,2.5,44,3,20
15474,98.17112575933824,84.36574287406462,-29344.028015139418,-76.92873063511482,40.5668634596998,GBP_JPY,2.5,44,5,5
15474,98.17112575933824,71.641103284835,-22043.146301274428,-57.78863294726551,40.5668634596998,GBP_JPY,2.5,44,5,8
15474,98.17112575933824,63.72194062273295,-19006.826477057046,-49.828572734715024,40.5668634596998,GBP_JPY,2.5,44,5,10
15474,98.17112575933824,46.47488644591887,-13669.822387704557,-35.83700519066552,40.5668634596998,GBP_JPY,2.5,44,5,15
15474,98.17112575933824,33.651504180104425,-9176.818542491927,-24.058080962111372,40.5668634596998,GBP_JPY,2.5,44,5,20
12978,100.0,76.02095854522453,-55300.00183105469,-144.97528910440383,34.02331355693318,GBP_JPY,3.0,10,0,5
12978,100.0,62.459546925561526,-53905.81774902344,-141.3202758374109,34.02331355693318,GBP_JPY,3.0,10,0,8
12978,100.0,54.15318230851794,-54052.118225097656,-141.70381929333644,34.02331355693318,GBP_JPY,3.0,10,0,10
12978,100.0,37.49422098936373,-53428.95294189453,-140.0701201233399,34.02331355693318,GBP_JPY,3.0,10,0,15
12978,100.0,25.8514408999826,-52768.968200683594,-138.33989452671398,34.02331355693318,GBP_JPY,3.0,10,0,20
12978,99.95376791493297,93.87141535614447,-7182.779846190683,-18.830480113836177,34.02331355693318,GBP_JPY,3.0,10,1,5
12978,99.95376791493297,82.13074313906243,2019.5572509786707,5.294500662369034,34.02331355693318,GBP_JPY,3.0,10,1,8
12978,99.95376791493297,73.99784150477382,7134.268371585099,18.70330172644097,34.02331355693318,GBP_JPY,3.0,10,1,10
12978,99.95376791493297,54.602220166508275,12309.588867192855,32.27099720954203,34.02331355693318,GBP_JPY,3.0,10,1,15
12978,99.95376791493297,39.22294172062602,15451.869750983733,40.50884647700806,34.02331355693318,GBP_JPY,3.0,10,1,20
12978,99.88441978733242,90.48831289052761,-15540.980163575481,-40.74245963071408,34.02331355693318,GBP_JPY,3.0,10,2,5
12978,99.88441978733242,78.20720512226504,-7704.549499514609,-20.19835902580507,34.02331355693318,GBP_JPY,3.0,10,2,8
12978,99.88441978733242,69.67522949933891,-4920.340148929803,-12.89923529771968,34.02331355693318,GBP_JPY,3.0,10,2,10
12978,99.88441978733242,51.091568309800884,121.68029784507553,0.31899883859485484,34.02331355693318,GBP_JPY,3.0,10,2,15
12978,99.88441978733242,36.66589524029648,3508.869018546287,9.198902053337088,34.02331355693318,GBP_JPY,3.0,10,2,20
12978,99.7149021420866,86.71663704504391,-24773.364135742384,-64.94621173142596,34.02331355693318,GBP_JPY,3.0,10,3,5
12978,99.7149021420866,74.1751023877541,-17828.638061523816,-46.739816848535845,34.02331355693318,GBP_JPY,3.0,10,3,8
12978,99.7149021420866,65.96862684490642,-16225.534240723156,-42.537096555777445,34.02331355693318,GBP_JPY,3.0,10,3,10
12978,99.7149021420866,48.13383818869885,-10912.53717041092,-28.60846616201103,34.02331355693318,GBP_JPY,3.0,10,3,15
12978,99.7149021420866,34.116374314192555,-9019.024780274405,-23.64440654006985,34.02331355693318,GBP_JPY,3.0,10,3,20
12978,96.86392356295269,80.64593111128147,-37132.44476318636,-97.34695725946918,34.02331355693318,GBP_JPY,3.0,10,5,5
12978,96.86392356295269,67.91026966827874,-33299.527954106146,-87.29852680539491,34.02331355693318,GBP_JPY,3.0,10,5,8
12978,96.86392356295269,59.70885371091721,-31352.90740967373,-82.19523807372654,34.02331355693318,GBP_JPY,3.0,10,5,10
12978,96.86392356295269,43.16283509664759,-27519.939575203436,-72.1466738507475,34.02331355693318,GBP_JPY,3.0,10,5,15
12978,96.86392356295269,30.67377296953061,-24825.509338388812,-65.08291635310336,34.02331355693318,GBP_JPY,3.0,10,5,20
12815,100.0,75.87202497073149,-53609.23400878906,-140.54274759038654,33.595990386199624,GBP_JPY,3.0,22,0,5
12815,100.0,62.26297307841886,-53085.567443847656,-139.16989570733185,33.595990386199624,GBP_JPY,3.0,22,0,8
12815,100.0,53.71049551306643,-53161.477966308594,-139.36890383708675,33.595990386199624,GBP_JPY,3.0,22,0,10
12815,100.0,37.34685914943134,-52693.14208984375,-138.14110769169267,33.595990386199624,GBP_JPY,3.0,22,0,15
12815,100.0,25.790089738585582,-52272.23205566406,-137.0376438242127,33.595990386199624,GBP_JPY,3.0,22,0,20
12815,99.98439328911431,95.16896901583586,-3028.405212401781,-7.939311151101604,33.595990386199624,GBP_JPY,3.0,22,1,5
12815,99.98439328911431,84.99960977131936,10320.886474611123,27.057386092711123,33.595990386199624,GBP_JPY,3.0,22,1,8
12815,99.98439328911431,77.1325997034202,15581.89086914329,40.8497117314514,33.595990386199624,GBP_JPY,3.0,22,1,10
12815,99.98439328911431,57.71482088503412,23303.24633789555,61.09212953064226,33.595990386199624,GBP_JPY,3.0,22,1,15
12815,99.98439328911431,41.94958245531554,27420.923339850513,71.88709144801676,33.595990386199624,GBP_JPY,3.0,22,1,20
12815,99.9609832227858,92.14676034347445,-10428.222839356498,-27.338780667668225,33.595990386199624,GBP_JPY,3.0,22,2,5
12815,99.9609832227858,81.27244340358459,988.1826782202019,2.5906340817241436,33.595990386199624,GBP_JPY,3.0,22,2,8
12815,99.9609832227858,72.91959406712935,4527.87615966442,11.870345995317075,33.595990386199624,GBP_JPY,3.0,22,2,10
12815,99.9609832227858,54.24668227946493,12218.541992181503,32.03230739779213,33.595990386199624,GBP_JPY,3.0,22,2,15
12815,99.9609832227858,39.2818110850867,15294.93749999204,40.097430605326316,33.595990386199624,GBP_JPY,3.0,22,2,20
12815,99.77370269215763,89.05052401062966,-17842.90802001969,-46.777227179276295,33.595990386199624,GBP_JPY,3.0,22,3,5
12815,99.77370269215763,77.2954794306212,-9071.606750488612,-23.782256197955448,33.595990386199624,GBP_JPY,3.0,22,3,8
12815,99.77370269215763,69.05208822148685,-5863.626342773888,-15.37216810301197,33.595990386199624,GBP_JPY,3.0,22,3,10
12815,99.77370269215763,51.087126544654225,1185.3156738274133,3.107440810184745,33.595990386199624,GBP_JPY,3.0,22,3,15
12815,99.77370269215763,36.500860315967735,3228.53070068267,8.463963041879463,33.595990386199624,GBP_JPY,3.0,22,3,20
12815,97.74483027701912,83.1151205492509,-30419.700927736776,-79.74873038777312,33.595990386199624,GBP_JPY,3.0,22,5,5
12815,97.74483027701912,70.48539038798735,-25344.412353519827,-66.44328004469224,33.595990386199624,GBP_JPY,3.0,22,5,8
12815,97.74483027701912,62.33434456330335,-23061.126098638175,-60.45738358991692,33.595990386199624,GBP_JPY,3.0,22,5,10
12815,97.74483027701912,45.633083186967454,-17372.63885498821,-45.54436269645743,33.595990386199624,GBP_JPY,3.0,22,5,15
12815,97.74483027701912,32.80376816221996,-14546.864013681445,-38.13627027335116,33.595990386199624,GBP_JPY,3.0,22,5,20
12500,100.0,74.69599999999403,-55100.04638671875,-144.45108300330523,32.770181804720664,GBP_JPY,3.0,44,0,5
12500,100.0,61.1999999999951,-53885.77117919922,-141.26772145839485,32.770181804720664,GBP_JPY,3.0,44,0,8
12500,100.0,53.02399999999575,-54011.444396972656,-141.59718819394843,32.770181804720664,GBP_JPY,3.0,44,0,10
12500,100.0,36.59199999999707,-54666.64489746094,-143.31487135551203,32.770181804720664,GBP_JPY,3.0,44,0,15
12500,100.0,25.023999999997997,-53775.00213623047,-140.97732772428117,32.770181804720664,GBP_JPY,3.0,44,0,20
12500,99.992,96.48771901751367,23.127685547274268,0.060631876808527066,32.770181804720664,GBP_JPY,3.0,44,1,5
12500,99.992,87.80702456195793,17615.730834962324,46.18165616677913,32.770181804720664,GBP_JPY,3.0,44,1,8
12500,99.992,80.41443315464593,24198.02600097879,63.43789690939461,32.770181804720664,GBP_JPY,3.0,44,1,10
12500,99.992,61.34890791262811,34176.05749512158,89.59644939869764,32.770181804720664,GBP_JPY,3.0,44,1,15
12500,99.992,44.69957596607371,37993.04669190082,99.60312379270647,32.770181804720664,GBP_JPY,3.0,44,1,20
12500,99.96000000000001,94.10964385753549,-5153.676940918722,-13.510954425336251,32.770181804720664,GBP_JPY,3.0,44,2,5
12500,99.96000000000001,84.37775110043341,9566.220703123003,25.078943330033884,32.770181804720664,GBP_JPY,3.0,44,2,8
12500,99.96000000000001,76.16646658662856,14057.229675289922,36.852637770397216,32.770181804720664,GBP_JPY,3.0,44,2,10
12500,99.96000000000001,57.6470588235248,22879.714904779743,59.98179336558475,32.770181804720664,GBP_JPY,3.0,44,2,15
12500,99.96000000000001,41.92076830731957,26094.73046874258,68.41032492847025,32.770181804720664,GBP_JPY,3.0,44,2,20
12500,99.856,91.30748277518896,-11444.369812011842,-30.002726350406796,32.770181804720664,GBP_JPY,3.0,44,3,5
12500,99.856,80.52395449446558,-246.87744140652626,-0.6472174910700911,32.770181804720664,GBP_JPY,3.0,44,3,8
12500,99.856,72.2480371735241,3797.4329833980437,9.955405540575734,32.770181804720664,GBP_JPY,3.0,44,3,10
12500,99.856,54.11792981893494,11471.210998534505,30.07309359538296,32.770181804720664,GBP_JPY,3.0,44,3,15
12500,99.856,39.176414036209,14234.728454588982,37.317971151816906,32.770181804720664,GBP_JPY,3.0,44,3,20
12500,98.488,85.63885955648723,-23769.766235353574,-62.315164879059786,32.770181804720664,GBP_JPY,3.0,44,5,5
12500,98.488,73.25156364226518,-17482.051940921716,-45.831201633885954,32.770181804720664,GBP_JPY,3.0,44,5,8
12500,98.488,65.59987003492279,-13840.027465825127,-36.28321729899335,32.770181804720664,GBP_JPY,3.0,44,5,10
12500,98.488,48.37137519291297,-8172.747497565819,-21.42579370714462,32.770181804720664,GBP_JPY,3.0,44,5,15
12500,98.488,35.041832507510755,-5817.034606942685,-15.250022530709089,32.770181804720664,GBP_JPY,3.0,44,5,20
18009,100.0,66.81659170414422,-37760.059509277344,-103.54683040079786,49.3848498366325,USD_JPY,2.0,10,0,5
