n_events,fill_rate,tp_rate,total_pnl,ppd,ev_per_day,pair,thr,peak_bars,sd,tp
18009,100.0,50.785718251982296,-38122.22216796875,-104.53996430695094,49.3848498366325,USD_JPY,2.0,10,0,8
18009,100.0,42.36770503636835,-37120.957946777344,-101.79426586670826,49.3848498366325,USD_JPY,2.0,10,0,10
18009,100.0,26.170248209227264,-35994.85595703125,-98.70623334606059,49.3848498366325,USD_JPY,2.0,10,0,15
18009,100.0,15.903159531344555,-35550.641174316406,-97.48809350822478,49.3848498366325,USD_JPY,2.0,10,0,20
18009,99.8389694041868,77.60845383759302,-2528.2290039025884,-6.93298960021924,49.3848498366325,USD_JPY,2.0,10,1,5
18009,99.8389694041868,60.75639599554723,-640.6601562435826,-1.7568385591872309,49.3848498366325,USD_JPY,2.0,10,1,8
18009,99.8389694041868,51.2458286985511,521.9339599689101,1.4312638257373305,49.3848498366325,USD_JPY,2.0,10,1,10
18009,99.8389694041868,32.597330367072715,2466.861816417272,6.7647065562490685,49.3848498366325,USD_JPY,2.0,10,1,15
18009,99.8389694041868,19.905450500555066,2162.778381360754,5.930839335522013,49.3848498366325,USD_JPY,2.0,10,1,20
18009,98.61735798767283,73.17004504504092,-14754.729919438469,-40.460887414711394,49.3848498366325,USD_JPY,2.0,10,2,5
18009,98.61735798767283,56.368243243240066,-14678.572998054804,-40.25204749430757,49.3848498366325,USD_JPY,2.0,10,2,8
18009,98.61735798767283,47.195945945943286,-13975.1616821385,-38.323130718811164,49.3848498366325,USD_JPY,2.0,10,2,10
18009,98.61735798767283,29.718468468466796,-12359.939331067457,-33.89381686127238,49.3848498366325,USD_JPY,2.0,10,2,15
18009,98.61735798767283,18.417792792791754,-11788.821228042169,-32.3276787216263,49.3848498366325,USD_JPY,2.0,10,2,20
18009,94.40279860069965,70.2605729074719,-20552.782409668544,-56.36049047845315,49.3848498366325,USD_JPY,2.0,10,3,5
18009,94.40279860069965,54.19681195223491,-19475.794433594638,-53.40713996069711,49.3848498366325,USD_JPY,2.0,10,3,8
18009,94.40279860069965,45.33262749249777,-18923.784362794024,-51.893400471841694,49.3848498366325,USD_JPY,2.0,10,3,10
18009,94.40279860069965,28.386565496145614,-17484.35455322404,-47.94615048594652,49.3848498366325,USD_JPY,2.0,10,3,15
18009,94.40279860069965,17.440150579376656,-17795.14294433753,-48.79840424940414,49.3848498366325,USD_JPY,2.0,10,3,20
18009,83.88583486034761,66.26729330773374,-24893.88122559173,-68.2647890597375,49.3848498366325,USD_JPY,2.0,10,5,5
18009,83.88583486034761,51.016085258486065,-23337.87207032091,-63.99785150198999,49.3848498366325,USD_JPY,2.0,10,5,8
18009,83.88583486034761,42.476997418412495,-22516.65466309582,-61.745883134005105,49.3848498366325,USD_JPY,2.0,10,5,10
18009,83.88583486034761,26.034288740317336,-22222.842407239266,-60.94018186599255,49.3848498366325,USD_JPY,2.0,10,5,15
18009,83.88583486034761,16.508903157475572,-21651.519165053403,-59.373481187247094,49.3848498366325,USD_JPY,2.0,10,5,20
17711,100.0,66.24696516288937,-37528.310546875,-102.91132106057712,48.56766480407564,USD_JPY,2.0,22,0,5
17711,100.0,51.11512619275867,-35293.478942871094,-96.78289509723139,48.56766480407564,USD_JPY,2.0,22,0,8
17711,100.0,42.05296143639308,-35406.1572265625,-97.09188505336164,48.56766480407564,USD_JPY,2.0,22,0,10
17711,100.0,26.305685732029456,-34340.372314453125,-94.1692559322183,48.56766480407564,USD_JPY,2.0,22,0,15
17711,100.0,16.390943481451277,-33531.172790527344,-91.95024338421736,48.56766480407564,USD_JPY,2.0,22,0,20
17711,99.87578341143923,80.81858782293624,7558.377563479648,20.726822198956892,48.56766480407564,USD_JPY,2.0,22,1,5
17711,99.87578341143923,63.89846797444378,11966.192138677683,32.81407084707033,48.56766480407564,USD_JPY,2.0,22,1,8
17711,99.87578341143923,54.38408050200382,14021.748596198746,38.45088282915695,48.56766480407564,USD_JPY,2.0,22,1,10
17711,99.87578341143923,35.32138617219541,15948.172668467436,43.733583896993224,48.56766480407564,USD_JPY,2.0,22,1,15
17711,99.87578341143923,22.1437051274791,16860.16918946565,46.23448962418674,48.56766480407564,USD_JPY,2.0,22,1,20
17711,98.92157416294958,76.17579908675364,-4188.6573486370835,-11.486268764481625,48.56766480407564,USD_JPY,2.0,22,2,5
17711,98.92157416294958,59.805936073055946,-1641.613159186893,-4.501683566899028,48.56766480407564,USD_JPY,2.0,22,2,8
17711,98.92157416294958,49.86301369862729,-1463.9524536222689,-4.014496756627545,48.56766480407564,USD_JPY,2.0,22,2,10
17711,98.92157416294958,32.10616438355981,971.5432739136104,2.664196717864066,48.56766480407564,USD_JPY,2.0,22,2,15
17711,98.92157416294958,20.456621004565044,2253.468139634179,6.179531661251015,48.56766480407564,USD_JPY,2.0,22,2,20
17711,95.82180565750099,72.83601437746316,-11718.798828125524,-32.13566108016458,48.56766480407564,USD_JPY,2.0,22,3,5
17711,95.82180565750099,56.684933121203414,-9645.038574219587,-26.448930071428858,48.56766480407564,USD_JPY,2.0,22,3,8
17711,95.82180565750099,47.6224147074393,-8894.34344482523,-24.390350125944284,48.56766480407564,USD_JPY,2.0,22,3,10
17711,95.82180565750099,30.446055035058013,-7730.429870606811,-21.198629481511233,48.56766480407564,USD_JPY,2.0,22,3,15
17711,95.82180565750099,19.085498792055912,-7057.911315919529,-19.354427813701772,48.56766480407564,USD_JPY,2.0,22,3,20
17711,86.55637739258088,68.34964122634909,-20516.18988037661,-56.26014528637004,48.56766480407564,USD_JPY,2.0,22,5,5
17711,86.55637739258088,52.72015655576955,-18882.741149910584,-51.78085047433702,48.56766480407564,USD_JPY,2.0,22,5,8
17711,86.55637739258088,44.31833007175184,-18418.436279306577,-50.507618961582516,48.56766480407564,USD_JPY,2.0,22,5,10
17711,86.55637739258088,27.86692759295317,-17209.119567883667,-47.19139239716746,48.56766480407564,USD_JPY,2.0,22,5,15
17711,86.55637739258088,18.07566862361265,-16247.901916518185,-44.555510928290516,48.56766480407564,USD_JPY,2.0,22,5,20
17176,100.0,65.80693991615826,-38846.244201660156,-106.5254004451187,47.10057086978732,USD_JPY,2.0,44,0,5
17176,100.0,50.390079180248584,-38069.527587890625,-104.39546356152572,47.10057086978732,USD_JPY,2.0,44,0,8
17176,100.0,42.02957615276886,-37465.45196533203,-102.73894826861515,47.10057086978732,USD_JPY,2.0,44,0,10
17176,100.0,25.669538891474986,-37326.341857910156,-102.35747612880799,47.10057086978732,USD_JPY,2.0,44,0,15
17176,100.0,15.550768514204963,-37818.61083984375,-103.70739171279503,47.10057086978732,USD_JPY,2.0,44,0,20
17176,99.93013507219376,83.5935679328779,14912.035583498655,40.89225598587382,47.10057086978732,USD_JPY,2.0,44,1,5
17176,99.93013507219376,67.18713586576163,21086.886047368404,57.82512637966959,47.10057086978732,USD_JPY,2.0,44,1,8
17176,99.93013507219376,57.67303658820452,23034.584045416763,63.16616548015978,47.10057086978732,USD_JPY,2.0,44,1,10
17176,99.93013507219376,37.590305290139966,25587.964599619118,70.16812645772993,47.10057086978732,USD_JPY,2.0,44,1,15
17176,99.93013507219376,23.79398741551947,26362.86468507049,72.29308199987051,47.10057086978732,USD_JPY,2.0,44,1,20
17176,99.2955286446204,78.92113749633076,3293.251953121322,9.030859746742916,47.10057086978732,USD_JPY,2.0,44,2,5
17176,99.2955286446204,62.86133098797637,6847.500610345081,18.777432916771684,47.10057086978732,USD_JPY,2.0,44,2,8
17176,99.2955286446204,53.016710642037346,7676.110595694927,21.049673446486622,47.10057086978732,USD_JPY,2.0,44,2,10
17176,99.2955286446204,34.50014658457728,10268.28839110185,28.15802544693218,47.10057086978732,USD_JPY,2.0,44,2,15
17176,99.2955286446204,21.9994136616815,10986.479553209045,30.12747198447787,47.10057086978732,USD_JPY,2.0,44,2,20
17176,96.94340940847694,75.17266230255989,-5514.506713867657,-15.122054860761617,47.10057086978732,USD_JPY,2.0,44,3,5
17176,96.94340940847694,59.449882889912956,-3043.1076660163926,-8.344906164857836,47.10057086978732,USD_JPY,2.0,44,3,8
17176,96.94340940847694,50.11711008347546,-1939.6323852548503,-5.318921321788,47.10057086978732,USD_JPY,2.0,44,3,10
17176,96.94340940847694,32.30436610413595,-324.8339233411252,-0.8907698665137244,47.10057086978732,USD_JPY,2.0,44,3,15
17176,96.94340940847694,20.52129001261062,276.56506347505774,0.7584054711407886,47.10057086978732,USD_JPY,2.0,44,3,20
17176,88.86818816953888,70.23715932913586,-16313.221130376258,-44.73463134407306,47.10057086978732,USD_JPY,2.0,44,5,5
17176,88.86818816953888,54.67112159328782,-14428.139648445367,-39.56530123607297,47.10057086978732,USD_JPY,2.0,44,5,8
17176,88.86818816953888,45.879192872114395,-14091.947937021112,-38.64338568357103,47.10057086978732,USD_JPY,2.0,44,5,10
17176,88.86818816953888,29.219077568132256,-12504.857177746657,-34.29121516750262,47.10057086978732,USD_JPY,2.0,44,5,15
17176,88.86818816953888,18.605870020963142,-11706.604309096154,-32.10222088409065,47.10057086978732,USD_JPY,2.0,44,5,20
15641,100.0,67.0225688894529,-33014.71649169922,-90.53400057424402,42.89124528262363,USD_JPY,2.5,10,0,5
15641,100.0,51.61434690876212,-31966.106811523438,-87.65846991775447,42.89124528262363,USD_JPY,2.5,10,0,8
15641,100.0,42.86170960935728,-32221.793518066406,-88.35962209765606,42.89124528262363,USD_JPY,2.5,10,0,10
15641,100.0,26.92283102103274,-31205.640563964844,-85.57309530275593,42.89124528262363,USD_JPY,2.5,10,0,15
15641,100.0,16.603797711142725,-30015.31463623047,-82.30894586648449,42.89124528262363,USD_JPY,2.5,10,0,20
15641,99.8465571255035,78.22885317281948,-692.2933959930015,-1.89842886356859,42.89124528262363,USD_JPY,2.5,10,1,5
15641,99.8465571255035,61.78523403982443,1599.8056640679279,4.3870377304563695,42.89124528262363,USD_JPY,2.5,10,1,8
15641,99.8465571255035,52.775821220461495,3525.226135260614,9.666986691655158,42.89124528262363,USD_JPY,2.5,10,1,10
15641,99.8465571255035,33.732471025162724,4405.924316415662,12.082065120648297,42.89124528262363,USD_JPY,2.5,10,1,15
15641,99.8465571255035,21.08599602996599,5091.850219737771,13.963032844265312,42.89124528262363,USD_JPY,2.5,10,1,20
15641,98.67655520746756,73.79162887131827,-11030.696411136953,-30.248724851878475,42.89124528262363,USD_JPY,2.5,10,2,5
15641,98.67655520746756,57.846313334193475,-9789.493835455874,-26.845059861215386,42.89124528262363,USD_JPY,2.5,10,2,8
15641,98.67655520746756,48.859660489824485,-8556.378723152608,-23.463572568618403,42.89124528262363,USD_JPY,2.5,10,2,10
15641,98.67655520746756,30.866917195799477,-8520.687561046074,-23.36569913416196,42.89124528262363,USD_JPY,2.5,10,2,15
15641,98.67655520746756,19.515355708175488,-7019.354919446304,-19.248697242872083,42.89124528262363,USD_JPY,2.5,10,2,20
15641,94.6998273767662,71.30029705643591,-15534.885070801265,-42.60025356493223,42.89124528262363,USD_JPY,2.5,10,3,5
15641,94.6998273767662,55.64407237374726,-14397.999023438248,-39.482648660140995,42.89124528262363,USD_JPY,2.5,10,3,8
15641,94.6998273767662,46.71212530380457,-14021.516479493086,-38.45024631137953,42.89124528262363,USD_JPY,2.5,10,3,10
15641,94.6998273767662,29.37483121792942,-13790.404479981657,-37.816483670959975,42.89124528262363,USD_JPY,2.5,10,3,15
15641,94.6998273767662,18.363489062920717,-12557.877136231844,-34.43660817589484,42.89124528262363,USD_JPY,2.5,10,3,20
15641,84.14423630202673,67.83679051743273,-19762.38555908684,-54.193039216455006,42.89124528262363,USD_JPY,2.5,10,5,5
15641,84.14423630202673,52.57199300964572,-18571.687133796157,-50.92786830559404,42.89124528262363,USD_JPY,2.5,10,5,8
15641,84.14423630202673,43.446546614995555,-19157.18017578971,-52.53342585788704,42.89124528262363,USD_JPY,2.5,10,5,10
15641,84.14423630202673,27.399133804420075,-17958.260498057738,-49.2457103683553,42.89124528262363,USD_JPY,2.5,10,5,15
15641,84.14423630202673,17.384697211456775,-17055.154113781893,-46.76918345548025,42.89124528262363,USD_JPY,2.5,10,5,20
15393,100.0,67.1474046644535,-31826.90155029297,-87.27673684416149,42.211171832710534,USD_JPY,2.5,22,0,5
15393,100.0,51.93269668030586,-30390.088317871094,-83.33666211894405,42.211171832710534,USD_JPY,2.5,22,0,8
15393,100.0,42.96758266744345,-30737.90069580078,-84.2904442309647,42.211171832710534,USD_JPY,2.5,22,0,10
15393,100.0,27.27863314493424,-28771.576538085938,-78.89832788586556,42.211171832710534,USD_JPY,2.5,22,0,15
15393,100.0,17.04021308386818,-27871.996154785156,-76.4314700844724,42.211171832710534,USD_JPY,2.5,22,0,20
15393,99.85707789254856,81.0942684275531,6718.525451662799,18.423753154198504,42.211171832710534,USD_JPY,2.5,22,1,5
15393,99.85707789254856,65.07058746990664,11608.802673344726,31.834026142830098,42.211171832710534,USD_JPY,2.5,22,1,8
15393,99.85707789254856,56.170711079301526,14223.414733892845,39.00389809525483,42.211171832710534,USD_JPY,2.5,22,1,10
15393,99.85707789254856,36.302127382731356,15066.795715340937,41.316644118014885,42.211171832710534,USD_JPY,2.5,22,1,15
15393,99.85707789254856,23.34265825255199,16670.617248545874,45.71469429193257,42.211171832710534,USD_JPY,2.5,22,1,20
15393,98.98655232898071,76.54393909561747,-3380.175598148188,-9.26922451751889,42.211171832710534,USD_JPY,2.5,22,2,5
15393,98.98655232898071,61.06845179496876,-319.19042969356906,-0.8752940996005948,42.211171832710534,USD_JPY,2.5,22,2,8
15393,98.98655232898071,51.735906018241664,1575.3081054612253,4.3198597498269,42.211171832710534,USD_JPY,2.5,22,2,10
15393,98.98655232898071,33.6024151735884,2892.7913818255856,7.932704092407195,42.211171832710534,USD_JPY,2.5,22,2,15
15393,98.98655232898071,21.53311019229366,3777.908142077611,10.359899288860797,42.211171832710534,USD_JPY,2.5,22,2,20
15393,96.00467745078932,73.63648666936841,-9452.815368652788,-25.921809512706414,42.211171832710534,USD_JPY,2.5,22,3,5
15393,96.00467745078932,58.42468534307359,-6673.229370117886,-18.29954080563482,42.211171832710534,USD_JPY,2.5,22,3,8
15393,96.00467745078932,49.04587900933489,-6152.852783203982,-16.872547657584263,42.211171832710534,USD_JPY,2.5,22,3,10
15393,96.00467745078932,31.675463526862114,-4395.036865235523,-12.052209207402983,42.211171832710534,USD_JPY,2.5,22,3,15
15393,96.00467745078932,19.982406279603467,-4272.231140138063,-11.715447460886418,42.211171832710534,USD_JPY,2.5,22,3,20
15393,86.7862015201715,69.6534171719388,-16545.137329106172,-45.37059928504477,42.211171832710534,USD_JPY,2.5,22,5,5
15393,86.7862015201715,54.25555805074824,-14455.063720710074,-39.63913327926155,42.211171832710534,USD_JPY,2.5,22,5,8
15393,86.7862015201715,45.15308032037988,-15001.470031746612,-41.13750596071681,42.211171832710534,USD_JPY,2.5,22,5,10
15393,86.7862015201715,29.201287521518886,-13043.247985850594,-35.76760748310239,42.211171832710534,USD_JPY,2.5,22,5,15
15393,86.7862015201715,18.601691743392575,-12180.540771496737,-33.40186445273731,42.211171832710534,USD_JPY,2.5,22,5,20
14991,100.0,66.80675071709247,-31396.328735351562,-86.09600644216152,41.108794708254635,USD_JPY,2.5,44,0,5
14991,100.0,51.897805349873124,-28988.025817871094,-79.49188195213449,41.108794708254635,USD_JPY,2.5,44,0,8
14991,100.0,43.40604362617281,-28144.82696533203,-77.17963536903368,41.108794708254635,USD_JPY,2.5,44,0,10
14991,100.0,27.102928423719092,-27920.748596191406,-76.56516057245156,41.108794708254635,USD_JPY,2.5,44,0,15
14991,100.0,17.096924821558463,-27210.811462402344,-74.61834849262358,41.108794708254635,USD_JPY,2.5,44,0,20
14991,99.89326929491028,84.23372287144679,14408.957275392771,39.51269872551087,41.108794708254635,USD_JPY,2.5,44,1,5
14991,99.89326929491028,69.0083472454044,22730.842834476876,62.33323671723773,41.108794708254635,USD_JPY,2.5,44,1,8
14991,99.89326929491028,59.712854757925896,26063.864624028924,71.47315456827066,41.108794708254635,USD_JPY,2.5,44,1,10
14991,99.89326929491028,39.61268781301905,28882.84045410979,79.20343931820904,41.108794708254635,USD_JPY,2.5,44,1,15
14991,99.89326929491028,25.475792988312158,29431.453552256244,80.70786352112826,41.108794708254635,USD_JPY,2.5,44,1,20
14991,99.21953171903142,79.89780825601184,5190.453186032097,14.233425019505015,41.108794708254635,USD_JPY,2.5,44,2,5
14991,99.21953171903142,64.71023262067604,11671.664001459474,32.00640646652814,41.108794708254635,USD_JPY,2.5,44,2,8
14991,99.21953171903142,55.19026489175371,13453.167114250991,36.891700692121034,41.108794708254635,USD_JPY,2.5,44,2,10
14991,99.21953171903142,36.60077988435951,15778.05633543957,43.26708550389312,41.108794708254635,USD_JPY,2.5,44,2,15
14991,99.21953171903142,23.416700282370346,16461.1680297735,45.14033601454495,41.108794708254635,USD_JPY,2.5,44,2,20
14991,97.03822293376025,76.5724891730201,-1793.5462036136685,-4.918319170443851,41.108794708254635,USD_JPY,2.5,44,3,5
14991,97.03822293376025,61.46971884236877,2937.848754882175,8.056261846998387,41.108794708254635,USD_JPY,2.5,44,3,8
14991,97.03822293376025,52.00384959097738,4128.4293212882685,11.321109561495462,41.108794708254635,USD_JPY,2.5,44,3,10
14991,97.03822293376025,34.343850965832516,6302.925598143445,17.284082080947368,41.108794708254635,USD_JPY,2.5,44,3,15
14991,97.03822293376025,21.894548704198673,6444.340576170584,17.67187470988406,41.108794708254635,USD_JPY,2.5,44,3,20
14991,89.4603428723901,71.76944299455135,-10369.118957523835,-28.4345262177519,41.108794708254635,USD_JPY,2.5,44,5,5
14991,89.4603428723901,56.40891805234089,-7891.428527838678,-21.640125095442887,41.108794708254635,USD_JPY,2.5,44,5,8
14991,89.4603428723901,47.781671761982864,-7200.632629402492,-19.745802717074703,41.108794708254635,USD_JPY,2.5,44,5,10
14991,89.4603428723901,30.989486242634328,-5953.617248545678,-16.326197668066715,41.108794708254635,USD_JPY,2.5,44,5,15
14991,89.4603428723901,20.00596525240325,-5138.923339855946,-14.092118244252976,41.108794708254635,USD_JPY,2.5,44,5,20
13033,100.0,67.95825980203576,-27424.835815429688,-75.20525284798134,35.739505131924666,USD_JPY,3.0,10,0,5
13033,100.0,52.934857668990034,-27315.833862304688,-74.90634424189672,35.739505131924666,USD_JPY,3.0,10,0,8
13033,100.0,44.38732448399874,-26423.904418945312,-72.46046709018513,35.739505131924666,USD_JPY,3.0,10,0,10
13033,100.0,27.798664927489618,-25698.101501464844,-70.4701473561209,35.739505131924666,USD_JPY,3.0,10,0,15
13033,100.0,17.616818844470373,-24973.710327148438,-68.48369894884691,35.739505131924666,USD_JPY,3.0,10,0,20
13033,99.87723471188521,79.29630483213649,380.9973144555761,1.0447828953605907,35.739505131924666,USD_JPY,3.0,10,1,5
13033,99.87723471188521,63.847276638237396,2341.5718383831863,6.421132412695939,35.739505131924666,USD_JPY,3.0,10,1,8
13033,99.87723471188521,54.42114158407817,3830.6785888725835,10.504608078398347,35.739505131924666,USD_JPY,3.0,10,1,10
13033,99.87723471188521,35.200122916183815,5076.494140632672,13.92092291807925,35.739505131924666,USD_JPY,3.0,10,1,15
13033,99.87723471188521,22.424521779210078,5342.176086434965,14.649484359455819,35.739505131924666,USD_JPY,3.0,10,1,20
13033,98.83372976290954,74.92430711900668,-8945.478515628303,-24.530574335672494,35.739505131924666,USD_JPY,3.0,10,2,5
13033,98.83372976290954,59.52953963201152,-7871.213562017054,-21.584690976305037,35.739505131924666,USD_JPY,3.0,10,2,8
13033,98.83372976290954,50.40757705146724,-6467.699523932317,-17.735930355814148,35.739505131924666,USD_JPY,3.0,10,2,10
13033,98.83372976290954,32.45089666951071,-5641.097595223747,-15.469196382581677,35.739505131924666,USD_JPY,3.0,10,2,15
13033,98.83372976290954,20.73596770436917,-5058.285522471384,-13.870990669002246,35.739505131924666,USD_JPY,3.0,10,2,20
13033,95.26586357707359,72.66430412370548,-13002.970764160542,-35.657158010894044,35.739505131924666,USD_JPY,3.0,10,3,5
13033,95.26586357707359,57.05541237112942,-12084.588073731076,-33.138739927745526,35.739505131924666,USD_JPY,3.0,10,3,8
13033,95.26586357707359,48.131443298965195,-11298.397216797606,-30.982822474661354,35.739505131924666,USD_JPY,3.0,10,3,10
13033,95.26586357707359,30.774806701028446,-10630.792541504883,-29.152095802466068,35.739505131924666,USD_JPY,3.0,10,3,15
13033,95.26586357707359,19.555412371132444,-10276.57690429801,-28.180754470173962,35.739505131924666,USD_JPY,3.0,10,3,20
13033,85.3372209007903,68.94443445422866,-18040.99243164455,-49.47258049534064,35.739505131924666,USD_JPY,3.0,10,5,5
13033,85.3372209007903,53.73134328357726,-16270.185729986319,-44.6166183069296,35.739505131924666,USD_JPY,3.0,10,5,8
13033,85.3372209007903,44.82107534615673,-16581.472167975728,-45.47023783029499,35.739505131924666,USD_JPY,3.0,10,5,10
13033,85.3372209007903,28.3761913324916,-16140.576782235617,-44.26120054791176,35.739505131924666,USD_JPY,3.0,10,5,15
13033,85.3372209007903,18.494875022476307,-14880.291137705617,-40.80520536181716,35.739505131924666,USD_JPY,3.0,10,5,20
12851,100.0,67.92467512255327,-26973.76678466797,-73.96831707419474,35.24041897110135,USD_JPY,3.0,22,0,5
12851,100.0,52.719632713403406,-26378.46221923828,-72.33585405177223,35.24041897110135,USD_JPY,3.0,22,0,8
12851,100.0,44.082172593569055,-26447.354125976562,-72.52477161905689,35.24041897110135,USD_JPY,3.0,22,0,10
12851,100.0,28.20792156252212,-24408.5693359375,-66.93395143441091,35.24041897110135,USD_JPY,3.0,22,0,15
12851,100.0,17.4149871605309,-24817.9541015625,-68.05657929691274,35.24041897110135,USD_JPY,3.0,22,0,20
12851,99.87549607034471,82.3763147643099,6712.593200685651,18.407485547796167,35.24041897110135,USD_JPY,3.0,22,1,5
12851,99.87549607034471,67.0042851577665,11084.703674320259,30.396825278464906,35.24041897110135,USD_JPY,3.0,22,1,8
12851,99.87549607034471,57.452278924810486,12299.613098149497,33.72838835586602,35.24041897110135,USD_JPY,3.0,22,1,10
12851,99.87549607034471,37.67822360732079,13945.464721686963,38.241694773866776,35.24041897110135,USD_JPY,3.0,22,1,15
12851,99.87549607034471,24.409816906893305,15147.559936532261,41.53811832178557,35.24041897110135,USD_JPY,3.0,22,1,20
12851,99.10512800560267,77.95226130652654,-1681.7220459013106,-4.611671425608896,35.24041897110135,USD_JPY,3.0,22,2,5
12851,99.10512800560267,62.54711055275891,429.1132812451194,1.1767280224995764,35.24041897110135,USD_JPY,3.0,22,2,8
12851,99.10512800560267,53.054334170850105,1282.8221435485702,3.517795487048318,35.24041897110135,USD_JPY,3.0,22,2,10
12851,99.10512800560267,34.92462311557515,3439.2682495032386,9.431270256517038,35.24041897110135,USD_JPY,3.0,22,2,15
12851,99.10512800560267,22.58951005024948,4296.462890614913,11.781896534048613,35.24041897110135,USD_JPY,3.0,22,2,20
12851,96.59948642129017,74.63347833091069,-8222.924682617546,-22.549164343883973,35.24041897110135,USD_JPY,3.0,22,3,5
12851,96.59948642129017,59.40067665538429,-6382.548645020104,-17.50242692039092,35.24041897110135,USD_JPY,3.0,22,3,8
12851,96.59948642129017,50.16916384726516,-5948.8770751960155,-16.313199014667152,35.24041897110135,USD_JPY,3.0,22,3,10
12851,96.59948642129017,32.93056226840398,-3252.880676270478,-8.920152353495537,35.24041897110135,USD_JPY,3.0,22,3,15
12851,96.59948642129017,21.02464958917182,-3423.4273071300204,-9.387830722929825,35.24041897110135,USD_JPY,3.0,22,3,20
12851,87.6585479729204,70.7146027518801,-14397.461547855311,-39.48117477758482,35.24041897110135,USD_JPY,3.0,22,5,5
12851,87.6585479729204,55.28628495339056,-13160.879455572132,-36.09018022274704,35.24041897110135,USD_JPY,3.0,22,5,8
12851,87.6585479729204,46.37372392365322,-12720.291748053744,-34.881986665322316,35.24041897110135,USD_JPY,3.0,22,5,10
12851,87.6585479729204,30.164225477138913,-11071.301879891756,-30.360074453577738,35.24041897110135,USD_JPY,3.0,22,5,15
12851,87.6585479729204,19.48513093652734,-10460.015869150937,-28.68378660596435,35.24041897110135,USD_JPY,3.0,22,5,20
12553,100.0,68.06341113677463,-25721.917419433594,-70.5354561202171,34.42323393854449,USD_JPY,3.0,44,0,5
12553,100.0,52.96741814705226,-24465.012939453125,-67.0887328705738,34.42323393854449,USD_JPY,3.0,44,0,8
12553,100.0,44.39576196924684,-24796.513671875,-67.99778467197244,34.42323393854449,USD_JPY,3.0,44,0,10
12553,100.0,27.491436310043216,-25431.61865234375,-69.73938965231264,34.42323393854449,USD_JPY,3.0,44,0,15
12553,100.0,17.262805703814447,-24749.390563964844,-67.86856219387934,34.42323393854449,USD_JPY,3.0,44,0,20
12553,99.90440532143711,85.28028067936486,12501.72491455246,34.28262577622636,34.42323393854449,USD_JPY,3.0,44,1,5
12553,99.90440532143711,70.84761980702729,19932.566284183013,54.65971418752301,34.42323393854449,USD_JPY,3.0,44,1,8
12553,99.90440532143711,61.20724025196864,22396.301574711455,61.4158470855162,34.42323393854449,USD_JPY,3.0,44,1,10
12553,99.90440532143711,41.13707040905501,24991.66577149109,68.53293693666477,34.42323393854449,USD_JPY,3.0,44,1,15
12553,99.90440532143711,26.736304919860714,25789.480468758356,70.72072965264024,34.42323393854449,USD_JPY,3.0,44,1,20
12553,99.39456703576835,81.21343271619129,4717.759277341352,12.937188820971876,34.42323393854449,USD_JPY,3.0,44,2,5
12553,99.39456703576835,66.3941652640806,9957.91162108946,27.306900443886985,34.42323393854449,USD_JPY,3.0,44,2,8
12553,99.39456703576835,56.904704656563524,11619.503112787468,31.86336922656966,34.42323393854449,USD_JPY,3.0,44,2,10
12553,99.39456703576835,37.84563597018211,13882.585449210816,38.069265242572904,34.42323393854449,USD_JPY,3.0,44,2,15
12553,99.39456703576835,24.581229462208494,14418.289489736466,39.53828981907557,34.42323393854449,USD_JPY,3.0,44,2,20
12553,97.5384370270055,77.84220842861174,-1256.1374511721833,-3.444619878966548,34.42323393854449,USD_JPY,3.0,44,3,5
12553,97.5384370270055,62.69193074158259,1995.9036865229182,5.473230265273782,34.42323393854449,USD_JPY,3.0,44,3,8
12553,97.5384370270055,53.73244037895674,3556.2716674798244,9.75212073278704,34.42323393854449,USD_JPY,3.0,44,3,10
12553,97.5384370270055,35.445932701728566,5500.681579588945,15.084143139937282,34.42323393854449,USD_JPY,3.0,44,3,15
12553,97.5384370270055,22.827507350537175,5196.998718260644,14.251374385167052,34.42323393854449,USD_JPY,3.0,44,3,20
12553,90.36086991157492,73.03182579563845,-9492.221069339415,-26.029869072433016,34.42323393854449,USD_JPY,3.0,44,5,5
12553,90.36086991157492,58.00052896058732,-6858.257568364791,-18.806930987541982,34.42323393854449,USD_JPY,3.0,44,5,8
12553,90.36086991157492,48.99056686943057,-6545.0708007878275,-17.94810032023071,34.42323393854449,USD_JPY,3.0,44,5,10
12553,90.36086991157492,32.04619589173657,-5383.936157235326,-14.764000147430885,34.42323393854449,USD_JPY,3.0,44,5,15
12553,90.36086991157492,20.9027594110887,-4322.618713389107,-11.853621859167006,34.42323393854449,USD_JPY,3.0,44,5,20
17493,100.0,67.5870348139217,-47710.384521484375,-133.9744641302613,49.12170221506624,EUR_JPY,2.0,10,0,5
17493,100.0,50.95752586748694,-47845.713317871094,-134.3544778978959,49.12170221506624,EUR_JPY,2.0,10,0,8
17493,100.0,41.70811181615265,-48180.061950683594,-135.29335481878027,49.12170221506624,EUR_JPY,2.0,10,0,10
17493,100.0,24.832790258959307,-49187.132873535156,-138.1212881625044,49.12170221506624,EUR_JPY,2.0,10,0,15
17493,100.0,15.234665294688432,-48783.990478515625,-136.98923301596474,49.12170221506624,EUR_JPY,2.0,10,0,20
17493,99.98285028297033,84.74556889650745,-613.392456052261,-1.7224536424379622,49.12170221506624,EUR_JPY,2.0,10,1,5
