pair,direction,signal_idx,entry_idx,exit_idx,entry_ts,exit_ts,entry_fill,exit_fill,atr_e,gross_pips,spread_rt_pips,carry_pips,net_pips,exit_reason,arm
GBP_USD,-1,2711,2712,2721,2010-08-01 00:00:00+00:00,2010-08-11 00:00:00+00:00,1.5708849999999999,1.558055,0.011237526579624589,128.29999999999896,3.5000000000007248,-1.0055206684931508,127.29447933150581,timecap,axis1_alone
AUD_USD,-1,2680,2681,2682,2010-08-09 00:00:00+00:00,2010-08-10 00:00:00+00:00,0.916395,0.9005889905012214,0.007965504749389287,158.06009498778528,2.500000000000835,-0.8236346301369861,157.2364603576483,tp,axis1_alone
AUD_USD,-1,2737,2738,2745,2010-10-10 00:00:00+00:00,2010-10-18 00:00:00+00:00,0.9894449999999999,0.9706629751386435,0.009453512430678232,187.82024861356382,2.4999999999997247,-5.7597227260273955,182.06052588753641,tp,axis1_alone
NZD_USD,-1,2603,2604,2613,2010-10-11 00:00:00+00:00,2010-10-21 00:00:00+00:00,0.7514700000000001,0.7472099999999999,0.008077582891957069,42.60000000000152,7.499999999999729,-6.082076383561644,36.51792361643988,timecap,axis1_alone
USD_JPY,1,2781,2782,2791,2010-10-11 00:00:00+00:00,2010-10-21 00:00:00+00:00,82.079,81.32,0.5989859697003876,-75.90000000000003,5.90000000000046,0.5096192164383562,-75.39038078356168,timecap,axis1_alone
GBP_USD,1,2839,2840,2849,2010-12-20 00:00:00+00:00,2010-12-29 00:00:00+00:00,1.551275,1.542485,0.011443626878780214,-87.89999999999853,3.4999999999985043,1.0740605402739727,-86.82593945972455,timecap,axis1_alone
AUD_USD,-1,2805,2806,2815,2010-12-22 00:00:00+00:00,2011-01-02 00:00:00+00:00,0.9985,1.016845,0.009297328188217518,-183.44999999999945,2.7500000000002522,-10.451770931506847,-193.9017709315063,timecap,axis1_alone
USD_JPY,1,2859,2860,2861,2011-01-02 00:00:00+00:00,2011-01-03 00:00:00+00:00,81.243,82.2666834515712,0.5163417257855979,102.36834515712019,1.8000000000000682,0.0,102.36834515712019,tp,axis1_alone
USD_CAD,1,2818,2819,2828,2011-01-03 00:00:00+00:00,2011-01-13 00:00:00+00:00,0.9942599999999999,0.9904,0.006081068682571983,-38.599999999999746,7.500000000000284,-3.1918046630136976,-41.791804663013444,timecap,axis1_alone
USD_JPY,-1,2901,2902,2911,2011-02-13 00:00:00+00:00,2011-02-22 00:00:00+00:00,83.486,82.522,0.4937878599541226,96.39999999999986,1.9000000000005457,-0.20686633698630144,96.19313366301357,timecap,axis1_alone
NZD_USD,-1,2758,2759,2768,2011-03-25 00:00:00+00:00,2011-04-03 00:00:00+00:00,0.7528999999999999,0.76841,0.007686596627983311,-155.10000000000133,7.500000000000284,-3.197309424657534,-158.29730942465886,timecap,axis1_alone
AUD_USD,-1,2898,2899,2908,2011-03-28 00:00:00+00:00,2011-04-06 00:00:00+00:00,1.024295,1.0471,0.008799199686770936,-228.04999999999964,2.7500000000002522,-7.952268616438356,-236.002268616438,timecap,axis1_alone
