pair,mw,mt,sig_thr,sma,n_consec,dist_min_m,dist_max_m,tp_frac,sl_frac,atr_mult,is_pd,is_wr,is_n,wf1,wf2,wf3,wf_pass,oos_pd,oos_wr,oos_n,mc_p
EUR_USD,5,0.005,0.05,14,2,4.0,5.0,0.5,2.5,1.0,0.03,0.793,92,0.06,0.07,-0.05,False,-0.11,0.71,31,
EUR_USD,5,0.005,0.05,14,2,4.0,5.0,0.6,1.5,0.5,-0.05,0.628,207,-0.03,0.02,-0.13,False,-0.18,0.595,84,
EUR_USD,5,0.005,0.05,14,2,4.0,5.0,0.6,1.5,1.0,0.03,0.707,92,-0.02,0.1,-0.0,False,-0.04,0.677,31,
EUR_USD,5,0.005,0.05,14,2,4.0,5.0,0.6,2.0,0.5,-0.08,0.654,205,-0.06,-0.02,-0.15,False,-0.24,0.61,82,
EUR_USD,5,0.005,0.05,14,2,4.0,5.0,0.6,2.0,1.0,0.01,0.728,92,0.01,0.07,-0.06,False,-0.06,0.71,31,
EUR_USD,5,0.005,0.05,14,2,4.0,5.0,0.6,2.5,1.0,0.01,0.75,92,0.03,0.05,-0.05,False,-0.08,0.71,31,
EUR_USD,5,0.005,0.05,14,2,4.0,5.0,0.7,1.5,0.5,-0.09,0.585,207,-0.18,0.08,-0.16,False,-0.23,0.548,84,
EUR_USD,5,0.005,0.05,14,2,4.0,5.0,0.7,1.5,1.0,0.01,0.663,92,-0.11,0.13,0.02,False,-0.02,0.677,31,
EUR_USD,5,0.005,0.05,14,2,4.0,5.0,0.7,2.0,0.5,-0.11,0.615,205,-0.19,0.04,-0.17,False,-0.29,0.561,82,
EUR_USD,5,0.005,0.05,14,2,4.0,5.0,0.7,2.0,1.0,0.01,0.696,92,-0.05,0.11,-0.04,False,-0.03,0.71,31,
EUR_USD,5,0.005,0.05,14,2,4.0,5.0,0.7,2.5,1.0,0.01,0.717,92,-0.01,0.08,-0.03,False,-0.06,0.71,31,
EUR_USD,5,0.005,0.05,14,2,4.0,5.0,0.8,1.5,0.5,-0.12,0.551,207,-0.17,0.11,-0.3,False,-0.24,0.524,84,
EUR_USD,5,0.005,0.05,14,2,4.0,5.0,0.8,1.5,1.0,0.0,0.63,92,-0.1,0.13,-0.02,False,-0.02,0.645,31,
EUR_USD,5,0.005,0.05,14,2,4.0,5.0,0.8,2.0,0.5,-0.12,0.59,205,-0.19,0.07,-0.24,False,-0.31,0.537,82,
EUR_USD,5,0.005,0.05,14,2,4.0,5.0,0.8,2.0,1.0,0.0,0.674,92,-0.03,0.09,-0.05,False,-0.04,0.677,31,
EUR_USD,5,0.005,0.05,14,2,4.0,5.0,0.8,2.5,0.5,-0.12,0.61,205,-0.13,0.03,-0.26,False,-0.25,0.573,82,
EUR_USD,5,0.005,0.05,14,2,4.0,5.0,0.8,2.5,1.0,0.04,0.707,92,0.01,0.11,-0.01,False,-0.07,0.677,31,
EUR_USD,5,0.005,0.05,20,2,4.0,5.0,0.3,1.5,1.0,0.04,0.877,73,0.07,0.02,0.02,True,-0.02,0.8,20,0.111
EUR_USD,5,0.005,0.05,20,2,4.0,5.0,0.4,1.5,1.0,0.02,0.808,73,0.07,0.01,-0.01,False,-0.0,0.8,20,
EUR_USD,5,0.005,0.05,20,2,4.0,5.0,0.4,2.0,1.0,0.04,0.849,73,0.1,-0.02,0.04,False,-0.01,0.8,20,
EUR_USD,5,0.005,0.05,20,2,4.0,5.0,0.5,1.5,1.0,-0.0,0.74,73,0.1,-0.08,-0.03,False,0.01,0.75,20,
EUR_USD,5,0.005,0.05,20,2,4.0,5.0,0.5,2.0,1.0,0.02,0.795,73,0.13,-0.09,0.01,False,0.01,0.75,20,
EUR_USD,5,0.005,0.05,20,2,4.0,5.0,0.5,2.5,1.0,0.03,0.822,73,0.12,-0.02,-0.01,False,-0.02,0.75,20,
EUR_USD,5,0.005,0.05,20,2,4.0,5.0,0.6,1.5,1.0,0.0,0.699,73,0.08,-0.06,-0.01,False,-0.02,0.65,20,
EUR_USD,5,0.005,0.05,20,2,4.0,5.0,0.6,2.0,1.0,0.01,0.74,73,0.11,-0.1,0.03,False,-0.04,0.65,20,
EUR_USD,5,0.005,0.05,20,2,4.0,5.0,0.6,2.5,1.0,0.03,0.767,73,0.1,-0.04,0.01,False,-0.06,0.65,20,
EUR_USD,5,0.005,0.05,20,2,4.0,5.0,0.7,1.5,1.0,0.01,0.671,73,0.07,-0.04,0.01,False,-0.05,0.55,20,
EUR_USD,5,0.005,0.05,20,2,4.0,5.0,0.8,1.5,1.0,0.04,0.671,73,0.08,-0.02,0.05,False,-0.03,0.55,20,
EUR_USD,5,0.005,0.05,20,2,4.0,5.0,0.8,2.0,1.0,0.05,0.712,73,0.11,-0.07,0.1,False,-0.03,0.55,20,
EUR_USD,5,0.005,0.05,20,4,4.0,5.0,0.5,1.5,1.0,-0.03,0.612,49,-0.02,-0.04,-0.03,False,-0.0,0.75,20,
EUR_USD,5,0.005,0.05,20,4,4.0,5.0,0.6,1.5,1.0,-0.01,0.612,49,-0.01,-0.02,-0.01,False,-0.05,0.6,20,
EUR_USD,5,0.005,0.05,20,4,4.0,5.0,0.7,1.5,1.0,-0.01,0.571,49,0.0,-0.01,-0.02,False,-0.03,0.6,20,
EUR_USD,5,0.005,0.05,20,4,4.0,5.0,0.8,1.5,1.0,-0.02,0.531,49,-0.01,0.01,-0.06,False,-0.03,0.6,20,
EUR_USD,5,0.005,0.05,20,4,4.0,5.0,0.8,2.0,1.0,0.02,0.592,49,-0.03,-0.0,0.08,False,-0.07,0.6,20,
EUR_USD,5,0.005,0.1,14,2,3.0,5.0,0.5,1.5,1.0,0.05,0.739,176,0.04,0.07,0.03,True,-0.16,0.646,65,0.213
EUR_USD,5,0.005,0.1,14,2,3.0,5.0,0.6,1.5,1.0,0.03,0.693,176,-0.0,0.09,0.0,False,-0.15,0.615,65,
EUR_USD,5,0.005,0.1,14,2,3.0,5.0,0.7,1.5,1.0,0.02,0.653,176,-0.1,0.11,0.04,False,-0.1,0.615,65,
EUR_USD,5,0.005,0.1,14,2,3.0,5.0,0.8,1.5,1.0,0.03,0.631,176,-0.08,0.12,0.04,False,-0.11,0.585,65,
EUR_USD,5,0.005,0.1,14,2,3.0,5.0,0.8,2.0,1.0,0.01,0.659,176,-0.07,0.12,-0.03,False,-0.07,0.662,65,
EUR_USD,5,0.005,0.1,14,2,3.0,5.0,0.8,2.5,1.0,0.06,0.699,176,-0.02,0.24,-0.05,False,-0.06,0.677,65,
EUR_USD,5,0.005,0.1,14,2,4.0,5.0,0.4,1.5,0.5,-0.02,0.728,195,0.05,0.09,-0.21,False,-0.18,0.671,85,
EUR_USD,5,0.005,0.1,14,2,4.0,5.0,0.4,1.5,1.0,0.03,0.795,88,0.08,0.09,-0.06,False,-0.04,0.742,31,
EUR_USD,5,0.005,0.1,14,2,4.0,5.0,0.4,2.5,1.0,0.01,0.818,88,0.09,0.05,-0.1,False,-0.08,0.774,31,
EUR_USD,5,0.005,0.1,14,2,4.0,5.0,0.5,1.5,0.5,0.01,0.697,195,0.04,0.13,-0.13,False,-0.22,0.607,84,
EUR_USD,5,0.005,0.1,14,2,4.0,5.0,0.5,1.5,1.0,0.05,0.773,88,0.08,0.11,-0.02,False,-0.06,0.677,31,
EUR_USD,5,0.005,0.1,14,2,4.0,5.0,0.5,2.0,0.5,0.01,0.725,193,-0.01,0.16,-0.13,False,-0.27,0.622,82,
EUR_USD,5,0.005,0.1,14,2,4.0,5.0,0.5,2.0,1.0,0.04,0.784,88,0.09,0.09,-0.06,False,-0.08,0.71,31,
EUR_USD,5,0.005,0.1,14,2,4.0,5.0,0.5,2.5,0.5,-0.0,0.741,193,0.03,0.12,-0.16,False,-0.26,0.646,82,
EUR_USD,5,0.005,0.1,14,2,4.0,5.0,0.5,2.5,1.0,0.05,0.807,88,0.13,0.07,-0.05,False,-0.11,0.71,31,
EUR_USD,5,0.005,0.1,14,2,4.0,5.0,0.6,1.5,0.5,-0.02,0.648,193,0.05,0.02,-0.13,False,-0.18,0.595,84,
EUR_USD,5,0.005,0.1,14,2,4.0,5.0,0.6,1.5,1.0,0.06,0.739,88,0.07,0.1,-0.0,False,-0.04,0.677,31,
EUR_USD,5,0.005,0.1,14,2,4.0,5.0,0.6,2.0,0.5,-0.06,0.67,191,0.0,-0.02,-0.15,False,-0.24,0.61,82,
EUR_USD,5,0.005,0.1,14,2,4.0,5.0,0.6,2.0,1.0,0.04,0.75,88,0.09,0.07,-0.06,False,-0.06,0.71,31,
EUR_USD,5,0.005,0.1,14,2,4.0,5.0,0.6,2.5,1.0,0.04,0.773,88,0.13,0.05,-0.05,False,-0.08,0.71,31,
EUR_USD,5,0.005,0.1,14,2,4.0,5.0,0.7,1.5,0.5,-0.05,0.606,193,-0.08,0.08,-0.16,False,-0.23,0.548,84,
EUR_USD,5,0.005,0.1,14,2,4.0,5.0,0.7,1.5,1.0,0.04,0.693,88,-0.02,0.13,0.02,False,-0.02,0.677,31,
EUR_USD,5,0.005,0.1,14,2,4.0,5.0,0.7,2.0,0.5,-0.08,0.634,191,-0.1,0.04,-0.17,False,-0.29,0.561,82,
EUR_USD,5,0.005,0.1,14,2,4.0,5.0,0.7,2.0,1.0,0.03,0.716,88,0.02,0.11,-0.04,False,-0.03,0.71,31,
EUR_USD,5,0.005,0.1,14,2,4.0,5.0,0.7,2.5,1.0,0.04,0.739,88,0.08,0.08,-0.03,False,-0.06,0.71,31,
EUR_USD,5,0.005,0.1,14,2,4.0,5.0,0.8,1.5,0.5,-0.08,0.575,193,-0.03,0.11,-0.3,False,-0.24,0.524,84,
EUR_USD,5,0.005,0.1,14,2,4.0,5.0,0.8,1.5,1.0,0.03,0.659,88,-0.0,0.13,-0.02,False,-0.02,0.645,31,
EUR_USD,5,0.005,0.1,14,2,4.0,5.0,0.8,2.0,0.5,-0.08,0.613,191,-0.06,0.07,-0.24,False,-0.31,0.537,82,
EUR_USD,5,0.005,0.1,14,2,4.0,5.0,0.8,2.0,1.0,0.03,0.693,88,0.04,0.09,-0.05,False,-0.04,0.677,31,
EUR_USD,5,0.005,0.1,14,2,4.0,5.0,0.8,2.5,0.5,-0.07,0.634,191,0.01,0.03,-0.26,False,-0.25,0.573,82,
EUR_USD,5,0.005,0.1,14,2,4.0,5.0,0.8,2.5,1.0,0.07,0.727,88,0.1,0.11,-0.01,False,-0.07,0.677,31,
EUR_USD,5,0.005,0.1,20,2,4.0,5.0,0.3,1.5,1.0,0.03,0.873,71,0.06,0.02,0.02,True,-0.02,0.8,20,0.125
EUR_USD,5,0.005,0.1,20,2,4.0,5.0,0.4,1.5,1.0,0.02,0.803,71,0.06,0.01,-0.01,False,-0.0,0.8,20,
EUR_USD,5,0.005,0.1,20,2,4.0,5.0,0.4,2.0,1.0,0.04,0.845,71,0.08,-0.02,0.04,False,-0.01,0.8,20,
EUR_USD,5,0.005,0.1,20,2,4.0,5.0,0.5,1.5,1.0,-0.01,0.732,71,0.08,-0.08,-0.03,False,0.01,0.75,20,
EUR_USD,5,0.005,0.1,20,2,4.0,5.0,0.5,2.0,1.0,0.01,0.789,71,0.11,-0.09,0.01,False,0.01,0.75,20,
EUR_USD,5,0.005,0.1,20,2,4.0,5.0,0.5,2.5,1.0,0.02,0.817,71,0.1,-0.02,-0.01,False,-0.02,0.75,20,
EUR_USD,5,0.005,0.1,20,2,4.0,5.0,0.6,1.5,1.0,0.01,0.718,71,0.1,-0.06,-0.01,False,-0.02,0.65,20,
EUR_USD,5,0.005,0.1,20,2,4.0,5.0,0.6,2.0,1.0,0.02,0.761,71,0.13,-0.1,0.03,False,-0.04,0.65,20,
EUR_USD,5,0.005,0.1,20,2,4.0,5.0,0.6,2.5,1.0,0.03,0.789,71,0.12,-0.04,0.01,False,-0.06,0.65,20,
EUR_USD,5,0.005,0.1,20,2,4.0,5.0,0.7,1.5,1.0,0.02,0.69,71,0.09,-0.04,0.01,False,-0.05,0.55,20,
EUR_USD,5,0.005,0.1,20,2,4.0,5.0,0.8,1.5,1.0,0.04,0.69,71,0.1,-0.02,0.05,False,-0.03,0.55,20,
EUR_USD,5,0.005,0.1,20,2,4.0,5.0,0.8,2.0,1.0,0.06,0.732,71,0.13,-0.07,0.1,False,-0.03,0.55,20,
EUR_USD,5,0.005,0.1,20,4,4.0,5.0,0.5,1.5,1.0,-0.02,0.63,46,-0.0,-0.04,-0.03,False,-0.0,0.75,20,
EUR_USD,5,0.005,0.1,20,4,4.0,5.0,0.6,1.5,1.0,-0.01,0.63,46,0.01,-0.02,-0.01,False,-0.05,0.6,20,
EUR_USD,5,0.005,0.1,20,4,4.0,5.0,0.7,1.5,1.0,-0.0,0.587,46,0.02,-0.01,-0.02,False,-0.03,0.6,20,
EUR_USD,5,0.005,0.1,20,4,4.0,5.0,0.8,1.5,1.0,-0.01,0.543,46,0.01,0.01,-0.06,False,-0.03,0.6,20,
EUR_USD,5,0.005,0.1,20,4,4.0,5.0,0.8,2.0,1.0,0.02,0.609,46,-0.01,-0.0,0.08,False,-0.07,0.6,20,
EUR_USD,5,0.005,0.2,14,2,3.0,5.0,0.5,1.5,1.0,0.06,0.744,168,0.07,0.07,0.03,True,-0.16,0.646,65,0.137
EUR_USD,5,0.005,0.2,14,2,3.0,5.0,0.6,1.5,1.0,0.05,0.702,168,0.05,0.09,0.0,True,-0.15,0.615,65,0.237
EUR_USD,5,0.005,0.2,14,2,3.0,5.0,0.7,1.5,1.0,0.05,0.667,168,-0.01,0.11,0.04,False,-0.1,0.615,65,
EUR_USD,5,0.005,0.2,14,2,3.0,5.0,0.8,1.5,1.0,0.06,0.643,168,0.0,0.12,0.04,True,-0.11,0.585,65,0.218
EUR_USD,5,0.005,0.2,14,2,3.0,5.0,0.8,2.0,1.0,0.05,0.673,168,0.05,0.12,-0.03,False,-0.07,0.662,65,
EUR_USD,5,0.005,0.2,14,2,3.0,5.0,0.8,2.5,1.0,0.06,0.702,168,-0.01,0.24,-0.05,False,-0.06,0.677,65,
EUR_USD,5,0.005,0.2,14,2,4.0,5.0,0.4,1.5,0.5,-0.02,0.727,183,0.05,0.09,-0.21,False,-0.18,0.671,85,
EUR_USD,5,0.005,0.2,14,2,4.0,5.0,0.4,1.5,1.0,0.04,0.802,81,0.09,0.09,-0.06,False,-0.04,0.742,31,
EUR_USD,5,0.005,0.2,14,2,4.0,5.0,0.4,2.5,1.0,0.01,0.815,81,0.09,0.05,-0.1,False,-0.08,0.774,31,
EUR_USD,5,0.005,0.2,14,2,4.0,5.0,0.5,1.5,0.5,0.01,0.694,183,0.02,0.13,-0.13,False,-0.22,0.607,84,
EUR_USD,5,0.005,0.2,14,2,4.0,5.0,0.5,1.5,1.0,0.06,0.778,81,0.08,0.11,-0.02,False,-0.06,0.677,31,
EUR_USD,5,0.005,0.2,14,2,4.0,5.0,0.5,2.0,0.5,0.01,0.724,181,-0.01,0.16,-0.13,False,-0.27,0.622,82,
EUR_USD,5,0.005,0.2,14,2,4.0,5.0,0.5,2.0,1.0,0.05,0.79,81,0.12,0.09,-0.06,False,-0.08,0.71,31,
EUR_USD,5,0.005,0.2,14,2,4.0,5.0,0.5,2.5,0.5,-0.01,0.735,181,-0.01,0.12,-0.16,False,-0.26,0.646,82,
EUR_USD,5,0.005,0.2,14,2,4.0,5.0,0.5,2.5,1.0,0.04,0.802,81,0.12,0.07,-0.05,False,-0.11,0.71,31,
EUR_USD,5,0.005,0.2,14,2,4.0,5.0,0.6,1.5,0.5,-0.02,0.652,181,0.06,0.02,-0.13,False,-0.18,0.595,84,
EUR_USD,5,0.005,0.2,14,2,4.0,5.0,0.6,1.5,1.0,0.07,0.753,81,0.1,0.1,-0.0,False,-0.04,0.677,31,
EUR_USD,5,0.005,0.2,14,2,4.0,5.0,0.6,2.0,0.5,-0.04,0.676,179,0.04,-0.02,-0.15,False,-0.24,0.61,82,
EUR_USD,5,0.005,0.2,14,2,4.0,5.0,0.6,2.0,1.0,0.05,0.765,81,0.13,0.07,-0.06,False,-0.06,0.71,31,
EUR_USD,5,0.005,0.2,14,2,4.0,5.0,0.6,2.5,1.0,0.04,0.778,81,0.13,0.05,-0.05,False,-0.08,0.71,31,
EUR_USD,5,0.005,0.2,14,2,4.0,5.0,0.7,1.5,0.5,-0.03,0.613,181,-0.02,0.08,-0.16,False,-0.23,0.548,84,
EUR_USD,5,0.005,0.2,14,2,4.0,5.0,0.7,1.5,1.0,0.06,0.716,81,0.05,0.13,0.02,True,-0.02,0.677,31,0.092
EUR_USD,5,0.005,0.2,14,2,4.0,5.0,0.7,2.0,0.5,-0.05,0.642,179,-0.02,0.04,-0.17,False,-0.29,0.561,82,
EUR_USD,5,0.005,0.2,14,2,4.0,5.0,0.7,2.0,1.0,0.06,0.741,81,0.11,0.11,-0.04,False,-0.03,0.71,31,
EUR_USD,5,0.005,0.2,14,2,4.0,5.0,0.7,2.5,1.0,0.05,0.753,81,0.1,0.08,-0.03,False,-0.06,0.71,31,
EUR_USD,5,0.005,0.2,14,2,4.0,5.0,0.8,1.5,0.5,-0.06,0.58,181,0.01,0.11,-0.3,False,-0.24,0.524,84,
EUR_USD,5,0.005,0.2,14,2,4.0,5.0,0.8,1.5,1.0,0.05,0.679,81,0.06,0.13,-0.02,False,-0.02,0.645,31,
EUR_USD,5,0.005,0.2,14,2,4.0,5.0,0.8,2.0,0.5,-0.05,0.62,179,0.02,0.07,-0.24,False,-0.31,0.537,82,
EUR_USD,5,0.005,0.2,14,2,4.0,5.0,0.8,2.0,1.0,0.06,0.716,81,0.13,0.09,-0.05,False,-0.04,0.677,31,
EUR_USD,5,0.005,0.2,14,2,4.0,5.0,0.8,2.5,0.5,-0.07,0.637,179,0.02,0.03,-0.26,False,-0.25,0.573,82,
EUR_USD,5,0.005,0.2,14,2,4.0,5.0,0.8,2.5,1.0,0.07,0.741,81,0.12,0.11,-0.01,False,-0.07,0.677,31,
EUR_USD,5,0.005,0.2,20,2,4.0,5.0,0.3,1.5,1.0,0.03,0.866,67,0.04,0.02,0.02,True,-0.02,0.8,20,0.188
EUR_USD,5,0.005,0.2,20,2,4.0,5.0,0.4,1.5,1.0,0.01,0.791,67,0.03,0.01,-0.01,False,-0.0,0.8,20,
EUR_USD,5,0.005,0.2,20,2,4.0,5.0,0.4,2.0,1.0,0.03,0.836,67,0.05,-0.02,0.04,False,-0.01,0.8,20,
EUR_USD,5,0.005,0.2,20,2,4.0,5.0,0.5,1.5,1.0,-0.02,0.716,67,0.05,-0.08,-0.03,False,0.01,0.75,20,
EUR_USD,5,0.005,0.2,20,2,4.0,5.0,0.5,2.0,1.0,0.0,0.776,67,0.07,-0.09,0.01,False,0.01,0.75,20,
EUR_USD,5,0.005,0.2,20,2,4.0,5.0,0.5,2.5,1.0,0.01,0.806,67,0.07,-0.02,-0.01,False,-0.02,0.75,20,
EUR_USD,5,0.005,0.2,20,2,4.0,5.0,0.6,1.5,1.0,-0.0,0.701,67,0.06,-0.06,-0.01,False,-0.02,0.65,20,
EUR_USD,5,0.005,0.2,20,2,4.0,5.0,0.6,2.0,1.0,0.01,0.746,67,0.09,-0.1,0.03,False,-0.04,0.65,20,
EUR_USD,5,0.005,0.2,20,2,4.0,5.0,0.6,2.5,1.0,0.02,0.776,67,0.08,-0.04,0.01,False,-0.06,0.65,20,
EUR_USD,5,0.005,0.2,20,2,4.0,5.0,0.7,1.5,1.0,0.01,0.687,67,0.07,-0.04,0.01,False,-0.05,0.55,20,
EUR_USD,5,0.005,0.2,20,2,4.0,5.0,0.8,1.5,1.0,0.03,0.687,67,0.07,-0.02,0.05,False,-0.03,0.55,20,
EUR_USD,5,0.005,0.2,20,2,4.0,5.0,0.8,2.0,1.0,0.05,0.731,67,0.11,-0.07,0.1,False,-0.03,0.55,20,
EUR_USD,5,0.005,0.2,20,4,4.0,5.0,0.5,1.5,1.0,-0.02,0.628,43,0.01,-0.04,-0.03,False,-0.0,0.75,20,
EUR_USD,5,0.005,0.2,20,4,4.0,5.0,0.6,1.5,1.0,-0.0,0.628,43,0.02,-0.02,-0.01,False,-0.05,0.6,20,
EUR_USD,5,0.005,0.2,20,4,4.0,5.0,0.7,1.5,1.0,-0.0,0.581,43,0.03,-0.01,-0.02,False,-0.03,0.6,20,
EUR_USD,5,0.005,0.2,20,4,4.0,5.0,0.8,1.5,1.0,-0.0,0.558,43,0.04,0.01,-0.06,False,-0.03,0.6,20,
EUR_USD,5,0.005,0.2,20,4,4.0,5.0,0.8,2.0,1.0,0.04,0.628,43,0.03,-0.0,0.08,False,-0.07,0.6,20,
EUR_USD,10,0.002,-999.0,14,2,3.0,5.0,0.5,1.5,1.0,0.01,0.72,758,-0.11,0.22,-0.08,False,-0.54,0.642,254,
EUR_USD,10,0.002,-999.0,14,2,3.0,5.0,0.6,1.5,1.0,0.05,0.688,757,-0.01,0.29,-0.13,False,-0.58,0.602,254,
EUR_USD,10,0.002,-999.0,14,2,3.0,5.0,0.7,1.5,1.0,0.05,0.658,757,-0.04,0.31,-0.12,False,-0.58,0.575,254,
EUR_USD,10,0.002,-999.0,14,2,3.0,5.0,0.8,1.5,1.0,0.05,0.628,756,-0.01,0.32,-0.18,False,-0.63,0.54,252,
EUR_USD,10,0.002,-999.0,14,2,3.0,5.0,0.8,2.0,1.0,0.01,0.666,754,-0.08,0.22,-0.11,False,-0.68,0.583,252,
EUR_USD,10,0.002,-999.0,14,2,3.0,5.0,0.8,2.5,1.0,0.01,0.686,752,-0.18,0.43,-0.23,False,-0.74,0.595,252,
EUR_USD,10,0.002,-999.0,14,2,4.0,5.0,0.4,1.5,0.5,0.02,0.746,894,0.27,0.2,-0.42,False,-0.74,0.653,320,
EUR_USD,10,0.002,-999.0,14,2,4.0,5.0,0.4,1.5,1.0,0.04,0.77,413,0.23,0.14,-0.24,False,-0.3,0.674,135,
EUR_USD,10,0.002,-999.0,14,2,4.0,5.0,0.4,2.5,1.0,0.01,0.804,413,0.36,0.05,-0.39,False,-0.51,0.696,135,
EUR_USD,10,0.002,-999.0,14,2,4.0,5.0,0.5,1.5,0.5,0.16,0.714,893,0.33,0.39,-0.25,False,-0.81,0.602,319,
EUR_USD,10,0.002,-999.0,14,2,4.0,5.0,0.5,1.5,1.0,0.15,0.751,413,0.3,0.23,-0.06,False,-0.37,0.615,135,
EUR_USD,10,0.002,-999.0,14,2,4.0,5.0,0.5,2.0,0.5,0.14,0.736,890,0.4,0.39,-0.38,False,-0.89,0.625,317,
EUR_USD,10,0.002,-999.0,14,2,4.0,5.0,0.5,2.0,1.0,0.12,0.77,413,0.41,0.15,-0.22,False,-0.44,0.637,135,
EUR_USD,10,0.002,-999.0,14,2,4.0,5.0,0.5,2.5,0.5,0.05,0.743,890,0.35,0.31,-0.52,False,-0.95,0.64,317,
EUR_USD,10,0.002,-999.0,14,2,4.0,5.0,0.5,2.5,1.0,0.09,0.78,413,0.38,0.14,-0.26,False,-0.58,0.637,135,
EUR_USD,10,0.002,-999.0,14,2,4.0,5.0,0.6,1.5,0.5,0.14,0.673,890,0.35,0.31,-0.23,False,-0.79,0.577,319,
EUR_USD,10,0.002,-999.0,14,2,4.0,5.0,0.6,1.5,1.0,0.19,0.719,413,0.37,0.27,-0.06,False,-0.43,0.57,135,
EUR_USD,10,0.002,-999.0,14,2,4.0,5.0,0.6,2.0,0.5,0.1,0.694,887,0.42,0.27,-0.4,False,-0.83,0.603,317,
EUR_USD,10,0.002,-999.0,14,2,4.0,5.0,0.6,2.0,1.0,0.14,0.738,413,0.48,0.19,-0.24,False,-0.45,0.607,135,
EUR_USD,10,0.002,-999.0,14,2,4.0,5.0,0.6,2.5,1.0,0.1,0.748,413,0.43,0.16,-0.3,False,-0.57,0.607,135,
EUR_USD,10,0.002,-999.0,14,2,4.0,5.0,0.7,1.5,0.5,0.06,0.632,888,0.18,0.35,-0.36,False,-0.78,0.549,319,
EUR_USD,10,0.002,-999.0,14,2,4.0,5.0,0.7,1.5,1.0,0.16,0.68,413,0.31,0.28,-0.13,False,-0.44,0.548,135,
EUR_USD,10,0.002,-999.0,14,2,4.0,5.0,0.7,2.0,0.5,0.06,0.66,885,0.29,0.38,-0.48,False,-0.83,0.574,317,
EUR_USD,10,0.002,-999.0,14,2,4.0,5.0,0.7,2.0,1.0,0.15,0.712,413,0.46,0.23,-0.26,False,-0.46,0.585,135,
EUR_USD,10,0.002,-999.0,14,2,4.0,5.0,0.7,2.5,1.0,0.11,0.722,413,0.42,0.24,-0.32,False,-0.54,0.593,135,
EUR_USD,10,0.002,-999.0,14,2,4.0,5.0,0.8,1.5,0.5,0.08,0.605,886,0.22,0.51,-0.51,False,-0.8,0.524,319,
EUR_USD,10,0.002,-999.0,14,2,4.0,5.0,0.8,1.5,1.0,0.15,0.649,413,0.32,0.3,-0.18,False,-0.45,0.519,135,
EUR_USD,10,0.002,-999.0,14,2,4.0,5.0,0.8,2.0,0.5,0.11,0.638,883,0.34,0.54,-0.54,False,-0.83,0.552,317,
EUR_USD,10,0.002,-999.0,14,2,4.0,5.0,0.8,2.0,1.0,0.16,0.688,413,0.49,0.24,-0.26,False,-0.47,0.556,135,
EUR_USD,10,0.002,-999.0,14,2,4.0,5.0,0.8,2.5,0.5,0.05,0.647,883,0.27,0.49,-0.63,False,-0.74,0.577,317,
EUR_USD,10,0.002,-999.0,14,2,4.0,5.0,0.8,2.5,1.0,0.14,0.7,413,0.42,0.28,-0.27,False,-0.56,0.563,135,
EUR_USD,10,0.002,-999.0,20,2,4.0,5.0,0.3,1.5,1.0,0.04,0.831,307,0.19,-0.05,-0.01,False,-0.05,0.802,86,
EUR_USD,10,0.002,-999.0,20,2,4.0,5.0,0.4,1.5,1.0,0.07,0.788,307,0.22,-0.04,0.03,False,-0.02,0.767,86,
EUR_USD,10,0.002,-999.0,20,2,4.0,5.0,0.4,2.0,1.0,0.02,0.801,307,0.19,-0.12,-0.0,False,-0.05,0.767,86,
EUR_USD,10,0.002,-999.0,20,2,4.0,5.0,0.5,1.5,1.0,0.1,0.749,307,0.32,-0.12,0.09,False,0.04,0.744,86,
EUR_USD,10,0.002,-999.0,20,2,4.0,5.0,0.5,2.0,1.0,0.05,0.765,307,0.31,-0.21,0.04,False,-0.0,0.744,86,
EUR_USD,10,0.002,-999.0,20,2,4.0,5.0,0.5,2.5,1.0,0.04,0.775,307,0.21,-0.09,-0.01,False,-0.08,0.744,86,
EUR_USD,10,0.002,-999.0,20,2,4.0,5.0,0.6,1.5,1.0,0.11,0.71,307,0.36,-0.06,0.03,False,-0.03,0.674,86,
EUR_USD,10,0.002,-999.0,20,2,4.0,5.0,0.6,2.0,1.0,0.08,0.73,307,0.38,-0.18,0.05,False,-0.08,0.674,86,
EUR_USD,10,0.002,-999.0,20,2,4.0,5.0,0.6,2.5,1.0,0.06,0.736,307,0.28,-0.09,-0.01,False,-0.17,0.674,86,
EUR_USD,10,0.002,-999.0,20,2,4.0,5.0,0.7,1.5,1.0,0.05,0.655,307,0.35,-0.03,-0.18,False,-0.03,0.64,86,
EUR_USD,10,0.002,-999.0,20,2,4.0,5.0,0.8,1.5,1.0,0.07,0.634,306,0.38,-0.1,-0.08,False,-0.12,0.581,86,
EUR_USD,10,0.002,-999.0,20,2,4.0,5.0,0.8,2.0,1.0,0.02,0.654,306,0.38,-0.24,-0.09,False,-0.08,0.605,86,
EUR_USD,10,0.002,-999.0,20,4,4.0,5.0,0.5,1.5,1.0,0.01,0.703,202,0.11,-0.05,-0.04,False,-0.04,0.683,60,
EUR_USD,10,0.002,-999.0,20,4,4.0,5.0,0.6,1.5,1.0,0.01,0.663,202,0.08,-0.03,-0.03,False,-0.12,0.567,60,
EUR_USD,10,0.002,-999.0,20,4,4.0,5.0,0.7,1.5,1.0,0.01,0.629,202,0.01,-0.02,0.03,False,-0.12,0.533,60,
