pair,mw,mt,sig_thr,sma,n_consec,dist_min_m,dist_max_m,tp_frac,sl_frac,atr_mult,is_pd,is_wr,is_n,wf1,wf2,wf3,wf_pass,oos_pd,oos_wr,oos_n,mc_p
EUR_USD,5,0.002,0.1,20,2,4.0,5.0,0.3,1.5,1.0,0.01,0.829,123,-0.02,0.05,0.01,False,-0.04,0.788,33,
EUR_USD,5,0.002,0.1,20,2,4.0,5.0,0.4,1.5,1.0,-0.0,0.772,123,-0.03,0.02,0.0,False,-0.04,0.727,33,
EUR_USD,5,0.002,0.1,20,2,4.0,5.0,0.4,2.0,1.0,0.01,0.805,123,0.01,-0.0,0.03,False,-0.05,0.727,33,
EUR_USD,5,0.002,0.1,20,2,4.0,5.0,0.5,1.5,1.0,-0.03,0.707,123,-0.01,-0.05,-0.03,False,-0.01,0.697,33,
EUR_USD,5,0.002,0.1,20,2,4.0,5.0,0.5,2.0,1.0,-0.01,0.748,123,0.05,-0.06,-0.02,False,-0.02,0.697,33,
EUR_USD,5,0.002,0.1,20,2,4.0,5.0,0.5,2.5,1.0,-0.02,0.764,123,-0.0,-0.01,-0.06,False,-0.05,0.697,33,
EUR_USD,5,0.002,0.1,20,2,4.0,5.0,0.6,1.5,1.0,-0.05,0.659,123,-0.04,-0.02,-0.08,False,-0.1,0.576,33,
EUR_USD,5,0.002,0.1,20,2,4.0,5.0,0.6,2.0,1.0,-0.01,0.707,123,0.05,-0.06,-0.03,False,-0.12,0.576,33,
EUR_USD,5,0.002,0.1,20,2,4.0,5.0,0.6,2.5,1.0,-0.02,0.724,123,-0.0,-0.0,-0.06,False,-0.15,0.576,33,
EUR_USD,5,0.002,0.1,20,2,4.0,5.0,0.7,1.5,1.0,-0.04,0.634,123,-0.0,-0.02,-0.09,False,-0.11,0.515,33,
EUR_USD,5,0.002,0.1,20,2,4.0,5.0,0.8,1.5,1.0,0.0,0.634,123,0.03,0.01,-0.04,False,-0.09,0.515,33,
EUR_USD,5,0.002,0.1,20,2,4.0,5.0,0.8,2.0,1.0,0.04,0.683,123,0.13,-0.04,0.02,False,-0.09,0.515,33,
EUR_USD,5,0.002,0.1,20,4,4.0,5.0,0.5,1.5,1.0,-0.02,0.655,84,-0.07,-0.0,-0.01,False,-0.03,0.69,29,
EUR_USD,5,0.002,0.1,20,4,4.0,5.0,0.6,1.5,1.0,-0.03,0.607,84,-0.09,-0.01,0.0,False,-0.09,0.552,29,
EUR_USD,5,0.002,0.1,20,4,4.0,5.0,0.7,1.5,1.0,-0.03,0.571,84,-0.08,-0.02,-0.0,False,-0.07,0.552,29,
EUR_USD,5,0.002,0.1,20,4,4.0,5.0,0.8,1.5,1.0,-0.03,0.56,84,-0.06,-0.0,-0.02,False,-0.07,0.552,29,
EUR_USD,5,0.002,0.1,20,4,4.0,5.0,0.8,2.0,1.0,-0.01,0.595,84,-0.11,-0.03,0.11,False,-0.1,0.552,29,
EUR_USD,5,0.002,0.2,14,2,3.0,5.0,0.5,1.5,1.0,0.06,0.731,297,0.02,0.23,-0.07,False,-0.25,0.636,107,
EUR_USD,5,0.002,0.2,14,2,3.0,5.0,0.6,1.5,1.0,0.08,0.7,297,0.05,0.28,-0.07,False,-0.28,0.589,107,
EUR_USD,5,0.002,0.2,14,2,3.0,5.0,0.7,1.5,1.0,0.11,0.677,297,0.03,0.33,-0.04,False,-0.25,0.579,107,
EUR_USD,5,0.002,0.2,14,2,3.0,5.0,0.8,1.5,1.0,0.09,0.642,296,0.1,0.31,-0.15,False,-0.26,0.542,107,
EUR_USD,5,0.002,0.2,14,2,3.0,5.0,0.8,2.0,1.0,0.07,0.672,296,0.14,0.32,-0.24,False,-0.19,0.617,107,
EUR_USD,5,0.002,0.2,14,2,3.0,5.0,0.8,2.5,1.0,0.1,0.693,296,0.07,0.5,-0.27,False,-0.23,0.626,107,
EUR_USD,5,0.002,0.2,14,2,4.0,5.0,0.4,1.5,0.5,-0.05,0.72,322,-0.08,0.21,-0.27,False,-0.22,0.681,135,
EUR_USD,5,0.002,0.2,14,2,4.0,5.0,0.4,1.5,1.0,0.03,0.778,153,0.16,0.14,-0.21,False,-0.04,0.754,57,
EUR_USD,5,0.002,0.2,14,2,4.0,5.0,0.4,2.5,1.0,-0.01,0.797,153,0.15,0.14,-0.32,False,-0.09,0.789,57,
EUR_USD,5,0.002,0.2,14,2,4.0,5.0,0.5,1.5,0.5,-0.02,0.682,321,-0.14,0.24,-0.17,False,-0.24,0.627,134,
EUR_USD,5,0.002,0.2,14,2,4.0,5.0,0.5,1.5,1.0,0.04,0.739,153,0.09,0.18,-0.15,False,-0.06,0.684,57,
EUR_USD,5,0.002,0.2,14,2,4.0,5.0,0.5,2.0,0.5,-0.03,0.708,319,-0.16,0.26,-0.2,False,-0.28,0.652,132,
EUR_USD,5,0.002,0.2,14,2,4.0,5.0,0.5,2.0,1.0,0.01,0.752,153,0.11,0.15,-0.24,False,-0.07,0.719,57,
EUR_USD,5,0.002,0.2,14,2,4.0,5.0,0.5,2.5,0.5,-0.04,0.721,319,-0.11,0.25,-0.24,False,-0.28,0.674,132,
EUR_USD,5,0.002,0.2,14,2,4.0,5.0,0.5,2.5,1.0,0.01,0.765,153,0.11,0.18,-0.26,False,-0.12,0.719,57,
EUR_USD,5,0.002,0.2,14,2,4.0,5.0,0.6,1.5,0.5,-0.03,0.646,319,-0.1,0.17,-0.16,False,-0.25,0.597,134,
EUR_USD,5,0.002,0.2,14,2,4.0,5.0,0.6,1.5,1.0,0.07,0.712,153,0.12,0.2,-0.12,False,-0.1,0.632,57,
EUR_USD,5,0.002,0.2,14,2,4.0,5.0,0.6,2.0,0.5,-0.07,0.669,317,-0.12,0.11,-0.19,False,-0.25,0.629,132,
EUR_USD,5,0.002,0.2,14,2,4.0,5.0,0.6,2.0,1.0,0.03,0.725,153,0.14,0.16,-0.23,False,-0.07,0.684,57,
EUR_USD,5,0.002,0.2,14,2,4.0,5.0,0.6,2.5,1.0,0.02,0.739,153,0.14,0.18,-0.25,False,-0.11,0.684,57,
EUR_USD,5,0.002,0.2,14,2,4.0,5.0,0.7,1.5,0.5,-0.05,0.613,318,-0.2,0.26,-0.19,False,-0.29,0.56,134,
EUR_USD,5,0.002,0.2,14,2,4.0,5.0,0.7,1.5,1.0,0.07,0.686,153,0.1,0.25,-0.12,False,-0.09,0.614,57,
EUR_USD,5,0.002,0.2,14,2,4.0,5.0,0.7,2.0,0.5,-0.06,0.642,316,-0.2,0.2,-0.19,False,-0.29,0.591,132,
EUR_USD,5,0.002,0.2,14,2,4.0,5.0,0.7,2.0,1.0,0.06,0.712,153,0.15,0.21,-0.2,False,-0.05,0.667,57,
EUR_USD,5,0.002,0.2,14,2,4.0,5.0,0.7,2.5,1.0,0.05,0.725,153,0.14,0.23,-0.21,False,-0.1,0.667,57,
EUR_USD,5,0.002,0.2,14,2,4.0,5.0,0.8,1.5,0.5,-0.09,0.575,318,-0.17,0.32,-0.43,False,-0.33,0.522,134,
EUR_USD,5,0.002,0.2,14,2,4.0,5.0,0.8,1.5,1.0,0.05,0.647,153,0.14,0.26,-0.26,False,-0.11,0.561,57,
EUR_USD,5,0.002,0.2,14,2,4.0,5.0,0.8,2.0,0.5,-0.08,0.614,316,-0.17,0.26,-0.33,False,-0.34,0.553,132,
EUR_USD,5,0.002,0.2,14,2,4.0,5.0,0.8,2.0,1.0,0.05,0.686,153,0.21,0.22,-0.29,False,-0.07,0.614,57,
EUR_USD,5,0.002,0.2,14,2,4.0,5.0,0.8,2.5,0.5,-0.06,0.63,316,-0.1,0.27,-0.36,False,-0.24,0.591,132,
EUR_USD,5,0.002,0.2,14,2,4.0,5.0,0.8,2.5,1.0,0.08,0.706,153,0.2,0.29,-0.25,False,-0.13,0.614,57,
EUR_USD,5,0.002,0.2,20,2,4.0,5.0,0.3,1.5,1.0,0.01,0.828,116,-0.04,0.07,0.01,False,-0.04,0.788,33,
EUR_USD,5,0.002,0.2,20,2,4.0,5.0,0.4,1.5,1.0,-0.01,0.767,116,-0.06,0.04,0.0,False,-0.04,0.727,33,
EUR_USD,5,0.002,0.2,20,2,4.0,5.0,0.4,2.0,1.0,0.0,0.802,116,-0.02,0.01,0.03,False,-0.05,0.727,33,
EUR_USD,5,0.002,0.2,20,2,4.0,5.0,0.5,1.5,1.0,-0.03,0.707,116,-0.02,-0.03,-0.03,False,-0.01,0.697,33,
EUR_USD,5,0.002,0.2,20,2,4.0,5.0,0.5,2.0,1.0,-0.02,0.75,116,0.03,-0.05,-0.02,False,-0.02,0.697,33,
EUR_USD,5,0.002,0.2,20,2,4.0,5.0,0.5,2.5,1.0,-0.03,0.767,116,-0.03,0.0,-0.06,False,-0.05,0.697,33,
EUR_USD,5,0.002,0.2,20,2,4.0,5.0,0.6,1.5,1.0,-0.04,0.655,116,-0.05,-0.0,-0.08,False,-0.1,0.576,33,
EUR_USD,5,0.002,0.2,20,2,4.0,5.0,0.6,2.0,1.0,-0.02,0.707,116,0.03,-0.05,-0.03,False,-0.12,0.576,33,
EUR_USD,5,0.002,0.2,20,2,4.0,5.0,0.6,2.5,1.0,-0.03,0.724,116,-0.03,0.0,-0.06,False,-0.15,0.576,33,
EUR_USD,5,0.002,0.2,20,2,4.0,5.0,0.7,1.5,1.0,-0.04,0.629,116,-0.01,-0.0,-0.09,False,-0.11,0.515,33,
EUR_USD,5,0.002,0.2,20,2,4.0,5.0,0.8,1.5,1.0,-0.0,0.629,116,0.01,0.03,-0.04,False,-0.09,0.515,33,
EUR_USD,5,0.002,0.2,20,2,4.0,5.0,0.8,2.0,1.0,0.03,0.681,116,0.09,-0.04,0.02,False,-0.09,0.515,33,
EUR_USD,5,0.002,0.2,20,4,4.0,5.0,0.5,1.5,1.0,-0.01,0.658,79,-0.07,0.03,-0.01,False,-0.03,0.69,29,
EUR_USD,5,0.002,0.2,20,4,4.0,5.0,0.6,1.5,1.0,-0.02,0.608,79,-0.1,0.02,0.0,False,-0.09,0.552,29,
EUR_USD,5,0.002,0.2,20,4,4.0,5.0,0.7,1.5,1.0,-0.02,0.57,79,-0.08,0.01,-0.0,False,-0.07,0.552,29,
EUR_USD,5,0.002,0.2,20,4,4.0,5.0,0.8,1.5,1.0,-0.02,0.557,79,-0.06,0.02,-0.02,False,-0.07,0.552,29,
EUR_USD,5,0.002,0.2,20,4,4.0,5.0,0.8,2.0,1.0,-0.01,0.595,79,-0.11,-0.01,0.11,False,-0.1,0.552,29,
EUR_USD,5,0.005,-999.0,14,2,3.0,5.0,0.5,1.5,1.0,0.01,0.72,758,-0.11,0.22,-0.08,False,-0.54,0.642,254,
EUR_USD,5,0.005,-999.0,14,2,3.0,5.0,0.6,1.5,1.0,0.05,0.688,757,-0.01,0.29,-0.13,False,-0.58,0.602,254,
EUR_USD,5,0.005,-999.0,14,2,3.0,5.0,0.7,1.5,1.0,0.05,0.658,757,-0.04,0.31,-0.12,False,-0.58,0.575,254,
EUR_USD,5,0.005,-999.0,14,2,3.0,5.0,0.8,1.5,1.0,0.05,0.628,756,-0.01,0.32,-0.18,False,-0.63,0.54,252,
EUR_USD,5,0.005,-999.0,14,2,3.0,5.0,0.8,2.0,1.0,0.01,0.666,754,-0.08,0.22,-0.11,False,-0.68,0.583,252,
EUR_USD,5,0.005,-999.0,14,2,3.0,5.0,0.8,2.5,1.0,0.01,0.686,752,-0.18,0.43,-0.23,False,-0.74,0.595,252,
EUR_USD,5,0.005,-999.0,14,2,4.0,5.0,0.4,1.5,0.5,0.02,0.746,894,0.27,0.2,-0.42,False,-0.74,0.653,320,
EUR_USD,5,0.005,-999.0,14,2,4.0,5.0,0.4,1.5,1.0,0.04,0.77,413,0.23,0.14,-0.24,False,-0.3,0.674,135,
EUR_USD,5,0.005,-999.0,14,2,4.0,5.0,0.4,2.5,1.0,0.01,0.804,413,0.36,0.05,-0.39,False,-0.51,0.696,135,
EUR_USD,5,0.005,-999.0,14,2,4.0,5.0,0.5,1.5,0.5,0.16,0.714,893,0.33,0.39,-0.25,False,-0.81,0.602,319,
EUR_USD,5,0.005,-999.0,14,2,4.0,5.0,0.5,1.5,1.0,0.15,0.751,413,0.3,0.23,-0.06,False,-0.37,0.615,135,
EUR_USD,5,0.005,-999.0,14,2,4.0,5.0,0.5,2.0,0.5,0.14,0.736,890,0.4,0.39,-0.38,False,-0.89,0.625,317,
EUR_USD,5,0.005,-999.0,14,2,4.0,5.0,0.5,2.0,1.0,0.12,0.77,413,0.41,0.15,-0.22,False,-0.44,0.637,135,
EUR_USD,5,0.005,-999.0,14,2,4.0,5.0,0.5,2.5,0.5,0.05,0.743,890,0.35,0.31,-0.52,False,-0.95,0.64,317,
EUR_USD,5,0.005,-999.0,14,2,4.0,5.0,0.5,2.5,1.0,0.09,0.78,413,0.38,0.14,-0.26,False,-0.58,0.637,135,
EUR_USD,5,0.005,-999.0,14,2,4.0,5.0,0.6,1.5,0.5,0.14,0.673,890,0.35,0.31,-0.23,False,-0.79,0.577,319,
EUR_USD,5,0.005,-999.0,14,2,4.0,5.0,0.6,1.5,1.0,0.19,0.719,413,0.37,0.27,-0.06,False,-0.43,0.57,135,
EUR_USD,5,0.005,-999.0,14,2,4.0,5.0,0.6,2.0,0.5,0.1,0.694,887,0.42,0.27,-0.4,False,-0.83,0.603,317,
EUR_USD,5,0.005,-999.0,14,2,4.0,5.0,0.6,2.0,1.0,0.14,0.738,413,0.48,0.19,-0.24,False,-0.45,0.607,135,
EUR_USD,5,0.005,-999.0,14,2,4.0,5.0,0.6,2.5,1.0,0.1,0.748,413,0.43,0.16,-0.3,False,-0.57,0.607,135,
EUR_USD,5,0.005,-999.0,14,2,4.0,5.0,0.7,1.5,0.5,0.06,0.632,888,0.18,0.35,-0.36,False,-0.78,0.549,319,
EUR_USD,5,0.005,-999.0,14,2,4.0,5.0,0.7,1.5,1.0,0.16,0.68,413,0.31,0.28,-0.13,False,-0.44,0.548,135,
EUR_USD,5,0.005,-999.0,14,2,4.0,5.0,0.7,2.0,0.5,0.06,0.66,885,0.29,0.38,-0.48,False,-0.83,0.574,317,
EUR_USD,5,0.005,-999.0,14,2,4.0,5.0,0.7,2.0,1.0,0.15,0.712,413,0.46,0.23,-0.26,False,-0.46,0.585,135,
EUR_USD,5,0.005,-999.0,14,2,4.0,5.0,0.7,2.5,1.0,0.11,0.722,413,0.42,0.24,-0.32,False,-0.54,0.593,135,
EUR_USD,5,0.005,-999.0,14,2,4.0,5.0,0.8,1.5,0.5,0.08,0.605,886,0.22,0.51,-0.51,False,-0.8,0.524,319,
EUR_USD,5,0.005,-999.0,14,2,4.0,5.0,0.8,1.5,1.0,0.15,0.649,413,0.32,0.3,-0.18,False,-0.45,0.519,135,
EUR_USD,5,0.005,-999.0,14,2,4.0,5.0,0.8,2.0,0.5,0.11,0.638,883,0.34,0.54,-0.54,False,-0.83,0.552,317,
EUR_USD,5,0.005,-999.0,14,2,4.0,5.0,0.8,2.0,1.0,0.16,0.688,413,0.49,0.24,-0.26,False,-0.47,0.556,135,
EUR_USD,5,0.005,-999.0,14,2,4.0,5.0,0.8,2.5,0.5,0.05,0.647,883,0.27,0.49,-0.63,False,-0.74,0.577,317,
EUR_USD,5,0.005,-999.0,14,2,4.0,5.0,0.8,2.5,1.0,0.14,0.7,413,0.42,0.28,-0.27,False,-0.56,0.563,135,
EUR_USD,5,0.005,-999.0,20,2,4.0,5.0,0.3,1.5,1.0,0.04,0.831,307,0.19,-0.05,-0.01,False,-0.05,0.802,86,
EUR_USD,5,0.005,-999.0,20,2,4.0,5.0,0.4,1.5,1.0,0.07,0.788,307,0.22,-0.04,0.03,False,-0.02,0.767,86,
EUR_USD,5,0.005,-999.0,20,2,4.0,5.0,0.4,2.0,1.0,0.02,0.801,307,0.19,-0.12,-0.0,False,-0.05,0.767,86,
EUR_USD,5,0.005,-999.0,20,2,4.0,5.0,0.5,1.5,1.0,0.1,0.749,307,0.32,-0.12,0.09,False,0.04,0.744,86,
EUR_USD,5,0.005,-999.0,20,2,4.0,5.0,0.5,2.0,1.0,0.05,0.765,307,0.31,-0.21,0.04,False,-0.0,0.744,86,
EUR_USD,5,0.005,-999.0,20,2,4.0,5.0,0.5,2.5,1.0,0.04,0.775,307,0.21,-0.09,-0.01,False,-0.08,0.744,86,
EUR_USD,5,0.005,-999.0,20,2,4.0,5.0,0.6,1.5,1.0,0.11,0.71,307,0.36,-0.06,0.03,False,-0.03,0.674,86,
EUR_USD,5,0.005,-999.0,20,2,4.0,5.0,0.6,2.0,1.0,0.08,0.73,307,0.38,-0.18,0.05,False,-0.08,0.674,86,
EUR_USD,5,0.005,-999.0,20,2,4.0,5.0,0.6,2.5,1.0,0.06,0.736,307,0.28,-0.09,-0.01,False,-0.17,0.674,86,
EUR_USD,5,0.005,-999.0,20,2,4.0,5.0,0.7,1.5,1.0,0.05,0.655,307,0.35,-0.03,-0.18,False,-0.03,0.64,86,
EUR_USD,5,0.005,-999.0,20,2,4.0,5.0,0.8,1.5,1.0,0.07,0.634,306,0.38,-0.1,-0.08,False,-0.12,0.581,86,
EUR_USD,5,0.005,-999.0,20,2,4.0,5.0,0.8,2.0,1.0,0.02,0.654,306,0.38,-0.24,-0.09,False,-0.08,0.605,86,
EUR_USD,5,0.005,-999.0,20,4,4.0,5.0,0.5,1.5,1.0,0.01,0.703,202,0.11,-0.05,-0.04,False,-0.04,0.683,60,
EUR_USD,5,0.005,-999.0,20,4,4.0,5.0,0.6,1.5,1.0,0.01,0.663,202,0.08,-0.03,-0.03,False,-0.12,0.567,60,
EUR_USD,5,0.005,-999.0,20,4,4.0,5.0,0.7,1.5,1.0,0.01,0.629,202,0.01,-0.02,0.03,False,-0.12,0.533,60,
EUR_USD,5,0.005,-999.0,20,4,4.0,5.0,0.8,1.5,1.0,0.01,0.599,202,-0.0,-0.03,0.05,False,-0.16,0.483,60,
EUR_USD,5,0.005,-999.0,20,4,4.0,5.0,0.8,2.0,1.0,0.01,0.619,202,-0.07,-0.04,0.14,False,-0.18,0.483,60,
EUR_USD,5,0.005,0.0,14,2,3.0,5.0,0.5,1.5,1.0,0.0,0.718,341,-0.06,-0.03,0.09,False,-0.34,0.625,128,
EUR_USD,5,0.005,0.0,14,2,3.0,5.0,0.6,1.5,1.0,-0.02,0.674,341,-0.07,-0.04,0.04,False,-0.34,0.594,128,
EUR_USD,5,0.005,0.0,14,2,3.0,5.0,0.7,1.5,1.0,-0.02,0.642,341,-0.16,-0.02,0.12,False,-0.33,0.562,128,
EUR_USD,5,0.005,0.0,14,2,3.0,5.0,0.8,1.5,1.0,0.0,0.621,340,-0.11,0.02,0.1,False,-0.37,0.523,128,
EUR_USD,5,0.005,0.0,14,2,3.0,5.0,0.8,2.0,1.0,-0.04,0.653,340,-0.13,-0.06,0.09,False,-0.4,0.578,128,
EUR_USD,5,0.005,0.0,14,2,3.0,5.0,0.8,2.5,1.0,0.0,0.681,339,-0.13,0.14,-0.01,False,-0.46,0.586,128,
EUR_USD,5,0.005,0.0,14,2,4.0,5.0,0.4,1.5,0.5,-0.12,0.703,380,-0.06,0.06,-0.35,False,-0.37,0.652,161,
EUR_USD,5,0.005,0.0,14,2,4.0,5.0,0.4,1.5,1.0,0.01,0.762,168,0.06,0.05,-0.09,False,-0.17,0.672,61,
EUR_USD,5,0.005,0.0,14,2,4.0,5.0,0.4,2.5,1.0,-0.04,0.786,168,0.01,0.04,-0.19,False,-0.33,0.689,61,
EUR_USD,5,0.005,0.0,14,2,4.0,5.0,0.5,1.5,0.5,-0.09,0.663,380,-0.09,0.13,-0.32,False,-0.38,0.6,160,
EUR_USD,5,0.005,0.0,14,2,4.0,5.0,0.5,1.5,1.0,0.03,0.732,168,0.04,0.09,-0.02,False,-0.18,0.623,61,
EUR_USD,5,0.005,0.0,14,2,4.0,5.0,0.5,2.0,0.5,-0.1,0.687,377,-0.13,0.18,-0.35,False,-0.53,0.608,158,
EUR_USD,5,0.005,0.0,14,2,4.0,5.0,0.5,2.0,1.0,0.01,0.75,168,0.06,0.06,-0.09,False,-0.27,0.639,61,
EUR_USD,5,0.005,0.0,14,2,4.0,5.0,0.5,2.5,0.5,-0.13,0.7,377,-0.12,0.19,-0.46,False,-0.58,0.627,158,
EUR_USD,5,0.005,0.0,14,2,4.0,5.0,0.5,2.5,1.0,0.0,0.768,168,0.04,0.08,-0.11,False,-0.35,0.639,61,
EUR_USD,5,0.005,0.0,14,2,4.0,5.0,0.6,1.5,0.5,-0.12,0.621,377,-0.06,0.02,-0.32,False,-0.37,0.575,160,
EUR_USD,5,0.005,0.0,14,2,4.0,5.0,0.6,1.5,1.0,0.02,0.685,168,0.03,0.07,-0.03,False,-0.19,0.59,61,
EUR_USD,5,0.005,0.0,14,2,4.0,5.0,0.6,2.0,0.5,-0.16,0.642,374,-0.1,-0.0,-0.38,False,-0.51,0.582,158,
EUR_USD,5,0.005,0.0,14,2,4.0,5.0,0.6,2.0,1.0,-0.01,0.702,168,0.06,0.03,-0.12,False,-0.26,0.607,61,
EUR_USD,5,0.005,0.0,14,2,4.0,5.0,0.6,2.5,1.0,-0.03,0.72,168,0.04,0.05,-0.16,False,-0.35,0.607,61,
EUR_USD,5,0.005,0.0,14,2,4.0,5.0,0.7,1.5,0.5,-0.17,0.58,376,-0.23,0.04,-0.31,False,-0.41,0.537,160,
EUR_USD,5,0.005,0.0,14,2,4.0,5.0,0.7,1.5,1.0,-0.0,0.643,168,-0.06,0.07,-0.02,False,-0.18,0.574,61,
EUR_USD,5,0.005,0.0,14,2,4.0,5.0,0.7,2.0,0.5,-0.19,0.606,373,-0.26,0.02,-0.34,False,-0.56,0.544,158,
EUR_USD,5,0.005,0.0,14,2,4.0,5.0,0.7,2.0,1.0,-0.02,0.673,168,-0.01,0.03,-0.07,False,-0.26,0.59,61,
EUR_USD,5,0.005,0.0,14,2,4.0,5.0,0.7,2.5,1.0,-0.02,0.69,168,-0.02,0.07,-0.11,False,-0.35,0.59,61,
EUR_USD,5,0.005,0.0,14,2,4.0,5.0,0.8,1.5,0.5,-0.17,0.556,376,-0.15,0.1,-0.46,False,-0.43,0.506,160,
EUR_USD,5,0.005,0.0,14,2,4.0,5.0,0.8,1.5,1.0,0.0,0.619,168,-0.01,0.08,-0.07,False,-0.18,0.541,61,
EUR_USD,5,0.005,0.0,14,2,4.0,5.0,0.8,2.0,0.5,-0.17,0.587,373,-0.18,0.07,-0.4,False,-0.6,0.513,158,
EUR_USD,5,0.005,0.0,14,2,4.0,5.0,0.8,2.0,1.0,-0.01,0.655,168,0.05,0.03,-0.1,False,-0.26,0.557,61,
EUR_USD,5,0.005,0.0,14,2,4.0,5.0,0.8,2.5,0.5,-0.18,0.603,373,-0.14,0.12,-0.52,False,-0.56,0.544,158,
EUR_USD,5,0.005,0.0,14,2,4.0,5.0,0.8,2.5,1.0,0.02,0.679,168,0.04,0.12,-0.11,False,-0.36,0.557,61,
EUR_USD,5,0.005,0.0,20,2,4.0,5.0,0.3,1.5,1.0,0.06,0.874,135,0.14,-0.01,0.07,False,-0.06,0.78,41,
EUR_USD,5,0.005,0.0,20,2,4.0,5.0,0.4,1.5,1.0,0.03,0.8,135,0.1,-0.04,0.03,False,-0.03,0.756,41,
EUR_USD,5,0.005,0.0,20,2,4.0,5.0,0.4,2.0,1.0,0.02,0.822,135,0.09,-0.08,0.06,False,-0.06,0.756,41,
EUR_USD,5,0.005,0.0,20,2,4.0,5.0,0.5,1.5,1.0,0.02,0.748,135,0.12,-0.11,0.05,False,0.01,0.732,41,
EUR_USD,5,0.005,0.0,20,2,4.0,5.0,0.5,2.0,1.0,0.01,0.778,135,0.1,-0.14,0.06,False,-0.02,0.732,41,
EUR_USD,5,0.005,0.0,20,2,4.0,5.0,0.5,2.5,1.0,-0.0,0.793,135,0.06,-0.09,0.02,False,-0.06,0.732,41,
EUR_USD,5,0.005,0.0,20,2,4.0,5.0,0.6,1.5,1.0,-0.0,0.689,135,0.06,-0.08,0.01,False,-0.1,0.61,41,
EUR_USD,5,0.005,0.0,20,2,4.0,5.0,0.6,2.0,1.0,0.01,0.726,135,0.08,-0.14,0.09,False,-0.14,0.61,41,
EUR_USD,5,0.005,0.0,20,2,4.0,5.0,0.6,2.5,1.0,-0.0,0.741,135,0.03,-0.09,0.05,False,-0.19,0.61,41,
EUR_USD,5,0.005,0.0,20,2,4.0,5.0,0.7,1.5,1.0,-0.02,0.637,135,0.08,-0.05,-0.09,False,-0.11,0.561,41,
EUR_USD,5,0.005,0.0,20,2,4.0,5.0,0.8,1.5,1.0,0.02,0.637,135,0.12,-0.01,-0.03,False,-0.11,0.537,41,
EUR_USD,5,0.005,0.0,20,2,4.0,5.0,0.8,2.0,1.0,0.04,0.674,135,0.14,-0.08,0.05,False,-0.14,0.537,41,
EUR_USD,5,0.005,0.0,20,4,4.0,5.0,0.5,1.5,1.0,-0.02,0.674,89,-0.01,-0.05,0.01,False,-0.06,0.677,31,
EUR_USD,5,0.005,0.0,20,4,4.0,5.0,0.6,1.5,1.0,-0.01,0.64,89,-0.03,-0.03,0.02,False,-0.09,0.581,31,
EUR_USD,5,0.005,0.0,20,4,4.0,5.0,0.7,1.5,1.0,0.01,0.618,89,-0.0,-0.01,0.02,False,-0.09,0.548,31,
EUR_USD,5,0.005,0.0,20,4,4.0,5.0,0.8,1.5,1.0,0.01,0.596,89,0.0,0.01,0.02,True,-0.08,0.548,31,0.436
EUR_USD,5,0.005,0.0,20,4,4.0,5.0,0.8,2.0,1.0,0.03,0.629,89,-0.05,-0.0,0.16,False,-0.11,0.548,31,
EUR_USD,5,0.005,0.05,14,2,3.0,5.0,0.5,1.5,1.0,0.02,0.728,184,-0.03,0.07,0.03,False,-0.16,0.646,65,
EUR_USD,5,0.005,0.05,14,2,3.0,5.0,0.6,1.5,1.0,-0.0,0.679,184,-0.09,0.09,0.0,False,-0.15,0.615,65,
EUR_USD,5,0.005,0.05,14,2,3.0,5.0,0.7,1.5,1.0,-0.01,0.641,184,-0.19,0.11,0.04,False,-0.1,0.615,65,
EUR_USD,5,0.005,0.05,14,2,3.0,5.0,0.8,1.5,1.0,-0.01,0.614,184,-0.2,0.12,0.04,False,-0.11,0.585,65,
EUR_USD,5,0.005,0.05,14,2,3.0,5.0,0.8,2.0,1.0,-0.03,0.647,184,-0.17,0.12,-0.03,False,-0.07,0.662,65,
EUR_USD,5,0.005,0.05,14,2,3.0,5.0,0.8,2.5,1.0,0.03,0.685,184,-0.11,0.24,-0.05,False,-0.06,0.677,65,
EUR_USD,5,0.005,0.05,14,2,4.0,5.0,0.4,1.5,0.5,-0.04,0.714,210,0.0,0.09,-0.21,False,-0.18,0.671,85,
EUR_USD,5,0.005,0.05,14,2,4.0,5.0,0.4,1.5,1.0,0.01,0.772,92,0.01,0.09,-0.06,False,-0.04,0.742,31,
EUR_USD,5,0.005,0.05,14,2,4.0,5.0,0.4,2.5,1.0,-0.01,0.804,92,0.02,0.05,-0.1,False,-0.08,0.774,31,
EUR_USD,5,0.005,0.05,14,2,4.0,5.0,0.5,1.5,0.5,-0.0,0.681,210,-0.01,0.13,-0.13,False,-0.22,0.607,84,
EUR_USD,5,0.005,0.05,14,2,4.0,5.0,0.5,1.5,1.0,0.03,0.75,92,0.01,0.11,-0.02,False,-0.06,0.677,31,
EUR_USD,5,0.005,0.05,14,2,4.0,5.0,0.5,2.0,0.5,-0.0,0.712,208,-0.04,0.16,-0.13,False,-0.27,0.622,82,
EUR_USD,5,0.005,0.05,14,2,4.0,5.0,0.5,2.0,1.0,0.02,0.772,92,0.04,0.09,-0.06,False,-0.08,0.71,31,
EUR_USD,5,0.005,0.05,14,2,4.0,5.0,0.5,2.5,0.5,-0.02,0.726,208,-0.02,0.12,-0.16,False,-0.26,0.646,82,
