rebal_idx,entry_ts,exit_ts,pair,direction,side,gross_pips,spread_rt_pips,carry_pips,net_pips
256,2021-01-13 02:00:00+00:00,2021-01-27 18:00:00+00:00,EUR_USD,1,long,-97.09999999999884,1.9999999999997797,-7.406779013698632,-106.50677901369727
256,2021-01-13 02:00:00+00:00,2021-01-27 18:00:00+00:00,USD_JPY,-1,short,-42.39999999999924,5.649999999999267,-6.594863309589041,-54.64486330958755
256,2021-01-13 02:00:00+00:00,2021-01-27 18:00:00+00:00,GBP_JPY,-1,short,-69.79999999999791,8.799999999999386,-8.026291391232874,-86.62629139123017
256,2021-01-13 02:00:00+00:00,2021-01-27 18:00:00+00:00,CHF_JPY,-1,short,-10.899999999999466,9.850000000000136,-1.0987452817561643,-21.848745281755768
320,2021-01-27 18:00:00+00:00,2021-02-11 10:00:00+00:00,NZD_JPY,1,long,132.49999999999886,7.149999999999324,-4.507695212328767,120.84230478767077
320,2021-01-27 18:00:00+00:00,2021-02-11 10:00:00+00:00,AUD_JPY,1,long,153.60000000000014,5.6999999999995055,-6.074694465753424,141.8253055342472
320,2021-01-27 18:00:00+00:00,2021-02-11 10:00:00+00:00,NZD_USD,1,long,86.60000000000001,2.8500000000003523,-2.856638136986301,80.89336186301335
320,2021-01-27 18:00:00+00:00,2021-02-11 10:00:00+00:00,EUR_GBP,-1,short,70.9000000000004,3.350000000000297,-2.111616845205481,65.43838315479464
320,2021-01-27 18:00:00+00:00,2021-02-11 10:00:00+00:00,USD_JPY,-1,short,-57.800000000000296,5.649999999999267,-7.935499227397263,-71.38549922739682
320,2021-01-27 18:00:00+00:00,2021-02-11 10:00:00+00:00,EUR_USD,-1,short,-31.799999999999606,1.8999999999991246,-1.8752133150684924,-35.575213315067224
384,2021-02-11 10:00:00+00:00,2021-02-26 02:00:00+00:00,USD_JPY,1,long,150.79999999999956,1.2999999999998124,-6.6743248424657535,142.825675157534
384,2021-02-11 10:00:00+00:00,2021-02-26 02:00:00+00:00,EUR_GBP,1,long,-64.29999999999936,1.3999999999997348,-5.648218171232876,-71.34821817123196
384,2021-02-11 10:00:00+00:00,2021-02-26 02:00:00+00:00,GBP_USD,1,long,113.60000000000036,1.7500000000003624,-6.253758520547946,105.59624147945205
384,2021-02-11 10:00:00+00:00,2021-02-26 02:00:00+00:00,AUD_JPY,-1,short,-186.4999999999995,1.549999999999585,-4.786787568493148,-192.8367875684922
384,2021-02-11 10:00:00+00:00,2021-02-26 02:00:00+00:00,NZD_JPY,-1,short,-215.70000000000107,1.8499999999995964,-3.590862972602739,-221.1408629726034
384,2021-02-11 10:00:00+00:00,2021-02-26 02:00:00+00:00,EUR_JPY,-1,short,-193.99999999999977,1.6500000000000625,-2.9952171986301375,-198.64521719862998
448,2021-02-26 02:00:00+00:00,2021-03-12 18:00:00+00:00,GBP_USD,1,long,-29.399999999999427,8.449999999999847,-5.812856613698631,-43.6628566136979
448,2021-02-26 02:00:00+00:00,2021-03-12 18:00:00+00:00,GBP_JPY,1,long,363.40000000000146,8.750000000000568,-9.552531160273977,345.0974688397269
448,2021-02-26 02:00:00+00:00,2021-03-12 18:00:00+00:00,AUD_USD,1,long,-71.99999999999984,7.649999999999602,-2.9894886575342463,-82.6394886575337
448,2021-02-26 02:00:00+00:00,2021-03-12 18:00:00+00:00,EUR_GBP,-1,short,127.89999999999968,8.299999999999418,-1.739749487671234,117.86025051232903
448,2021-02-26 02:00:00+00:00,2021-03-12 18:00:00+00:00,USD_JPY,-1,short,-282.8000000000003,1.850000000000307,-6.487878787671233,-291.1378787876718
448,2021-02-26 02:00:00+00:00,2021-03-12 18:00:00+00:00,EUR_JPY,-1,short,-126.20000000000005,8.35000000000008,-2.802141280821917,-137.35214128082205
512,2021-03-12 18:00:00+00:00,2021-03-29 09:00:00+00:00,CHF_JPY,1,long,-48.49999999999994,10.950000000000415,-18.51530405907534,-77.96530405907569
512,2021-03-12 18:00:00+00:00,2021-03-29 09:00:00+00:00,NZD_JPY,1,long,-140.2000000000001,3.6000000000001364,-4.314504657534247,-148.1145046575345
512,2021-03-12 18:00:00+00:00,2021-03-29 09:00:00+00:00,CAD_JPY,1,long,-26.200000000000045,3.300000000000125,-5.745205096724243,-35.24520509672441
512,2021-03-12 18:00:00+00:00,2021-03-29 09:00:00+00:00,EUR_GBP,-1,short,58.30000000000002,8.199999999999319,-1.8640173082191793,48.235982691781516
512,2021-03-12 18:00:00+00:00,2021-03-29 09:00:00+00:00,EUR_USD,-1,short,166.8999999999987,4.999999999999449,-1.6933364383561642,160.20666356164307
512,2021-03-12 18:00:00+00:00,2021-03-29 09:00:00+00:00,AUD_USD,-1,short,115.19999999999975,7.5499999999995016,-2.688251917808218,104.96174808219203
576,2021-03-29 09:00:00+00:00,2021-04-13 01:00:00+00:00,EUR_GBP,1,long,133.79999999999947,1.5499999999996072,-5.648218171232875,126.60178182876699
576,2021-03-29 09:00:00+00:00,2021-04-13 01:00:00+00:00,USD_JPY,1,long,1.099999999999568,1.2999999999998124,-6.7342539315068475,-6.934253931507092
576,2021-03-29 09:00:00+00:00,2021-04-13 01:00:00+00:00,GBP_USD,1,long,-95.70000000000078,1.449999999998397,-6.2170472876712335,-103.36704728767042
576,2021-03-29 09:00:00+00:00,2021-04-13 01:00:00+00:00,NZD_JPY,-1,short,-2.899999999999636,1.7000000000003013,-4.052444075342465,-8.652444075342402
576,2021-03-29 09:00:00+00:00,2021-04-13 01:00:00+00:00,AUD_JPY,-1,short,50.199999999999534,1.449999999999818,-4.77597520547945,43.97402479452027
576,2021-03-29 09:00:00+00:00,2021-04-13 01:00:00+00:00,EUR_JPY,-1,short,-112.80000000000143,1.4000000000010004,-2.9774338904109596,-117.1774338904134
640,2021-04-13 01:00:00+00:00,2021-04-27 17:00:00+00:00,AUD_USD,1,long,169.00000000000026,1.5999999999993797,-2.9894886575342463,164.41051134246663
640,2021-04-13 01:00:00+00:00,2021-04-27 17:00:00+00:00,EUR_USD,1,long,204.20000000000104,1.5500000000001624,-7.331519616438355,195.31848038356253
640,2021-04-13 01:00:00+00:00,2021-04-27 17:00:00+00:00,NZD_USD,1,long,201.5,2.6999999999999247,-2.5159668493150678,196.284033150685
640,2021-04-13 01:00:00+00:00,2021-04-27 17:00:00+00:00,USD_JPY,-1,short,100.49999999999955,5.6999999999995055,-6.457248364383562,88.34275163561648
640,2021-04-13 01:00:00+00:00,2021-04-27 17:00:00+00:00,CAD_JPY,-1,short,-46.09999999999985,4.099999999999682,-4.372269978630137,-54.57226997862967
640,2021-04-13 01:00:00+00:00,2021-04-27 17:00:00+00:00,CHF_JPY,-1,short,-31.399999999999295,8.349999999999369,-1.0701467228506851,-40.82014672284935
704,2021-04-27 17:00:00+00:00,2021-05-12 09:00:00+00:00,GBP_USD,1,long,220.29999999999993,3.6999999999998145,-6.18103356821918,210.41896643178092
704,2021-04-27 17:00:00+00:00,2021-05-12 09:00:00+00:00,NZD_USD,1,long,20.999999999999908,2.8999999999995696,-3.1941840000000004,14.905816000000339
704,2021-04-27 17:00:00+00:00,2021-05-12 09:00:00+00:00,AUD_USD,1,long,32.999999999999694,1.5499999999990521,-3.180144821917807,28.269855178082835
704,2021-04-27 17:00:00+00:00,2021-05-12 09:00:00+00:00,EUR_JPY,-1,short,-82.0999999999998,8.35000000000008,-2.987595780821917,-93.4375957808218
704,2021-04-27 17:00:00+00:00,2021-05-12 09:00:00+00:00,EUR_USD,-1,short,-38.40000000000065,1.5999999999993797,-1.7309661369863014,-41.73096613698633
704,2021-04-27 17:00:00+00:00,2021-05-12 09:00:00+00:00,CAD_JPY,-1,short,-265.2000000000001,4.399999999999693,-4.756567695540117,-274.3565676955399
768,2021-05-12 09:00:00+00:00,2021-05-27 01:00:00+00:00,GBP_USD,1,long,-20.899999999999253,1.60000000000049,-6.990442830684934,-29.490442830684678
768,2021-05-12 09:00:00+00:00,2021-05-27 01:00:00+00:00,AUD_USD,1,long,-60.00000000000005,1.2999999999996348,-3.5976818219178073,-64.89768182191749
768,2021-05-12 09:00:00+00:00,2021-05-27 01:00:00+00:00,EUR_USD,1,long,63.59999999999921,1.2999999999996348,-8.84925079452055,53.45074920547903
768,2021-05-12 09:00:00+00:00,2021-05-27 01:00:00+00:00,CAD_JPY,-1,short,33.80000000000081,1.999999999999602,-5.445171219986299,26.354828780014905
768,2021-05-12 09:00:00+00:00,2021-05-27 01:00:00+00:00,USD_JPY,-1,short,-9.600000000000364,1.2500000000002842,-7.80321131232877,-18.653211312329418
768,2021-05-12 09:00:00+00:00,2021-05-27 01:00:00+00:00,NZD_JPY,-1,short,-71.50000000000034,2.0500000000005514,-4.117009726027396,-77.66700972602828
832,2021-05-27 01:00:00+00:00,2021-06-10 17:00:00+00:00,USD_JPY,1,long,22.999999999998977,1.5999999999998238,-6.264587441095891,15.135412558903262
832,2021-05-27 01:00:00+00:00,2021-06-10 17:00:00+00:00,EUR_GBP,1,long,-51.099999999999476,2.5000000000002798,-5.2753913069863,-58.87539130698605
832,2021-05-27 01:00:00+00:00,2021-06-10 17:00:00+00:00,CAD_JPY,1,long,41.00000000000108,3.300000000000125,-5.294850154232879,32.40514984576808
832,2021-05-27 01:00:00+00:00,2021-06-10 17:00:00+00:00,NZD_USD,-1,short,93.19999999999995,3.049999999999442,-2.2190515068493144,87.93094849315119
832,2021-05-27 01:00:00+00:00,2021-06-10 17:00:00+00:00,AUD_USD,-1,short,-13.800000000000479,3.850000000000242,-2.5395401095890406,-20.18954010958976
832,2021-05-27 01:00:00+00:00,2021-06-10 17:00:00+00:00,GBP_USD,-1,short,-62.99999999999972,3.9000000000000146,-4.736446554520546,-71.63644655452028
896,2021-06-10 17:00:00+00:00,2021-06-25 09:00:00+00:00,NZD_JPY,1,long,-26.800000000000068,3.100000000000591,-3.9843336438356167,-33.88433364383628
896,2021-06-10 17:00:00+00:00,2021-06-25 09:00:00+00:00,EUR_JPY,1,long,-93.40000000000259,2.80000000000058,-12.605825054794519,-108.8058250547977
896,2021-06-10 17:00:00+00:00,2021-06-25 09:00:00+00:00,CAD_JPY,1,long,-48.30000000000041,3.0500000000003524,-5.654001159526777,-57.00400115952754
896,2021-06-10 17:00:00+00:00,2021-06-25 09:00:00+00:00,GBP_USD,-1,short,271.7999999999998,3.849999999999687,-4.949775528767121,263.00022447123297
896,2021-06-10 17:00:00+00:00,2021-06-25 09:00:00+00:00,AUD_USD,-1,short,144.60000000000028,3.6999999999998145,-2.6558403698630135,138.24415963013746
896,2021-06-10 17:00:00+00:00,2021-06-25 09:00:00+00:00,EUR_USD,-1,short,218.1999999999995,1.3500000000010726,-1.640027698630137,215.20997230136828
960,2021-06-25 09:00:00+00:00,2021-07-12 01:00:00+00:00,USD_JPY,1,long,-35.599999999999454,1.2500000000002842,-6.417739557534246,-43.267739557533986
960,2021-06-25 09:00:00+00:00,2021-07-12 01:00:00+00:00,GBP_JPY,1,long,-63.299999999998136,2.4500000000003297,-10.074681471780826,-75.82468147177929
960,2021-06-25 09:00:00+00:00,2021-07-12 01:00:00+00:00,CHF_JPY,1,long,-16.400000000000148,1.8000000000000682,-18.43730648504048,-36.637306485040696
960,2021-06-25 09:00:00+00:00,2021-07-12 01:00:00+00:00,NZD_USD,-1,short,107.80000000000011,1.5499999999996072,-2.3643837534246575,103.88561624657584
960,2021-06-25 09:00:00+00:00,2021-07-12 01:00:00+00:00,EUR_USD,-1,short,89.4000000000017,1.300000000000745,-1.5710399178082188,86.52896008219273
960,2021-06-25 09:00:00+00:00,2021-07-12 01:00:00+00:00,AUD_USD,-1,short,134.80000000000047,1.30000000000019,-2.6138960136986302,130.88610398630166
1024,2021-07-12 01:00:00+00:00,2021-07-26 17:00:00+00:00,NZD_USD,1,long,17.700000000000493,4.1999999999997595,-2.450332931506849,11.049667068493886
1024,2021-07-12 01:00:00+00:00,2021-07-26 17:00:00+00:00,AUD_USD,1,long,-93.59999999999924,2.3500000000004073,-3.069564246575341,-99.01956424657499
1024,2021-07-12 01:00:00+00:00,2021-07-26 17:00:00+00:00,GBP_USD,1,long,-73.19999999999993,3.9000000000000146,-5.956764646575345,-83.0567646465753
1024,2021-07-12 01:00:00+00:00,2021-07-26 17:00:00+00:00,USD_JPY,-1,short,-20.199999999999818,1.40000000000029,-6.792851263013702,-28.39285126301381
1024,2021-07-12 01:00:00+00:00,2021-07-26 17:00:00+00:00,EUR_GBP,-1,short,1.9000000000002348,3.349999999999742,-1.733196758904111,-3.1831967589036183
1024,2021-07-12 01:00:00+00:00,2021-07-26 17:00:00+00:00,CHF_JPY,-1,short,-5.89999999999975,1.9499999999993634,-1.19682777014321,-9.046827770142324
1088,2021-07-26 17:00:00+00:00,2021-08-10 09:00:00+00:00,EUR_USD,1,long,-86.79999999999798,1.60000000000049,-7.9869035342465775,-96.38690353424505
1088,2021-07-26 17:00:00+00:00,2021-08-10 09:00:00+00:00,GBP_USD,1,long,33.70000000000095,3.8000000000004697,-6.371821845479455,23.528178154521022
1088,2021-07-26 17:00:00+00:00,2021-08-10 09:00:00+00:00,AUD_USD,1,long,-42.20000000000001,2.1999999999999797,-3.28309915068493,-47.683099150684924
1088,2021-07-26 17:00:00+00:00,2021-08-10 09:00:00+00:00,USD_JPY,-1,short,-10.80000000000041,1.40000000000029,-7.2576346424657565,-19.457634642466456
1088,2021-07-26 17:00:00+00:00,2021-08-10 09:00:00+00:00,NZD_JPY,-1,short,2.600000000001046,4.400000000000404,-4.658601595890409,-6.458601595889767
1088,2021-07-26 17:00:00+00:00,2021-08-10 09:00:00+00:00,AUD_JPY,-1,short,38.400000000000034,1.7499999999998295,-4.874522171232876,31.77547782876733
1152,2021-08-10 09:00:00+00:00,2021-08-25 01:00:00+00:00,EUR_JPY,1,long,-60.300000000000864,1.6000000000005343,-12.567717965753427,-74.46771796575483
1152,2021-08-10 09:00:00+00:00,2021-08-25 01:00:00+00:00,CHF_JPY,1,long,31.999999999999318,1.2999999999998124,-18.442345865426528,12.257654134572977
1152,2021-08-10 09:00:00+00:00,2021-08-25 01:00:00+00:00,GBP_JPY,1,long,-250.49999999999955,2.400000000001512,-10.06647268356165,-262.9664726835627
1152,2021-08-10 09:00:00+00:00,2021-08-25 01:00:00+00:00,NZD_USD,-1,short,46.800000000000175,1.4999999999998348,-3.3301399726027383,41.9698600273976
1152,2021-08-10 09:00:00+00:00,2021-08-25 01:00:00+00:00,AUD_USD,-1,short,97.40000000000082,1.2499999999998623,-2.615802575342465,93.53419742465849
1152,2021-08-10 09:00:00+00:00,2021-08-25 01:00:00+00:00,EUR_GBP,-1,short,-100.90000000000043,1.3499999999999623,-1.8576986054794538,-104.10769860547985
1216,2021-08-25 01:00:00+00:00,2021-09-08 17:00:00+00:00,AUD_JPY,1,long,173.60000000000042,2.400000000000091,-4.952062260273973,166.24793773972635
1216,2021-08-25 01:00:00+00:00,2021-09-08 17:00:00+00:00,CAD_JPY,1,long,-10.599999999999454,4.5000000000001705,-5.255128099082194,-20.355128099081817
1216,2021-08-25 01:00:00+00:00,2021-09-08 17:00:00+00:00,GBP_JPY,1,long,129.5000000000016,3.0000000000001137,-9.447006592876717,117.05299340712476
1216,2021-08-25 01:00:00+00:00,2021-09-08 17:00:00+00:00,NZD_USD,-1,short,-155.10000000000022,3.250000000000197,-2.669112657534246,-161.01911265753466
1216,2021-08-25 01:00:00+00:00,2021-09-08 17:00:00+00:00,EUR_GBP,-1,short,-20.899999999999253,2.349999999999852,-1.7345073046575354,-24.98450730465664
1216,2021-08-25 01:00:00+00:00,2021-09-08 17:00:00+00:00,EUR_USD,-1,short,-75.10000000000127,1.5999999999993797,-1.5302744109589037,-78.23027441095957
1280,2021-09-08 17:00:00+00:00,2021-09-23 09:00:00+00:00,AUD_JPY,1,long,-90.69999999999965,2.349999999999852,-6.044728773972603,-99.09472877397211
1280,2021-09-08 17:00:00+00:00,2021-09-23 09:00:00+00:00,CAD_JPY,1,long,10.099999999999909,4.449999999999932,-6.449503449904112,-0.7995034499041349
1280,2021-09-08 17:00:00+00:00,2021-09-23 09:00:00+00:00,EUR_JPY,1,long,-117.1999999999997,1.7499999999998295,-14.347064976712328,-133.29706497671185
1280,2021-09-08 17:00:00+00:00,2021-09-23 09:00:00+00:00,GBP_USD,-1,short,46.599999999998865,3.8500000000007972,-5.6193149939726,37.130685006025466
1280,2021-09-08 17:00:00+00:00,2021-09-23 09:00:00+00:00,EUR_GBP,-1,short,33.49999999999964,2.449999999999397,-2.106983129863015,28.943016870137225
1280,2021-09-08 17:00:00+00:00,2021-09-23 09:00:00+00:00,NZD_USD,-1,short,23.30000000000054,3.2999999999999696,-2.883204246575342,17.11679575342523
1344,2021-09-23 09:00:00+00:00,2021-10-08 01:00:00+00:00,EUR_GBP,1,long,-56.10000000000004,1.4999999999998348,-5.653460354246574,-63.25346035424645
1344,2021-09-23 09:00:00+00:00,2021-10-08 01:00:00+00:00,EUR_USD,1,long,-181.00000000000003,1.2999999999996348,-7.895965095890412,-190.19596509589007
1344,2021-09-23 09:00:00+00:00,2021-10-08 01:00:00+00:00,USD_JPY,1,long,184.7999999999999,1.3500000000007617,-6.592199794520547,176.85780020547858
1344,2021-09-23 09:00:00+00:00,2021-10-08 01:00:00+00:00,GBP_JPY,-1,short,-116.70000000000016,2.400000000000091,-8.671216622191778,-127.77121662219203
1344,2021-09-23 09:00:00+00:00,2021-10-08 01:00:00+00:00,NZD_JPY,-1,short,32.29999999999933,2.300000000000324,-4.879390801369862,25.120609198629143
1344,2021-09-23 09:00:00+00:00,2021-10-08 01:00:00+00:00,AUD_JPY,-1,short,-136.69999999999902,1.3500000000000512,-4.82540315068493,-142.875403150684
1408,2021-10-08 01:00:00+00:00,2021-10-22 17:00:00+00:00,AUD_USD,1,long,169.20000000000044,2.9999999999996696,-3.016180520547944,163.18381947945284
1408,2021-10-08 01:00:00+00:00,2021-10-22 17:00:00+00:00,NZD_USD,1,long,224.00000000000085,4.649999999999932,-1.7502378082191783,217.59976219178176
1408,2021-10-08 01:00:00+00:00,2021-10-22 17:00:00+00:00,GBP_USD,1,long,150.30000000000098,8.450000000000957,-5.8560290235616455,135.9939709764384
1408,2021-10-08 01:00:00+00:00,2021-10-22 17:00:00+00:00,USD_JPY,-1,short,-156.60000000000025,5.7000000000009265,-6.6126200767123295,-168.9126200767135
1408,2021-10-08 01:00:00+00:00,2021-10-22 17:00:00+00:00,CAD_JPY,-1,short,-266.7999999999992,7.049999999999557,-4.6015590858904085,-278.4515590858892
1408,2021-10-08 01:00:00+00:00,2021-10-22 17:00:00+00:00,CHF_JPY,-1,short,-353.8000000000011,4.099999999999682,-1.2002562202420093,-359.1002562202428
1472,2021-10-22 17:00:00+00:00,2021-11-08 10:00:00+00:00,GBP_USD,1,long,-210.79999999999987,8.300000000001084,-6.279382961095893,-225.37938296109687
1472,2021-10-22 17:00:00+00:00,2021-11-08 10:00:00+00:00,AUD_USD,1,long,-54.6000000000002,2.9999999999996696,-3.2297154246575333,-60.8297154246574
1472,2021-10-22 17:00:00+00:00,2021-11-08 10:00:00+00:00,NZD_USD,1,long,12.799999999999478,4.750000000000032,-1.7314852602739725,6.318514739725474
1472,2021-10-22 17:00:00+00:00,2021-11-08 10:00:00+00:00,EUR_JPY,-1,short,103.89999999999873,3.6500000000017963,-3.1217327342465753,97.12826726575035
1472,2021-10-22 17:00:00+00:00,2021-11-08 10:00:00+00:00,NZD_JPY,-1,short,-4.000000000000625,6.60000000000025,-5.735961767123287,-16.33596176712416
1472,2021-10-22 17:00:00+00:00,2021-11-08 10:00:00+00:00,CHF_JPY,-1,short,6.100000000000705,3.8999999999994373,-1.4586978168471507,0.7413021831541169
1536,2021-11-08 10:00:00+00:00,2021-11-23 02:00:00+00:00,EUR_GBP,1,long,-152.09999999999945,1.6999999999994797,-5.6418994684931505,-159.44189946849207
1536,2021-11-08 10:00:00+00:00,2021-11-23 02:00:00+00:00,USD_JPY,1,long,175.4000000000005,1.3999999999995794,-6.4856591917808215,167.51434080822008
1536,2021-11-08 10:00:00+00:00,2021-11-23 02:00:00+00:00,EUR_JPY,1,long,-181.99999999999932,1.8000000000014893,-12.529610876712328,-196.32961087671313
1536,2021-11-08 10:00:00+00:00,2021-11-23 02:00:00+00:00,GBP_USD,-1,short,153.30000000000064,1.7500000000014726,-4.940597720547942,146.60940227945122
1536,2021-11-08 10:00:00+00:00,2021-11-23 02:00:00+00:00,GBP_JPY,-1,short,-61.000000000001364,2.4999999999991473,-8.77269627945205,-72.27269627945256
1536,2021-11-08 10:00:00+00:00,2021-11-23 02:00:00+00:00,NZD_USD,-1,short,241.70000000000024,1.6500000000002624,-3.492662054794521,236.55733794520546
1600,2021-11-23 02:00:00+00:00,2021-12-07 18:00:00+00:00,NZD_USD,1,long,-136.8999999999998,2.0500000000001073,-1.4220682191780822,-140.37206821917798
1600,2021-11-23 02:00:00+00:00,2021-12-07 18:00:00+00:00,AUD_USD,1,long,-96.19999999999962,1.4999999999998348,-3.0142739589041083,-100.71427395890356
1600,2021-11-23 02:00:00+00:00,2021-12-07 18:00:00+00:00,GBP_USD,1,long,-145.80000000000038,3.9500000000014523,-5.721592488767127,-155.47159248876895
1600,2021-11-23 02:00:00+00:00,2021-12-07 18:00:00+00:00,USD_JPY,-1,short,154.4000000000011,1.449999999999818,-6.648133610958906,146.3018663890424
1600,2021-11-23 02:00:00+00:00,2021-12-07 18:00:00+00:00,EUR_JPY,-1,short,134.00000000000034,2.700000000000813,-2.9195111150684925,128.38048888493103
1600,2021-11-23 02:00:00+00:00,2021-12-07 18:00:00+00:00,CHF_JPY,-1,short,58.40000000000032,3.800000000000381,-1.4248940588263048,53.17510594117363
1664,2021-12-07 18:00:00+00:00,2021-12-22 10:00:00+00:00,USD_JPY,1,long,61.2000000000009,1.5000000000000568,-6.572223431506851,53.12777656849399
1664,2021-12-07 18:00:00+00:00,2021-12-22 10:00:00+00:00,GBP_JPY,1,long,179.89999999999782,2.8500000000008185,-9.569484092465759,167.48051590753124
1664,2021-12-07 18:00:00+00:00,2021-12-22 10:00:00+00:00,CAD_JPY,1,long,-140.09999999999962,2.349999999999852,-5.796758888454015,-148.24675888845348
1664,2021-12-07 18:00:00+00:00,2021-12-22 10:00:00+00:00,EUR_USD,-1,short,-43.20000000000101,1.500000000000945,-1.6462993150684926,-46.346299315070446
1664,2021-12-07 18:00:00+00:00,2021-12-22 10:00:00+00:00,NZD_USD,-1,short,0.40000000000040004,2.0999999999998797,-4.416225041095888,-6.116225041095368
1664,2021-12-07 18:00:00+00:00,2021-12-22 10:00:00+00:00,AUD_USD,-1,short,-68.79999999999997,1.4999999999998348,-2.6596534931506848,-72.95965349315048
1728,2021-12-22 10:00:00+00:00,2022-01-06 02:00:00+00:00,USD_JPY,1,long,168.39999999999975,1.2999999999998124,-7.466276656164383,159.63372334383556
1728,2021-12-22 10:00:00+00:00,2022-01-06 02:00:00+00:00,EUR_GBP,1,long,-128.19999999999942,1.3999999999997348,-6.757501541095888,-136.35750154109502
1728,2021-12-22 10:00:00+00:00,2022-01-06 02:00:00+00:00,CAD_JPY,1,long,216.10000000000014,1.7999999999993577,-6.554805432475542,207.74519456752523
1728,2021-12-22 10:00:00+00:00,2022-01-06 02:00:00+00:00,AUD_USD,-1,short,13.700000000000934,1.2499999999998623,-3.0161805205479446,9.433819479453128
1728,2021-12-22 10:00:00+00:00,2022-01-06 02:00:00+00:00,GBP_USD,-1,short,-201.59999999999954,1.7500000000003624,-6.172993808219175,-209.5229938082191
1728,2021-12-22 10:00:00+00:00,2022-01-06 02:00:00+00:00,NZD_USD,-1,short,35.199999999999676,1.6499999999997073,-3.7942655342465748,29.755734465753395
1792,2022-01-06 02:00:00+00:00,2022-01-20 18:00:00+00:00,NZD_JPY,1,long,-113.60000000000099,3.300000000000125,-1.5348900958904113,-118.43489009589153
1792,2022-01-06 02:00:00+00:00,2022-01-20 18:00:00+00:00,AUD_JPY,1,long,-63.30000000000098,2.1500000000003183,-4.986661821917808,-70.4366618219191
1792,2022-01-06 02:00:00+00:00,2022-01-20 18:00:00+00:00,NZD_USD,1,long,2.9000000000001247,1.9999999999997797,-1.0282647123287671,-0.12826471232842218
1792,2022-01-06 02:00:00+00:00,2022-01-20 18:00:00+00:00,EUR_GBP,-1,short,41.200000000000124,1.6500000000002624,-1.25746865041096,38.2925313495889
1792,2022-01-06 02:00:00+00:00,2022-01-20 18:00:00+00:00,USD_JPY,-1,short,173.09999999999945,1.40000000000029,-6.569115997260278,165.1308840027389
1792,2022-01-06 02:00:00+00:00,2022-01-20 18:00:00+00:00,EUR_USD,-1,short,-0.8000000000008001,1.7999999999995797,-1.5365460273972598,-4.13654602739764
1856,2022-01-20 18:00:00+00:00,2022-02-04 10:00:00+00:00,AUD_JPY,1,long,-109.19999999999987,2.1500000000003183,-5.345941198630137,-116.69594119863034
1856,2022-01-20 18:00:00+00:00,2022-02-04 10:00:00+00:00,NZD_JPY,1,long,-100.99999999999909,3.4000000000006025,-1.3095433150684936,-105.70954331506819
1856,2022-01-20 18:00:00+00:00,2022-02-04 10:00:00+00:00,AUD_USD,1,long,-171.79999999999973,1.40000000000029,-3.2316219863013687,-176.4316219863014
1856,2022-01-20 18:00:00+00:00,2022-02-04 10:00:00+00:00,EUR_GBP,-1,short,-146.6999999999996,1.5999999999999348,-1.0850616760273988,-149.38506167602694
1856,2022-01-20 18:00:00+00:00,2022-02-04 10:00:00+00:00,USD_JPY,-1,short,-123.09999999999945,1.4500000000005286,-7.033899376712332,-131.5838993767123
1856,2022-01-20 18:00:00+00:00,2022-02-04 10:00:00+00:00,EUR_USD,-1,short,-126.20000000000076,1.7500000000003624,-1.6462993150684926,-129.59629931506961
1920,2022-02-04 10:00:00+00:00,2022-02-21 02:00:00+00:00,AUD_USD,1,long,157.3000000000002,1.3500000000005175,-3.2316219863013687,152.71837801369833
1920,2022-02-04 10:00:00+00:00,2022-02-21 02:00:00+00:00,NZD_USD,1,long,123.60000000000036,1.7500000000003624,-0.6797798630136989,121.1702201369863
1920,2022-02-04 10:00:00+00:00,2022-02-21 02:00:00+00:00,GBP_USD,1,long,106.90000000000087,1.700000000001145,-4.238495391780825,100.9615046082189
1920,2022-02-04 10:00:00+00:00,2022-02-21 02:00:00+00:00,USD_JPY,-1,short,39.00000000000006,1.3500000000007617,-7.0250209931506875,30.62497900684861
1920,2022-02-04 10:00:00+00:00,2022-02-21 02:00:00+00:00,EUR_GBP,-1,short,120.29999999999984,1.5499999999996072,-0.5606093486301387,118.18939065137009
1920,2022-02-04 10:00:00+00:00,2022-02-21 02:00:00+00:00,EUR_JPY,-1,short,128.79999999999825,2.000000000001023,-3.010460034246576,123.78953996575065
1984,2022-02-21 02:00:00+00:00,2022-03-07 18:00:00+00:00,USD_JPY,1,long,33.59999999999985,1.7000000000003013,-6.210429301369863,25.689570698629687
1984,2022-02-21 02:00:00+00:00,2022-03-07 18:00:00+00:00,EUR_GBP,1,long,-60.00000000000005,2.449999999999952,-6.688136226575342,-69.13813622657534
1984,2022-02-21 02:00:00+00:00,2022-03-07 18:00:00+00:00,CHF_JPY,1,long,-34.99999999999943,3.900000000000148,-16.94856209887802,-55.8485620988776
1984,2022-02-21 02:00:00+00:00,2022-03-07 18:00:00+00:00,AUD_USD,-1,short,-101.89999999999921,1.5500000000001624,-2.4823432602739723,-105.93234326027336
1984,2022-02-21 02:00:00+00:00,2022-03-07 18:00:00+00:00,NZD_USD,-1,short,-103.19999999999996,1.9000000000002348,-4.353716547945205,-109.4537165479454
1984,2022-02-21 02:00:00+00:00,2022-03-07 18:00:00+00:00,AUD_JPY,-1,short,-141.99999999999875,2.200000000000557,-4.457782808219177,-148.65778280821849
