pair,arm,direction,signal_ts,entry_ts,entry_px,exit_ts,exit_px,exit_reason,atr_e,gross_pips,spread_rt_pips,carry_pips,net_pips,hours_held,touches,vrel,net_base,net_spread1p5,net_carry2p0
NZD_JPY,continuation,1,2024-09-24 01:00:00+00:00,2024-09-24 05:00:00+00:00,90.276,2024-09-24 21:00:00+00:00,90.782,data_end,0.46122713440615515,50.60000000000002,10.649999999999693,3.3827336986301355,43.33273369863046,16.0,1,0.6848231384069191,43.33273369863046,38.00773369863062,41.83075942465786
NZD_USD,signal,-1,2020-12-09 10:00:00+00:00,2020-12-09 14:00:00+00:00,0.70748,2020-12-09 17:15:00+00:00,0.7032202796916279,tp,0.002129860154186023,42.59720308372072,1.2999999999996348,0.0,41.29720308372109,3.25,1,1.142882280485659,41.29720308372109,40.647203083721266,41.29720308372109
NZD_USD,signal,1,2021-01-11 22:00:00+00:00,2021-01-12 02:00:00+00:00,0.71682,2021-01-12 20:45:00+00:00,0.7226887689386834,tp,0.0029343844693416805,58.687689386833775,1.6499999999997073,0.0,57.03768938683407,18.75,1,0.44706083098711713,57.03768938683407,56.212689386834214,57.03768938683407
NZD_USD,signal,1,2021-03-08 06:00:00+00:00,2021-03-08 10:00:00+00:00,0.7112,2021-03-10 10:00:00+00:00,0.7168,timecap,0.0037778913613001463,55.99999999999938,1.5999999999999348,-0.9063731506849316,53.49362684931451,48.0,1,0.9555667056921447,53.49362684931451,52.69362684931455,52.384101095889854
NZD_USD,signal,1,2021-04-01 01:00:00+00:00,2021-04-01 05:00:00+00:00,0.69529,2021-04-01 13:05:00+00:00,0.700239255492856,tp,0.0024746277464280523,49.49255492856075,1.5999999999999348,0.0,47.89255492856081,8.083333333333334,1,0.8190601668862538,47.89255492856081,47.09255492856085,47.89255492856081
NZD_USD,signal,-1,2021-05-09 21:00:00+00:00,2021-05-10 01:00:00+00:00,0.7283,2021-05-12 01:00:00+00:00,0.72519,timecap,0.0029033864350708686,31.09999999999946,1.7500000000003624,-0.8047968493150682,28.54520315068403,48.0,1,0.4823271163408843,28.54520315068403,27.67020315068385,27.966999589040196
NZD_USD,signal,-1,2021-10-18 21:00:00+00:00,2021-10-19 01:00:00+00:00,0.70963,2021-10-19 06:00:00+00:00,0.714087999975753,sl,0.0022289999878765303,-44.57999975753024,1.5999999999993797,0.0,-46.179999757529615,5.0,1,0.38174491176513375,-46.179999757529615,-46.979999757529306,-46.179999757529615
NZD_USD,signal,-1,2021-10-28 21:00:00+00:00,2021-10-29 01:00:00+00:00,0.71792,2021-11-02 01:00:00+00:00,0.71783,timecap,0.0024792838305097444,0.900000000000345,1.7000000000000348,-0.4469357260273972,-1.246935726027087,96.0,1,0.6832317073170732,-1.246935726027087,-2.0969357260271044,-1.4782171506846211
NZD_USD,signal,1,2021-11-30 02:00:00+00:00,2021-11-30 06:00:00+00:00,0.67943,2021-11-30 15:05:00+00:00,0.6845070293454577,tp,0.0025385146727288687,50.770293454577285,1.7499999999998073,0.0,49.02029345457748,9.083333333333334,1,1.0104700378703497,49.02029345457748,48.145293454577576,49.02029345457748
NZD_USD,signal,-1,2021-12-22 18:00:00+00:00,2021-12-22 22:00:00+00:00,0.68126,2021-12-24 22:00:00+00:00,0.68141,timecap,0.002064393993933526,-1.4999999999998348,13.150000000000105,-0.2453458356164383,-14.895345835616379,48.0,1,0.5122849880795224,-14.895345835616379,-21.47034583561643,-15.010986547945146
