pair,res,lag_fast_base,lag_slow_base,fast_lags,slow_lags,atr_mult,accel,tp,sl,is_pd,is_wr,is_n,wf1,wf2,wf3,wf_pass,oos_pd,oos_wr,oos_n,mc_p
USD_JPY,s5,1,12,"[1,2,3]","[12,24,36]",2.0,False,2,1,0.0,0.0,0,0.0,0.0,0.0,False,0.0,0.0,0,
USD_JPY,s5,1,12,"[1,2,3]","[12,24,36]",0.0,False,2,2,0.0,0.0,0,0.0,0.0,0.0,False,0.0,0.0,0,
USD_JPY,s5,1,12,"[1,2,3]","[12,24,36]",0.5,False,2,2,0.0,0.0,0,0.0,0.0,0.0,False,0.0,0.0,0,
USD_JPY,s5,1,12,"[1,2,3]","[12,24,36]",1.0,False,2,2,0.0,0.0,0,0.0,0.0,0.0,False,0.0,0.0,0,
USD_JPY,s5,1,12,"[1,2,3]","[12,24,36]",2.0,False,2,2,0.0,0.0,0,0.0,0.0,0.0,False,0.0,0.0,0,
USD_JPY,s5,1,12,"[1,2,3]","[12,24,36]",0.0,False,3,1,-163.62,0.129,78477,-176.22,-167.42,-147.21,False,-117.41,0.128,23131,
USD_JPY,s5,1,12,"[1,2,3]","[12,24,36]",0.5,False,3,1,-102.32,0.123,47726,-104.16,-107.38,-95.4,False,-71.12,0.121,13563,
USD_JPY,s5,1,12,"[1,2,3]","[12,24,36]",1.0,False,3,1,-60.09,0.122,27901,-55.48,-65.36,-59.44,False,-42.36,0.121,8137,
USD_JPY,s5,1,12,"[1,2,3]","[12,24,36]",2.0,False,3,1,-15.73,0.129,7646,-12.62,-17.75,-16.83,False,-13.21,0.116,2474,
USD_JPY,s5,1,12,"[1,2,3]","[12,24,36]",0.0,False,3,2,-128.41,0.301,55766,-143.8,-127.82,-113.67,False,-100.4,0.287,17136,
USD_JPY,s5,1,12,"[1,2,3]","[12,24,36]",0.5,False,3,2,-89.74,0.296,37908,-95.0,-94.22,-79.96,False,-69.0,0.274,11088,
USD_JPY,s5,1,12,"[1,2,3]","[12,24,36]",1.0,False,3,2,-60.31,0.287,24027,-58.5,-64.19,-58.21,False,-44.92,0.273,7152,
USD_JPY,s5,1,12,"[1,2,3]","[12,24,36]",2.0,False,3,2,-18.06,0.29,7235,-15.08,-21.01,-18.08,False,-15.84,0.259,2346,
USD_JPY,s5,1,12,"[1,2,3]","[12,24,36]",0.0,False,3,3,-122.93,0.371,48813,-136.48,-123.27,-109.02,False,-98.49,0.342,15412,
USD_JPY,s5,1,12,"[1,2,3]","[12,24,36]",0.5,False,3,3,-87.83,0.368,34471,-92.41,-93.11,-77.95,False,-70.07,0.329,10281,
USD_JPY,s5,1,12,"[1,2,3]","[12,24,36]",1.0,False,3,3,-60.98,0.358,22552,-59.76,-64.72,-58.42,False,-45.96,0.329,6791,
USD_JPY,s5,1,12,"[1,2,3]","[12,24,36]",2.0,False,3,3,-19.02,0.358,7052,-15.16,-22.54,-19.38,False,-16.41,0.316,2300,
USD_JPY,s5,1,12,"[1,2,3]","[12,24,36]",0.0,False,5,1,-351.92,0.092,146618,-384.81,-338.52,-332.41,False,-336.75,0.089,56600,
USD_JPY,s5,1,12,"[1,2,3]","[12,24,36]",0.5,False,5,1,-240.25,0.09,99120,-244.12,-238.3,-238.34,False,-226.54,0.084,37603,
USD_JPY,s5,1,12,"[1,2,3]","[12,24,36]",1.0,False,5,1,-150.62,0.091,62293,-132.64,-156.99,-162.24,False,-149.05,0.082,24589,
USD_JPY,s5,1,12,"[1,2,3]","[12,24,36]",2.0,False,5,1,-44.5,0.091,18698,-30.83,-46.2,-56.46,False,-49.66,0.078,8185,
USD_JPY,s5,1,12,"[1,2,3]","[12,24,36]",0.0,False,5,2,-219.81,0.258,83319,-250.47,-207.04,-201.86,False,-218.69,0.246,32219,
USD_JPY,s5,1,12,"[1,2,3]","[12,24,36]",0.5,False,5,2,-172.14,0.257,64683,-188.18,-166.73,-161.49,False,-171.18,0.241,24746,
USD_JPY,s5,1,12,"[1,2,3]","[12,24,36]",1.0,False,5,2,-127.23,0.255,46332,-123.9,-128.72,-129.08,False,-131.42,0.234,18312,
USD_JPY,s5,1,12,"[1,2,3]","[12,24,36]",2.0,False,5,2,-46.22,0.249,16445,-34.41,-46.89,-57.37,False,-56.02,0.215,7189,
USD_JPY,s5,1,12,"[1,2,3]","[12,24,36]",0.0,False,5,3,-192.35,0.33,67849,-209.06,-186.74,-181.28,False,-191.54,0.309,26677,
USD_JPY,s5,1,12,"[1,2,3]","[12,24,36]",0.5,False,5,3,-157.82,0.329,55011,-168.02,-154.29,-151.12,False,-158.55,0.299,21328,
USD_JPY,s5,1,12,"[1,2,3]","[12,24,36]",1.0,False,5,3,-121.7,0.326,41113,-118.97,-122.08,-124.04,False,-124.41,0.294,16291,
USD_JPY,s5,1,12,"[1,2,3]","[12,24,36]",2.0,False,5,3,-46.39,0.322,15575,-34.18,-47.55,-57.44,False,-54.55,0.28,6781,
USD_JPY,s5,1,12,"[1,2,3]","[12,24,36]",0.0,False,5,5,-175.55,0.372,58310,-189.82,-171.59,-165.31,False,-176.92,0.334,23548,
USD_JPY,s5,1,12,"[1,2,3]","[12,24,36]",0.5,False,5,5,-149.6,0.368,48663,-155.41,-150.17,-143.21,False,-147.82,0.328,19244,
USD_JPY,s5,1,12,"[1,2,3]","[12,24,36]",1.0,False,5,5,-116.72,0.367,37503,-112.43,-119.02,-118.68,False,-120.92,0.32,15072,
USD_JPY,s5,1,12,"[1,2,3]","[12,24,36]",2.0,False,5,5,-46.88,0.36,15000,-35.08,-48.17,-57.38,False,-54.96,0.306,6546,
USD_JPY,s5,1,12,"[1,2,3]","[12,24,36]",0.0,False,10,1,-340.22,0.09,142337,-366.6,-328.91,-325.17,False,-331.74,0.087,55597,
USD_JPY,s5,1,12,"[1,2,3]","[12,24,36]",0.5,False,10,1,-234.34,0.087,96964,-236.37,-233.27,-233.39,False,-225.58,0.081,37140,
USD_JPY,s5,1,12,"[1,2,3]","[12,24,36]",1.0,False,10,1,-147.54,0.088,61337,-129.22,-153.1,-160.3,False,-148.43,0.079,24371,
USD_JPY,s5,1,12,"[1,2,3]","[12,24,36]",2.0,False,10,1,-44.17,0.086,18548,-30.57,-45.79,-56.17,False,-49.7,0.073,8145,
USD_JPY,s5,1,12,"[1,2,3]","[12,24,36]",0.0,False,10,2,-207.76,0.254,79732,-230.01,-198.88,-194.35,False,-212.11,0.243,31343,
USD_JPY,s5,1,12,"[1,2,3]","[12,24,36]",0.5,False,10,2,-163.72,0.253,62521,-175.44,-159.56,-156.13,False,-168.34,0.237,24236,
USD_JPY,s5,1,12,"[1,2,3]","[12,24,36]",1.0,False,10,2,-121.86,0.251,45204,-118.48,-121.91,-125.21,False,-129.48,0.23,18034,
USD_JPY,s5,1,12,"[1,2,3]","[12,24,36]",2.0,False,10,2,-44.92,0.244,16210,-33.31,-44.99,-56.45,False,-54.53,0.21,7113,
USD_JPY,s5,1,12,"[1,2,3]","[12,24,36]",0.0,False,10,3,-181.32,0.324,65059,-189.4,-179.05,-175.55,False,-186.59,0.305,25964,
USD_JPY,s5,1,12,"[1,2,3]","[12,24,36]",0.5,False,10,3,-149.76,0.323,53196,-155.4,-148.51,-145.35,False,-155.32,0.294,20879,
USD_JPY,s5,1,12,"[1,2,3]","[12,24,36]",1.0,False,10,3,-116.29,0.322,40080,-112.87,-116.31,-119.66,False,-121.35,0.289,16022,
USD_JPY,s5,1,12,"[1,2,3]","[12,24,36]",2.0,False,10,3,-44.78,0.316,15343,-32.61,-45.16,-56.56,False,-52.65,0.275,6701,
USD_JPY,s5,1,12,"[1,2,3]","[12,24,36]",0.0,False,10,5,-166.82,0.363,56209,-174.31,-165.25,-160.95,False,-172.92,0.328,23023,
USD_JPY,s5,1,12,"[1,2,3]","[12,24,36]",0.5,False,10,5,-142.85,0.36,47161,-144.81,-145.68,-138.02,False,-146.4,0.32,18893,
USD_JPY,s5,1,12,"[1,2,3]","[12,24,36]",1.0,False,10,5,-110.84,0.361,36600,-104.07,-113.83,-114.61,False,-118.63,0.314,14838,
USD_JPY,s5,1,12,"[1,2,3]","[12,24,36]",2.0,False,10,5,-45.12,0.353,14780,-32.71,-45.42,-57.22,False,-53.53,0.299,6472,
USD_JPY,s5,1,12,"[1,2,3]","[12,24,36]",0.0,True,2,1,0.0,0.0,0,0.0,0.0,0.0,False,0.0,0.0,0,
USD_JPY,s5,1,12,"[1,2,3]","[12,24,36]",0.5,True,2,1,0.0,0.0,0,0.0,0.0,0.0,False,0.0,0.0,0,
