pair,sig_tf,hold,d,is_n,is_wr,is_ppd,oos_n,oos_wr,oos_ppd,oos_dd
USD_JPY,1,128,trd,2201,47.069513857337576,-2.4003224691018907,944,48.6228813559322,-2.494760116909473,-2173.3000000001452
CHF_JPY,3,512,trd,554,52.888086642599276,2.1340293818353517,238,50.0,-2.5359823481164754,-3146.3000000000293
CHF_JPY,48,512,ctr,554,43.682310469314075,-5.119121113624992,238,49.159663865546214,-2.552983607314948,-2057.7000000000317
GBP_USD,12,512,trd,554,48.194945848375454,1.070450409508086,238,50.84033613445378,-2.5576414865472876,-2203.9999999999627
AUD_USD,1,128,ctr,2201,47.25124943207633,-3.4477685019606716,944,46.92796610169492,-2.5667243510502358,-1561.3999999998305
AUD_USD,12,512,ctr,554,50.18050541516246,-0.6826623460021477,238,46.21848739495798,-2.5727795940527582,-1499.5999999999476
EUR_GBP,48,256,ctr,1105,50.588235294117645,-0.3025424080460505,474,45.9915611814346,-2.590013747213088,-1154.600000000029
EUR_GBP,3,256,ctr,1105,49.23076923076923,-0.053577292800851155,474,46.20253164556962,-2.637524115384377,-1265.000000000054
EUR_JPY,1,128,ctr,2201,47.523852794184464,-4.272639721791235,944,48.516949152542374,-2.6528951168512753,-2398.4000000000256
GBP_USD,1,512,trd,554,47.292418772563174,-2.946651517995598,238,51.26050420168067,-2.6547582685442617,-2336.9999999999977
EUR_JPY,12,3072,ctr,93,50.53763440860215,1.5834181329592316,40,52.5,-2.6836371197855824,-1926.499999999996
GBP_USD,48,512,trd,554,48.55595667870036,-2.812807872039831,238,49.159663865546214,-2.720434365722036,-2208.100000000004
AUD_JPY,1,128,ctr,2201,47.478418900499776,-1.5369114494313485,944,47.13983050847458,-2.7334764275730734,-1630.4000000000274
NZD_USD,48,128,ctr,2201,47.523852794184464,-2.8666839229790733,944,46.71610169491525,-2.735805367189945,-1463.100000000231
USD_JPY,1,3072,ctr,93,50.53763440860215,-3.36979262786632,40,40.0,-2.7588618693899454,-1736.4999999999982
AUD_USD,3,128,trd,2201,47.342117219445704,-4.117982592200752,944,47.35169491525424,-2.765848688238269,-1540.9999999998602
AUD_JPY,1,3072,trd,93,41.935483870967744,-0.6351598020134508,40,50.0,-2.77027367350947,-875.6000000000031
AUD_JPY,1,512,trd,554,49.09747292418773,-2.0690992797794343,238,46.21848739495798,-2.773068401049009,-2161.3000000000047
CAD_JPY,48,256,ctr,1105,46.78733031674208,-2.786616741916,474,46.835443037974684,-2.7898367662857204,-1632.0999999999717
AUD_USD,3,3072,trd,93,44.086021505376344,-1.2765935249310787,40,32.5,-2.8038104039831953,-1533.9999999999868
EUR_JPY,3,256,ctr,1105,47.873303167420815,-3.4152038648870597,474,48.52320675105485,-2.8450326351905972,-2777.6000000000154
CAD_JPY,12,512,ctr,554,49.458483754512635,-3.5237526551338556,238,47.89915966386555,-2.860170742695923,-1153.2999999999395
AUD_USD,1,512,trd,554,45.667870036101085,-3.4895946413222005,238,46.63865546218487,-2.8755417441630913,-1630.3999999999673
GBP_JPY,48,512,ctr,554,46.02888086642599,-6.605542437684556,238,46.21848739495798,-2.8902140637455855,-1601.7000000000392
CHF_JPY,48,512,trd,554,53.24909747292419,1.5560319702822736,238,47.47899159663865,-2.9041877014429054,-2349.8000000000075
NZD_USD,3,3072,trd,93,43.01075268817204,-1.1408577440994214,40,35.0,-2.9142021417927255,-1643.2000000000157
CHF_JPY,3,512,ctr,554,43.32129963898917,-5.468269791244731,238,46.63865546218487,-2.9211889606413783,-3354.400000000018
EUR_USD,1,3072,trd,93,51.61290322580645,-0.9805242098815325,40,45.0,-2.9526296454605863,-1936.2000000000212
CAD_JPY,1,128,ctr,2201,46.06996819627442,-5.651010185834495,944,46.92796610169492,-2.9880295276271713,-2172.1999999999507
USD_JPY,48,128,trd,2201,49.750113584734216,-2.1214815400274536,944,50.529661016949156,-3.0199360003696762,-2466.199999999972
USD_JPY,3,3072,ctr,93,52.68817204301075,-1.8763006945336433,40,47.5,-3.030183334681112,-2715.0999999999954
AUD_USD,12,64,ctr,4368,46.61172161172161,-5.646628399805758,1872,47.38247863247863,-3.056966140267002,-1574.3999999998014
NZD_USD,1,256,ctr,1105,45.70135746606335,-3.5385909760026193,474,46.20253164556962,-3.0599937617691544,-1505.900000000108
GBP_JPY,1,512,ctr,554,49.458483754512635,-1.2260038135132911,238,47.05882352941176,-3.0755976571976458,-2911.0999999999854
NZD_JPY,1,512,trd,554,50.18050541516246,-2.947249034272234,238,45.378151260504204,-3.1054080842854606,-1641.2000000000016
USD_JPY,12,128,ctr,2201,48.47796456156293,-5.608287772058887,944,46.50423728813559,-3.1112304333262695,-3814.6000000000386
AUD_USD,48,64,ctr,4367,46.94298145179757,-5.225379424810912,1872,48.13034188034188,-3.1482605732233395,-1659.1999999997888
CHF_JPY,12,512,trd,554,49.63898916967509,-2.054260958910871,238,46.21848739495798,-3.1715499693864113,-3133.3999999999905
GBP_USD,48,256,trd,1105,50.85972850678733,0.267388533773255,474,47.67932489451477,-3.173646015041029,-2155.4000000000215
AUD_USD,3,512,trd,554,51.08303249097473,0.3160861103153421,238,44.957983193277315,-3.18924991046975,-1544.0999999999694
NZD_USD,1,128,trd,2201,46.61517492049069,-4.266465386933511,944,47.98728813559322,-3.2334997631790587,-1598.400000000304
CAD_JPY,48,256,trd,1105,49.502262443438916,-2.2116069117458457,474,48.31223628691983,-3.3080258308975607,-1914.799999999935
NZD_USD,12,256,ctr,1105,45.88235294117647,-3.2248949307937402,474,45.9915611814346,-3.3098889825909765,-2409.100000000092
AUD_JPY,48,128,trd,2201,45.842798727850976,-4.885591835524867,944,49.36440677966102,-3.3357402123310185,-2287.8000000000557
NZD_JPY,3,128,ctr,2201,47.114947751022264,-4.552675683419089,944,47.88135593220339,-3.3683453669580885,-2640.2999999999633
AUD_USD,1,256,ctr,1105,46.244343891402714,-3.4606151019075666,474,47.257383966244724,-3.3881413536959593,-1604.6999999999168
NZD_JPY,48,512,ctr,554,48.194945848375454,-2.748674458352633,238,43.69747899159664,-3.4081702343957345,-1824.099999999989
CHF_JPY,3,3072,trd,93,45.16129032258064,1.3979889151246039,40,50.0,-3.4081702343957945,-2523.9000000000174
AUD_USD,3,64,ctr,4368,45.81043956043956,-8.272015333088973,1872,46.68803418803419,-3.425171493593375,-1741.9999999997697
EUR_USD,1,64,ctr,4368,47.069597069597066,-7.553103666307472,1872,47.22222222222222,-3.502492288853107,-2136.300000000038
EUR_JPY,3,128,trd,2201,47.02407996365289,-5.94697991483811,944,46.39830508474576,-3.522288275591127,-2444.600000000023
EUR_GBP,48,128,ctr,2201,47.296683325761016,-3.0138720991120858,944,45.44491525423729,-3.536494807250473,-1553.2000000000958
EUR_JPY,3,256,trd,1105,48.68778280542986,-1.5708702911509094,474,48.9451476793249,-3.5721275833786783,-2768.9000000000533
GBP_USD,12,256,ctr,1105,46.69683257918552,-4.005948290340601,474,48.10126582278481,-3.586799902960911,-2478.900000000012
GBP_JPY,48,64,ctr,4367,46.71399129837417,-14.264804829132634,1872,47.38247863247863,-3.6065958896993457,-3193.6000000001177
GBP_USD,1,3072,trd,93,51.61290322580645,-0.7285715132534464,40,40.0,-3.6587641371024624,-2206.0999999999976
AUD_JPY,3,3072,trd,93,45.16129032258064,-1.8636532666791823,40,45.0,-3.678560123840457,-1676.200000000007
AUD_USD,1,3072,trd,93,43.01075268817204,-2.344653869332835,40,37.5,-3.684848260804234,-2003.4999999999868
EUR_GBP,48,128,trd,2201,42.571558382553384,-4.688710222389303,944,42.902542372881356,-3.7053429294273537,-1681.5000000000914
AUD_USD,3,128,ctr,2201,48.43253066787824,-2.2873918928260597,944,46.92796610169492,-3.735619144437684,-1826.5999999998508
NZD_JPY,3,3072,trd,93,48.38709677419355,-2.486464398976486,40,37.5,-3.783362406570945,-1627.0000000000039
GBP_JPY,12,512,trd,554,49.277978339350184,-1.6453606536323186,238,46.63865546218487,-3.8008294536925593,-3575.7999999999483
USD_JPY,1,256,trd,1105,49.049773755656105,-2.9248421739002315,474,50.84388185654009,-3.813871515543779,-3010.8000000000457
CHF_JPY,12,256,ctr,1105,46.9683257918552,-4.027060532113716,474,45.78059071729958,-3.8369280177443805,-2465.299999999962
NZD_JPY,12,128,ctr,2201,47.56928668786915,-4.9309034864994725,944,49.68220338983051,-3.839955639245312,-2656.3999999999314
USD_JPY,12,256,trd,1105,49.59276018099548,0.5781965836451765,474,50.84388185654009,-3.868834490486908,-2339.8000000000793
AUD_JPY,3,256,trd,1105,47.33031674208144,-2.1869095723134357,474,47.89029535864979,-3.8716292180261704,-2619.700000000008
EUR_JPY,12,128,ctr,2201,47.523852794184464,-7.015538189470321,944,48.41101694915254,-3.876519991220091,-2659.399999999958
USD_JPY,1,512,trd,554,51.624548736462096,1.8851638526363057,238,50.0,-3.9070291001929855,-1920.3000000000118
EUR_JPY,48,128,ctr,2201,49.159472966833256,-5.4181780100574,944,47.35169491525424,-3.9328803299330337,-3157.600000000014
AUD_USD,1,128,trd,2201,48.25079509313948,-2.94306642033582,944,47.35169491525424,-3.9347434816257167,-1804.0999999998435
NZD_USD,1,128,ctr,2201,47.296683325761016,-3.6136788547606224,944,45.86864406779661,-3.977363076603939,-1973.7000000003127
USD_JPY,3,256,trd,1105,47.69230769230769,-2.9873822108497294,474,48.52320675105485,-4.007872185575963,-2566.900000000023
NZD_USD,1,64,ctr,4368,45.19230769230769,-8.547868680781681,1872,47.06196581196581,-4.063766736366825,-1919.4000000005922
NZD_USD,3,256,trd,1105,47.873303167420815,-2.8984518716842618,474,45.78059071729958,-4.073781176715584,-1795.8000000001346
EUR_USD,48,512,ctr,554,49.277978339350184,0.1326486134026658,238,48.739495798319325,-4.133402030890934,-2213.5000000000337
USD_JPY,12,3072,ctr,93,58.06451612903226,2.8754474950355333,40,37.5,-4.183474232639837,-1895.200000000003
NZD_USD,1,512,trd,554,46.02888086642599,-2.8479617463125133,238,45.79831932773109,-4.200009703915284,-1831.4000000000924
EUR_JPY,48,64,ctr,4367,45.9354247767346,-10.755093806498722,1872,47.06196581196581,-4.273371301826201,-3792.699999999949
CAD_JPY,12,256,trd,1105,49.140271493212666,-0.8672948754680195,474,48.734177215189874,-4.343239490313199,-2234.7999999999606
CHF_JPY,48,128,trd,2201,45.888232621535664,-5.767625445815591,944,50.21186440677966,-4.347664475583987,-2689.2999999999665
AUD_JPY,48,512,ctr,554,46.75090252707581,-4.115891285232965,238,45.378151260504204,-4.368857826091991,-1929.0999999999954
CHF_JPY,1,3072,ctr,93,51.61290322580645,-1.551152254023479,40,35.0,-4.376310432863946,-2857.900000000007
GBP_USD,3,256,trd,1105,49.502262443438916,0.2509568361673318,474,47.67932489451477,-4.406586647874908,-3282.7000000000253
EUR_USD,3,256,ctr,1105,46.425339366515836,-2.9230496250702873,474,47.46835443037975,-4.418930027841068,-2245.0000000000355
EUR_USD,12,256,ctr,1105,45.61085972850679,-3.3457923907567166,474,48.734177215189874,-4.462015410741397,-2963.300000000014
AUD_USD,3,256,trd,1105,47.23981900452488,-2.5663324079469834,474,42.616033755274266,-4.472262745052536,-2143.0999999999194
NZD_USD,48,128,trd,2201,45.61562925942753,-5.123004969423047,944,47.13983050847458,-4.475057472593051,-2206.600000000331
USD_JPY,12,64,trd,4368,45.90201465201465,-7.8632146138576315,1872,49.03846153846153,-4.479482457863974,-2830.4000000003307
NZD_JPY,3,512,ctr,554,45.48736462093863,-3.4629055809679645,238,44.537815126050425,-4.50556658156486,-2390.100000000001
GBP_USD,3,128,trd,2201,47.342117219445704,-6.240161234550756,944,45.233050847457626,-4.689785705208696,-2936.7999999998956
EUR_GBP,48,64,ctr,4367,43.78291733455462,-6.83548661812547,1872,42.52136752136752,-4.783641971743606,-2127.800000000209
EUR_GBP,12,128,ctr,2201,45.70649704679691,-3.721729714777092,944,43.75,-4.790628790592053,-2165.500000000034
EUR_JPY,1,512,trd,554,53.24909747292419,3.6605838824727233,238,47.47899159663865,-4.825329990873691,-2659.3999999999896
CHF_JPY,3,256,trd,1105,47.420814479638004,-2.2861968602734444,474,47.46835443037975,-4.827891824451845,-3364.5000000001073
EUR_USD,12,512,ctr,554,50.722021660649816,-0.51027890020653,238,43.69747899159664,-4.917555999676618,-2712.8000000000343
CHF_JPY,1,256,ctr,1105,48.5972850678733,-2.003870419585463,474,49.36708860759494,-4.973450550466119,-3539.700000000023
CAD_JPY,12,128,trd,2201,47.114947751022264,-2.8091231883342394,944,47.88135593220339,-4.97764264177523,-2600.099999999945
NZD_USD,12,128,trd,2201,46.297137664697864,-4.619199162212874,944,47.66949152542373,-4.994411007013034,-2324.60000000033
NZD_JPY,3,256,trd,1105,47.873303167420815,-2.1343281399737486,474,46.62447257383967,-5.007918856786423,-2671.899999999986
EUR_USD,1,128,ctr,2201,46.887778282598816,-4.520409804483391,944,45.97457627118644,-5.0451818906458525,-2327.899999999867
EUR_GBP,1,128,trd,2201,45.02498864152658,-4.022280401901087,944,39.936440677966104,-5.045880572531299,-2154.700000000133
GBP_USD,48,64,ctr,4367,45.52324250057247,-8.543088550568175,1872,46.955128205128204,-5.067539710961305,-2325.099999999917
NZD_USD,3,128,ctr,2201,47.478418900499776,-2.532473152273939,944,46.186440677966104,-5.078485727158999,-2354.3000000002967
GBP_USD,3,128,ctr,2201,47.751022262607904,-2.883016034538776,944,49.36440677966102,-5.129256610792114,-2600.2999999999915
USD_JPY,12,128,trd,2201,47.20581553839164,-2.1057469447439168,944,50.317796610169495,-5.157203886187053,-2975.3000000000593
CHF_JPY,1,512,ctr,554,49.277978339350184,-0.6180310020845992,238,47.47899159663865,-5.157669674110223,-2950.2000000000153
CAD_JPY,3,256,trd,1105,47.511312217194565,-3.8810673885337224,474,48.52320675105485,-5.196097177777874,-3004.7999999999333
USD_JPY,48,128,ctr,2201,45.38845979100409,-5.5865780140094285,944,46.29237288135593,-5.248498319143647,-4034.4000000001106
GBP_JPY,12,128,trd,2201,47.069513857337576,-4.683631334037959,944,47.13983050847458,-5.280404791885819,-2904.100000000071
USD_JPY,48,256,trd,1105,47.782805429864254,-4.126248234027322,474,46.835443037974684,-5.3053244457794815,-3067.1000000000354
USD_JPY,1,64,ctr,4368,47.413003663003664,-9.27275551032952,1872,47.863247863247864,-5.34468352529468,-3878.100000000274
EUR_JPY,48,512,ctr,554,46.02888086642599,-2.10734032148114,238,44.537815126050425,-5.381247877268492,-2133.699999999972
AUD_JPY,3,512,ctr,554,46.3898916967509,-3.912038648870223,238,47.47899159663865,-5.387303120270755,-2899.9999999999864
AUD_JPY,48,256,trd,1105,50.95022624434389,-1.8467236388424944,474,48.52320675105485,-5.395221514966044,-3005.00000000003
NZD_JPY,48,128,trd,2201,45.433893684688776,-7.332918918384917,944,48.19915254237288,-5.465555491376155,-2615.299999999961
AUD_USD,12,128,trd,2201,47.97819173103135,-3.3202983629552683,944,46.71610169491525,-5.528203967052447,-2527.099999999819
AUD_USD,48,128,trd,2201,47.61472058155384,-3.651421966231361,944,44.809322033898304,-5.565932788835472,-2477.5999999998344
GBP_JPY,12,3072,trd,93,48.38709677419355,-4.5793647437733815,40,35.0,-5.597140579693392,-4674.300000000008
EUR_GBP,3,128,trd,2201,45.61562925942753,-3.627820073306633,944,42.16101694915254,-5.62764968866628,-2462.0000000000923
CHF_JPY,1,256,trd,1105,46.244343891402714,-5.054788527845633,474,44.72573839662447,-5.690531058304633,-2953.6000000001286
NZD_USD,3,64,ctr,4368,45.16941391941392,-8.305077900394656,1872,45.993589743589745,-5.696353407346229,-2647.7000000005396
AUD_JPY,3,128,trd,2201,46.251703771013176,-6.3633491735739796,944,47.77542372881356,-5.701477074500684,-2570.500000000057
USD_JPY,1,128,ctr,2201,47.88732394366197,-5.3258617453247075,944,48.19915254237288,-5.77367420260385,-3354.2000000000016
AUD_JPY,12,256,trd,1105,48.68778280542986,-3.1307861172309273,474,50.0,-5.793004401418672,-2885.0000000000377
CHF_JPY,3,256,ctr,1105,46.9683257918552,-4.872247305347905,474,46.62447257383967,-5.83608978431891,-3040.4999999999936
EUR_USD,3,128,ctr,2201,48.20536119945479,-2.353517027435408,944,46.71610169491525,-5.85215946767096,-2611.2000000000025
CAD_JPY,3,128,trd,2201,47.38755111313039,-4.245651903298696,944,47.66949152542373,-5.87544886383315,-2859.199999999948
AUD_JPY,3,128,ctr,2201,47.751022262607904,-2.377716436637263,944,45.97457627118644,-5.902231669420071,-2865.100000000038
NZD_JPY,12,256,trd,1105,49.321266968325794,-2.814700006915709,474,48.10126582278481,-5.906423760729264,-2889.6000000000313
EUR_GBP,1,64,trd,4368,40.705128205128204,-9.11461286912583,1872,41.82692307692308,-6.056174578053622,-2650.900000000271
EUR_USD,1,256,ctr,1105,49.59276018099548,-1.9963018800816874,474,46.62447257383967,-6.1970754248352184,-2905.2000000000585
NZD_JPY,1,256,trd,1105,49.321266968325794,-1.6689625465575084,474,46.20253164556962,-6.199637258413001,-3353.70000000001
USD_JPY,12,512,ctr,554,47.292418772563174,-4.029351011173918,238,50.42016806722689,-6.292329055139151,-2959.000000000029
USD_JPY,3,64,ctr,4368,47.68772893772894,-7.166908979539823,1872,48.07692307692308,-6.352182803277195,-3440.50000000037
GBP_USD,3,64,ctr,4368,45.58150183150183,-12.712656714648183,1872,45.4059829059829,-6.395501080137711,-3284.3999999999614
NZD_USD,12,64,ctr,4368,45.05494505494506,-7.296669597605565,1872,45.56623931623932,-6.405515520489379,-2962.600000000559
CAD_JPY,3,128,ctr,2201,46.79691049522944,-5.830464240903215,944,45.76271186440678,-6.518236197913575,-3175.099999999932
NZD_USD,48,64,ctr,4367,45.91252576139226,-6.37460239678359,1872,46.047008547008545,-6.549211094811049,-2843.000000000638
EUR_GBP,12,64,ctr,4368,44.001831501831504,-5.843510012942667,1872,42.2008547008547,-6.616983237642398,-2870.600000000188
EUR_JPY,12,256,trd,1105,49.502262443438916,-2.8733561880673086,474,45.9915611814346,-6.645629194921677,-3546.900000000021
GBP_JPY,3,512,ctr,554,45.12635379061371,-8.065374287436008,238,48.739495798319325,-6.77465244966092,-5429.699999999986
CHF_JPY,12,256,trd,1105,48.5972850678733,-2.7757618628915686,474,48.31223628691983,-6.827053591026373,-3246.0000000000828
AUD_JPY,3,64,ctr,4368,45.92490842490842,-9.050379869391826,1872,46.58119658119658,-6.865713988655415,-3222.7999999998906
EUR_JPY,12,64,ctr,4368,47.09249084249084,-9.283411217261408,1872,47.32905982905983,-6.964926816307015,-3137.3999999999214
EUR_GBP,3,64,ctr,4368,43.17765567765568,-7.279739969768993,1872,41.29273504273504,-6.989613576239793,-3048.3000000002266
EUR_GBP,3,64,trd,4368,41.59798534798535,-7.894484632332313,1872,40.97222222222222,-7.033164747063412,-3040.4000000002443
CHF_JPY,3,128,trd,2201,46.97864606996819,-6.001752240192238,944,46.29237288135593,-7.083935630696811,-4041.3000000000384
GBP_JPY,48,128,trd,2201,47.523852794184464,-4.961974332881988,944,48.41101694915254,-7.125856543788879,-3432.099999999984
GBP_USD,1,256,ctr,1105,48.23529411764706,-2.567228682361809,474,45.358649789029535,-7.169640608574003,-3486.3999999999583
GBP_JPY,1,3072,ctr,93,44.086021505376344,-2.827845365000612,40,37.5,-7.2627981932234205,-4030.2999999999965
EUR_USD,3,64,trd,4368,44.29945054945055,-6.860283543603412,1872,46.36752136752137,-7.296334923697261,-3170.4000000000265
USD_JPY,48,64,ctr,4367,46.18731394550034,-8.477063002005647,1872,46.52777777777778,-7.361312338991127,-3508.9000000004403
NZD_USD,48,64,trd,4367,44.99656514769865,-9.429404360841822,1872,44.177350427350426,-7.377149128381752,-3540.100000000475
AUD_JPY,1,64,ctr,4368,46.47435897435898,-9.360988747171811,1872,46.47435897435898,-7.377847810265045,-3735.699999999872
EUR_JPY,3,64,ctr,4368,46.81776556776557,-9.712527489898108,1872,46.20726495726496,-7.405562191698293,-3694.5999999999062
EUR_GBP,12,64,trd,4368,40.315934065934066,-9.363279226232677,1872,40.06410256410257,-7.405795085660807,-3208.000000000278
CAD_JPY,12,128,ctr,2201,46.660608814175376,-7.144004188936693,944,45.55084745762712,-7.416042419971498,-3662.2999999999583
EUR_USD,3,64,ctr,4368,47.34432234432234,-6.9045993341170275,1872,45.56623931623932,-7.440729179903594,-3332.900000000002
USD_JPY,48,512,ctr,554,45.48736462093863,-5.194706922613464,238,49.159663865546214,-7.4779922137635335,-3815.9000000000465
NZD_JPY,48,256,trd,1105,49.59276018099548,-1.9970985684505835,474,45.78059071729958,-7.480554047341297,-3468.7000000000244
NZD_USD,12,64,trd,4368,45.42124542124542,-8.497577727502264,1872,44.65811965811966,-7.520844702703422,-3296.90000000054
AUD_USD,48,32,ctr,8602,44.85003487561032,-13.098851401415528,3687,45.077298616761595,-7.628208819008719,-3523.199999999278
GBP_JPY,3,128,ctr,2201,46.569741026806,-8.734194173030494,944,45.76271186440678,-7.688994142994428,-4640.500000000133
AUD_JPY,48,64,ctr,4367,46.21021296084268,-8.074735375769224,1872,46.47435897435898,-7.772370181255229,-3422.399999999976
EUR_GBP,1,64,ctr,4368,43.223443223443226,-6.0497527144117935,1872,40.43803418803419,-7.966603745249582,-3465.0000000001987
EUR_USD,12,128,trd,2201,48.159927305770104,-4.901426016854458,944,46.71610169491525,-8.03460878204303,-3614.599999999966
CAD_JPY,1,256,trd,1105,48.50678733031674,-3.2477997213961114,474,47.04641350210971,-8.080488892482801,-4179.8999999999505
USD_JPY,3,512,trd,554,52.52707581227437,5.0453278534662,238,47.05882352941176,-8.098421727528086,-4038.9000000000515
AUD_JPY,1,256,trd,1105,48.77828054298642,-2.4418498503244814,474,44.72573839662447,-8.18692143294485,-4113.900000000014
NZD_USD,3,64,trd,4368,45.12362637362637,-7.3990440529945225,1872,44.230769230769226,-8.23000681584657,-3550.600000000628
GBP_JPY,3,256,trd,1105,49.86425339366516,-2.6555615052509163,474,47.89029535864979,-8.232102861499904,-5191.7000000000935
AUD_JPY,48,128,ctr,2201,49.432076328941385,-3.9049680395972692,944,44.38559322033898,-8.267968531589737,-4130.900000000019
EUR_JPY,1,64,ctr,4368,47.61904761904761,-8.801613926239087,1872,46.47435897435898,-8.46802444462419,-5462.800000000002
GBP_USD,48,128,trd,2201,46.97864606996819,-4.320042679733908,944,44.27966101694915,-8.488752007208431,-4080.499999999915
GBP_USD,12,128,trd,2201,47.523852794184464,-5.916008654501504,944,46.71610169491525,-8.557921513810607,-3840.8999999999314
EUR_USD,48,128,trd,2201,46.569741026806,-4.316059237890129,944,45.97457627118644,-8.698356572669361,-3919.099999999893
EUR_JPY,48,256,trd,1105,49.86425339366516,0.3276380916625875,474,44.936708860759495,-8.737482758222336,-4343.400000000002
NZD_JPY,48,128,ctr,2201,48.06905951840073,-4.0515586994536,944,45.233050847457626,-8.83739426775869,-3859.6999999999834
AUD_JPY,1,128,trd,2201,46.79691049522944,-7.171489937659869,944,46.61016949152542,-8.870232316347682,-3870.0000000000205
EUR_JPY,48,128,trd,2201,46.887778282598816,-4.151443503689838,944,47.03389830508475,-8.906563774360816,-4577.500000000008
GBP_USD,1,128,trd,2201,47.296683325761016,-4.58653493909244,944,47.35169491525424,-8.962458325150411,-4047.999999999965
EUR_JPY,12,128,trd,2201,47.932757837346664,-2.4977176221853457,944,45.97457627118644,-8.962924113073758,-4318.600000000015
USD_JPY,48,64,trd,4367,47.37806274330204,-6.789776622966749,1872,48.18376068376068,-9.0097357993608,-5307.900000000209
GBP_JPY,1,256,trd,1105,48.23529411764706,-6.90201009691859,474,47.46835443037975,-9.112907824359334,-4804.700000000106
AUD_USD,3,64,trd,4368,46.42857142857143,-4.450699572214034,1872,44.55128205128205,-9.14714323671706,-4011.7999999997073
EUR_GBP,48,64,trd,4367,41.470116784978245,-8.256579495944823,1872,39.743589743589745,-9.239136351559598,-3996.0000000002683
GBP_JPY,12,256,trd,1105,48.77828054298642,-5.455224019205957,474,48.734177215189874,-9.312032161547243,-4689.300000000068
EUR_JPY,3,128,ctr,2201,48.750567923671056,-3.4844161669249734,944,47.98728813559322,-9.317155828702722,-4481.199999999974
AUD_USD,3,32,ctr,8603,44.565849122399165,-13.738592161549228,3687,45.21291022511527,-9.342774164479664,-4220.899999999286
EUR_USD,12,32,ctr,8603,43.333720795071486,-14.688344283187545,3687,44.5348521833469,-9.346966255790523,-4245.100000000041
EUR_JPY,1,256,trd,1105,48.5972850678733,-4.404292474732959,474,45.78059071729958,-9.382831925880643,-4567.900000000035
CHF_JPY,48,256,trd,1105,49.23076923076923,-3.864436518835578,474,44.51476793248945,-9.39331215415373,-4550.300000000065
CAD_JPY,48,64,ctr,4367,45.729333638653536,-9.36566929133841,1872,44.01709401709402,-9.401696336771503,-4120.499999999764
CAD_JPY,1,128,trd,2201,47.66015447523853,-4.381686442268588,944,46.50423728813559,-9.405655534119555,-4238.999999999951
AUD_USD,48,64,trd,4367,45.27135333180673,-7.594133117299402,1872,43.108974358974365,-9.424054157087097,-4330.299999999667
CAD_JPY,3,64,ctr,4368,45.23809523809524,-10.101610172003163,1872,45.032051282051285,-9.458755357369167,-4387.199999999747
AUD_USD,12,64,trd,4368,46.10805860805861,-7.158942095850904,1872,43.85683760683761,-9.515348590043432,-4130.299999999664
AUD_USD,12,32,ctr,8603,44.06602348018133,-14.194895424770582,3687,45.375644155139675,-9.776888508945403,-4762.999999999286
NZD_USD,1,64,trd,4368,45.467032967032964,-7.132253035497832,1872,43.162393162393165,-9.862593486825975,-4264.200000000553
AUD_JPY,12,128,trd,2201,47.069513857337576,-2.832924253351602,944,45.021186440677965,-9.939215600198684,-4667.399999999997
USD_JPY,3,64,trd,4368,44.505494505494504,-8.218836384474013,1872,46.63461538461539,-10.018865335074732,-4551.70000000034
AUD_USD,1,64,trd,4368,47.0467032967033,-4.1563232199481694,1872,43.64316239316239,-10.098747963909917,-4333.4999999996735
AUD_JPY,12,64,trd,4368,46.7032967032967,-7.072003477607615,1872,43.91025641025641,-10.173972713514788,-5054.699999999919
EUR_JPY,1,128,trd,2201,48.34166288050886,-5.1603497367095095,944,45.86864406779661,-10.186548987442574,-4421.899999999962
CHF_JPY,12,128,ctr,2201,45.16129032258064,-9.167493059603594,944,45.021186440677965,-10.190275290828637,-5628.800000000034
CHF_JPY,1,128,trd,2201,47.20581553839164,-6.259182169355585,944,45.97457627118644,-10.291118376211417,-4891.899999999972
USD_JPY,3,128,ctr,2201,47.61472058155384,-3.5049308924216365,944,46.61016949152542,-10.372631262779931,-5458.900000000083
GBP_JPY,48,256,trd,1105,49.411764705882355,-1.1570902696132255,474,46.41350210970464,-10.41478506983359,-5104.500000000063
NZD_JPY,12,128,trd,2201,46.1608359836438,-6.380577559549091,944,43.75,-10.462994119889531,-4815.099999999982
GBP_JPY,3,128,trd,2201,47.79645615629259,-5.751791264485766,944,46.61016949152542,-10.63766459110711,-4856.200000000015
CAD_JPY,1,64,trd,4368,45.4441391941392,-8.668367796559759,1872,44.123931623931625,-10.666543442347738,-4685.999999999738
CAD_JPY,12,64,trd,4368,46.08516483516483,-8.862261828312661,1872,43.91025641025641,-10.769016785462155,-4791.699999999818
NZD_JPY,3,64,ctr,4368,44.61996336996337,-11.589724458846517,1872,44.65811965811966,-10.871024340653655,-4876.899999999998
NZD_JPY,3,128,trd,2201,45.93366651522036,-6.745062488267944,944,45.55084745762712,-10.934604392176755,-4714.4999999999845
USD_JPY,1,64,trd,4368,45.55860805860806,-6.09635898398563,1872,46.848290598290596,-11.026364613057247,-5289.0000000004
EUR_USD,48,32,ctr,8602,44.14089746570565,-12.219705786462669,3687,45.21291022511527,-11.033817219827869,-5076.2999999998
NZD_USD,3,32,ctr,8603,42.84551900499826,-17.281266165444087,3687,43.992405749932196,-11.139551078408108,-4895.600000001121
