id,strategy,pair,account_id,trade_id,direction,entry_price,exit_price,entry_time,exit_time,pnl_pips,exit_reason,hours_held,units,mfe_pips,mae_pips,capture_ratio,amddp1,pnl_over_mae,is_paper,label
899,range_neat,EUR_JPY,001-001-${OANDA_CUSTOMER_ID}-007,5046,1,184.162,184.012,2026-04-05 21:08:02.412144,2026-04-05 21:08:08.009915,-15.0,S5_SOFT_STOP,0.0,1,0.0,37.0,0.0,,,false,""
903,range_neat,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-007,5074,1,199.636,199.336,2026-04-05 21:08:08.494251,2026-04-05 21:08:08.831416,-30.0,S5_SOFT_STOP,0.0,1,0.0,36.0,0.0,,,false,""
905,asi_mc_008,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-008,3339,1,199.636,199.336,2026-04-05 21:08:08.491312,2026-04-05 21:08:08.832159,-30.0,S5_SOFT_STOP,0.0,1,0.0,36.0,0.0,,,false,""
906,wf_pnlmae,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-013,2793,1,199.636,199.336,2026-04-05 21:08:08.494196,2026-04-05 21:08:08.832544,-30.0,S5_SOFT_STOP,0.0,1,0.0,36.0,0.0,,,false,""
904,pnl_mae_a,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-012,2387,1,199.636,199.336,2026-04-05 21:08:08.504908,2026-04-05 21:08:08.858998,-30.0,S5_SOFT_STOP,0.0,1,0.0,36.0,0.0,,,false,""
907,asi_mc_008,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-008,3347,1,199.636,199.336,2026-04-05 21:08:08.951277,2026-04-05 21:08:09.2819,-30.0,S5_SOFT_STOP,0.0,1,0.0,15.0,0.0,,,false,""
909,wf_pnlmae,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-013,2801,1,199.636,199.336,2026-04-05 21:08:08.953475,2026-04-05 21:08:09.308045,-30.0,S5_SOFT_STOP,0.0,1,0.0,15.0,0.0,,,false,""
910,range_neat,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-007,5082,1,199.636,199.336,2026-04-05 21:08:08.956869,2026-04-05 21:08:09.313827,-30.0,S5_SOFT_STOP,0.0,1,0.0,15.0,0.0,,,false,""
908,pnl_mae_a,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-012,2395,1,199.636,199.336,2026-04-05 21:08:08.993219,2026-04-05 21:08:09.345693,-30.0,S5_SOFT_STOP,0.0,1,0.0,15.0,0.0,,,false,""
911,asi_mc_008,EUR_JPY,001-001-${OANDA_CUSTOMER_ID}-008,3335,1,184.162,184.012,2026-04-05 21:08:08.115516,2026-04-05 21:08:13.752369,-15.0,S5_SOFT_STOP,0.0,1,0.0,37.0,0.0,,,false,""
913,perpair_a,EUR_JPY,001-001-${OANDA_CUSTOMER_ID}-011,764,1,184.162,184.012,2026-04-05 21:08:08.127969,2026-04-05 21:08:13.75749,-15.0,S5_SOFT_STOP,0.0,1,0.0,37.0,0.0,,,false,""
914,wf_pnlmae,EUR_JPY,001-001-${OANDA_CUSTOMER_ID}-013,2789,1,184.162,184.012,2026-04-05 21:08:08.122166,2026-04-05 21:08:13.76724,-15.0,S5_SOFT_STOP,0.0,1,0.0,37.0,0.0,,,false,""
915,ensemble_short,EUR_JPY,001-001-${OANDA_CUSTOMER_ID}-004,2376,-1,184.012,184.162,2026-04-05 21:08:07.897281,2026-04-05 21:08:13.769993,-15.0,S5_TRAIL_TP,0.0,1,22.0,7.5,-0.68,,,false,""
916,pnl_mae_a,EUR_JPY,001-001-${OANDA_CUSTOMER_ID}-012,2383,1,184.162,184.012,2026-04-05 21:08:08.140429,2026-04-05 21:08:13.77589,-15.0,S5_SOFT_STOP,0.0,1,0.0,37.0,0.0,,,false,""
912,range_neat,EUR_JPY,001-001-${OANDA_CUSTOMER_ID}-007,5070,1,184.162,184.012,2026-04-05 21:08:08.143429,2026-04-05 21:08:13.80632,-15.0,S5_SOFT_STOP,0.0,1,0.0,37.0,0.0,,,false,""
917,wf_pnlmae,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-013,2813,1,199.636,199.336,2026-04-05 21:08:14.302822,2026-04-05 21:08:14.631849,-30.0,S5_SOFT_STOP,0.0,1,0.0,36.0,0.0,,,false,""
918,asi_mc_008,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-008,3359,1,199.636,199.336,2026-04-05 21:08:14.296415,2026-04-05 21:08:14.632176,-30.0,S5_SOFT_STOP,0.0,1,0.0,36.0,0.0,,,false,""
919,range_neat,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-007,5094,1,199.636,199.336,2026-04-05 21:08:14.298545,2026-04-05 21:08:14.653561,-30.0,S5_SOFT_STOP,0.0,1,0.0,36.0,0.0,,,false,""
920,pnl_mae_a,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-012,2407,1,199.636,199.336,2026-04-05 21:08:14.307672,2026-04-05 21:08:14.654641,-30.0,S5_SOFT_STOP,0.0,1,0.0,36.0,0.0,,,false,""
921,asi_mc_008,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-008,3367,1,199.636,199.336,2026-04-05 21:08:14.75134,2026-04-05 21:08:15.092324,-30.0,S5_SOFT_STOP,0.0,1,0.0,15.0,0.0,,,false,""
923,wf_pnlmae,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-013,2821,1,199.636,199.336,2026-04-05 21:08:14.75461,2026-04-05 21:08:15.094755,-30.0,S5_SOFT_STOP,0.0,1,0.0,15.0,0.0,,,false,""
924,range_neat,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-007,5102,1,199.636,199.336,2026-04-05 21:08:14.774158,2026-04-05 21:08:15.120073,-30.0,S5_SOFT_STOP,0.0,1,0.0,15.0,0.0,,,false,""
922,pnl_mae_a,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-012,2415,1,199.636,199.336,2026-04-05 21:08:14.785748,2026-04-05 21:08:15.126449,-30.0,S5_SOFT_STOP,0.0,1,0.0,15.0,0.0,,,false,""
925,asi_mc_008,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-008,3375,1,199.636,199.336,2026-04-05 21:08:20.058476,2026-04-05 21:08:20.39767,-30.0,S5_SOFT_STOP,0.0,1,0.0,36.0,0.0,,,false,""
927,wf_pnlmae,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-013,2829,1,199.636,199.336,2026-04-05 21:08:20.069668,2026-04-05 21:08:20.405471,-30.0,S5_SOFT_STOP,0.0,1,0.0,36.0,0.0,,,false,""
928,range_neat,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-007,5110,1,199.636,199.336,2026-04-05 21:08:20.061416,2026-04-05 21:08:20.406891,-30.0,S5_SOFT_STOP,0.0,1,0.0,36.0,0.0,,,false,""
926,pnl_mae_a,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-012,2423,1,199.636,199.336,2026-04-05 21:08:20.072472,2026-04-05 21:08:20.437001,-30.0,S5_SOFT_STOP,0.0,1,0.0,36.0,0.0,,,false,""
929,asi_mc_008,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-008,3383,1,199.636,199.336,2026-04-05 21:08:20.515057,2026-04-05 21:08:20.843956,-30.0,S5_SOFT_STOP,0.0,1,0.0,15.0,0.0,,,false,""
931,wf_pnlmae,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-013,2837,1,199.636,199.336,2026-04-05 21:08:20.530457,2026-04-05 21:08:20.872933,-30.0,S5_SOFT_STOP,0.0,1,0.0,15.0,0.0,,,false,""
932,range_neat,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-007,5118,1,199.636,199.336,2026-04-05 21:08:20.535654,2026-04-05 21:08:20.884019,-30.0,S5_SOFT_STOP,0.0,1,0.0,15.0,0.0,,,false,""
930,pnl_mae_a,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-012,2431,1,199.636,199.336,2026-04-05 21:08:20.5651,2026-04-05 21:08:20.903582,-30.0,S5_SOFT_STOP,0.0,1,0.0,15.0,0.0,,,false,""
933,ensemble_short,EUR_JPY,001-001-${OANDA_CUSTOMER_ID}-004,2384,-1,184.012,184.162,2026-04-05 21:08:19.465298,2026-04-05 21:08:25.333769,-15.0,S5_TRAIL_TP,0.0,1,22.0,7.5,-0.68,,,false,""
934,asi_mc_008,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-008,3391,1,199.636,199.336,2026-04-05 21:08:25.817295,2026-04-05 21:08:26.153864,-30.0,S5_SOFT_STOP,0.0,1,0.0,36.0,0.0,,,false,""
936,wf_pnlmae,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-013,2845,1,199.636,199.336,2026-04-05 21:08:25.824484,2026-04-05 21:08:26.160895,-30.0,S5_SOFT_STOP,0.0,1,0.0,36.0,0.0,,,false,""
935,pnl_mae_a,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-012,2439,1,199.636,199.336,2026-04-05 21:08:25.828521,2026-04-05 21:08:26.182853,-30.0,S5_SOFT_STOP,0.0,1,0.0,36.0,0.0,,,false,""
937,range_neat,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-007,5126,1,199.636,199.336,2026-04-05 21:08:25.818731,2026-04-05 21:08:26.232892,-30.0,S5_SOFT_STOP,0.0,1,0.0,36.0,0.0,,,false,""
938,asi_mc_008,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-008,3399,1,199.636,199.336,2026-04-05 21:08:26.271047,2026-04-05 21:08:26.626621,-30.0,S5_SOFT_STOP,0.0,1,0.0,15.0,0.0,,,false,""
939,pnl_mae_a,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-012,2447,1,199.636,199.336,2026-04-05 21:08:26.31685,2026-04-05 21:08:26.670489,-30.0,S5_SOFT_STOP,0.0,1,0.0,15.0,0.0,,,false,""
941,wf_pnlmae,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-013,2853,1,199.636,199.336,2026-04-05 21:08:26.287007,2026-04-05 21:08:26.70802,-30.0,S5_SOFT_STOP,0.0,1,0.0,15.0,0.0,,,false,""
940,range_neat,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-007,5134,1,199.636,199.336,2026-04-05 21:08:26.366836,2026-04-05 21:08:26.733853,-30.0,S5_SOFT_STOP,0.0,1,0.0,15.0,0.0,,,false,""
942,asi_mc_008,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-008,3407,1,199.636,199.336,2026-04-05 21:08:31.61929,2026-04-05 21:08:31.959827,-30.0,S5_SOFT_STOP,0.0,1,0.0,36.0,0.0,,,false,""
944,range_neat,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-007,5142,1,199.636,199.336,2026-04-05 21:08:31.625316,2026-04-05 21:08:31.97146,-30.0,S5_SOFT_STOP,0.0,1,0.0,36.0,0.0,,,false,""
945,wf_pnlmae,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-013,2861,1,199.636,199.336,2026-04-05 21:08:31.624903,2026-04-05 21:08:31.978764,-30.0,S5_SOFT_STOP,0.0,1,0.0,36.0,0.0,,,false,""
943,pnl_mae_a,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-012,2455,1,199.636,199.336,2026-04-05 21:08:31.632091,2026-04-05 21:08:31.985701,-30.0,S5_SOFT_STOP,0.0,1,0.0,36.0,0.0,,,false,""
946,asi_mc_008,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-008,3415,1,199.636,199.336,2026-04-05 21:08:32.077711,2026-04-05 21:08:32.421775,-30.0,S5_SOFT_STOP,0.0,1,0.0,15.0,0.0,,,false,""
948,range_neat,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-007,5150,1,199.636,199.336,2026-04-05 21:08:32.09155,2026-04-05 21:08:32.425182,-30.0,S5_SOFT_STOP,0.0,1,0.0,15.0,0.0,,,false,""
949,wf_pnlmae,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-013,2869,1,199.636,199.336,2026-04-05 21:08:32.104065,2026-04-05 21:08:32.449648,-30.0,S5_SOFT_STOP,0.0,1,0.0,15.0,0.0,,,false,""
947,pnl_mae_a,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-012,2463,1,199.636,199.336,2026-04-05 21:08:32.116509,2026-04-05 21:08:32.458339,-30.0,S5_SOFT_STOP,0.0,1,0.0,15.0,0.0,,,false,""
950,ensemble_short,EUR_JPY,001-001-${OANDA_CUSTOMER_ID}-004,2392,-1,184.012,184.162,2026-04-05 21:08:30.9981,2026-04-05 21:08:36.935254,-15.0,S5_TRAIL_TP,0.0,1,22.0,7.5,-0.68,,,false,""
951,range_neat,EUR_JPY,001-001-${OANDA_CUSTOMER_ID}-007,5158,1,184.162,184.012,2026-04-05 21:08:36.811446,2026-04-05 21:08:37.152633,-15.0,S5_SOFT_STOP,0.0,1,0.0,37.0,0.0,,,false,""
953,wf_pnlmae,EUR_JPY,001-001-${OANDA_CUSTOMER_ID}-013,2877,1,184.162,184.012,2026-04-05 21:08:36.811563,2026-04-05 21:08:37.153729,-15.0,S5_SOFT_STOP,0.0,1,0.0,37.0,0.0,,,false,""
954,pnl_mae_a,EUR_JPY,001-001-${OANDA_CUSTOMER_ID}-012,2471,1,184.162,184.012,2026-04-05 21:08:36.820066,2026-04-05 21:08:37.157669,-15.0,S5_SOFT_STOP,0.0,1,0.0,37.0,0.0,,,false,""
952,asi_mc_008,EUR_JPY,001-001-${OANDA_CUSTOMER_ID}-008,3423,1,184.162,184.012,2026-04-05 21:08:36.807398,2026-04-05 21:08:37.165849,-15.0,S5_SOFT_STOP,0.0,1,0.0,37.0,0.0,,,false,""
955,perpair_a,EUR_JPY,001-001-${OANDA_CUSTOMER_ID}-011,772,1,184.162,184.012,2026-04-05 21:08:36.810193,2026-04-05 21:08:37.227817,-15.0,S5_SOFT_STOP,0.0,1,0.0,37.0,0.0,,,false,""
956,asi_mc_008,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-008,3435,1,199.636,199.336,2026-04-05 21:08:37.515593,2026-04-05 21:08:37.85802,-30.0,S5_SOFT_STOP,0.0,1,0.0,36.0,0.0,,,false,""
958,wf_pnlmae,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-013,2889,1,199.636,199.336,2026-04-05 21:08:37.506985,2026-04-05 21:08:37.859307,-30.0,S5_SOFT_STOP,0.0,1,0.0,36.0,0.0,,,false,""
959,range_neat,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-007,5170,1,199.636,199.336,2026-04-05 21:08:37.514446,2026-04-05 21:08:37.859391,-30.0,S5_SOFT_STOP,0.0,1,0.0,36.0,0.0,,,false,""
957,pnl_mae_a,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-012,2483,1,199.636,199.336,2026-04-05 21:08:37.532164,2026-04-05 21:08:37.897874,-30.0,S5_SOFT_STOP,0.0,1,0.0,36.0,0.0,,,false,""
960,range_neat,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-007,5178,1,199.636,199.336,2026-04-05 21:08:37.983454,2026-04-05 21:08:38.318847,-30.0,S5_SOFT_STOP,0.0,1,0.0,15.0,0.0,,,false,""
961,asi_mc_008,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-008,3443,1,199.636,199.336,2026-04-05 21:08:37.975417,2026-04-05 21:08:38.331316,-30.0,S5_SOFT_STOP,0.0,1,0.0,15.0,0.0,,,false,""
962,pnl_mae_a,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-012,2491,1,199.636,199.336,2026-04-05 21:08:38.02683,2026-04-05 21:08:38.393418,-30.0,S5_SOFT_STOP,0.0,1,0.0,15.0,0.0,,,false,""
963,wf_pnlmae,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-013,2897,1,199.636,199.336,2026-04-05 21:08:37.979244,2026-04-05 21:08:38.456602,-30.0,S5_SOFT_STOP,0.0,1,0.0,15.0,0.0,,,false,""
964,wf_pnlmae,EUR_JPY,001-001-${OANDA_CUSTOMER_ID}-013,2885,1,184.162,184.012,2026-04-05 21:08:37.276911,2026-04-05 21:08:42.866443,-15.0,S5_SOFT_STOP,0.0,1,0.0,37.0,0.0,,,false,""
966,range_neat,EUR_JPY,001-001-${OANDA_CUSTOMER_ID}-007,5166,1,184.162,184.012,2026-04-05 21:08:37.275393,2026-04-05 21:08:42.871539,-15.0,S5_SOFT_STOP,0.0,1,0.0,37.0,0.0,,,false,""
967,asi_mc_008,EUR_JPY,001-001-${OANDA_CUSTOMER_ID}-008,3431,1,184.162,184.012,2026-04-05 21:08:37.284186,2026-04-05 21:08:42.873373,-15.0,S5_SOFT_STOP,0.0,1,0.0,37.0,0.0,,,false,""
968,perpair_a,EUR_JPY,001-001-${OANDA_CUSTOMER_ID}-011,780,1,184.162,184.012,2026-04-05 21:08:37.34896,2026-04-05 21:08:42.883983,-15.0,S5_SOFT_STOP,0.0,1,0.0,37.0,0.0,,,false,""
965,pnl_mae_a,EUR_JPY,001-001-${OANDA_CUSTOMER_ID}-012,2479,1,184.162,184.012,2026-04-05 21:08:37.28685,2026-04-05 21:08:42.885121,-15.0,S5_SOFT_STOP,0.0,1,0.0,37.0,0.0,,,false,""
969,asi_mc_008,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-008,3459,1,199.636,199.336,2026-04-05 21:08:43.422013,2026-04-05 21:08:43.765046,-30.0,S5_SOFT_STOP,0.0,1,0.0,36.0,0.0,,,false,""
970,wf_pnlmae,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-013,2913,1,199.636,199.336,2026-04-05 21:08:43.426004,2026-04-05 21:08:43.765216,-30.0,S5_SOFT_STOP,0.0,1,0.0,36.0,0.0,,,false,""
971,range_neat,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-007,5194,1,199.636,199.336,2026-04-05 21:08:43.43689,2026-04-05 21:08:43.77239,-30.0,S5_SOFT_STOP,0.0,1,0.0,36.0,0.0,,,false,""
972,pnl_mae_a,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-012,2507,1,199.636,199.336,2026-04-05 21:08:43.436391,2026-04-05 21:08:43.823917,-30.0,S5_SOFT_STOP,0.0,1,0.0,36.0,0.0,,,false,""
973,asi_mc_008,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-008,3467,1,199.636,199.336,2026-04-05 21:08:43.883639,2026-04-05 21:08:44.218443,-30.0,S5_SOFT_STOP,0.0,1,0.0,15.0,0.0,,,false,""
975,wf_pnlmae,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-013,2921,1,199.636,199.336,2026-04-05 21:08:43.886334,2026-04-05 21:08:44.224722,-30.0,S5_SOFT_STOP,0.0,1,0.0,15.0,0.0,,,false,""
974,range_neat,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-007,5202,1,199.636,199.336,2026-04-05 21:08:43.891706,2026-04-05 21:08:44.239457,-30.0,S5_SOFT_STOP,0.0,1,0.0,15.0,0.0,,,false,""
976,pnl_mae_a,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-012,2515,1,199.636,199.336,2026-04-05 21:08:43.953541,2026-04-05 21:08:44.32091,-30.0,S5_SOFT_STOP,0.0,1,0.0,15.0,0.0,,,false,""
977,asi_mc_008,EUR_JPY,001-001-${OANDA_CUSTOMER_ID}-008,3455,1,184.162,184.012,2026-04-05 21:08:42.991414,2026-04-05 21:08:47.720025,-15.0,S5_SOFT_STOP,0.0,1,0.0,37.0,0.0,,,false,""
979,range_neat,EUR_JPY,001-001-${OANDA_CUSTOMER_ID}-007,5190,1,184.162,184.012,2026-04-05 21:08:42.99332,2026-04-05 21:08:47.722189,-15.0,S5_SOFT_STOP,0.0,1,0.0,37.0,0.0,,,false,""
980,pnl_mae_a,EUR_JPY,001-001-${OANDA_CUSTOMER_ID}-012,2503,1,184.162,184.012,2026-04-05 21:08:43.018885,2026-04-05 21:08:47.733264,-15.0,S5_SOFT_STOP,0.0,1,0.0,37.0,0.0,,,false,""
981,wf_pnlmae,EUR_JPY,001-001-${OANDA_CUSTOMER_ID}-013,2909,1,184.162,184.012,2026-04-05 21:08:42.98628,2026-04-05 21:08:47.736873,-15.0,S5_SOFT_STOP,0.0,1,0.0,37.0,0.0,,,false,""
982,perpair_a,EUR_JPY,001-001-${OANDA_CUSTOMER_ID}-011,788,1,184.162,184.012,2026-04-05 21:08:43.005064,2026-04-05 21:08:47.738402,-15.0,S5_SOFT_STOP,0.0,1,0.0,37.0,0.0,,,false,""
978,ensemble_short,EUR_JPY,001-001-${OANDA_CUSTOMER_ID}-004,2400,-1,184.012,184.162,2026-04-05 21:08:42.770463,2026-04-05 21:08:47.74441,-15.0,S5_TRAIL_TP,0.0,1,22.0,7.5,-0.68,,,false,""
983,asi_mc_008,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-008,3483,1,199.636,199.336,2026-04-05 21:08:48.233284,2026-04-05 21:08:48.574561,-30.0,S5_SOFT_STOP,0.0,1,0.0,36.0,0.0,,,false,""
985,range_neat,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-007,5218,1,199.636,199.336,2026-04-05 21:08:48.23637,2026-04-05 21:08:48.583935,-30.0,S5_SOFT_STOP,0.0,1,0.0,36.0,0.0,,,false,""
986,wf_pnlmae,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-013,2937,1,199.636,199.336,2026-04-05 21:08:48.235872,2026-04-05 21:08:48.59261,-30.0,S5_SOFT_STOP,0.0,1,0.0,36.0,0.0,,,false,""
984,pnl_mae_a,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-012,2531,1,199.636,199.336,2026-04-05 21:08:48.242734,2026-04-05 21:08:48.59365,-30.0,S5_SOFT_STOP,0.0,1,0.0,36.0,0.0,,,false,""
987,asi_mc_008,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-008,3491,1,199.636,199.336,2026-04-05 21:08:48.691413,2026-04-05 21:08:49.041524,-30.0,S5_SOFT_STOP,0.0,1,0.0,15.0,0.0,,,false,""
989,range_neat,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-007,5226,1,199.636,199.336,2026-04-05 21:08:48.714924,2026-04-05 21:08:49.05304,-30.0,S5_SOFT_STOP,0.0,1,0.0,15.0,0.0,,,false,""
990,wf_pnlmae,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-013,2945,1,199.636,199.336,2026-04-05 21:08:48.715182,2026-04-05 21:08:49.067255,-30.0,S5_SOFT_STOP,0.0,1,0.0,15.0,0.0,,,false,""
988,pnl_mae_a,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-012,2539,1,199.636,199.336,2026-04-05 21:08:48.724273,2026-04-05 21:08:49.076959,-30.0,S5_SOFT_STOP,0.0,1,0.0,15.0,0.0,,,false,""
991,range_neat,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-007,5238,1,199.636,199.336,2026-04-05 21:08:53.984658,2026-04-05 21:08:54.323786,-30.0,S5_SOFT_STOP,0.0,1,0.0,36.0,0.0,,,false,""
992,asi_mc_008,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-008,3511,1,199.636,199.336,2026-04-05 21:08:54.436477,2026-04-05 21:08:54.764732,-30.0,S5_SOFT_STOP,0.0,1,0.0,15.0,0.0,,,false,""
993,range_neat,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-007,5246,1,199.636,199.336,2026-04-05 21:08:54.444018,2026-04-05 21:08:54.781043,-30.0,S5_SOFT_STOP,0.0,1,0.0,15.0,0.0,,,false,""
994,wf_pnlmae,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-013,2965,1,199.636,199.336,2026-04-05 21:08:54.446003,2026-04-05 21:08:54.791531,-30.0,S5_SOFT_STOP,0.0,1,0.0,15.0,0.0,,,false,""
995,pnl_mae_a,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-012,2559,1,199.636,199.336,2026-04-05 21:08:54.482783,2026-04-05 21:08:54.831333,-30.0,S5_SOFT_STOP,0.0,1,0.0,15.0,0.0,,,false,""
996,ensemble_short,EUR_JPY,001-001-${OANDA_CUSTOMER_ID}-004,2408,-1,184.012,184.162,2026-04-05 21:08:53.398765,2026-04-05 21:09:00.643768,-15.0,S5_TRAIL_TP,0.0,1,22.0,7.5,-0.68,,,false,""
997,asi_mc_008,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-008,3519,1,199.636,199.336,2026-04-05 21:09:01.129995,2026-04-05 21:09:01.470871,-30.0,S5_SOFT_STOP,0.0,1,0.0,36.0,0.0,,,false,""
999,wf_pnlmae,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-013,2973,1,199.636,199.336,2026-04-05 21:09:01.134909,2026-04-05 21:09:01.476318,-30.0,S5_SOFT_STOP,0.0,1,0.0,36.0,0.0,,,false,""
1000,range_neat,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-007,5254,1,199.636,199.336,2026-04-05 21:09:01.144258,2026-04-05 21:09:01.48418,-30.0,S5_SOFT_STOP,0.0,1,0.0,36.0,0.0,,,false,""
998,pnl_mae_a,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-012,2567,1,199.636,199.336,2026-04-05 21:09:01.142621,2026-04-05 21:09:01.49364,-30.0,S5_SOFT_STOP,0.0,1,0.0,36.0,0.0,,,false,""
1001,asi_mc_008,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-008,3527,1,199.636,199.336,2026-04-05 21:09:01.589193,2026-04-05 21:09:01.922206,-30.0,S5_SOFT_STOP,0.0,1,0.0,15.0,0.0,,,false,""
1003,range_neat,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-007,5262,1,199.636,199.336,2026-04-05 21:09:01.60376,2026-04-05 21:09:01.944204,-30.0,S5_SOFT_STOP,0.0,1,0.0,15.0,0.0,,,false,""
1004,pnl_mae_a,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-012,2575,1,199.636,199.336,2026-04-05 21:09:01.626669,2026-04-05 21:09:01.968203,-30.0,S5_SOFT_STOP,0.0,1,0.0,15.0,0.0,,,false,""
1002,wf_pnlmae,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-013,2981,1,199.636,199.336,2026-04-05 21:09:01.599109,2026-04-05 21:09:01.968606,-30.0,S5_SOFT_STOP,0.0,1,0.0,15.0,0.0,,,false,""
1005,asi_mc_008,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-008,3535,1,199.636,199.336,2026-04-05 21:09:06.940685,2026-04-05 21:09:07.27694,-30.0,S5_SOFT_STOP,0.0,1,0.0,36.0,0.0,,,false,""
1007,wf_pnlmae,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-013,2989,1,199.636,199.336,2026-04-05 21:09:06.944373,2026-04-05 21:09:07.289095,-30.0,S5_SOFT_STOP,0.0,1,0.0,36.0,0.0,,,false,""
1008,range_neat,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-007,5270,1,199.636,199.336,2026-04-05 21:09:06.944391,2026-04-05 21:09:07.294943,-30.0,S5_SOFT_STOP,0.0,1,0.0,36.0,0.0,,,false,""
1006,pnl_mae_a,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-012,2583,1,199.636,199.336,2026-04-05 21:09:06.960632,2026-04-05 21:09:07.302859,-30.0,S5_SOFT_STOP,0.0,1,0.0,36.0,0.0,,,false,""
1009,asi_mc_008,CHF_JPY,001-001-${OANDA_CUSTOMER_ID}-008,3543,1,199.636,199.336,2026-04-05 21:09:07.395492,2026-04-05 21:09:07.73875,-30.0,S5_SOFT_STOP,0.0,1,0.0,15.0,0.0,,,false,""
