pair,S_bars,T_s_bars,W_pips,is_net,oos_net,oos_dd,oos_trades,oos_tp,oos_stag,oos_scratch,oos_end
AUD_JPY,48,96.0,15.0,-1098.9400000000003,31.43999999999943,-497.9799999999994,62,43,14,4,1
AUD_JPY,72,,,-1082.9600000000007,-257.9999999999991,-564.9799999999996,30,23,6,0,1
AUD_JPY,72,288.0,10.0,-1082.9600000000007,-257.9999999999991,-564.9799999999996,30,23,6,0,1
AUD_JPY,72,288.0,5.0,-1082.9600000000007,-257.9999999999991,-564.9799999999996,30,23,6,0,1
AUD_JPY,72,96.0,15.0,-1090.080000000001,48.76000000000005,-497.9799999999994,58,44,7,6,1
AUD_JPY,144,,,-1219.8400000000024,-337.16000000000037,-570.6199999999999,27,23,3,0,1
AUD_JPY,144,288.0,10.0,-1205.6400000000028,-337.16000000000037,-570.6199999999999,27,23,3,0,1
AUD_JPY,144,288.0,5.0,-1219.8400000000024,-337.16000000000037,-570.6199999999999,27,23,3,0,1
AUD_JPY,144,96.0,15.0,-1115.3400000000013,-67.34000000000151,-497.9799999999994,53,38,3,11,1
AUD_JPY,288,,,-1026.24,-572.0799999999989,-762.2199999999998,21,17,3,0,1
AUD_JPY,288,288.0,10.0,-801.3999999999985,-562.7799999999985,-762.2199999999999,21,17,2,1,1
AUD_JPY,288,288.0,5.0,-838.6400000000003,-562.7799999999985,-762.2199999999999,21,17,2,1,1
AUD_JPY,288,96.0,15.0,-1153.2400000000014,652.5199999999936,-169.20000000000243,101,67,4,29,1
EUR_USD,12,,,-246.75999999999942,69.40000000000552,-230.2199999999983,105,35,69,0,1
EUR_USD,12,288.0,10.0,-260.36000000000166,10.220000000006415,-224.72,104,33,67,3,1
EUR_USD,12,288.0,5.0,-251.9800000000024,-1.499999999994742,-230.2199999999983,110,34,72,3,1
EUR_USD,12,96.0,15.0,-340.38000000000454,317.40000000001504,-214.67999999999725,310,80,206,24,0
EUR_USD,24,,,-286.6599999999915,259.01999999999987,-230.21999999999827,119,53,65,0,1
EUR_USD,24,288.0,10.0,-328.41999999999393,345.4599999999984,-208.3999999999951,157,63,87,6,1
EUR_USD,24,288.0,5.0,-272.31999999999294,281.23999999999904,-230.21999999999832,128,54,68,5,1
EUR_USD,24,96.0,15.0,-384.1199999999943,442.35999999999694,-178.50000000000497,222,81,121,20,0
EUR_USD,48,,,-412.5400000000056,318.76000000000647,-230.21999999999832,97,59,37,0,1
