pair,T_h,W,is_net,is_dd,is_trades,oos_net,oos_dd,oos_trades,oos_scratch,oos_end,oos_scratch_pips,oos_end_pips
EUR_GBP,8,15,-57.40000000000316,-164.60000000000437,138,-180.5000000000086,-203.30000000000777,67,59,1,-293.10000000000855,-19.000000000000036
EUR_GBP,8,20,-87.50000000000003,-181.30000000000115,92,-214.60000000000736,-230.80000000000666,71,64,1,-328.6000000000075,1.2000000000001798
EUR_GBP,12,3,-33.600000000000904,-65.30000000000027,6,37.59999999999791,-51.00000000000245,29,22,1,-47.30000000000259,-27.8999999999995
EUR_GBP,12,5,-38.60000000000137,-69.0,7,17.999999999999574,-67.8000000000015,31,24,1,-66.90000000000092,-27.8999999999995
EUR_GBP,12,10,-52.10000000000166,-75.00000000000111,12,-37.499999999998145,-135.5000000000002,63,50,1,-201.69999999999794,-61.400000000000254
EUR_GBP,12,15,-128.30000000000547,-151.60000000000542,142,-149.7000000000001,-169.2,41,36,1,-163.49999999999986,-61.400000000000254
EUR_GBP,12,20,-89.00000000000792,-186.90000000000543,128,-217.60000000000528,-229.80000000000396,53,48,1,-264.9000000000058,-27.8999999999995
EUR_GBP,24,3,-32.30000000000025,-62.90000000000009,5,-73.60000000000169,-102.50000000000057,10,7,1,-16.100000000001597,-95.1000000000001
EUR_GBP,24,5,-38.300000000001624,-65.00000000000034,7,23.70000000000292,-18.19999999999897,23,17,1,-71.49999999999727,1.2000000000001798
EUR_GBP,24,10,-109.40000000000424,-134.7000000000032,48,19.500000000002032,-93.59999999999944,36,24,1,-129.0999999999976,-58.20000000000039
EUR_GBP,24,15,-156.2999999999919,-185.79999999999276,46,-13.499999999998586,-70.49999999999804,26,14,1,-157.49999999999912,-62.799999999999436
EUR_GBP,24,20,-297.7999999999997,-316.59999999999974,44,-59.49999999999666,-106.59999999999619,28,16,1,-203.49999999999721,-62.799999999999436
NZD_USD,2,3,129.60000000000184,-61.60000000000028,189,486.70000000000346,-20.99999999999983,120,85,1,-131.49999999999673,-20.999999999999815
NZD_USD,2,5,-111.10000000000102,-199.29999999999998,134,443.1000000000031,-21.099999999999966,144,107,1,-214.09999999999746,-19.599999999999525
NZD_USD,2,10,-354.8000000000071,-396.1000000000049,277,-4.999999999999943,-134.60000000000133,109,89,1,-234.80000000000035,-127.39999999999964
NZD_USD,2,15,-660.00000000002,-702.7000000000158,578,28.00000000001249,-173.10000000000048,291,255,0,-648.7999999999874,0.0
NZD_USD,2,20,-1045.7000000000223,-1066.3000000000225,798,-313.59999999999326,-411.3999999999953,157,146,1,-285.9999999999931,-215.60000000000014
NZD_USD,4,3,163.4999999999983,-48.900000000001114,86,518.2000000000005,-27.299999999999955,90,55,1,-93.6999999999994,-27.30000000000001
NZD_USD,4,5,118.1000000000022,-59.899999999998684,91,464.29999999999745,-27.30000000000001,92,59,1,-110.00000000000259,-27.30000000000001
NZD_USD,4,10,-166.29999999999967,-213.7999999999978,108,354.6000000000053,-60.300000000000765,109,76,1,-225.99999999999488,-20.999999999999815
NZD_USD,4,15,-221.99999999999625,-293.09999999999565,305,23.60000000000528,-171.39999999999918,161,126,1,-493.29999999999404,-122.30000000000065
NZD_USD,4,20,-609.7999999999993,-656.7999999999956,425,-62.99999999999154,-176.0999999999933,172,134,1,-636.2999999999909,-122.30000000000065
NZD_USD,6,3,183.99999999999793,-33.400000000000006,57,404.50000000000364,-27.30000000000001,59,32,1,-56.999999999996405,-27.30000000000001
NZD_USD,6,5,206.2000000000026,-70.30000000000234,136,556.4000000000033,-27.299999999999955,91,53,1,-111.8999999999967,-27.30000000000001
NZD_USD,6,10,21.399999999993177,-128.9000000000018,147,-42.09999999999886,-252.1999999999999,45,29,1,-83.39999999999975,-240.69999999999914
NZD_USD,6,15,-130.80000000000743,-190.30000000000587,230,-196.10000000000463,-313.7000000000018,38,28,1,-124.60000000000551,-240.69999999999914
NZD_USD,6,20,-421.4000000000092,-491.6000000000064,282,-7.900000000000631,-175.50000000000395,131,93,1,-581.2,-122.30000000000065
NZD_USD,8,3,268.900000000003,-35.900000000001285,78,4.500000000004519,-251.69999999999982,34,18,1,-36.79999999999633,-240.69999999999914
NZD_USD,8,5,181.00000000000713,-43.79999999999961,70,-15.59999999999718,-261.0000000000007,35,19,1,-56.89999999999802,-240.69999999999914
NZD_USD,8,10,-93.79999999999534,-204.8999999999987,60,525.1000000000012,-27.900000000000034,87,49,0,-189.2999999999989,0.0
NZD_USD,8,15,-306.69999999999675,-380.2999999999983,97,-222.3999999999989,-356.0000000000006,30,20,1,-150.8999999999998,-240.69999999999914
NZD_USD,8,20,-323.7000000000002,-453.7999999999979,227,329.300000000003,-156.19999999999936,101,60,0,-441.499999999997,0.0
NZD_USD,12,3,295.00000000000455,-59.9999999999996,71,-8.299999999998306,-256.6000000000001,21,6,1,-14.899999999998265,-256.6000000000001
NZD_USD,12,5,171.5999999999994,-65.39999999999947,64,209.70000000000078,-136.2000000000005,45,22,1,-77.69999999999858,-126.20000000000066
NZD_USD,12,10,-75.60000000000068,-181.40000000000109,45,203.20000000000113,-151.30000000000138,54,27,1,-162.69999999999874,-122.90000000000013
NZD_USD,12,15,-111.30000000000072,-190.4000000000012,66,-145.39999999999904,-278.60000000000116,37,25,1,-185.79999999999924,-166.39999999999978
NZD_USD,12,20,-210.70000000000138,-280.30000000000075,117,-150.90000000000134,-281.70000000000334,42,26,1,-266.50000000000165,-166.39999999999978
NZD_USD,24,3,344.1000000000013,-33.39999999999998,50,30.60000000000072,-251.3999999999993,16,0,1,0.0,-251.3999999999993
NZD_USD,24,5,352.4000000000024,-58.99999999999983,52,674.2000000000008,-15.799999999999955,52,13,0,-58.999999999999,0.0
NZD_USD,24,10,401.4,-53.29999999999859,73,17.80000000000024,-256.6000000000001,17,2,1,11.20000000000028,-256.6000000000001
NZD_USD,24,15,308.80000000000246,-84.69999999999908,81,476.4000000000003,-146.40000000000077,58,17,1,-145.19999999999933,-130.4000000000004
NZD_USD,24,20,430.30000000000416,-92.69999999999955,117,659.4,-48.099999999999284,63,17,0,-205.39999999999958,0.0
