pair,variant,trades,gross,net,pd_net,wr_net,avg_win,avg_loss,pf,max_dd,days,reasons
AUD_USD,V7_trail_lock5,11,-573.9999999999978,-584.5599999999979,-2.3011971186046747,90.9090909090909,3.2400000000002036,-616.9599999999999,0.052515560165978414,-616.9599999999999,254.02430555555554,"{'trail': 10, 'end': 1}"
EUR_GBP,V7_trail_lock5,8,-83.3999999999968,-92.9999999999968,-0.366141732283452,87.5,3.057142857143308,-114.39999999999996,0.18706293706296473,-114.39999999999996,254.0,"{'trail': 7, 'end': 1}"
NZD_USD,V7_trail_lock5,62,3.70000000001977,-70.69999999998018,-0.27830841147035745,98.38709677419355,2.8786885245904936,-246.3000000000003,0.7129516849371494,-246.3000000000003,254.03472222222223,"{'trail': 61, 'end': 1}"
USD_JPY,V8_sl_2xATR,774,487.2712285605303,-487.9687714394702,-1.9207692941334418,69.50904392764858,18.73999999999886,-44.788511743384994,0.9538349410311484,-715.734865374634,254.04861111111111,"{'TP': 538, 'SL': 235, 'end': 1}"
EUR_JPY,V8_sl_2xATR,695,-13.855533463370762,-1056.3555334633706,-4.157459224038301,68.34532374100719,18.46168421052518,-44.66207060664924,0.8924900705234593,-1336.7576481379426,254.08680555555554,"{'TP': 474, 'SL': 220, 'end': 1}"
GBP_JPY,V8_sl_2xATR,876,-181.04818729410397,-2283.448187294104,-8.989830600805188,73.17351598173516,17.577379095162662,-57.66190717997179,0.8314866560575505,-2388.9446584665284,254.00347222222223,"{'TP': 640, 'SL': 235, 'end': 1}"
AUD_JPY,V8_sl_2xATR,663,662.6493097676259,-252.2906902323733,-0.9932568559993917,66.21417797888385,18.620000000000285,-37.61817272425223,0.970059743929945,-604.0707300334515,254.00347222222223,"{'TP': 439, 'SL': 223, 'end': 1}"
EUR_USD,V8_sl_2xATR,483,192.3819062778652,-300.2780937221345,-1.1821648985971338,58.59213250517599,18.917809187279165,-28.27009046861069,0.9468912039642137,-648.4359410763551,254.00694444444446,"{'TP': 282, 'SL': 200, 'end': 1}"
GBP_USD,V8_sl_2xATR,610,556.1806052297768,-322.2193947702234,-1.2683202221469287,64.59016393442623,18.560000000000013,-35.3465712720844,0.9577962896093488,-896.0048540723812,254.05208333333334,"{'TP': 394, 'SL': 215, 'end': 1}"
CAD_JPY,V8_sl_2xATR,531,772.789653611369,-55.57034638863115,-0.21876294813862832,63.088512241054616,18.440000000000285,-31.800869114228195,0.9910844519867118,-452.9575529439994,254.02083333333334,"{'TP': 335, 'SL': 195, 'end': 1}"
AUD_USD,V8_sl_2xATR,410,125.80007059099117,-267.79992940900866,-1.054229550291755,54.63414634146342,19.040000000000017,-24.369677039833398,0.9409190132326455,-561.6396657728336,254.02430555555554,"{'TP': 224, 'SL': 185, 'end': 1}"
EUR_GBP,V8_sl_2xATR,252,-539.6942749029943,-842.0942749029941,-3.31533179095667,34.92063492063492,18.800000000000015,-15.222526066481683,0.6626892825797827,-917.6053177924005,254.0,"{'SL': 163, 'TP': 88, 'end': 1}"
NZD_USD,V8_sl_2xATR,358,353.1854725157913,-76.4145274842084,-0.3008034760593207,51.39664804469274,18.800000000000015,-20.31962372117363,0.9783872006152824,-380.64607408874053,254.03472222222223,"{'TP': 184, 'SL': 173, 'end': 1}"
USD_JPY,V9_asym_tp30_sl10,1771,990.800000001272,-1240.6599999987288,-4.883553563125412,26.4257481648786,28.698974358975498,-11.259999999999435,0.9154390264849396,-1402.279999998949,254.04861111111111,"{'SL': 1303, 'TP': 467, 'end': 1}"
EUR_JPY,V9_asym_tp30_sl10,1605,531.0000000011456,-1876.4999999988545,-7.385271328418357,25.85669781931464,28.454216867471008,-11.499999999999432,0.8628790646694229,-2066.999999998914,254.08680555555554,"{'SL': 1190, 'TP': 414, 'end': 1}"
GBP_JPY,V9_asym_tp30_sl10,2486,675.5000000017731,-5290.899999998226,-20.830030210647397,25.70394207562349,27.56165884194166,-12.399999999999435,0.7689845783049025,-5345.5999999984515,254.00347222222223,"{'SL': 1847, 'TP': 638, 'end': 1}"
AUD_JPY,V9_asym_tp30_sl10,1306,1198.8000000004376,-603.4799999995604,-2.375873033229989,27.335375191424195,28.560616246498313,-11.379999999999427,0.9441202560831224,-763.7999999998162,254.00347222222223,"{'SL': 949, 'TP': 356, 'end': 1}"
EUR_USD,V9_asym_tp30_sl10,797,230.00000000042985,-582.9399999995702,-2.294976624653146,25.72145545796738,28.979999999998924,-11.0199999999989,0.9106446510031473,-750.7199999995787,254.00694444444446,"{'SL': 592, 'TP': 205}"
GBP_USD,V9_asym_tp30_sl10,1194,476.2000000006373,-1243.1599999993628,-4.893327319690796,26.046901172529314,28.483472668809217,-11.4399999999989,0.8769333724034123,-1463.3599999994383,254.05208333333334,"{'SL': 883, 'TP': 310, 'end': 1}"
CAD_JPY,V9_asym_tp30_sl10,1008,1071.3000000003346,-501.1799999996658,-1.9729877798723825,27.67857142857143,28.408817204300785,-11.559999999999434,0.94052857163203,-530.6399999996709,254.02083333333334,"{'SL': 729, 'TP': 278, 'end': 1}"
AUD_USD,V9_asym_tp30_sl10,618,160.60000000000053,-432.6799999999993,-1.7033015760193526,25.728155339805824,28.91798742138368,-10.960000000000008,0.9139910627673618,-729.8400000000053,254.02430555555554,"{'SL': 459, 'TP': 158, 'end': 1}"
EUR_GBP,V9_asym_tp30_sl10,236,-430.9000000000008,-714.1000000000006,-2.811417322834648,20.33898305084746,28.800000000000022,-11.151595744680858,0.6593846887669926,-768.5000000000011,254.0,"{'SL': 187, 'TP': 48, 'end': 1}"
