pair,T_s_h,k,is_net,oos_net,oos_dd,oos_trades,avg_W,oos_tp,oos_scratch,oos_end
EUR_GBP,6,0.3,-35.00000000000017,-92.39999999999773,-101.99999999999702,16,2.2296291120705836,1,14,1
EUR_GBP,6,0.5,-22.700000000000415,20.70000000000261,-61.70000000000022,41,3.7456752924567622,7,33,1
EUR_GBP,6,0.7,-33.90000000000126,24.6000000000005,-73.80000000000268,55,5.158881774217835,10,44,1
EUR_GBP,6,1.0,-36.599999999999156,-34.80000000000652,-122.500000000004,95,7.102635586860939,14,80,1
EUR_GBP,6,1.5,-17.100000000001227,-122.79999999999905,-158.89999999999918,56,10.41072708739127,4,51,1
EUR_GBP,6,2.0,-149.79999999999953,-165.10000000000278,-190.10000000000235,59,14.08496133387522,4,54,1
EUR_GBP,8,0.3,-7.40000000000056,-95.20000000000053,-102.99999999999801,16,2.2264732527302424,1,14,1
EUR_GBP,8,0.5,-16.50000000000004,-37.19999999999938,-54.59999999999859,26,3.7519004388793316,2,23,1
EUR_GBP,8,0.7,-21.19999999999974,3.90000000000121,-63.19999999999905,39,5.005409328575476,5,33,1
EUR_GBP,8,1.0,-22.20000000000185,18.70000000000278,-110.50000000000054,79,7.122268950372075,13,65,1
EUR_GBP,8,1.5,-47.50000000000023,-8.500000000004633,-126.70000000000205,89,10.761195598083635,14,74,1
EUR_GBP,8,2.0,24.599999999995923,-139.50000000000483,-176.10000000000338,48,14.006786020450123,5,42,1
EUR_GBP,12,0.3,-36.10000000000072,-75.39999999999878,-100.69999999999757,13,2.2080193457296735,2,10,1
EUR_GBP,12,0.5,-35.30000000000204,7.200000000000074,-59.100000000000854,33,3.6736923163700284,6,26,1
EUR_GBP,12,0.7,-40.300000000000296,36.5999999999982,-63.40000000000236,31,4.984795508645962,7,23,1
EUR_GBP,12,1.0,-40.10000000000094,-5.099999999999618,-96.30000000000004,44,6.951506318995356,8,35,1
EUR_GBP,12,1.5,-54.6999999999999,-28.49999999999575,-112.19999999999746,64,10.637701559509223,12,51,1
EUR_GBP,12,2.0,88.59999999999926,-122.30000000000047,-152.49999999999937,41,13.796376513653527,4,36,1
EUR_GBP,24,0.3,-36.10000000000072,-70.4000000000008,-99.49999999999989,9,2.232197028015886,2,6,1
EUR_GBP,24,0.5,-34.00000000000139,-72.800000000002,-101.70000000000087,10,3.669300031329904,2,7,1
EUR_GBP,24,0.7,-37.9000000000003,25.400000000002237,-80.19999999999975,28,5.054899176703051,8,19,1
EUR_GBP,24,1.0,-40.400000000000944,22.100000000002748,-21.699999999999783,27,7.343765350808699,8,18,1
EUR_GBP,24,1.5,-101.20000000000016,-18.999999999996895,-103.69999999999891,38,11.22795157661784,11,26,1
EUR_GBP,24,2.0,-27.6999999999981,-36.999999999998295,-88.19999999999803,25,14.272814249190192,10,14,1
EUR_GBP,48,0.3,-32.200000000000784,-66.00000000000084,-95.1000000000001,9,2.20403409008879,2,6,1
EUR_GBP,48,0.5,-33.800000000000175,6.1000000000023995,-24.799999999999,15,3.5829970283511665,3,11,1
EUR_GBP,48,0.7,-32.70000000000074,15.400000000003448,-30.999999999998266,16,4.933434819986733,4,11,1
EUR_GBP,48,1.0,-34.80000000000099,12.90000000000309,-96.79999999999856,22,7.498598821287544,8,13,1
EUR_GBP,48,1.5,-24.10000000000076,13.600000000003398,-104.89999999999945,24,11.41321084715175,9,14,1
EUR_GBP,48,2.0,-34.60000000000072,-54.40000000000045,-120.6999999999997,21,15.602796981326865,7,13,1
NZD_USD,6,0.3,233.8999999999981,395.70000000000033,-20.99999999999983,59,3.5267038378416053,25,33,1
NZD_USD,6,0.5,154.59999999999914,379.7000000000023,-20.99999999999983,61,5.864492082240081,26,34,1
NZD_USD,6,0.7,206.1999999999943,-36.59999999999846,-269.4000000000001,44,7.969523263403904,15,28,1
NZD_USD,6,1.0,63.599999999995006,-38.59999999999806,-252.1999999999999,46,11.394655634802074,16,29,1
NZD_USD,6,1.5,-25.00000000001606,37.599999999998246,-152.30000000000314,125,17.755706951308586,37,87,1
NZD_USD,6,2.0,-182.1000000000073,-65.99999999999999,-185.09999999999815,136,23.469520087281595,39,96,1
NZD_USD,8,0.3,257.60000000000457,0.5000000000027569,-251.69999999999982,34,3.351684372038001,15,18,1
NZD_USD,8,0.5,199.80000000000155,-43.19999999999692,-267.39999999999776,36,5.544180048788949,15,20,1
NZD_USD,8,0.7,154.40000000000506,587.4000000000032,-21.29999999999947,90,8.819816388279751,41,49,0
NZD_USD,8,1.0,-59.799999999993645,539.0999999999998,-38.600000000001245,104,12.589750845750395,46,58,0
NZD_USD,8,1.5,0.5000000000026041,337.7000000000024,-117.69999999999928,99,18.27431198542297,42,57,0
NZD_USD,8,2.0,-160.6000000000007,64.70000000000341,-178.49999999999721,110,23.50849746352383,39,70,1
NZD_USD,12,0.3,316.000000000003,-6.299999999999642,-256.6000000000001,21,2.9561708191476392,14,6,1
NZD_USD,12,0.5,212.09999999999937,269.300000000001,-35.30000000000007,39,5.977122412789656,20,18,1
NZD_USD,12,0.7,139.0000000000001,289.8000000000027,-140.30000000000035,60,8.082452498970778,30,29,1
NZD_USD,12,1.0,-41.40000000000097,-26.099999999997948,-174.1999999999997,25,9.691269221422864,12,12,1
NZD_USD,12,1.5,-68.30000000000051,-14.899999999998386,-166.39999999999978,32,15.533891452394446,15,16,1
NZD_USD,12,2.0,-167.3000000000013,-70.69999999999652,-201.8999999999978,31,19.475906678165792,14,16,1
NZD_USD,24,0.3,349.300000000002,30.60000000000072,-251.3999999999993,16,2.820407000520205,15,0,1
NZD_USD,24,0.5,347.800000000001,664.9999999999994,-17.700000000000216,54,6.105431615442959,40,14,0
NZD_USD,24,0.7,354.00000000000085,674.0999999999996,-21.300000000000523,56,8.548383990441959,41,15,0
NZD_USD,24,1.0,399.69999999999993,222.19999999999945,-166.39999999999978,33,10.948856995665269,24,8,1
NZD_USD,24,1.5,283.1000000000007,674.7000000000015,-42.09999999999911,63,18.473150073572214,47,16,0
NZD_USD,24,2.0,296.3,102.4999999999971,-226.60000000000184,36,21.680655623282195,23,12,1
NZD_USD,48,0.3,437.59999999999906,30.60000000000072,-251.3999999999993,16,2.820407000520205,15,0,1
NZD_USD,48,0.5,471.3000000000025,33.50000000000091,-248.4999999999991,17,4.7399243906682385,15,1,1
NZD_USD,48,0.7,89.7000000000003,32.900000000001455,-249.09999999999854,17,6.6358941469355335,15,1,1
NZD_USD,48,1.0,356.20000000000124,29.100000000001017,-252.89999999999904,17,9.370191610109826,15,1,1
NZD_USD,48,1.5,421.00000000000057,370.20000000000016,-139.9000000000005,52,16.800392222283865,38,13,1
NZD_USD,48,2.0,-210.2999999999986,23.300000000001035,-258.69999999999897,21,19.221225393672857,17,3,1
