ci,name,is_pnl,is_ntrd,oos_pnl,oos_ntrd,c0,c1,c2
2655,b30_r3_n6_E2_X1_3,743.3,49,-320.0,15,490.6,176.8,75.9
1745,b20_r1_n6_E1_X3b_2,742.9,61,-24.1,13,282.9,266.9,193.1
1531,b15_r3_n5_E1_X1_5,741.6,297,-185.8,102,211.2,289.0,241.4
1199,b15_r1_n5_E2_X3c_3_5,725.9,95,158.1,29,253.8,144.3,327.8
1125,b15_r1_n3_E2_X1_3,723.2,404,-323.6,132,6.1,184.1,533.0
1190,b15_r1_n5_E2_X3b_2,721.3,96,347.9,29,153.9,226.6,340.8
1753,b20_r1_n6_E1_X3c_2_5,716.7,61,-44.9,13,282.9,239.7,194.1
1177,b15_r1_n5_E1_X7_3,695.9,208,605.0,59,433.0,129.1,133.8
1944,b20_r2_n6_E2_X7_8,693.2,64,-185.2,26,242.7,406.1,44.4
796,b10_r2_n4_E2_X1_5,679.2,612,-15.6,199,123.7,211.1,344.4
2480,b30_r2_n6_E2_X3b_2,676.8,40,-154.7,10,55.9,322.1,298.8
2487,b30_r2_n6_E2_X3c_2_3,676.8,40,-154.7,10,55.9,322.1,298.8
2488,b30_r2_n6_E2_X3c_2_5,676.8,40,-154.7,10,55.9,322.1,298.8
1155,b15_r1_n4_E2_X1_3,674.5,229,-174.6,77,94.5,103.1,476.9
2226,b30_r1_n4_E1_X3b_3,672.2,88,481.6,30,176.4,90.7,405.1
1197,b15_r1_n5_E2_X3c_2_3,659.9,96,357.8,29,148.1,253.7,258.1
2478,b30_r2_n6_E2_X2,647.4,40,-147.8,10,46.6,333.9,266.9
1067,b10_r3_n8_E2_X1_8,606.6,229,241.4,75,113.8,433.2,59.6
1196,b15_r1_n5_E2_X3c_1_5,597.9,107,515.0,33,258.6,236.7,102.6
1749,b20_r1_n6_E1_X7_8,590.5,61,-162.0,12,11.0,510.0,69.5
1591,b15_r3_n8_E1_X1_5,580.9,166,92.2,55,33.9,543.2,3.8
766,b10_r2_n3_E2_X1_5,574.3,689,131.4,235,203.0,65.3,306.0
789,b10_r2_n4_E1_X7_8,573.5,625,-134.9,218,311.6,255.0,6.9
658,b10_r1_n5_E2_X3c_2_5,559.8,224,-224.5,80,146.0,103.6,310.2
1189,b15_r1_n5_E2_X3b_1,548.3,106,515.0,33,258.6,236.7,53.0
1195,b15_r1_n5_E2_X3c_1_3,548.3,106,515.0,33,258.6,236.7,53.0
1934,b20_r2_n6_E1_X3c_3_5,541.7,125,657.2,37,35.0,343.4,163.3
1926,b20_r2_n6_E1_X3b_3,541.7,125,657.2,37,35.0,343.4,163.3
650,b10_r1_n5_E2_X3b_2,536.4,222,-163.6,80,144.9,54.9,336.6
1752,b20_r1_n6_E1_X3c_2_3,529.1,61,-26.2,13,259.7,83.8,185.6
1006,b10_r3_n5_E2_X1_5,528.3,488,-363.1,164,27.7,285.2,215.4
838,b10_r2_n5_E2_X3c_2_5,526.0,597,-136.1,217,201.8,272.0,52.2
867,b10_r2_n6_E2_X3c_2_3,516.2,393,36.6,145,58.4,169.5,288.3
860,b10_r2_n6_E2_X3b_2,516.2,393,36.6,145,58.4,169.5,288.3
1948,b20_r2_n6_E2_X3c_2_5,514.4,96,490.2,35,218.7,274.3,21.4
1940,b20_r2_n6_E2_X3b_2,514.4,96,490.2,35,218.7,274.3,21.4
1947,b20_r2_n6_E2_X3c_2_3,514.4,96,490.2,35,218.7,274.3,21.4
1668,b20_r1_n3_E2_X2,512.0,267,18.7,100,180.0,172.9,159.1
837,b10_r2_n5_E2_X3c_2_3,509.6,595,-136.1,217,201.8,272.0,35.8
830,b10_r2_n5_E2_X3b_2,509.6,595,-136.1,217,201.8,272.0,35.8
2264,b30_r1_n5_E1_X3c_3_5,509.3,58,-145.6,16,11.2,43.1,455.0
