ci,name,is_pnl,is_ntrd,oos_pnl,oos_ntrd,c0,c1,c2
156,b5_r1_n8_E1_X3b_3,875.7,220,131.2,51,88.8,428.0,358.9
2293,b30_r1_n6_E1_X3c_2_5,860.2,36,126.2,9,108.1,422.0,330.1
2294,b30_r1_n6_E1_X3c_3_5,860.1,36,97.5,9,12.5,219.6,628.0
1314,b15_r2_n3_E2_X7_8,831.2,347,170.6,140,103.6,494.3,233.3
1957,b20_r2_n8_E1_X7_3,830.0,82,-76.0,25,33.7,171.3,625.0
2668,b30_r3_n6_E2_X3c_2_5,829.8,84,-429.8,27,110.9,682.5,36.4
2667,b30_r3_n6_E2_X3c_2_3,829.8,84,-429.8,27,110.9,682.5,36.4
2660,b30_r3_n6_E2_X3b_2,829.8,84,-429.8,27,110.9,682.5,36.4
2476,b30_r2_n6_E2_X1_5,828.4,53,-748.5,18,224.2,464.8,139.4
2285,b30_r1_n6_E1_X3b_2,816.4,36,100.0,9,106.5,411.3,298.6
1989,b20_r3_n2_E1_X7_8,790.3,131,-697.0,59,97.9,297.8,394.6
2392,b30_r2_n3_E2_X7_3,782.7,89,-2508.1,44,78.8,483.4,220.5
1552,b15_r3_n5_E2_X7_3,772.5,185,-581.4,75,260.8,185.6,326.1
2444,b30_r2_n5_E1_X3c_3_5,772.2,112,-784.9,44,267.7,212.3,292.2
2122,b20_r3_n6_E2_X7_3,754.7,92,-1565.3,50,338.6,325.2,90.9
1971,b20_r2_n8_E2_X3b_3,751.4,63,123.3,14,116.6,249.6,385.2
1979,b20_r2_n8_E2_X3c_3_5,751.4,63,123.3,14,116.6,249.6,385.2
2655,b30_r3_n6_E2_X1_3,734.9,76,250.3,27,30.9,612.0,92.0
2675,b30_r3_n8_E1_X3b_2,714.0,59,-280.6,16,79.6,225.1,409.3
2683,b30_r3_n8_E1_X3c_2_5,714.0,59,-280.6,16,79.6,225.1,409.3
2682,b30_r3_n8_E1_X3c_2_3,714.0,59,-280.6,16,79.6,225.1,409.3
2436,b30_r2_n5_E1_X3b_3,711.0,112,-820.7,44,267.7,182.4,260.9
1955,b20_r2_n8_E1_X3b_2,707.4,96,-239.2,27,113.1,553.8,40.5
1962,b20_r2_n8_E1_X3c_2_3,707.4,96,-239.2,27,113.1,553.8,40.5
1963,b20_r2_n8_E1_X3c_2_5,707.4,96,-239.2,27,113.1,553.8,40.5
1522,b15_r3_n4_E2_X7_3,681.7,207,-1103.3,83,381.2,41.0,259.5
2241,b30_r1_n4_E2_X3b_3,646.2,66,-296.5,29,410.1,214.6,21.5
1953,b20_r2_n8_E1_X2,645.7,97,-234.9,27,106.7,482.5,56.5
2288,b30_r1_n6_E1_X7_5,635.9,36,121.0,9,10.3,135.5,490.1
2088,b20_r3_n5_E2_X2,589.9,232,-787.4,88,57.8,408.0,124.1
