ci,name,is_pnl,is_ntrd,mc_pval,bootstrap_p5,passed_mc,oos_pnl,oos_ntrd
2121,b20_r3_n6_E2_X3b_3,1402.6,171,0.074,-0.42,0,-684.5,70
2129,b20_r3_n6_E2_X3c_3_5,1402.6,171,0.074,-0.42,0,-684.5,70
2147,b20_r3_n8_E2_X1_8,1399.5,79,0.112,-0.75,0,-1349.1,36
2420,b30_r2_n4_E2_X3b_2,1396.0,137,0.079,-0.4,0,-437.1,63
2428,b30_r2_n4_E2_X3c_2_5,1396.0,137,0.079,-0.4,0,-437.1,63
2019,b20_r3_n3_E1_X7_8,1389.6,128,0.224,-3.02,0,-697.0,59
2624,b30_r3_n5_E1_X3c_3_5,1389.3,154,0.133,-1.29,0,-430.6,59
2416,b30_r2_n4_E2_X1_5,1386.4,99,0.122,-1.25,0,-1281.2,42
2613,b30_r3_n5_E1_X2,1381.6,154,0.138,-1.39,0,-707.9,59
1342,b15_r2_n4_E2_X7_3,1376.8,319,0.196,-2.64,0,-352.2,119
2228,b30_r1_n4_E1_X7_5,1375.9,137,0.119,-1.41,0,-365.6,62
2598,b30_r3_n4_E2_X2,1374.0,137,0.124,-1.01,0,-796.6,54
2642,b30_r3_n6_E1_X1_8,1373.6,62,0.155,-1.87,0,-444.0,21
163,b5_r1_n8_E1_X3c_2_5,1368.5,226,0.0,2.39,1,213.6,53
162,b5_r1_n8_E1_X3c_2_3,1365.3,226,0.0,2.33,1,170.3,53
2616,b30_r3_n5_E1_X3b_3,1357.5,154,0.138,-1.37,0,-430.6,59
2427,b30_r2_n4_E2_X3c_2_3,1350.2,137,0.083,-0.44,0,-437.1,63
2653,b30_r3_n6_E1_X3c_2_5,1339.9,112,0.064,0.24,0,-272.2,36
2645,b30_r3_n6_E1_X3b_2,1339.9,112,0.064,0.24,0,-272.2,36
2652,b30_r3_n6_E1_X3c_2_3,1339.9,112,0.064,0.24,0,-272.2,36
2266,b30_r1_n5_E2_X1_5,1305.5,43,0.067,0.24,0,-209.6,15
1299,b15_r2_n3_E1_X7_8,1284.8,441,0.235,-3.42,0,-892.4,189
2118,b20_r3_n6_E2_X2,1258.7,174,0.098,-0.56,0,-598.1,70
968,b10_r3_n4_E1_X7_5,1252.9,516,0.248,-3.63,0,-2573.7,232
1956,b20_r2_n8_E1_X3b_3,1244.7,86,0.051,0.25,0,-194.6,25
1964,b20_r2_n8_E1_X3c_3_5,1244.7,86,0.051,0.25,0,-194.6,25
1904,b20_r2_n5_E1_X3c_3_5,1243.5,236,0.152,-1.43,0,-247.6,91
2188,b30_r1_n2_E2_X3c_2_5,1237.5,233,0.177,-1.7,0,-481.9,94
1896,b20_r2_n5_E1_X3b_3,1222.4,235,0.161,-1.56,0,-289.6,91
2639,b30_r3_n5_E2_X3c_3_5,1220.9,115,0.127,-1.23,0,-532.4,43
1282,b15_r2_n2_E2_X7_3,1201.4,427,0.256,-3.62,0,-2455.3,190
2631,b30_r3_n5_E2_X3b_3,1189.1,115,0.133,-1.29,0,-532.4,43
2670,b30_r3_n8_E1_X1_3,1167.9,58,0.023,0.61,1,-318.7,17
2595,b30_r3_n4_E2_X1_3,1158.1,122,0.092,-0.69,0,-71.3,44
2187,b30_r1_n2_E2_X3c_2_3,1155.3,236,0.174,-1.33,0,-472.9,95
2643,b30_r3_n6_E1_X2,1150.9,110,0.115,-1.1,0,-609.3,37
2443,b30_r2_n5_E1_X3c_2_5,1148.0,157,0.126,-1.1,0,-329.5,58
2442,b30_r2_n5_E1_X3c_2_3,1148.0,157,0.126,-1.1,0,-329.5,58
2435,b30_r2_n5_E1_X3b_2,1148.0,157,0.126,-1.1,0,-329.5,58
2277,b30_r1_n5_E2_X3c_2_3,1143.0,42,0.018,0.76,1,-275.1,15
2565,b30_r3_n3_E2_X1_3,1140.7,163,0.116,-1.02,0,-360.3,58
2535,b30_r3_n2_E2_X1_3,1140.7,163,0.116,-1.02,0,-360.3,58
2433,b30_r2_n5_E1_X2,1136.7,158,0.155,-1.09,0,-523.8,58
2086,b20_r3_n5_E2_X1_5,1134.8,176,0.16,-1.39,0,-804.0,66
2633,b30_r3_n5_E2_X7_5,1125.6,41,0.166,-1.43,0,-1066.5,20
2559,b30_r3_n3_E1_X7_8,1116.9,57,0.312,-3.93,0,-311.9,27
1327,b15_r2_n4_E1_X7_3,1099.1,411,0.245,-3.44,0,-535.1,183
2270,b30_r1_n5_E2_X3b_2,1091.9,42,0.018,0.65,1,-267.0,15
2684,b30_r3_n8_E1_X3c_3_5,1080.6,58,0.08,-0.47,0,-314.3,17
2388,b30_r2_n3_E2_X2,1079.7,213,0.17,-1.76,0,-784.4,87
1502,b15_r3_n4_E1_X1_8,1072.2,311,0.242,-2.98,0,1125.9,127
2278,b30_r1_n5_E2_X3c_2_5,1067.9,42,0.02,0.61,1,-267.0,15
2271,b30_r1_n5_E2_X3b_3,1056.5,40,0.071,-0.15,0,-7.9,14
2676,b30_r3_n8_E1_X3b_3,1048.8,58,0.087,-0.51,0,-314.3,17
2252,b30_r1_n5_E1_X1_8,1036.2,68,0.223,-2.68,0,295.0,21
179,b5_r1_n8_E2_X3c_3_5,1035.2,180,0.0,1.65,1,182.4,39
2166,b30_r1_n2_E1_X3b_3,1014.0,244,0.319,-4.13,0,-687.9,98
2398,b30_r2_n3_E2_X3c_2_5,1007.7,212,0.208,-1.96,0,-634.7,87
2390,b30_r2_n3_E2_X3b_2,1007.7,212,0.208,-1.96,0,-634.7,87
171,b5_r1_n8_E2_X3b_3,998.3,180,0.0,1.57,1,141.6,39
2529,b30_r3_n2_E1_X7_8,993.3,58,0.304,-4.1,0,-311.9,27
2628,b30_r3_n5_E2_X2,989.0,115,0.175,-1.72,0,-717.2,43
1357,b15_r2_n5_E1_X7_3,979.3,342,0.266,-3.51,0,197.6,139
2236,b30_r1_n4_E2_X1_5,977.9,70,0.153,-1.64,0,-258.8,31
2391,b30_r2_n3_E2_X3b_3,974.1,120,0.247,-2.65,0,-1601.0,53
2399,b30_r2_n3_E2_X3c_3_5,974.1,120,0.247,-2.65,0,-1566.7,53
2673,b30_r3_n8_E1_X2,964.9,58,0.095,-0.52,0,-407.1,17
2397,b30_r2_n3_E2_X3c_2_3,961.9,212,0.217,-2.07,0,-634.7,87
1539,b15_r3_n5_E1_X7_8,957.8,211,0.287,-3.73,0,-999.8,92
2562,b30_r3_n3_E1_X3c_2_3,953.8,256,0.227,-2.27,0,-896.3,97
2555,b30_r3_n3_E1_X3b_2,953.8,256,0.227,-2.27,0,-896.3,97
2563,b30_r3_n3_E1_X3c_2_5,953.8,256,0.227,-2.27,0,-896.3,97
2292,b30_r1_n6_E1_X3c_2_3,906.4,36,0.061,0.1,0,115.1,9
2475,b30_r2_n6_E2_X1_3,897.9,60,0.066,-0.01,0,-33.6,22
2525,b30_r3_n2_E1_X3b_2,893.5,257,0.229,-2.46,0,-896.3,97
2533,b30_r3_n2_E1_X3c_2_5,893.5,257,0.229,-2.46,0,-896.3,97
2532,b30_r3_n2_E1_X3c_2_3,893.5,257,0.229,-2.46,0,-896.3,97
2184,b30_r1_n2_E2_X7_8,891.7,210,0.276,-2.99,0,-720.4,81
2341,b30_r2_n2_E1_X1_5,887.4,169,0.271,-3.98,0,16.7,64
2136,b20_r3_n8_E1_X3b_3,884.9,143,0.179,-1.46,0,-512.5,47
2144,b20_r3_n8_E1_X3c_3_5,884.9,143,0.179,-1.46,0,-512.5,47
164,b5_r1_n8_E1_X3c_3_5,879.3,220,0.001,1.21,1,137.8,52
156,b5_r1_n8_E1_X3b_3,875.7,220,0.002,1.11,1,131.2,51
2293,b30_r1_n6_E1_X3c_2_5,860.2,36,0.069,-0.02,0,126.2,9
2294,b30_r1_n6_E1_X3c_3_5,860.1,36,0.082,-0.3,0,97.5,9
1314,b15_r2_n3_E2_X7_8,831.2,347,0.314,-3.93,0,170.6,140
1957,b20_r2_n8_E1_X7_3,830.0,82,0.203,-1.2,0,-76.0,25
2668,b30_r3_n6_E2_X3c_2_5,829.8,84,0.12,-0.53,0,-429.8,27
2667,b30_r3_n6_E2_X3c_2_3,829.8,84,0.12,-0.53,0,-429.8,27
