ci,name,is_pnl,is_ntrd,mc_pval,bootstrap_p5,oos_pnl,oos_ntrd,oos_pd,oos_pass
1016,b3_r3_n5_E2_X3c_1_5,89924.9,20000,0.0,144.99,0.0,0,0.0,0
820,b3_r2_n5_E1_X3c_1_3,82297.6,20000,0.0,132.58,0.0,0,0.0,0
1009,b3_r3_n5_E2_X3b_1,89812.4,20000,0.0,144.82,0.0,0,0.0,0
1015,b3_r3_n5_E2_X3c_1_3,89865.9,20000,0.0,145.04,0.0,0,0.0,0
821,b3_r2_n5_E1_X3c_1_5,82380.1,20000,0.0,132.7,0.0,0,0.0,0
1324,b4_r2_n4_E1_X3b_1,60093.4,20000,0.0,96.1,0.0,0,0.0,0
1330,b4_r2_n4_E1_X3c_1_3,60132.9,20000,0.0,96.26,0.0,0,0.0,0
1331,b4_r2_n4_E1_X3c_1_5,60333.5,20000,0.0,96.65,0.0,0,0.0,0
1675,b5_r1_n3_E2_X3c_1_3,65222.6,20000,0.0,104.43,0.0,0,0.0,0
1669,b5_r1_n3_E2_X3b_1,65448.4,20000,0.0,104.7,0.0,0,0.0,0
1676,b5_r1_n3_E2_X3c_1_5,65474.0,20000,0.0,104.82,0.0,0,0.0,0
814,b3_r2_n5_E1_X3b_1,82475.0,20000,0.0,132.89,0.0,0,0.0,0
1654,b5_r1_n3_E1_X3b_1,54711.8,20000,0.0,87.08,0.0,0,0.0,0
1017,b3_r3_n5_E2_X3c_2_3,43841.9,20000,0.0,69.38,0.0,0,0.0,0
1018,b3_r3_n5_E2_X3c_2_5,43997.7,20000,0.0,69.56,0.0,0,0.0,0
1010,b3_r3_n5_E2_X3b_2,43408.0,20000,0.0,68.54,0.0,0,0.0,0
1660,b5_r1_n3_E1_X3c_1_3,54826.0,20000,0.0,87.56,0.0,0,0.0,0
1661,b5_r1_n3_E1_X3c_1_5,55154.3,20000,0.0,87.86,0.0,0,0.0,0
823,b3_r2_n5_E1_X3c_2_5,37584.3,20000,0.0,59.11,0.0,0,0.0,0
815,b3_r2_n5_E1_X3b_2,37104.7,20000,0.0,58.39,0.0,0,0.0,0
822,b3_r2_n5_E1_X3c_2_3,37581.5,20000,0.0,59.16,0.0,0,0.0,0
