ci,name,is_pnl,is_ntrd,oos_pnl,oos_ntrd,c0,c1,c2
2019,b20_r3_n3_E1_X7_8,593.2,97,-1546.4,53,172.0,301.9,119.3
1989,b20_r3_n2_E1_X7_8,593.2,97,-1546.4,53,172.0,301.9,119.3
2064,b20_r3_n4_E2_X7_8,564.6,82,-646.3,40,155.9,222.3,186.4
2452,b30_r2_n5_E2_X7_3,556.1,44,921.5,20,352.3,199.0,4.8
1159,b15_r1_n4_E2_X3b_1,518.6,244,8.5,135,36.6,151.6,330.4
1166,b15_r1_n4_E2_X3c_1_5,518.6,244,24.8,135,36.6,151.6,330.4
1165,b15_r1_n4_E2_X3c_1_3,518.6,244,24.8,135,36.6,151.6,330.4
2454,b30_r2_n5_E2_X7_8,511.8,44,510.8,20,189.9,298.2,23.7
164,b5_r1_n8_E1_X3c_3_5,488.8,193,279.3,91,40.0,259.6,189.2
1266,b15_r2_n2_E1_X3b_3,465.3,617,-1621.7,308,44.8,260.1,160.4
1274,b15_r2_n2_E1_X3c_3_5,453.5,636,-1458.8,322,70.1,297.3,86.1
2049,b20_r3_n4_E1_X7_8,449.5,96,-1399.7,51,172.0,158.2,119.3
1214,b15_r1_n6_E1_X3c_3_5,433.0,102,-889.5,61,291.0,141.0,1.0
2625,b30_r3_n5_E2_X1_3,423.5,71,-475.4,32,67.7,201.7,154.1
1411,b15_r2_n8_E1_X1_5,392.5,123,-53.1,50,14.2,113.5,264.8
1705,b20_r1_n4_E2_X3c_1_3,251.2,142,-183.0,54,51.5,190.7,9.0
1706,b20_r1_n4_E2_X3c_1_5,251.2,142,-183.0,54,51.5,190.7,9.0
1699,b20_r1_n4_E2_X3b_1,251.2,142,-183.0,54,51.5,190.7,9.0
2655,b30_r3_n6_E2_X1_3,243.5,52,-335.2,20,67.8,163.6,12.1
687,b10_r1_n6_E2_X3c_2_3,229.2,102,225.4,58,63.6,4.2,161.4
2234,b30_r1_n4_E1_X3c_3_5,218.4,107,574.1,56,7.2,67.2,144.0
702,b10_r1_n8_E1_X3c_2_3,121.5,44,191.6,33,70.9,1.9,48.7
1225,b15_r1_n6_E2_X3c_1_3,113.7,45,-31.0,32,86.2,17.9,9.6
1226,b15_r1_n6_E2_X3c_1_5,113.7,45,-31.0,32,86.2,17.9,9.6
1219,b15_r1_n6_E2_X3b_1,113.7,45,-31.0,32,86.2,17.9,9.6
