ci,name,is_pnl,is_ntrd,oos_pnl,oos_ntrd,c0,c1,c2
2094,b20_r3_n5_E2_X7_8,4515.8,186,-2439.0,76,384.4,2148.1,1983.3
119,b5_r1_n5_E2_X3c_3_5,4359.3,2946,1274.7,989,34.1,2587.9,1737.3
141,b5_r1_n6_E2_X3b_3,4180.7,1508,1511.3,506,138.0,2210.1,1832.6
149,b5_r1_n6_E2_X3c_3_5,4124.4,1530,1436.4,509,100.5,2017.2,2006.7
1359,b15_r2_n5_E1_X7_8,3714.1,663,-68.9,232,120.2,2158.3,1435.6
655,b10_r1_n5_E2_X3c_1_3,3609.1,464,1038.5,116,22.3,1540.3,2046.5
126,b5_r1_n6_E1_X3b_3,3607.3,1723,1153.1,545,125.0,2085.3,1397.0
656,b10_r1_n5_E2_X3c_1_5,3596.3,465,1038.5,116,22.3,1527.5,2046.5
649,b10_r1_n5_E2_X3b_1,3582.1,461,1038.5,116,22.3,1565.1,1994.7
1817,b20_r2_n2_E2_X1_8,3285.3,377,-471.7,150,727.7,1699.7,857.9
2207,b30_r1_n3_E2_X1_8,3237.4,141,-6.5,47,212.3,1002.1,2023.0
179,b5_r1_n8_E2_X3c_3_5,3050.2,553,1052.0,165,132.1,1243.9,1674.2
171,b5_r1_n8_E2_X3b_3,2973.9,551,1094.6,165,135.5,1263.2,1575.2
1559,b15_r3_n5_E2_X3c_3_5,2875.7,775,-385.5,244,386.5,239.6,2249.6
1551,b15_r3_n5_E2_X3b_3,2875.7,775,-356.0,244,386.5,239.6,2249.6
2064,b20_r3_n4_E2_X7_8,2814.0,199,-1973.9,81,415.0,262.5,2136.5
2213,b30_r1_n3_E2_X7_5,2808.5,218,-391.8,81,30.7,1937.5,840.3
359,b5_r2_n8_E2_X3c_3_5,2784.1,1265,1434.7,310,36.3,1332.6,1415.2
351,b5_r2_n8_E2_X3b_3,2777.9,1259,1459.6,309,36.3,1346.0,1395.6
164,b5_r1_n8_E1_X3c_3_5,2744.5,577,1026.3,170,82.4,1141.3,1520.8
2219,b30_r1_n3_E2_X3c_3_5,2733.4,224,-573.0,82,19.7,2135.8,577.9
1822,b20_r2_n2_E2_X7_3,2709.9,470,-2427.2,188,150.6,1000.6,1558.7
156,b5_r1_n8_E1_X3b_3,2702.8,575,1057.9,170,110.0,1166.3,1426.5
1397,b15_r2_n6_E2_X1_8,2633.3,350,143.5,98,682.8,806.6,1143.9
2086,b20_r3_n5_E2_X1_5,2618.9,328,-1136.3,105,159.5,1767.5,691.9
2211,b30_r1_n3_E2_X3b_3,2604.7,211,-1122.4,79,96.4,1104.8,1403.5
922,b10_r3_n2_E2_X7_3,2585.5,982,-1936.4,402,959.7,1620.7,5.1
952,b10_r3_n3_E2_X7_3,2530.0,983,-1936.4,402,904.2,1620.7,5.1
2551,b30_r3_n3_E1_X1_5,2507.6,264,-445.8,116,751.6,1710.8,45.2
2521,b30_r3_n2_E1_X1_5,2507.6,264,-445.8,116,751.6,1710.8,45.2
2598,b30_r3_n4_E2_X2,2494.9,271,-190.6,99,106.0,2007.4,381.5
1581,b15_r3_n6_E2_X3b_3,2485.7,580,-129.1,184,397.0,399.9,1688.8
1589,b15_r3_n6_E2_X3c_3_5,2485.7,580,-158.6,184,397.0,399.9,1688.8
1577,b15_r3_n6_E2_X1_8,2455.3,391,-1529.1,130,507.0,379.2,1569.1
1358,b15_r2_n5_E1_X7_5,2425.8,669,-1062.6,248,585.0,119.6,1721.2
982,b10_r3_n4_E2_X7_3,2406.4,874,-3045.1,349,296.5,1432.4,677.5
2385,b30_r2_n3_E2_X1_3,2391.0,338,-619.8,98,198.0,1698.7,494.3
1107,b15_r1_n2_E2_X3c_2_3,2339.0,1688,722.0,542,45.1,427.7,1866.2
1829,b20_r2_n2_E2_X3c_3_5,2279.9,696,-1457.6,252,391.3,294.7,1593.9
923,b10_r3_n2_E2_X7_5,2270.9,941,-1052.2,385,340.4,1398.9,531.6
953,b10_r3_n3_E2_X7_5,2223.5,942,-1052.2,385,293.0,1398.9,531.6
907,b10_r3_n2_E1_X7_3,2182.2,1119,-3968.4,482,537.4,1560.4,84.4
685,b10_r1_n6_E2_X3c_1_3,2172.5,224,712.4,60,23.0,760.9,1388.6
686,b10_r1_n6_E2_X3c_1_5,2172.5,224,712.4,60,23.0,760.9,1388.6
679,b10_r1_n6_E2_X3b_1,2172.5,224,712.4,60,23.0,760.9,1388.6
1389,b15_r2_n6_E1_X7_8,2170.9,510,496.2,158,833.1,495.0,842.8
1567,b15_r3_n6_E1_X7_3,2157.9,405,-1224.3,151,40.8,1523.6,593.5
937,b10_r3_n3_E1_X7_3,2127.2,1120,-3968.4,482,482.4,1560.4,84.4
1578,b15_r3_n6_E2_X2,2123.1,580,-224.8,184,391.1,241.2,1490.8
1821,b20_r2_n2_E2_X3b_3,2027.0,692,-1434.5,251,174.3,219.1,1633.6
2408,b30_r2_n4_E1_X7_5,1915.6,206,-2663.2,78,521.7,1146.9,247.0
1135,b15_r1_n3_E2_X3c_1_3,1890.1,1099,278.6,326,156.9,301.9,1431.3
