ci,name,is_pnl,is_ntrd,mc_pval,bootstrap_p5,passed_mc,oos_pnl,oos_ntrd
140,b5_r1_n6_E2_X3b_2,16877.8,3231,0.0,36.78,1,8687.4,1631
80,b5_r1_n4_E2_X3b_2,16557.9,11484,0.0,34.63,1,7991.2,5881
328,b5_r2_n6_E2_X3c_2_5,16523.9,5575,0.0,35.16,1,7514.1,2630
327,b5_r2_n6_E2_X3c_2_3,16517.7,5567,0.0,35.15,1,7517.9,2631
95,b5_r1_n5_E1_X3b_2,16493.7,6601,0.0,34.92,1,8479.3,3384
320,b5_r2_n6_E2_X3b_2,16356.8,5553,0.0,34.77,1,7717.4,2624
133,b5_r1_n6_E1_X3c_2_5,16334.5,3467,0.0,35.37,1,8206.1,1734
132,b5_r1_n6_E1_X3c_2_3,16303.1,3461,0.0,35.37,1,8121.6,1734
125,b5_r1_n6_E1_X3b_2,16148.3,3449,0.0,34.85,1,8276.2,1726
176,b5_r1_n8_E2_X3c_1_5,15800.4,1181,0.0,34.91,1,7152.2,557
169,b5_r1_n8_E2_X3b_1,15798.3,1180,0.0,34.88,1,7152.2,557
161,b5_r1_n8_E1_X3c_1_5,15791.7,1215,0.0,34.74,1,6973.7,574
154,b5_r1_n8_E1_X3b_1,15790.7,1214,0.0,34.84,1,6973.7,574
175,b5_r1_n8_E2_X3c_1_3,15790.1,1180,0.0,34.86,1,7152.2,557
160,b5_r1_n8_E1_X3c_1_3,15781.4,1214,0.0,34.81,1,6973.7,574
596,b10_r1_n3_E2_X3c_1_5,13574.1,3902,0.0,28.34,1,6208.3,1869
595,b10_r1_n3_E2_X3c_1_3,13500.3,3893,0.0,28.17,1,6212.3,1868
589,b10_r1_n3_E2_X3b_1,13419.7,3886,0.0,28.07,1,6303.3,1864
357,b5_r2_n8_E2_X3c_2_3,11745.3,1989,0.0,25.05,1,4903.1,912
358,b5_r2_n8_E2_X3c_2_5,11742.0,1989,0.0,25.13,1,4939.3,912
350,b5_r2_n8_E2_X3b_2,11692.4,1987,0.0,24.88,1,4949.2,912
178,b5_r1_n8_E2_X3c_2_5,10602.6,1171,0.0,22.71,1,4667.6,552
170,b5_r1_n8_E2_X3b_2,10590.1,1170,0.0,22.66,1,4758.7,552
163,b5_r1_n8_E1_X3c_2_5,10584.3,1201,0.0,22.7,1,4478.4,568
155,b5_r1_n8_E1_X3b_2,10583.8,1200,0.0,22.68,1,4562.8,568
177,b5_r1_n8_E2_X3c_2_3,10552.8,1170,0.0,22.56,1,4659.2,552
162,b5_r1_n8_E1_X3c_2_3,10537.9,1200,0.0,22.6,1,4469.8,568
626,b10_r1_n4_E2_X3c_1_5,10525.4,1745,0.0,22.16,1,4642.8,782
625,b10_r1_n4_E2_X3c_1_3,10522.2,1742,0.0,22.23,1,4642.8,782
619,b10_r1_n4_E2_X3b_1,10505.2,1741,0.0,22.23,1,4657.1,781
342,b5_r2_n8_E1_X3c_2_3,9755.0,2643,0.0,20.1,1,3821.3,1230
343,b5_r2_n8_E1_X3c_2_5,9752.8,2643,0.0,20.16,1,3860.6,1230
335,b5_r2_n8_E1_X3b_2,9675.3,2640,0.0,19.96,1,3861.4,1229
149,b5_r1_n6_E2_X3c_3_5,7644.5,3145,0.0,14.89,1,3615.2,1588
141,b5_r1_n6_E2_X3b_3,7220.3,3110,0.0,13.95,1,3577.0,1573
655,b10_r1_n5_E2_X3c_1_3,7187.3,754,0.0,14.94,1,2436.9,304
656,b10_r1_n5_E2_X3c_1_5,7169.0,755,0.0,14.87,1,2436.9,304
649,b10_r1_n5_E2_X3b_1,7167.5,754,0.0,14.9,1,2436.9,304
134,b5_r1_n6_E1_X3c_3_5,7074.4,3355,0.0,13.32,1,3291.0,1681
2177,b30_r1_n2_E2_X1_8,7025.5,264,0.01,5.45,1,35.6,126
2526,b30_r3_n2_E1_X3b_3,6939.3,746,0.015,4.24,1,1673.1,378
2556,b30_r3_n3_E1_X3b_3,6939.3,746,0.015,4.24,1,1673.1,378
171,b5_r1_n8_E2_X3b_3,6901.9,1144,0.0,13.92,1,2673.8,545
156,b5_r1_n8_E1_X3b_3,6888.4,1173,0.0,13.81,1,2525.8,559
2564,b30_r3_n3_E1_X3c_3_5,6851.0,748,0.017,4.0,1,1502.7,378
2534,b30_r3_n2_E1_X3c_3_5,6851.0,748,0.017,4.0,1,1502.7,378
164,b5_r1_n8_E1_X3c_3_5,6766.0,1176,0.0,13.71,1,2536.1,559
179,b5_r1_n8_E2_X3c_3_5,6737.4,1147,0.0,13.63,1,2658.5,545
2523,b30_r3_n2_E1_X2,6730.9,749,0.019,3.16,1,767.6,383
2553,b30_r3_n3_E1_X2,6730.9,749,0.019,3.16,1,767.6,383
126,b5_r1_n6_E1_X3b_3,6694.2,3310,0.0,12.45,1,3268.7,1658
2033,b20_r3_n3_E2_X7_5,6309.8,355,0.023,2.92,1,-3721.3,201
2003,b20_r3_n2_E2_X7_5,6309.8,355,0.023,2.92,1,-3721.3,201
351,b5_r2_n8_E2_X3b_3,6055.8,1960,0.0,11.59,1,2135.3,891
359,b5_r2_n8_E2_X3c_3_5,5885.9,1969,0.0,11.22,1,2125.2,892
2568,b30_r3_n3_E2_X2,5530.1,566,0.027,2.16,1,-1251.5,298
2538,b30_r3_n2_E2_X2,5530.1,566,0.027,2.16,1,-1251.5,298
2541,b30_r3_n2_E2_X3b_3,5495.3,566,0.027,2.03,1,-639.1,296
2571,b30_r3_n3_E2_X3b_3,5495.3,566,0.027,2.03,1,-639.1,296
2579,b30_r3_n3_E2_X3c_3_5,5389.8,568,0.024,1.8,1,-639.1,296
2549,b30_r3_n2_E2_X3c_3_5,5389.8,568,0.024,1.8,1,-639.1,296
1988,b20_r3_n2_E1_X7_5,5201.7,394,0.046,0.12,1,-3667.2,221
2018,b20_r3_n3_E1_X7_5,5201.7,394,0.046,0.12,1,-3667.2,221
685,b10_r1_n6_E2_X3c_1_3,5135.4,351,0.0,10.49,1,1712.7,138
686,b10_r1_n6_E2_X3c_1_5,5127.9,352,0.0,10.53,1,1712.7,138
679,b10_r1_n6_E2_X3b_1,5126.4,351,0.0,10.48,1,1712.7,138
