ci,name,is_pnl,is_ntrd,mc_pval,bootstrap_p5,passed_mc,oos_pnl,oos_ntrd
163,b5_r1_n8_E1_X3c_2_5,1068.3,196,0.0,1.82,1,502.9,92
983,b10_r3_n4_E2_X7_5,1049.1,334,0.207,-2.27,0,-552.9,167
1202,b15_r1_n6_E1_X1_8,1048.3,94,0.14,-0.52,0,-989.7,51
656,b10_r1_n5_E2_X3c_1_5,1016.6,245,0.0,1.49,1,475.6,119
649,b10_r1_n5_E2_X3b_1,973.7,244,0.0,1.38,1,475.6,119
655,b10_r1_n5_E2_X3c_1_3,973.7,244,0.0,1.38,1,475.6,119
909,b10_r3_n2_E1_X7_8,964.5,393,0.233,-3.04,0,-870.2,210
939,b10_r3_n3_E1_X7_8,964.5,393,0.233,-3.04,0,-870.2,210
2229,b30_r1_n4_E1_X7_8,956.9,100,0.174,-1.27,0,325.3,54
1081,b15_r1_n2_E1_X1_5,938.8,632,0.249,-3.44,0,-607.3,288
149,b5_r1_n6_E2_X3c_3_5,929.3,508,0.0,1.14,1,246.5,211
2477,b30_r2_n6_E2_X1_8,909.4,34,0.218,-2.09,0,700.4,12
752,b10_r2_n3_E1_X1_8,892.0,651,0.27,-3.24,0,-2105.9,298
2047,b20_r3_n4_E1_X7_3,857.4,113,0.316,-3.85,0,-801.6,55
2544,b30_r3_n2_E2_X7_8,841.8,38,0.245,-2.37,0,-154.1,22
2574,b30_r3_n3_E2_X7_8,841.8,38,0.245,-2.37,0,-154.1,22
2062,b20_r3_n4_E2_X7_3,835.6,93,0.283,-3.25,0,-333.0,42
2453,b30_r2_n5_E2_X7_5,815.5,44,0.249,-2.45,0,918.6,20
982,b10_r3_n4_E2_X7_3,764.8,353,0.267,-3.21,0,-340.1,167
171,b5_r1_n8_E2_X3b_3,722.6,165,0.0,0.93,1,267.7,75
2107,b20_r3_n6_E1_X7_3,687.2,89,0.303,-3.24,0,139.1,43
1741,b20_r1_n6_E1_X1_5,649.1,70,0.162,-1.1,0,-265.0,25
156,b5_r1_n8_E1_X3b_3,644.7,191,0.001,0.65,1,211.0,91
179,b5_r1_n8_E2_X3c_3_5,634.3,166,0.0,0.78,1,329.0,75
2362,b30_r2_n2_E2_X7_3,620.2,87,0.351,-3.52,0,394.0,41
679,b10_r1_n6_E2_X3b_1,615.4,103,0.0,0.85,1,390.5,58
686,b10_r1_n6_E2_X3c_1_5,615.4,103,0.0,0.85,1,390.5,58
685,b10_r1_n6_E2_X3c_1_3,615.4,103,0.0,0.85,1,390.5,58
2019,b20_r3_n3_E1_X7_8,593.2,97,0.346,-3.97,0,-1546.4,53
1989,b20_r3_n2_E1_X7_8,593.2,97,0.346,-3.97,0,-1546.4,53
2064,b20_r3_n4_E2_X7_8,564.6,82,0.353,-4.07,0,-646.3,40
2452,b30_r2_n5_E2_X7_3,556.1,44,0.292,-2.42,0,921.5,20
1159,b15_r1_n4_E2_X3b_1,518.6,244,0.06,-0.02,0,8.5,135
1166,b15_r1_n4_E2_X3c_1_5,518.6,244,0.06,-0.02,0,24.8,135
1165,b15_r1_n4_E2_X3c_1_3,518.6,244,0.06,-0.02,0,24.8,135
2454,b30_r2_n5_E2_X7_8,511.8,44,0.312,-2.82,0,510.8,20
164,b5_r1_n8_E1_X3c_3_5,488.8,193,0.003,0.45,1,279.3,91
1266,b15_r2_n2_E1_X3b_3,465.3,617,0.347,-3.88,0,-1621.7,308
1274,b15_r2_n2_E1_X3c_3_5,453.5,636,0.37,-3.87,0,-1458.8,322
2049,b20_r3_n4_E1_X7_8,449.5,96,0.372,-4.39,0,-1399.7,51
1214,b15_r1_n6_E1_X3c_3_5,433.0,102,0.179,-0.87,0,-889.5,61
2625,b30_r3_n5_E2_X1_3,423.5,71,0.251,-1.47,0,-475.4,32
1411,b15_r2_n8_E1_X1_5,392.5,123,0.281,-1.64,0,-53.1,50
1705,b20_r1_n4_E2_X3c_1_3,251.2,142,0.216,-0.62,0,-183.0,54
1706,b20_r1_n4_E2_X3c_1_5,251.2,142,0.216,-0.62,0,-183.0,54
1699,b20_r1_n4_E2_X3b_1,251.2,142,0.216,-0.62,0,-183.0,54
2655,b30_r3_n6_E2_X1_3,243.5,52,0.344,-1.52,0,-335.2,20
687,b10_r1_n6_E2_X3c_2_3,229.2,102,0.156,-0.26,0,225.4,58
2234,b30_r1_n4_E1_X3c_3_5,218.4,107,0.42,-2.77,0,574.1,56
702,b10_r1_n8_E1_X3c_2_3,121.5,44,0.199,-0.2,0,191.6,33
1225,b15_r1_n6_E2_X3c_1_3,113.7,45,0.243,-0.29,0,-31.0,32
1226,b15_r1_n6_E2_X3c_1_5,113.7,45,0.243,-0.29,0,-31.0,32
1219,b15_r1_n6_E2_X3b_1,113.7,45,0.243,-0.29,0,-31.0,32
