ci,name,is_pnl,is_ntrd,mc_pval,bootstrap_p5,passed_mc,oos_pnl,oos_ntrd
1940,b20_r2_n6_E2_X3b_2,514.4,96,0.146,-0.6,0,490.2,35
1947,b20_r2_n6_E2_X3c_2_3,514.4,96,0.146,-0.6,0,490.2,35
1668,b20_r1_n3_E2_X2,512.0,267,0.15,-0.56,0,18.7,100
837,b10_r2_n5_E2_X3c_2_3,509.6,595,0.179,-1.0,0,-136.1,217
830,b10_r2_n5_E2_X3b_2,509.6,595,0.179,-1.0,0,-136.1,217
2264,b30_r1_n5_E1_X3c_3_5,509.3,58,0.223,-1.38,0,-145.6,16
1740,b20_r1_n6_E1_X1_3,495.1,63,0.123,-0.25,0,121.9,14
1593,b15_r3_n8_E1_X2,486.8,167,0.268,-1.62,0,490.0,54
1956,b20_r2_n8_E1_X3b_3,465.9,61,0.228,-1.12,0,95.1,19
1964,b20_r2_n8_E1_X3c_3_5,465.9,61,0.228,-1.12,0,95.1,19
868,b10_r2_n6_E2_X3c_2_5,458.2,394,0.156,-0.85,0,36.6,145
1186,b15_r1_n5_E2_X1_5,450.4,99,0.236,-1.2,0,9.9,28
657,b10_r1_n5_E2_X3c_2_3,446.6,225,0.105,-0.27,0,-193.2,80
2266,b30_r1_n5_E2_X1_5,436.1,32,0.26,-1.79,0,80.3,7
2144,b20_r3_n8_E1_X3c_3_5,411.2,96,0.318,-1.98,0,75.2,30
2136,b20_r3_n8_E1_X3b_3,411.2,96,0.318,-1.98,0,75.2,30
1078,b10_r3_n8_E2_X3c_2_5,409.6,286,0.205,-0.81,0,297.5,90
2474,b30_r2_n6_E1_X3c_3_5,401.0,54,0.328,-2.18,0,-511.7,16
2466,b30_r2_n6_E1_X3b_3,401.0,54,0.328,-2.18,0,-511.7,16
1070,b10_r3_n8_E2_X3b_2,375.0,285,0.22,-0.96,0,297.5,90
1077,b10_r3_n8_E2_X3c_2_3,375.0,285,0.22,-0.96,0,297.5,90
1870,b20_r2_n4_E1_X3c_1_3,353.5,378,0.278,-1.43,0,-18.9,128
1871,b20_r2_n4_E1_X3c_1_5,353.5,378,0.278,-1.43,0,-18.9,128
1864,b20_r2_n4_E1_X3b_1,353.5,378,0.278,-1.43,0,-18.9,128
2544,b30_r3_n2_E2_X7_8,349.8,34,0.392,-3.19,0,-408.2,12
2574,b30_r3_n3_E2_X7_8,349.8,34,0.392,-3.19,0,-408.2,12
2133,b20_r3_n8_E1_X2,333.5,96,0.351,-2.14,0,74.6,30
1388,b15_r2_n6_E1_X7_5,301.7,191,0.396,-3.05,0,416.6,57
2113,b20_r3_n6_E1_X3c_2_5,301.5,167,0.321,-1.67,0,459.2,65
2112,b20_r3_n6_E1_X3c_2_3,301.5,167,0.321,-1.67,0,459.2,65
2105,b20_r3_n6_E1_X3b_2,301.5,167,0.321,-1.67,0,459.2,65
2521,b30_r3_n2_E1_X1_5,300.4,86,0.4,-3.25,0,-33.2,24
2551,b30_r3_n3_E1_X1_5,300.4,86,0.4,-3.25,0,-33.2,24
1979,b20_r2_n8_E2_X3c_3_5,297.4,37,0.26,-0.87,0,80.8,11
1971,b20_r2_n8_E2_X3b_3,297.4,37,0.26,-0.87,0,80.8,11
1747,b20_r1_n6_E1_X7_3,294.0,61,0.281,-0.98,0,-210.8,13
1182,b15_r1_n5_E1_X3c_2_3,290.5,217,0.305,-1.39,0,248.9,62
2475,b30_r2_n6_E2_X1_3,244.4,40,0.311,-1.19,0,-13.6,10
2473,b30_r2_n6_E1_X3c_2_5,164.1,70,0.4,-2.31,0,-300.0,17
2465,b30_r2_n6_E1_X3b_2,164.1,70,0.4,-2.31,0,-300.0,17
2472,b30_r2_n6_E1_X3c_2_3,164.1,70,0.4,-2.31,0,-300.0,17
2638,b30_r3_n5_E2_X3c_2_5,158.2,74,0.404,-2.15,0,-659.2,24
2637,b30_r3_n5_E2_X3c_2_3,158.2,74,0.404,-2.15,0,-659.2,24
2630,b30_r3_n5_E2_X3b_2,158.2,74,0.404,-2.15,0,-659.2,24
1978,b20_r2_n8_E2_X3c_2_5,147.0,41,0.301,-0.64,0,-139.0,12
1970,b20_r2_n8_E2_X3b_2,147.0,41,0.301,-0.64,0,-139.0,12
1977,b20_r2_n8_E2_X3c_2_3,147.0,41,0.301,-0.64,0,-139.0,12
1185,b15_r1_n5_E2_X1_3,146.7,107,0.367,-1.08,0,35.1,32
1540,b15_r3_n5_E1_X3c_1_3,136.9,417,0.397,-1.38,0,-277.0,143
