ci,name,is_pnl,is_ntrd,mc_pval,mc_p95,bootstrap_p5,passed_mc
2436,atr20_m0p5_r1_n4_E1_X3c_1_5,30969.2,8469,0.0,1160.3,49.07,1
2438,atr20_m0p5_r1_n4_E1_X3c_1_3,30826.5,8469,0.0,1149.9,48.86,1
1220,atr14_m0p5_r1_n3_E1_X3c_1_5,30357.7,20000,0.0,1246.7,47.98,1
1216,atr14_m0p5_r1_n3_E1_X3b_1,30345.7,20000,0.0,1099.0,47.86,1
1222,atr14_m0p5_r1_n3_E1_X3c_1_3,30117.3,20000,0.0,1120.1,47.56,1
198,atr7_m0p5_r3_n4_E1_X3c_1_3,30060.9,11090,0.0,1205.2,47.54,1
192,atr7_m0p5_r3_n4_E1_X3b_1,30059.4,11090,0.0,1212.1,47.54,1
196,atr7_m0p5_r3_n4_E1_X3c_1_5,30058.6,11090,0.0,1209.9,47.54,1
2512,atr20_m0p5_r2_n4_E1_X3b_1,28990.3,7740,0.0,1113.7,45.86,1
2518,atr20_m0p5_r2_n4_E1_X3c_1_3,28946.0,7743,0.0,1150.7,45.83,1
2516,atr20_m0p5_r2_n4_E1_X3c_1_5,28964.9,7742,0.0,1149.4,45.74,1
1232,atr14_m0p5_r1_n4_E1_X3b_1,28761.8,7884,0.0,1158.5,45.52,1
1236,atr14_m0p5_r1_n4_E1_X3c_1_5,28689.3,7885,0.0,1114.7,45.44,1
1238,atr14_m0p5_r1_n4_E1_X3c_1_3,28633.0,7885,0.0,1126.8,45.33,1
166,atr7_m0p5_r3_n2_E1_X3c_1_3,28170.1,20000,0.0,1123.8,44.48,1
164,atr7_m0p5_r3_n2_E1_X3c_1_5,28164.1,20000,0.0,1129.0,44.47,1
160,atr7_m0p5_r3_n2_E1_X3b_1,28137.7,20000,0.0,1119.9,44.42,1
20,atr7_m0p5_r1_n3_E1_X3c_1_5,27669.9,20000,0.0,1100.2,43.63,1
16,atr7_m0p5_r1_n3_E1_X3b_1,27661.7,20000,0.0,1125.9,43.54,1
22,atr7_m0p5_r1_n3_E1_X3c_1_3,27440.9,20000,0.0,1110.9,43.25,1
1312,atr14_m0p5_r2_n4_E1_X3b_1,27137.7,7331,0.0,1134.6,42.93,1
1316,atr14_m0p5_r2_n4_E1_X3c_1_5,27104.0,7331,0.0,1141.2,42.88,1
1318,atr14_m0p5_r2_n4_E1_X3c_1_3,27053.0,7333,0.0,1077.9,42.78,1
32,atr7_m0p5_r1_n4_E1_X3b_1,24485.7,6996,0.0,1111.1,38.61,1
36,atr7_m0p5_r1_n4_E1_X3c_1_5,24378.1,6996,0.0,1106.3,38.43,1
38,atr7_m0p5_r1_n4_E1_X3c_1_3,24296.9,6996,0.0,1114.1,38.3,1
2608,atr20_m0p5_r3_n5_E1_X3b_1,23925.9,6031,0.0,1121.4,37.63,1
2612,atr20_m0p5_r3_n5_E1_X3c_1_5,23925.2,6031,0.0,1120.8,37.63,1
2614,atr20_m0p5_r3_n5_E1_X3c_1_3,23924.0,6031,0.0,1119.6,37.62,1
116,atr7_m0p5_r2_n4_E1_X3c_1_5,23655.2,6642,0.0,1032.4,37.26,1
118,atr7_m0p5_r2_n4_E1_X3c_1_3,23653.1,6642,0.0,1028.1,37.26,1
112,atr7_m0p5_r2_n4_E1_X3b_1,23646.5,6642,0.0,1037.5,37.25,1
1408,atr14_m0p5_r3_n5_E1_X3b_1,23385.3,6027,0.0,1143.5,36.75,1
1412,atr14_m0p5_r3_n5_E1_X3c_1_5,23358.2,6028,0.0,1123.2,36.71,1
1414,atr14_m0p5_r3_n5_E1_X3c_1_3,23347.8,6028,0.0,1126.9,36.69,1
214,atr7_m0p5_r3_n5_E1_X3c_1_3,21083.2,5810,0.0,969.5,33.0,1
212,atr7_m0p5_r3_n5_E1_X3c_1_5,21080.9,5810,0.0,971.8,32.99,1
208,atr7_m0p5_r3_n5_E1_X3b_1,21079.2,5810,0.0,973.5,32.99,1
2448,atr20_m0p5_r1_n5_E1_X3b_1,18370.3,2778,0.0,1017.0,28.76,1
2452,atr20_m0p5_r1_n5_E1_X3c_1_5,18348.4,2778,0.0,1023.6,28.73,1
2454,atr20_m0p5_r1_n5_E1_X3c_1_3,18300.1,2778,0.0,1006.1,28.66,1
2528,atr20_m0p5_r2_n5_E1_X3b_1,17735.8,2776,0.0,986.7,27.71,1
2532,atr20_m0p5_r2_n5_E1_X3c_1_5,17730.8,2776,0.0,994.0,27.71,1
2534,atr20_m0p5_r2_n5_E1_X3c_1_3,17723.7,2776,0.0,990.4,27.7,1
1334,atr14_m0p5_r2_n5_E1_X3c_1_3,16558.8,2593,0.0,951.2,25.86,1
1332,atr14_m0p5_r2_n5_E1_X3c_1_5,16546.9,2593,0.0,957.2,25.84,1
1328,atr14_m0p5_r2_n5_E1_X3b_1,16545.8,2593,0.0,958.2,25.84,1
1254,atr14_m0p5_r1_n5_E1_X3c_1_3,16398.6,2411,0.0,976.4,25.59,1
1248,atr14_m0p5_r1_n5_E1_X3b_1,16383.5,2411,0.0,961.4,25.57,1
1252,atr14_m0p5_r1_n5_E1_X3c_1_5,16384.2,2411,0.0,961.8,25.56,1
1428,atr14_m0p5_r3_n6_E1_X3c_1_5,16389.5,3165,0.0,967.7,25.49,1
1430,atr14_m0p5_r3_n6_E1_X3c_1_3,16379.1,3165,0.0,965.2,25.48,1
1424,atr14_m0p5_r3_n6_E1_X3b_1,16416.5,3164,0.0,985.5,25.45,1
2630,atr20_m0p5_r3_n6_E1_X3c_1_3,16322.6,3162,0.0,1012.2,25.32,1
2628,atr20_m0p5_r3_n6_E1_X3c_1_5,16320.1,3162,0.0,1011.3,25.31,1
2624,atr20_m0p5_r3_n6_E1_X3b_1,16320.1,3162,0.0,1011.3,25.31,1
230,atr7_m0p5_r3_n6_E1_X3c_1_3,14658.6,3091,0.0,897.7,22.79,1
228,atr7_m0p5_r3_n6_E1_X3c_1_5,14656.3,3091,0.0,899.8,22.79,1
224,atr7_m0p5_r3_n6_E1_X3b_1,14654.6,3091,0.0,900.9,22.78,1
48,atr7_m0p5_r1_n5_E1_X3b_1,14113.8,1982,0.0,932.1,21.98,1
52,atr7_m0p5_r1_n5_E1_X3c_1_5,14116.3,1982,0.0,933.5,21.98,1
54,atr7_m0p5_r1_n5_E1_X3c_1_3,14097.4,1982,0.0,930.8,21.95,1
2742,atr20_m1p0_r2_n3_E1_X3c_1_3,14600.7,11421,0.0,1297.8,21.8,1
2740,atr20_m1p0_r2_n3_E1_X3c_1_5,14598.1,11421,0.0,1291.9,21.8,1
2736,atr20_m1p0_r2_n3_E1_X3b_1,14545.6,11419,0.0,1287.1,21.75,1
134,atr7_m0p5_r2_n5_E1_X3c_1_3,13878.2,2176,0.0,904.6,21.54,1
132,atr7_m0p5_r2_n5_E1_X3c_1_5,13878.1,2176,0.0,904.3,21.54,1
128,atr7_m0p5_r2_n5_E1_X3b_1,13877.4,2176,0.0,903.7,21.54,1
2662,atr20_m1p0_r1_n3_E1_X3c_1_3,13452.5,7159,0.0,1033.3,20.49,1
2660,atr20_m1p0_r1_n3_E1_X3c_1_5,13485.6,7145,0.0,1007.4,20.47,1
2656,atr20_m1p0_r1_n3_E1_X3b_1,13409.6,7127,0.0,1034.8,20.36,1
1536,atr14_m1p0_r2_n3_E1_X3b_1,13364.6,11181,0.0,1327.2,19.76,1
1540,atr14_m1p0_r2_n3_E1_X3c_1_5,13147.2,11190,0.0,1347.0,19.56,1
1542,atr14_m1p0_r2_n3_E1_X3c_1_3,13148.9,11193,0.0,1379.7,19.36,1
1462,atr14_m1p0_r1_n3_E1_X3c_1_3,11644.1,6753,0.0,947.8,17.57,1
2548,atr20_m0p5_r2_n6_E1_X3c_1_5,11371.0,1129,0.0,876.8,17.55,1
2544,atr20_m0p5_r2_n6_E1_X3b_1,11371.0,1129,0.0,876.8,17.55,1
2550,atr20_m0p5_r2_n6_E1_X3c_1_3,11370.1,1129,0.0,876.0,17.55,1
2468,atr20_m0p5_r1_n6_E1_X3c_1_5,11373.9,1122,0.0,870.4,17.54,1
2470,atr20_m0p5_r1_n6_E1_X3c_1_3,11373.9,1122,0.0,870.4,17.54,1
2464,atr20_m0p5_r1_n6_E1_X3b_1,11373.9,1122,0.0,870.4,17.54,1
1460,atr14_m1p0_r1_n3_E1_X3c_1_5,11553.5,6739,0.0,891.3,17.39,1
1456,atr14_m1p0_r1_n3_E1_X3b_1,11490.2,6717,0.0,1084.9,17.24,1
2519,atr20_m0p5_r2_n4_E1_X3c_2_3,11332.1,7663,0.0,963.0,17.06,1
2513,atr20_m0p5_r2_n4_E1_X3b_2,11170.6,7634,0.0,1013.3,16.71,1
2517,atr20_m0p5_r2_n4_E1_X3c_2_5,11102.6,7647,0.0,1002.6,16.64,1
2756,atr20_m1p0_r2_n4_E1_X3c_1_5,11000.6,4013,0.0,978.6,16.51,1
2758,atr20_m1p0_r2_n4_E1_X3c_1_3,10983.7,4013,0.0,974.3,16.48,1
2752,atr20_m1p0_r2_n4_E1_X3b_1,10972.1,4013,0.0,988.7,16.46,1
2455,atr20_m0p5_r1_n5_E1_X3c_2_3,10533.3,2766,0.0,828.9,16.03,1
1264,atr14_m0p5_r1_n6_E1_X3b_1,10389.6,995,0.0,822.2,16.02,1
1268,atr14_m0p5_r1_n6_E1_X3c_1_5,10388.5,995,0.0,821.2,16.02,1
1270,atr14_m0p5_r1_n6_E1_X3c_1_3,10385.9,995,0.0,820.1,16.01,1
2453,atr20_m0p5_r1_n5_E1_X3c_2_5,10516.0,2766,0.0,839.8,16.0,1
1350,atr14_m0p5_r2_n6_E1_X3c_1_3,10432.0,1023,0.0,841.9,15.97,1
1348,atr14_m0p5_r2_n6_E1_X3c_1_5,10429.7,1023,0.0,844.2,15.96,1
1344,atr14_m0p5_r2_n6_E1_X3b_1,10429.7,1023,0.0,844.2,15.96,1
2449,atr20_m0p5_r1_n5_E1_X3b_2,10493.4,2766,0.0,847.5,15.94,1
2433,atr20_m0p5_r1_n4_E1_X3b_2,10742.1,8341,0.0,1168.9,15.9,1
2533,atr20_m0p5_r2_n5_E1_X3c_2_5,10378.7,2763,0.0,948.4,15.79,1
2437,atr20_m0p5_r1_n4_E1_X3c_2_5,10632.9,8354,0.0,1077.0,15.77,1
2535,atr20_m0p5_r2_n5_E1_X3c_2_3,10344.7,2763,0.0,924.4,15.77,1
2529,atr20_m0p5_r2_n5_E1_X3b_2,10323.5,2763,0.0,946.8,15.71,1
2439,atr20_m0p5_r1_n4_E1_X3c_2_3,10471.2,8363,0.0,1018.3,15.49,1
2615,atr20_m0p5_r3_n5_E1_X3c_2_3,10239.7,5979,0.0,1024.2,15.25,1
2613,atr20_m0p5_r3_n5_E1_X3c_2_5,10223.9,5979,0.0,1018.2,15.22,1
1552,atr14_m1p0_r2_n4_E1_X3b_1,10187.1,3909,0.0,1049.1,15.21,1
1558,atr14_m1p0_r2_n4_E1_X3c_1_3,10179.3,3909,0.0,1046.8,15.2,1
2609,atr20_m0p5_r3_n5_E1_X3b_2,10203.3,5979,0.0,1019.9,15.2,1
1556,atr14_m1p0_r2_n4_E1_X3c_1_5,10155.9,3910,0.0,981.1,15.03,1
256,atr7_m1p0_r1_n3_E1_X3b_1,10072.4,6109,0.0,981.1,14.87,1
260,atr7_m1p0_r1_n3_E1_X3c_1_5,9878.8,6134,0.0,871.5,14.74,1
336,atr7_m1p0_r2_n3_E1_X3b_1,10269.0,10559,0.0,1251.9,14.7,1
340,atr7_m1p0_r2_n3_E1_X3c_1_5,10166.9,10566,0.0,1182.4,14.62,1
262,atr7_m1p0_r1_n3_E1_X3c_1_3,9771.5,6154,0.0,902.6,14.57,1
1313,atr14_m0p5_r2_n4_E1_X3b_2,9813.4,7226,0.0,948.6,14.49,1
342,atr7_m1p0_r2_n3_E1_X3c_1_3,10100.0,10571,0.0,1278.3,14.4,1
1319,atr14_m0p5_r2_n4_E1_X3c_2_3,9705.7,7252,0.0,919.7,14.34,1
1317,atr14_m0p5_r2_n4_E1_X3c_2_5,9607.7,7240,0.0,988.2,14.25,1
1335,atr14_m0p5_r2_n5_E1_X3c_2_3,9424.3,2586,0.0,764.5,14.25,1
1333,atr14_m0p5_r2_n5_E1_X3c_2_5,9374.9,2585,0.0,782.8,14.2,1
1329,atr14_m0p5_r2_n5_E1_X3b_2,9379.8,2585,0.0,805.0,14.19,1
1413,atr14_m0p5_r3_n5_E1_X3c_2_5,9482.8,5971,0.0,940.7,14.04,1
1409,atr14_m0p5_r3_n5_E1_X3b_2,9503.9,5970,0.0,997.9,13.99,1
1415,atr14_m0p5_r3_n5_E1_X3c_2_3,9495.8,5973,0.0,925.1,13.97,1
1255,atr14_m0p5_r1_n5_E1_X3c_2_3,9071.2,2408,0.0,700.0,13.66,1
1253,atr14_m0p5_r1_n5_E1_X3c_2_5,9017.0,2408,0.0,707.5,13.59,1
1237,atr14_m0p5_r1_n4_E1_X3c_2_5,9225.0,7784,0.0,1017.8,13.55,1
1239,atr14_m0p5_r1_n4_E1_X3c_2_3,9243.3,7796,0.0,932.3,13.53,1
2631,atr20_m0p5_r3_n6_E1_X3c_2_3,9042.3,3141,0.0,870.5,13.46,1
2629,atr20_m0p5_r3_n6_E1_X3c_2_5,9038.8,3141,0.0,868.8,13.45,1
1249,atr14_m0p5_r1_n5_E1_X3b_2,8915.0,2408,0.0,691.9,13.44,1
2625,atr20_m0p5_r3_n6_E1_X3b_2,9028.9,3141,0.0,868.3,13.44,1
64,atr7_m0p5_r1_n6_E1_X3b_1,8724.6,799,0.0,844.8,13.34,1
68,atr7_m0p5_r1_n6_E1_X3c_1_5,8722.5,799,0.0,842.9,13.33,1
70,atr7_m0p5_r1_n6_E1_X3c_1_3,8713.7,799,0.0,837.2,13.32,1
1233,atr14_m0p5_r1_n4_E1_X3b_2,9178.3,7769,0.0,1048.6,13.29,1
150,atr7_m0p5_r2_n6_E1_X3c_1_3,8711.1,859,0.0,763.7,13.28,1
148,atr7_m0p5_r2_n6_E1_X3c_1_5,8708.8,859,0.0,763.6,13.27,1
144,atr7_m0p5_r2_n6_E1_X3b_1,8708.8,859,0.0,763.6,13.27,1
1425,atr14_m0p5_r3_n6_E1_X3b_2,8533.5,3145,0.0,861.2,12.64,1
1431,atr14_m0p5_r3_n6_E1_X3c_2_3,8512.5,3146,0.0,894.4,12.63,1
1429,atr14_m0p5_r3_n6_E1_X3c_2_5,8505.5,3146,0.0,900.8,12.62,1
2551,atr20_m0p5_r2_n6_E1_X3c_2_3,8044.4,1129,0.0,717.4,12.14,1
2549,atr20_m0p5_r2_n6_E1_X3c_2_5,8030.3,1129,0.0,734.6,12.12,1
2545,atr20_m0p5_r2_n6_E1_X3b_2,8027.5,1129,0.0,731.6,12.12,1
2676,atr20_m1p0_r1_n4_E1_X3c_1_5,8003.9,1170,0.0,744.7,12.06,1
2678,atr20_m1p0_r1_n4_E1_X3c_1_3,7978.4,1170,0.0,733.6,12.01,1
2672,atr20_m1p0_r1_n4_E1_X3b_1,7961.1,1169,0.0,765.2,11.98,1
2471,atr20_m0p5_r1_n6_E1_X3c_2_3,7936.2,1122,0.0,762.8,11.96,1
2469,atr20_m0p5_r1_n6_E1_X3c_2_5,7908.4,1122,0.0,754.6,11.94,1
2465,atr20_m0p5_r1_n6_E1_X3b_2,7905.9,1122,0.0,759.2,11.92,1
352,atr7_m1p0_r2_n4_E1_X3b_1,8003.9,3805,0.0,933.0,11.69,1
356,atr7_m1p0_r2_n4_E1_X3c_1_5,7995.1,3805,0.0,934.7,11.68,1
358,atr7_m1p0_r2_n4_E1_X3c_1_3,7943.8,3805,0.0,956.2,11.6,1
55,atr7_m0p5_r1_n5_E1_X3c_2_3,7490.9,1979,0.0,694.0,11.26,1
2774,atr20_m1p0_r2_n5_E1_X3c_1_3,7593.5,1389,0.0,811.3,11.25,1
2772,atr20_m1p0_r2_n5_E1_X3c_1_5,7587.0,1389,0.0,813.9,11.25,1
53,atr7_m0p5_r1_n5_E1_X3c_2_5,7475.4,1979,0.0,692.3,11.23,1
2768,atr20_m1p0_r2_n5_E1_X3b_1,7577.7,1389,0.0,807.0,11.22,1
49,atr7_m0p5_r1_n5_E1_X3b_2,7470.9,1979,0.0,706.4,11.19,1
2832,atr20_m1p0_r3_n4_E1_X3b_1,7749.6,4948,0.0,1102.9,11.01,1
2836,atr20_m1p0_r3_n4_E1_X3c_1_5,7749.6,4948,0.0,1102.9,11.01,1
2838,atr20_m1p0_r3_n4_E1_X3c_1_3,7749.6,4948,0.0,1102.9,11.01,1
119,atr7_m0p5_r2_n4_E1_X3c_2_3,7517.7,6580,0.0,829.6,10.95,1
117,atr7_m0p5_r2_n4_E1_X3c_2_5,7473.4,6566,0.0,860.1,10.9,1
2820,atr20_m1p0_r3_n3_E1_X3c_1_5,7622.9,7796,0.0,1217.1,10.46,1
2822,atr20_m1p0_r3_n3_E1_X3c_1_3,7622.9,7796,0.0,1217.1,10.46,1
2816,atr20_m1p0_r3_n3_E1_X3b_1,7622.9,7796,0.0,1217.1,10.46,1
