ci,name,is_pnl,is_ntrd,mc_pval,bootstrap_p5,oos_pnl,oos_ntrd,oos_pd,oos_pass
1558,atr14_m1p0_r2_n4_E1_X3c_1_3,10179.3,3909,0.0,15.2,5725.4,1837,13.42,1
1556,atr14_m1p0_r2_n4_E1_X3c_1_5,10155.9,3910,0.0,15.03,5721.3,1837,13.41,1
1552,atr14_m1p0_r2_n4_E1_X3b_1,10187.1,3909,0.0,15.21,5707.5,1837,13.38,1
1329,atr14_m0p5_r2_n5_E1_X3b_2,9379.8,2585,0.0,14.19,5705.6,1153,13.37,1
1335,atr14_m0p5_r2_n5_E1_X3c_2_3,9424.3,2586,0.0,14.25,5694.3,1153,13.35,1
148,atr7_m0p5_r2_n6_E1_X3c_1_5,8708.8,859,0.0,13.27,5434.5,390,12.74,1
144,atr7_m0p5_r2_n6_E1_X3b_1,8708.8,859,0.0,13.27,5434.5,390,12.74,1
150,atr7_m0p5_r2_n6_E1_X3c_1_3,8711.1,859,0.0,13.28,5435.2,390,12.74,1
2820,atr20_m1p0_r3_n3_E1_X3c_1_5,7622.9,7796,0.0,10.46,5408.0,3517,12.67,1
2822,atr20_m1p0_r3_n3_E1_X3c_1_3,7622.9,7796,0.0,10.46,5407.5,3517,12.67,1
2816,atr20_m1p0_r3_n3_E1_X3b_1,7622.9,7796,0.0,10.46,5407.5,3517,12.67,1
70,atr7_m0p5_r1_n6_E1_X3c_1_3,8713.7,799,0.0,13.32,5269.6,428,12.35,1
68,atr7_m0p5_r1_n6_E1_X3c_1_5,8722.5,799,0.0,13.33,5269.6,428,12.35,1
64,atr7_m0p5_r1_n6_E1_X3b_1,8724.6,799,0.0,13.34,5266.3,428,12.34,1
2629,atr20_m0p5_r3_n6_E1_X3c_2_5,9038.8,3141,0.0,13.45,5219.2,1538,12.23,1
2631,atr20_m0p5_r3_n6_E1_X3c_2_3,9042.3,3141,0.0,13.46,5218.5,1538,12.23,1
2625,atr20_m0p5_r3_n6_E1_X3b_2,9028.9,3141,0.0,13.44,5200.8,1538,12.19,1
2469,atr20_m0p5_r1_n6_E1_X3c_2_5,7908.4,1122,0.0,11.94,4880.9,629,11.44,1
2465,atr20_m0p5_r1_n6_E1_X3b_2,7905.9,1122,0.0,11.92,4877.7,629,11.43,1
2471,atr20_m0p5_r1_n6_E1_X3c_2_3,7936.2,1122,0.0,11.96,4876.6,629,11.43,1
1431,atr14_m0p5_r3_n6_E1_X3c_2_3,8512.5,3146,0.0,12.63,4867.3,1525,11.41,1
