ci,name,is_pnl,is_ntrd,c0,c1,c2
1328,atr14_m0p5_r2_n5_E1_X3b_1,16545.8,2593,2399.1,6920.0,7226.8
1424,atr14_m0p5_r3_n6_E1_X3b_1,16416.5,3164,2288.8,6875.1,7252.6
1254,atr14_m0p5_r1_n5_E1_X3c_1_3,16398.6,2411,2147.8,7115.6,7135.3
1428,atr14_m0p5_r3_n6_E1_X3c_1_5,16389.5,3165,2288.8,6875.1,7225.6
1252,atr14_m0p5_r1_n5_E1_X3c_1_5,16384.2,2411,2151.2,7102.0,7131.1
1248,atr14_m0p5_r1_n5_E1_X3b_1,16383.5,2411,2155.6,7098.7,7129.2
1430,atr14_m0p5_r3_n6_E1_X3c_1_3,16379.1,3165,2288.8,6871.9,7218.4
2630,atr20_m0p5_r3_n6_E1_X3c_1_3,16322.6,3162,2351.4,6924.0,7047.1
2628,atr20_m0p5_r3_n6_E1_X3c_1_5,16320.1,3162,2351.4,6921.6,7047.1
2624,atr20_m0p5_r3_n6_E1_X3b_1,16320.1,3162,2351.4,6921.6,7047.1
230,atr7_m0p5_r3_n6_E1_X3c_1_3,14658.6,3091,2216.7,6057.1,6384.8
228,atr7_m0p5_r3_n6_E1_X3c_1_5,14656.3,3091,2216.7,6057.1,6382.5
224,atr7_m0p5_r3_n6_E1_X3b_1,14654.6,3091,2216.7,6057.1,6380.8
2742,atr20_m1p0_r2_n3_E1_X3c_1_3,14600.7,11421,1284.5,6981.8,6334.4
2740,atr20_m1p0_r2_n3_E1_X3c_1_5,14598.1,11421,1306.0,7001.7,6290.4
2736,atr20_m1p0_r2_n3_E1_X3b_1,14545.6,11419,1287.4,6963.6,6294.6
52,atr7_m0p5_r1_n5_E1_X3c_1_5,14116.3,1982,1786.8,6243.1,6086.4
48,atr7_m0p5_r1_n5_E1_X3b_1,14113.8,1982,1794.6,6234.3,6085.0
54,atr7_m0p5_r1_n5_E1_X3c_1_3,14097.4,1982,1786.6,6239.9,6070.9
134,atr7_m0p5_r2_n5_E1_X3c_1_3,13878.2,2176,2083.1,5833.2,5961.8
132,atr7_m0p5_r2_n5_E1_X3c_1_5,13878.1,2176,2085.3,5833.2,5959.5
128,atr7_m0p5_r2_n5_E1_X3b_1,13877.4,2176,2084.7,5833.2,5959.5
2660,atr20_m1p0_r1_n3_E1_X3c_1_5,13485.6,7145,1805.7,5628.5,6051.4
2662,atr20_m1p0_r1_n3_E1_X3c_1_3,13452.5,7159,1784.1,5573.2,6095.2
2656,atr20_m1p0_r1_n3_E1_X3b_1,13409.6,7127,1781.1,5609.9,6018.6
1536,atr14_m1p0_r2_n3_E1_X3b_1,13364.6,11181,1333.4,6710.4,5320.8
1542,atr14_m1p0_r2_n3_E1_X3c_1_3,13148.9,11193,1336.0,6516.7,5296.1
1540,atr14_m1p0_r2_n3_E1_X3c_1_5,13147.2,11190,1329.2,6534.2,5283.8
1462,atr14_m1p0_r1_n3_E1_X3c_1_3,11644.1,6753,1795.9,4583.9,5264.2
1460,atr14_m1p0_r1_n3_E1_X3c_1_5,11553.5,6739,1757.9,4500.5,5295.1
1456,atr14_m1p0_r1_n3_E1_X3b_1,11490.2,6717,1688.1,4521.2,5280.9
2464,atr20_m0p5_r1_n6_E1_X3b_1,11373.9,1122,1506.5,4725.5,5142.0
2470,atr20_m0p5_r1_n6_E1_X3c_1_3,11373.9,1122,1506.5,4725.5,5142.0
2468,atr20_m0p5_r1_n6_E1_X3c_1_5,11373.9,1122,1506.5,4725.5,5142.0
2548,atr20_m0p5_r2_n6_E1_X3c_1_5,11371.0,1129,1730.5,4628.0,5012.5
2544,atr20_m0p5_r2_n6_E1_X3b_1,11371.0,1129,1730.5,4628.0,5012.5
2550,atr20_m0p5_r2_n6_E1_X3c_1_3,11370.1,1129,1730.5,4628.0,5011.6
2519,atr20_m0p5_r2_n4_E1_X3c_2_3,11332.1,7663,829.5,5105.7,5396.8
2513,atr20_m0p5_r2_n4_E1_X3b_2,11170.6,7634,899.7,4880.2,5390.7
2517,atr20_m0p5_r2_n4_E1_X3c_2_5,11102.6,7647,896.6,4895.0,5311.0
2756,atr20_m1p0_r2_n4_E1_X3c_1_5,11000.6,4013,1661.6,4496.4,4842.6
2758,atr20_m1p0_r2_n4_E1_X3c_1_3,10983.7,4013,1653.5,4483.0,4847.2
2752,atr20_m1p0_r2_n4_E1_X3b_1,10972.1,4013,1646.4,4486.0,4839.7
2433,atr20_m0p5_r1_n4_E1_X3b_2,10742.1,8341,1286.6,4664.8,4790.7
2437,atr20_m0p5_r1_n4_E1_X3c_2_5,10632.9,8354,1320.3,4454.1,4858.6
2455,atr20_m0p5_r1_n5_E1_X3c_2_3,10533.3,2766,1403.4,4310.9,4819.0
2453,atr20_m0p5_r1_n5_E1_X3c_2_5,10516.0,2766,1394.6,4265.2,4856.1
2449,atr20_m0p5_r1_n5_E1_X3b_2,10493.4,2766,1379.0,4267.9,4846.5
2439,atr20_m0p5_r1_n4_E1_X3c_2_3,10471.2,8363,1250.9,4400.3,4820.0
1350,atr14_m0p5_r2_n6_E1_X3c_1_3,10432.0,1023,1505.3,4123.6,4803.1
1344,atr14_m0p5_r2_n6_E1_X3b_1,10429.7,1023,1505.3,4123.6,4800.8
1348,atr14_m0p5_r2_n6_E1_X3c_1_5,10429.7,1023,1505.3,4123.6,4800.8
1264,atr14_m0p5_r1_n6_E1_X3b_1,10389.6,995,1374.5,4303.9,4711.1
1268,atr14_m0p5_r1_n6_E1_X3c_1_5,10388.5,995,1374.5,4302.9,4711.1
1270,atr14_m0p5_r1_n6_E1_X3c_1_3,10385.9,995,1374.5,4300.3,4711.1
2533,atr20_m0p5_r2_n5_E1_X3c_2_5,10378.7,2763,1421.5,4340.0,4617.2
2535,atr20_m0p5_r2_n5_E1_X3c_2_3,10344.7,2763,1401.6,4381.7,4561.4
2529,atr20_m0p5_r2_n5_E1_X3b_2,10323.5,2763,1401.8,4326.7,4595.0
336,atr7_m1p0_r2_n3_E1_X3b_1,10269.0,10559,657.3,4704.0,4907.7
2615,atr20_m0p5_r3_n5_E1_X3c_2_3,10239.7,5979,765.2,4637.3,4837.2
2613,atr20_m0p5_r3_n5_E1_X3c_2_5,10223.9,5979,752.6,4638.7,4832.7
2609,atr20_m0p5_r3_n5_E1_X3b_2,10203.3,5979,747.4,4626.5,4829.4
1552,atr14_m1p0_r2_n4_E1_X3b_1,10187.1,3909,1545.7,4376.2,4265.2
1558,atr14_m1p0_r2_n4_E1_X3c_1_3,10179.3,3909,1544.8,4381.6,4252.8
340,atr7_m1p0_r2_n3_E1_X3c_1_5,10166.9,10566,624.4,4642.0,4900.5
1556,atr14_m1p0_r2_n4_E1_X3c_1_5,10155.9,3910,1556.7,4362.9,4236.3
342,atr7_m1p0_r2_n3_E1_X3c_1_3,10100.0,10571,625.4,4627.1,4847.5
256,atr7_m1p0_r1_n3_E1_X3b_1,10072.4,6109,1275.8,4547.2,4249.4
260,atr7_m1p0_r1_n3_E1_X3c_1_5,9878.8,6134,1303.5,4357.8,4217.5
1313,atr14_m0p5_r2_n4_E1_X3b_2,9813.4,7226,718.5,4336.9,4758.0
262,atr7_m1p0_r1_n3_E1_X3c_1_3,9771.5,6154,1291.7,4231.2,4248.6
1319,atr14_m0p5_r2_n4_E1_X3c_2_3,9705.7,7252,704.7,4318.8,4682.2
1317,atr14_m0p5_r2_n4_E1_X3c_2_5,9607.7,7240,690.7,4268.0,4649.0
1409,atr14_m0p5_r3_n5_E1_X3b_2,9503.9,5970,708.7,4158.3,4637.0
1415,atr14_m0p5_r3_n5_E1_X3c_2_3,9495.8,5973,722.0,4162.0,4611.8
1413,atr14_m0p5_r3_n5_E1_X3c_2_5,9482.8,5971,713.9,4151.8,4617.1
1335,atr14_m0p5_r2_n5_E1_X3c_2_3,9424.3,2586,1245.0,3913.3,4266.0
1329,atr14_m0p5_r2_n5_E1_X3b_2,9379.8,2585,1212.5,3921.9,4245.5
1333,atr14_m0p5_r2_n5_E1_X3c_2_5,9374.9,2585,1225.3,3915.0,4234.7
1239,atr14_m0p5_r1_n4_E1_X3c_2_3,9243.3,7796,986.3,3818.6,4438.4
1237,atr14_m0p5_r1_n4_E1_X3c_2_5,9225.0,7784,1082.5,3808.5,4334.0
1233,atr14_m0p5_r1_n4_E1_X3b_2,9178.3,7769,992.7,3890.2,4295.3
1255,atr14_m0p5_r1_n5_E1_X3c_2_3,9071.2,2408,1205.1,3699.5,4166.5
2631,atr20_m0p5_r3_n6_E1_X3c_2_3,9042.3,3141,959.3,3868.9,4214.1
2629,atr20_m0p5_r3_n6_E1_X3c_2_5,9038.8,3141,954.0,3873.9,4210.8
2625,atr20_m0p5_r3_n6_E1_X3b_2,9028.9,3141,952.0,3866.0,4210.8
1253,atr14_m0p5_r1_n5_E1_X3c_2_5,9017.0,2408,1230.5,3649.8,4136.6
1249,atr14_m0p5_r1_n5_E1_X3b_2,8915.0,2408,1212.5,3595.0,4107.6
64,atr7_m0p5_r1_n6_E1_X3b_1,8724.6,799,1136.5,3671.4,3916.7
68,atr7_m0p5_r1_n6_E1_X3c_1_5,8722.5,799,1136.5,3673.7,3912.3
70,atr7_m0p5_r1_n6_E1_X3c_1_3,8713.7,799,1136.5,3671.1,3906.1
150,atr7_m0p5_r2_n6_E1_X3c_1_3,8711.1,859,1397.0,3332.9,3981.1
148,atr7_m0p5_r2_n6_E1_X3c_1_5,8708.8,859,1397.0,3332.9,3978.8
144,atr7_m0p5_r2_n6_E1_X3b_1,8708.8,859,1397.0,3332.9,3978.8
1425,atr14_m0p5_r3_n6_E1_X3b_2,8533.5,3145,880.1,3587.6,4065.8
1431,atr14_m0p5_r3_n6_E1_X3c_2_3,8512.5,3146,887.4,3596.5,4028.6
1429,atr14_m0p5_r3_n6_E1_X3c_2_5,8505.5,3146,882.1,3586.7,4036.7
2551,atr20_m0p5_r2_n6_E1_X3c_2_3,8044.4,1129,1223.1,3217.0,3604.3
2549,atr20_m0p5_r2_n6_E1_X3c_2_5,8030.3,1129,1227.9,3219.0,3583.5
2545,atr20_m0p5_r2_n6_E1_X3b_2,8027.5,1129,1233.3,3198.1,3596.1
352,atr7_m1p0_r2_n4_E1_X3b_1,8003.9,3805,1009.2,3296.9,3697.9
2676,atr20_m1p0_r1_n4_E1_X3c_1_5,8003.9,1170,1419.5,2875.1,3709.3
356,atr7_m1p0_r2_n4_E1_X3c_1_5,7995.1,3805,990.3,3301.0,3703.8
2678,atr20_m1p0_r1_n4_E1_X3c_1_3,7978.4,1170,1414.8,2861.4,3702.3
2672,atr20_m1p0_r1_n4_E1_X3b_1,7961.1,1169,1414.1,2847.1,3699.9
358,atr7_m1p0_r2_n4_E1_X3c_1_3,7943.8,3805,992.3,3296.3,3655.2
2471,atr20_m0p5_r1_n6_E1_X3c_2_3,7936.2,1122,1101.3,3126.2,3708.7
2469,atr20_m0p5_r1_n6_E1_X3c_2_5,7908.4,1122,1101.6,3123.7,3683.1
2465,atr20_m0p5_r1_n6_E1_X3b_2,7905.9,1122,1096.9,3133.6,3675.4
2836,atr20_m1p0_r3_n4_E1_X3c_1_5,7749.6,4948,1214.3,2885.8,3649.4
2832,atr20_m1p0_r3_n4_E1_X3b_1,7749.6,4948,1214.3,2885.8,3649.4
2838,atr20_m1p0_r3_n4_E1_X3c_1_3,7749.6,4948,1214.3,2885.8,3649.4
2822,atr20_m1p0_r3_n3_E1_X3c_1_3,7622.9,7796,606.5,3216.7,3799.7
2816,atr20_m1p0_r3_n3_E1_X3b_1,7622.9,7796,606.5,3216.7,3799.7
2820,atr20_m1p0_r3_n3_E1_X3c_1_5,7622.9,7796,606.5,3216.7,3799.7
2774,atr20_m1p0_r2_n5_E1_X3c_1_3,7593.5,1389,1312.7,2777.4,3503.4
2772,atr20_m1p0_r2_n5_E1_X3c_1_5,7587.0,1389,1310.8,2777.4,3498.8
2768,atr20_m1p0_r2_n5_E1_X3b_1,7577.7,1389,1304.4,2777.4,3495.9
119,atr7_m0p5_r2_n4_E1_X3c_2_3,7517.7,6580,405.6,3606.4,3505.7
55,atr7_m0p5_r1_n5_E1_X3c_2_3,7490.9,1979,932.9,3286.0,3272.0
53,atr7_m0p5_r1_n5_E1_X3c_2_5,7475.4,1979,925.8,3243.9,3305.7
117,atr7_m0p5_r2_n4_E1_X3c_2_5,7473.4,6566,354.4,3558.8,3560.2
49,atr7_m0p5_r1_n5_E1_X3b_2,7470.9,1979,917.7,3243.7,3309.5
113,atr7_m0p5_r2_n4_E1_X3b_2,7431.0,6549,399.7,3485.8,3545.5
213,atr7_m0p5_r3_n5_E1_X3c_2_5,7331.7,5745,358.6,3006.6,3966.6
215,atr7_m0p5_r3_n5_E1_X3c_2_3,7323.0,5746,362.4,3006.2,3954.3
209,atr7_m0p5_r3_n5_E1_X3b_2,7307.5,5745,353.4,2997.8,3956.3
135,atr7_m0p5_r2_n5_E1_X3c_2_3,7272.3,2171,966.8,3135.1,3170.4
1351,atr14_m0p5_r2_n6_E1_X3c_2_3,7246.9,1023,1070.0,2846.3,3330.5
1349,atr14_m0p5_r2_n6_E1_X3c_2_5,7236.7,1023,1066.5,2840.3,3329.8
133,atr7_m0p5_r2_n5_E1_X3c_2_5,7231.9,2171,957.8,3121.8,3152.3
1345,atr14_m0p5_r2_n6_E1_X3b_2,7206.9,1023,1074.4,2816.3,3316.2
129,atr7_m0p5_r2_n5_E1_X3b_2,7189.9,2171,958.8,3105.5,3125.5
1271,atr14_m0p5_r1_n6_E1_X3c_2_3,7064.8,995,987.5,2823.1,3254.2
1269,atr14_m0p5_r1_n6_E1_X3c_2_5,7041.0,995,989.2,2816.6,3235.3
1574,atr14_m1p0_r2_n5_E1_X3c_1_3,7027.7,1333,1185.2,2536.8,3305.7
1572,atr14_m1p0_r2_n5_E1_X3c_1_5,7020.5,1333,1182.9,2531.9,3305.7
1568,atr14_m1p0_r2_n5_E1_X3b_1,7017.9,1333,1180.3,2531.9,3305.7
1265,atr14_m0p5_r1_n6_E1_X3b_2,7010.7,995,990.4,2804.7,3215.6
2852,atr20_m1p0_r3_n5_E1_X3c_1_5,6931.1,2945,1198.5,2521.3,3211.2
2848,atr20_m1p0_r3_n5_E1_X3b_1,6931.1,2945,1198.5,2521.3,3211.2
2854,atr20_m1p0_r3_n5_E1_X3c_1_3,6931.1,2945,1198.5,2521.3,3211.2
1476,atr14_m1p0_r1_n4_E1_X3c_1_5,6900.7,1050,1190.7,2616.8,3093.1
2902,atr20_m1p5_r1_n3_E1_X3c_1_3,6893.5,2373,908.7,2599.2,3385.6
1478,atr14_m1p0_r1_n4_E1_X3c_1_3,6851.9,1052,1189.6,2617.9,3044.4
37,atr7_m0p5_r1_n4_E1_X3c_2_5,6809.0,6911,747.1,3118.6,2943.3
1472,atr14_m1p0_r1_n4_E1_X3b_1,6804.3,1049,1177.2,2598.4,3028.7
231,atr7_m0p5_r3_n6_E1_X3c_2_3,6804.3,3073,711.3,2774.5,3318.5
229,atr7_m0p5_r3_n6_E1_X3c_2_5,6787.9,3073,706.0,2774.5,3307.4
225,atr7_m0p5_r3_n6_E1_X3b_2,6780.5,3073,704.0,2774.5,3302.0
33,atr7_m0p5_r1_n4_E1_X3b_2,6753.0,6893,652.1,3277.3,2823.6
2900,atr20_m1p5_r1_n3_E1_X3c_1_5,6752.5,2371,874.4,2551.6,3326.6
39,atr7_m0p5_r1_n4_E1_X3c_2_3,6752.0,6922,698.2,3169.8,2884.0
2896,atr20_m1p5_r1_n3_E1_X3b_1,6686.7,2363,834.8,2518.9,3333.1
2982,atr20_m1p5_r2_n3_E1_X3c_1_3,6659.3,6193,349.8,3260.2,3049.3
3522,atr20_m3p0_r3_n2_E1_X3b_3,6643.8,559,984.4,1708.3,3951.1
2976,atr20_m1p5_r2_n3_E1_X3b_1,6605.3,6190,359.7,3238.6,3007.1
2980,atr20_m1p5_r2_n3_E1_X3c_1_5,6551.1,6190,342.7,3272.2,2936.3
1638,atr14_m1p0_r3_n4_E1_X3c_1_3,6541.1,4601,737.4,2776.3,3027.4
1636,atr14_m1p0_r3_n4_E1_X3c_1_5,6541.1,4601,737.4,2776.3,3027.4
1632,atr14_m1p0_r3_n4_E1_X3b_1,6541.1,4601,737.4,2776.3,3027.4
1652,atr14_m1p0_r3_n5_E1_X3c_1_5,6146.2,2869,879.7,2445.5,2821.0
1648,atr14_m1p0_r3_n5_E1_X3b_1,6146.2,2869,879.7,2445.5,2821.0
1654,atr14_m1p0_r3_n5_E1_X3c_1_3,6146.2,2869,879.7,2445.5,2821.0
1702,atr14_m1p5_r1_n3_E1_X3c_1_3,5918.0,2247,852.4,2349.0,2716.6
1700,atr14_m1p5_r1_n3_E1_X3c_1_5,5899.5,2245,775.2,2417.8,2706.5
1696,atr14_m1p5_r1_n3_E1_X3b_1,5890.3,2236,819.6,2312.5,2758.2
2996,atr20_m1p5_r2_n4_E1_X3c_1_5,5846.4,2516,784.8,2383.2,2678.4
2992,atr20_m1p5_r2_n4_E1_X3b_1,5838.4,2516,784.8,2375.2,2678.4
2998,atr20_m1p5_r2_n4_E1_X3c_1_3,5812.9,2516,784.8,2349.7,2678.4
2864,atr20_m1p0_r3_n6_E1_X3b_1,5726.9,1720,890.0,2047.3,2789.7
2868,atr20_m1p0_r3_n6_E1_X3c_1_5,5726.9,1720,890.0,2047.3,2789.7
2870,atr20_m1p0_r3_n6_E1_X3c_1_3,5726.9,1720,890.0,2047.3,2789.7
1616,atr14_m1p0_r3_n3_E1_X3b_1,5672.2,7242,168.0,2723.8,2780.4
1620,atr14_m1p0_r3_n3_E1_X3c_1_5,5672.2,7242,168.0,2723.8,2780.4
1622,atr14_m1p0_r3_n3_E1_X3c_1_3,5666.2,7242,168.0,2717.7,2780.4
145,atr7_m0p5_r2_n6_E1_X3b_2,5633.9,859,909.7,2117.5,2606.8
149,atr7_m0p5_r2_n6_E1_X3c_2_5,5621.3,859,877.7,2129.1,2614.6
151,atr7_m0p5_r2_n6_E1_X3c_2_3,5621.2,859,874.7,2131.4,2615.2
65,atr7_m0p5_r1_n6_E1_X3b_2,5614.7,798,727.5,2295.6,2591.6
69,atr7_m0p5_r1_n6_E1_X3c_2_5,5613.3,798,720.8,2306.4,2586.1
71,atr7_m0p5_r1_n6_E1_X3c_2_3,5592.9,798,719.6,2306.1,2567.2
278,atr7_m1p0_r1_n4_E1_X3c_1_3,5551.9,901,928.8,2166.9,2456.2
272,atr7_m1p0_r1_n4_E1_X3b_1,5541.5,901,955.5,2152.5,2433.5
372,atr7_m1p0_r2_n5_E1_X3c_1_5,5530.9,1335,822.1,2180.0,2528.9
374,atr7_m1p0_r2_n5_E1_X3c_1_3,5527.8,1335,820.5,2182.4,2524.9
276,atr7_m1p0_r1_n4_E1_X3c_1_5,5527.2,901,934.6,2145.4,2447.2
368,atr7_m1p0_r2_n5_E1_X3b_1,5526.7,1335,820.5,2180.0,2526.2
2790,atr20_m1p0_r2_n6_E1_X3c_1_3,5383.0,539,817.9,1811.1,2754.0
2788,atr20_m1p0_r2_n6_E1_X3c_1_5,5383.0,539,817.9,1811.1,2754.0
2784,atr20_m1p0_r2_n6_E1_X3b_1,5383.0,539,817.9,1811.1,2754.0
1127,atr7_m3p0_r3_n2_E1_X3c_2_3,5103.4,420,1168.6,2086.1,1848.6
2546,atr20_m0p5_r2_n6_E1_X3b_3,5097.4,1128,731.7,2080.1,2285.6
1664,atr14_m1p0_r3_n6_E1_X3b_1,5087.2,1706,777.7,1949.5,2360.0
1668,atr14_m1p0_r3_n6_E1_X3c_1_5,5087.2,1706,777.7,1949.5,2360.0
1670,atr14_m1p0_r3_n6_E1_X3c_1_3,5087.2,1706,777.7,1949.5,2360.0
1121,atr7_m3p0_r3_n2_E1_X3b_2,5032.3,420,1165.7,2067.8,1798.8
1125,atr7_m3p0_r3_n2_E1_X3c_2_5,5017.5,421,1165.7,2027.0,1824.9
