pair,activate,trail,init_sl,n,ppd,wr,mdd,calmar,mean_hold_h1,max_loss,max_win,trail_pct,init_sl_pct,days
GBP_USD,1.5,0.15,2.0,18,-0.8,33.3,344.9,-0.0,10.1,-79.4,38.8,33.3,66.7,429.5
GBP_USD,1.5,0.2,0.5,18,-0.3,11.1,119.0,-0.0,3.5,-21.4,37.5,11.1,88.9,429.5
GBP_USD,1.5,0.2,1.0,18,-0.24,33.3,120.8,-0.0,6.9,-40.8,37.5,33.3,66.7,429.5
GBP_USD,1.5,0.2,1.5,18,-0.53,33.3,233.8,-0.0,8.3,-60.2,37.5,33.3,66.7,429.5
GBP_USD,1.5,0.2,2.0,18,-0.82,33.3,349.8,-0.0,10.1,-79.4,37.5,33.3,66.7,429.5
GBP_USD,2.0,0.05,0.5,18,-0.23,11.1,109.2,-0.0,3.8,-21.4,51.7,11.1,88.9,429.5
GBP_USD,2.0,0.05,1.0,18,-0.18,27.8,107.7,-0.0,8.0,-40.8,51.7,27.8,72.2,429.5
GBP_USD,2.0,0.05,1.5,18,-0.49,27.8,218.4,-0.0,10.2,-60.2,51.7,27.8,72.2,429.5
GBP_USD,2.0,0.05,2.0,18,-0.8,27.8,342.7,-0.0,11.9,-79.4,51.7,27.8,72.2,429.5
GBP_USD,2.0,0.075,0.5,18,-0.24,11.1,109.2,-0.0,3.8,-21.4,51.1,11.1,88.9,429.5
GBP_USD,2.0,0.075,1.0,18,-0.19,27.8,109.3,-0.0,8.0,-40.8,51.1,27.8,72.2,429.5
GBP_USD,2.0,0.075,1.5,18,-0.49,27.8,220.4,-0.0,10.2,-60.2,51.1,27.8,72.2,429.5
GBP_USD,2.0,0.075,2.0,18,-0.8,27.8,344.7,-0.0,11.9,-79.4,51.1,27.8,72.2,429.5
GBP_USD,2.0,0.1,0.5,18,-0.24,11.1,109.2,-0.0,3.8,-21.4,50.4,11.1,88.9,429.5
GBP_USD,2.0,0.1,1.0,18,-0.19,27.8,110.8,-0.0,8.0,-40.8,50.4,27.8,72.2,429.5
GBP_USD,2.0,0.1,1.5,18,-0.5,27.8,222.4,-0.0,10.2,-60.2,50.4,27.8,72.2,429.5
GBP_USD,2.0,0.1,2.0,18,-0.81,27.8,346.7,-0.0,11.9,-79.4,50.4,27.8,72.2,429.5
GBP_USD,2.0,0.15,0.5,18,-0.24,11.1,109.2,-0.0,3.8,-21.4,49.0,11.1,88.9,429.5
GBP_USD,2.0,0.15,1.0,18,-0.2,27.8,113.8,-0.0,8.0,-40.8,49.0,27.8,72.2,429.5
GBP_USD,2.0,0.15,1.5,18,-0.51,27.8,226.4,-0.0,10.2,-60.2,49.0,27.8,72.2,429.5
GBP_USD,2.0,0.15,2.0,18,-0.82,27.8,350.8,-0.0,11.9,-79.4,49.0,27.8,72.2,429.5
GBP_USD,2.0,0.2,0.5,18,-0.25,11.1,109.2,-0.0,3.8,-21.4,47.7,11.1,88.9,429.5
GBP_USD,2.0,0.2,1.0,18,-0.22,27.8,116.8,-0.0,8.0,-40.8,47.7,27.8,72.2,429.5
GBP_USD,2.0,0.2,1.5,18,-0.52,27.8,230.4,-0.0,10.2,-60.2,47.7,27.8,72.2,429.5
GBP_USD,2.0,0.2,2.0,18,-0.83,27.8,354.8,-0.0,11.9,-79.4,47.7,27.8,72.2,429.5
AUD_JPY,1.0,0.05,0.5,15,-0.21,20.0,110.2,-0.0,1.7,-22.3,28.3,20.0,80.0,429.5
AUD_JPY,1.0,0.05,1.0,15,-0.42,26.7,206.2,-0.0,3.6,-42.4,28.3,26.7,73.3,429.5
AUD_JPY,1.0,0.05,1.5,15,-0.45,33.3,221.8,-0.0,7.5,-40.5,45.2,33.3,66.7,429.5
AUD_JPY,1.0,0.05,2.0,15,-0.69,33.3,297.2,-0.0,7.9,-53.5,45.2,33.3,66.7,429.5
AUD_JPY,1.0,0.075,0.5,15,-0.21,20.0,110.2,-0.0,1.7,-22.3,27.8,20.0,80.0,429.5
AUD_JPY,1.0,0.075,1.0,15,-0.43,26.7,206.7,-0.0,3.6,-42.4,27.8,26.7,73.3,429.5
AUD_JPY,1.0,0.075,1.5,15,-0.46,33.3,222.4,-0.0,7.5,-40.5,44.2,33.3,66.7,429.5
AUD_JPY,1.0,0.075,2.0,15,-0.69,33.3,297.8,-0.0,7.9,-53.5,44.2,33.3,66.7,429.5
AUD_JPY,1.0,0.1,0.5,15,-0.22,20.0,110.2,-0.0,1.7,-22.3,27.2,20.0,80.0,429.5
AUD_JPY,1.0,0.1,1.0,15,-0.43,26.7,207.3,-0.0,3.6,-42.4,27.3,26.7,73.3,429.5
AUD_JPY,1.0,0.1,1.5,15,-0.46,33.3,223.0,-0.0,7.5,-40.5,43.2,33.3,66.7,429.5
AUD_JPY,1.0,0.1,2.0,15,-0.7,33.3,298.4,-0.0,7.9,-53.5,43.2,33.3,66.7,429.5
AUD_JPY,1.0,0.15,0.5,15,-0.22,20.0,110.2,-0.0,1.7,-22.3,26.0,20.0,80.0,429.5
AUD_JPY,1.0,0.15,1.0,15,-0.44,26.7,208.5,-0.0,3.6,-42.4,26.5,26.7,73.3,429.5
AUD_JPY,1.0,0.15,1.5,15,-0.48,33.3,224.1,-0.0,7.5,-40.5,41.2,33.3,66.7,429.5
AUD_JPY,1.0,0.15,2.0,15,-0.71,33.3,299.5,-0.0,7.9,-53.5,41.2,33.3,66.7,429.5
AUD_JPY,1.0,0.2,0.5,15,-0.23,20.0,110.2,-0.0,1.7,-22.3,24.9,20.0,80.0,429.5
AUD_JPY,1.0,0.2,1.0,15,-0.45,26.7,209.6,-0.0,3.6,-42.4,25.8,26.7,73.3,429.5
AUD_JPY,1.0,0.2,1.5,15,-0.49,33.3,225.3,-0.0,7.5,-40.5,39.2,33.3,66.7,429.5
AUD_JPY,1.0,0.2,2.0,15,-0.72,33.3,300.7,-0.0,7.9,-53.5,39.2,33.3,66.7,429.5
AUD_JPY,1.5,0.05,0.5,15,-0.12,20.0,110.2,-0.0,1.8,-22.3,61.8,20.0,80.0,429.5
AUD_JPY,1.5,0.05,1.0,15,-0.33,26.7,203.8,-0.0,3.7,-42.4,61.8,26.7,73.3,429.5
AUD_JPY,1.5,0.05,1.5,15,-0.24,33.3,214.8,-0.0,7.9,-40.5,93.8,33.3,66.7,429.5
AUD_JPY,1.5,0.05,2.0,15,-0.48,33.3,279.0,-0.0,8.3,-53.5,93.8,33.3,66.7,429.5
AUD_JPY,1.5,0.075,0.5,15,-0.12,20.0,110.2,-0.0,1.8,-22.3,61.3,20.0,80.0,429.5
AUD_JPY,1.5,0.075,1.0,15,-0.33,26.7,203.8,-0.0,3.7,-42.4,61.3,26.7,73.3,429.5
AUD_JPY,1.5,0.075,1.5,15,-0.25,33.3,214.8,-0.0,7.9,-40.5,92.8,33.3,66.7,429.5
AUD_JPY,1.5,0.075,2.0,15,-0.49,33.3,279.0,-0.0,8.3,-53.5,92.8,33.3,66.7,429.5
AUD_JPY,1.5,0.1,0.5,15,-0.12,20.0,110.2,-0.0,1.8,-22.3,60.7,20.0,80.0,429.5
AUD_JPY,1.5,0.1,1.0,15,-0.34,26.7,203.8,-0.0,3.7,-42.4,60.7,26.7,73.3,429.5
AUD_JPY,1.5,0.1,1.5,15,-0.26,33.3,214.8,-0.0,7.9,-40.5,91.8,33.3,66.7,429.5
AUD_JPY,1.5,0.1,2.0,15,-0.49,33.3,279.0,-0.0,8.3,-53.5,91.8,33.3,66.7,429.5
AUD_JPY,1.5,0.15,0.5,15,-0.13,20.0,110.2,-0.0,1.8,-22.3,59.5,20.0,80.0,429.5
AUD_JPY,1.5,0.15,1.0,15,-0.34,26.7,203.8,-0.0,3.7,-42.4,59.5,26.7,73.3,429.5
AUD_JPY,1.5,0.15,1.5,15,-0.27,33.3,214.8,-0.0,7.9,-40.5,89.8,33.3,66.7,429.5
AUD_JPY,1.5,0.15,2.0,15,-0.51,33.3,279.0,-0.0,8.3,-53.5,89.8,33.3,66.7,429.5
AUD_JPY,1.5,0.2,0.5,15,-0.13,20.0,110.2,-0.0,1.8,-22.3,58.4,20.0,80.0,429.5
AUD_JPY,1.5,0.2,1.0,15,-0.35,26.7,203.8,-0.0,3.7,-42.4,58.4,26.7,73.3,429.5
AUD_JPY,1.5,0.2,1.5,15,-0.28,33.3,214.8,-0.0,7.9,-40.5,87.8,33.3,66.7,429.5
AUD_JPY,1.5,0.2,2.0,15,-0.52,33.3,279.0,-0.0,8.3,-53.5,87.8,33.3,66.7,429.5
AUD_JPY,2.0,0.05,0.5,15,-0.19,13.3,113.3,-0.0,2.3,-22.3,61.8,13.3,86.7,429.5
AUD_JPY,2.0,0.05,1.0,15,-0.42,20.0,203.8,-0.0,4.3,-42.4,61.8,20.0,80.0,429.5
AUD_JPY,2.0,0.05,1.5,15,-0.35,26.7,214.8,-0.0,8.5,-40.5,93.8,26.7,73.3,429.5
AUD_JPY,2.0,0.05,2.0,15,-0.6,26.7,279.0,-0.0,8.9,-53.5,93.8,26.7,73.3,429.5
AUD_JPY,2.0,0.075,0.5,15,-0.19,13.3,113.6,-0.0,2.3,-22.3,61.3,13.3,86.7,429.5
AUD_JPY,2.0,0.075,1.0,15,-0.42,20.0,203.8,-0.0,4.3,-42.4,61.3,20.0,80.0,429.5
AUD_JPY,2.0,0.075,1.5,15,-0.35,26.7,214.8,-0.0,8.5,-40.5,92.8,26.7,73.3,429.5
AUD_JPY,2.0,0.075,2.0,15,-0.61,26.7,279.0,-0.0,8.9,-53.5,92.8,26.7,73.3,429.5
AUD_JPY,2.0,0.1,0.5,15,-0.19,13.3,113.9,-0.0,2.3,-22.3,60.7,13.3,86.7,429.5
AUD_JPY,2.0,0.1,1.0,15,-0.42,20.0,203.8,-0.0,4.3,-42.4,60.7,20.0,80.0,429.5
AUD_JPY,2.0,0.1,1.5,15,-0.36,26.7,214.8,-0.0,8.5,-40.5,91.8,26.7,73.3,429.5
AUD_JPY,2.0,0.1,2.0,15,-0.61,26.7,279.0,-0.0,8.9,-53.5,91.8,26.7,73.3,429.5
AUD_JPY,2.0,0.15,0.5,15,-0.2,13.3,114.6,-0.0,2.3,-22.3,59.5,13.3,86.7,429.5
AUD_JPY,2.0,0.15,1.0,15,-0.43,20.0,203.8,-0.0,4.3,-42.4,59.5,20.0,80.0,429.5
AUD_JPY,2.0,0.15,1.5,15,-0.37,26.7,214.8,-0.0,8.5,-40.5,89.8,26.7,73.3,429.5
AUD_JPY,2.0,0.15,2.0,15,-0.62,26.7,279.0,-0.0,8.9,-53.5,89.8,26.7,73.3,429.5
AUD_JPY,2.0,0.2,0.5,15,-0.2,13.3,115.2,-0.0,2.3,-22.3,58.4,13.3,86.7,429.5
AUD_JPY,2.0,0.2,1.0,15,-0.43,20.0,203.8,-0.0,4.3,-42.4,58.4,20.0,80.0,429.5
AUD_JPY,2.0,0.2,1.5,15,-0.38,26.7,214.8,-0.0,8.5,-40.5,87.8,26.7,73.3,429.5
AUD_JPY,2.0,0.2,2.0,15,-0.63,26.7,279.0,-0.0,8.9,-53.5,87.8,26.7,73.3,429.5
EUR_USD,1.0,0.05,0.5,15,0.15,33.3,25.2,0.01,3.2,-11.0,70.5,33.3,66.7,429.5
EUR_USD,1.0,0.05,1.0,15,0.15,46.7,44.0,0.0,5.8,-20.2,70.5,46.7,53.3,429.5
EUR_USD,1.0,0.05,1.5,15,0.25,60.0,28.9,0.01,7.6,-28.9,70.5,60.0,40.0,429.5
EUR_USD,1.0,0.05,2.0,15,0.59,80.0,33.0,0.02,11.1,-33.0,70.5,80.0,20.0,429.5
EUR_USD,1.0,0.075,0.5,15,0.15,33.3,25.2,0.01,3.2,-11.0,70.0,33.3,66.7,429.5
EUR_USD,1.0,0.075,1.0,15,0.15,46.7,45.0,0.0,5.8,-20.2,70.0,46.7,53.3,429.5
EUR_USD,1.0,0.075,1.5,15,0.24,60.0,28.9,0.01,7.6,-28.9,70.0,60.0,40.0,429.5
EUR_USD,1.0,0.075,2.0,15,0.58,80.0,33.0,0.02,11.1,-33.0,70.0,80.0,20.0,429.5
EUR_USD,1.0,0.1,0.5,15,0.14,33.3,25.2,0.01,3.2,-11.0,69.6,33.3,66.7,429.5
EUR_USD,1.0,0.1,1.0,15,0.14,46.7,46.0,0.0,5.8,-20.2,69.6,46.7,53.3,429.5
EUR_USD,1.0,0.1,1.5,15,0.23,60.0,28.9,0.01,7.6,-28.9,69.6,60.0,40.0,429.5
EUR_USD,1.0,0.1,2.0,15,0.57,80.0,33.0,0.02,11.1,-33.0,69.6,80.0,20.0,429.5
EUR_USD,1.0,0.15,0.5,15,0.13,33.3,25.2,0.01,3.2,-11.0,68.6,33.3,66.7,429.5
EUR_USD,1.0,0.15,1.0,15,0.13,46.7,48.0,0.0,5.8,-20.2,68.6,46.7,53.3,429.5
EUR_USD,1.0,0.15,1.5,15,0.21,60.0,28.9,0.01,7.6,-28.9,68.6,60.0,40.0,429.5
EUR_USD,1.0,0.15,2.0,15,0.54,80.0,33.0,0.02,11.1,-33.0,68.6,80.0,20.0,429.5
EUR_USD,1.0,0.2,0.5,15,0.12,33.3,25.2,0.0,3.2,-11.0,67.7,33.3,66.7,429.5
EUR_USD,1.0,0.2,1.0,15,0.11,46.7,50.8,0.0,5.8,-20.2,67.7,46.7,53.3,429.5
EUR_USD,1.0,0.2,1.5,15,0.19,60.0,28.9,0.01,7.6,-28.9,67.7,60.0,40.0,429.5
EUR_USD,1.0,0.2,2.0,15,0.52,80.0,33.0,0.02,11.1,-33.0,67.7,80.0,20.0,429.5
EUR_USD,1.5,0.05,0.5,15,0.23,26.7,43.2,0.01,4.3,-11.2,70.5,26.7,73.3,429.5
EUR_USD,1.5,0.05,1.0,15,0.13,33.3,74.9,0.0,8.4,-20.3,70.5,33.3,66.7,429.5
EUR_USD,1.5,0.05,1.5,15,0.1,40.0,110.4,0.0,11.1,-29.6,70.5,40.0,60.0,429.5
EUR_USD,1.5,0.05,2.0,15,0.4,60.0,114.6,0.0,15.9,-39.0,70.5,60.0,40.0,429.5
EUR_USD,1.5,0.075,0.5,15,0.22,26.7,43.5,0.01,4.3,-11.2,70.0,26.7,73.3,429.5
EUR_USD,1.5,0.075,1.0,15,0.13,33.3,74.9,0.0,8.4,-20.3,70.0,33.3,66.7,429.5
EUR_USD,1.5,0.075,1.5,15,0.09,40.0,110.8,0.0,11.1,-29.6,70.0,40.0,60.0,429.5
EUR_USD,1.5,0.075,2.0,15,0.39,60.0,115.0,0.0,15.9,-39.0,70.0,60.0,40.0,429.5
EUR_USD,1.5,0.1,0.5,15,0.22,26.7,43.9,0.0,4.3,-11.2,69.6,26.7,73.3,429.5
EUR_USD,1.5,0.1,1.0,15,0.12,33.3,74.9,0.0,8.4,-20.3,69.6,33.3,66.7,429.5
EUR_USD,1.5,0.1,1.5,15,0.09,40.0,111.2,0.0,11.1,-29.6,69.6,40.0,60.0,429.5
EUR_USD,1.5,0.1,2.0,15,0.38,60.0,115.4,0.0,15.9,-39.0,69.6,60.0,40.0,429.5
EUR_USD,1.5,0.15,0.5,15,0.21,26.7,44.7,0.0,4.3,-11.2,68.6,26.7,73.3,429.5
EUR_USD,1.5,0.15,1.0,15,0.11,33.3,74.9,0.0,8.4,-20.3,68.6,33.3,66.7,429.5
EUR_USD,1.5,0.15,1.5,15,0.07,40.0,111.9,0.0,11.1,-29.6,68.6,40.0,60.0,429.5
EUR_USD,1.5,0.15,2.0,15,0.36,60.0,116.8,0.0,15.9,-39.0,68.6,60.0,40.0,429.5
EUR_USD,1.5,0.2,0.5,15,0.2,26.7,45.5,0.0,4.3,-11.2,67.7,26.7,73.3,429.5
EUR_USD,1.5,0.2,1.0,15,0.1,33.3,74.9,0.0,8.4,-20.3,67.7,33.3,66.7,429.5
EUR_USD,1.5,0.2,1.5,15,0.06,40.0,112.7,0.0,11.1,-29.6,67.7,40.0,60.0,429.5
EUR_USD,1.5,0.2,2.0,15,0.35,60.0,118.4,0.0,15.9,-39.0,67.7,60.0,40.0,429.5
EUR_USD,2.0,0.05,0.5,15,0.29,26.7,41.1,0.01,4.6,-11.2,70.5,26.7,73.3,429.5
EUR_USD,2.0,0.05,1.0,15,0.21,33.3,74.9,0.0,9.5,-20.3,70.5,33.3,66.7,429.5
EUR_USD,2.0,0.05,1.5,15,0.2,40.0,109.0,0.0,12.6,-29.6,70.5,40.0,60.0,429.5
EUR_USD,2.0,0.05,2.0,15,0.43,53.3,105.2,0.0,19.5,-39.0,70.5,53.3,46.7,429.5
EUR_USD,2.0,0.075,0.5,15,0.28,26.7,41.1,0.01,4.6,-11.2,70.0,26.7,73.3,429.5
EUR_USD,2.0,0.075,1.0,15,0.21,33.3,74.9,0.0,9.5,-20.3,70.0,33.3,66.7,429.5
EUR_USD,2.0,0.075,1.5,15,0.19,40.0,109.0,0.0,12.6,-29.6,70.0,40.0,60.0,429.5
EUR_USD,2.0,0.075,2.0,15,0.43,53.3,105.2,0.0,19.5,-39.0,70.0,53.3,46.7,429.5
EUR_USD,2.0,0.1,0.5,15,0.28,26.7,41.1,0.01,4.6,-11.2,69.6,26.7,73.3,429.5
EUR_USD,2.0,0.1,1.0,15,0.2,33.3,74.9,0.0,9.5,-20.3,69.6,33.3,66.7,429.5
EUR_USD,2.0,0.1,1.5,15,0.18,40.0,109.0,0.0,12.6,-29.6,69.6,40.0,60.0,429.5
EUR_USD,2.0,0.1,2.0,15,0.42,53.3,105.2,0.0,19.5,-39.0,69.6,53.3,46.7,429.5
EUR_USD,2.0,0.15,0.5,15,0.27,26.7,41.1,0.01,4.6,-11.2,68.6,26.7,73.3,429.5
EUR_USD,2.0,0.15,1.0,15,0.19,33.3,74.9,0.0,9.5,-20.3,68.6,33.3,66.7,429.5
EUR_USD,2.0,0.15,1.5,15,0.17,40.0,109.0,0.0,12.6,-29.6,68.6,40.0,60.0,429.5
EUR_USD,2.0,0.15,2.0,15,0.4,53.3,105.4,0.0,19.5,-39.0,68.6,53.3,46.7,429.5
EUR_USD,2.0,0.2,0.5,15,0.26,26.7,41.1,0.01,4.6,-11.2,67.7,26.7,73.3,429.5
EUR_USD,2.0,0.2,1.0,15,0.18,33.3,74.9,0.0,9.5,-20.3,67.7,33.3,66.7,429.5
EUR_USD,2.0,0.2,1.5,15,0.16,40.0,109.0,0.0,12.6,-29.6,67.7,40.0,60.0,429.5
EUR_USD,2.0,0.2,2.0,15,0.38,53.3,106.1,0.0,19.5,-39.0,67.7,53.3,46.7,429.5
EUR_GBP,1.0,0.05,0.5,22,-0.07,27.3,47.8,-0.0,1.9,-15.7,24.6,27.3,72.7,429.5
EUR_GBP,1.0,0.05,1.0,22,-0.19,31.8,111.9,-0.0,4.7,-25.5,24.6,31.8,68.2,429.5
EUR_GBP,1.0,0.05,1.5,22,-0.12,54.5,107.5,-0.0,6.3,-37.6,24.6,54.5,45.5,429.5
EUR_GBP,1.0,0.05,2.0,22,-0.18,59.1,126.8,-0.0,7.5,-49.3,24.6,59.1,40.9,429.5
EUR_GBP,1.0,0.075,0.5,22,-0.08,27.3,48.6,-0.0,1.9,-15.7,24.1,27.3,72.7,429.5
EUR_GBP,1.0,0.075,1.0,22,-0.2,31.8,112.6,-0.0,4.7,-25.5,24.1,31.8,68.2,429.5
EUR_GBP,1.0,0.075,1.5,22,-0.13,54.5,108.7,-0.0,6.3,-37.6,24.1,54.5,45.5,429.5
EUR_GBP,1.0,0.075,2.0,22,-0.18,59.1,128.2,-0.0,7.5,-49.3,24.1,59.1,40.9,429.5
EUR_GBP,1.0,0.1,0.5,22,-0.08,27.3,49.3,-0.0,1.9,-15.7,23.6,27.3,72.7,429.5
EUR_GBP,1.0,0.1,1.0,22,-0.2,31.8,113.4,-0.0,4.7,-25.5,23.6,31.8,68.2,429.5
EUR_GBP,1.0,0.1,1.5,22,-0.13,54.5,109.8,-0.0,6.3,-37.6,23.6,54.5,45.5,429.5
EUR_GBP,1.0,0.1,2.0,22,-0.19,59.1,129.5,-0.0,7.5,-49.3,23.6,59.1,40.9,429.5
EUR_GBP,1.0,0.15,0.5,22,-0.09,27.3,50.8,-0.0,1.9,-15.7,22.7,27.3,72.7,429.5
EUR_GBP,1.0,0.15,1.0,22,-0.21,31.8,114.9,-0.0,4.7,-25.5,22.7,31.8,68.2,429.5
EUR_GBP,1.0,0.15,1.5,22,-0.15,54.5,112.1,-0.0,6.3,-37.6,22.7,54.5,45.5,429.5
EUR_GBP,1.0,0.15,2.0,22,-0.2,59.1,132.1,-0.0,7.5,-49.3,22.7,59.1,40.9,429.5
EUR_GBP,1.0,0.2,0.5,22,-0.09,27.3,52.3,-0.0,1.9,-15.7,21.7,27.3,72.7,429.5
EUR_GBP,1.0,0.2,1.0,22,-0.22,31.8,116.4,-0.0,4.7,-25.5,21.7,31.8,68.2,429.5
EUR_GBP,1.0,0.2,1.5,22,-0.16,54.5,114.4,-0.0,6.3,-37.6,21.7,54.5,45.5,429.5
EUR_GBP,1.0,0.2,2.0,22,-0.22,59.1,134.7,-0.0,7.5,-49.3,21.7,59.1,40.9,429.5
EUR_GBP,1.5,0.05,0.5,22,-0.05,18.2,48.0,-0.0,4.1,-15.7,28.0,18.2,81.8,429.5
EUR_GBP,1.5,0.05,1.0,22,-0.17,22.7,119.1,-0.0,7.7,-25.5,28.0,22.7,77.3,429.5
EUR_GBP,1.5,0.05,1.5,22,-0.08,45.5,110.9,-0.0,11.3,-37.6,28.0,45.5,54.5,429.5
EUR_GBP,1.5,0.05,2.0,22,-0.14,50.0,133.4,-0.0,12.7,-49.3,28.0,50.0,50.0,429.5
EUR_GBP,1.5,0.075,0.5,22,-0.05,18.2,48.4,-0.0,4.1,-15.7,27.5,18.2,81.8,429.5
EUR_GBP,1.5,0.075,1.0,22,-0.17,22.7,119.5,-0.0,7.7,-25.5,27.5,22.7,77.3,429.5
EUR_GBP,1.5,0.075,1.5,22,-0.09,45.5,111.7,-0.0,11.3,-37.6,27.5,45.5,54.5,429.5
EUR_GBP,1.5,0.075,2.0,22,-0.15,50.0,134.3,-0.0,12.7,-49.3,27.5,50.0,50.0,429.5
EUR_GBP,1.5,0.1,0.5,22,-0.06,18.2,48.9,-0.0,4.1,-15.7,27.0,18.2,81.8,429.5
EUR_GBP,1.5,0.1,1.0,22,-0.18,22.7,120.0,-0.0,7.7,-25.5,27.0,22.7,77.3,429.5
EUR_GBP,1.5,0.1,1.5,22,-0.09,45.5,112.5,-0.0,11.3,-37.6,27.0,45.5,54.5,429.5
EUR_GBP,1.5,0.1,2.0,22,-0.15,50.0,135.3,-0.0,12.7,-49.3,27.0,50.0,50.0,429.5
EUR_GBP,1.5,0.15,0.5,22,-0.06,18.2,49.7,-0.0,4.1,-15.7,26.1,18.2,81.8,429.5
EUR_GBP,1.5,0.15,1.0,22,-0.18,22.7,120.8,-0.0,7.7,-25.5,26.1,22.7,77.3,429.5
EUR_GBP,1.5,0.15,1.5,22,-0.1,45.5,114.0,-0.0,11.3,-37.6,26.1,45.5,54.5,429.5
EUR_GBP,1.5,0.15,2.0,22,-0.16,50.0,137.2,-0.0,12.7,-49.3,26.1,50.0,50.0,429.5
EUR_GBP,1.5,0.2,0.5,22,-0.07,18.2,50.5,-0.0,4.1,-15.7,25.1,18.2,81.8,429.5
EUR_GBP,1.5,0.2,1.0,22,-0.19,22.7,121.6,-0.0,7.7,-25.5,25.1,22.7,77.3,429.5
EUR_GBP,1.5,0.2,1.5,22,-0.11,45.5,115.6,-0.0,11.3,-37.6,25.1,45.5,54.5,429.5
EUR_GBP,1.5,0.2,2.0,22,-0.18,50.0,139.1,-0.0,12.7,-49.3,25.1,50.0,50.0,429.5
EUR_GBP,2.0,0.05,0.5,22,-0.07,13.6,43.4,-0.0,4.4,-15.7,35.8,13.6,86.4,429.5
EUR_GBP,2.0,0.05,1.0,22,-0.19,18.2,114.5,-0.0,8.2,-25.5,35.8,18.2,81.8,429.5
EUR_GBP,2.0,0.05,1.5,22,-0.08,40.9,106.3,-0.0,13.1,-37.6,35.8,40.9,59.1,429.5
EUR_GBP,2.0,0.05,2.0,22,-0.03,50.0,127.0,-0.0,16.4,-49.3,35.8,50.0,50.0,429.5
EUR_GBP,2.0,0.075,0.5,22,-0.07,13.6,43.8,-0.0,4.4,-15.7,35.3,13.6,86.4,429.5
EUR_GBP,2.0,0.075,1.0,22,-0.19,18.2,114.9,-0.0,8.2,-25.5,35.3,18.2,81.8,429.5
EUR_GBP,2.0,0.075,1.5,22,-0.09,40.9,107.1,-0.0,13.1,-37.6,35.3,40.9,59.1,429.5
EUR_GBP,2.0,0.075,2.0,22,-0.04,50.0,127.2,-0.0,16.4,-49.3,35.3,50.0,50.0,429.5
EUR_GBP,2.0,0.1,0.5,22,-0.07,13.6,44.3,-0.0,4.4,-15.7,34.8,13.6,86.4,429.5
EUR_GBP,2.0,0.1,1.0,22,-0.19,18.2,115.4,-0.0,8.2,-25.5,34.8,18.2,81.8,429.5
EUR_GBP,2.0,0.1,1.5,22,-0.09,40.9,107.9,-0.0,13.1,-37.6,34.8,40.9,59.1,429.5
EUR_GBP,2.0,0.1,2.0,22,-0.05,50.0,127.5,-0.0,16.4,-49.3,34.8,50.0,50.0,429.5
EUR_GBP,2.0,0.15,0.5,22,-0.08,13.6,45.1,-0.0,4.4,-15.7,33.9,13.6,86.4,429.5
EUR_GBP,2.0,0.15,1.0,22,-0.2,18.2,116.2,-0.0,8.2,-25.5,33.9,18.2,81.8,429.5
EUR_GBP,2.0,0.15,1.5,22,-0.1,40.9,109.4,-0.0,13.1,-37.6,33.9,40.9,59.1,429.5
EUR_GBP,2.0,0.15,2.0,22,-0.06,50.0,128.0,-0.0,16.4,-49.3,33.9,50.0,50.0,429.5
EUR_GBP,2.0,0.2,0.5,22,-0.08,13.6,45.9,-0.0,4.4,-15.7,32.9,13.6,86.4,429.5
EUR_GBP,2.0,0.2,1.0,22,-0.2,18.2,117.0,-0.0,8.2,-25.5,32.9,18.2,81.8,429.5
EUR_GBP,2.0,0.2,1.5,22,-0.11,40.9,111.0,-0.0,13.1,-37.6,32.9,40.9,59.1,429.5
EUR_GBP,2.0,0.2,2.0,22,-0.07,50.0,128.5,-0.0,16.4,-49.3,32.9,50.0,50.0,429.5
AUD_USD,1.0,0.05,0.5,30,-0.31,16.7,162.9,-0.0,3.1,-21.8,22.6,16.7,83.3,429.5
AUD_USD,1.0,0.05,1.0,30,-0.11,40.0,125.7,-0.0,5.8,-20.8,50.1,40.0,60.0,429.5
AUD_USD,1.0,0.05,1.5,30,-0.27,43.3,155.5,-0.0,9.2,-27.6,50.1,43.3,56.7,429.5
AUD_USD,1.0,0.05,2.0,30,-0.33,46.7,165.5,-0.0,12.8,-36.5,52.6,46.7,53.3,429.5
AUD_USD,1.0,0.075,0.5,30,-0.31,16.7,163.1,-0.0,3.1,-21.8,22.2,16.7,83.3,429.5
AUD_USD,1.0,0.075,1.0,30,-0.12,40.0,126.4,-0.0,5.8,-20.8,49.0,40.0,60.0,429.5
AUD_USD,1.0,0.075,1.5,30,-0.28,43.3,156.6,-0.0,9.2,-27.6,49.0,43.3,56.7,429.5
AUD_USD,1.0,0.075,2.0,30,-0.34,46.7,169.5,-0.0,12.8,-36.5,52.3,46.7,53.3,429.5
AUD_USD,1.0,0.1,0.5,30,-0.31,16.7,163.4,-0.0,3.1,-21.8,21.7,16.7,83.3,429.5
AUD_USD,1.0,0.1,1.0,30,-0.13,40.0,127.1,-0.0,5.8,-20.8,48.0,40.0,60.0,429.5
AUD_USD,1.0,0.1,1.5,30,-0.29,43.3,157.6,-0.0,9.2,-27.6,48.0,43.3,56.7,429.5
AUD_USD,1.0,0.1,2.0,30,-0.35,46.7,173.4,-0.0,12.8,-36.5,52.0,46.7,53.3,429.5
