pair,activate,trail,n,ppd,wr,mdd,calmar,mean_hold_h1,max_loss,max_win,days
NZD_JPY,2.0,0.4,16,0.31,75.0,252.1,0.0,48.5,-181.3,93.8,429.5
NZD_JPY,2.0,0.5,16,0.26,75.0,254.8,0.0,48.5,-181.3,92.7,429.5
CHF_JPY,0.25,0.1,9,0.13,77.8,0.2,0.85,16.7,-70.1,37.3,429.5
CHF_JPY,0.25,0.2,9,0.08,77.8,2.2,0.04,16.7,-70.1,33.9,429.5
CHF_JPY,0.25,0.25,9,0.06,66.7,3.2,0.02,16.7,-70.1,32.2,429.5
CHF_JPY,0.25,0.3,9,0.04,66.7,4.3,0.01,16.7,-70.1,30.6,429.5
CHF_JPY,0.25,0.4,9,-0.01,66.7,6.3,-0.0,16.7,-70.1,27.2,429.5
CHF_JPY,0.25,0.5,9,-0.04,55.6,8.1,-0.01,16.8,-70.1,23.9,429.5
CHF_JPY,0.5,0.1,9,0.19,88.9,0.0,0.0,16.9,-70.1,37.3,429.5
CHF_JPY,0.5,0.2,9,0.14,88.9,0.0,0.0,16.9,-70.1,33.9,429.5
CHF_JPY,0.5,0.25,9,0.12,88.9,0.0,0.0,16.9,-70.1,32.2,429.5
CHF_JPY,0.5,0.3,9,0.09,88.9,0.0,0.0,16.9,-70.1,30.6,429.5
CHF_JPY,0.5,0.4,9,0.04,88.9,0.0,0.0,16.9,-70.1,27.2,429.5
CHF_JPY,0.5,0.5,9,-0.01,66.7,1.6,-0.0,16.9,-70.1,23.9,429.5
CHF_JPY,1.0,0.1,9,0.44,88.9,0.0,0.0,20.7,-70.1,51.0,429.5
CHF_JPY,1.0,0.2,9,0.4,88.9,0.0,0.0,20.7,-70.1,47.9,429.5
CHF_JPY,1.0,0.25,9,0.37,88.9,0.0,0.0,20.7,-70.1,46.4,429.5
CHF_JPY,1.0,0.3,9,0.35,88.9,0.0,0.0,20.7,-70.1,44.9,429.5
CHF_JPY,1.0,0.4,9,0.3,88.9,0.0,0.0,20.7,-70.1,41.9,429.5
CHF_JPY,1.0,0.5,9,0.25,88.9,0.0,0.0,20.7,-70.1,38.8,429.5
CHF_JPY,1.5,0.1,9,0.63,88.9,0.0,0.0,24.1,-70.1,64.4,429.5
CHF_JPY,1.5,0.2,9,0.58,88.9,0.0,0.0,24.1,-70.1,61.0,429.5
CHF_JPY,1.5,0.25,9,0.55,88.9,0.0,0.0,24.1,-70.1,59.3,429.5
CHF_JPY,1.5,0.3,9,0.53,88.9,0.0,0.0,24.1,-70.1,57.7,429.5
CHF_JPY,1.5,0.4,9,0.48,88.9,0.0,0.0,24.1,-70.1,54.3,429.5
CHF_JPY,1.5,0.5,9,0.43,88.9,0.0,0.0,24.2,-70.1,51.0,429.5
CHF_JPY,2.0,0.1,9,-0.03,66.7,223.7,-0.0,43.2,-199.9,89.7,429.5
CHF_JPY,2.0,0.2,9,-0.07,66.7,226.8,-0.0,43.2,-199.9,86.6,429.5
CHF_JPY,2.0,0.25,9,-0.09,66.7,228.4,-0.0,43.2,-199.9,85.0,429.5
CHF_JPY,2.0,0.3,9,-0.11,66.7,230.0,-0.0,43.2,-199.9,83.4,429.5
CHF_JPY,2.0,0.4,9,-0.14,66.7,233.1,-0.0,43.2,-199.9,80.3,429.5
CHF_JPY,2.0,0.5,9,-0.18,66.7,236.3,-0.0,43.2,-199.9,77.1,429.5
NZD_USD,0.25,0.1,17,-0.23,88.2,183.8,-0.0,16.8,-121.6,20.7,429.6
NZD_USD,0.25,0.2,17,-0.27,76.5,186.9,-0.0,16.8,-121.6,19.3,429.6
NZD_USD,0.25,0.25,17,-0.29,70.6,188.5,-0.0,16.8,-121.6,18.5,429.6
NZD_USD,0.25,0.3,17,-0.31,64.7,190.1,-0.0,16.8,-121.6,17.8,429.6
NZD_USD,0.25,0.4,17,-0.34,58.8,194.1,-0.0,16.9,-121.6,16.3,429.6
NZD_USD,0.25,0.5,17,-0.37,58.8,198.0,-0.0,17.1,-121.6,14.8,429.6
NZD_USD,0.5,0.1,17,-0.17,88.2,183.8,-0.0,19.6,-121.6,20.7,429.6
NZD_USD,0.5,0.2,17,-0.21,88.2,186.9,-0.0,19.6,-121.6,19.3,429.6
NZD_USD,0.5,0.25,17,-0.23,88.2,188.5,-0.0,19.6,-121.6,18.5,429.6
NZD_USD,0.5,0.3,17,-0.25,88.2,190.1,-0.0,19.6,-121.6,17.8,429.6
NZD_USD,0.5,0.4,17,-0.28,76.5,193.2,-0.0,19.6,-121.6,16.3,429.6
NZD_USD,0.5,0.5,17,-0.3,76.5,196.4,-0.0,19.8,-121.6,14.8,429.6
NZD_USD,1.0,0.1,17,-0.07,88.2,176.4,-0.0,23.1,-121.6,20.7,429.6
NZD_USD,1.0,0.2,17,-0.11,88.2,178.2,-0.0,23.2,-121.6,19.3,429.6
NZD_USD,1.0,0.25,17,-0.13,88.2,179.8,-0.0,23.2,-121.6,18.5,429.6
NZD_USD,1.0,0.3,17,-0.15,88.2,181.4,-0.0,23.2,-121.6,17.8,429.6
NZD_USD,1.0,0.4,17,-0.19,88.2,184.5,-0.0,23.2,-121.6,16.3,429.6
NZD_USD,1.0,0.5,17,-0.22,88.2,185.7,-0.0,23.5,-121.6,14.8,429.6
NZD_USD,1.5,0.1,17,-0.06,82.4,153.4,-0.0,31.2,-121.6,29.5,429.6
NZD_USD,1.5,0.2,17,-0.1,82.4,156.5,-0.0,31.2,-121.6,28.6,429.6
NZD_USD,1.5,0.25,17,-0.11,82.4,158.1,-0.0,31.2,-121.6,28.1,429.6
NZD_USD,1.5,0.3,17,-0.12,82.4,159.7,-0.0,31.3,-121.6,27.7,429.6
NZD_USD,1.5,0.4,17,-0.16,82.4,162.8,-0.0,31.4,-121.6,26.8,429.6
NZD_USD,1.5,0.5,17,-0.18,82.4,166.0,-0.0,31.6,-121.6,25.9,429.6
NZD_USD,2.0,0.1,17,-0.06,76.5,139.1,-0.0,42.1,-121.6,34.2,429.6
NZD_USD,2.0,0.2,17,-0.1,76.5,144.3,-0.0,42.1,-121.6,32.9,429.6
NZD_USD,2.0,0.25,17,-0.12,76.5,146.8,-0.0,42.1,-121.6,32.2,429.6
NZD_USD,2.0,0.3,17,-0.13,76.5,149.4,-0.0,42.1,-121.6,31.6,429.6
NZD_USD,2.0,0.4,17,-0.17,76.5,154.6,-0.0,42.1,-121.6,30.2,429.6
NZD_USD,2.0,0.5,17,-0.2,76.5,159.7,-0.0,42.1,-121.6,28.9,429.6
CAD_JPY,0.25,0.1,17,-0.41,82.4,244.8,-0.0,16.8,-181.3,40.4,429.5
CAD_JPY,0.25,0.2,17,-0.46,58.8,257.6,-0.0,16.8,-181.3,38.5,429.5
CAD_JPY,0.25,0.25,17,-0.49,47.1,264.3,-0.0,16.8,-181.3,37.6,429.5
CAD_JPY,0.25,0.3,17,-0.52,47.1,271.0,-0.0,16.8,-181.3,36.7,429.5
CAD_JPY,0.25,0.4,17,-0.57,41.2,283.2,-0.0,16.9,-181.3,34.8,429.5
CAD_JPY,0.25,0.5,17,-0.62,29.4,301.8,-0.0,17.4,-181.3,33.0,429.5
CAD_JPY,0.5,0.1,17,-0.09,82.4,200.6,-0.0,28.7,-181.3,75.0,429.5
CAD_JPY,0.5,0.2,17,-0.15,82.4,210.0,-0.0,28.7,-181.3,72.2,429.5
CAD_JPY,0.5,0.25,17,-0.18,82.4,215.2,-0.0,28.7,-181.3,70.8,429.5
CAD_JPY,0.5,0.3,17,-0.21,82.4,220.5,-0.0,28.7,-181.3,69.4,429.5
CAD_JPY,0.5,0.4,17,-0.26,76.5,231.0,-0.0,28.7,-181.3,66.6,429.5
CAD_JPY,0.5,0.5,17,-0.3,58.8,241.5,-0.0,28.9,-181.3,63.8,429.5
CAD_JPY,1.0,0.1,16,-0.35,75.0,181.5,-0.0,40.4,-181.3,75.0,429.5
CAD_JPY,1.0,0.2,16,-0.39,75.0,183.1,-0.0,40.5,-181.3,72.2,429.5
CAD_JPY,1.0,0.25,16,-0.42,75.0,183.9,-0.0,40.5,-181.3,70.8,429.5
CAD_JPY,1.0,0.3,16,-0.44,75.0,184.8,-0.0,40.5,-181.3,69.4,429.5
CAD_JPY,1.0,0.4,16,-0.49,68.8,186.4,-0.0,40.6,-181.3,66.6,429.5
CAD_JPY,1.0,0.5,16,-0.54,68.8,188.1,-0.0,40.7,-181.3,63.8,429.5
CAD_JPY,1.5,0.1,16,-0.38,68.8,274.5,-0.0,44.8,-181.3,75.0,429.5
CAD_JPY,1.5,0.2,16,-0.43,68.8,276.1,-0.0,44.8,-181.3,72.2,429.5
CAD_JPY,1.5,0.25,16,-0.45,68.8,276.9,-0.0,44.8,-181.3,70.8,429.5
CAD_JPY,1.5,0.3,16,-0.47,68.8,277.8,-0.0,44.8,-181.3,69.4,429.5
CAD_JPY,1.5,0.4,16,-0.52,68.8,279.4,-0.0,44.8,-181.3,66.6,429.5
CAD_JPY,1.5,0.5,16,-0.56,68.8,281.1,-0.0,44.8,-181.3,63.8,429.5
CAD_JPY,2.0,0.1,15,-0.78,46.7,366.5,-0.0,61.4,-181.3,75.0,429.5
CAD_JPY,2.0,0.2,15,-0.81,46.7,372.3,-0.0,61.4,-181.3,72.2,429.5
CAD_JPY,2.0,0.25,15,-0.83,46.7,375.2,-0.0,61.4,-181.3,70.8,429.5
CAD_JPY,2.0,0.3,15,-0.84,46.7,378.0,-0.0,61.4,-181.3,69.4,429.5
CAD_JPY,2.0,0.4,15,-0.87,46.7,383.8,-0.0,61.4,-181.3,66.6,429.5
CAD_JPY,2.0,0.5,15,-0.91,46.7,389.5,-0.0,61.5,-181.3,63.8,429.5
