pair,mode,n,days,activate,trail,max_hold,ppd,wr,mdd,calmar,mean_hold_m5,max_loss,max_win
CAD_JPY,XBACK,1339,429.2,0.0,0.0,288,-19.07,19.9,8197.3,-0.0,29.8,-142.4,153.4
CAD_JPY,TRAIL,702,429.2,0.5,0.5,576,-7.55,34.0,3242.8,-0.0,68.4,-213.3,109.5
CAD_JPY,TRAIL,703,429.2,0.5,1.0,576,-8.74,24.3,3784.0,-0.0,69.8,-213.3,107.5
CAD_JPY,TRAIL,697,429.2,0.5,1.5,576,-7.71,32.6,3453.7,-0.0,75.0,-213.3,105.4
CAD_JPY,TRAIL,610,429.2,1.0,0.5,576,-6.05,77.0,2701.6,-0.0,92.0,-213.3,109.5
CAD_JPY,TRAIL,607,429.2,1.0,1.0,576,-7.64,44.8,3390.4,-0.0,93.9,-213.3,107.5
CAD_JPY,TRAIL,604,429.2,1.0,1.5,576,-6.95,44.7,3187.8,-0.0,98.7,-213.3,105.4
CAD_JPY,TRAIL,549,429.2,1.5,0.5,576,-2.93,88.3,1407.2,-0.0,110.2,-215.4,91.5
CAD_JPY,TRAIL,547,429.2,1.5,1.0,576,-4.17,78.2,1923.7,-0.0,112.6,-215.4,95.1
CAD_JPY,TRAIL,546,429.2,1.5,1.5,576,-4.16,61.9,2037.4,-0.0,116.9,-215.4,103.9
CAD_JPY,XBACK,1339,429.2,0.0,0.0,576,-19.07,19.9,8197.3,-0.0,29.8,-142.4,153.4
