pair,grid_pips,tslv_sma_n,tslv_at_entry,tslv_sma_at_entry,pnl,win,hold,direction,exit_type
EUR_USD,10,5,1,10.8,23.14,1,1,-1,0
EUR_USD,10,5,1,43.8,-73.5,0,96,-1,1
EUR_USD,10,5,1,9.6,23.1,1,15,1,0
EUR_USD,10,5,1,160.4,11.39,1,32,-1,0
EUR_USD,10,10,1,7.7,12.85,1,25,-1,0
EUR_USD,10,10,1,80.9,70.48,1,1,-1,0
EUR_USD,10,10,1,13.2,63.32,1,2,1,0
EUR_USD,10,10,1,5.7,27.88,1,16,1,0
EUR_USD,10,10,1,5.1,30.99,1,32,-1,0
EUR_USD,10,10,87,12.6,16.51,1,6,-1,0
EUR_USD,10,10,1445,563.3,70.3,1,12,1,0
EUR_USD,10,10,1,3.8,25.21,1,31,1,0
EUR_USD,10,10,1,3.3,30.11,1,71,1,0
EUR_USD,10,10,71,17.3,27.46,1,39,1,0
EUR_USD,10,10,1,24.9,-158.9,0,96,1,1
EUR_USD,10,10,1,6.0,23.14,1,1,-1,0
EUR_USD,10,10,1,23.6,-73.5,0,96,-1,1
EUR_USD,10,10,1,5.9,23.1,1,15,1,0
EUR_USD,10,10,1,80.7,11.39,1,32,-1,0
EUR_USD,10,20,1,5.0,12.85,1,25,-1,0
EUR_USD,10,20,1,42.7,70.48,1,1,-1,0
EUR_USD,10,20,1,7.1,63.32,1,2,1,0
EUR_USD,10,20,1,676.6,27.88,1,16,1,0
EUR_USD,10,20,1,4.2,30.99,1,32,-1,0
EUR_USD,10,20,87,7.0,16.51,1,6,-1,0
EUR_USD,10,20,1445,286.4,70.3,1,12,1,0
EUR_USD,10,20,1,3.0,25.21,1,31,1,0
EUR_USD,10,20,1,2.2,30.11,1,71,1,0
EUR_USD,10,20,71,16.6,27.46,1,39,1,0
EUR_USD,10,20,1,12.9,-158.9,0,96,1,1
EUR_USD,10,20,1,4.2,23.14,1,1,-1,0
EUR_USD,10,20,1,12.3,-73.5,0,96,-1,1
EUR_USD,10,20,1,4.5,23.1,1,15,1,0
EUR_USD,10,20,1,41.0,11.39,1,32,-1,0
GBP_USD,5,5,1,14.4,38.0,1,93,-1,0
GBP_USD,5,5,4030,874.4,38.93,1,3,-1,0
GBP_USD,5,5,72,29.6,38.68,1,31,1,0
GBP_USD,5,5,297,119.8,-47.6,0,96,1,1
GBP_USD,5,5,1,11.0,27.72,1,8,-1,0
GBP_USD,5,5,1,49.8,70.76,1,25,1,0
GBP_USD,5,5,211,84.0,30.21,1,42,1,0
GBP_USD,5,5,1,6.4,41.54,1,6,1,0
GBP_USD,5,5,93,28.8,25.06,1,3,-1,0
GBP_USD,5,5,46,23.2,46.3,1,22,-1,0
GBP_USD,5,5,385,154.8,-100.5,0,96,-1,1
GBP_USD,5,5,1,38.6,23.67,1,10,1,0
GBP_USD,5,5,1,3.8,23.53,1,16,1,0
GBP_USD,5,5,1,268.2,33.25,1,63,-1,0
GBP_USD,5,5,64,30.0,8.0,1,96,1,1
GBP_USD,5,5,26,14.4,32.41,1,10,-1,0
GBP_USD,5,5,182,108.4,22.95,1,31,-1,0
GBP_USD,5,5,1,7.0,-135.5,0,96,-1,1
GBP_USD,5,10,1,13.1,38.0,1,93,-1,0
GBP_USD,5,10,4030,439.7,38.93,1,3,-1,0
GBP_USD,5,10,72,17.7,38.68,1,31,1,0
GBP_USD,5,10,297,89.1,-47.6,0,96,1,1
GBP_USD,5,10,1,6.5,27.72,1,8,-1,0
GBP_USD,5,10,1,36.2,70.76,1,25,1,0
GBP_USD,5,10,211,44.0,30.21,1,42,1,0
GBP_USD,5,10,1,9.0,41.54,1,6,1,0
GBP_USD,5,10,93,15.0,25.06,1,3,-1,0
GBP_USD,5,10,46,12.1,46.3,1,22,-1,0
GBP_USD,5,10,385,81.4,-100.5,0,96,-1,1
GBP_USD,5,10,1,47.9,23.67,1,10,1,0
GBP_USD,5,10,1,10.4,23.53,1,16,1,0
GBP_USD,5,10,1,155.8,33.25,1,63,-1,0
GBP_USD,5,10,64,15.6,8.0,1,96,1,1
GBP_USD,5,10,26,14.1,32.41,1,10,-1,0
GBP_USD,5,10,182,71.3,22.95,1,31,-1,0
GBP_USD,5,10,1,4.2,-135.5,0,96,-1,1
GBP_USD,5,20,1,1610.0,38.0,1,93,-1,0
GBP_USD,5,20,4030,220.4,38.93,1,3,-1,0
GBP_USD,5,20,72,10.6,38.68,1,31,1,0
GBP_USD,5,20,297,59.0,-47.6,0,96,1,1
GBP_USD,5,20,1,5.3,27.72,1,8,-1,0
GBP_USD,5,20,1,28.5,70.76,1,25,1,0
GBP_USD,5,20,211,24.1,30.21,1,42,1,0
GBP_USD,5,20,1,9.8,41.54,1,6,1,0
GBP_USD,5,20,93,8.7,25.06,1,3,-1,0
GBP_USD,5,20,46,7.1,46.3,1,22,-1,0
GBP_USD,5,20,385,41.3,-100.5,0,96,-1,1
GBP_USD,5,20,1,24.8,23.67,1,10,1,0
GBP_USD,5,20,1,6.2,23.53,1,16,1,0
GBP_USD,5,20,1,89.2,33.25,1,63,-1,0
GBP_USD,5,20,64,8.7,8.0,1,96,1,1
GBP_USD,5,20,26,9.9,32.41,1,10,-1,0
GBP_USD,5,20,182,36.1,22.95,1,31,-1,0
GBP_USD,5,20,1,5.3,-135.5,0,96,-1,1
GBP_USD,10,5,1,7.6,38.0,1,93,-1,0
GBP_USD,10,5,4030,873.6,38.93,1,3,-1,0
GBP_USD,10,5,72,29.6,38.68,1,31,1,0
GBP_USD,10,5,297,119.6,-47.6,0,96,1,1
GBP_USD,10,5,1,7.2,27.72,1,8,-1,0
GBP_USD,10,5,1,49.4,70.76,1,25,1,0
GBP_USD,10,5,211,61.2,30.21,1,42,1,0
GBP_USD,10,5,1,6.0,41.54,1,6,1,0
GBP_USD,10,5,1,9.8,25.06,1,3,-1,0
GBP_USD,10,5,1,11.2,46.3,1,22,-1,0
GBP_USD,10,5,385,154.4,-100.5,0,96,-1,1
GBP_USD,10,5,1,38.4,23.67,1,10,1,0
GBP_USD,10,5,1,3.4,23.53,1,16,1,0
GBP_USD,10,5,1,268.0,33.25,1,63,-1,0
GBP_USD,10,5,64,29.0,8.0,1,96,1,1
GBP_USD,10,5,26,14.4,32.41,1,10,-1,0
GBP_USD,10,5,1,72.2,22.95,1,31,-1,0
GBP_USD,10,5,1,6.8,-135.5,0,96,-1,1
GBP_USD,10,10,1,7.9,38.0,1,93,-1,0
GBP_USD,10,10,4030,438.2,38.93,1,3,-1,0
GBP_USD,10,10,72,17.7,38.68,1,31,1,0
GBP_USD,10,10,297,89.0,-47.6,0,96,1,1
GBP_USD,10,10,1,4.3,27.72,1,8,-1,0
GBP_USD,10,10,1,36.0,70.76,1,25,1,0
GBP_USD,10,10,211,32.6,30.21,1,42,1,0
GBP_USD,10,10,1,8.7,41.54,1,6,1,0
GBP_USD,10,10,1,5.5,25.06,1,3,-1,0
GBP_USD,10,10,1,6.1,46.3,1,22,-1,0
GBP_USD,10,10,385,79.5,-100.5,0,96,-1,1
GBP_USD,10,10,1,33.3,23.67,1,10,1,0
GBP_USD,10,10,1,10.1,23.53,1,16,1,0
GBP_USD,10,10,1,134.7,33.25,1,63,-1,0
GBP_USD,10,10,64,15.0,8.0,1,96,1,1
GBP_USD,10,10,26,14.1,32.41,1,10,-1,0
GBP_USD,10,10,1,53.1,22.95,1,31,-1,0
GBP_USD,10,10,1,3.9,-135.5,0,96,-1,1
GBP_USD,10,20,1,806.5,38.0,1,93,-1,0
GBP_USD,10,20,4030,219.7,38.93,1,3,-1,0
GBP_USD,10,20,72,10.6,38.68,1,31,1,0
GBP_USD,10,20,297,58.9,-47.6,0,96,1,1
GBP_USD,10,20,1,3.6,27.72,1,8,-1,0
GBP_USD,10,20,1,28.4,70.76,1,25,1,0
GBP_USD,10,20,211,18.4,30.21,1,42,1,0
GBP_USD,10,20,1,8.1,41.54,1,6,1,0
GBP_USD,10,20,1,3.8,25.06,1,3,-1,0
GBP_USD,10,20,1,4.0,46.3,1,22,-1,0
GBP_USD,10,20,385,40.3,-100.5,0,96,-1,1
GBP_USD,10,20,1,17.4,23.67,1,10,1,0
GBP_USD,10,20,1,6.1,23.53,1,16,1,0
GBP_USD,10,20,1,78.7,33.25,1,63,-1,0
GBP_USD,10,20,64,8.3,8.0,1,96,1,1
GBP_USD,10,20,26,7.7,32.41,1,10,-1,0
GBP_USD,10,20,1,27.1,22.95,1,31,-1,0
GBP_USD,10,20,1,4.2,-135.5,0,96,-1,1
