pair,tf,ind,framing,ic_is,ic_oos,avg_is,avg_oos,t_oos,n_oos
AUD_JPY,H4,TRIX14,trend,-0.008921436315086122,-0.007695126212018405,-2.2161866452131753,-2.665503003002983,-4.835011377988341,2664
AUD_JPY,H4,TRIX14,contra,0.008921436315086122,0.007695126212018405,-1.8585840707964403,-2.4960960960960703,-4.535035500828905,2664
AUD_JPY,H4,Vortex14,trend,0.0067779803351757815,-0.009797061793146655,-1.828209677419335,-2.7916635373638603,-5.0649674153137605,2663
AUD_JPY,H4,Vortex14,contra,-0.0067779803351757815,0.009797061793146655,-2.2474354838709494,-2.3702966579045883,-4.302744028765254,2663
AUD_JPY,H4,Fisher10,trend,0.01535219230723985,-0.02164390295032978,-1.5966972772675854,-3.118768768768746,-5.661484145336178,2664
AUD_JPY,H4,Fisher10,contra,-0.01535219230723985,0.02164390295032978,-2.479635894957284,-2.0428303303303075,-3.7100015338850607,2664
AUD_JPY,H4,RSI2,trend,-0.03469209314025879,0.07774944723878843,-2.7737831858406796,-0.45784313725487885,-0.43574184639713764,714
AUD_JPY,H4,RSI2,contra,0.03469209314025879,-0.07774944723878843,-1.1011615044247547,-4.490336134453789,-4.258933024897044,714
AUD_JPY,D1,TRIX14,trend,-0.02523940962672157,0.040865711784864193,-4.136929460580893,-0.8487427466150713,-0.3062124750330515,517
AUD_JPY,D1,TRIX14,contra,0.02523940962672157,-0.040865711784864193,-2.3220746887966626,-7.737524177949694,-2.7925835253597193,517
AUD_JPY,D1,Vortex14,trend,-0.006116026577102616,-0.011254119312301443,-3.267701342281857,-4.2141199226305535,-1.516873837573642,517
AUD_JPY,D1,Vortex14,contra,0.006116026577102616,0.011254119312301443,-3.183137583892603,-4.372147001934211,-1.5769081818174697,517
AUD_JPY,D1,Fisher10,trend,0.009881179006927771,-0.051416130549388726,-2.380200501253106,-6.345647969052206,-2.2870710568596104,517
AUD_JPY,D1,Fisher10,contra,-0.009881179006927771,0.051416130549388726,-4.069005847953208,-2.2406189555125593,-0.8079372021548294,517
AUD_JPY,D1,RSI2,trend,-0.029919462063020246,0.21117218759991466,-5.418639053254425,7.874774774774812,1.338042812308112,111
AUD_JPY,D1,RSI2,contra,0.029919462063020246,-0.21117218759991466,-1.3644970414200703,-16.515315315315352,-2.7906525158252324,111
EUR_USD,M15,TRIX14,trend,-0.004361982868556333,-0.0037866233541957676,-1.648549119906798,-1.7381956236960754,-62.668629795160655,41222
EUR_USD,M15,TRIX14,contra,0.004361982868556333,0.0037866233541957676,-1.6020450599377802,-1.6954514579593378,-61.210954759806874,41222
EUR_USD,M15,Vortex14,trend,-0.0063110526408309804,-0.00843491619456843,-1.6589669103100284,-1.763869729939764,-63.602063984361216,41176
EUR_USD,M15,Vortex14,contra,0.0063110526408309804,0.00843491619456843,-1.5916994648174272,-1.6695987954147973,-60.20058498437433,41176
EUR_USD,M15,Fisher10,trend,-0.0029506086788249346,-0.004224093686220494,-1.641185339225325,-1.7404298675464487,-62.82930509519264,41222
EUR_USD,M15,Fisher10,contra,0.0029506086788249346,0.004224093686220494,-1.6094827138029157,-1.6932172141089643,-61.05251604665494,41222
EUR_USD,M15,RSI2,trend,0.03304778548471817,0.028013816381574536,-1.3757303935951284,-1.510848012320718,-26.01334857067709,10389
