fast,slow,ag,trig,ma,K,exp,wr,n,tdpp,pdpp,pairs_pos,pairs_n,wf_pos,med_meat,med_sp
5m,1h,basis,two_outside,50,2.5,-1.047864192220171,0.22410865874363328,1767,5.6630046209101055,-0.4945049802190886,3,12,0,28.72162088158632,2.0415584246317544
5m,1h,basis,two_outside,50,3.0,0.6880061473197563,0.23788546255506607,227,0.7275054040444787,0.04171068251591204,8,12,0,49.2652966694628,2.554906209309896
10m,1h,both,reenter,9,1.0,-2.2783914484728256,0.40226876090750435,1146,3.672797615625295,-0.6973392232843381,0,12,0,5.409574571346987,2.016286849975586
10m,1h,both,reenter,14,1.0,-2.048668033720512,0.4023111111111111,5625,18.02747520758489,-3.0776926822056847,0,12,0,7.6808161410781395,1.9933446248372395
10m,1h,both,reenter,14,1.5,-2.8468674854561606,0.3076923076923077,78,0.24998098954517714,-0.0593052292598601,4,12,0,12.107919092347208,1.801644762357076
10m,1h,both,reenter,20,1.0,-2.041470569247743,0.41604395604395605,9100,29.164448780270668,-4.96153032110465,0,12,0,9.35668318264078,2.014095385869344
10m,1h,both,reenter,20,1.5,-1.21092922634537,0.3072139303482587,804,2.5767271230041335,-0.26001951513021054,3,12,1,16.995863205123694,1.9679305950800576
10m,1h,both,reenter,50,1.0,-2.3230897392708956,0.43517406962785116,8330,26.69668772963238,-5.168233444769017,0,12,0,14.241911480892266,2.020023862520854
10m,1h,both,reenter,50,1.5,-1.5649085960111782,0.3048780487804878,4182,13.402826900999113,-1.7478499190186143,1,12,0,23.686273692502535,1.969931920369466
10m,1h,both,reenter,50,2.0,-1.4542287654918677,0.21926910299003322,602,1.929340457771752,-0.2338085326765775,4,12,1,32.479570372872544,1.8608222405115762
10m,1h,both,close_beyond,9,1.0,-1.955939064461413,0.26529521773978093,3743,11.995882613687154,-1.9552679514003486,0,12,0,7.357217101311164,1.988420883814494
10m,1h,both,close_beyond,14,1.0,-1.9731308295723131,0.21996093503874992,15871,50.86472160348085,-8.363562527786744,0,12,0,10.147542942899879,1.990801493326823
10m,1h,both,close_beyond,14,1.5,-2.5645490424141433,0.1813953488372093,215,0.6890501634899113,-0.14725857807944678,2,12,0,14.314259035040777,1.911779244740804
10m,1h,both,close_beyond,20,1.0,-1.9534439168233495,0.2009669876748702,25233,80.86885011786481,-13.164396943603519,0,12,0,12.718111405970788,2.0116567611694336
10m,1h,both,close_beyond,20,1.5,-1.4587611618206506,0.15467854869509867,1571,5.034873520198375,-0.6120564954953843,1,12,0,20.868280859611676,1.9858805338541667
10m,1h,both,close_beyond,50,1.0,-2.019324535448512,0.13603260506447518,29934,95.93501206468375,-16.143660305897075,0,12,0,22.36806227641779,2.0024629433949785
10m,1h,both,close_beyond,50,1.5,-1.705187239630545,0.11776859504132231,11616,37.2279381353433,-5.290050422178562,0,12,0,30.116691640622584,1.99583371480306
10m,1h,both,close_beyond,50,2.0,-0.8600735034801744,0.11036789297658862,1196,3.8330418396927164,-0.27472481033755064,5,12,1,43.54475465831129,1.9579132397969565
10m,1h,both,two_outside,9,1.0,-2.2499858182270214,0.40086206896551724,232,0.7435331996728346,-0.13941159622040317,1,12,0,5.570456917095656,2.0141728719075522
10m,1h,both,two_outside,14,1.0,-1.9351691375814133,0.4073388837496146,3243,10.393440373012941,-1.6760887535956082,0,12,0,8.161672233053707,1.9841094811757405
10m,1h,both,two_outside,20,1.0,-2.0222501309075747,0.4253566700985439,6799,21.79000958868794,-3.6720708119334584,0,12,0,9.611569833335665,1.993030309677124
10m,1h,both,two_outside,20,1.5,-0.4841425946724837,0.3289817232375979,383,1.2274707563564466,-0.04952257307225052,5,12,2,16.895527880353978,1.9267797470092773
10m,1h,both,two_outside,50,1.0,-2.3096222853603647,0.4426882720148758,7529,24.12957526007229,-4.644183729745257,0,12,0,14.447979472509221,2.0216878255208335
10m,1h,both,two_outside,50,1.5,-1.5926269695454978,0.3131932282545242,3426,10.979934233099703,-1.4572449486225374,2,12,0,23.98192899126599,1.9649664560953775
10m,1h,both,two_outside,50,2.0,-1.133272525668563,0.22580645161290322,434,1.3909198649052164,-0.1313576056919759,6,12,0,32.9294260332047,1.9046117862065635
10m,1h,basis,reenter,5,1.0,-2.4073126567779917,0.3262411347517731,846,2.7113322712207677,-0.543918707770031,0,12,0,2.834788146052203,1.9837220509847004
10m,1h,basis,reenter,9,1.0,-2.0627192920814474,0.3755800464037123,20688,66.30265015013622,-11.396979631734403,0,12,0,5.716316405101907,1.9616546233495078
10m,1h,basis,reenter,9,1.5,-1.6989381713121323,0.39569313593539707,743,2.38122916964188,-0.3371300942455402,3,12,0,9.091702810437585,2.071638902028402
10m,1h,basis,reenter,14,1.0,-2.091922827993634,0.39738139772147596,29405,94.23962817405044,-16.428502456577345,0,12,0,7.291291479687345,1.9591458638509114
10m,1h,basis,reenter,14,1.5,-1.9545745708333604,0.3170643090710912,8257,26.462731162493945,-4.31028178375085,0,12,0,11.787642095615336,1.9800364971160889
10m,1h,basis,reenter,14,2.0,-2.2824148844575,0.35267857142857145,224,0.7178941238220472,-0.13654435280633467,4,12,0,20.109375687809017,2.4420547485351562
10m,1h,basis,reenter,20,1.0,-2.071140732856839,0.41582986659015925,27884,89.36499887791948,-15.423957438980397,0,12,0,8.644874330174135,1.9741948445638022
10m,1h,basis,reenter,20,1.5,-1.9101316466473404,0.3108637827243455,14286,45.7849797005436,-7.287944888926201,0,12,0,13.909659530801832,1.964175502459208
10m,1h,basis,reenter,20,2.0,-1.2875536354551733,0.28533214444939814,2243,7.188555891664517,-0.7713042726654461,2,12,0,20.40321497315589,1.977526346842448
10m,1h,basis,reenter,20,2.5,-1.9211196311004382,0.31868131868131866,91,0.2916444878027067,-0.046690329235001,6,12,0,32.502069420002044,3.1323877970377603
10m,1h,basis,reenter,50,1.0,-2.4270723298816685,0.4235780506138812,15964,51.162775860246256,-10.347979800861788,0,12,0,13.758752830284493,2.0067405700683594
10m,1h,basis,reenter,50,1.5,-1.9481647262894544,0.3038508251768236,13997,44.8587680854339,-7.282689137403454,0,12,0,21.452944725888212,1.9708506266276042
10m,1h,basis,reenter,50,2.0,-1.6186784829770655,0.23824199383625888,7463,23.918052884303297,-3.2263031298774405,0,12,0,28.445215430267723,1.9408162434895833
10m,1h,basis,reenter,50,2.5,-0.2236289012518888,0.22423510466988728,2484,7.960933051669487,-0.1483578926070578,5,12,1,38.66087448295339,1.9441644350687664
10m,1h,basis,reenter,50,3.0,1.029900464687702,0.26796116504854367,515,1.650515507894439,0.14165555737956173,7,12,0,40.84244466190045,2.0183181762695312
10m,1h,basis,close_beyond,5,1.0,-1.4035597900985224,0.5029429270550889,30242,96.92211648493907,-11.336332122458801,0,12,0,3.9768991068509063,2.0041565100351972
10m,1h,basis,close_beyond,5,1.5,-0.4682428281459854,0.5855682623216274,19762,63.33492712040757,-2.4713437829399596,3,12,0,5.4251025800822195,1.9708249966303508
10m,1h,basis,close_beyond,9,1.0,-2.0946586033182455,0.2630659009277222,52063,166.85590075244303,-29.125512335460016,0,12,0,7.332976377382172,1.9833056131998699
10m,1h,basis,close_beyond,9,1.5,-1.3036398409000263,0.5381342578001891,12692,40.67639383727421,-4.418947299200913,1,12,0,7.314175528655653,2.000403205553691
10m,1h,basis,close_beyond,9,2.0,0.39349965745203047,0.6280968468468469,7104,22.76749935549921,0.7465835997856886,8,12,2,9.633126643379342,1.9734154144922893
10m,1h,basis,close_beyond,9,2.5,1.09077721642682,0.6222990492653414,1157,3.708051344920128,0.33705482703164186,10,12,3,15.866417722282034,2.0916112263997397
10m,1h,basis,close_beyond,14,1.0,-2.110849566564779,0.21160105052840575,79579,255.04150214122632,-44.86285368756981,0,12,0,9.986615499373297,1.9767252604166667
10m,1h,basis,close_beyond,14,1.5,-2.030865727375058,0.2390650912106136,19296,61.84145095209921,-10.46597360581366,0,12,0,11.76921462234759,2.0028791824976606
10m,1h,basis,close_beyond,14,2.0,-1.3317322318602376,0.5559310577897939,5918,18.966506360619977,-2.1048589871849863,3,12,0,11.970940419014653,2.011253436406453
10m,1h,basis,close_beyond,14,2.5,0.896205021712788,0.6130150173276858,2597,8.32308499806186,0.6215992142837842,9,12,3,15.954681052515696,2.0040969053904214
10m,1h,basis,close_beyond,14,3.0,5.05261846357235,0.6075268817204301,558,1.7883255405924212,0.752977220439606,8,12,3,26.89971923828125,2.2546259562174478
10m,1h,basis,close_beyond,20,1.0,-2.1349438912295455,0.18459035895941828,82377,264.0087689200392,-46.970325703072525,0,12,0,12.485521880839201,1.9866752624511719
10m,1h,basis,close_beyond,20,1.5,-2.0309373627898886,0.1702510016497761,33944,108.78659883489094,-18.411564012051247,0,12,0,15.986068272499665,1.974254846572876
10m,1h,basis,close_beyond,20,2.0,-1.6046313214833932,0.31148574129510004,6347,20.341401803118455,-2.7200375380135533,0,12,0,16.048011796486605,1.9759039084116619
10m,1h,basis,close_beyond,20,2.5,-1.2319851531757378,0.5686050931204865,2631,8.432051070427706,-0.8656801441322101,3,12,0,17.79246502183298,1.9691884517669678
10m,1h,basis,close_beyond,20,3.0,1.8863036971293827,0.5819592628516004,1031,3.304235900270226,0.5193993662389468,8,12,3,26.18446573261579,2.0999908447265625
10m,1h,basis,close_beyond,50,1.0,-2.174977541626629,0.12704380094310577,61711,197.77662622849266,-35.846643358804634,0,12,0,21.7143730039409,1.9942474365234375
10m,1h,basis,close_beyond,50,1.5,-2.0571275621035046,0.1076661759710112,44155,141.5116742739397,-24.258963792361232,0,12,0,27.30173972042138,1.9833346207936604
10m,1h,basis,close_beyond,50,2.0,-1.9452411267295653,0.10488708079069525,19173,61.447250160893354,-9.960809844784137,0,12,0,32.80407587824641,1.954968770345052
10m,1h,basis,close_beyond,50,2.5,-1.4282168437974347,0.13973486205661054,5582,17.889665174886908,-2.129193427722489,1,12,0,38.063708022169074,1.9433796405792236
10m,1h,basis,close_beyond,50,3.0,-1.2551655667307362,0.295470884255931,1391,4.457994313555659,-0.46629341325470736,4,12,0,38.97763431182284,1.9916915893554688
10m,1h,basis,two_outside,9,1.0,-2.1094892801078804,0.3709316342345445,5807,18.610764183190305,-3.2716006282546366,0,12,0,5.972278816161269,1.9433299700419109
10m,1h,basis,two_outside,14,1.0,-1.9837270728711152,0.40375232342007433,17216,55.17529123089448,-9.121059914022803,0,12,0,7.845746148817945,1.9600041707356772
10m,1h,basis,two_outside,14,1.5,-2.0759171590233105,0.3087885985748218,1684,5.3970254665907476,-0.9336481478151267,1,12,0,12.805783169143004,2.0145702362060547
10m,1h,basis,two_outside,20,1.0,-2.0109939409065767,0.4259501965923984,19838,63.57849834099005,-10.654664577972488,0,12,0,9.133590305484063,1.969206134478251
10m,1h,basis,two_outside,20,1.5,-1.6091898413298025,0.31893687707641194,6923,22.187415264375147,-2.975313604066523,1,12,0,14.999529852252635,1.9765917460123699
10m,1h,basis,two_outside,20,2.0,-3.267874505768293,0.24600638977635783,313,1.003128842662057,-0.2731749309113491,3,12,0,25.01290632505686,2.086664835611979
10m,1h,basis,two_outside,50,1.0,-2.355028030250646,0.43587496348232546,13692,43.881278318622634,-8.611803370298853,0,12,0,14.11366426278704,2.001660466194153
10m,1h,basis,two_outside,50,1.5,-1.8991866730632831,0.3178251121076233,10704,34.30508348835354,-5.429313114950361,0,12,0,21.817427248234587,1.963383356730143
10m,1h,basis,two_outside,50,2.0,-1.2277839715630707,0.25440806045340053,4764,15.268069669143896,-1.562157601373596,1,12,0,29.004038464397475,1.9336632887522378
10m,1h,basis,two_outside,50,2.5,-0.47654018836253265,0.22157676348547717,1205,3.861885800024852,-0.15336198221486944,6,12,1,39.66227450590907,1.9450187683105469
10m,1h,basis,two_outside,50,3.0,0.882250348596662,0.24375,160,0.512781517015748,0.03770013934508907,7,12,0,40.91994786481923,2.042888005574544
5m,30m,both,reenter,9,1.0,-1.948846550354229,0.3620087336244541,2290,7.339151432871613,-1.191906662706595,0,12,0,3.97794625689869,1.9324970245361328
5m,30m,both,reenter,14,1.0,-2.108265387308248,0.3786134561268867,11727,37.58350604946961,-6.6030004114822445,0,12,0,5.227640532974309,1.9516944885253906
5m,30m,both,reenter,14,1.5,-1.905952871080833,0.3014705882352941,136,0.435862268502419,-0.06922774517066586,2,12,0,10.421028860450043,1.9940503438313804
5m,30m,both,reenter,20,1.0,-2.140020906525686,0.3967438338381653,18488,59.25162955935825,-10.566643833561832,0,12,0,6.385570312601452,1.9632089138031006
5m,30m,both,reenter,20,1.5,-2.180882403596871,0.30445246690734057,1662,5.326493310669267,-0.9680379611762538,0,12,0,10.604080031884621,1.958319346110026
5m,30m,both,reenter,50,1.0,-2.160102798807563,0.43397599126955255,16494,52.86111953440367,-9.515454354530542,0,12,0,10.17843440108468,2.0099703470865884
5m,30m,both,reenter,50,1.5,-1.9451540418482085,0.2940969369792278,8521,27.308694043449353,-4.426634716350967,0,12,0,17.066674928317703,1.9765893618265789
5m,30m,both,reenter,50,2.0,-1.6429760307720167,0.21195219123505976,1255,4.022111374783352,-0.5506860484887109,3,12,0,26.67007723100312,1.9400517145792644
5m,30m,both,close_beyond,5,1.0,-0.7501120835073835,0.4868421052631579,76,0.24357009122194,-0.015225405717214409,2,12,0,3.065579138569774,2.233320871988932
5m,30m,both,close_beyond,9,1.0,-1.9850008175471914,0.2570949252062072,7153,22.924432401454435,-3.792084754891031,0,12,0,5.394791849119662,1.9484162330627441
5m,30m,both,close_beyond,14,1.0,-2.015196615347763,0.2164023115701463,32532,104.2608185214757,-17.50883738315543,0,12,0,7.17972972283718,1.965039571126302
5m,30m,both,close_beyond,14,1.5,-1.5313494290292196,0.1928020565552699,389,1.246694282701772,-0.15909371483244591,1,12,0,11.113485982494353,1.956641674041748
5m,30m,both,close_beyond,20,1.0,-2.0676242388697053,0.1940999768928599,51932,166.43528917549722,-28.677136508545562,0,12,0,8.966704682000781,1.9783973693847656
5m,30m,both,close_beyond,20,1.5,-2.19943534563638,0.14277355178466938,3418,10.954244365744618,-2.0077626868964074,0,12,0,13.454812747889955,1.9950703779856365
5m,30m,both,close_beyond,50,1.0,-2.104554848576648,0.13704761427593232,59877,191.897978317054,-33.6549850582677,0,12,0,15.746738248799375,2.0066324869791665
5m,30m,both,close_beyond,50,1.5,-2.0173709905699577,0.11232967763376538,24072,77.14762152492816,-12.96961447132171,0,12,0,21.72148698528531,1.9866983095804849
5m,30m,both,close_beyond,50,2.0,-1.9492918930869323,0.09932533733133433,2668,8.550592149738632,-1.3889666632148565,1,12,0,30.819464349318082,1.9268667697906494
5m,30m,both,two_outside,9,1.0,-1.3606722891390663,0.40756302521008403,476,1.5255179397584664,-0.17297749893448874,2,12,0,4.082211131351698,1.9200396537780762
5m,30m,both,two_outside,14,1.0,-2.0855937675762677,0.3844705200637404,6903,22.123214996119106,-3.8450032762213193,0,12,0,5.642186299308349,1.9632577896118164
5m,30m,both,two_outside,20,1.0,-2.0805102905659987,0.406421816582362,13641,43.71762650471689,-7.579580985182029,0,12,0,6.694221125391753,1.9599533081054688
5m,30m,both,two_outside,20,1.5,-2.2851057359979796,0.29959514170040485,741,2.374808389413915,-0.45222402271215506,1,12,0,11.309545755726624,2.0033645629882812
5m,30m,both,two_outside,50,1.0,-2.0964009438292814,0.4429507532256975,14803,47.4416850047155,-8.288066101728086,0,12,0,10.36484287086239,2.0014047622680664
5m,30m,both,two_outside,50,1.5,-1.8371209400848398,0.3076587070471753,6868,22.01104455937216,-3.3697459060969233,0,12,0,17.373219153009245,1.9532678524653118
5m,30m,both,two_outside,50,2.0,-1.8404673298251244,0.2253052164261931,901,2.8875875288285258,-0.4428758757349472,4,12,0,27.77785568244928,1.914997895558675
5m,30m,basis,reenter,5,1.0,-2.345812614310936,0.2683752417794971,2068,6.627670376933842,-1.2956060644755267,0,12,0,2.0333794668587757,1.9457574685414631
5m,30m,basis,reenter,9,1.0,-2.134831864811713,0.34142884142884145,42328,135.65572133213522,-24.133513045321692,0,12,0,3.991181722746262,1.9450187683105469
5m,30m,basis,reenter,9,1.5,-2.3915068744815775,0.3615485564304462,1524,4.884221302924166,-0.9733874018693758,0,12,0,5.990967635375455,1.9991779327392578
5m,30m,basis,reenter,14,1.0,-2.291426724224657,0.3673986627315625,59973,192.20564580070274,-36.70209611121575,0,12,0,5.113744139910725,1.961657206217448
5m,30m,basis,reenter,14,1.5,-2.1808493551584416,0.3060339636276045,16606,53.220064931993896,-9.67207869070244,0,12,0,8.047597398989637,1.95408304532369
5m,30m,basis,reenter,14,2.0,-2.429716735935632,0.34459459459459457,444,1.4229621118755444,-0.2881162381521934,3,12,0,14.309702066502439,2.2716585795084634
5m,30m,basis,reenter,20,1.0,-2.3197712016072165,0.3889247068253498,57389,183.9242626991568,-35.55518399052869,0,12,0,6.08155844405136,1.976629098256429
5m,30m,basis,reenter,20,1.5,-2.2951115502899704,0.2928750817077786,29067,93.15594528352804,-17.81694049986714,0,12,0,9.641730363652101,1.9549330075581868
5m,30m,basis,reenter,20,2.0,-2.342330665977733,0.2680686487793087,4137,13.258545623489026,-2.5879915000136005,0,12,0,13.740006898693702,2.0015970865885415
5m,30m,basis,reenter,20,2.5,-3.090175088735885,0.358974358974359,156,0.4999596609292453,-0.1287469074646995,7,12,0,28.500536086328854,4.027581612269084
5m,30m,basis,reenter,50,1.0,-2.3079100972246067,0.42186681458198516,32451,104.00122408214705,-20.00212293190884,0,12,0,9.58858544734209,1.9917488098144531
5m,30m,basis,reenter,50,1.5,-2.248341557015744,0.29524209641844346,28563,91.54069099437201,-17.151228310048623,0,12,0,14.898205411059307,1.9716898600260417
5m,30m,basis,reenter,50,2.0,-1.9873696926297735,0.22881697327783,14894,47.73332814025756,-7.905314139524982,0,12,0,20.526973344071564,1.9666751225789387
5m,30m,basis,reenter,50,2.5,-1.832548407885638,0.204029147021003,4666,14.95392165317858,-2.283648776431581,0,12,0,26.569030126154303,2.01171875
5m,30m,basis,reenter,50,3.0,-0.10178291026986629,0.24949698189134809,994,3.1856404036132684,-0.02702031261275249,6,12,1,37.16505489331894,2.170036236445109
5m,30m,basis,close_beyond,5,1.0,-1.6971932946555575,0.41257704873859,59378,190.29874837600465,-26.914479977091688,0,12,0,2.8188736684858773,2.026691436767578
5m,30m,basis,close_beyond,5,1.5,-0.973621669400995,0.5239775583255059,39391,126.24301925425578,-10.242744929712538,1,12,0,3.8603501170660692,1.9800694783528645
5m,30m,basis,close_beyond,9,1.0,-2.0997396535878483,0.2523480215656017,104982,336.453622587654,-58.87208441171477,0,12,0,5.251018439624033,1.9700328509012859
5m,30m,basis,close_beyond,9,1.5,-1.4679043592155798,0.49920741856225725,25234,80.87168002492677,-9.892657637139795,0,12,0,5.1336188712198805,2.0116615295410156
5m,30m,basis,close_beyond,9,2.0,-0.4651433752657732,0.5875373028279096,14074,45.10533505075768,-1.7483706490002513,4,12,0,6.815015767297061,1.9783337910970054
5m,30m,basis,close_beyond,9,2.5,0.05117995869383115,0.5923724616146607,2019,6.470631765488117,0.027597222206722796,5,12,1,10.594785667244366,2.1566263834635415
5m,30m,basis,close_beyond,14,1.0,-2.1655695427435164,0.20569791260854814,159146,510.0421807579851,-92.0443176803313,0,12,0,7.132794556773092,1.981794834136963
5m,30m,basis,close_beyond,14,1.5,-2.1251947439293812,0.23112440316910646,38118,122.16322022628829,-21.635052793866276,0,12,0,8.302420069311722,1.986855665842692
5m,30m,basis,close_beyond,14,2.0,-1.2687708193785425,0.5366712469941601,11644,37.31750187089828,-3.9456131188249928,0,12,0,8.281531307052159,2.028416395187378
5m,30m,basis,close_beyond,14,2.5,0.49575541270587337,0.6104807097173509,4847,15.534003054641358,0.641755507944002,8,12,2,11.23465935830108,2.0266087849934897
5m,30m,basis,close_beyond,14,3.0,1.6191978136915994,0.5882352941176471,901,2.8875875288285258,0.38963128446018974,9,12,3,20.754369481946753,2.30489174524943
5m,30m,basis,close_beyond,20,1.0,-2.2008338348966907,0.18113375734798112,166032,532.1109129705414,-97.590641765278,0,12,0,8.769848689053816,1.989938815434774
5m,30m,basis,close_beyond,20,1.5,-2.187608610877001,0.16327650925060458,67401,216.01141734802604,-39.37903638652394,0,12,0,11.279608891715043,1.9849141438802083
5m,30m,basis,close_beyond,20,2.0,-1.9304829263693586,0.313071678030933,12026,38.54176206625067,-6.200351135090593,0,12,0,10.875553190969335,2.0049413045247397
5m,30m,basis,close_beyond,20,2.5,-1.1006103742562048,0.559958932238193,4870,15.607715055932209,-1.4315010924161458,4,12,0,12.431781592350433,2.0634078979492188
5m,30m,basis,close_beyond,20,3.0,0.992621951567351,0.6035294117647059,1700,5.4482783562802375,0.45067339122442074,8,12,2,18.31879204474307,2.088308334350586
5m,30m,basis,close_beyond,50,1.0,-2.202232132612832,0.12986058976904882,123879,397.0160438221409,-72.86012407232856,0,12,0,14.994014356147535,1.999969482421875
5m,30m,basis,close_beyond,50,1.5,-2.178128667311197,0.10732417247681582,88638,284.07323349645156,-51.56233779120071,0,12,0,19.0878315052164,1.9899749755859375
5m,30m,basis,close_beyond,50,2.0,-2.05392725913612,0.10546728721981491,37386,119.81725566346644,-20.507993960172946,0,12,0,23.043015462096307,1.9817225138346355
5m,30m,basis,close_beyond,50,2.5,-1.9484353344937042,0.13662790697674418,10320,33.07425449224238,-5.370253842893515,0,12,0,25.92118772582026,2.029973268508911
5m,30m,basis,close_beyond,50,3.0,-1.5900806557405898,0.2817114729269216,2641,8.464060669962416,-1.1215449283601646,2,12,0,28.395656770416622,2.0849903424580893
5m,30m,basis,two_outside,9,1.0,-2.139373455571466,0.34422981674096087,12114,38.8237905929287,-6.921548919931404,0,12,0,4.229682291475001,1.9317221641540527
5m,30m,basis,two_outside,14,1.0,-2.261232753365386,0.3755872579351438,34908,111.87558874178266,-21.081395463746233,0,12,0,5.511321214487674,1.9484559694925945
5m,30m,basis,two_outside,14,1.5,-2.024045232669878,0.31281744846130866,3347,10.726698622629385,-1.8092769341182962,0,12,0,9.094093910446688,1.9500478108723958
5m,30m,basis,two_outside,20,1.0,-2.2527885766822227,0.4002623048179951,40411,129.51198626802392,-24.313593600669098,0,12,0,6.3956807482924205,1.9633738199869792
5m,30m,basis,two_outside,20,1.5,-2.265793736073914,0.2900189697942507,13706,43.92594303010408,-8.293927214062453,0,12,0,10.54129012160676,1.9633038838704429
5m,30m,basis,two_outside,20,2.0,-1.6546335676191861,0.2935606060606061,528,1.692171160068215,-0.2333269336338306,3,12,0,15.1517786630734,2.263285319010417
5m,30m,basis,two_outside,50,1.0,-2.2397538751099786,0.434678472927856,27556,88.3133872856813,-16.483354283099416,0,12,0,9.848876191813382,1.9801012674967446
5m,30m,basis,two_outside,50,1.5,-2.188041205801563,0.30729701952723537,21406,68.6034391144322,-12.508929303506365,0,12,0,15.39681193422524,1.956628163655599
5m,30m,basis,two_outside,50,2.0,-1.9482009017378918,0.23987572316263123,9334,29.914253045599846,-4.856581229854425,0,12,0,20.955435349250706,1.9775132338205972
5m,30m,basis,two_outside,50,2.5,-1.103280021661941,0.2204688908926961,2218,7.1084008201350395,-0.6535463842350288,3,12,0,29.618668121524916,2.0849990844726562
5m,30m,basis,two_outside,50,3.0,0.31110454540704774,0.2533783783783784,296,0.9486414079170296,0.02459388783036077,7,12,2,45.15393242472298,2.572498321533203
10s,,,reenter,5,1.0,-2.4647507297516063,0.002645032145276215,1057076,3387.7743188008185,-695.834935374839,0,12,0,0.2861190247074319,1.900482177734375
10s,,,reenter,5,1.5,-3.189369175931758,0.0034087776023259894,79794,255.72812550317337,-67.96761674155245,0,12,0,0.3818322749919112,2.1503448486328125
10s,,,reenter,5,2.0,-3.027473501978772,0.01972386587771203,1014,3.2497220249670127,-0.8198706099487022,0,12,0,0.28601019776142156,1.5497207641601562
10s,,,reenter,9,1.0,-2.334597541705611,0.020250246013401873,2624857,8412.283634407138,-1636.6080577514374,0,12,0,0.578550845611403,1.9502639770507812
10s,,,reenter,9,1.5,-2.4208935831733065,0.03581814902409021,493437,1581.3935767590215,-319.03213020394986,0,12,0,0.7847222560393163,1.9001960754394531
10s,,,reenter,9,2.0,-3.9772053871298496,0.027447042509443888,20913,67.02311312439362,-22.21372388171264,0,12,0,0.8028270250629799,2.3502349853515625
10s,,,reenter,9,2.5,-8.841444102208136,0.033971587399629403,1619,5.18865873611597,-3.822936348400272,0,12,0,1.5085254742459142,6.6497802734375
10s,,,reenter,14,1.0,-2.3522527995631943,0.038158188151801394,2771358,8881.797960225374,-1741.0195097579006,0,12,0,0.7799582755737333,1.9997358322143555
10s,,,reenter,14,1.5,-2.304343090550832,0.07631116298872621,1181413,3786.2562590555754,-727.0694541341296,0,12,0,1.2136643421195359,1.9500732421875
10s,,,reenter,14,2.0,-2.659739930991735,0.09476570989274177,135281,433.55586317511086,-96.09548680020264,0,12,0,1.3686444405288878,1.9496679306030273
10s,,,reenter,14,2.5,-6.176714503822225,0.059731666972982905,5441,17.437610984068556,-8.975595389775501,0,12,0,1.5623165491163604,3.1995773315429688
10s,,,reenter,14,3.0,-10.935389529776884,0.061203319502074686,964,3.0894793215662726,-2.815388318793167,0,12,0,3.469895132390377,10.675048828125
10s,,,reenter,20,1.0,-2.3721476255712948,0.0582667767064163,2468199,7910.217605820075,-1563.683659283195,0,12,0,0.9571692260168518,2.0000457763671875
10s,,,reenter,20,1.5,-2.298676157366604,0.10551209950471307,1457539,4671.199793440232,-894.7979659564054,0,12,0,1.5234266018767206,1.9504547119140625
10s,,,reenter,20,2.0,-2.380787112117775,0.13167444996908131,357389,1145.3795905137433,-227.24208063148785,0,12,0,1.966443742244972,1.9496679306030273
10s,,,reenter,20,2.5,-3.5540038731565873,0.1327732274053503,28447,91.16848367281717,-27.001095340250444,0,12,0,2.056553391431848,2.0503997802734375
10s,,,reenter,20,3.0,-9.860240497521602,0.06695699510070767,1837,5.887316922943198,-4.837530062112398,0,12,0,3.204784346634426,8.39996337890625
10s,,,reenter,50,1.0,-2.4173306209007617,0.146011511751223,1403088,4496.692284582758,-905.8326626908416,0,12,0,1.595703044478114,2.00042724609375
10s,,,reenter,50,1.5,-2.324339827169102,0.1844922966122273,1210766,3880.3283405140137,-751.6001420291426,0,12,0,2.502898969906653,2.0000457763671875
10s,,,reenter,50,2.0,-2.3099661731006518,0.17482662415304903,627250,2010.2447141622868,-386.96644078077253,0,12,0,3.4148071040918104,1.999664306640625
10s,,,reenter,50,2.5,-2.4408968636329087,0.1651420467827144,192507,616.9568420713262,-125.49400173406364,0,12,0,4.278681486352398,1.999664306640625
10s,,,reenter,50,3.0,-3.0693010739365536,0.16673049917017746,39165,125.51810957379985,-32.10440570944582,0,12,0,5.048677904520105,2.0503997802734375
10s,,,close_beyond,5,1.0,-2.423049547131728,0.015480121595202652,3683369,11804.660123649626,-2383.6063638877663,0,12,0,0.5000829696655273,2.00042724609375
10s,,,close_beyond,5,1.5,-2.315156128229666,0.04910224073292821,2005326,6426.777188795858,-1239.916049450613,0,12,0,0.6845632580993799,2.0003318786621094
10s,,,close_beyond,5,2.0,-2.140292675017623,0.03972549777691862,10346,33.157420187681176,-5.9138819625146235,0,12,0,0.35290954921995965,1.5497207641601562
10s,,,close_beyond,9,1.0,-2.3292094007872852,0.03127260555714616,5060979,16219.699136287501,-3148.2563088485217,0,12,0,0.8726649339731996,2.0000457763671875
10s,,,close_beyond,9,1.5,-2.3923622493936216,0.06303526054042653,1517135,4862.196276477642,-969.3445684156118,0,12,0,1.0038316617468013,2.0003318786621094
10s,,,close_beyond,9,2.0,-2.267487234737036,0.1478845783080911,700215,2244.086891234987,-424.03653162633765,0,12,0,1.2155891406906427,2.0000457763671875
10s,,,close_beyond,9,2.5,-2.28881512209653,0.23102208800459664,149674,479.683327776048,-91.4922045359504,0,12,0,1.5774195369733235,1.900482177734375
