pair,ws_thr,tp_pips,hold_min,trades,is_n,oos_n,is_pd,oos_pd,is_net,oos_net,oos_dd,oos_wr,tp_rate,n_long_pct
EUR_JPY,2.0,1.0,30,48116,32258,15858,-577.2,-592.77,-93062.7,-47786.0,-140848.7,2.5,87.9,50.7
EUR_JPY,2.0,2.0,1,230688,153588,77100,-2828.76,-3019.08,-456082.8,-243383.9,-699466.6,4.4,20.5,50.5
EUR_JPY,2.0,2.0,2,154433,103016,51417,-1893.57,-2020.64,-305300.9,-162894.4,-468195.3,6.5,33.5,50.5
EUR_JPY,2.0,2.0,5,88550,59204,29346,-1091.76,-1147.87,-176025.1,-92535.9,-268561.0,9.6,52.0,50.5
EUR_JPY,2.0,2.0,10,58654,39379,19275,-706.74,-750.04,-113947.7,-60464.6,-174412.3,11.6,64.5,50.2
EUR_JPY,2.0,2.0,30,31080,20821,10259,-375.57,-391.93,-60553.8,-31595.2,-92149.0,13.9,78.9,50.1
EUR_JPY,2.0,3.0,1,220242,146597,73645,-2708.93,-2887.33,-436762.5,-232762.8,-669525.3,9.3,9.4,50.5
EUR_JPY,2.0,3.0,2,141259,94187,47072,-1731.88,-1865.22,-279231.5,-150365.1,-429597.6,17.2,19.0,50.4
EUR_JPY,2.0,3.0,5,75756,50566,25190,-926.8,-989.22,-149427.7,-79745.9,-229174.6,32.5,36.9,50.2
EUR_JPY,2.0,3.0,10,47698,31909,15789,-580.55,-609.11,-93602.1,-49103.9,-142708.4,45.5,51.3,50.3
EUR_JPY,2.0,3.0,30,24070,16137,7933,-281.12,-299.95,-45324.9,-24180.6,-69507.9,62.1,70.5,50.2
EUR_JPY,2.0,5.0,1,215122,143250,71872,-2651.53,-2815.87,-427507.0,-227002.0,-654509.0,7.0,2.6,50.6
EUR_JPY,2.0,5.0,2,133260,88801,44459,-1638.02,-1768.23,-264099.2,-142546.5,-406646.6,12.1,6.5,50.5
EUR_JPY,2.0,5.0,5,66240,44110,22130,-820.51,-873.95,-132290.5,-70453.7,-202744.2,22.8,18.1,50.6
EUR_JPY,2.0,5.0,10,38890,25911,12979,-476.11,-502.79,-76763.4,-40532.7,-117296.1,34.3,31.5,50.0
EUR_JPY,2.0,5.0,30,17757,11883,5874,-210.86,-224.24,-33997.1,-18076.9,-52089.8,53.5,55.0,50.5
EUR_JPY,3.0,1.0,1,173228,115354,57874,-2166.65,-2292.9,-349330.0,-184842.8,-534172.8,1.9,45.4,49.9
EUR_JPY,3.0,1.0,2,136002,90810,45192,-1694.63,-1784.99,-273225.5,-143897.3,-417122.8,2.1,57.7,50.0
EUR_JPY,3.0,1.0,5,95216,63852,31364,-1170.34,-1220.35,-188694.5,-98379.1,-287073.5,2.4,71.5,49.7
EUR_JPY,3.0,1.0,10,70703,47423,23280,-868.01,-889.18,-139949.1,-71681.7,-211630.8,2.7,79.3,49.7
EUR_JPY,3.0,1.0,30,43355,29086,14269,-525.85,-535.68,-84783.1,-43183.8,-127966.9,3.0,87.8,49.6
EUR_JPY,3.0,2.0,1,156161,104151,52010,-1962.13,-2080.38,-316354.5,-167710.7,-484065.2,5.4,23.3,49.9
EUR_JPY,3.0,2.0,2,115140,77011,38129,-1442.42,-1532.74,-232562.0,-123561.9,-356123.9,7.6,36.1,49.8
EUR_JPY,3.0,2.0,5,73516,49178,24338,-918.05,-960.37,-148017.9,-77420.6,-225438.5,10.5,53.4,49.5
EUR_JPY,3.0,2.0,10,51637,34538,17099,-629.7,-668.27,-101527.1,-53873.0,-155400.1,12.4,65.5,49.3
EUR_JPY,3.0,2.0,30,29372,19775,9597,-349.09,-360.0,-56283.7,-29021.5,-85305.2,14.8,79.6,49.4
EUR_JPY,3.0,3.0,1,149484,99747,49737,-1885.95,-1992.95,-304072.8,-160662.3,-464735.1,11.4,11.5,49.9
EUR_JPY,3.0,3.0,2,106113,70964,35149,-1330.75,-1408.39,-214558.0,-113538.0,-328095.9,20.0,21.4,49.7
EUR_JPY,3.0,3.0,5,63717,42585,21132,-800.86,-832.74,-129122.9,-67131.7,-196255.7,34.8,38.7,49.8
EUR_JPY,3.0,3.0,10,42541,28545,13996,-526.06,-550.85,-84817.0,-44406.7,-129224.7,46.1,52.2,49.5
EUR_JPY,3.0,3.0,30,22642,15183,7459,-275.44,-279.85,-44408.7,-22560.5,-66970.3,63.2,70.6,49.7
EUR_JPY,3.0,5.0,1,145548,97205,48343,-1837.54,-1940.94,-296267.6,-156469.7,-452737.3,8.5,3.4,49.9
EUR_JPY,3.0,5.0,2,99901,66877,33024,-1255.94,-1335.58,-202496.2,-107667.9,-310164.1,13.9,7.9,50.0
EUR_JPY,3.0,5.0,5,55828,37383,18445,-698.46,-745.27,-112612.9,-60079.8,-172693.8,24.6,19.7,49.8
EUR_JPY,3.0,5.0,10,34915,23326,11589,-440.01,-467.66,-70942.9,-37700.4,-108645.8,34.9,32.2,50.0
EUR_JPY,3.0,5.0,30,17024,11416,5608,-195.38,-214.47,-31500.6,-17289.8,-48792.9,54.5,55.6,48.9
GBP_JPY,0.3,1.0,1,426602,283437,143165,-6787.43,-7491.84,-1111553.6,-613455.6,-1725009.2,0.8,47.6,50.5
GBP_JPY,0.3,1.0,2,277904,184739,93165,-4397.04,-4830.51,-720088.0,-395537.8,-1115625.8,1.0,61.3,50.6
GBP_JPY,0.3,1.0,5,162901,108480,54421,-2556.85,-2813.84,-418726.9,-230406.2,-649133.1,1.3,75.2,50.4
GBP_JPY,0.3,1.0,10,110771,73523,37248,-1715.82,-1919.65,-280994.1,-157187.3,-438181.4,1.2,82.5,50.8
GBP_JPY,0.3,1.0,30,62059,41308,20751,-965.09,-1055.76,-158048.8,-86449.0,-244497.8,1.7,90.1,50.4
GBP_JPY,0.3,2.0,1,357242,237342,119900,-5731.91,-6343.4,-938694.8,-519417.9,-1458112.7,1.9,25.7,50.6
GBP_JPY,0.3,2.0,2,214541,142398,72143,-3441.56,-3791.78,-563611.3,-310483.2,-874094.5,2.9,40.5,50.5
GBP_JPY,0.3,2.0,5,114767,76367,38400,-1829.29,-2027.08,-299576.7,-165983.8,-465560.5,4.0,59.4,50.8
GBP_JPY,0.3,2.0,10,74174,49412,24762,-1171.47,-1304.08,-191847.4,-106781.9,-298629.3,4.7,70.7,50.5
GBP_JPY,0.3,2.0,30,39792,26282,13510,-614.24,-686.16,-100592.5,-56185.3,-156777.7,5.6,83.4,50.1
GBP_JPY,0.3,3.0,1,333597,221566,112031,-5383.53,-5946.24,-881641.0,-486897.0,-1368537.9,5.3,13.1,50.7
GBP_JPY,0.3,3.0,2,189827,126039,63788,-3056.13,-3392.82,-500491.9,-277815.3,-778307.2,9.4,25.4,50.8
GBP_JPY,0.3,3.0,5,94613,63038,31575,-1519.34,-1690.2,-248816.3,-138398.8,-387215.1,15.9,45.3,50.8
GBP_JPY,0.3,3.0,10,58965,39148,19817,-929.97,-1034.47,-152298.0,-84705.8,-237003.7,21.3,59.6,50.6
GBP_JPY,0.3,3.0,30,29817,19875,9942,-460.38,-524.27,-75395.3,-42929.3,-118326.0,26.8,76.3,50.9
GBP_JPY,0.3,5.0,1,321149,213426,107723,-5174.14,-5715.87,-847349.8,-468033.7,-1315383.5,6.3,4.0,50.8
GBP_JPY,0.3,5.0,2,173986,115488,58498,-2809.81,-3090.72,-460151.8,-253078.1,-713229.9,13.1,10.3,50.7
GBP_JPY,0.3,5.0,5,79178,52599,26579,-1280.39,-1439.35,-209684.1,-117858.5,-327542.7,26.7,25.8,50.5
GBP_JPY,0.3,5.0,10,46027,30596,15431,-730.98,-812.94,-119709.7,-66566.2,-186277.7,40.5,41.3,50.5
GBP_JPY,0.3,5.0,30,21402,14226,7176,-331.04,-371.35,-54212.5,-30407.0,-84636.5,60.5,63.3,50.5
GBP_JPY,0.5,1.0,1,416478,276795,139683,-6610.39,-7295.49,-1082560.1,-597378.1,-1679938.1,0.8,47.8,50.5
GBP_JPY,0.5,1.0,2,273544,182062,91482,-4329.95,-4763.74,-709100.3,-390070.0,-1099170.3,1.0,61.2,50.6
GBP_JPY,0.5,1.0,5,160888,107209,53679,-2520.02,-2776.53,-412695.0,-227351.5,-640046.5,1.3,75.1,50.5
GBP_JPY,0.5,1.0,10,110230,73370,36860,-1703.28,-1910.04,-278939.3,-156399.9,-435339.2,1.3,82.5,50.7
GBP_JPY,0.5,1.0,30,62122,41211,20911,-950.46,-1060.25,-155653.6,-86816.5,-242470.1,1.6,90.2,50.5
GBP_JPY,0.5,2.0,1,349629,232253,117376,-5614.53,-6209.06,-919471.7,-508418.2,-1427889.8,1.9,25.7,50.6
GBP_JPY,0.5,2.0,2,211841,140645,71196,-3400.05,-3765.85,-556813.5,-308360.0,-865173.5,2.9,40.5,50.5
GBP_JPY,0.5,2.0,5,113910,75758,38152,-1811.54,-2016.54,-296668.7,-165120.8,-461789.5,4.0,59.3,50.7
GBP_JPY,0.5,2.0,10,73866,48993,24873,-1163.91,-1282.3,-190609.9,-104998.9,-295608.7,4.8,70.7,50.5
GBP_JPY,0.5,2.0,30,39728,26304,13424,-615.65,-686.7,-100823.5,-56228.8,-157052.3,5.8,83.4,50.0
GBP_JPY,0.5,3.0,1,326768,217043,109725,-5268.68,-5833.53,-862832.9,-477668.1,-1340500.9,5.2,13.3,50.6
GBP_JPY,0.5,3.0,2,187599,124531,63068,-3026.73,-3364.05,-495677.4,-275458.8,-771136.3,9.7,25.5,50.5
GBP_JPY,0.5,3.0,5,93986,62543,31443,-1513.12,-1696.44,-247798.8,-138909.9,-386708.7,16.2,45.2,50.5
GBP_JPY,0.5,3.0,10,58853,39097,19756,-927.5,-1028.77,-151893.5,-84238.8,-236132.3,21.1,59.7,50.7
GBP_JPY,0.5,3.0,30,29997,19889,10108,-462.09,-518.7,-75675.2,-42473.0,-118148.1,27.8,76.7,50.9
GBP_JPY,0.5,5.0,1,314481,209018,105463,-5067.81,-5599.05,-829937.6,-458467.9,-1288405.5,6.3,4.0,50.6
GBP_JPY,0.5,5.0,2,172033,114195,57838,-2778.55,-3067.24,-455032.7,-251155.3,-706188.0,13.2,10.4,50.5
GBP_JPY,0.5,5.0,5,78849,52334,26515,-1279.17,-1421.44,-209485.2,-116391.7,-325877.0,27.0,25.8,50.5
GBP_JPY,0.5,5.0,10,45929,30504,15425,-724.59,-812.79,-118663.7,-66553.5,-185219.0,40.5,41.2,50.6
GBP_JPY,0.5,5.0,30,21283,14142,7141,-339.96,-380.49,-55674.4,-31156.0,-86844.5,60.3,62.9,50.2
GBP_JPY,1.0,1.0,1,386407,256729,129678,-6129.59,-6801.56,-1003821.7,-556933.8,-1560755.6,0.8,48.0,50.6
GBP_JPY,1.0,1.0,2,260303,173083,87220,-4114.59,-4555.59,-673832.1,-373026.1,-1046858.2,1.1,61.2,50.5
GBP_JPY,1.0,1.0,5,156192,104019,52173,-2447.1,-2710.22,-400753.1,-221921.2,-622674.3,1.3,75.0,50.6
GBP_JPY,1.0,1.0,10,107904,71923,35981,-1668.64,-1850.41,-273267.3,-151517.8,-424785.1,1.4,82.4,50.8
GBP_JPY,1.0,1.0,30,60966,40441,20525,-952.06,-1065.22,-155915.7,-87223.3,-243139.0,1.6,90.0,50.7
GBP_JPY,1.0,2.0,1,327452,217456,109996,-5245.88,-5831.64,-859098.8,-477513.6,-1336612.5,2.0,26.2,50.7
GBP_JPY,1.0,2.0,2,203731,135304,68427,-3266.25,-3631.48,-534902.5,-297357.5,-832260.0,3.0,40.8,50.7
GBP_JPY,1.0,2.0,5,111802,74275,37527,-1779.34,-1976.21,-291396.9,-161818.7,-453215.5,4.0,59.4,50.6
GBP_JPY,1.0,2.0,10,72902,48469,24433,-1149.4,-1271.89,-188233.0,-104146.6,-292379.6,4.7,70.4,50.7
GBP_JPY,1.0,2.0,30,39235,26220,13015,-605.08,-680.79,-99091.3,-55745.2,-154836.5,5.6,83.4,50.8
GBP_JPY,1.0,3.0,1,306139,203313,102826,-4926.88,-5475.9,-806857.6,-448384.1,-1255241.7,5.4,13.6,50.6
GBP_JPY,1.0,3.0,2,180805,120048,60757,-2914.58,-3253.96,-477310.2,-266444.4,-743754.7,9.7,25.7,50.8
GBP_JPY,1.0,3.0,5,92488,61507,30981,-1487.47,-1658.56,-243597.5,-135808.4,-379405.9,16.4,45.4,50.7
GBP_JPY,1.0,3.0,10,57939,38660,19279,-913.7,-1031.88,-149633.1,-84493.8,-234126.9,21.1,59.4,50.4
GBP_JPY,1.0,3.0,30,29650,19664,9986,-449.94,-506.78,-73684.9,-41496.4,-115181.4,27.7,76.3,50.6
GBP_JPY,1.0,5.0,1,294596,195765,98831,-4747.52,-5254.62,-777484.5,-430265.1,-1207749.6,6.5,4.1,50.7
GBP_JPY,1.0,5.0,2,165885,110102,55783,-2683.75,-2967.33,-439507.9,-242974.2,-682482.0,13.4,10.5,50.7
GBP_JPY,1.0,5.0,5,77543,51533,26010,-1255.49,-1400.25,-205607.0,-114656.7,-320263.7,26.8,25.9,50.8
GBP_JPY,1.0,5.0,10,45436,30229,15207,-718.81,-818.94,-117717.3,-67057.1,-184776.2,40.1,41.2,50.6
GBP_JPY,1.0,5.0,30,21069,14017,7052,-339.4,-387.03,-55582.4,-31691.5,-87284.9,59.2,62.7,50.0
GBP_JPY,1.5,1.0,1,354428,235398,119030,-5627.26,-6282.81,-921555.7,-514456.4,-1436012.1,0.9,48.4,50.6
GBP_JPY,1.5,1.0,2,245515,163422,82093,-3883.91,-4314.33,-636054.1,-353270.8,-989324.9,1.1,61.4,50.7
GBP_JPY,1.5,1.0,5,150328,100183,50145,-2373.96,-2620.64,-388775.0,-214586.5,-603361.5,1.3,74.9,50.7
GBP_JPY,1.5,1.0,10,104903,70214,34689,-1638.8,-1815.24,-268380.9,-148637.4,-417018.2,1.4,82.3,50.8
GBP_JPY,1.5,1.0,30,59457,39582,19875,-921.99,-1037.45,-150990.5,-84950.0,-235940.5,1.8,90.0,50.6
GBP_JPY,1.5,2.0,1,302929,201050,101879,-4854.35,-5424.98,-794980.1,-444214.9,-1239195.0,2.1,26.8,50.7
GBP_JPY,1.5,2.0,2,193726,128525,65201,-3127.82,-3474.24,-512232.3,-284481.9,-796714.1,3.0,40.9,50.8
GBP_JPY,1.5,2.0,5,108685,72093,36592,-1742.61,-1939.62,-285380.5,-158822.6,-444203.1,4.0,59.3,50.7
GBP_JPY,1.5,2.0,10,71610,47592,24018,-1125.43,-1259.05,-184308.1,-103094.7,-287402.8,5.0,70.5,50.6
GBP_JPY,1.5,2.0,30,38759,25662,13097,-604.8,-687.38,-99045.7,-56285.0,-155330.8,5.6,83.2,49.9
GBP_JPY,1.5,3.0,1,283594,188343,95251,-4567.79,-5109.27,-748049.9,-418363.1,-1166413.0,5.6,14.0,50.7
GBP_JPY,1.5,3.0,2,172745,114600,58145,-2796.51,-3111.47,-457974.4,-254777.2,-712751.6,9.9,26.0,50.9
GBP_JPY,1.5,3.0,5,90506,60096,30410,-1453.89,-1614.19,-238097.9,-132174.8,-370272.7,16.8,45.6,50.7
GBP_JPY,1.5,3.0,10,57218,38112,19106,-899.24,-1017.0,-147265.3,-83275.2,-230540.4,21.2,59.5,50.4
GBP_JPY,1.5,3.0,30,29404,19578,9826,-448.98,-519.4,-73528.0,-42530.3,-116058.3,27.4,76.4,50.7
GBP_JPY,1.5,5.0,1,272813,181193,91620,-4396.13,-4915.18,-719938.5,-402470.6,-1122409.1,6.7,4.3,50.7
GBP_JPY,1.5,5.0,2,158446,105164,53282,-2571.58,-2870.68,-421137.9,-235060.8,-656198.7,13.3,10.7,50.7
GBP_JPY,1.5,5.0,5,76000,50421,25579,-1243.49,-1374.81,-203641.9,-112573.6,-316215.4,27.1,26.0,50.5
GBP_JPY,1.5,5.0,10,44711,29704,15007,-721.5,-820.76,-118157.7,-67206.1,-185365.7,39.8,40.8,50.8
GBP_JPY,1.5,5.0,30,20971,13962,7009,-332.41,-393.67,-54437.5,-32234.6,-86675.5,59.7,62.8,49.8
GBP_JPY,2.0,1.0,1,319538,212036,107502,-5094.27,-5724.7,-834270.2,-468756.5,-1303026.7,0.9,48.9,50.5
GBP_JPY,2.0,1.0,2,227799,151456,76343,-3616.49,-4040.16,-592260.3,-330821.2,-923081.5,1.1,61.6,50.4
GBP_JPY,2.0,1.0,5,143667,95811,47856,-2267.98,-2520.16,-371419.5,-206359.2,-577778.6,1.4,74.9,50.6
GBP_JPY,2.0,1.0,10,101102,67344,33758,-1587.91,-1751.47,-260045.7,-143416.3,-403462.0,1.5,82.2,50.6
GBP_JPY,2.0,1.0,30,58755,39399,19356,-926.69,-1011.86,-151761.1,-82854.2,-234615.3,1.8,90.1,50.3
GBP_JPY,2.0,2.0,1,275554,182730,92824,-4443.1,-4990.26,-727631.2,-408618.3,-1136249.5,2.2,27.3,50.5
GBP_JPY,2.0,2.0,2,182166,120823,61343,-2939.7,-3291.91,-481423.5,-269552.0,-750975.5,3.1,41.2,50.7
GBP_JPY,2.0,2.0,5,105121,69795,35326,-1683.04,-1889.16,-275624.9,-154690.4,-430315.3,4.1,59.5,50.5
GBP_JPY,2.0,2.0,10,70170,46578,23592,-1108.35,-1237.69,-181510.4,-101345.8,-282856.2,5.0,70.7,50.7
GBP_JPY,2.0,2.0,30,38338,25592,12746,-607.35,-681.69,-99462.8,-55819.3,-155282.2,5.9,83.2,50.1
GBP_JPY,2.0,3.0,1,258661,171611,87050,-4190.53,-4697.28,-686268.1,-384628.4,-1070896.5,5.9,14.5,50.7
GBP_JPY,2.0,3.0,2,163030,108190,54840,-2646.07,-2973.04,-433338.2,-243441.7,-676779.9,10.1,26.4,50.7
GBP_JPY,2.0,3.0,5,87636,58130,29506,-1423.52,-1582.47,-233124.1,-129577.6,-362701.7,16.9,45.4,50.5
GBP_JPY,2.0,3.0,10,56020,37336,18684,-895.58,-1003.57,-146665.4,-82175.4,-228840.9,21.2,59.4,50.1
GBP_JPY,2.0,3.0,30,29137,19432,9705,-451.61,-513.99,-73958.9,-42086.8,-116045.7,27.9,76.4,50.0
GBP_JPY,2.0,5.0,1,248981,165237,83744,-4028.54,-4526.26,-659739.9,-370624.4,-1030364.2,7.1,4.6,50.6
GBP_JPY,2.0,5.0,2,149749,99342,50407,-2432.75,-2727.17,-398402.9,-223309.6,-621712.5,13.7,11.0,50.7
GBP_JPY,2.0,5.0,5,73843,48972,24871,-1198.87,-1343.6,-196334.3,-110018.6,-306352.9,27.4,26.3,50.7
GBP_JPY,2.0,5.0,10,44128,29323,14805,-707.11,-797.9,-115800.7,-65334.3,-181136.8,40.3,41.2,50.3
GBP_JPY,2.0,5.0,30,20999,13972,7027,-320.73,-360.03,-52525.4,-29480.7,-82008.3,60.4,63.4,49.7
GBP_JPY,3.0,1.0,1,244695,161980,82715,-3977.56,-4496.29,-651390.7,-368170.6,-1019561.3,1.1,50.5,50.3
GBP_JPY,3.0,1.0,2,186047,123379,62668,-3006.67,-3380.57,-492392.4,-276812.0,-769204.4,1.3,62.5,50.3
GBP_JPY,3.0,1.0,5,125080,83207,41873,-2004.61,-2226.97,-328287.4,-182351.4,-510638.9,1.5,75.1,50.2
GBP_JPY,3.0,1.0,10,91035,60462,30573,-1444.05,-1609.71,-236487.0,-131807.9,-368294.9,1.7,82.2,50.2
GBP_JPY,3.0,1.0,30,54488,36447,18041,-868.35,-954.65,-142206.1,-78170.2,-220376.3,1.8,89.7,50.3
GBP_JPY,3.0,2.0,1,215544,142807,72737,-3522.46,-3991.64,-576860.0,-326848.7,-903708.7,2.6,29.4,50.4
GBP_JPY,3.0,2.0,2,153316,101769,51547,-2508.49,-2813.91,-410805.7,-230411.9,-641217.6,3.4,42.7,50.3
GBP_JPY,3.0,2.0,5,94585,62775,31810,-1529.44,-1710.98,-250470.4,-140100.7,-390571.1,4.6,60.1,50.3
GBP_JPY,3.0,2.0,10,65152,43220,21932,-1047.83,-1176.95,-171599.9,-96372.8,-267972.8,5.1,70.8,50.3
GBP_JPY,3.0,2.0,30,36699,24376,12323,-575.5,-637.05,-94247.8,-52163.6,-146411.5,6.5,83.4,50.3
GBP_JPY,3.0,3.0,1,203141,134689,68452,-3342.27,-3785.56,-547351.6,-309973.8,-857325.4,6.7,16.2,50.4
GBP_JPY,3.0,3.0,2,138052,91646,46406,-2264.12,-2549.42,-370786.6,-208754.7,-579541.3,10.9,27.9,50.4
GBP_JPY,3.0,3.0,5,79973,53026,26947,-1301.15,-1457.36,-213085.3,-119333.4,-332418.7,17.7,46.4,50.4
GBP_JPY,3.0,3.0,10,52476,34878,17598,-847.52,-951.09,-138795.8,-77878.5,-216674.3,22.4,59.6,49.9
GBP_JPY,3.0,3.0,30,27833,18688,9145,-449.21,-501.42,-73565.1,-41058.0,-114623.1,27.8,76.0,50.9
GBP_JPY,3.0,5.0,1,195368,129621,65747,-3212.13,-3626.06,-526038.6,-296913.6,-822952.2,8.1,5.4,50.4
GBP_JPY,3.0,5.0,2,127227,84503,42724,-2090.98,-2338.34,-342432.2,-191470.8,-533903.0,15.0,12.2,50.4
GBP_JPY,3.0,5.0,5,67902,45072,22830,-1111.12,-1249.79,-181964.8,-102337.2,-284302.0,28.6,27.5,50.5
GBP_JPY,3.0,5.0,10,42086,27979,14107,-670.67,-767.25,-109832.7,-62824.6,-172659.1,40.6,41.8,50.5
GBP_JPY,3.0,5.0,30,20506,13606,6900,-323.74,-352.84,-53018.4,-28891.9,-81913.8,60.4,63.2,49.8
AUD_JPY,0.3,1.0,1,362413,237321,125092,-3842.64,-4390.77,-600960.8,-343342.2,-944303.0,1.3,35.5,50.6
AUD_JPY,0.3,1.0,2,226783,147821,78962,-2394.82,-2768.48,-374532.5,-216485.1,-591017.6,1.7,50.4,50.6
AUD_JPY,0.3,1.0,5,127321,82531,44790,-1329.22,-1547.85,-207880.6,-121036.1,-328916.7,2.2,67.4,50.7
AUD_JPY,0.3,1.0,10,84584,54501,30083,-867.61,-1037.86,-135687.8,-81157.2,-216845.0,2.5,76.7,50.6
AUD_JPY,0.3,1.0,30,46417,29983,16434,-473.17,-569.95,-73999.9,-44568.0,-118567.9,3.2,86.8,51.0
AUD_JPY,0.3,2.0,1,316610,208672,107938,-3391.56,-3797.39,-530415.0,-296942.0,-827357.0,5.8,13.3,50.8
AUD_JPY,0.3,2.0,2,180776,118393,62383,-1939.98,-2180.37,-303398.3,-170497.4,-473895.6,10.3,25.5,50.8
AUD_JPY,0.3,2.0,5,90236,58779,31457,-954.88,-1111.05,-149335.8,-86880.2,-236216.0,16.4,45.3,50.7
AUD_JPY,0.3,2.0,10,56054,36108,19946,-591.47,-696.44,-92501.8,-54458.8,-146960.6,21.0,59.5,50.4
AUD_JPY,0.3,2.0,30,28496,18351,10145,-296.49,-344.31,-46369.2,-26923.6,-73292.9,26.1,76.2,50.5
AUD_JPY,0.3,3.0,1,305994,202491,103503,-3292.41,-3637.21,-514908.2,-284416.7,-799324.9,8.1,5.3,50.8
AUD_JPY,0.3,3.0,2,167460,110423,57037,-1804.87,-2022.87,-282267.8,-158181.3,-440449.1,16.4,12.7,50.8
AUD_JPY,0.3,3.0,5,77558,50726,26832,-833.34,-968.42,-130327.7,-75727.1,-206055.9,32.5,29.2,50.7
AUD_JPY,0.3,3.0,10,45540,29571,15969,-482.94,-560.7,-75528.9,-43844.7,-119374.7,46.6,44.4,50.8
AUD_JPY,0.3,3.0,30,21403,13838,7565,-227.03,-265.45,-35505.3,-20757.4,-56263.8,65.4,65.5,50.7
AUD_JPY,0.3,5.0,1,301657,200117,101540,-3246.39,-3585.93,-507711.7,-280406.6,-788118.4,6.4,1.2,50.9
AUD_JPY,0.3,5.0,2,160927,106618,54309,-1739.82,-1905.16,-272094.7,-148976.6,-421071.3,12.6,3.7,51.0
AUD_JPY,0.3,5.0,5,69488,45810,23678,-746.15,-859.37,-116692.9,-67199.9,-183895.1,23.1,12.3,50.7
AUD_JPY,0.3,5.0,10,38010,24892,13118,-406.27,-458.15,-63537.8,-35825.7,-99363.5,34.5,24.5,50.7
AUD_JPY,0.3,5.0,30,16047,10399,5648,-172.67,-198.84,-27004.6,-15548.7,-42553.3,53.1,48.0,49.8
AUD_JPY,0.5,1.0,1,351604,229735,121869,-3723.39,-4278.38,-582311.1,-334553.4,-916864.5,1.3,35.7,50.6
AUD_JPY,0.5,1.0,2,222630,144907,77723,-2340.83,-2722.3,-366088.8,-212874.3,-578963.1,1.7,50.5,50.8
AUD_JPY,0.5,1.0,5,125765,81419,44346,-1309.18,-1547.71,-204746.0,-121025.1,-325771.2,2.2,67.4,50.6
AUD_JPY,0.5,1.0,10,83691,54117,29574,-866.97,-1028.78,-135587.5,-80446.7,-216034.2,2.5,76.6,50.7
AUD_JPY,0.5,1.0,30,45634,29364,16270,-473.41,-574.21,-74037.7,-44901.3,-118939.1,3.1,86.5,50.7
AUD_JPY,0.5,2.0,1,307644,202405,105239,-3287.22,-3717.6,-514096.9,-290702.9,-804799.9,5.8,13.5,50.8
AUD_JPY,0.5,2.0,2,177871,116390,61481,-1905.51,-2170.3,-298007.4,-169709.4,-467716.8,10.2,25.6,50.7
AUD_JPY,0.5,2.0,5,89573,58245,31328,-946.27,-1109.2,-147989.1,-86735.1,-234724.3,16.6,45.4,50.5
AUD_JPY,0.5,2.0,10,55633,35861,19772,-586.81,-706.08,-91772.4,-55212.8,-146985.2,20.6,59.1,50.3
AUD_JPY,0.5,2.0,30,28124,18128,9996,-296.19,-347.47,-46321.9,-27170.9,-73492.8,26.6,75.7,50.5
AUD_JPY,0.5,3.0,1,297319,196302,101017,-3188.29,-3566.21,-498624.6,-278864.4,-777489.0,8.2,5.4,50.8
AUD_JPY,0.5,3.0,2,164968,108652,56316,-1773.1,-2007.38,-277299.1,-156969.5,-434268.6,16.3,12.8,50.8
AUD_JPY,0.5,3.0,5,77180,50525,26655,-827.03,-960.17,-129340.7,-75082.2,-204424.4,32.3,29.3,50.5
AUD_JPY,0.5,3.0,10,45414,29474,15940,-486.74,-567.14,-76121.8,-44348.3,-120472.4,46.9,44.6,50.5
AUD_JPY,0.5,3.0,30,21342,13774,7568,-226.73,-276.79,-35458.1,-21644.4,-57106.8,64.8,65.6,50.1
AUD_JPY,0.5,5.0,1,293006,193944,99062,-3150.18,-3497.91,-492664.9,-273524.0,-766188.9,6.5,1.2,50.8
AUD_JPY,0.5,5.0,2,158397,104846,53551,-1702.65,-1903.18,-266282.2,-148821.5,-415103.7,12.4,3.8,50.8
AUD_JPY,0.5,5.0,5,69038,45489,23549,-750.77,-840.63,-117415.2,-65734.4,-183149.6,23.5,12.3,50.6
AUD_JPY,0.5,5.0,10,37871,24775,13096,-408.72,-466.73,-63920.7,-36496.2,-100416.9,34.3,24.5,50.6
AUD_JPY,0.5,5.0,30,16159,10449,5710,-170.48,-195.67,-26661.5,-15300.8,-41962.3,53.8,48.4,50.7
AUD_JPY,1.0,1.0,1,314484,203689,110795,-3306.98,-3905.33,-517187.2,-305382.4,-822569.6,1.4,36.3,50.6
AUD_JPY,1.0,1.0,2,207486,134245,73241,-2175.66,-2571.97,-340257.8,-201118.5,-541376.3,1.8,50.9,50.5
AUD_JPY,1.0,1.0,5,120782,78141,42641,-1259.16,-1513.39,-196922.7,-118341.4,-315264.1,2.2,67.3,50.3
AUD_JPY,1.0,1.0,10,81782,52698,29084,-851.69,-1008.43,-133198.0,-78855.3,-212053.3,2.6,76.7,50.4
AUD_JPY,1.0,1.0,30,45062,28873,16189,-472.52,-557.09,-73899.0,-43562.3,-117461.2,2.8,86.7,50.3
AUD_JPY,1.0,2.0,1,277014,180630,96384,-2943.72,-3417.0,-460375.6,-267196.9,-727572.6,6.1,14.1,50.7
AUD_JPY,1.0,2.0,2,167259,108881,58378,-1789.67,-2078.78,-279891.7,-162552.6,-442444.3,10.4,26.0,50.6
