spike,m1_min,peak_mode,peak_frac,tp_K,sl_K,max_hold,n,sum_pips,ppd,wr,tp_pct,sl_pct,time_pct,mean_pnl,mdd,mean_sp_entry
30.0,5.0,1,0.5,2.0,3.0,12,14647,-41666.9,-117.0,27.8,10.6,19.8,69.6,-2.84,41665.5,3.29
30.0,5.0,1,0.5,2.0,3.0,60,12520,-30168.5,-84.72,39.0,30.8,42.0,27.2,-2.41,30174.1,3.13
30.0,5.0,1,0.5,2.0,3.0,120,12110,-27916.2,-78.39,41.4,37.3,48.3,14.4,-2.31,27920.6,3.06
30.0,5.0,1,0.5,3.0,1.0,12,17077,-39335.2,-110.46,13.1,3.7,81.7,14.7,-2.3,39333.0,3.34
30.0,5.0,1,0.5,3.0,1.0,60,16430,-36629.9,-102.86,10.3,8.0,88.7,3.2,-2.23,36627.7,3.3
30.0,5.0,1,0.5,3.0,1.0,120,16349,-36214.8,-101.69,9.8,8.9,89.7,1.4,-2.22,36212.6,3.29
30.0,5.0,1,0.5,3.0,2.0,12,15256,-40560.7,-113.9,24.1,5.1,41.5,53.4,-2.66,40559.3,3.26
30.0,5.0,1,0.5,3.0,2.0,60,13369,-30124.7,-84.59,26.7,16.8,62.6,20.6,-2.25,30131.3,3.11
30.0,5.0,1,0.5,3.0,2.0,120,13006,-27754.8,-77.94,26.3,21.3,67.8,10.9,-2.13,27761.4,3.05
30.0,5.0,1,0.5,3.0,3.0,12,14458,-40746.3,-114.42,26.9,5.4,19.9,74.7,-2.82,40744.9,3.29
30.0,5.0,1,0.5,3.0,3.0,60,11831,-27872.6,-78.27,35.1,20.8,43.5,35.6,-2.36,27882.9,3.15
30.0,5.0,1,0.5,3.0,3.0,120,11253,-24836.3,-69.74,36.5,28.1,51.3,20.6,-2.21,24842.9,3.09
30.0,10.0,0,0.3,1.0,1.0,12,1614,-3643.6,-10.23,21.6,19.8,75.0,5.1,-2.26,3641.3,3.67
30.0,10.0,0,0.3,1.0,1.0,60,1610,-3660.3,-10.28,21.9,21.7,77.5,0.8,-2.27,3658.0,3.65
30.0,10.0,0,0.3,1.0,1.0,120,1608,-3646.4,-10.24,21.9,21.8,77.5,0.7,-2.27,3644.1,3.65
30.0,10.0,0,0.3,1.0,2.0,12,1555,-4142.7,-11.63,37.0,31.7,45.6,22.7,-2.66,4138.1,3.65
30.0,10.0,0,0.3,1.0,2.0,60,1536,-3995.0,-11.22,39.9,39.5,54.6,5.9,-2.6,3995.4,3.55
30.0,10.0,0,0.3,1.0,2.0,120,1531,-3926.1,-11.02,40.4,40.0,55.7,4.2,-2.56,3923.8,3.54
30.0,10.0,0,0.3,1.0,3.0,12,1526,-4419.7,-12.41,42.4,35.6,28.8,35.5,-2.9,4412.8,3.66
30.0,10.0,0,0.3,1.0,3.0,60,1494,-4156.7,-11.67,50.1,49.3,41.0,9.6,-2.78,4151.9,3.55
30.0,10.0,0,0.3,1.0,3.0,120,1483,-3988.6,-11.2,51.5,51.0,42.8,6.2,-2.69,3981.7,3.51
30.0,10.0,0,0.3,2.0,1.0,12,1606,-3258.3,-9.15,18.7,13.3,77.3,9.3,-2.03,3256.0,3.67
30.0,10.0,0,0.3,2.0,1.0,60,1602,-3224.3,-9.05,17.7,17.0,81.6,1.4,-2.01,3222.1,3.66
30.0,10.0,0,0.3,2.0,1.0,120,1600,-3201.2,-8.99,17.7,17.2,81.7,1.1,-2.0,3199.0,3.65
30.0,10.0,0,0.3,2.0,2.0,12,1544,-3623.0,-10.17,32.9,20.3,47.2,32.5,-2.35,3620.7,3.66
30.0,10.0,0,0.3,2.0,2.0,60,1521,-3466.1,-9.73,33.4,31.3,60.3,8.4,-2.28,3477.3,3.55
30.0,10.0,0,0.3,2.0,2.0,120,1509,-3349.4,-9.41,33.8,32.4,62.1,5.5,-2.22,3357.9,3.51
30.0,10.0,0,0.3,2.0,3.0,12,1516,-3802.6,-10.68,38.1,22.6,29.7,47.7,-2.51,3795.7,3.66
30.0,10.0,0,0.3,2.0,3.0,60,1477,-3442.3,-9.67,43.2,39.7,46.0,14.2,-2.33,3450.1,3.54
30.0,10.0,0,0.3,2.0,3.0,120,1458,-3236.5,-9.09,44.2,42.2,48.8,8.9,-2.22,3244.6,3.48
30.0,10.0,0,0.3,3.0,1.0,12,1598,-3151.0,-8.85,17.3,8.1,78.4,13.5,-1.97,3148.7,3.67
30.0,10.0,0,0.3,3.0,1.0,60,1591,-3065.1,-8.61,14.3,12.9,84.9,2.3,-1.93,3062.8,3.65
30.0,10.0,0,0.3,3.0,1.0,120,1588,-3023.8,-8.49,14.2,13.5,85.2,1.3,-1.9,3021.5,3.64
30.0,10.0,0,0.3,3.0,2.0,12,1534,-3496.3,-9.82,31.0,11.9,48.0,40.1,-2.28,3504.8,3.65
30.0,10.0,0,0.3,3.0,2.0,60,1502,-3236.1,-9.09,28.6,24.2,64.1,11.7,-2.15,3258.6,3.55
30.0,10.0,0,0.3,3.0,2.0,120,1489,-3140.5,-8.82,28.7,26.1,67.1,6.8,-2.11,3163.2,3.51
30.0,10.0,0,0.3,3.0,3.0,12,1506,-3644.5,-10.23,36.1,13.3,30.1,56.6,-2.42,3647.8,3.66
30.0,10.0,0,0.3,3.0,3.0,60,1451,-2973.2,-8.35,38.1,31.3,49.0,19.7,-2.05,3059.8,3.53
30.0,10.0,0,0.3,3.0,3.0,120,1431,-2759.9,-7.75,38.9,35.2,53.2,11.6,-1.93,2855.3,3.48
30.0,10.0,0,0.5,1.0,1.0,12,2114,-4387.8,-12.32,22.3,21.0,74.6,4.4,-2.08,4388.6,3.51
30.0,10.0,0,0.5,1.0,1.0,60,2109,-4375.8,-12.29,22.8,22.6,76.7,0.8,-2.07,4376.6,3.49
30.0,10.0,0,0.5,1.0,1.0,120,2107,-4365.7,-12.26,22.7,22.6,76.7,0.7,-2.07,4366.5,3.48
30.0,10.0,0,0.5,1.0,2.0,12,2020,-5127.9,-14.4,37.3,32.7,46.8,20.5,-2.54,5126.3,3.49
30.0,10.0,0,0.5,1.0,2.0,60,1998,-4892.6,-13.74,40.4,39.9,55.0,5.1,-2.45,4903.8,3.41
30.0,10.0,0,0.5,1.0,2.0,120,1993,-4836.1,-13.58,40.8,40.4,55.9,3.6,-2.43,4844.6,3.4
30.0,10.0,0,0.5,1.0,3.0,12,1958,-5513.8,-15.48,42.3,36.5,29.7,33.9,-2.82,5509.9,3.5
30.0,10.0,0,0.5,1.0,3.0,60,1920,-5099.4,-14.32,50.7,49.8,41.8,8.3,-2.66,5105.4,3.41
30.0,10.0,0,0.5,1.0,3.0,120,1909,-4926.5,-13.83,52.0,51.4,43.2,5.3,-2.58,4929.8,3.38
30.0,10.0,0,0.5,2.0,1.0,12,2096,-3870.4,-10.87,19.1,14.0,77.1,8.9,-1.85,3873.7,3.51
30.0,10.0,0,0.5,2.0,1.0,60,2090,-3818.3,-10.72,18.2,17.6,81.1,1.3,-1.83,3816.1,3.49
30.0,10.0,0,0.5,2.0,1.0,120,2088,-3788.0,-10.64,18.2,17.8,81.2,1.0,-1.81,3785.8,3.48
30.0,10.0,0,0.5,2.0,2.0,12,1993,-4405.0,-12.37,33.0,20.4,48.4,31.3,-2.21,4412.4,3.5
30.0,10.0,0,0.5,2.0,2.0,60,1963,-4228.0,-11.87,33.5,31.3,61.1,7.6,-2.15,4240.4,3.41
30.0,10.0,0,0.5,2.0,2.0,120,1951,-4105.7,-11.53,33.8,32.4,62.8,4.8,-2.1,4115.4,3.38
30.0,10.0,0,0.5,2.0,3.0,12,1934,-4803.0,-13.49,37.4,22.2,30.7,47.1,-2.48,4805.3,3.51
30.0,10.0,0,0.5,2.0,3.0,60,1877,-4275.0,-12.0,43.0,39.8,47.5,12.7,-2.28,4277.5,3.41
30.0,10.0,0,0.5,2.0,3.0,120,1858,-4065.7,-11.42,44.0,42.0,49.9,8.0,-2.19,4065.1,3.36
30.0,10.0,0,0.5,3.0,1.0,12,2086,-3638.4,-10.22,17.8,8.8,77.9,13.3,-1.74,3641.7,3.51
30.0,10.0,0,0.5,3.0,1.0,60,2077,-3477.0,-9.76,15.3,13.9,84.0,2.1,-1.67,3477.8,3.49
30.0,10.0,0,0.5,3.0,1.0,120,2073,-3434.7,-9.64,15.1,14.4,84.3,1.3,-1.66,3435.5,3.48
30.0,10.0,0,0.5,3.0,2.0,12,1981,-4136.9,-11.62,31.2,12.4,49.1,38.6,-2.09,4157.8,3.5
30.0,10.0,0,0.5,3.0,2.0,60,1937,-3801.3,-10.67,29.1,24.8,64.7,10.5,-1.96,3830.2,3.42
30.0,10.0,0,0.5,3.0,2.0,120,1922,-3717.0,-10.44,28.9,26.5,67.4,6.0,-1.93,3743.2,3.38
30.0,10.0,0,0.5,3.0,3.0,12,1920,-4447.5,-12.49,35.6,13.7,30.9,55.4,-2.32,4463.3,3.51
30.0,10.0,0,0.5,3.0,3.0,60,1837,-3603.4,-10.12,38.1,31.5,50.5,18.0,-1.96,3622.4,3.41
30.0,10.0,0,0.5,3.0,3.0,120,1815,-3461.5,-9.72,38.5,34.9,54.4,10.7,-1.91,3477.4,3.37
30.0,10.0,0,0.7,1.0,1.0,12,2391,-4840.7,-13.59,22.9,21.5,74.2,4.3,-2.02,4841.5,3.49
30.0,10.0,0,0.7,1.0,1.0,60,2386,-4830.8,-13.57,23.3,23.1,76.2,0.8,-2.02,4831.6,3.48
30.0,10.0,0,0.7,1.0,1.0,120,2384,-4820.0,-13.54,23.3,23.1,76.2,0.7,-2.02,4820.8,3.47
30.0,10.0,0,0.7,1.0,2.0,12,2269,-5733.6,-16.1,37.4,32.7,46.9,20.4,-2.53,5732.0,3.47
30.0,10.0,0,0.7,1.0,2.0,60,2240,-5367.7,-15.07,40.9,40.4,54.8,4.9,-2.4,5366.1,3.39
30.0,10.0,0,0.7,1.0,2.0,120,2235,-5282.9,-14.83,41.4,40.9,55.7,3.5,-2.36,5282.1,3.37
30.0,10.0,0,0.7,1.0,3.0,12,2190,-6172.8,-17.33,42.2,36.3,29.8,33.9,-2.82,6168.9,3.49
30.0,10.0,0,0.7,1.0,3.0,60,2144,-5713.0,-16.04,50.9,50.0,42.0,8.0,-2.66,5709.5,3.4
30.0,10.0,0,0.7,1.0,3.0,120,2130,-5506.0,-15.46,52.3,51.6,43.3,5.1,-2.58,5506.8,3.36
30.0,10.0,0,0.7,2.0,1.0,12,2366,-4232.5,-11.89,19.6,14.3,76.8,8.9,-1.79,4235.8,3.49
30.0,10.0,0,0.7,2.0,1.0,60,2359,-4153.1,-11.66,18.6,17.9,80.7,1.4,-1.76,4155.3,3.47
30.0,10.0,0,0.7,2.0,1.0,120,2357,-4109.2,-11.54,18.7,18.2,80.8,1.0,-1.74,4111.4,3.47
30.0,10.0,0,0.7,2.0,2.0,12,2233,-4952.6,-13.91,33.1,20.3,48.7,31.0,-2.22,4950.8,3.48
30.0,10.0,0,0.7,2.0,2.0,60,2194,-4651.2,-13.06,33.6,31.3,61.1,7.7,-2.12,4646.6,3.39
30.0,10.0,0,0.7,2.0,2.0,120,2183,-4480.0,-12.58,34.1,32.4,62.7,4.9,-2.05,4475.4,3.36
30.0,10.0,0,0.7,2.0,3.0,12,2155,-5382.2,-15.11,37.5,22.1,31.0,46.9,-2.5,5378.1,3.49
30.0,10.0,0,0.7,2.0,3.0,60,2087,-4829.1,-13.56,43.1,39.7,47.7,12.6,-2.31,4822.2,3.39
30.0,10.0,0,0.7,2.0,3.0,120,2066,-4560.7,-12.81,44.2,42.0,50.2,7.8,-2.21,4554.1,3.35
30.0,10.0,0,0.7,3.0,1.0,12,2345,-4009.2,-11.26,18.0,8.9,77.7,13.3,-1.71,4012.5,3.5
30.0,10.0,0,0.7,3.0,1.0,60,2332,-3794.3,-10.65,15.5,14.1,83.7,2.2,-1.63,3801.6,3.47
30.0,10.0,0,0.7,3.0,1.0,120,2327,-3776.1,-10.6,15.4,14.6,84.1,1.4,-1.62,3782.1,3.47
30.0,10.0,0,0.7,3.0,2.0,12,2209,-4626.3,-12.99,31.2,12.3,49.3,38.5,-2.09,4624.5,3.48
30.0,10.0,0,0.7,3.0,2.0,60,2150,-4138.7,-11.62,29.3,24.7,64.7,10.6,-1.92,4140.9,3.4
30.0,10.0,0,0.7,3.0,2.0,120,2134,-4012.8,-11.27,29.3,26.6,67.3,6.1,-1.88,4019.3,3.37
30.0,10.0,0,0.7,3.0,3.0,12,2132,-4946.0,-13.89,35.7,13.8,31.1,55.0,-2.32,4949.3,3.5
30.0,10.0,0,0.7,3.0,3.0,60,2035,-3957.0,-11.11,38.4,31.4,50.4,18.1,-1.94,3959.5,3.4
30.0,10.0,0,0.7,3.0,3.0,120,2008,-3746.6,-10.52,39.2,35.2,54.4,10.4,-1.87,3753.0,3.35
30.0,10.0,1,0.5,1.0,1.0,12,5271,-12006.0,-33.71,20.8,18.9,76.4,4.7,-2.28,12003.6,3.56
30.0,10.0,1,0.5,1.0,1.0,60,5257,-11759.5,-33.02,21.1,21.0,78.4,0.6,-2.24,11756.9,3.54
30.0,10.0,1,0.5,1.0,1.0,120,5250,-11645.0,-32.7,21.2,21.1,78.6,0.3,-2.22,11642.4,3.53
30.0,10.0,1,0.5,1.0,2.0,12,4807,-13085.5,-36.75,35.4,29.4,46.1,24.5,-2.72,13083.1,3.47
30.0,10.0,1,0.5,1.0,2.0,60,4721,-11529.5,-32.38,40.3,39.5,54.9,5.6,-2.44,11524.3,3.33
30.0,10.0,1,0.5,1.0,2.0,120,4699,-11201.5,-31.45,41.1,40.6,55.8,3.6,-2.38,11196.3,3.29
30.0,10.0,1,0.5,1.0,3.0,12,4522,-13425.9,-37.7,40.3,33.1,26.6,40.3,-2.97,13423.5,3.5
30.0,10.0,1,0.5,1.0,3.0,60,4379,-11459.0,-32.18,51.2,50.0,41.0,9.0,-2.62,11453.9,3.33
30.0,10.0,1,0.5,1.0,3.0,120,4348,-11097.5,-31.16,52.6,52.0,42.8,5.2,-2.55,11092.4,3.28
30.0,10.0,1,0.5,2.0,1.0,12,5175,-11004.1,-30.9,17.6,11.6,79.0,9.4,-2.13,11001.7,3.57
30.0,10.0,1,0.5,2.0,1.0,60,5145,-10603.1,-29.77,16.3,15.6,83.1,1.3,-2.06,10600.5,3.53
30.0,10.0,1,0.5,2.0,1.0,120,5135,-10481.7,-29.43,16.2,15.9,83.5,0.6,-2.04,10479.1,3.52
30.0,10.0,1,0.5,2.0,2.0,12,4683,-11993.6,-33.68,30.8,16.6,48.3,35.1,-2.56,11991.2,3.48
30.0,10.0,1,0.5,2.0,2.0,60,4546,-10182.3,-28.59,32.4,29.9,61.7,8.4,-2.24,10177.1,3.33
30.0,10.0,1,0.5,2.0,2.0,120,4516,-9975.2,-28.01,32.7,31.4,63.8,4.8,-2.21,9970.0,3.29
30.0,10.0,1,0.5,2.0,3.0,12,4403,-12257.2,-34.42,35.5,18.7,27.6,53.7,-2.78,12254.8,3.51
30.0,10.0,1,0.5,2.0,3.0,60,4169,-9853.9,-27.67,42.6,38.7,46.8,14.6,-2.36,9850.2,3.34
30.0,10.0,1,0.5,2.0,3.0,120,4116,-9581.8,-26.91,43.9,41.8,50.3,7.9,-2.33,9574.0,3.29
30.0,10.0,1,0.5,3.0,1.0,12,5103,-10504.6,-29.5,16.4,7.3,79.9,12.8,-2.06,10502.2,3.57
30.0,10.0,1,0.5,3.0,1.0,60,5043,-9990.5,-28.05,13.5,11.7,85.7,2.6,-1.98,9989.6,3.53
30.0,10.0,1,0.5,3.0,1.0,120,5031,-9852.0,-27.67,13.2,12.4,86.5,1.1,-1.96,9851.1,3.52
30.0,10.0,1,0.5,3.0,2.0,12,4605,-11170.2,-31.37,29.6,10.4,48.7,40.9,-2.43,11167.8,3.49
30.0,10.0,1,0.5,3.0,2.0,60,4396,-9081.8,-25.5,28.5,22.9,64.8,12.2,-2.07,9076.6,3.34
30.0,10.0,1,0.5,3.0,2.0,120,4354,-8740.6,-24.54,28.3,25.6,67.7,6.7,-2.01,8735.4,3.3
30.0,10.0,1,0.5,3.0,3.0,12,4327,-11525.9,-32.37,34.0,11.1,27.9,61.0,-2.66,11523.5,3.51
30.0,10.0,1,0.5,3.0,3.0,60,3976,-8649.9,-24.29,38.1,29.5,49.6,20.9,-2.18,8646.2,3.35
