spike,m1_min,peak_mode,peak_frac,tp_K,sl_K,max_hold,n,sum_pips,ppd,wr,tp_pct,sl_pct,time_pct,mean_pnl,mdd,mean_sp_entry
120.0,5.0,0,0.7,3.0,3.0,60,246,-610.6,-1.71,38.2,30.1,43.1,26.8,-2.48,694.1,5.84
120.0,5.0,0,0.7,3.0,3.0,120,246,-519.8,-1.46,39.0,32.9,44.7,22.4,-2.11,616.3,5.84
120.0,5.0,1,0.5,1.0,1.0,12,577,-2412.4,-6.77,25.0,22.4,71.1,6.6,-4.18,2414.0,6.29
120.0,5.0,1,0.5,1.0,1.0,60,575,-2348.0,-6.59,25.2,24.3,72.3,3.3,-4.08,2349.6,6.28
120.0,5.0,1,0.5,1.0,1.0,120,575,-2309.7,-6.49,26.1,25.0,72.9,2.1,-4.02,2311.3,6.28
120.0,5.0,1,0.5,1.0,2.0,12,561,-2824.7,-7.93,34.6,31.2,40.1,28.7,-5.04,2833.7,6.22
120.0,5.0,1,0.5,1.0,2.0,60,547,-2402.9,-6.75,38.0,35.8,44.8,19.4,-4.39,2411.9,6.02
120.0,5.0,1,0.5,1.0,2.0,120,544,-2343.4,-6.58,38.6,36.9,46.5,16.5,-4.31,2356.5,5.97
120.0,5.0,1,0.5,1.0,3.0,12,553,-2985.2,-8.38,39.2,35.6,28.4,36.0,-5.4,3013.7,6.26
120.0,5.0,1,0.5,1.0,3.0,60,533,-2444.3,-6.86,45.2,42.6,33.6,23.8,-4.59,2491.8,6.0
120.0,5.0,1,0.5,1.0,3.0,120,529,-2388.3,-6.71,46.5,44.6,35.7,19.7,-4.51,2441.0,5.93
120.0,5.0,1,0.5,2.0,1.0,12,568,-2211.0,-6.21,21.3,15.7,74.1,10.2,-3.89,2223.6,6.33
120.0,5.0,1,0.5,2.0,1.0,60,566,-2072.0,-5.82,21.2,19.6,76.3,4.1,-3.66,2088.0,6.32
120.0,5.0,1,0.5,2.0,1.0,120,566,-2035.9,-5.72,21.9,20.3,77.0,2.7,-3.6,2051.9,6.32
120.0,5.0,1,0.5,2.0,2.0,12,548,-2574.9,-7.23,30.1,21.9,43.1,35.0,-4.7,2594.4,6.28
120.0,5.0,1,0.5,2.0,2.0,60,530,-2079.0,-5.84,32.1,28.5,49.8,21.7,-3.92,2115.5,6.07
120.0,5.0,1,0.5,2.0,2.0,120,527,-2101.0,-5.9,32.1,29.6,52.2,18.2,-3.99,2142.7,6.02
120.0,5.0,1,0.5,2.0,3.0,12,539,-2686.7,-7.54,34.7,25.4,30.4,44.2,-4.98,2755.4,6.31
120.0,5.0,1,0.5,2.0,3.0,60,516,-2037.5,-5.72,39.5,34.9,37.6,27.5,-3.95,2161.4,6.06
120.0,5.0,1,0.5,2.0,3.0,120,511,-2094.0,-5.88,40.3,37.0,41.1,21.9,-4.1,2224.3,5.99
120.0,5.0,1,0.5,3.0,1.0,12,564,-2058.8,-5.78,19.7,12.2,75.7,12.1,-3.65,2082.0,6.35
120.0,5.0,1,0.5,3.0,1.0,60,562,-1961.7,-5.51,18.0,15.1,79.2,5.7,-3.49,1988.5,6.33
120.0,5.0,1,0.5,3.0,1.0,120,562,-1938.4,-5.44,18.3,15.8,80.6,3.6,-3.45,1960.5,6.33
120.0,5.0,1,0.5,3.0,2.0,12,544,-2360.5,-6.63,28.7,16.4,44.1,39.5,-4.34,2390.1,6.29
120.0,5.0,1,0.5,3.0,2.0,60,527,-1857.6,-5.22,28.8,23.1,52.6,24.3,-3.52,1892.8,6.07
120.0,5.0,1,0.5,3.0,2.0,120,524,-1900.7,-5.34,28.4,24.6,55.2,20.2,-3.63,1928.2,6.02
120.0,5.0,1,0.5,3.0,3.0,12,531,-2502.6,-7.03,33.0,17.7,31.5,50.8,-4.71,2558.6,6.35
120.0,5.0,1,0.5,3.0,3.0,60,509,-1886.1,-5.3,35.6,27.7,40.9,31.4,-3.71,1992.5,6.09
120.0,5.0,1,0.5,3.0,3.0,120,504,-1942.8,-5.46,35.5,30.8,44.4,24.8,-3.85,2041.1,6.02
120.0,10.0,0,0.3,1.0,1.0,12,177,-622.8,-1.75,26.6,25.4,66.1,8.5,-3.52,635.3,6.28
120.0,10.0,0,0.3,1.0,1.0,60,176,-592.4,-1.66,27.8,26.7,68.2,5.1,-3.37,604.9,6.23
120.0,10.0,0,0.3,1.0,1.0,120,176,-583.0,-1.64,28.4,27.3,68.2,4.5,-3.31,595.5,6.23
120.0,10.0,0,0.3,1.0,2.0,12,174,-660.3,-1.85,37.9,33.9,39.1,27.0,-3.79,672.8,6.32
120.0,10.0,0,0.3,1.0,2.0,60,172,-616.2,-1.73,40.1,37.8,44.2,18.0,-3.58,629.1,6.22
120.0,10.0,0,0.3,1.0,2.0,120,172,-585.5,-1.64,40.7,39.0,45.3,15.7,-3.4,598.4,6.22
120.0,10.0,0,0.3,1.0,3.0,12,173,-664.6,-1.87,45.7,41.0,29.5,29.5,-3.84,677.1,6.35
120.0,10.0,0,0.3,1.0,3.0,60,171,-643.6,-1.81,48.5,46.2,32.7,21.1,-3.76,659.1,6.24
120.0,10.0,0,0.3,1.0,3.0,120,171,-604.2,-1.7,49.7,48.0,33.3,18.7,-3.53,618.9,6.24
120.0,10.0,0,0.3,2.0,1.0,12,177,-546.3,-1.53,23.2,19.8,69.5,10.7,-3.09,560.3,6.28
120.0,10.0,0,0.3,2.0,1.0,60,176,-476.8,-1.34,24.4,22.2,71.6,6.2,-2.71,513.7,6.23
120.0,10.0,0,0.3,2.0,1.0,120,176,-470.8,-1.32,25.0,22.2,71.6,6.2,-2.68,506.9,6.23
120.0,10.0,0,0.3,2.0,2.0,12,174,-560.7,-1.57,34.5,26.4,41.4,32.2,-3.22,587.9,6.32
120.0,10.0,0,0.3,2.0,2.0,60,172,-570.5,-1.6,34.9,30.2,48.3,21.5,-3.32,609.6,6.22
120.0,10.0,0,0.3,2.0,2.0,120,172,-493.0,-1.38,36.0,31.4,50.0,18.6,-2.87,531.3,6.22
120.0,10.0,0,0.3,2.0,3.0,12,173,-531.3,-1.49,42.2,31.8,31.2,37.0,-3.07,569.0,6.35
120.0,10.0,0,0.3,2.0,3.0,60,170,-478.0,-1.34,44.1,39.4,35.3,25.3,-2.81,528.5,6.19
120.0,10.0,0,0.3,2.0,3.0,120,170,-377.4,-1.06,45.9,41.2,35.9,22.9,-2.22,432.2,6.19
120.0,10.0,0,0.3,3.0,1.0,12,176,-531.4,-1.49,19.9,14.8,72.2,13.1,-3.02,556.5,6.29
120.0,10.0,0,0.3,3.0,1.0,60,175,-445.5,-1.25,20.6,17.1,75.4,7.4,-2.55,499.3,6.24
120.0,10.0,0,0.3,3.0,1.0,120,175,-425.3,-1.19,21.1,17.7,75.4,6.9,-2.43,489.6,6.24
120.0,10.0,0,0.3,3.0,2.0,12,174,-518.3,-1.46,31.6,20.1,43.7,36.2,-2.98,564.9,6.31
120.0,10.0,0,0.3,3.0,2.0,60,171,-518.0,-1.45,31.0,25.1,51.5,23.4,-3.03,562.4,6.22
120.0,10.0,0,0.3,3.0,2.0,120,171,-463.0,-1.3,32.2,25.7,53.8,20.5,-2.71,517.7,6.22
120.0,10.0,0,0.3,3.0,3.0,12,173,-471.0,-1.32,38.7,23.7,32.9,43.4,-2.72,512.8,6.33
120.0,10.0,0,0.3,3.0,3.0,60,169,-419.4,-1.18,39.1,33.1,39.1,27.8,-2.48,479.0,6.19
120.0,10.0,0,0.3,3.0,3.0,120,169,-339.1,-0.95,40.8,34.3,40.8,24.9,-2.01,439.7,6.19
120.0,10.0,0,0.5,1.0,1.0,12,211,-649.9,-1.82,28.9,28.0,64.0,8.1,-3.08,658.2,5.99
120.0,10.0,0,0.5,1.0,1.0,60,210,-614.7,-1.73,30.0,29.0,65.7,5.2,-2.93,622.3,5.94
120.0,10.0,0,0.5,1.0,1.0,120,210,-608.2,-1.71,30.5,29.5,65.7,4.8,-2.9,617.1,5.94
120.0,10.0,0,0.5,1.0,2.0,12,209,-727.7,-2.04,39.2,35.9,39.7,24.4,-3.48,737.0,6.03
120.0,10.0,0,0.5,1.0,2.0,60,207,-667.6,-1.87,41.5,39.1,44.4,16.4,-3.23,676.5,5.94
120.0,10.0,0,0.5,1.0,2.0,120,207,-661.6,-1.86,41.5,40.1,45.9,14.0,-3.2,671.5,5.94
120.0,10.0,0,0.5,1.0,3.0,12,208,-794.4,-2.23,45.2,41.3,32.2,26.4,-3.82,802.7,6.03
120.0,10.0,0,0.5,1.0,3.0,60,206,-746.0,-2.09,48.5,46.1,35.0,18.9,-3.62,759.3,5.94
120.0,10.0,0,0.5,1.0,3.0,120,206,-732.9,-2.06,49.0,47.6,35.4,17.0,-3.56,746.7,5.94
120.0,10.0,0,0.5,2.0,1.0,12,210,-536.8,-1.51,25.2,22.4,67.1,10.5,-2.56,545.0,6.0
120.0,10.0,0,0.5,2.0,1.0,60,209,-455.6,-1.28,26.8,24.4,68.9,6.7,-2.18,496.5,5.96
120.0,10.0,0,0.5,2.0,1.0,120,209,-448.3,-1.26,27.3,24.9,68.9,6.2,-2.15,485.5,5.96
120.0,10.0,0,0.5,2.0,2.0,12,208,-587.1,-1.65,35.6,27.9,41.8,30.3,-2.82,613.5,6.04
120.0,10.0,0,0.5,2.0,2.0,60,206,-573.4,-1.61,36.9,31.6,48.1,20.4,-2.78,613.0,5.96
120.0,10.0,0,0.5,2.0,2.0,120,206,-509.8,-1.43,37.4,33.5,50.0,16.5,-2.47,549.9,5.96
120.0,10.0,0,0.5,2.0,3.0,12,207,-609.0,-1.71,42.0,31.9,33.3,34.8,-2.94,645.9,6.05
120.0,10.0,0,0.5,2.0,3.0,60,204,-533.0,-1.5,44.6,39.2,37.3,23.5,-2.61,580.3,5.92
120.0,10.0,0,0.5,2.0,3.0,120,204,-447.9,-1.26,45.6,41.7,37.7,20.6,-2.2,495.7,5.92
120.0,10.0,0,0.5,3.0,1.0,12,208,-498.4,-1.4,22.1,16.3,69.7,13.9,-2.4,524.8,6.03
120.0,10.0,0,0.5,3.0,1.0,60,207,-403.3,-1.13,22.7,19.3,72.9,7.7,-1.95,469.1,5.98
120.0,10.0,0,0.5,3.0,1.0,120,207,-379.5,-1.07,23.2,19.8,72.9,7.2,-1.83,452.2,5.98
120.0,10.0,0,0.5,3.0,2.0,12,207,-525.0,-1.47,32.9,20.3,44.0,35.7,-2.54,578.8,6.04
120.0,10.0,0,0.5,3.0,2.0,60,204,-499.1,-1.4,32.8,26.5,51.5,22.1,-2.45,553.8,5.97
120.0,10.0,0,0.5,3.0,2.0,120,204,-449.4,-1.26,33.3,27.5,53.9,18.6,-2.2,523.3,5.97
120.0,10.0,0,0.5,3.0,3.0,12,206,-527.7,-1.48,38.8,23.3,35.0,41.7,-2.56,576.7,6.05
120.0,10.0,0,0.5,3.0,3.0,60,202,-457.2,-1.28,39.6,33.2,41.1,25.7,-2.26,519.9,5.93
120.0,10.0,0,0.5,3.0,3.0,120,202,-383.8,-1.08,40.6,34.7,42.6,22.8,-1.9,457.6,5.93
120.0,10.0,0,0.7,1.0,1.0,12,232,-682.3,-1.92,28.9,28.0,64.2,7.8,-2.94,703.3,5.9
120.0,10.0,0,0.7,1.0,1.0,60,231,-641.7,-1.8,29.9,29.0,65.8,5.2,-2.78,662.0,5.86
120.0,10.0,0,0.7,1.0,1.0,120,231,-629.9,-1.77,30.7,29.4,65.8,4.8,-2.73,651.5,5.86
120.0,10.0,0,0.7,1.0,2.0,12,230,-806.9,-2.27,38.3,34.8,41.7,23.5,-3.51,827.9,5.94
120.0,10.0,0,0.7,1.0,2.0,60,228,-748.0,-2.1,40.4,38.2,46.5,15.4,-3.28,768.3,5.86
120.0,10.0,0,0.7,1.0,2.0,120,228,-736.7,-2.07,40.8,39.0,47.8,13.2,-3.23,758.3,5.86
120.0,10.0,0,0.7,1.0,3.0,12,229,-906.0,-2.54,43.7,39.7,34.5,25.8,-3.96,927.0,5.94
120.0,10.0,0,0.7,1.0,3.0,60,227,-855.8,-2.4,47.1,44.9,37.4,17.6,-3.77,876.1,5.86
120.0,10.0,0,0.7,1.0,3.0,120,227,-837.4,-2.35,48.0,46.3,37.9,15.9,-3.69,859.0,5.86
120.0,10.0,0,0.7,2.0,1.0,12,231,-582.8,-1.64,24.7,21.2,68.0,10.8,-2.52,597.3,5.92
120.0,10.0,0,0.7,2.0,1.0,60,230,-485.6,-1.36,25.7,23.5,69.6,7.0,-2.11,538.3,5.88
120.0,10.0,0,0.7,2.0,1.0,120,230,-470.3,-1.32,27.0,23.9,69.6,6.5,-2.04,520.1,5.88
120.0,10.0,0,0.7,2.0,2.0,12,228,-700.6,-1.97,33.8,25.4,44.3,30.3,-3.07,723.1,5.94
120.0,10.0,0,0.7,2.0,2.0,60,225,-671.0,-1.88,34.7,29.8,50.7,19.6,-2.98,719.8,5.87
120.0,10.0,0,0.7,2.0,2.0,120,225,-599.4,-1.68,36.0,31.6,52.4,16.0,-2.66,648.7,5.87
120.0,10.0,0,0.7,2.0,3.0,12,227,-756.2,-2.12,39.6,29.1,36.1,34.8,-3.33,779.1,5.95
120.0,10.0,0,0.7,2.0,3.0,60,223,-663.8,-1.86,42.2,36.8,40.4,22.9,-2.98,715.7,5.84
120.0,10.0,0,0.7,2.0,3.0,120,223,-564.3,-1.58,43.9,39.5,40.8,19.7,-2.53,616.6,5.84
120.0,10.0,0,0.7,3.0,1.0,12,228,-562.2,-1.58,21.5,14.9,70.6,14.5,-2.47,583.4,5.94
120.0,10.0,0,0.7,3.0,1.0,60,226,-451.2,-1.27,21.2,17.7,73.9,8.4,-2.0,525.0,5.9
120.0,10.0,0,0.7,3.0,1.0,120,226,-427.3,-1.2,22.6,18.1,73.9,8.0,-1.89,500.1,5.9
120.0,10.0,0,0.7,3.0,2.0,12,226,-604.9,-1.7,31.9,19.0,45.6,35.4,-2.68,649.1,5.95
120.0,10.0,0,0.7,3.0,2.0,60,222,-577.2,-1.62,31.1,24.3,53.6,22.1,-2.6,643.9,5.89
120.0,10.0,0,0.7,3.0,2.0,120,222,-517.0,-1.45,32.4,25.7,55.9,18.5,-2.33,605.4,5.89
120.0,10.0,0,0.7,3.0,3.0,12,225,-648.9,-1.82,37.3,21.8,37.3,40.9,-2.88,677.9,5.96
120.0,10.0,0,0.7,3.0,3.0,60,220,-543.0,-1.52,38.2,30.5,43.2,26.4,-2.47,611.5,5.85
120.0,10.0,0,0.7,3.0,3.0,120,220,-441.3,-1.24,40.0,33.2,44.5,22.3,-2.01,515.7,5.85
120.0,10.0,1,0.5,1.0,1.0,12,513,-2093.5,-5.88,25.7,23.6,70.6,5.8,-4.08,2101.2,6.24
120.0,10.0,1,0.5,1.0,1.0,60,512,-2018.8,-5.67,26.4,25.4,71.3,3.3,-3.94,2026.5,6.22
120.0,10.0,1,0.5,1.0,1.0,120,512,-1979.3,-5.56,27.1,26.2,71.9,2.0,-3.87,1987.0,6.22
120.0,10.0,1,0.5,1.0,2.0,12,504,-2503.5,-7.03,35.1,31.9,40.1,28.0,-4.97,2506.4,6.2
120.0,10.0,1,0.5,1.0,2.0,60,493,-2154.4,-6.05,38.5,36.3,44.6,19.1,-4.37,2162.1,6.03
120.0,10.0,1,0.5,1.0,2.0,120,490,-2059.2,-5.78,39.4,37.6,46.1,16.3,-4.2,2072.1,5.97
120.0,10.0,1,0.5,1.0,3.0,12,497,-2648.4,-7.44,40.0,36.6,28.8,34.6,-5.33,2680.5,6.23
120.0,10.0,1,0.5,1.0,3.0,60,482,-2222.4,-6.24,45.6,43.2,33.6,23.2,-4.61,2273.5,5.99
120.0,10.0,1,0.5,1.0,3.0,120,479,-2128.2,-5.98,47.0,45.3,35.5,19.2,-4.44,2184.5,5.93
120.0,10.0,1,0.5,2.0,1.0,12,503,-1919.1,-5.39,21.5,16.5,74.2,9.3,-3.82,1937.8,6.29
120.0,10.0,1,0.5,2.0,1.0,60,502,-1787.8,-5.02,21.7,20.1,75.9,4.0,-3.56,1807.0,6.27
120.0,10.0,1,0.5,2.0,1.0,120,502,-1746.1,-4.9,22.5,20.9,76.5,2.6,-3.48,1765.3,6.27
120.0,10.0,1,0.5,2.0,2.0,12,493,-2299.8,-6.46,30.2,22.5,43.4,34.1,-4.66,2314.0,6.25
120.0,10.0,1,0.5,2.0,2.0,60,479,-1910.5,-5.36,31.9,28.8,50.1,21.1,-3.99,1938.2,6.09
120.0,10.0,1,0.5,2.0,2.0,120,476,-1867.9,-5.25,32.6,30.0,52.1,17.9,-3.92,1900.8,6.03
120.0,10.0,1,0.5,2.0,3.0,12,484,-2397.3,-6.73,35.1,26.2,30.8,43.0,-4.95,2462.5,6.3
120.0,10.0,1,0.5,2.0,3.0,60,466,-1904.9,-5.35,39.3,35.4,38.0,26.6,-4.09,2021.6,6.05
120.0,10.0,1,0.5,2.0,3.0,120,462,-1878.8,-5.28,40.7,37.4,40.9,21.6,-4.07,2001.9,5.99
120.0,10.0,1,0.5,3.0,1.0,12,499,-1788.2,-5.02,19.6,12.6,76.0,11.4,-3.58,1817.5,6.31
120.0,10.0,1,0.5,3.0,1.0,60,498,-1692.0,-4.75,18.3,15.7,79.1,5.2,-3.4,1722.0,6.29
120.0,10.0,1,0.5,3.0,1.0,120,498,-1652.5,-4.64,18.9,16.3,80.1,3.6,-3.32,1677.8,6.29
120.0,10.0,1,0.5,3.0,2.0,12,488,-2125.6,-5.97,28.5,16.4,44.7,38.9,-4.36,2146.7,6.28
120.0,10.0,1,0.5,3.0,2.0,60,475,-1719.2,-4.83,28.4,23.6,53.3,23.2,-3.62,1738.1,6.1
120.0,10.0,1,0.5,3.0,2.0,120,472,-1684.9,-4.73,28.8,25.0,55.5,19.5,-3.57,1705.5,6.05
120.0,10.0,1,0.5,3.0,3.0,12,476,-2241.4,-6.29,33.2,18.1,31.9,50.0,-4.71,2282.0,6.34
120.0,10.0,1,0.5,3.0,3.0,60,459,-1755.1,-4.93,35.3,28.5,41.4,30.1,-3.82,1847.7,6.09
120.0,10.0,1,0.5,3.0,3.0,120,455,-1722.9,-4.84,36.0,31.4,44.4,24.2,-3.79,1811.2,6.03
