split,pair,pct,thr_abs,tp,accel,n,ppd,wr,mdd,calmar,mean_hold,days
OOS_A,EUR_USD,95,0.281,30.0,False,190,-10.13,48.9,2209.5,-0.0,200.1,214.5
OOS_A,EUR_USD,95,0.281,30.0,True,190,-10.13,48.9,2209.5,-0.0,200.1,214.5
OOS_A,EUR_USD,98,0.4,10.0,False,172,0.86,85.5,402.7,0.0,71.6,214.5
OOS_A,EUR_USD,98,0.4,10.0,True,172,0.86,85.5,402.7,0.0,71.6,214.5
OOS_A,EUR_USD,98,0.4,15.0,False,162,0.9,79.0,450.9,0.0,98.7,214.5
OOS_A,EUR_USD,98,0.4,15.0,True,162,0.9,79.0,450.9,0.0,98.7,214.5
OOS_A,EUR_USD,98,0.4,20.0,False,151,1.21,73.5,321.4,0.0,117.3,214.5
OOS_A,EUR_USD,98,0.4,20.0,True,151,1.21,73.5,321.4,0.0,117.3,214.5
OOS_A,EUR_USD,98,0.4,30.0,False,122,-1.94,57.4,429.1,-0.0,173.1,214.5
OOS_A,EUR_USD,98,0.4,30.0,True,122,-1.94,57.4,429.1,-0.0,173.1,214.5
OOS_B,EUR_USD,90,0.205,10.0,False,311,-2.84,76.2,1324.2,-0.0,111.6,214.5
OOS_B,EUR_USD,90,0.205,10.0,True,311,-2.84,76.2,1324.2,-0.0,111.6,214.5
OOS_B,EUR_USD,90,0.205,15.0,False,267,-1.27,67.8,915.2,-0.0,142.0,214.5
OOS_B,EUR_USD,90,0.205,15.0,True,267,-1.27,67.8,915.2,-0.0,142.0,214.5
OOS_B,EUR_USD,90,0.205,20.0,False,249,-1.56,64.3,1065.0,-0.0,156.2,214.5
OOS_B,EUR_USD,90,0.205,20.0,True,249,-1.56,64.3,1065.0,-0.0,156.2,214.5
OOS_B,EUR_USD,90,0.205,30.0,False,206,-1.13,55.8,1026.9,-0.0,204.5,214.5
OOS_B,EUR_USD,90,0.205,30.0,True,206,-1.13,55.8,1026.9,-0.0,204.5,214.5
OOS_B,EUR_USD,95,0.281,10.0,False,199,-1.83,76.9,691.6,-0.0,104.0,214.5
OOS_B,EUR_USD,95,0.281,10.0,True,199,-1.83,76.9,691.6,-0.0,104.0,214.5
OOS_B,EUR_USD,95,0.281,15.0,False,178,-0.77,71.3,635.7,-0.0,135.2,214.5
OOS_B,EUR_USD,95,0.281,15.0,True,178,-0.77,71.3,635.7,-0.0,135.2,214.5
OOS_B,EUR_USD,95,0.281,20.0,False,166,-1.89,62.7,954.7,-0.0,165.8,214.5
OOS_B,EUR_USD,95,0.281,20.0,True,166,-1.89,62.7,954.7,-0.0,165.8,214.5
OOS_B,EUR_USD,95,0.281,30.0,False,144,-3.32,48.6,870.4,-0.0,210.7,214.5
OOS_B,EUR_USD,95,0.281,30.0,True,144,-3.32,48.6,870.4,-0.0,210.7,214.5
OOS_B,EUR_USD,98,0.4,10.0,False,86,-1.3,79.1,313.6,-0.0,91.1,214.5
OOS_B,EUR_USD,98,0.4,10.0,True,86,-1.3,79.1,313.6,-0.0,91.1,214.5
OOS_B,EUR_USD,98,0.4,15.0,False,80,-1.18,71.2,324.2,-0.0,120.3,214.5
OOS_B,EUR_USD,98,0.4,15.0,True,80,-1.18,71.2,324.2,-0.0,120.3,214.5
OOS_B,EUR_USD,98,0.4,20.0,False,76,-0.57,67.1,295.5,-0.0,140.8,214.5
OOS_B,EUR_USD,98,0.4,20.0,True,76,-0.57,67.1,295.5,-0.0,140.8,214.5
OOS_B,EUR_USD,98,0.4,30.0,False,68,-1.05,50.0,417.1,-0.0,196.7,214.5
OOS_B,EUR_USD,98,0.4,30.0,True,68,-1.05,50.0,417.1,-0.0,196.7,214.5
OOS_A,EUR_GBP,90,0.139,10.0,False,279,-2.88,65.6,635.5,-0.0,149.8,214.5
OOS_A,EUR_GBP,90,0.139,10.0,True,279,-2.88,65.6,635.5,-0.0,149.8,214.5
OOS_A,EUR_GBP,90,0.139,15.0,False,231,-1.82,58.4,516.1,-0.0,187.9,214.5
OOS_A,EUR_GBP,90,0.139,15.0,True,231,-1.82,58.4,516.1,-0.0,187.9,214.5
OOS_A,EUR_GBP,90,0.139,20.0,False,210,-2.97,50.5,621.2,-0.0,213.2,214.5
OOS_A,EUR_GBP,90,0.139,20.0,True,210,-2.97,50.5,621.2,-0.0,213.2,214.5
OOS_A,EUR_GBP,90,0.139,30.0,False,185,-1.46,47.0,454.8,-0.0,250.6,214.5
OOS_A,EUR_GBP,90,0.139,30.0,True,185,-1.46,47.0,454.8,-0.0,250.6,214.5
OOS_A,EUR_GBP,95,0.19,10.0,False,184,-4.28,64.1,975.1,-0.0,149.0,214.5
OOS_A,EUR_GBP,95,0.19,10.0,True,184,-4.28,64.1,975.1,-0.0,149.0,214.5
OOS_A,EUR_GBP,95,0.19,15.0,False,165,-3.6,55.8,852.2,-0.0,191.0,214.5
OOS_A,EUR_GBP,95,0.19,15.0,True,165,-3.6,55.8,852.2,-0.0,191.0,214.5
OOS_A,EUR_GBP,95,0.19,20.0,False,151,-2.69,51.0,621.6,-0.0,216.8,214.5
OOS_A,EUR_GBP,95,0.19,20.0,True,151,-2.69,51.0,621.6,-0.0,216.8,214.5
OOS_A,EUR_GBP,95,0.19,30.0,False,136,-1.27,50.7,468.9,-0.0,246.4,214.5
OOS_A,EUR_GBP,95,0.19,30.0,True,136,-1.27,50.7,468.9,-0.0,246.4,214.5
OOS_A,EUR_GBP,98,0.267,10.0,False,103,-0.46,73.8,304.8,-0.0,121.1,214.5
OOS_A,EUR_GBP,98,0.267,10.0,True,103,-0.46,73.8,304.8,-0.0,121.1,214.5
OOS_A,EUR_GBP,98,0.267,15.0,False,86,-1.75,58.1,442.8,-0.0,180.6,214.5
OOS_A,EUR_GBP,98,0.267,15.0,True,86,-1.75,58.1,442.8,-0.0,180.6,214.5
OOS_A,EUR_GBP,98,0.267,20.0,False,80,-2.66,50.0,610.0,-0.0,212.1,214.5
OOS_A,EUR_GBP,98,0.267,20.0,True,80,-2.66,50.0,610.0,-0.0,212.1,214.5
OOS_A,EUR_GBP,98,0.267,30.0,False,77,-1.41,46.8,431.2,-0.0,238.9,214.5
OOS_A,EUR_GBP,98,0.267,30.0,True,77,-1.41,46.8,431.2,-0.0,238.9,214.5
OOS_B,EUR_GBP,90,0.139,10.0,False,208,-4.39,56.7,970.7,-0.0,182.7,214.5
OOS_B,EUR_GBP,90,0.139,10.0,True,208,-4.39,56.7,970.7,-0.0,182.7,214.5
OOS_B,EUR_GBP,90,0.139,15.0,False,176,-6.1,41.5,1356.1,-0.0,227.0,214.5
OOS_B,EUR_GBP,90,0.139,15.0,True,176,-6.1,41.5,1356.1,-0.0,227.0,214.5
OOS_B,EUR_GBP,90,0.139,20.0,False,164,-5.21,39.6,1240.2,-0.0,249.8,214.5
OOS_B,EUR_GBP,90,0.139,20.0,True,164,-5.21,39.6,1240.2,-0.0,249.8,214.5
OOS_B,EUR_GBP,90,0.139,30.0,False,155,-5.34,37.4,1349.8,-0.0,269.2,214.5
OOS_B,EUR_GBP,90,0.139,30.0,True,155,-5.34,37.4,1349.8,-0.0,269.2,214.5
OOS_B,EUR_GBP,95,0.19,10.0,False,134,-1.43,61.9,405.2,-0.0,165.4,214.5
OOS_B,EUR_GBP,95,0.19,10.0,True,134,-1.43,61.9,405.2,-0.0,165.4,214.5
OOS_B,EUR_GBP,95,0.19,15.0,False,120,-1.54,54.2,439.1,-0.0,204.3,214.5
OOS_B,EUR_GBP,95,0.19,15.0,True,120,-1.54,54.2,439.1,-0.0,204.3,214.5
OOS_B,EUR_GBP,95,0.19,20.0,False,112,-1.46,48.2,439.3,-0.0,230.4,214.5
OOS_B,EUR_GBP,95,0.19,20.0,True,112,-1.46,48.2,439.3,-0.0,230.4,214.5
OOS_B,EUR_GBP,95,0.19,30.0,False,105,-1.05,46.7,371.1,-0.0,264.1,214.5
OOS_B,EUR_GBP,95,0.19,30.0,True,105,-1.05,46.7,371.1,-0.0,264.1,214.5
OOS_B,EUR_GBP,98,0.267,10.0,False,51,0.59,76.5,66.5,0.01,138.4,214.5
OOS_B,EUR_GBP,98,0.267,10.0,True,51,0.59,76.5,66.5,0.01,138.4,214.5
OOS_B,EUR_GBP,98,0.267,15.0,False,49,0.74,71.4,100.7,0.01,169.7,214.5
OOS_B,EUR_GBP,98,0.267,15.0,True,49,0.74,71.4,100.7,0.01,169.7,214.5
OOS_B,EUR_GBP,98,0.267,20.0,False,45,0.51,60.0,128.5,0.0,205.5,214.5
OOS_B,EUR_GBP,98,0.267,20.0,True,45,0.51,60.0,128.5,0.0,205.5,214.5
OOS_B,EUR_GBP,98,0.267,30.0,False,43,0.5,53.5,115.9,0.0,257.0,214.5
OOS_B,EUR_GBP,98,0.267,30.0,True,43,0.5,53.5,115.9,0.0,257.0,214.5
OOS_A,AUD_USD,90,0.195,10.0,False,326,-7.86,70.6,1764.6,-0.0,124.2,214.3
OOS_A,AUD_USD,90,0.195,10.0,True,326,-7.86,70.6,1764.6,-0.0,124.2,214.3
OOS_A,AUD_USD,90,0.195,15.0,False,269,-7.68,60.6,1704.4,-0.0,163.9,214.3
OOS_A,AUD_USD,90,0.195,15.0,True,269,-7.68,60.6,1704.4,-0.0,163.9,214.3
OOS_A,AUD_USD,90,0.195,20.0,False,239,-7.33,55.2,1668.7,-0.0,186.5,214.3
OOS_A,AUD_USD,90,0.195,20.0,True,239,-7.33,55.2,1668.7,-0.0,186.5,214.3
OOS_A,AUD_USD,90,0.195,30.0,False,204,-8.65,42.2,1882.2,-0.0,230.6,214.3
OOS_A,AUD_USD,90,0.195,30.0,True,204,-8.65,42.2,1882.2,-0.0,230.6,214.3
OOS_A,AUD_USD,95,0.258,10.0,False,240,-1.53,75.8,654.1,-0.0,108.2,214.3
OOS_A,AUD_USD,95,0.258,10.0,True,240,-1.53,75.8,654.1,-0.0,108.2,214.3
OOS_A,AUD_USD,95,0.258,15.0,False,196,-1.82,67.9,673.3,-0.0,148.4,214.3
OOS_A,AUD_USD,95,0.258,15.0,True,196,-1.82,67.9,673.3,-0.0,148.4,214.3
OOS_A,AUD_USD,95,0.258,20.0,False,180,-0.34,64.4,542.9,-0.0,174.1,214.3
OOS_A,AUD_USD,95,0.258,20.0,True,180,-0.34,64.4,542.9,-0.0,174.1,214.3
OOS_A,AUD_USD,95,0.258,30.0,False,150,-3.38,49.3,846.7,-0.0,224.2,214.3
OOS_A,AUD_USD,95,0.258,30.0,True,150,-3.38,49.3,846.7,-0.0,224.2,214.3
OOS_A,AUD_USD,98,0.35,10.0,False,132,1.67,83.3,337.7,0.0,86.7,214.3
OOS_A,AUD_USD,98,0.35,10.0,True,132,1.67,83.3,337.7,0.0,86.7,214.3
OOS_A,AUD_USD,98,0.35,15.0,False,109,0.15,71.6,655.2,0.0,136.9,214.3
OOS_A,AUD_USD,98,0.35,15.0,True,109,0.15,71.6,655.2,0.0,136.9,214.3
OOS_A,AUD_USD,98,0.35,20.0,False,107,2.95,72.0,430.9,0.01,149.0,214.3
OOS_A,AUD_USD,98,0.35,20.0,True,107,2.95,72.0,430.9,0.01,149.0,214.3
OOS_A,AUD_USD,98,0.35,30.0,False,92,0.74,56.5,481.5,0.0,207.8,214.3
OOS_A,AUD_USD,98,0.35,30.0,True,92,0.74,56.5,481.5,0.0,207.8,214.3
OOS_B,AUD_USD,90,0.195,10.0,False,277,-6.2,68.6,1429.0,-0.0,126.3,214.3
OOS_B,AUD_USD,90,0.195,10.0,True,277,-6.2,68.6,1429.0,-0.0,126.3,214.3
OOS_B,AUD_USD,90,0.195,15.0,False,249,-2.33,67.5,834.0,-0.0,149.8,214.3
OOS_B,AUD_USD,90,0.195,15.0,True,249,-2.33,67.5,834.0,-0.0,149.8,214.3
OOS_B,AUD_USD,90,0.195,20.0,False,222,-2.21,59.9,705.9,-0.0,177.5,214.3
OOS_B,AUD_USD,90,0.195,20.0,True,222,-2.21,59.9,705.9,-0.0,177.5,214.3
OOS_B,AUD_USD,90,0.195,30.0,False,186,-2.58,51.6,801.3,-0.0,220.4,214.3
OOS_B,AUD_USD,90,0.195,30.0,True,186,-2.58,51.6,801.3,-0.0,220.4,214.3
OOS_B,AUD_USD,95,0.258,10.0,False,177,-2.82,71.8,641.1,-0.0,127.4,214.3
OOS_B,AUD_USD,95,0.258,10.0,True,177,-2.82,71.8,641.1,-0.0,127.4,214.3
OOS_B,AUD_USD,95,0.258,15.0,False,167,0.59,70.7,296.9,0.0,147.7,214.3
OOS_B,AUD_USD,95,0.258,15.0,True,167,0.59,70.7,296.9,0.0,147.7,214.3
OOS_B,AUD_USD,95,0.258,20.0,False,146,-0.69,63.0,428.4,-0.0,179.1,214.3
OOS_B,AUD_USD,95,0.258,20.0,True,146,-0.69,63.0,428.4,-0.0,179.1,214.3
OOS_B,AUD_USD,95,0.258,30.0,False,131,0.61,56.5,287.9,0.0,212.2,214.3
OOS_B,AUD_USD,95,0.258,30.0,True,131,0.61,56.5,287.9,0.0,212.2,214.3
OOS_B,AUD_USD,98,0.35,10.0,False,109,-0.76,76.1,344.9,-0.0,103.2,214.3
OOS_B,AUD_USD,98,0.35,10.0,True,109,-0.76,76.1,344.9,-0.0,103.2,214.3
OOS_B,AUD_USD,98,0.35,15.0,False,101,-1.08,70.3,404.0,-0.0,135.9,214.3
OOS_B,AUD_USD,98,0.35,15.0,True,101,-1.08,70.3,404.0,-0.0,135.9,214.3
OOS_B,AUD_USD,98,0.35,20.0,False,96,-0.59,66.7,426.3,-0.0,155.0,214.3
OOS_B,AUD_USD,98,0.35,20.0,True,96,-0.59,66.7,426.3,-0.0,155.0,214.3
OOS_B,AUD_USD,98,0.35,30.0,False,77,-3.44,48.1,833.2,-0.0,227.3,214.3
OOS_B,AUD_USD,98,0.35,30.0,True,77,-3.44,48.1,833.2,-0.0,227.3,214.3
OOS_A,NZD_JPY,90,0.236,10.0,False,407,-14.17,80.8,3231.5,-0.0,92.6,214.5
OOS_A,NZD_JPY,90,0.236,10.0,True,407,-14.17,80.8,3231.5,-0.0,92.6,214.5
OOS_A,NZD_JPY,90,0.236,15.0,False,337,-13.21,74.5,3036.4,-0.0,119.1,214.5
OOS_A,NZD_JPY,90,0.236,15.0,True,337,-13.21,74.5,3036.4,-0.0,119.1,214.5
OOS_A,NZD_JPY,90,0.236,20.0,False,305,-10.96,69.8,2450.2,-0.0,135.6,214.5
OOS_A,NZD_JPY,90,0.236,20.0,True,305,-10.96,69.8,2450.2,-0.0,135.6,214.5
OOS_A,NZD_JPY,90,0.236,30.0,False,243,-10.39,59.7,2544.1,-0.0,180.9,214.5
OOS_A,NZD_JPY,90,0.236,30.0,True,243,-10.39,59.7,2544.1,-0.0,180.9,214.5
OOS_A,NZD_JPY,95,0.313,10.0,False,266,-10.74,80.8,2400.2,-0.0,87.1,214.5
OOS_A,NZD_JPY,95,0.313,10.0,True,266,-10.74,80.8,2400.2,-0.0,87.1,214.5
OOS_A,NZD_JPY,95,0.313,15.0,False,229,-10.2,75.1,2299.1,-0.0,118.3,214.5
OOS_A,NZD_JPY,95,0.313,15.0,True,229,-10.2,75.1,2299.1,-0.0,118.3,214.5
OOS_A,NZD_JPY,95,0.313,20.0,False,212,-5.29,71.7,1417.6,-0.0,133.4,214.5
OOS_A,NZD_JPY,95,0.313,20.0,True,212,-5.29,71.7,1417.6,-0.0,133.4,214.5
OOS_A,NZD_JPY,95,0.313,30.0,False,172,-10.07,61.6,2524.5,-0.0,182.4,214.5
OOS_A,NZD_JPY,95,0.313,30.0,True,172,-10.07,61.6,2524.5,-0.0,182.4,214.5
OOS_A,NZD_JPY,98,0.43,10.0,False,125,-7.3,80.8,1606.8,-0.0,82.1,214.5
OOS_A,NZD_JPY,98,0.43,10.0,True,125,-7.3,80.8,1606.8,-0.0,82.1,214.5
OOS_A,NZD_JPY,98,0.43,15.0,False,117,-6.57,73.5,1430.6,-0.0,107.1,214.5
OOS_A,NZD_JPY,98,0.43,15.0,True,117,-6.57,73.5,1430.6,-0.0,107.1,214.5
OOS_A,NZD_JPY,98,0.43,20.0,False,103,-8.68,65.0,1893.8,-0.0,139.0,214.5
OOS_A,NZD_JPY,98,0.43,20.0,True,103,-8.68,65.0,1893.8,-0.0,139.0,214.5
OOS_A,NZD_JPY,98,0.43,30.0,False,96,-5.55,63.5,1543.1,-0.0,172.5,214.5
OOS_A,NZD_JPY,98,0.43,30.0,True,96,-5.55,63.5,1543.1,-0.0,172.5,214.5
OOS_B,NZD_JPY,90,0.236,10.0,False,318,-9.29,73.6,2028.2,-0.0,110.0,214.5
OOS_B,NZD_JPY,90,0.236,10.0,True,318,-9.29,73.6,2028.2,-0.0,110.0,214.5
OOS_B,NZD_JPY,90,0.236,15.0,False,276,-6.0,69.2,1381.2,-0.0,134.9,214.5
OOS_B,NZD_JPY,90,0.236,15.0,True,276,-6.0,69.2,1381.2,-0.0,134.9,214.5
OOS_B,NZD_JPY,90,0.236,20.0,False,238,-7.28,63.0,1700.1,-0.0,163.5,214.5
OOS_B,NZD_JPY,90,0.236,20.0,True,238,-7.28,63.0,1700.1,-0.0,163.5,214.5
OOS_B,NZD_JPY,90,0.236,30.0,False,204,-5.46,57.8,1693.0,-0.0,199.3,214.5
OOS_B,NZD_JPY,90,0.236,30.0,True,204,-5.46,57.8,1693.0,-0.0,199.3,214.5
OOS_B,NZD_JPY,95,0.313,10.0,False,216,-4.51,79.2,968.1,-0.0,94.9,214.5
OOS_B,NZD_JPY,95,0.313,10.0,True,216,-4.51,79.2,968.1,-0.0,94.9,214.5
OOS_B,NZD_JPY,95,0.313,15.0,False,190,-2.14,72.1,498.4,-0.0,119.6,214.5
OOS_B,NZD_JPY,95,0.313,15.0,True,190,-2.14,72.1,498.4,-0.0,119.6,214.5
OOS_B,NZD_JPY,95,0.313,20.0,False,167,-1.85,66.5,506.1,-0.0,151.3,214.5
OOS_B,NZD_JPY,95,0.313,20.0,True,167,-1.85,66.5,506.1,-0.0,151.3,214.5
OOS_B,NZD_JPY,95,0.313,30.0,False,141,-4.57,56.7,1135.3,-0.0,195.6,214.5
OOS_B,NZD_JPY,95,0.313,30.0,True,141,-4.57,56.7,1135.3,-0.0,195.6,214.5
OOS_B,NZD_JPY,98,0.43,10.0,False,91,-1.63,82.4,513.0,-0.0,75.2,214.5
OOS_B,NZD_JPY,98,0.43,10.0,True,91,-1.63,82.4,513.0,-0.0,75.2,214.5
OOS_B,NZD_JPY,98,0.43,15.0,False,80,-2.66,71.2,716.5,-0.0,122.3,214.5
OOS_B,NZD_JPY,98,0.43,15.0,True,80,-2.66,71.2,716.5,-0.0,122.3,214.5
OOS_B,NZD_JPY,98,0.43,20.0,False,75,-2.33,65.3,624.8,-0.0,148.6,214.5
OOS_B,NZD_JPY,98,0.43,20.0,True,75,-2.33,65.3,624.8,-0.0,148.6,214.5
OOS_B,NZD_JPY,98,0.43,30.0,False,71,-2.08,57.7,698.1,-0.0,182.4,214.5
OOS_B,NZD_JPY,98,0.43,30.0,True,71,-2.08,57.7,698.1,-0.0,182.4,214.5
OOS_A,CHF_JPY,90,0.312,10.0,False,424,-11.75,84.4,2519.5,-0.0,76.7,213.9
OOS_A,CHF_JPY,90,0.312,10.0,True,424,-11.75,84.4,2519.5,-0.0,76.7,213.9
OOS_A,CHF_JPY,90,0.312,15.0,False,350,-13.25,80.0,2851.2,-0.0,98.2,213.9
OOS_A,CHF_JPY,90,0.312,15.0,True,350,-13.25,80.0,2851.2,-0.0,98.2,213.9
OOS_A,CHF_JPY,90,0.312,20.0,False,334,-5.43,79.6,1240.9,-0.0,106.4,213.9
OOS_A,CHF_JPY,90,0.312,20.0,True,334,-5.43,79.6,1240.9,-0.0,106.4,213.9
OOS_A,CHF_JPY,90,0.312,30.0,False,264,-3.65,70.1,1067.2,-0.0,141.3,213.9
OOS_A,CHF_JPY,90,0.312,30.0,True,264,-3.65,70.1,1067.2,-0.0,141.3,213.9
OOS_A,CHF_JPY,95,0.423,10.0,False,292,-5.74,87.3,1326.0,-0.0,73.4,213.9
OOS_A,CHF_JPY,95,0.423,10.0,True,292,-5.74,87.3,1326.0,-0.0,73.4,213.9
OOS_A,CHF_JPY,95,0.423,15.0,False,263,-3.66,84.0,1158.6,-0.0,86.6,213.9
OOS_A,CHF_JPY,95,0.423,15.0,True,263,-3.66,84.0,1158.6,-0.0,86.6,213.9
OOS_A,CHF_JPY,95,0.423,20.0,False,247,-0.4,81.8,910.6,-0.0,102.8,213.9
OOS_A,CHF_JPY,95,0.423,20.0,True,247,-0.4,81.8,910.6,-0.0,102.8,213.9
OOS_A,CHF_JPY,95,0.423,30.0,False,207,-0.42,72.5,753.0,-0.0,143.1,213.9
OOS_A,CHF_JPY,95,0.423,30.0,True,207,-0.42,72.5,753.0,-0.0,143.1,213.9
OOS_A,CHF_JPY,98,0.59,10.0,False,145,-0.58,91.0,519.2,-0.0,64.1,213.9
OOS_A,CHF_JPY,98,0.59,10.0,True,145,-0.58,91.0,519.2,-0.0,64.1,213.9
OOS_A,CHF_JPY,98,0.59,15.0,False,135,0.63,89.6,496.6,0.0,73.2,213.9
OOS_A,CHF_JPY,98,0.59,15.0,True,135,0.63,89.6,496.6,0.0,73.2,213.9
OOS_A,CHF_JPY,98,0.59,20.0,False,132,0.69,85.6,496.6,0.0,88.6,213.9
OOS_A,CHF_JPY,98,0.59,20.0,True,132,0.69,85.6,496.6,0.0,88.6,213.9
OOS_A,CHF_JPY,98,0.59,30.0,False,115,1.23,78.3,489.9,0.0,129.7,213.9
OOS_A,CHF_JPY,98,0.59,30.0,True,115,1.23,78.3,489.9,0.0,129.7,213.9
OOS_B,CHF_JPY,90,0.312,10.0,False,170,-7.78,82.4,1733.5,-0.0,89.1,213.9
OOS_B,CHF_JPY,90,0.312,10.0,True,170,-7.78,82.4,1733.5,-0.0,89.1,213.9
OOS_B,CHF_JPY,90,0.312,15.0,False,157,-8.09,78.3,1849.7,-0.0,109.7,213.9
OOS_B,CHF_JPY,90,0.312,15.0,True,157,-8.09,78.3,1849.7,-0.0,109.7,213.9
OOS_B,CHF_JPY,90,0.312,20.0,False,152,-6.33,76.3,1609.6,-0.0,122.9,213.9
OOS_B,CHF_JPY,90,0.312,20.0,True,152,-6.33,76.3,1609.6,-0.0,122.9,213.9
OOS_B,CHF_JPY,90,0.312,30.0,False,138,-5.0,66.7,1301.4,-0.0,157.7,213.9
OOS_B,CHF_JPY,90,0.312,30.0,True,138,-5.0,66.7,1301.4,-0.0,157.7,213.9
OOS_B,CHF_JPY,95,0.423,10.0,False,81,-2.77,85.2,667.1,-0.0,81.0,213.9
OOS_B,CHF_JPY,95,0.423,10.0,True,81,-2.77,85.2,667.1,-0.0,81.0,213.9
OOS_B,CHF_JPY,95,0.423,15.0,False,78,-2.03,82.1,540.0,-0.0,99.4,213.9
OOS_B,CHF_JPY,95,0.423,15.0,True,78,-2.03,82.1,540.0,-0.0,99.4,213.9
OOS_B,CHF_JPY,95,0.423,20.0,False,75,-1.22,78.7,414.4,-0.0,118.4,213.9
OOS_B,CHF_JPY,95,0.423,20.0,True,75,-1.22,78.7,414.4,-0.0,118.4,213.9
OOS_B,CHF_JPY,95,0.423,30.0,False,73,-1.2,65.8,437.0,-0.0,158.7,213.9
OOS_B,CHF_JPY,95,0.423,30.0,True,73,-1.2,65.8,437.0,-0.0,158.7,213.9
OOS_B,CHF_JPY,98,0.59,10.0,False,21,-0.38,85.7,128.3,-0.0,80.5,213.9
OOS_B,CHF_JPY,98,0.59,10.0,True,21,-0.38,85.7,128.3,-0.0,80.5,213.9
OOS_B,CHF_JPY,98,0.59,15.0,False,21,-0.22,81.0,117.0,-0.0,92.8,213.9
OOS_B,CHF_JPY,98,0.59,15.0,True,21,-0.22,81.0,117.0,-0.0,92.8,213.9
OOS_B,CHF_JPY,98,0.59,20.0,False,20,0.04,80.0,111.5,0.0,100.8,213.9
OOS_B,CHF_JPY,98,0.59,20.0,True,20,0.04,80.0,111.5,0.0,100.8,213.9
OOS_B,CHF_JPY,98,0.59,30.0,False,20,0.21,65.0,138.2,0.0,148.3,213.9
OOS_B,CHF_JPY,98,0.59,30.0,True,20,0.21,65.0,138.2,0.0,148.3,213.9
OOS_A,NZD_USD,90,0.182,10.0,False,301,-4.48,74.8,1009.1,-0.0,122.2,214.2
OOS_A,NZD_USD,90,0.182,10.0,True,301,-4.48,74.8,1009.1,-0.0,122.2,214.2
OOS_A,NZD_USD,90,0.182,15.0,False,260,-2.48,66.5,681.0,-0.0,159.0,214.2
OOS_A,NZD_USD,90,0.182,15.0,True,260,-2.48,66.5,681.0,-0.0,159.0,214.2
OOS_A,NZD_USD,90,0.182,20.0,False,236,-2.52,59.7,996.9,-0.0,184.1,214.2
OOS_A,NZD_USD,90,0.182,20.0,True,236,-2.52,59.7,996.9,-0.0,184.1,214.2
OOS_A,NZD_USD,90,0.182,30.0,False,199,-1.96,51.3,682.3,-0.0,226.6,214.2
OOS_A,NZD_USD,90,0.182,30.0,True,199,-1.96,51.3,682.3,-0.0,226.6,214.2
OOS_A,NZD_USD,95,0.24,10.0,False,203,-2.4,76.8,589.6,-0.0,115.4,214.2
OOS_A,NZD_USD,95,0.24,10.0,True,203,-2.4,76.8,589.6,-0.0,115.4,214.2
OOS_A,NZD_USD,95,0.24,15.0,False,174,-3.14,64.9,735.8,-0.0,164.2,214.2
OOS_A,NZD_USD,95,0.24,15.0,True,174,-3.14,64.9,735.8,-0.0,164.2,214.2
OOS_A,NZD_USD,95,0.24,20.0,False,162,-1.94,61.7,516.5,-0.0,185.9,214.2
OOS_A,NZD_USD,95,0.24,20.0,True,162,-1.94,61.7,516.5,-0.0,185.9,214.2
OOS_A,NZD_USD,95,0.24,30.0,False,140,-1.32,53.6,483.3,-0.0,228.4,214.2
OOS_A,NZD_USD,95,0.24,30.0,True,140,-1.32,53.6,483.3,-0.0,228.4,214.2
OOS_A,NZD_USD,98,0.324,10.0,False,98,-0.97,73.5,273.6,-0.0,120.0,214.2
OOS_A,NZD_USD,98,0.324,10.0,True,98,-0.97,73.5,273.6,-0.0,120.0,214.2
OOS_A,NZD_USD,98,0.324,15.0,False,93,-0.72,65.6,286.7,-0.0,152.8,214.2
OOS_A,NZD_USD,98,0.324,15.0,True,93,-0.72,65.6,286.7,-0.0,152.8,214.2
OOS_A,NZD_USD,98,0.324,20.0,False,89,-0.95,61.8,384.0,-0.0,176.4,214.2
OOS_A,NZD_USD,98,0.324,20.0,True,89,-0.95,61.8,384.0,-0.0,176.4,214.2
OOS_A,NZD_USD,98,0.324,30.0,False,82,0.21,54.9,235.8,0.0,205.9,214.2
OOS_A,NZD_USD,98,0.324,30.0,True,82,0.21,54.9,235.8,0.0,205.9,214.2
OOS_B,NZD_USD,90,0.182,10.0,False,235,-0.29,77.4,300.6,-0.0,129.3,214.2
OOS_B,NZD_USD,90,0.182,10.0,True,235,-0.29,77.4,300.6,-0.0,129.3,214.2
OOS_B,NZD_USD,90,0.182,15.0,False,211,-0.01,69.2,295.5,-0.0,164.4,214.2
OOS_B,NZD_USD,90,0.182,15.0,True,211,-0.01,69.2,295.5,-0.0,164.4,214.2
OOS_B,NZD_USD,90,0.182,20.0,False,180,-1.22,61.1,563.8,-0.0,203.0,214.2
OOS_B,NZD_USD,90,0.182,20.0,True,180,-1.22,61.1,563.8,-0.0,203.0,214.2
OOS_B,NZD_USD,90,0.182,30.0,False,158,-0.78,53.2,403.7,-0.0,247.8,214.2
OOS_B,NZD_USD,90,0.182,30.0,True,158,-0.78,53.2,403.7,-0.0,247.8,214.2
OOS_B,NZD_USD,95,0.24,10.0,False,143,-0.45,77.6,453.6,-0.0,125.5,214.2
OOS_B,NZD_USD,95,0.24,10.0,True,143,-0.45,77.6,453.6,-0.0,125.5,214.2
