spike,m1_min,peak_frac,tp,sl,max_hold,n,sum_pips,ppd,wr,tp_pct,sl_pct,time_pct,mean_pnl,mdd
30.0,5.0,0.7,2.0,5.0,60,7116,-31690.8,-88.99,5.1,50.0,40.2,9.8,-4.45,31690.7
30.0,5.0,0.7,2.0,5.0,120,7090,-30471.8,-85.57,5.3,53.0,43.3,3.8,-4.3,30471.7
30.0,5.0,0.7,2.0,10.0,12,7201,-42384.8,-119.02,2.7,30.1,7.2,62.7,-5.89,42381.6
30.0,5.0,0.7,2.0,10.0,60,6599,-34042.7,-95.59,5.6,56.8,20.9,22.3,-5.16,34042.6
30.0,5.0,0.7,2.0,10.0,120,6497,-32191.7,-90.4,6.6,63.3,26.0,10.8,-4.95,32191.6
30.0,5.0,0.7,3.0,3.0,12,7489,-34089.2,-95.73,17.1,21.0,37.8,41.2,-4.55,34086.0
30.0,5.0,0.7,3.0,3.0,60,7278,-27634.7,-77.6,30.3,37.4,55.0,7.6,-3.8,27635.6
30.0,5.0,0.7,3.0,3.0,120,7263,-26643.0,-74.82,32.2,39.9,57.5,2.6,-3.67,26643.9
30.0,5.0,0.7,3.0,5.0,12,7327,-37737.7,-105.97,17.9,22.2,23.3,54.5,-5.15,37734.5
30.0,5.0,0.7,3.0,5.0,60,6973,-29993.7,-84.22,35.5,44.0,42.6,13.4,-4.3,29994.6
30.0,5.0,0.7,3.0,5.0,120,6933,-28473.3,-79.96,38.9,48.3,46.6,5.1,-4.11,28474.2
30.0,5.0,0.7,3.0,10.0,12,7142,-41617.0,-116.86,18.4,22.6,7.4,70.0,-5.83,41613.8
30.0,5.0,0.7,3.0,10.0,60,6416,-32321.4,-90.76,40.4,49.9,22.1,28.0,-5.04,32322.3
30.0,5.0,0.7,3.0,10.0,120,6286,-30019.4,-84.3,47.3,58.2,27.9,13.9,-4.78,30020.3
30.0,5.0,0.9,1.0,3.0,12,7966,-38140.7,-107.1,0.0,35.1,36.7,28.1,-4.79,38137.5
30.0,5.0,0.9,1.0,3.0,60,7862,-33039.0,-92.78,0.0,48.0,48.6,3.4,-4.2,33037.9
30.0,5.0,0.9,1.0,3.0,120,7851,-32342.5,-90.82,0.0,48.9,49.8,1.4,-4.12,32341.4
30.0,5.0,0.9,1.0,5.0,12,7792,-41800.4,-117.38,0.0,37.5,22.7,39.8,-5.36,41797.2
30.0,5.0,0.9,1.0,5.0,60,7585,-35685.3,-100.21,0.0,55.6,37.4,7.0,-4.7,35684.2
30.0,5.0,0.9,1.0,5.0,120,7562,-34537.0,-96.98,0.0,57.7,39.5,2.8,-4.57,34535.9
30.0,5.0,0.9,1.0,10.0,12,7571,-45517.8,-127.82,0.0,38.4,7.3,54.4,-6.01,45514.6
30.0,5.0,0.9,1.0,10.0,60,7043,-37886.7,-106.39,0.0,63.1,19.6,17.3,-5.38,37885.6
30.0,5.0,0.9,1.0,10.0,120,6969,-36188.5,-101.62,0.0,68.2,23.4,8.4,-5.19,36187.4
30.0,5.0,0.9,2.0,3.0,12,7885,-36520.3,-102.55,2.5,27.7,37.7,34.5,-4.63,36517.1
30.0,5.0,0.9,2.0,3.0,60,7726,-30610.8,-85.96,4.0,42.6,52.4,5.0,-3.96,30610.7
30.0,5.0,0.9,2.0,3.0,120,7711,-29770.6,-83.6,4.1,44.1,54.1,1.9,-3.86,29770.5
30.0,5.0,0.9,2.0,5.0,12,7707,-40213.8,-112.92,2.7,29.4,23.3,47.3,-5.22,40210.6
30.0,5.0,0.9,2.0,5.0,60,7422,-33119.3,-93.0,5.1,49.9,40.5,9.6,-4.46,33119.2
30.0,5.0,0.9,2.0,5.0,120,7392,-31792.9,-89.28,5.3,52.9,43.5,3.6,-4.3,31792.8
30.0,5.0,0.9,2.0,10.0,12,7489,-44043.6,-123.68,2.8,30.1,7.5,62.4,-5.88,44040.4
30.0,5.0,0.9,2.0,10.0,60,6837,-35571.8,-99.89,5.7,56.5,21.4,22.1,-5.2,35571.7
30.0,5.0,0.9,2.0,10.0,120,6729,-33572.9,-94.28,6.6,63.1,26.4,10.6,-4.99,33572.8
30.0,5.0,0.9,3.0,3.0,12,7828,-35578.9,-99.91,17.0,21.0,38.4,40.5,-4.55,35575.7
30.0,5.0,0.9,3.0,3.0,60,7601,-28912.4,-81.19,30.0,37.2,55.3,7.5,-3.8,28913.3
30.0,5.0,0.9,3.0,3.0,120,7581,-27848.1,-78.2,31.8,39.6,57.8,2.6,-3.67,27849.0
30.0,5.0,0.9,3.0,5.0,12,7643,-39281.8,-110.31,17.8,22.3,23.8,54.0,-5.14,39278.6
30.0,5.0,0.9,3.0,5.0,60,7260,-31280.4,-87.84,35.3,43.8,42.9,13.2,-4.31,31281.3
30.0,5.0,0.9,3.0,5.0,120,7216,-29653.8,-83.27,38.7,48.2,46.8,5.0,-4.11,29654.7
30.0,5.0,0.9,3.0,10.0,12,7424,-43263.1,-121.49,18.3,22.6,7.7,69.7,-5.83,43259.9
30.0,5.0,0.9,3.0,10.0,60,6641,-33766.8,-94.82,40.2,49.7,22.6,27.7,-5.08,33767.7
30.0,5.0,0.9,3.0,10.0,120,6504,-31364.9,-88.07,47.0,57.9,28.4,13.7,-4.82,31365.7
30.0,10.0,0.5,1.0,3.0,12,2049,-9930.5,-27.89,0.0,43.2,43.8,13.0,-4.85,9924.9
30.0,10.0,0.5,1.0,3.0,60,2045,-9111.2,-25.58,0.0,48.8,49.7,1.5,-4.46,9105.6
30.0,10.0,0.5,1.0,3.0,120,2045,-9064.3,-25.45,0.0,49.1,50.2,0.7,-4.43,9058.7
30.0,10.0,0.5,1.0,5.0,12,2008,-10953.6,-30.76,0.0,47.8,31.1,21.2,-5.45,10947.0
30.0,10.0,0.5,1.0,5.0,60,2001,-9904.5,-27.81,0.0,56.9,39.9,3.2,-4.95,9897.9
30.0,10.0,0.5,1.0,5.0,120,2001,-9856.8,-27.68,0.0,57.8,40.5,1.7,-4.93,9850.2
30.0,10.0,0.5,1.0,10.0,12,1947,-12226.5,-34.33,0.0,50.1,13.8,36.1,-6.28,12216.9
30.0,10.0,0.5,1.0,10.0,60,1919,-10886.3,-30.57,0.0,66.8,25.6,7.7,-5.67,10885.2
30.0,10.0,0.5,1.0,10.0,120,1918,-10741.6,-30.16,0.0,69.3,27.5,3.2,-5.6,10740.5
30.0,10.0,0.5,2.0,3.0,12,2035,-9375.6,-26.33,2.7,37.1,45.7,17.2,-4.61,9370.0
30.0,10.0,0.5,2.0,3.0,60,2030,-8497.5,-23.86,3.1,44.4,53.5,2.1,-4.19,8491.9
30.0,10.0,0.5,2.0,3.0,120,2030,-8418.0,-23.64,3.1,44.8,54.1,1.0,-4.15,8412.4
30.0,10.0,0.5,2.0,5.0,12,1992,-10419.0,-29.26,2.9,41.0,32.5,26.6,-5.23,10412.4
30.0,10.0,0.5,2.0,5.0,60,1982,-9289.8,-26.09,3.8,52.3,43.6,4.1,-4.69,9283.2
30.0,10.0,0.5,2.0,5.0,120,1982,-9215.1,-25.88,3.9,53.3,44.6,2.2,-4.65,9208.5
30.0,10.0,0.5,2.0,10.0,12,1931,-11803.9,-33.15,3.0,42.7,14.7,42.6,-6.11,11794.3
30.0,10.0,0.5,2.0,10.0,60,1894,-10382.4,-29.15,4.4,61.5,28.4,10.2,-5.48,10381.6
30.0,10.0,0.5,2.0,10.0,120,1893,-10219.9,-28.7,4.8,64.5,31.0,4.5,-5.4,10217.3
30.0,10.0,0.5,3.0,3.0,12,2023,-8958.8,-25.16,22.2,31.5,46.8,21.7,-4.43,8953.5
30.0,10.0,0.5,3.0,3.0,60,2018,-8006.8,-22.48,28.9,40.5,56.6,2.9,-3.97,8001.5
30.0,10.0,0.5,3.0,3.0,120,2018,-7894.7,-22.17,29.3,41.2,57.5,1.3,-3.91,7889.4
30.0,10.0,0.5,3.0,5.0,12,1978,-10032.9,-28.17,24.1,34.6,33.4,32.1,-5.07,10026.6
30.0,10.0,0.5,3.0,5.0,60,1964,-8806.8,-24.73,33.9,47.8,46.6,5.7,-4.48,8800.5
30.0,10.0,0.5,3.0,5.0,120,1963,-8673.6,-24.36,34.9,49.3,48.1,2.6,-4.42,8667.3
30.0,10.0,0.5,3.0,10.0,12,1915,-11513.2,-32.33,25.1,35.7,14.9,49.3,-6.01,11503.9
30.0,10.0,0.5,3.0,10.0,60,1858,-9854.1,-27.67,40.4,56.2,30.2,13.6,-5.3,9853.6
30.0,10.0,0.5,3.0,10.0,120,1852,-9560.9,-26.85,43.6,60.6,33.5,5.9,-5.16,9558.6
30.0,10.0,0.7,1.0,3.0,12,2303,-11078.3,-31.11,0.0,42.9,44.0,13.0,-4.81,11072.7
30.0,10.0,0.7,1.0,3.0,60,2299,-10205.7,-28.66,0.0,48.7,49.8,1.4,-4.44,10200.1
30.0,10.0,0.7,1.0,3.0,120,2299,-10140.0,-28.47,0.0,48.9,50.5,0.6,-4.41,10134.4
30.0,10.0,0.7,1.0,5.0,12,2251,-12220.2,-34.32,0.0,47.3,31.6,21.1,-5.43,12213.6
30.0,10.0,0.7,1.0,5.0,60,2242,-11060.4,-31.06,0.0,56.8,40.2,3.0,-4.93,11053.8
30.0,10.0,0.7,1.0,5.0,120,2242,-11000.3,-30.89,0.0,57.6,40.7,1.7,-4.91,10993.7
30.0,10.0,0.7,1.0,10.0,12,2169,-13606.7,-38.21,0.0,49.9,14.3,35.8,-6.27,13597.1
30.0,10.0,0.7,1.0,10.0,60,2129,-12081.1,-33.92,0.0,66.7,25.7,7.6,-5.67,12079.9
30.0,10.0,0.7,1.0,10.0,120,2128,-11914.7,-33.46,0.0,69.1,27.8,3.1,-5.6,11913.6
30.0,10.0,0.7,2.0,3.0,12,2283,-10413.0,-29.24,2.9,37.2,45.8,17.0,-4.56,10407.4
30.0,10.0,0.7,2.0,3.0,60,2278,-9449.1,-26.53,3.3,44.7,53.3,2.0,-4.15,9443.5
30.0,10.0,0.7,2.0,3.0,120,2278,-9351.0,-26.26,3.3,45.1,54.0,0.8,-4.1,9345.4
30.0,10.0,0.7,2.0,5.0,12,2228,-11584.7,-32.53,3.2,40.7,32.9,26.4,-5.2,11578.1
30.0,10.0,0.7,2.0,5.0,60,2215,-10294.7,-28.91,4.1,52.5,43.6,3.9,-4.65,10288.1
30.0,10.0,0.7,2.0,5.0,120,2215,-10203.9,-28.65,4.2,53.5,44.5,2.0,-4.61,10197.3
30.0,10.0,0.7,2.0,10.0,12,2148,-13072.1,-36.71,3.3,42.8,15.0,42.2,-6.09,13062.5
30.0,10.0,0.7,2.0,10.0,60,2095,-11397.7,-32.01,4.5,61.8,28.3,9.9,-5.44,11396.9
30.0,10.0,0.7,2.0,10.0,120,2094,-11190.2,-31.42,5.0,64.9,30.8,4.3,-5.34,11187.6
30.0,10.0,0.7,3.0,3.0,12,2268,-9937.2,-27.9,22.3,31.6,46.9,21.6,-4.38,9931.9
30.0,10.0,0.7,3.0,3.0,60,2262,-8844.5,-24.84,29.2,41.0,56.3,2.7,-3.91,8839.2
30.0,10.0,0.7,3.0,3.0,120,2262,-8704.7,-24.44,29.7,41.7,57.2,1.1,-3.85,8699.4
30.0,10.0,0.7,3.0,5.0,12,2210,-11168.0,-31.36,23.9,34.2,33.9,31.9,-5.05,11161.7
30.0,10.0,0.7,3.0,5.0,60,2192,-9698.1,-27.23,34.3,48.2,46.4,5.4,-4.42,9691.8
30.0,10.0,0.7,3.0,5.0,120,2191,-9542.7,-26.8,35.3,49.7,47.9,2.4,-4.36,9536.4
30.0,10.0,0.7,3.0,10.0,12,2126,-12765.4,-35.85,24.8,35.5,15.4,49.1,-6.0,12756.1
30.0,10.0,0.7,3.0,10.0,60,2053,-10762.6,-30.22,40.5,56.6,30.2,13.2,-5.24,10762.1
30.0,10.0,0.7,3.0,10.0,120,2047,-10401.1,-29.21,43.8,61.1,33.3,5.6,-5.08,10398.9
30.0,10.0,0.9,1.0,3.0,12,2440,-11669.5,-32.77,0.0,43.2,44.1,12.8,-4.78,11664.5
30.0,10.0,0.9,1.0,3.0,60,2437,-10803.2,-30.34,0.0,48.7,49.9,1.4,-4.43,10798.2
30.0,10.0,0.9,1.0,3.0,120,2437,-10725.7,-30.12,0.0,49.0,50.4,0.6,-4.4,10720.7
30.0,10.0,0.9,1.0,5.0,12,2382,-12849.5,-36.08,0.0,47.5,31.7,20.7,-5.39,12842.3
30.0,10.0,0.9,1.0,5.0,60,2373,-11656.2,-32.73,0.0,57.0,40.1,2.9,-4.91,11654.9
30.0,10.0,0.9,1.0,5.0,120,2373,-11584.2,-32.53,0.0,57.8,40.6,1.6,-4.88,11582.9
30.0,10.0,0.9,1.0,10.0,12,2277,-14197.8,-39.87,0.0,50.2,14.4,35.4,-6.24,14190.6
30.0,10.0,0.9,1.0,10.0,60,2239,-12647.5,-35.52,0.0,66.8,25.6,7.5,-5.65,12646.2
30.0,10.0,0.9,1.0,10.0,120,2238,-12463.6,-35.0,0.0,69.3,27.6,3.1,-5.57,12462.3
30.0,10.0,0.9,2.0,3.0,12,2418,-10969.2,-30.8,2.9,37.2,45.8,17.0,-4.54,10964.2
30.0,10.0,0.9,2.0,3.0,60,2413,-9978.8,-28.02,3.3,44.8,53.3,1.9,-4.14,9973.8
30.0,10.0,0.9,2.0,3.0,120,2413,-9869.1,-27.71,3.3,45.2,54.0,0.8,-4.09,9864.1
30.0,10.0,0.9,2.0,5.0,12,2357,-12183.9,-34.21,3.1,40.6,33.0,26.5,-5.17,12176.7
30.0,10.0,0.9,2.0,5.0,60,2343,-10819.9,-30.38,4.1,52.8,43.4,3.8,-4.62,10812.5
30.0,10.0,0.9,2.0,5.0,120,2343,-10709.2,-30.07,4.2,53.8,44.3,1.9,-4.57,10708.8
30.0,10.0,0.9,2.0,10.0,12,2255,-13635.7,-38.29,3.2,42.9,15.2,42.0,-6.05,13628.5
30.0,10.0,0.9,2.0,10.0,60,2203,-11906.5,-33.43,4.6,62.1,28.2,9.8,-5.4,11899.1
30.0,10.0,0.9,2.0,10.0,120,2202,-11678.1,-32.79,5.0,65.1,30.6,4.3,-5.3,11677.7
30.0,10.0,0.9,3.0,3.0,12,2397,-10443.3,-29.33,22.1,31.6,46.9,21.5,-4.36,10438.6
30.0,10.0,0.9,3.0,3.0,60,2391,-9314.5,-26.16,29.1,41.1,56.2,2.7,-3.9,9309.8
30.0,10.0,0.9,3.0,3.0,120,2391,-9161.1,-25.73,29.6,41.9,57.1,1.0,-3.83,9156.4
30.0,10.0,0.9,3.0,5.0,12,2333,-11715.4,-32.9,23.4,34.0,34.0,31.9,-5.02,11708.5
30.0,10.0,0.9,3.0,5.0,60,2314,-10157.3,-28.52,34.2,48.4,46.2,5.3,-4.39,10150.2
30.0,10.0,0.9,3.0,5.0,120,2314,-9998.6,-28.08,35.3,50.0,47.7,2.3,-4.32,9999.6
30.0,10.0,0.9,3.0,10.0,12,2228,-13302.1,-37.35,24.4,35.5,15.6,48.9,-5.97,13295.2
30.0,10.0,0.9,3.0,10.0,60,2158,-11198.5,-31.45,40.7,57.0,30.0,13.0,-5.19,11191.4
30.0,10.0,0.9,3.0,10.0,120,2152,-10814.7,-30.37,44.1,61.5,33.0,5.5,-5.03,10815.7
50.0,0.0,0.5,1.0,3.0,12,3279,-18871.6,-52.99,0.0,37.4,39.4,23.2,-5.76,18866.2
50.0,0.0,0.5,1.0,3.0,60,3238,-16159.5,-45.38,0.0,46.6,48.6,4.8,-4.99,16154.1
50.0,0.0,0.5,1.0,3.0,120,3230,-15522.7,-43.59,0.0,47.6,49.7,2.7,-4.81,15517.3
50.0,0.0,0.5,1.0,5.0,12,3244,-20652.3,-57.99,0.0,41.1,26.0,32.9,-6.37,20644.9
50.0,0.0,0.5,1.0,5.0,60,3180,-17297.1,-48.57,0.0,54.7,37.3,8.0,-5.44,17289.7
50.0,0.0,0.5,1.0,5.0,120,3170,-16530.1,-46.42,0.0,56.6,39.0,4.4,-5.21,16522.7
50.0,0.0,0.5,1.0,10.0,12,3180,-22810.1,-64.05,0.0,42.5,10.2,47.4,-7.17,22799.8
50.0,0.0,0.5,1.0,10.0,60,3046,-18737.6,-52.62,0.0,63.0,20.6,16.3,-6.15,18725.8
50.0,0.0,0.5,1.0,10.0,120,3020,-17608.8,-49.45,0.0,67.0,23.7,9.3,-5.83,17597.0
50.0,0.0,0.5,2.0,3.0,12,3261,-18168.0,-51.02,1.8,30.8,40.5,28.6,-5.57,18162.6
50.0,0.0,0.5,2.0,3.0,60,3213,-15222.0,-42.74,2.5,42.0,51.9,6.1,-4.74,15216.6
50.0,0.0,0.5,2.0,3.0,120,3205,-14532.1,-40.81,2.5,43.3,53.4,3.2,-4.53,14526.7
50.0,0.0,0.5,2.0,5.0,12,3226,-19940.1,-55.99,2.1,34.0,26.7,39.3,-6.18,19932.7
50.0,0.0,0.5,2.0,5.0,60,3147,-16259.3,-45.66,3.2,50.0,40.2,9.9,-5.17,16251.9
50.0,0.0,0.5,2.0,5.0,120,3137,-15439.1,-43.35,3.3,52.5,42.2,5.3,-4.92,15431.7
50.0,0.0,0.5,2.0,10.0,12,3159,-22190.9,-62.31,2.2,35.1,10.7,54.1,-7.02,22180.6
50.0,0.0,0.5,2.0,10.0,60,2999,-17783.6,-49.94,3.9,57.8,22.6,19.6,-5.93,17771.8
50.0,0.0,0.5,2.0,10.0,120,2967,-16575.2,-46.54,4.2,62.6,26.3,11.1,-5.59,16563.4
50.0,0.0,0.5,3.0,3.0,12,3244,-17687.1,-49.67,17.6,24.6,41.2,34.2,-5.45,17681.8
50.0,0.0,0.5,3.0,3.0,60,3176,-14505.0,-40.73,27.5,37.3,55.0,7.7,-4.57,14499.7
50.0,0.0,0.5,3.0,3.0,120,3167,-13732.3,-38.56,28.5,39.1,57.0,3.9,-4.34,13727.0
50.0,0.0,0.5,3.0,5.0,12,3205,-19450.1,-54.62,19.2,27.1,27.3,45.6,-6.07,19442.8
50.0,0.0,0.5,3.0,5.0,60,3100,-15565.5,-43.71,32.6,44.4,43.2,12.5,-5.02,15558.2
50.0,0.0,0.5,3.0,5.0,120,3089,-14651.2,-41.14,34.7,47.7,45.9,6.5,-4.74,14643.9
50.0,0.0,0.5,3.0,10.0,12,3139,-21735.1,-61.03,20.1,28.0,10.9,61.1,-6.92,21724.9
50.0,0.0,0.5,3.0,10.0,60,2933,-17062.3,-47.91,38.6,51.6,24.2,24.3,-5.82,17050.6
50.0,0.0,0.5,3.0,10.0,120,2896,-15711.4,-44.12,43.0,57.7,28.6,13.7,-5.43,15700.1
50.0,0.0,0.7,1.0,3.0,12,3546,-20324.5,-57.07,0.0,37.8,39.9,22.3,-5.73,20319.4
50.0,0.0,0.7,1.0,3.0,60,3501,-17416.0,-48.91,0.0,46.6,48.9,4.4,-4.97,17410.9
50.0,0.0,0.7,1.0,3.0,120,3494,-16792.6,-47.15,0.0,47.5,49.9,2.5,-4.81,16787.5
50.0,0.0,0.7,1.0,5.0,12,3503,-22322.5,-62.68,0.0,41.2,26.8,32.0,-6.37,22315.1
50.0,0.0,0.7,1.0,5.0,60,3431,-18761.8,-52.68,0.0,54.3,37.9,7.7,-5.47,18754.4
50.0,0.0,0.7,1.0,5.0,120,3421,-17905.9,-50.28,0.0,56.1,39.6,4.3,-5.23,17898.5
50.0,0.0,0.7,1.0,10.0,12,3427,-24648.1,-69.21,0.0,42.9,10.6,46.5,-7.19,24637.5
50.0,0.0,0.7,1.0,10.0,60,3271,-20218.9,-56.78,0.0,63.0,21.2,15.7,-6.18,20207.1
50.0,0.0,0.7,1.0,10.0,120,3243,-18966.9,-53.26,0.0,66.9,24.1,8.9,-5.85,18955.1
50.0,0.0,0.7,2.0,3.0,12,3523,-19514.3,-54.8,2.0,31.3,41.0,27.6,-5.54,19509.2
50.0,0.0,0.7,2.0,3.0,60,3469,-16354.6,-45.93,2.8,42.1,52.2,5.7,-4.71,16349.5
50.0,0.0,0.7,2.0,3.0,120,3462,-15675.5,-44.02,2.8,43.4,53.6,3.0,-4.53,15670.4
50.0,0.0,0.7,2.0,5.0,12,3479,-21507.7,-60.4,2.3,34.2,27.4,38.4,-6.18,21500.3
50.0,0.0,0.7,2.0,5.0,60,3385,-17570.8,-49.34,3.4,49.7,40.8,9.6,-5.19,17563.4
50.0,0.0,0.7,2.0,5.0,120,3374,-16651.4,-46.76,3.6,52.1,42.7,5.2,-4.94,16644.0
50.0,0.0,0.7,2.0,10.0,12,3399,-23927.8,-67.19,2.4,35.5,11.1,53.5,-7.04,23917.2
50.0,0.0,0.7,2.0,10.0,60,3209,-19147.0,-53.77,4.1,57.7,23.3,19.0,-5.97,19135.2
50.0,0.0,0.7,2.0,10.0,120,3174,-17839.0,-50.09,4.3,62.4,26.8,10.8,-5.62,17827.2
50.0,0.0,0.7,3.0,3.0,12,3503,-18968.5,-53.26,17.9,25.1,41.8,33.1,-5.41,18963.5
50.0,0.0,0.7,3.0,3.0,60,3428,-15574.2,-43.73,27.4,37.5,55.4,7.1,-4.54,15569.2
50.0,0.0,0.7,3.0,3.0,120,3420,-14821.2,-41.62,28.3,39.1,57.3,3.6,-4.33,14816.2
50.0,0.0,0.7,3.0,5.0,12,3453,-20941.7,-58.81,19.3,27.4,28.0,44.6,-6.06,20934.4
50.0,0.0,0.7,3.0,5.0,60,3331,-16803.1,-47.18,32.1,44.2,43.8,12.0,-5.04,16795.8
50.0,0.0,0.7,3.0,5.0,120,3318,-15808.2,-44.39,34.1,47.3,46.5,6.3,-4.76,15800.9
50.0,0.0,0.7,3.0,10.0,12,3375,-23405.9,-65.73,20.1,28.4,11.3,60.3,-6.94,23395.4
50.0,0.0,0.7,3.0,10.0,60,3137,-18398.6,-51.66,38.1,51.5,25.0,23.6,-5.87,18386.9
50.0,0.0,0.7,3.0,10.0,120,3096,-16967.3,-47.65,42.4,57.4,29.3,13.3,-5.48,16956.0
50.0,0.0,0.9,1.0,3.0,12,3683,-20990.4,-58.94,0.0,38.1,40.1,21.8,-5.7,20985.3
50.0,0.0,0.9,1.0,3.0,60,3635,-18050.4,-50.69,0.0,46.7,48.9,4.3,-4.97,18045.3
50.0,0.0,0.9,1.0,3.0,120,3628,-17407.2,-48.88,0.0,47.6,49.9,2.5,-4.8,17402.1
50.0,0.0,0.9,1.0,5.0,12,3635,-23053.4,-64.74,0.0,41.5,27.2,31.3,-6.34,23046.0
50.0,0.0,0.9,1.0,5.0,60,3558,-19434.2,-54.57,0.0,54.4,38.1,7.5,-5.46,19426.8
50.0,0.0,0.9,1.0,5.0,120,3547,-18553.2,-52.1,0.0,56.1,39.8,4.1,-5.23,18545.8
50.0,0.0,0.9,1.0,10.0,12,3539,-25398.4,-71.32,0.0,43.2,10.9,45.9,-7.18,25387.8
50.0,0.0,0.9,1.0,10.0,60,3373,-20882.2,-58.64,0.0,63.0,21.5,15.5,-6.19,20870.4
